"plh0177","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1985","35-65 y.","(Married) couple without C. ","7","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Single parent ","","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE 16 ","21","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Couple + C. GT 16 ","6","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE and GT 16","7","","","","1"
"1 on Scale 1 to 10","1985","66 and older","1-pers.-HH","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","(Married) couple without C. ","1","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Single parent ","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Couple + C. LE 16 ","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Couple + C. GT 16 ","","","","","1"
"10 Completely satisfied","1985","16-34 y.","(Married) couple without C. ","121","0.207387396745103","0.174561171141881","0.240213622348325","10"
"10 Completely satisfied","1985","16-34 y.","1-pers.-HH","60","0.191789216710785","0.148919560678701","0.234658872742868","10"
"10 Completely satisfied","1985","16-34 y.","Single parent ","65","0.227227064175264","0.177610259740308","0.27684386861022","10"
"10 Completely satisfied","1985","16-34 y.","Couple + C. LE 16 ","280","0.237354918811405","0.213693125959815","0.261016711662995","10"
"10 Completely satisfied","1985","16-34 y.","Couple + C. GT 16 ","214","0.278838784711362","0.248071031514109","0.309606537908615","10"
"10 Completely satisfied","1985","16-34 y.","Couple + C. LE and GT 16","154","0.27891744212055","0.243003340099605","0.314831544141495","10"
"10 Completely satisfied","1985","35-65 y.","1-pers.-HH","103","0.256200059825765","0.215686692225986","0.296713427425544","10"
"10 Completely satisfied","1985","35-65 y.","(Married) couple without C. ","449","0.369167011027026","0.343260933722111","0.395073088331941","10"
"10 Completely satisfied","1985","35-65 y.","Single parent ","54","0.237903370008295","0.183578661192609","0.29222807882398","10"
"10 Completely satisfied","1985","35-65 y.","Couple + C. LE 16 ","376","0.296123631420804","0.272452626140942","0.319794636700666","10"
"10 Completely satisfied","1985","35-65 y.","Couple + C. GT 16 ","341","0.313041016165806","0.286157194744498","0.339924837587113","10"
"10 Completely satisfied","1985","35-65 y.","Couple + C. LE and GT 16","235","0.296343556818688","0.26582408984586","0.326863023791517","10"
"10 Completely satisfied","1985","66 and older","1-pers.-HH","147","0.362157216569694","0.315232575115922","0.409081858023467","10"
"10 Completely satisfied","1985","66 and older","(Married) couple without C. ","212","0.431204426455264","0.387532301315768","0.47487655159476","10"
"10 Completely satisfied","1985","66 and older","Single parent ","4","","","","10"
"10 Completely satisfied","1985","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Completely satisfied","1985","66 and older","Couple + C. GT 16 ","14","","","","10"
"10 Completely satisfied","1985","66 and older","Couple + C. LE and GT 16","","","","","10"
"2 on Scale 1 to 10","1985","16-34 y.","(Married) couple without C. ","13","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Single parent ","11","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Couple + C. LE 16 ","36","0.0203157746212503","0.0124697973841536","0.028161751858347","2"
"2 on Scale 1 to 10","1985","35-65 y.","1-pers.-HH","13","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","(Married) couple without C. ","7","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Couple + C. GT 16 ","16","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE and GT 16","19","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","1-pers.-HH","11","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Single parent ","9","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Couple + C. LE 16 ","23","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Couple + C. GT 16 ","17","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Couple + C. LE and GT 16","10","","","","2"
"2 on Scale 1 to 10","1985","66 and older","1-pers.-HH","3","","","","2"
"2 on Scale 1 to 10","1985","66 and older","(Married) couple without C. ","4","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Single parent ","1","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Couple + C. GT 16 ","1","","","","2"
"2 on Scale 1 to 10","1985","66 and older","Couple + C. LE and GT 16","","","","","2"
"3 on Scale 1 to 10","1985","16-34 y.","Single parent ","4","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","1-pers.-HH","18","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","(Married) couple without C. ","26","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","Couple + C. LE 16 ","64","0.0414157117509827","0.0303345572293163","0.0524968662726491","3"
"3 on Scale 1 to 10","1985","16-34 y.","Couple + C. GT 16 ","31","0.0298420802889457","0.0181675672234353","0.0415165933544561","3"
