"plh0177","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1984","indirect migration background","Male","2","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","Female","4","","","","4"
"5 on Scale 1 to 10","1984","no migration background","Male","356","0.0843947642549692","0.0758766151632451","0.0929129133466933","5"
"5 on Scale 1 to 10","1984","no migration background","Female","372","0.0790378199104775","0.0711846370974658","0.0868910027234892","5"
"5 on Scale 1 to 10","1984","indirect migration background","Female","6","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","Male","225","0.112639944842793","0.0980630451014456","0.127216844584141","5"
"5 on Scale 1 to 10","1984","direct migration background","Female","180","0.0988140746737992","0.0841646510890117","0.113463498258587","5"
"5 on Scale 1 to 10","1984","indirect migration background","Male","9","","","","5"
"6 on Scale 1 to 10","1984","direct migration background","Female","99","0.0577870092670252","0.0463320490410113","0.0692419694930392","6"
"6 on Scale 1 to 10","1984","no migration background","Female","231","0.0498184087324682","0.0434854659395903","0.0561513515253461","6"
"6 on Scale 1 to 10","1984","direct migration background","Male","116","0.0581410753910146","0.0473515218726129","0.0689306289094163","6"
"6 on Scale 1 to 10","1984","no migration background","Male","236","0.0556267855145075","0.0486033893891246","0.0626501816398903","6"
"6 on Scale 1 to 10","1984","indirect migration background","Male","5","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","Female","4","","","","6"
"7 on Scale 1 to 10","1984","no migration background","Male","437","0.105860182743021","0.0964325558092042","0.115287809676839","7"
"7 on Scale 1 to 10","1984","no migration background","Female","393","0.0858974460045933","0.0777411135421432","0.0940537784670434","7"
"7 on Scale 1 to 10","1984","direct migration background","Male","188","0.0945420913650945","0.0810519733042806","0.108032209425908","7"
"7 on Scale 1 to 10","1984","direct migration background","Female","162","0.101073285857644","0.0862759248848809","0.115870646830407","7"
"7 on Scale 1 to 10","1984","indirect migration background","Male","8","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","Female","5","","","","7"
"8 on Scale 1 to 10","1984","no migration background","Male","800","0.197022105276031","0.184833819630623","0.20921039092144","8"
"8 on Scale 1 to 10","1984","direct migration background","Male","305","0.176627527344988","0.159044389491741","0.194210665198235","8"
"8 on Scale 1 to 10","1984","no migration background","Female","843","0.185454704246386","0.174141545528311","0.19676786296446","8"
"8 on Scale 1 to 10","1984","direct migration background","Female","261","0.179529397332973","0.160688428486291","0.198370366179656","8"
"8 on Scale 1 to 10","1984","indirect migration background","Male","9","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","Female","13","","","","8"
"9 on Scale 1 to 10","1984","no migration background","Male","608","0.147846696300792","0.136969974274216","0.158723418327367","9"
"9 on Scale 1 to 10","1984","no migration background","Female","643","0.147526454648751","0.137204005759796","0.157848903537706","9"
"9 on Scale 1 to 10","1984","direct migration background","Male","164","0.108594827256821","0.0942494769127117","0.12294017760093","9"
"9 on Scale 1 to 10","1984","indirect migration background","Male","8","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","Female","169","0.112892077331032","0.0973566253213741","0.128427529340689","9"
"9 on Scale 1 to 10","1984","indirect migration background","Female","6","","","","9"
"0 Completely dissatisfied","1985","no migration background","Male","20","","","","0"
"0 Completely dissatisfied","1985","no migration background","Female","29","","","","0"
"0 Completely dissatisfied","1985","direct migration background","Male","63","0.0422965073129952","0.0322898190000822","0.0523031956259083","0"
"0 Completely dissatisfied","1985","direct migration background","Female","49","0.0300599767568547","0.0209883371438197","0.0391316163698896","0"
"0 Completely dissatisfied","1985","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","Female","1","","","","0"
"1 on Scale 1 to 10","1985","direct migration background","Male","23","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","Female","23","","","","1"
"1 on Scale 1 to 10","1985","no migration background","Male","27","","","","1"
"1 on Scale 1 to 10","1985","no migration background","Female","26","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","Male","1","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","Female","1","","","","1"
"10 Completely satisfied","1985","no migration background","Male","1052","0.28585026281142","0.271456342719125","0.300244182903715","10"
"10 Completely satisfied","1985","no migration background","Female","1307","0.32341795950783","0.309158431386817","0.337677487628844","10"
"10 Completely satisfied","1985","direct migration background","Male","314","0.218123337269298","0.197590792617301","0.238655881921295","10"
"10 Completely satisfied","1985","direct migration background","Female","292","0.263129695040102","0.239735964280738","0.286523425799465","10"
"10 Completely satisfied","1985","indirect migration background","Male","17","","","","10"
"10 Completely satisfied","1985","indirect migration background","Female","28","","","","10"
"2 on Scale 1 to 10","1985","no migration background","Male","45","0.0112638652008733","0.00790185463081289","0.0146258757709337","2"
"2 on Scale 1 to 10","1985","direct migration background","Male","52","0.0249668953544331","0.0172095248434419","0.0327242658654244","2"
"2 on Scale 1 to 10","1985","indirect migration background","Female","3","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","Female","49","0.0275244404390882","0.0188324823123862","0.0362163985657902","2"
"2 on Scale 1 to 10","1985","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1985","no migration background","Female","50","0.0122225127157186","0.00887306914358139","0.0155719562878557","2"
"3 on Scale 1 to 10","1985","no migration background","Male","91","0.022879719171031","0.0181163470816753","0.0276430912603868","3"
"3 on Scale 1 to 10","1985","direct migration background","Male","92","0.0520371001333686","0.040994412241475","0.0630797880252621","3"
"3 on Scale 1 to 10","1985","no migration background","Female","100","0.0226537725550411","0.018117936558472","0.0271896085516101","3"
"3 on Scale 1 to 10","1985","direct migration background","Female","72","0.0486170241909104","0.0371911114624142","0.0600429369194066","3"
"3 on Scale 1 to 10","1985","indirect migration background","Male","4","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Female","2","","","","3"
"4 on Scale 1 to 10","1985","direct migration background","Female","73","0.0396420040212612","0.0292759514415016","0.0500080566010209","4"
"4 on Scale 1 to 10","1985","direct migration background","Male","77","0.0481450854623773","0.0375015982417802","0.0587885726829744","4"
"4 on Scale 1 to 10","1985","no migration background","Male","88","0.0226506280547153","0.0179106078541883","0.0273906482552423","4"
"4 on Scale 1 to 10","1985","no migration background","Female","100","0.022867790655015","0.0183110782054691","0.027424503104561","4"
"4 on Scale 1 to 10","1985","indirect migration background","Male","5","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","Female","4","","","","4"
"5 on Scale 1 to 10","1985","no migration background","Female","344","0.0821728762962666","0.0738012941478721","0.0905444584446612","5"
"5 on Scale 1 to 10","1985","no migration background","Male","308","0.0799916331196952","0.0713492538899395","0.0886340123494508","5"
"5 on Scale 1 to 10","1985","direct migration background","Male","187","0.120433048359787","0.104251134875251","0.136614961844324","5"
"5 on Scale 1 to 10","1985","direct migration background","Female","169","0.115434797650045","0.0984581346832677","0.132411460616822","5"
"5 on Scale 1 to 10","1985","indirect migration background","Male","8","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","Female","5","","","","5"
"6 on Scale 1 to 10","1985","no migration background","Female","243","0.0579046324956296","0.0507848464364257","0.0650244185548334","6"
"6 on Scale 1 to 10","1985","no migration background","Male","210","0.0556932529203714","0.048387365295028","0.0629991405457148","6"
"6 on Scale 1 to 10","1985","direct migration background","Male","126","0.0657862715191457","0.0534605218570015","0.0781120211812899","6"
"6 on Scale 1 to 10","1985","direct migration background","Female","110","0.0632280555786851","0.0502982832027578","0.0761578279546124","6"
"6 on Scale 1 to 10","1985","indirect migration background","Male","4","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Female","3","","","","6"
"7 on Scale 1 to 10","1985","no migration background","Male","453","0.117165166426572","0.106919171505463","0.127411161347681","7"
"7 on Scale 1 to 10","1985","direct migration background","Male","157","0.101549103733103","0.0865312522794884","0.116566955186718","7"
"7 on Scale 1 to 10","1985","no migration background","Female","466","0.111546397959308","0.101950005375552","0.121142790543063","7"
"7 on Scale 1 to 10","1985","direct migration background","Female","140","0.116944664400967","0.0998719256850721","0.134017403116862","7"
"7 on Scale 1 to 10","1985","indirect migration background","Male","8","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","Female","6","","","","7"
"8 on Scale 1 to 10","1985","no migration background","Female","850","0.207002838577694","0.194652273691333","0.219353403464055","8"
"8 on Scale 1 to 10","1985","indirect migration background","Male","6","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","Male","299","0.209711721073456","0.189470966151161","0.22995247599575","8"
"8 on Scale 1 to 10","1985","direct migration background","Female","208","0.134369417885138","0.116250362940772","0.152488472829504","8"
"8 on Scale 1 to 10","1985","no migration background","Male","877","0.229800783942941","0.216398079575191","0.243203488310691","8"
"8 on Scale 1 to 10","1985","indirect migration background","Female","19","","","","8"
"9 on Scale 1 to 10","1985","direct migration background","Male","164","0.105981049962781","0.0906768703193427","0.12128522960622","9"
"9 on Scale 1 to 10","1985","direct migration background","Female","176","0.150059543641317","0.13108614681793","0.169032940464704","9"
"9 on Scale 1 to 10","1985","indirect migration background","Male","10","","","","9"
"9 on Scale 1 to 10","1985","no migration background","Male","614","0.162351330712243","0.150603057792894","0.174099603631591","9"
"9 on Scale 1 to 10","1985","no migration background","Female","619","0.148345113260827","0.137510053812797","0.159180172708856","9"
"9 on Scale 1 to 10","1985","indirect migration background","Female","5","","","","9"
"0 Completely dissatisfied","1986","no migration background","Male","20","","","","0"
"0 Completely dissatisfied","1986","no migration background","Female","28","","","","0"
"0 Completely dissatisfied","1986","direct migration background","Male","53","0.0276807737944866","0.0194683649235342","0.0358931826654389","0"
"0 Completely dissatisfied","1986","direct migration background","Female","37","0.022351376615697","0.014340357763445","0.0303623954679489","0"
"0 Completely dissatisfied","1986","indirect migration background","Male","3","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Female","3","","","","0"
"1 on Scale 1 to 10","1986","direct migration background","Female","19","","","","1"
"1 on Scale 1 to 10","1986","direct migration background","Male","26","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Male","16","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Female","22","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Female","","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Male","1","","","","1"
"10 Completely satisfied","1986","no migration background","Female","1109","0.286149339867454","0.27205484226391","0.300243837470997","10"
"10 Completely satisfied","1986","no migration background","Male","938","0.259777471829895","0.245531919534488","0.274023024125301","10"
"10 Completely satisfied","1986","direct migration background","Female","238","0.210336514330794","0.18825023382605","0.232422794835538","10"
"10 Completely satisfied","1986","direct migration background","Male","259","0.196828326220097","0.176925030076728","0.216731622363466","10"
"10 Completely satisfied","1986","indirect migration background","Male","18","","","","10"
"10 Completely satisfied","1986","indirect migration background","Female","19","","","","10"
"2 on Scale 1 to 10","1986","indirect migration background","Male","","","","","2"
"2 on Scale 1 to 10","1986","direct migration background","Female","47","0.0250616924520977","0.0165906280272167","0.0335327568769786","2"
"2 on Scale 1 to 10","1986","direct migration background","Male","46","0.0257526818574081","0.0178236008575461","0.0336817628572701","2"
"2 on Scale 1 to 10","1986","no migration background","Male","51","0.013985401203878","0.0101705593694537","0.0178002430383023","2"
"2 on Scale 1 to 10","1986","no migration background","Female","51","0.0121764631891746","0.00875627653327301","0.0155966498450761","2"
"2 on Scale 1 to 10","1986","indirect migration background","Female","2","","","","2"
"3 on Scale 1 to 10","1986","no migration background","Male","77","0.0205203694275853","0.0159147537888976","0.025125985066273","3"
"3 on Scale 1 to 10","1986","no migration background","Female","79","0.0191230200006356","0.0148519660830005","0.0233940739182708","3"
"3 on Scale 1 to 10","1986","direct migration background","Female","52","0.0243397683501971","0.0159885134233476","0.0326910232770467","3"
"3 on Scale 1 to 10","1986","indirect migration background","Male","3","","","","3"
"3 on Scale 1 to 10","1986","direct migration background","Male","72","0.0342244076737796","0.0251235337811118","0.0433252815664474","3"
"3 on Scale 1 to 10","1986","indirect migration background","Female","4","","","","3"
"4 on Scale 1 to 10","1986","direct migration background","Female","73","0.0394831775774356","0.028929525921966","0.0500368292329052","4"
"4 on Scale 1 to 10","1986","no migration background","Male","87","0.0238246928399679","0.018870476547807","0.0287789091321287","4"
"4 on Scale 1 to 10","1986","direct migration background","Male","55","0.0363462880844158","0.026977842358052","0.0457147338107797","4"
"4 on Scale 1 to 10","1986","no migration background","Female","95","0.0238599543334146","0.0191006835820018","0.0286192250848275","4"
"4 on Scale 1 to 10","1986","indirect migration background","Male","4","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","Female","2","","","","4"
"5 on Scale 1 to 10","1986","no migration background","Male","287","0.079707635611609","0.0709091025169364","0.0885061687062817","5"
"5 on Scale 1 to 10","1986","no migration background","Female","335","0.0830318672989099","0.0744269031133239","0.0916368314844958","5"
"5 on Scale 1 to 10","1986","direct migration background","Male","215","0.139026649530356","0.121707725929323","0.156345573131389","5"
"5 on Scale 1 to 10","1986","direct migration background","Female","145","0.107148928645231","0.0903868587383126","0.12391099855215","5"
"5 on Scale 1 to 10","1986","indirect migration background","Male","9","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","Female","5","","","","5"
"6 on Scale 1 to 10","1986","direct migration background","Male","139","0.0769517914300393","0.0636104784444322","0.0902931044156464","6"
"6 on Scale 1 to 10","1986","no migration background","Female","245","0.0606713525801303","0.0532266017731603","0.0681161033871002","6"
"6 on Scale 1 to 10","1986","indirect migration background","Female","10","","","","6"
"6 on Scale 1 to 10","1986","no migration background","Male","226","0.0628428077953431","0.0549590838099888","0.0707265317806974","6"
"6 on Scale 1 to 10","1986","direct migration background","Female","99","0.0708182377992924","0.0569165633028194","0.0847199122957655","6"
"6 on Scale 1 to 10","1986","indirect migration background","Male","7","","","","6"
"7 on Scale 1 to 10","1986","no migration background","Male","459","0.12665036241714","0.11584611079934","0.13745461403494","7"
"7 on Scale 1 to 10","1986","direct migration background","Male","210","0.133524960972649","0.116498034069841","0.150551887875457","7"
"7 on Scale 1 to 10","1986","no migration background","Female","477","0.12207595471156","0.111866722550478","0.132285186872642","7"
"7 on Scale 1 to 10","1986","direct migration background","Female","180","0.127660290644901","0.109575438829333","0.145745142460469","7"
"7 on Scale 1 to 10","1986","indirect migration background","Male","7","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","Female","10","","","","7"
"8 on Scale 1 to 10","1986","direct migration background","Female","270","0.225594463314989","0.202943187827411","0.248245738802566","8"
"8 on Scale 1 to 10","1986","direct migration background","Male","284","0.19616071282674","0.176282943648907","0.216038482004573","8"
"8 on Scale 1 to 10","1986","no migration background","Male","886","0.245832101706808","0.231844259727145","0.259819943686471","8"
"8 on Scale 1 to 10","1986","no migration background","Female","875","0.224359992971886","0.211350740178969","0.237369245764802","8"
"8 on Scale 1 to 10","1986","indirect migration background","Male","12","","","","8"
"8 on Scale 1 to 10","1986","indirect migration background","Female","13","","","","8"
"9 on Scale 1 to 10","1986","direct migration background","Female","148","0.136998533637475","0.118364454086649","0.1556326131883","9"
"9 on Scale 1 to 10","1986","direct migration background","Male","174","0.119372023466813","0.103141798837154","0.135602248096472","9"
"9 on Scale 1 to 10","1986","no migration background","Male","593","0.15689488221075","0.145079639410412","0.168710125011088","9"
"9 on Scale 1 to 10","1986","no migration background","Female","634","0.155673194781389","0.144367122674209","0.16697926688857","9"
"9 on Scale 1 to 10","1986","indirect migration background","Male","8","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","Female","14","","","","9"
"0 Completely dissatisfied","1987","no migration background","Female","26","","","","0"
"0 Completely dissatisfied","1987","no migration background","Male","18","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Male","3","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Female","3","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Female","1","","","","0"
"1 on Scale 1 to 10","1987","direct migration background","Male","","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Male","14","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","Female","","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Female","27","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1987","no migration background","Female","1112","0.29649311610696","0.282102141425702","0.310884090788218","10"
"10 Completely satisfied","1987","no migration background","Male","907","0.251040751195369","0.236836845353361","0.265244657037377","10"
"10 Completely satisfied","1987","direct migration background","Male","44","0.200588706559038","0.146169174610557","0.25500823850752","10"
"10 Completely satisfied","1987","direct migration background","Female","73","0.322990351542867","0.263330208106183","0.382650494979551","10"
"10 Completely satisfied","1987","indirect migration background","Male","7","","","","10"
"10 Completely satisfied","1987","indirect migration background","Female","8","","","","10"
"2 on Scale 1 to 10","1987","direct migration background","Female","4","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Male","52","0.0141174551595453","0.0102529190029046","0.017981991316186","2"
"2 on Scale 1 to 10","1987","direct migration background","Male","","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Female","46","0.0111380031116001","0.00783110939460705","0.0144448968285931","2"
"2 on Scale 1 to 10","1987","indirect migration background","Female","","","","","2"
"3 on Scale 1 to 10","1987","no migration background","Male","78","0.0223159703989767","0.0174774371853287","0.0271545036126247","3"
"3 on Scale 1 to 10","1987","no migration background","Female","80","0.0206305365372177","0.016151575681594","0.0251094973928414","3"
"3 on Scale 1 to 10","1987","direct migration background","Female","2","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Male","","","","","3"
"3 on Scale 1 to 10","1987","direct migration background","Male","6","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Female","","","","","3"
"4 on Scale 1 to 10","1987","direct migration background","Female","9","","","","4"
"4 on Scale 1 to 10","1987","no migration background","Male","88","0.0236666384302243","0.0186872737964207","0.0286460030640279","4"
"4 on Scale 1 to 10","1987","no migration background","Female","122","0.0300949847984903","0.0247115384056568","0.0354784311913239","4"
"4 on Scale 1 to 10","1987","direct migration background","Male","5","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","Male","","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","Female","","","","","4"
"5 on Scale 1 to 10","1987","no migration background","Male","243","0.0710267767887002","0.0626124528227736","0.0794411007546269","5"
"5 on Scale 1 to 10","1987","no migration background","Female","287","0.0756280174584065","0.0672967040737822","0.0839593308430307","5"
"5 on Scale 1 to 10","1987","direct migration background","Male","18","","","","5"
"5 on Scale 1 to 10","1987","direct migration background","Female","12","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Male","","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Female","3","","","","5"
"6 on Scale 1 to 10","1987","no migration background","Male","228","0.0661887187878682","0.0580448995929832","0.0743325379827532","6"
"6 on Scale 1 to 10","1987","no migration background","Female","201","0.0490671666173512","0.0422607404521036","0.0558735927825989","6"
"6 on Scale 1 to 10","1987","direct migration background","Male","17","","","","6"
"6 on Scale 1 to 10","1987","direct migration background","Female","17","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","Male","1","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","Female","4","","","","6"
"7 on Scale 1 to 10","1987","no migration background","Male","426","0.115283674886454","0.104822209938588","0.125745139834319","7"
"7 on Scale 1 to 10","1987","direct migration background","Male","32","0.139576170732407","0.0924807937117641","0.18667154775305","7"
"7 on Scale 1 to 10","1987","no migration background","Female","433","0.112276823432034","0.102328897022112","0.122224749841955","7"
"7 on Scale 1 to 10","1987","direct migration background","Female","21","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","Male","","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","Female","1","","","","7"
"8 on Scale 1 to 10","1987","no migration background","Male","888","0.250770158535879","0.236571345574126","0.264968971497631","8"
"8 on Scale 1 to 10","1987","direct migration background","Male","44","0.202669483235361","0.148039659804261","0.257299306666461","8"
"8 on Scale 1 to 10","1987","direct migration background","Female","51","0.207583253101208","0.155838648939066","0.259327857263351","8"
"8 on Scale 1 to 10","1987","no migration background","Female","863","0.220327371715499","0.207267494406534","0.233387249024464","8"
"8 on Scale 1 to 10","1987","indirect migration background","Male","8","","","","8"
"8 on Scale 1 to 10","1987","indirect migration background","Female","8","","","","8"
"9 on Scale 1 to 10","1987","no migration background","Male","638","0.176130498869236","0.163652266370788","0.188608731367683","9"
"9 on Scale 1 to 10","1987","direct migration background","Female","44","0.176548364385469","0.127902829058194","0.225193899712744","9"
"9 on Scale 1 to 10","1987","direct migration background","Male","39","0.211565861425731","0.156062162187287","0.267069560664175","9"
"9 on Scale 1 to 10","1987","no migration background","Female","672","0.170774773409251","0.15891717226362","0.182632374554881","9"
"9 on Scale 1 to 10","1987","indirect migration background","Male","4","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","Female","3","","","","9"
"0 Completely dissatisfied","1988","no migration background","Male","11","","","","0"
"0 Completely dissatisfied","1988","no migration background","Female","25","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Male","39","0.0125884416856541","0.00678554197178905","0.0183913413995192","0"
"0 Completely dissatisfied","1988","direct migration background","Female","37","0.0147262764610797","0.00808842158327614","0.0213641313388832","0"
"0 Completely dissatisfied","1988","indirect migration background","Male","2","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Female","1","","","","0"
"1 on Scale 1 to 10","1988","no migration background","Male","21","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Female","16","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Male","20","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Female","2","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Female","21","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Male","1","","","","1"
"10 Completely satisfied","1988","no migration background","Male","789","0.230526612317259","0.216386409646652","0.244666814987866","10"
"10 Completely satisfied","1988","no migration background","Female","955","0.269367949597281","0.255005337825444","0.283730561369118","10"
"10 Completely satisfied","1988","direct migration background","Male","210","0.180017326589806","0.160020113829419","0.200014539350194","10"
"10 Completely satisfied","1988","direct migration background","Female","194","0.194796864332417","0.172972252013898","0.216621476650936","10"
"10 Completely satisfied","1988","indirect migration background","Male","19","","","","10"
"10 Completely satisfied","1988","indirect migration background","Female","21","","","","10"
"2 on Scale 1 to 10","1988","direct migration background","Female","37","0.0147581505121219","0.00811322340418551","0.0214030776200582","2"
"2 on Scale 1 to 10","1988","indirect migration background","Male","4","","","","2"
"2 on Scale 1 to 10","1988","no migration background","Male","43","0.0118611839601393","0.00822646113232928","0.0154959067879493","2"
"2 on Scale 1 to 10","1988","no migration background","Female","51","0.0117157711292534","0.00823209739983862","0.0151994448586682","2"
"2 on Scale 1 to 10","1988","direct migration background","Male","48","0.0241428619884007","0.0161537690563457","0.0321319549204557","2"
"2 on Scale 1 to 10","1988","indirect migration background","Female","1","","","","2"
"3 on Scale 1 to 10","1988","no migration background","Male","59","0.0179491066079767","0.0134916542092604","0.0224065590066931","3"
"3 on Scale 1 to 10","1988","no migration background","Female","79","0.0225459645511894","0.0177398548067128","0.027352074295666","3"
"3 on Scale 1 to 10","1988","direct migration background","Male","65","0.0397101667805435","0.0295462290284111","0.0498741045326759","3"
"3 on Scale 1 to 10","1988","direct migration background","Female","56","0.0313359032644563","0.0217350343805756","0.0409367721483371","3"
"3 on Scale 1 to 10","1988","indirect migration background","Male","8","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Female","3","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","Female","57","0.0462919454634589","0.0347131529963121","0.0578707379306057","4"
"4 on Scale 1 to 10","1988","no migration background","Male","99","0.0294046235914417","0.0237327672909295","0.0350764798919539","4"
"4 on Scale 1 to 10","1988","direct migration background","Male","64","0.0347182667402502","0.0251899532532027","0.0442465802272978","4"
"4 on Scale 1 to 10","1988","indirect migration background","Male","4","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Female","4","","","","4"
"4 on Scale 1 to 10","1988","no migration background","Female","91","0.0276046873860873","0.0223004378569251","0.0329089369152495","4"
"5 on Scale 1 to 10","1988","no migration background","Female","291","0.0854795110810651","0.0764276300749555","0.0945313920871746","5"
"5 on Scale 1 to 10","1988","no migration background","Male","260","0.0816808449648823","0.0724857709270175","0.0908759190027472","5"
"5 on Scale 1 to 10","1988","direct migration background","Male","163","0.116403369091423","0.0997109309147125","0.133095807268133","5"
