"plh0177","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1985","66 and older","Male","1","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Female","","","","","1"
"10 Completely satisfied","1985","16-34 y.","Male","440","0.224614961928421","0.206645657569805","0.242584266287037","10"
"10 Completely satisfied","1985","16-34 y.","Female","502","0.252111164522087","0.233259028463605","0.270963300580568","10"
"10 Completely satisfied","1985","35-65 y.","Male","772","0.289859519963521","0.273312666701574","0.306406373225468","10"
"10 Completely satisfied","1985","35-65 y.","Female","874","0.335291235870769","0.318013560062673","0.352568911678866","10"
"10 Completely satisfied","1985","66 and older","Male","171","0.385234195448608","0.339968012697636","0.43050037819958","10"
"10 Completely satisfied","1985","66 and older","Female","251","0.375637310012489","0.338857133521577","0.412417486503401","10"
"2 on Scale 1 to 10","1985","16-34 y.","Male","51","0.0190935090930855","0.013200869277946","0.0249861489082249","2"
"2 on Scale 1 to 10","1985","35-65 y.","Male","45","0.0100906209065827","0.00644554848570458","0.0137356933274609","2"
"2 on Scale 1 to 10","1985","66 and older","Female","7","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","Female","45","0.0121094921548298","0.00810658157245801","0.0161124027372015","2"
"2 on Scale 1 to 10","1985","66 and older","Male","2","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","Female","50","0.0208605112256679","0.0146556687854621","0.0270653536658737","2"
"3 on Scale 1 to 10","1985","16-34 y.","Male","94","0.0386560459973212","0.0303556018837812","0.0469564901108612","3"
"3 on Scale 1 to 10","1985","35-65 y.","Male","89","0.0213029373186009","0.0160367853970791","0.0265690892401227","3"
"3 on Scale 1 to 10","1985","16-34 y.","Female","94","0.0422637299442326","0.0335289316650094","0.0509985282234558","3"
"3 on Scale 1 to 10","1985","35-65 y.","Female","70","0.0184767651260561","0.0135481854819154","0.0234053447701969","3"
"3 on Scale 1 to 10","1985","66 and older","Male","4","","","","3"
"3 on Scale 1 to 10","1985","66 and older","Female","10","","","","3"
"4 on Scale 1 to 10","1985","35-65 y.","Female","77","0.0196628957601899","0.014581652625945","0.0247441388944348","4"
"4 on Scale 1 to 10","1985","35-65 y.","Male","87","0.0229594831786024","0.0174970411949437","0.0284219251622611","4"
"4 on Scale 1 to 10","1985","16-34 y.","Male","72","0.0287067163053903","0.0215168607242386","0.0358965718865419","4"
"4 on Scale 1 to 10","1985","16-34 y.","Female","87","0.0338406828716029","0.0259903163565973","0.0416910493866084","4"
"4 on Scale 1 to 10","1985","66 and older","Male","11","","","","4"
"4 on Scale 1 to 10","1985","66 and older","Female","13","","","","4"
"5 on Scale 1 to 10","1985","16-34 y.","Female","220","0.101342797436823","0.0882407407217638","0.114444854151882","5"
"5 on Scale 1 to 10","1985","16-34 y.","Male","222","0.0995785226843634","0.0866853743952479","0.112471670973479","5"
"5 on Scale 1 to 10","1985","35-65 y.","Male","251","0.0784923135608931","0.0686835889232523","0.0883010381985338","5"
"5 on Scale 1 to 10","1985","35-65 y.","Female","258","0.0857768964234983","0.0755281728889835","0.0960256199580131","5"
"5 on Scale 1 to 10","1985","66 and older","Male","30","0.0662101521570673","0.0430818648887303","0.0893384394254044","5"
"5 on Scale 1 to 10","1985","66 and older","Female","40","0.0586085899909029","0.0407693343692057","0.0764478456126002","5"
"6 on Scale 1 to 10","1985","16-34 y.","Female","152","0.0748901395667208","0.0634625409936739","0.0863177381397677","6"
"6 on Scale 1 to 10","1985","16-34 y.","Male","140","0.0637272286889144","0.0532096219415928","0.0742448354362361","6"
"6 on Scale 1 to 10","1985","35-65 y.","Male","183","0.0567587623056377","0.0483200273918353","0.0651974972194401","6"
"6 on Scale 1 to 10","1985","35-65 y.","Female","168","0.0494856564336743","0.0415482700325729","0.0574230428347757","6"
"6 on Scale 1 to 10","1985","66 and older","Male","17","","","","6"
"6 on Scale 1 to 10","1985","66 and older","Female","36","0.0541256336768108","0.0369414383153521","0.0713098290382695","6"
"7 on Scale 1 to 10","1985","16-34 y.","Male","263","0.133373236158366","0.118734499150505","0.148011973166228","7"
"7 on Scale 1 to 10","1985","35-65 y.","Male","310","0.108725726755042","0.0973724469426128","0.120079006567471","7"
"7 on Scale 1 to 10","1985","16-34 y.","Female","221","0.113906878337385","0.100113817274653","0.127699939400116","7"
"7 on Scale 1 to 10","1985","35-65 y.","Female","309","0.105588121363304","0.0943411697117715","0.116835073014836","7"
"7 on Scale 1 to 10","1985","66 and older","Male","45","0.096740850925502","0.0692449634313545","0.124236738419649","7"
"7 on Scale 1 to 10","1985","66 and older","Female","82","0.122696250614178","0.0977789142439919","0.147613586984365","7"
"8 on Scale 1 to 10","1985","16-34 y.","Female","370","0.192169652001549","0.175063651310818","0.209275652692281","8"
"8 on Scale 1 to 10","1985","66 and older","Male","101","0.229610792619884","0.190489981581289","0.268731603658479","8"
"8 on Scale 1 to 10","1985","35-65 y.","Male","650","0.235029335124711","0.219564940516688","0.250493729732733","8"
"8 on Scale 1 to 10","1985","35-65 y.","Female","575","0.205336984961633","0.190553269054843","0.220120700868423","8"
"8 on Scale 1 to 10","1985","16-34 y.","Male","431","0.215245139595395","0.197548659198498","0.232941619992292","8"
"8 on Scale 1 to 10","1985","66 and older","Female","132","0.204542869152637","0.173908316846799","0.235177421458474","8"
"9 on Scale 1 to 10","1985","35-65 y.","Male","440","0.162855724263068","0.149389334920843","0.176322113605294","9"
"9 on Scale 1 to 10","1985","35-65 y.","Female","433","0.154226903131477","0.14100891006121","0.167444896201743","9"
"9 on Scale 1 to 10","1985","66 and older","Male","60","0.138459184826618","0.106333276217025","0.170585093436212","9"
"9 on Scale 1 to 10","1985","16-34 y.","Male","288","0.153178874788045","0.137671135370582","0.168686614205509","9"
"9 on Scale 1 to 10","1985","16-34 y.","Female","272","0.143628731052074","0.128402314484261","0.158855147619887","9"
"9 on Scale 1 to 10","1985","66 and older","Female","95","0.138943041370359","0.112673933893422","0.165212148847296","9"
"0 Completely dissatisfied","1986","16-34 y.","Male","40","0.0104774241024394","0.00609213573578464","0.0148627124690941","0"
"0 Completely dissatisfied","1986","16-34 y.","Female","35","0.0149061048702731","0.00958872678937101","0.0202234829511752","0"
"0 Completely dissatisfied","1986","35-65 y.","Male","35","0.00762044016875827","0.00437023573701221","0.0108706446005043","0"
"0 Completely dissatisfied","1986","35-65 y.","Female","27","","","","0"
"0 Completely dissatisfied","1986","66 and older","Male","1","","","","0"
"0 Completely dissatisfied","1986","66 and older","Female","6","","","","0"
"1 on Scale 1 to 10","1986","35-65 y.","Female","24","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","Male","22","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","Male","19","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","Female","16","","","","1"
"1 on Scale 1 to 10","1986","66 and older","Female","1","","","","1"
"1 on Scale 1 to 10","1986","66 and older","Male","2","","","","1"
"10 Completely satisfied","1986","16-34 y.","Female","414","0.208653480683327","0.19082259949597","0.226484361870685","10"
"10 Completely satisfied","1986","16-34 y.","Male","373","0.181593574861975","0.164990336767306","0.198196812956644","10"
"10 Completely satisfied","1986","35-65 y.","Female","734","0.293332910104434","0.276251089688217","0.31041473052065","10"
"10 Completely satisfied","1986","35-65 y.","Male","680","0.268992129554184","0.252418693495242","0.285565565613125","10"
"10 Completely satisfied","1986","66 and older","Male","162","0.381627552251094","0.335388375944878","0.42786672855731","10"
"10 Completely satisfied","1986","66 and older","Female","218","0.352957911556909","0.315219339697422","0.390696483416395","10"
"2 on Scale 1 to 10","1986","66 and older","Male","2","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","Female","49","0.0124529895238704","0.00829233147610974","0.016613647571631","2"
"2 on Scale 1 to 10","1986","35-65 y.","Male","48","0.0115642957008368","0.0075683870585967","0.0155602043430769","2"
"2 on Scale 1 to 10","1986","16-34 y.","Male","47","0.0243525440686474","0.0177139415135665","0.0309911466237282","2"
"2 on Scale 1 to 10","1986","16-34 y.","Female","50","0.0236456097056094","0.0169782230551425","0.0303129963560762","2"
"2 on Scale 1 to 10","1986","66 and older","Female","1","","","","2"
"3 on Scale 1 to 10","1986","16-34 y.","Male","73","0.0311998361986762","0.0237120868103308","0.0386875855870217","3"
"3 on Scale 1 to 10","1986","16-34 y.","Female","77","0.0347466165126727","0.0267103641236176","0.0427828689017278","3"
"3 on Scale 1 to 10","1986","35-65 y.","Female","54","0.016218765565472","0.0114795715499425","0.0209579595810015","3"
"3 on Scale 1 to 10","1986","66 and older","Male","7","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","Male","72","0.0170451078776659","0.0122073022493027","0.0218829135060291","3"
"3 on Scale 1 to 10","1986","66 and older","Female","4","","","","3"
"4 on Scale 1 to 10","1986","35-65 y.","Female","71","0.0213222076454667","0.0159024199554088","0.0267419953355246","4"
"4 on Scale 1 to 10","1986","16-34 y.","Male","78","0.0396349731041397","0.0312323382039084","0.0480376080043709","4"
"4 on Scale 1 to 10","1986","35-65 y.","Male","64","0.0208332132623672","0.015495094757148","0.0261713317675864","4"
"4 on Scale 1 to 10","1986","16-34 y.","Female","91","0.0416584095776904","0.0328906597013922","0.0504261594539887","4"
"4 on Scale 1 to 10","1986","66 and older","Male","4","","","","4"
"4 on Scale 1 to 10","1986","66 and older","Female","8","","","","4"
"5 on Scale 1 to 10","1986","16-34 y.","Male","227","0.10018854275087","0.0872572235878904","0.113119861913849","5"
"5 on Scale 1 to 10","1986","16-34 y.","Female","212","0.107411318985707","0.09382420078836","0.120998437183054","5"
"5 on Scale 1 to 10","1986","35-65 y.","Male","259","0.0822797045706526","0.0720094011570105","0.0925500079842947","5"
"5 on Scale 1 to 10","1986","35-65 y.","Female","245","0.0849316786915149","0.0744722506210073","0.0953911067620224","5"
"5 on Scale 1 to 10","1986","66 and older","Male","25","","","","5"
"5 on Scale 1 to 10","1986","66 and older","Female","28","","","","5"
"6 on Scale 1 to 10","1986","35-65 y.","Male","181","0.0598189682760105","0.0509554336478099","0.0686825029042111","6"
"6 on Scale 1 to 10","1986","16-34 y.","Female","156","0.0743506407595669","0.0628388668564073","0.0858624146627265","6"
"6 on Scale 1 to 10","1986","66 and older","Female","32","0.0550844052515985","0.0370679820163722","0.0731008284868248","6"
"6 on Scale 1 to 10","1986","16-34 y.","Male","172","0.0805282066634486","0.0688089177537213","0.092247495573176","6"
"6 on Scale 1 to 10","1986","35-65 y.","Female","166","0.0562512699492302","0.0476067540153715","0.0648957858830889","6"
"6 on Scale 1 to 10","1986","66 and older","Male","19","","","","6"
"7 on Scale 1 to 10","1986","16-34 y.","Male","283","0.134916541487825","0.120202917768295","0.149630165207355","7"
"7 on Scale 1 to 10","1986","35-65 y.","Male","341","0.122633000882008","0.110373407402167","0.134892594361848","7"
"7 on Scale 1 to 10","1986","16-34 y.","Female","259","0.133947391440928","0.119001703565118","0.148893079316738","7"
"7 on Scale 1 to 10","1986","35-65 y.","Female","335","0.118106099953169","0.105997591289606","0.130214608616731","7"
"7 on Scale 1 to 10","1986","66 and older","Male","52","0.124294187673559","0.092891292531914","0.155697082815204","7"
"7 on Scale 1 to 10","1986","66 and older","Female","73","0.115751662418236","0.0904872920430394","0.141016032793432","7"
"8 on Scale 1 to 10","1986","35-65 y.","Female","600","0.224782421148803","0.209120706692703","0.240444135604902","8"
"8 on Scale 1 to 10","1986","35-65 y.","Male","636","0.246679382286029","0.230567803582015","0.262790960990043","8"
"8 on Scale 1 to 10","1986","16-34 y.","Male","456","0.239065486139271","0.220696291166448","0.257434681112095","8"
"8 on Scale 1 to 10","1986","16-34 y.","Female","409","0.208581209167018","0.19075260223402","0.226409816100016","8"
"8 on Scale 1 to 10","1986","66 and older","Male","90","0.217641327232052","0.178364283145384","0.25691837131872","8"
"8 on Scale 1 to 10","1986","66 and older","Female","149","0.241546050312525","0.207745613424303","0.275346487200747","8"
"9 on Scale 1 to 10","1986","35-65 y.","Female","424","0.159356849964717","0.145624731839423","0.173088968090011","9"
"9 on Scale 1 to 10","1986","35-65 y.","Male","412","0.157909470337127","0.144280431656136","0.171538509018119","9"
"9 on Scale 1 to 10","1986","16-34 y.","Male","303","0.150646635485304","0.135240916713362","0.166052354257247","9"
"9 on Scale 1 to 10","1986","16-34 y.","Female","276","0.146271790338316","0.13076518457677","0.161778396099862","9"
"9 on Scale 1 to 10","1986","66 and older","Male","60","0.135737147786391","0.103135658061753","0.168338637511028","9"
"9 on Scale 1 to 10","1986","66 and older","Female","96","0.152619998282298","0.124221030024866","0.18101896653973","9"
"0 Completely dissatisfied","1987","16-34 y.","Female","16","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","Male","12","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","Male","8","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","Female","12","","","","0"
"0 Completely dissatisfied","1987","66 and older","Male","1","","","","0"
"0 Completely dissatisfied","1987","66 and older","Female","2","","","","0"
"1 on Scale 1 to 10","1987","35-65 y.","Male","5","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","Male","7","","","","1"
"1 on Scale 1 to 10","1987","35-65 y.","Female","7","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","Female","16","","","","1"
"1 on Scale 1 to 10","1987","66 and older","Male","2","","","","1"
"1 on Scale 1 to 10","1987","66 and older","Female","4","","","","1"
"10 Completely satisfied","1987","16-34 y.","Female","321","0.211935482760172","0.190878480242365","0.23299248527798","10"
"10 Completely satisfied","1987","16-34 y.","Male","302","0.186474811627602","0.166803596148029","0.206146027107175","10"
"10 Completely satisfied","1987","35-65 y.","Male","497","0.25994966259288","0.240123236934996","0.279776088250764","10"
"10 Completely satisfied","1987","35-65 y.","Female","629","0.309696979111351","0.289657344143097","0.329736614079604","10"
"10 Completely satisfied","1987","66 and older","Male","159","0.358918362137772","0.313206131434725","0.404630592840819","10"
"10 Completely satisfied","1987","66 and older","Female","243","0.386044258468971","0.348355992363394","0.423732524574548","10"
"2 on Scale 1 to 10","1987","35-65 y.","Female","17","","","","2"
"2 on Scale 1 to 10","1987","66 and older","Male","3","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","Male","29","","","","2"
"2 on Scale 1 to 10","1987","35-65 y.","Male","21","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","Female","30","0.0199456873844113","0.0127418582816362","0.0271495164871864","2"
"2 on Scale 1 to 10","1987","66 and older","Female","3","","","","2"
"3 on Scale 1 to 10","1987","16-34 y.","Male","45","0.0308608724864679","0.0221264786782863","0.0395952662946495","3"
"3 on Scale 1 to 10","1987","16-34 y.","Female","39","0.0309670472368301","0.0220415381458678","0.0398925563277924","3"
"3 on Scale 1 to 10","1987","35-65 y.","Female","34","0.0152657848479085","0.00995179748276974","0.0205797722130473","3"
"3 on Scale 1 to 10","1987","66 and older","Male","5","","","","3"
"3 on Scale 1 to 10","1987","35-65 y.","Male","34","0.0203421665028356","0.0139609280064883","0.0267234049991829","3"
"3 on Scale 1 to 10","1987","66 and older","Female","9","","","","3"
"4 on Scale 1 to 10","1987","35-65 y.","Female","52","0.0262008730343764","0.0192778782156558","0.033123867853097","4"
"4 on Scale 1 to 10","1987","16-34 y.","Male","58","0.0396811592411773","0.0298220993378083","0.0495402191445462","4"
"4 on Scale 1 to 10","1987","16-34 y.","Female","68","0.0480244407137872","0.0370075793914409","0.0590413020361335","4"
"4 on Scale 1 to 10","1987","35-65 y.","Male","32","0.0171224312511945","0.0112583281979203","0.0229865343044686","4"
"4 on Scale 1 to 10","1987","66 and older","Male","3","","","","4"
"4 on Scale 1 to 10","1987","66 and older","Female","11","","","","4"
"5 on Scale 1 to 10","1987","16-34 y.","Male","127","0.093722592150413","0.0790032524653466","0.108441931835479","5"
"5 on Scale 1 to 10","1987","16-34 y.","Female","133","0.0970896458508292","0.0818342809365442","0.112345010765114","5"
"5 on Scale 1 to 10","1987","35-65 y.","Male","108","0.0590293571505864","0.0483758836416432","0.0696828306595295","5"
"5 on Scale 1 to 10","1987","35-65 y.","Female","136","0.0686756168900971","0.0577145404565557","0.0796366933236385","5"
"5 on Scale 1 to 10","1987","66 and older","Male","26","","","","5"
"5 on Scale 1 to 10","1987","66 and older","Female","33","0.0565250408101046","0.0386476263971746","0.0744024552230345","5"
"6 on Scale 1 to 10","1987","16-34 y.","Male","109","0.0763321971660021","0.0629216224716635","0.0897427718603408","6"
"6 on Scale 1 to 10","1987","16-34 y.","Female","101","0.0689707647242888","0.0559142276771082","0.0820273017714693","6"
"6 on Scale 1 to 10","1987","35-65 y.","Male","116","0.0636346863218787","0.0526005389785057","0.0746688336652518","6"
"6 on Scale 1 to 10","1987","35-65 y.","Female","99","0.0461366992358695","0.0370445246770358","0.0552288737947033","6"
"6 on Scale 1 to 10","1987","66 and older","Male","21","","","","6"
"6 on Scale 1 to 10","1987","66 and older","Female","22","","","","6"
"7 on Scale 1 to 10","1987","16-34 y.","Male","205","0.132365039347327","0.115249492748136","0.149480585946519","7"
"7 on Scale 1 to 10","1987","35-65 y.","Male","220","0.11727954784948","0.102735278713508","0.131823816985452","7"
"7 on Scale 1 to 10","1987","16-34 y.","Female","186","0.127515608058342","0.110329626880964","0.144701589235721","7"
"7 on Scale 1 to 10","1987","35-65 y.","Female","202","0.101169600790638","0.0880999095138082","0.114239292067467","7"
"7 on Scale 1 to 10","1987","66 and older","Male","33","0.0738174060441278","0.0488998407617942","0.0987349713264613","7"
"7 on Scale 1 to 10","1987","66 and older","Female","67","0.107804645296645","0.0837959924148226","0.131813298178468","7"
"8 on Scale 1 to 10","1987","16-34 y.","Male","356","0.233454451430514","0.212089315131755","0.254819587729274","8"
"8 on Scale 1 to 10","1987","35-65 y.","Male","475","0.254566265995037","0.234874978462171","0.274257553527904","8"
"8 on Scale 1 to 10","1987","35-65 y.","Female","487","0.235626281849158","0.217232705769998","0.254019857928317","8"
"8 on Scale 1 to 10","1987","16-34 y.","Female","298","0.203499969714052","0.182756141929975","0.22424379749813","8"
"8 on Scale 1 to 10","1987","66 and older","Male","109","0.265825316574029","0.223725928865212","0.307924704282845","8"
"8 on Scale 1 to 10","1987","66 and older","Female","137","0.208466448886574","0.177019984425083","0.239912913348066","8"
"9 on Scale 1 to 10","1987","16-34 y.","Male","256","0.174253309486396","0.155095337073772","0.193411281899019","9"
"9 on Scale 1 to 10","1987","35-65 y.","Female","370","0.178439922837904","0.161845310488013","0.195034535187795","9"
"9 on Scale 1 to 10","1987","35-65 y.","Male","364","0.190268994635006","0.172526137212808","0.208011852057205","9"
"9 on Scale 1 to 10","1987","16-34 y.","Female","239","0.168347126355792","0.149067983320573","0.187626269391011","9"
"9 on Scale 1 to 10","1987","66 and older","Male","61","0.145928243959568","0.11228524008781","0.179571247831327","9"
"9 on Scale 1 to 10","1987","66 and older","Female","110","0.158512872301793","0.130239664672246","0.186786079931341","9"
"0 Completely dissatisfied","1988","16-34 y.","Male","34","0.00692698033677556","0.00325139733281893","0.0106025633407322","0"
"0 Completely dissatisfied","1988","16-34 y.","Female","41","0.0118098971327518","0.00691356809471429","0.0167062261707894","0"
"0 Completely dissatisfied","1988","35-65 y.","Male","17","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","Female","20","","","","0"
"0 Completely dissatisfied","1988","66 and older","Male","1","","","","0"
"0 Completely dissatisfied","1988","66 and older","Female","2","","","","0"
"1 on Scale 1 to 10","1988","16-34 y.","Male","18","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","Female","17","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","Male","23","","","","1"
"1 on Scale 1 to 10","1988","66 and older","Female","2","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","Female","20","","","","1"
"1 on Scale 1 to 10","1988","66 and older","Male","1","","","","1"
"10 Completely satisfied","1988","16-34 y.","Male","335","0.174513794757162","0.157693505618947","0.191334083895376","10"
"10 Completely satisfied","1988","16-34 y.","Female","349","0.197242879596049","0.179207717994828","0.21527804119727","10"
