"plh0177","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","Rural Area","21","","","","0"
"0 Completely dissatisfied","1985","Urban Area","142","0.00943315345057702","0.00740320771758664","0.0114630991835674","0"
"1 on Scale 1 to 10","1985","Rural Area","17","","","","1"
"1 on Scale 1 to 10","1985","Urban Area","84","0.00671715104332359","0.00500183910814818","0.00843246297849901","1"
"10 Completely satisfied","1985","Rural Area","716","0.328467017129587","0.309125366012267","0.347808668246907","10"
"10 Completely satisfied","1985","Urban Area","2294","0.291255499981968","0.281714453698581","0.300796546265355","10"
"2 on Scale 1 to 10","1985","Urban Area","174","0.0151102829636046","0.0125484890804682","0.017672076846741","2"
"2 on Scale 1 to 10","1985","Rural Area","26","","","","2"
"3 on Scale 1 to 10","1985","Rural Area","41","0.016446377836376","0.0112085871312731","0.0216841685414789","3"
"3 on Scale 1 to 10","1985","Urban Area","320","0.0280622046846857","0.0245940839063488","0.0315303254630226","3"
"4 on Scale 1 to 10","1985","Rural Area","38","0.0151473980898798","0.0101173906687515","0.0201774055110081","4"
"4 on Scale 1 to 10","1985","Urban Area","309","0.0277370690823342","0.0242885214244317","0.0311856167402368","4"
"5 on Scale 1 to 10","1985","Rural Area","176","0.0762503797836564","0.0653205819279944","0.0871801776393184","5"
"5 on Scale 1 to 10","1985","Urban Area","845","0.0871417494823771","0.081218924575048","0.0930645743897063","5"
"6 on Scale 1 to 10","1985","Rural Area","129","0.0502652896394673","0.0412672223235699","0.0592633569553647","6"
"6 on Scale 1 to 10","1985","Urban Area","567","0.0596874807434466","0.0547124952615721","0.0646624662253212","6"
"7 on Scale 1 to 10","1985","Rural Area","248","0.115693191237829","0.102520655890925","0.128865726584732","7"
"7 on Scale 1 to 10","1985","Urban Area","982","0.113158482428216","0.106506047277973","0.119810917578459","7"
"8 on Scale 1 to 10","1985","Rural Area","490","0.216108641120962","0.199158317564507","0.233058964677417","8"
"8 on Scale 1 to 10","1985","Urban Area","1769","0.212571259051125","0.20397969983472","0.22116281826753","8"
"9 on Scale 1 to 10","1985","Rural Area","363","0.159865659098048","0.144772993570234","0.174958324625862","9"
"9 on Scale 1 to 10","1985","Urban Area","1225","0.149125667088342","0.141645298541872","0.156606035634813","9"
"0 Completely dissatisfied","1986","Rural Area","22","","","","0"
"0 Completely dissatisfied","1986","Urban Area","122","0.00998106847151075","0.00785667703691346","0.012105459906108","0"
"1 on Scale 1 to 10","1986","Rural Area","7","","","","1"
"1 on Scale 1 to 10","1986","Urban Area","77","0.00646608630172919","0.00475316909909174","0.00817900350436664","1"
"10 Completely satisfied","1986","Rural Area","617","0.296963173090244","0.27775621201571","0.316170134164778","10"
"10 Completely satisfied","1986","Urban Area","1964","0.257856430268019","0.248507601142072","0.267205259393966","10"
"2 on Scale 1 to 10","1986","Urban Area","165","0.0147107620732441","0.012137857198518","0.0172836669479701","2"
"2 on Scale 1 to 10","1986","Rural Area","32","0.0125410850686362","0.00786324472017988","0.0172189254170926","2"
"3 on Scale 1 to 10","1986","Rural Area","44","0.0190341637134049","0.0132901937177292","0.0247781337090807","3"
"3 on Scale 1 to 10","1986","Urban Area","243","0.0212225497286064","0.0181424482012938","0.0243026512559191","3"
"4 on Scale 1 to 10","1986","Rural Area","53","0.0237992819738833","0.0173920594141425","0.030206504533624","4"
"4 on Scale 1 to 10","1986","Urban Area","263","0.0258386880484099","0.0224481006556432","0.0292292754411765","4"
"5 on Scale 1 to 10","1986","Rural Area","153","0.0645579015604243","0.0542278740229295","0.074887929097919","5"
"5 on Scale 1 to 10","1986","Urban Area","843","0.0920259925450116","0.0858484429926032","0.0982035420974201","5"
"6 on Scale 1 to 10","1986","Rural Area","147","0.0635767341383466","0.0533201315960085","0.0738333366806846","6"
"6 on Scale 1 to 10","1986","Urban Area","579","0.063126480706686","0.0579292673547917","0.0683236940585803","6"
"7 on Scale 1 to 10","1986","Rural Area","256","0.118789727653425","0.105189457349215","0.132389997957634","7"
"7 on Scale 1 to 10","1986","Urban Area","1087","0.126598238322652","0.119491912146528","0.133704564498776","7"
"8 on Scale 1 to 10","1986","Rural Area","506","0.242257314153039","0.224247151018192","0.260267477287887","8"
"8 on Scale 1 to 10","1986","Urban Area","1834","0.227873393393747","0.2189091148367","0.236837671950795","8"
"9 on Scale 1 to 10","1986","Rural Area","337","0.149211400191261","0.134234216546106","0.164188583836417","9"
"9 on Scale 1 to 10","1986","Urban Area","1234","0.154300310140383","0.146580337526826","0.162020282753941","9"
"0 Completely dissatisfied","1987","Rural Area","12","","","","0"
"0 Completely dissatisfied","1987","Urban Area","39","0.00641124035215461","0.00440801990184876","0.00841446080246045","0"
"1 on Scale 1 to 10","1987","Urban Area","28","","","","1"
"1 on Scale 1 to 10","1987","Rural Area","13","","","","1"
"10 Completely satisfied","1987","Rural Area","532","0.294506788009485","0.273702076068592","0.315311499950379","10"
"10 Completely satisfied","1987","Urban Area","1619","0.268945987147004","0.257816846061971","0.280075128232037","10"
"2 on Scale 1 to 10","1987","Rural Area","19","","","","2"
"2 on Scale 1 to 10","1987","Urban Area","84","0.0132336147195907","0.0103654717396236","0.0161017576995578","2"
"3 on Scale 1 to 10","1987","Rural Area","34","0.0177316448537887","0.0117080296431671","0.0237552600644104","3"
"3 on Scale 1 to 10","1987","Urban Area","132","0.0222328824106852","0.0185323008505936","0.0259334639707768","3"
"4 on Scale 1 to 10","1987","Rural Area","40","0.0234578061163431","0.0165497344364804","0.0303658777962057","4"
"4 on Scale 1 to 10","1987","Urban Area","184","0.0282272038587864","0.0240702933067231","0.0323841144108496","4"
"5 on Scale 1 to 10","1987","Rural Area","111","0.061636873222835","0.0506601326735818","0.0726136137720883","5"
"5 on Scale 1 to 10","1987","Urban Area","452","0.0768324243775314","0.0701479552661007","0.0835168934889621","5"
"6 on Scale 1 to 10","1987","Urban Area","388","0.0627365112369324","0.056650322546459","0.0688226999274059","6"
"6 on Scale 1 to 10","1987","Rural Area","80","0.0449882964190205","0.0355276294784507","0.0544489633595903","6"
