"plh0177","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","99","0.0344659724353298","0.0267116202635844","0.0422203246070752","3"
"3 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","33","0.0260166612537466","0.0161306758056936","0.0359026467017996","3"
"3 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","51","0.021313128956817","0.0148496062757694","0.0277766516378647","3"
"3 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","10","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"3 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","5","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","10","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","56","0.0270910300874216","0.0191950882317236","0.0349869719431196","3"
"3 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","8","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","42","0.0237186288455081","0.0148540691614929","0.0325831885295234","3"
"4 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","95","0.0355886906675497","0.0277136353458447","0.0434637459892546","4"
"4 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","5","","","","4"
"4 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","38","0.0285987928360664","0.0182475715691104","0.0389500141030225","4"
"4 on Scale 1 to 10","1985","Single parent ","Urban Area","18","","","","4"
"4 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","6","","","","4"
"4 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","47","0.0232590134344703","0.0165135911898851","0.0300044356790554","4"
"4 on Scale 1 to 10","1985","Single parent ","Rural Area","5","","","","4"
"4 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","7","","","","4"
"4 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","3","","","","4"
"4 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","45","0.0215470881359046","0.0144852243289237","0.0286089519428854","4"
"4 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","4","","","","4"
"4 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","42","0.0260008200651144","0.0167304366595551","0.0352712034706737","4"
"5 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","14","","","","5"
"5 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","157","0.074118850771316","0.0623951223622294","0.0858425791804026","5"
"5 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","125","0.113191622974067","0.0935154578394677","0.132867788108665","5"
"5 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","24","","","","5"
"5 on Scale 1 to 10","1985","Single parent ","Urban Area","57","0.114455901873081","0.0841168433487142","0.144794960397448","5"
"5 on Scale 1 to 10","1985","Single parent ","Rural Area","20","","","","5"
"5 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","232","0.0940467212403835","0.0816390239031487","0.106454418577618","5"
"5 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","45","0.0873818758634307","0.0637167044583942","0.111047047268467","5"
"5 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","120","0.0667708914015096","0.0546302172261027","0.0789115655769164","5"
"5 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","32","0.0758200311088623","0.0493094676263855","0.102330594591339","5"
"5 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","97","0.0727160742216367","0.0575892954483363","0.0878428529949372","5"
"5 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","21","","","","5"
"6 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","79","0.0711505086824023","0.0551850977867378","0.0871159195780667","6"
"6 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","102","0.0450335946814785","0.0357527790796038","0.0543144102833532","6"
"6 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","4","","","","6"
"6 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","31","0.0492564195984163","0.0311214200633075","0.0673914191335252","6"
"6 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","97","0.0543994998554818","0.0433687159035666","0.0654302838073971","6"
"6 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","21","","","","6"
"6 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","28","","","","6"
"6 on Scale 1 to 10","1985","Single parent ","Urban Area","28","","","","6"
"6 on Scale 1 to 10","1985","Single parent ","Rural Area","9","","","","6"
"6 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","150","0.06378576830458","0.0533981501727965","0.0741733864363635","6"
"6 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","20","","","","6"
"6 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","77","0.0726717442122591","0.057549215559245","0.0877942728652731","6"
"7 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","215","0.104597574983647","0.0909015755096189","0.118293574457674","7"
"7 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","102","0.10550996655411","0.086431084751853","0.124588848356367","7"
"7 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","19","","","","7"
"7 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","59","0.119805341699889","0.0911983001388241","0.148412383260955","7"
"7 on Scale 1 to 10","1985","Single parent ","Urban Area","39","0.0970126259892441","0.0688071861546782","0.12521806582381","7"
"7 on Scale 1 to 10","1985","Single parent ","Rural Area","10","","","","7"
"7 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","252","0.120996825553819","0.107134098548734","0.134859552558904","7"
"7 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","50","0.100169453492959","0.0750099280017711","0.125328978984147","7"
"7 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","199","0.131409425193667","0.114977975080444","0.14784087530689","7"
"7 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","47","0.123421709140452","0.0904804771535685","0.156362941127336","7"
"7 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","120","0.113061747592384","0.0946145917155825","0.131508903469185","7"
"7 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","35","0.111233535655029","0.0771546084242495","0.145312462885809","7"
"8 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","40","0.203549185022079","0.144232670690788","0.26286569935337","8"
"8 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","409","0.216203442738547","0.197780594778063","0.234626290699032","8"
"8 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","98","0.193318230814112","0.158529945874263","0.228106515753962","8"
"8 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","320","0.206384249569814","0.186700923223437","0.22606757591619","8"
"8 on Scale 1 to 10","1985","Single parent ","Urban Area","83","0.21819294782927","0.178833585473215","0.257552310185326","8"
"8 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","394","0.197572130702466","0.180646989343766","0.214497272061166","8"
"8 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","119","0.228415909163254","0.193234823716246","0.263596994610262","8"
"8 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","79","0.209663510475861","0.168895816397273","0.250431204554449","8"
"8 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","206","0.219296243488458","0.193599555428722","0.244992931548194","8"
"8 on Scale 1 to 10","1985","Single parent ","Rural Area","32","0.2835113372183","0.200411773081317","0.366610901355282","8"
"8 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","258","0.23577086509018","0.211043277932917","0.260498452247442","8"
"8 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","80","0.262811787683867","0.215104379187455","0.310519196180278","8"
"9 on Scale 1 to 10","1985","Single parent ","Urban Area","47","0.128470479042337","0.0965829673925972","0.160357990692077","9"
"9 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","78","0.152320419755188","0.120665558359398","0.183975281150978","9"
"9 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","96","0.17991435534344","0.14772465444905","0.212104056237829","9"
"9 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","111","0.118259045187844","0.0982048095995669","0.138313280776121","9"
"9 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","27","","","","9"
"9 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","298","0.16016373648842","0.143750160987681","0.176577311989159","9"
"9 on Scale 1 to 10","1985","Single parent ","Rural Area","12","","","","9"
"9 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","273","0.148561782731436","0.133443704722113","0.16367986074076","9"
"9 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","270","0.176629808823883","0.158082340074828","0.195177277572938","9"
"9 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","66","0.180364609734572","0.141858050103846","0.218871169365298","9"
"9 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","155","0.149816579270666","0.129026261290677","0.170606897250656","9"
"9 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","50","0.153209358889644","0.114169801334819","0.19224891644447","9"
"0 Completely dissatisfied","1986","1-pers.-HH","Rural Area","2","","","","0"
"0 Completely dissatisfied","1986","(Married) couple without C. ","Urban Area","8","","","","0"
"0 Completely dissatisfied","1986","(Married) couple without C. ","Rural Area","2","","","","0"
"0 Completely dissatisfied","1986","Single parent ","Urban Area","3","","","","0"
"0 Completely dissatisfied","1986","Single parent ","Rural Area","5","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE 16 ","Urban Area","43","0.0141917364188325","0.00888861289765","0.019494859940015","0"
"0 Completely dissatisfied","1986","Couple + C. LE 16 ","Rural Area","5","","","","0"
"0 Completely dissatisfied","1986","Couple + C. GT 16 ","Urban Area","23","","","","0"
"0 Completely dissatisfied","1986","Couple + C. GT 16 ","Rural Area","2","","","","0"
"0 Completely dissatisfied","1986","1-pers.-HH","Urban Area","20","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE and GT 16","Urban Area","19","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE and GT 16","Rural Area","4","","","","0"
"1 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","13","","","","1"
"1 on Scale 1 to 10","1986","Single parent ","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","16","","","","1"
"1 on Scale 1 to 10","1986","Single parent ","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","18","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","1","","","","1"
"10 Completely satisfied","1986","(Married) couple without C. ","Urban Area","573","0.316340847729962","0.295636161288272","0.337045534171652","10"
"10 Completely satisfied","1986","1-pers.-HH","Rural Area","52","0.338318875871848","0.266773604131942","0.409864147611754","10"
"10 Completely satisfied","1986","Couple + C. LE 16 ","Urban Area","357","0.205033514691066","0.186932430614403","0.22313459876773","10"
"10 Completely satisfied","1986","1-pers.-HH","Urban Area","205","0.244701135808521","0.217363327321057","0.272038944295986","10"
"10 Completely satisfied","1986","(Married) couple without C. ","Rural Area","139","0.335905209560747","0.291824131961858","0.379986287159635","10"
"10 Completely satisfied","1986","Single parent ","Urban Area","82","0.208712614311242","0.168534154364151","0.248891074258334","10"
"10 Completely satisfied","1986","Single parent ","Rural Area","24","","","","10"
"10 Completely satisfied","1986","Couple + C. LE 16 ","Rural Area","125","0.255021205809352","0.216388621213938","0.293653790404766","10"
"10 Completely satisfied","1986","Couple + C. GT 16 ","Urban Area","427","0.266738639728208","0.245508509547158","0.287968769909259","10"
"10 Completely satisfied","1986","Couple + C. GT 16 ","Rural Area","126","0.310620028855313","0.266573750266977","0.354666307443649","10"
"10 Completely satisfied","1986","Couple + C. LE and GT 16","Urban Area","211","0.219656198178637","0.194907145346963","0.244405251010312","10"
"10 Completely satisfied","1986","Couple + C. LE and GT 16","Rural Area","76","0.238236754558575","0.191341073309054","0.285132435808096","10"
"2 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","47","0.0167042325738603","0.010958133677199","0.0224503314705217","2"
"2 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","27","","","","2"
"2 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","4","","","","2"
"2 on Scale 1 to 10","1986","Single parent ","Urban Area","11","","","","2"
"2 on Scale 1 to 10","1986","Single parent ","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","8","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","23","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","24","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","8","","","","2"
"2 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","23","","","","2"
"3 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","5","","","","3"
"3 on Scale 1 to 10","1986","Single parent ","Rural Area","4","","","","3"
"3 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","4","","","","3"
"3 on Scale 1 to 10","1986","Single parent ","Urban Area","12","","","","3"
"3 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","33","0.0242080700174944","0.014434685564874","0.0339814544701149","3"
"3 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","37","0.0162910107184554","0.0106549126740649","0.021927108762846","3"
"3 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","9","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","55","0.0240129560250966","0.0171491881690496","0.0308767238811435","3"
"3 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","8","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","39","0.0186686264056","0.0121711559217495","0.0251660968894505","3"
"3 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","9","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","42","0.0241693364759439","0.0149888973920973","0.0333497755597904","3"
"4 on Scale 1 to 10","1986","Single parent ","Urban Area","14","","","","4"
"4 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","11","","","","4"
"4 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","35","0.027665866711221","0.0172363017289343","0.0380954316935077","4"
"4 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","3","","","","4"
"4 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","43","0.0203213751707293","0.0140394961571955","0.026603254184263","4"
"4 on Scale 1 to 10","1986","Single parent ","Rural Area","3","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","72","0.0282521296420528","0.0208233044087627","0.0356809548753429","4"
"4 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","12","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","46","0.0276440890616187","0.0197737387719978","0.0355144393512396","4"
"4 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","9","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","37","0.02789839028677","0.0180539900356431","0.0377427905378969","4"
"4 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","8","","","","4"
"5 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","12","","","","5"
"5 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","173","0.0805983414925526","0.0684787802195057","0.0927179027655996","5"
"5 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","22","","","","5"
"5 on Scale 1 to 10","1986","Single parent ","Urban Area","37","0.0833694906400649","0.0560386780581444","0.110700303221985","5"
"5 on Scale 1 to 10","1986","Single parent ","Rural Area","13","","","","5"
"5 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","213","0.105768151161552","0.0919795480625379","0.119556754260565","5"
"5 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","44","0.0855064813583973","0.0607217911420687","0.110291171574726","5"
"5 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","170","0.0999244607183499","0.0855280019641491","0.114320919472551","5"
"5 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","25","","","","5"
"5 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","102","0.0759229660113812","0.0600891887860424","0.09175674323672","5"
"5 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","25","","","","5"
"5 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","109","0.0996512548814997","0.080603970929718","0.118698538833281","5"
"6 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","15","","","","6"
"6 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","12","","","","6"
"6 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","43","0.0863245964599494","0.061432761849158","0.111216431070741","6"
"6 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","109","0.0490858930154595","0.0394671084452261","0.0587046775856929","6"
"6 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","92","0.0826350203471008","0.0661762643600743","0.0990937763341272","6"
"6 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","75","0.0785045077378939","0.0614011967207822","0.0956078187550056","6"
"6 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","28","","","","6"
"6 on Scale 1 to 10","1986","Single parent ","Urban Area","30","0.0694802207099938","0.0443413818000801","0.0946190596199075","6"
"6 on Scale 1 to 10","1986","Single parent ","Rural Area","10","","","","6"
"6 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","146","0.0672592194503449","0.0560293646358252","0.0784890742648646","6"
"6 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","104","0.0572777283838384","0.0461228441476393","0.0684326126200374","6"
"6 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","26","","","","6"
"7 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","127","0.128079763801449","0.10682947063064","0.149330056972257","7"
"7 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","238","0.122456728182302","0.1078619734521","0.137051482912505","7"
"7 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","49","0.123416679811301","0.0927185211115856","0.154114838511016","7"
"7 on Scale 1 to 10","1986","Single parent ","Urban Area","59","0.171861445180832","0.13456284374531","0.209160046616354","7"
"7 on Scale 1 to 10","1986","Single parent ","Rural Area","15","","","","7"
"7 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","18","","","","7"
"7 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","266","0.131278196601049","0.1161372018333","0.146419191368798","7"
"7 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","51","0.095006185977269","0.0690170160551199","0.120995355899418","7"
"7 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","196","0.115675150866891","0.100321691543351","0.131028610190431","7"
"7 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","48","0.121896103924917","0.0907550700338273","0.153037137816006","7"
"7 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","152","0.146110666284067","0.124995932323467","0.167225400244666","7"
"7 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","51","0.170568946051676","0.129163393124419","0.211974498978933","7"
"8 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","41","0.241228099107476","0.176534246128958","0.305921952085994","8"
"8 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","418","0.220767092048099","0.202301126721501","0.239233057374697","8"
"8 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","114","0.261508385412854","0.220493227296595","0.302523543529113","8"
"8 on Scale 1 to 10","1986","Single parent ","Urban Area","87","0.237047446285724","0.195002072101927","0.279092820469521","8"
"8 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","432","0.247434001862106","0.228086730041671","0.266781273682542","8"
"8 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","103","0.219621899962987","0.182928832429507","0.256314967496467","8"
"8 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","360","0.21702217279209","0.197233937005487","0.236810408578693","8"
"8 on Scale 1 to 10","1986","Single parent ","Rural Area","27","","","","8"
"8 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","110","0.267958055027752","0.225801360171674","0.310114749883829","8"
"8 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","67","0.233440464967596","0.186873334732998","0.280007595202194","8"
"8 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","204","0.224752628101254","0.198209088915916","0.251296167286591","8"
"8 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","220","0.222414330280394","0.197554430937293","0.247274229623496","8"
"9 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","53","0.180396027238174","0.138067420682676","0.222724633793672","9"
"9 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","67","0.132422350373047","0.100787657686198","0.164057043059896","9"
"9 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","87","0.195598481047461","0.160441397470733","0.230755564624188","9"
"9 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","266","0.166971273565386","0.14906805308931","0.184874494041462","9"
"9 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","66","0.148656748930184","0.114794965571179","0.182518532289189","9"
"9 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","111","0.126146051476","0.105033411331579","0.147258691620421","9"
"9 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","20","","","","9"
"9 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","296","0.156486339622021","0.140310922798267","0.172661756445774","9"
"9 on Scale 1 to 10","1986","Single parent ","Urban Area","56","0.136906996071323","0.102921513987952","0.170892478154693","9"
