"plh0177","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","West Germany","Male","132","0.0126085809386014","0.00977562918755177","0.015441532689651","0"
"0 Completely dissatisfied","1984","West Germany","Female","132","0.0119383358050728","0.00923359028228614","0.0146430813278594","0"
"0 Completely dissatisfied","1984","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1984","East Germany","Female","","","","","0"
"1 on Scale 1 to 10","1984","West Germany","Male","62","0.00697033886883246","0.00485797147681352","0.0090827062608514","1"
"1 on Scale 1 to 10","1984","West Germany","Female","85","0.0107627106778939","0.00819306311193673","0.013332358243851","1"
"1 on Scale 1 to 10","1984","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1984","East Germany","Female","","","","","1"
"10 Completely satisfied","1984","West Germany","Male","1779","0.328417394018672","0.316493332902516","0.340341455134827","10"
"10 Completely satisfied","1984","West Germany","Female","2067","0.36427952357024","0.35229521533367","0.376263831806809","10"
"10 Completely satisfied","1984","East Germany","Male","","","","","10"
"10 Completely satisfied","1984","East Germany","Female","","","","","10"
"2 on Scale 1 to 10","1984","West Germany","Male","131","0.0151154920077201","0.0120176076955233","0.018213376319917","2"
"2 on Scale 1 to 10","1984","West Germany","Female","108","0.0123164748948931","0.00956975351290727","0.015063196276879","2"
"2 on Scale 1 to 10","1984","East Germany","Male","","","","","2"
"2 on Scale 1 to 10","1984","East Germany","Female","","","","","2"
"3 on Scale 1 to 10","1984","West Germany","Male","177","0.0216608192093195","0.0179647205062066","0.0253569179124324","3"
"3 on Scale 1 to 10","1984","West Germany","Female","203","0.0253979369211245","0.0214798382048878","0.0293160356373613","3"
"3 on Scale 1 to 10","1984","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1984","East Germany","Female","","","","","3"
"4 on Scale 1 to 10","1984","West Germany","Male","204","0.0282320567217258","0.0240265925102442","0.0324375209332074","4"
"4 on Scale 1 to 10","1984","West Germany","Female","212","0.0274248675954841","0.0233576599921081","0.0314920751988602","4"
"4 on Scale 1 to 10","1984","East Germany","Female","","","","","4"
"4 on Scale 1 to 10","1984","East Germany","Male","","","","","4"
"5 on Scale 1 to 10","1984","West Germany","Male","590","0.0875727503816531","0.0803957161662448","0.0947497845970614","5"
"5 on Scale 1 to 10","1984","West Germany","Female","558","0.0809510914232051","0.074158380127295","0.0877438027191151","5"
"5 on Scale 1 to 10","1984","East Germany","Male","","","","","5"
"5 on Scale 1 to 10","1984","East Germany","Female","","","","","5"
"6 on Scale 1 to 10","1984","West Germany","Female","334","0.0506207280773594","0.0451613074429786","0.0560801487117401","6"
"6 on Scale 1 to 10","1984","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1984","East Germany","Female","","","","","6"
"6 on Scale 1 to 10","1984","West Germany","Male","357","0.0560602022342633","0.0502195563383472","0.0619008481301794","6"
"7 on Scale 1 to 10","1984","West Germany","Female","560","0.0872408937197938","0.0802133973373836","0.0942683901022039","7"
"7 on Scale 1 to 10","1984","West Germany","Male","633","0.105127965022211","0.0973404123796899","0.112915517664732","7"
"7 on Scale 1 to 10","1984","East Germany","Male","","","","","7"
"7 on Scale 1 to 10","1984","East Germany","Female","","","","","7"
"8 on Scale 1 to 10","1984","West Germany","Male","1114","0.194592260457758","0.18454073263474","0.204643788280776","8"
"8 on Scale 1 to 10","1984","West Germany","Female","1117","0.184803886895345","0.175137835693735","0.194469938096956","8"
"8 on Scale 1 to 10","1984","East Germany","Male","","","","","8"
"8 on Scale 1 to 10","1984","East Germany","Female","","","","","8"
"9 on Scale 1 to 10","1984","West Germany","Female","818","0.144263550419588","0.13551349479057","0.153013606048607","9"
"9 on Scale 1 to 10","1984","West Germany","Male","780","0.143642140139244","0.134737221088066","0.152547059190422","9"
"9 on Scale 1 to 10","1984","East Germany","Male","","","","","9"
"9 on Scale 1 to 10","1984","East Germany","Female","","","","","9"
"0 Completely dissatisfied","1985","West Germany","Male","84","0.0090273570313798","0.00650560973949438","0.0115491043232652","0"
"0 Completely dissatisfied","1985","West Germany","Female","79","0.00868270804493255","0.00624671257047693","0.0111187035193882","0"
"0 Completely dissatisfied","1985","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1985","East Germany","Female","","","","","0"
"1 on Scale 1 to 10","1985","West Germany","Male","51","0.00755077034185915","0.00524274697710389","0.00985879370661442","1"
"1 on Scale 1 to 10","1985","West Germany","Female","50","0.00570895641705673","0.0037307224043932","0.00768719042972025","1"
"1 on Scale 1 to 10","1985","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1985","East Germany","Female","","","","","1"
"10 Completely satisfied","1985","West Germany","Male","1383","0.279314346420372","0.267352176127432","0.291276516713312","10"
"10 Completely satisfied","1985","West Germany","Female","1627","0.318437871016217","0.306205585248343","0.330670156784092","10"
"10 Completely satisfied","1985","East Germany","Male","","","","","10"
"10 Completely satisfied","1985","East Germany","Female","","","","","10"
"2 on Scale 1 to 10","1985","West Germany","Male","98","0.0126750615470193","0.00969245811897416","0.0156576649750645","2"
"2 on Scale 1 to 10","1985","West Germany","Female","102","0.0144257371456316","0.0112949306849331","0.0175565436063301","2"
"2 on Scale 1 to 10","1985","East Germany","Male","","","","","2"
"2 on Scale 1 to 10","1985","East Germany","Female","","","","","2"
"3 on Scale 1 to 10","1985","West Germany","Female","174","0.0248292579430399","0.0207435742744599","0.0289149416116198","3"
"3 on Scale 1 to 10","1985","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1985","West Germany","Male","187","0.0258865573278651","0.0216527378388596","0.0301203768168707","3"
"3 on Scale 1 to 10","1985","East Germany","Female","","","","","3"
"4 on Scale 1 to 10","1985","West Germany","Male","170","0.0253253198019556","0.0211364416066207","0.0295141979972904","4"
"4 on Scale 1 to 10","1985","West Germany","Female","177","0.0242808585990301","0.0202394108383096","0.0283223063597506","4"
"4 on Scale 1 to 10","1985","East Germany","Female","","","","","4"
"4 on Scale 1 to 10","1985","East Germany","Male","","","","","4"
"5 on Scale 1 to 10","1985","West Germany","Male","503","0.0844029245774992","0.0769911642552694","0.091814684899729","5"
"5 on Scale 1 to 10","1985","West Germany","Female","518","0.0847322394134012","0.0774201589468957","0.0920443198799068","5"
"5 on Scale 1 to 10","1985","East Germany","Female","","","","","5"
"5 on Scale 1 to 10","1985","East Germany","Male","","","","","5"
"6 on Scale 1 to 10","1985","West Germany","Female","356","0.0582630634138789","0.0521126544126376","0.0644134724151201","6"
"6 on Scale 1 to 10","1985","West Germany","Male","340","0.0565762351360864","0.0504165168701442","0.0627359534020285","6"
"6 on Scale 1 to 10","1985","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1985","East Germany","Female","","","","","6"
"7 on Scale 1 to 10","1985","West Germany","Male","618","0.115954692627156","0.107418349828953","0.12449103542536","7"
"7 on Scale 1 to 10","1985","West Germany","Female","612","0.111798479146937","0.1035244653412","0.120072492952674","7"
"7 on Scale 1 to 10","1985","East Germany","Female","","","","","7"
"7 on Scale 1 to 10","1985","East Germany","Male","","","","","7"
"8 on Scale 1 to 10","1985","West Germany","Male","1182","0.227197010869999","0.21602513442257","0.238368887317428","8"
"8 on Scale 1 to 10","1985","East Germany","Male","","","","","8"
"8 on Scale 1 to 10","1985","East Germany","Female","","","","","8"
"8 on Scale 1 to 10","1985","West Germany","Female","1077","0.201132323496805","0.190607352758265","0.211657294235344","8"
"9 on Scale 1 to 10","1985","West Germany","Male","788","0.156089724318808","0.146413059122164","0.165766389515453","9"
"9 on Scale 1 to 10","1985","West Germany","Female","800","0.14770850536307","0.138392293290386","0.157024717435754","9"
"9 on Scale 1 to 10","1985","East Germany","Male","","","","","9"
"9 on Scale 1 to 10","1985","East Germany","Female","","","","","9"
"0 Completely dissatisfied","1986","West Germany","Male","76","0.00819580371972366","0.00575583594819431","0.010635771491253","0"
"0 Completely dissatisfied","1986","West Germany","Female","68","0.010442050778987","0.00771564195385747","0.0131684596041166","0"
"0 Completely dissatisfied","1986","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1986","East Germany","Female","","","","","0"
"1 on Scale 1 to 10","1986","East Germany","Female","","","","","1"
"1 on Scale 1 to 10","1986","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1986","West Germany","Male","43","0.00558494924433097","0.00356812151184359","0.00760177697681835","1"
