"plh0212","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","17","","",""
"1 Strongly disagree","2005","1-pers.-HH","East Germany","3","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","22","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","11","","",""
"1 Strongly disagree","2005","Single parent ","West Germany","4","","",""
"1 Strongly disagree","2005","Single parent ","East Germany","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","2","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","14","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","5","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","7","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","23","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","9","","",""
"2 on scale 1-7 ","2005","Single parent ","West Germany","3","","",""
"2 on scale 1-7 ","2005","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","12","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","9","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","38","0.02137902122592","0.015363476200875","0.0273945662509651"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","14","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","59","0.00990193468882685","0.00722358317717636","0.0125802862004773"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","7","","",""
"3 on scale 1-7 ","2005","Single parent ","West Germany","8","","",""
"3 on scale 1-7 ","2005","Single parent ","East Germany","10","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","44","0.0137092149766052","0.00955928084538483","0.0178591491078256"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","7","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","40","0.0197356530061036","0.0143810417520711","0.025090264260136"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","16","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","27","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","7","","",""
"4 on scale 1-7","2005","1-pers.-HH","West Germany","109","0.0499704205408765","0.0409089459364909","0.0590318951452622"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","30","0.0496392891787091","0.0338941531754932","0.0653844251819251"
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","199","0.035903542610911","0.0308708855875137","0.0409361996343083"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","41","0.0242371653945444","0.01704230154479","0.0314320292442988"
"4 on scale 1-7","2005","Single parent ","West Germany","52","0.0631263186758854","0.0462321312372238","0.080020506114547"
"4 on scale 1-7","2005","Single parent ","East Germany","10","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","99","0.0321672919128423","0.0258702030777707","0.0384643807479139"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","6","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","141","0.0586232410950321","0.0495795183169249","0.0676669638731393"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","42","0.0341923611365222","0.0232007006473533","0.0451840216256911"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","85","0.0734367966276116","0.0594072563508072","0.0874663369044159"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","18","","",""
"5 on scale 1-7","2005","1-pers.-HH","West Germany","296","0.139316358369649","0.124915225975682","0.153717490763615"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","101","0.147924345435036","0.12218791513898","0.173660775731091"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","650","0.114439420035448","0.105828185825318","0.123050654245577"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","181","0.101755191365133","0.0876107703036424","0.115899612426624"
"5 on scale 1-7","2005","Single parent ","West Germany","121","0.161615810947526","0.136044380682031","0.187187241213022"
"5 on scale 1-7","2005","Single parent ","East Germany","39","0.12980677419538","0.0921499313780716","0.167463617012688"
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","391","0.121142910085374","0.109497881639344","0.132787938531403"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","77","0.12833115976196","0.103465641871519","0.153196677652401"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","377","0.139532136034687","0.126192774558603","0.15287149751077"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","153","0.147907985039878","0.126434996140938","0.169380973938819"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","211","0.150800084078346","0.131553448798629","0.170046719358063"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","61","0.173525863510115","0.13509409091741","0.211957636102819"
"6 on scale 1-7","2005","1-pers.-HH","West Germany","710","0.309383979562868","0.290160099566332","0.328607859559404"
"6 on scale 1-7","2005","1-pers.-HH","East Germany","205","0.269929736789451","0.237748917407","0.302110556171902"
"6 on scale 1-7","2005","(Married) couple without C. ","West Germany","1619","0.302514837363314","0.290089469187754","0.314940205538873"
"6 on scale 1-7","2005","(Married) couple without C. ","East Germany","565","0.312876804423494","0.29118410897855","0.334569499868438"
"6 on scale 1-7","2005","Single parent ","West Germany","257","0.302094203368398","0.270196372136148","0.333992034600649"
"6 on scale 1-7","2005","Single parent ","East Germany","101","0.326218991798677","0.273689719909677","0.378748263687677"
"6 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","1044","0.347753854039766","0.330756780277287","0.364750927802245"
"6 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","267","0.377211703110689","0.341177204019399","0.413246202201979"
"6 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","866","0.320901664161849","0.302930222800304","0.338873105523395"
"6 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","386","0.342976253097863","0.31426342303726","0.371689083158466"
