"party","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2002","Single parent ","West Germany","90","0.284755721250009","0.233856862454703","0.335654580045316","1"
"CDU/CSU","2002","Couple + C. GT 16 ","East Germany","129","0.389915202633031","0.340418774354758","0.439411630911304","1"
"CDU/CSU","2002","1-pers.-HH","East Germany","66","0.225535130397562","0.1750250362905","0.276045224504623","1"
"CDU/CSU","2002","Couple + C. LE 16 ","East Germany","98","0.377484158444388","0.319447117281393","0.435521199607383","1"
"CDU/CSU","2002","1-pers.-HH","West Germany","461","0.405345711799575","0.377141324492642","0.433550099106508","1"
"CDU/CSU","2002","Single parent ","East Germany","24","","","","1"
"CDU/CSU","2002","Couple + C. LE 16 ","West Germany","632","0.356354656326381","0.334049598922757","0.378659713730006","1"
"FDP","2002","Couple + C. LE and GT 16","East Germany","10","","","","3"
"FDP","2002","Couple + C. GT 16 ","West Germany","64","0.0442744119351066","0.0329117984562138","0.0556370254139994","3"
"FDP","2002","Couple + C. LE and GT 16","West Germany","17","","","","3"
"FDP","2002","Couple + C. LE 16 ","West Germany","75","0.0388195209113108","0.0298231704165446","0.047815871406077","3"
"FDP","2002","Couple + C. LE 16 ","East Germany","11","","","","3"
"FDP","2002","Couple + C. GT 16 ","East Germany","22","","","","3"
"FDP","2002","1-pers.-HH","West Germany","60","0.0559177605296261","0.0427184453410223","0.0691170757182299","3"
"FDP","2002","1-pers.-HH","East Germany","14","","","","3"
"FDP","2002","Single parent ","East Germany","","","","","3"
"FDP","2002","(Married) couple without C. ","West Germany","196","0.0450874869013358","0.0378903719622107","0.052284601840461","3"
"FDP","2002","(Married) couple without C. ","East Germany","23","","","","3"
"FDP","2002","Single parent ","West Germany","8","","","","3"
"NPD Combination","2002","1-pers.-HH","West Germany","5","","","","6"
"NPD Combination","2002","1-pers.-HH","East Germany","4","","","","6"
"NPD Combination","2002","(Married) couple without C. ","West Germany","10","","","","6"
"NPD Combination","2002","(Married) couple without C. ","East Germany","8","","","","6"
"NPD Combination","2002","Single parent ","East Germany","","","","","6"
"NPD Combination","2002","Couple + C. LE 16 ","West Germany","11","","","","6"
"NPD Combination","2002","Couple + C. GT 16 ","West Germany","11","","","","6"
"NPD Combination","2002","Couple + C. GT 16 ","East Germany","5","","","","6"
"NPD Combination","2002","Single parent ","West Germany","9","","","","6"
"NPD Combination","2002","Couple + C. LE 16 ","East Germany","8","","","","6"
"NPD Combination","2002","Couple + C. LE and GT 16","West Germany","3","","","","6"
"NPD Combination","2002","Couple + C. LE and GT 16","East Germany","3","","","","6"
"Other","2002","1-pers.-HH","West Germany","13","","","","8"
"Other","2002","1-pers.-HH","East Germany","6","","","","8"
"Other","2002","(Married) couple without C. ","West Germany","24","","","","8"
"Other","2002","(Married) couple without C. ","East Germany","3","","","","8"
"Other","2002","Single parent ","West Germany","2","","","","8"
"Other","2002","Single parent ","East Germany","5","","","","8"
"Other","2002","Couple + C. LE 16 ","West Germany","18","","","","8"
"Other","2002","Couple + C. LE 16 ","East Germany","4","","","","8"
"Other","2002","Couple + C. GT 16 ","West Germany","14","","","","8"
"Other","2002","Couple + C. GT 16 ","East Germany","5","","","","8"
"Other","2002","Couple + C. LE and GT 16","West Germany","6","","","","8"
"Other","2002","Couple + C. LE and GT 16","East Germany","1","","","","8"
"PDS/Linke","2002","1-pers.-HH","West Germany","17","","","","5"
"PDS/Linke","2002","1-pers.-HH","East Germany","88","0.349134976299557","0.291523054430591","0.406746898168523","5"
"PDS/Linke","2002","(Married) couple without C. ","West Germany","11","","","","5"
"PDS/Linke","2002","(Married) couple without C. ","East Germany","198","0.263964218237741","0.233070747051953","0.294857689423528","5"
"PDS/Linke","2002","Single parent ","West Germany","7","","","","5"
"PDS/Linke","2002","Single parent ","East Germany","21","","","","5"
"PDS/Linke","2002","Couple + C. LE 16 ","West Germany","16","","","","5"
"PDS/Linke","2002","Couple + C. LE 16 ","East Germany","56","0.173811769057509","0.128442708558246","0.219180829556772","5"
"PDS/Linke","2002","Couple + C. GT 16 ","West Germany","11","","","","5"
"PDS/Linke","2002","Couple + C. GT 16 ","East Germany","89","0.241407813257679","0.197979444302741","0.284836182212618","5"
"PDS/Linke","2002","Couple + C. LE and GT 16","West Germany","16","","","","5"
"PDS/Linke","2002","Couple + C. LE and GT 16","East Germany","18","","","","5"
"SPD","2002","1-pers.-HH","East Germany","74","0.283519943286912","0.229049102790376","0.337990783783447","2"
"SPD","2002","1-pers.-HH","West Germany","516","0.427882670195763","0.39945923916361","0.456306101227915","2"
"SPD","2002","(Married) couple without C. ","East Germany","260","0.350758712802087","0.31731210994861","0.384205315655564","2"
"SPD","2002","(Married) couple without C. ","West Germany","1328","0.43710648810746","0.419901460270253","0.454311515944666","2"
"SPD","2002","Single parent ","West Germany","139","0.464224714541659","0.407977620923128","0.52047180816019","2"
"SPD","2002","Single parent ","East Germany","14","","","","2"
"SPD","2002","Couple + C. LE 16 ","West Germany","800","0.457619972879439","0.43441702629833","0.480822919460548","2"
"SPD","2002","Couple + C. LE 16 ","East Germany","76","0.275395801557047","0.221913538647804","0.32887806446629","2"
"SPD","2002","Couple + C. GT 16 ","West Germany","551","0.458277260535577","0.430754758460977","0.485799762610176","2"
"SPD","2002","Couple + C. GT 16 ","East Germany","96","0.246004139192812","0.202297303717032","0.289710974668593","2"
"SPD","2002","Couple + C. LE and GT 16","West Germany","265","0.453682604067903","0.414239511548082","0.493125696587724","2"
"SPD","2002","Couple + C. LE and GT 16","East Germany","32","0.242531431846278","0.16453308108551","0.320529782607047","2"
"AfD","2003","(Married) couple without C. ","East Germany","","","","","7"
"AfD","2003","1-pers.-HH","West Germany","","","","","7"
"AfD","2003","1-pers.-HH","East Germany","","","","","7"
"AfD","2003","(Married) couple without C. ","West Germany","","","","","7"
"AfD","2003","Single parent ","East Germany","","","","","7"
"AfD","2003","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","2003","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","2003","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","2003","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","2003","Single parent ","West Germany","","","","","7"
"AfD","2003","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","2003","Couple + C. LE and GT 16","East Germany","","","","","7"
"CDU/CSU","2003","Couple + C. LE and GT 16","East Germany","55","0.490931264298592","0.402583799128523","0.579278729468661","1"
"CDU/CSU","2003","Couple + C. GT 16 ","West Germany","592","0.407236365779072","0.381295316733645","0.433177414824498","1"
"CDU/CSU","2003","Couple + C. GT 16 ","East Germany","155","0.416687846985462","0.36718370556858","0.466191988402345","1"
"CDU/CSU","2003","Couple + C. LE and GT 16","West Germany","286","0.468736339892696","0.429738357796681","0.50773432198871","1"
"CDU/CSU","2003","(Married) couple without C. ","East Germany","301","0.361301413286728","0.328321303697288","0.394281522876168","1"
"CDU/CSU","2003","(Married) couple without C. ","West Germany","1525","0.476468315518468","0.459147468202244","0.493789162834691","1"
"CDU/CSU","2003","Single parent ","West Germany","116","0.384749838106678","0.330413818119845","0.439085858093511","1"
"CDU/CSU","2003","Couple + C. LE 16 ","East Germany","114","0.425300042063329","0.366546786729129","0.48405329739753","1"
"CDU/CSU","2003","Couple + C. LE 16 ","West Germany","722","0.419049610935918","0.39572510801831","0.442374113853526","1"
"CDU/CSU","2003","1-pers.-HH","West Germany","536","0.426932086612724","0.399107982358077","0.454756190867371","1"
"CDU/CSU","2003","1-pers.-HH","East Germany","79","0.243268995617763","0.193543488660555","0.292994502574971","1"
"CDU/CSU","2003","Single parent ","East Germany","28","","","","1"
"FDP","2003","Couple + C. GT 16 ","East Germany","22","","","","3"
"FDP","2003","Couple + C. GT 16 ","West Germany","70","0.0436179754734004","0.0328341726940812","0.0544017782527196","3"
"FDP","2003","Couple + C. LE and GT 16","East Germany","3","","","","3"
"FDP","2003","Single parent ","East Germany","1","","","","3"
"FDP","2003","Couple + C. LE 16 ","East Germany","15","","","","3"
"FDP","2003","Couple + C. LE and GT 16","West Germany","13","","","","3"
"FDP","2003","1-pers.-HH","West Germany","54","0.0486928206119234","0.0365859583631588","0.0607996828606879","3"
"FDP","2003","1-pers.-HH","East Germany","14","","","","3"
"FDP","2003","(Married) couple without C. ","West Germany","162","0.0394329500627463","0.0326834110482278","0.0461824890772649","3"
"FDP","2003","Couple + C. LE 16 ","West Germany","62","0.0372185711569667","0.0282699967600438","0.0461671455538895","3"
"FDP","2003","(Married) couple without C. ","East Germany","16","","","","3"
"FDP","2003","Single parent ","West Germany","9","","","","3"
"NPD Combination","2003","(Married) couple without C. ","East Germany","7","","","","6"
"NPD Combination","2003","Couple + C. GT 16 ","East Germany","8","","","","6"
"NPD Combination","2003","Couple + C. LE and GT 16","West Germany","4","","","","6"
"NPD Combination","2003","Single parent ","West Germany","5","","","","6"
"NPD Combination","2003","Couple + C. LE and GT 16","East Germany","1","","","","6"
"NPD Combination","2003","(Married) couple without C. ","West Germany","9","","","","6"
"NPD Combination","2003","1-pers.-HH","West Germany","6","","","","6"
"NPD Combination","2003","1-pers.-HH","East Germany","3","","","","6"
"NPD Combination","2003","Single parent ","East Germany","1","","","","6"
"NPD Combination","2003","Couple + C. LE 16 ","West Germany","8","","","","6"
"NPD Combination","2003","Couple + C. LE 16 ","East Germany","8","","","","6"
"NPD Combination","2003","Couple + C. GT 16 ","West Germany","7","","","","6"
"Other","2003","1-pers.-HH","West Germany","9","","","","8"
"Other","2003","1-pers.-HH","East Germany","5","","","","8"
"Other","2003","(Married) couple without C. ","West Germany","18","","","","8"
"Other","2003","(Married) couple without C. ","East Germany","7","","","","8"
"Other","2003","Single parent ","West Germany","6","","","","8"
"Other","2003","Single parent ","East Germany","","","","","8"
"Other","2003","Couple + C. LE 16 ","West Germany","15","","","","8"
"Other","2003","Couple + C. LE 16 ","East Germany","3","","","","8"
"Other","2003","Couple + C. GT 16 ","West Germany","16","","","","8"
"Other","2003","Couple + C. GT 16 ","East Germany","6","","","","8"
"Other","2003","Couple + C. LE and GT 16","West Germany","4","","","","8"
"Other","2003","Couple + C. LE and GT 16","East Germany","1","","","","8"
"PDS/Linke","2003","1-pers.-HH","West Germany","6","","","","5"
"PDS/Linke","2003","1-pers.-HH","East Germany","69","0.26875207484888","0.217374534288537","0.320129615409222","5"
"PDS/Linke","2003","(Married) couple without C. ","West Germany","16","","","","5"
"PDS/Linke","2003","(Married) couple without C. ","East Germany","155","0.188551268500254","0.161696923827129","0.21540561317338","5"
"PDS/Linke","2003","Single parent ","West Germany","2","","","","5"
"PDS/Linke","2003","Single parent ","East Germany","11","","","","5"
"PDS/Linke","2003","Couple + C. LE 16 ","West Germany","11","","","","5"
"PDS/Linke","2003","Couple + C. LE 16 ","East Germany","40","0.14668838986718","0.104643294962565","0.188733484771794","5"
"PDS/Linke","2003","Couple + C. GT 16 ","West Germany","6","","","","5"
"PDS/Linke","2003","Couple + C. GT 16 ","East Germany","63","0.164464309241343","0.127241946354078","0.201686672128608","5"
"PDS/Linke","2003","Couple + C. LE and GT 16","West Germany","5","","","","5"
"PDS/Linke","2003","Couple + C. LE and GT 16","East Germany","13","","","","5"
"SPD","2003","1-pers.-HH","West Germany","471","0.396709076181917","0.369189723644194","0.424228428719639","2"
"SPD","2003","1-pers.-HH","East Germany","96","0.360563371758085","0.304914721824077","0.416212021692093","2"
"SPD","2003","(Married) couple without C. ","West Germany","1221","0.397066660100637","0.380098021652954","0.414035298548319","2"
"SPD","2003","(Married) couple without C. ","East Germany","296","0.380803833768348","0.347466253679471","0.414141413857225","2"
"SPD","2003","Single parent ","West Germany","117","0.371395373074413","0.317434401089027","0.425356345059799","2"
"SPD","2003","Single parent ","East Germany","19","","","","2"
"SPD","2003","Couple + C. LE 16 ","West Germany","624","0.369274220640255","0.34646003669557","0.39208840458494","2"
"SPD","2003","Couple + C. LE 16 ","East Germany","68","0.190809191536918","0.144112215777838","0.237506167295999","2"
"SPD","2003","Couple + C. GT 16 ","West Germany","539","0.412549055677475","0.386556613648102","0.438541497706848","2"
"SPD","2003","Couple + C. GT 16 ","East Germany","99","0.25820990400325","0.214264590548514","0.302155217457986","2"
"SPD","2003","Couple + C. LE and GT 16","West Germany","233","0.374432425783968","0.336610241292697","0.41225461027524","2"
"SPD","2003","Couple + C. LE and GT 16","East Germany","38","0.279660915621269","0.200341425713266","0.358980405529272","2"
"AfD","2004","1-pers.-HH","West Germany","","","","","7"
"AfD","2004","1-pers.-HH","East Germany","","","","","7"
"AfD","2004","(Married) couple without C. ","West Germany","","","","","7"
"AfD","2004","(Married) couple without C. ","East Germany","","","","","7"
"AfD","2004","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","2004","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","2004","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","2004","Single parent ","East Germany","","","","","7"
"AfD","2004","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","2004","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","2004","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","2004","Single parent ","West Germany","","","","","7"
"CDU/CSU","2004","Couple + C. LE and GT 16","East Germany","37","0.356316579031109","0.263828948047151","0.448804210015068","1"
"CDU/CSU","2004","Couple + C. GT 16 ","West Germany","530","0.441970361815266","0.413610725824187","0.470329997806346","1"
"CDU/CSU","2004","Couple + C. GT 16 ","East Germany","114","0.371500657640564","0.318308125195252","0.424693190085876","1"
"CDU/CSU","2004","Couple + C. LE and GT 16","West Germany","239","0.451844292752221","0.408945093073733","0.494743492430709","1"
"CDU/CSU","2004","(Married) couple without C. ","West Germany","1427","0.498590504479098","0.480275556235196","0.516905452723001","1"
"CDU/CSU","2004","(Married) couple without C. ","East Germany","255","0.360302132284108","0.324244649671253","0.396359614896963","1"
"CDU/CSU","2004","1-pers.-HH","East Germany","75","0.29081463816645","0.233832178634182","0.347797097698718","1"
"CDU/CSU","2004","Single parent ","West Germany","85","0.323783398942059","0.264829760834019","0.382737037050099","1"
"CDU/CSU","2004","Single parent ","East Germany","16","","","","1"
"CDU/CSU","2004","Couple + C. LE 16 ","East Germany","89","0.446204452162999","0.378322212850878","0.51408669147512","1"
"CDU/CSU","2004","Couple + C. LE 16 ","West Germany","573","0.43248467909595","0.406260402169306","0.458708956022595","1"
"CDU/CSU","2004","1-pers.-HH","West Germany","484","0.456594076726604","0.42630628307174","0.486881870381468","1"
"FDP","2004","Couple + C. GT 16 ","West Germany","52","0.0322030627799248","0.0221217716444544","0.0422843539153952","3"
"FDP","2004","Couple + C. GT 16 ","East Germany","20","","","","3"
"FDP","2004","Single parent ","East Germany","4","","","","3"
"FDP","2004","Couple + C. LE 16 ","East Germany","14","","","","3"
"FDP","2004","Couple + C. LE and GT 16","West Germany","14","","","","3"
"FDP","2004","Couple + C. LE and GT 16","East Germany","6","","","","3"
"FDP","2004","1-pers.-HH","West Germany","58","0.056816577528344","0.0427406853505759","0.070892469706112","3"
"FDP","2004","1-pers.-HH","East Germany","9","","","","3"
"FDP","2004","(Married) couple without C. ","West Germany","141","0.0422932887519265","0.0349212194169894","0.0496653580868636","3"
"FDP","2004","Couple + C. LE 16 ","West Germany","49","0.0306077899635516","0.0214898839213982","0.0397256960057049","3"
"FDP","2004","(Married) couple without C. ","East Germany","13","","","","3"
"FDP","2004","Single parent ","West Germany","7","","","","3"
"NPD Combination","2004","(Married) couple without C. ","East Germany","8","","","","6"
"NPD Combination","2004","Couple + C. GT 16 ","East Germany","5","","","","6"
"NPD Combination","2004","Couple + C. LE and GT 16","West Germany","4","","","","6"
"NPD Combination","2004","Single parent ","West Germany","2","","","","6"
"NPD Combination","2004","Couple + C. LE and GT 16","East Germany","3","","","","6"
"NPD Combination","2004","(Married) couple without C. ","West Germany","10","","","","6"
"NPD Combination","2004","1-pers.-HH","East Germany","3","","","","6"
"NPD Combination","2004","1-pers.-HH","West Germany","10","","","","6"
"NPD Combination","2004","Couple + C. LE 16 ","West Germany","9","","","","6"
"NPD Combination","2004","Couple + C. LE 16 ","East Germany","6","","","","6"
"NPD Combination","2004","Couple + C. GT 16 ","West Germany","7","","","","6"
"NPD Combination","2004","Single parent ","East Germany","2","","","","6"
"Other","2004","1-pers.-HH","West Germany","7","","","","8"
"Other","2004","1-pers.-HH","East Germany","","","","","8"
"Other","2004","(Married) couple without C. ","West Germany","23","","","","8"
"Other","2004","(Married) couple without C. ","East Germany","7","","","","8"
"Other","2004","Single parent ","West Germany","9","","","","8"
"Other","2004","Single parent ","East Germany","","","","","8"
"Other","2004","Couple + C. LE 16 ","West Germany","14","","","","8"
"Other","2004","Couple + C. LE 16 ","East Germany","1","","","","8"
"Other","2004","Couple + C. GT 16 ","West Germany","15","","","","8"
"Other","2004","Couple + C. GT 16 ","East Germany","7","","","","8"
"Other","2004","Couple + C. LE and GT 16","West Germany","5","","","","8"
"Other","2004","Couple + C. LE and GT 16","East Germany","3","","","","8"
"PDS/Linke","2004","1-pers.-HH","West Germany","9","","","","5"
"PDS/Linke","2004","1-pers.-HH","East Germany","64","0.260738174674757","0.205650476175187","0.315825873174326","5"
"PDS/Linke","2004","(Married) couple without C. ","West Germany","15","","","","5"
"PDS/Linke","2004","(Married) couple without C. ","East Germany","168","0.260101136891758","0.227152925757376","0.29304934802614","5"
"PDS/Linke","2004","Single parent ","West Germany","2","","","","5"
"PDS/Linke","2004","Single parent ","East Germany","12","","","","5"
"PDS/Linke","2004","Couple + C. LE 16 ","West Germany","9","","","","5"
"PDS/Linke","2004","Couple + C. LE 16 ","East Germany","31","0.127736188488065","0.0821539777318061","0.173318399244324","5"
"PDS/Linke","2004","Couple + C. GT 16 ","West Germany","13","","","","5"
"PDS/Linke","2004","Couple + C. GT 16 ","East Germany","70","0.219999559689624","0.174398305264628","0.26560081411462","5"
"PDS/Linke","2004","Couple + C. LE and GT 16","West Germany","5","","","","5"
"PDS/Linke","2004","Couple + C. LE and GT 16","East Germany","17","","","","5"
"SPD","2004","1-pers.-HH","West Germany","353","0.348677786078601","0.319700987474492","0.37765458468271","2"
"SPD","2004","1-pers.-HH","East Germany","72","0.31610500253011","0.257765385246473","0.374444619813748","2"
"SPD","2004","(Married) couple without C. ","West Germany","1021","0.369775988413628","0.352093057782731","0.387458919044526","2"
"SPD","2004","(Married) couple without C. ","East Germany","204","0.307967947110772","0.273295028577943","0.342640865643601","2"
"SPD","2004","Single parent ","West Germany","85","0.370147076341452","0.30931296832983","0.430981184353074","2"
"SPD","2004","Single parent ","East Germany","10","","","","2"
"SPD","2004","Couple + C. LE 16 ","West Germany","484","0.346088621747864","0.320907071010217","0.37127017248551","2"
"SPD","2004","Couple + C. LE 16 ","East Germany","50","0.226549652338718","0.169386996238606","0.28371230843883","2"
"SPD","2004","Couple + C. GT 16 ","West Germany","455","0.426609031504765","0.39836570201783","0.4548523609917","2"
"SPD","2004","Couple + C. GT 16 ","East Germany","71","0.220114702801212","0.17450488338904","0.265724522213383","2"
"SPD","2004","Couple + C. LE and GT 16","West Germany","179","0.387175962602409","0.345187989654906","0.429163935549912","2"
"SPD","2004","Couple + C. LE and GT 16","East Germany","28","","","","2"
"AfD","2005","1-pers.-HH","West Germany","","","","","7"
"AfD","2005","1-pers.-HH","East Germany","","","","","7"
"AfD","2005","(Married) couple without C. ","West Germany","","","","","7"
"AfD","2005","(Married) couple without C. ","East Germany","","","","","7"
"AfD","2005","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","2005","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","2005","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","2005","Single parent ","East Germany","","","","","7"
"AfD","2005","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","2005","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","2005","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","2005","Single parent ","West Germany","","","","","7"
"CDU/CSU","2005","Couple + C. LE and GT 16","East Germany","36","0.313432420274992","0.22864864034557","0.398216200204413","1"
"CDU/CSU","2005","Couple + C. GT 16 ","West Germany","450","0.375923086790661","0.347428972686765","0.404417200894557","1"
"CDU/CSU","2005","Couple + C. GT 16 ","East Germany","113","0.394432179152802","0.340115218508931","0.448749139796673","1"
"CDU/CSU","2005","Couple + C. LE and GT 16","West Germany","209","0.377548663350953","0.334713077589058","0.420384249112849","1"
"CDU/CSU","2005","(Married) couple without C. ","West Germany","1371","0.474408126013084","0.456315095698299","0.492501156327869","1"
"CDU/CSU","2005","(Married) couple without C. ","East Germany","250","0.312475507951143","0.278966891245219","0.345984124657067","1"
"CDU/CSU","2005","1-pers.-HH","East Germany","62","0.216684137608841","0.167174551779822","0.266193723437859","1"
"CDU/CSU","2005","1-pers.-HH","West Germany","485","0.429613015744844","0.400239276562959","0.45898675492673","1"
"CDU/CSU","2005","Single parent ","West Germany","85","0.286792784592545","0.231924698447155","0.341660870737934","1"
"CDU/CSU","2005","Couple + C. LE 16 ","East Germany","85","0.37694406934928","0.311554445686711","0.442333693011848","1"
"CDU/CSU","2005","Single parent ","East Germany","19","","","","1"
"CDU/CSU","2005","Couple + C. LE 16 ","West Germany","508","0.406686310057307","0.379973752141061","0.433398867973553","1"
"FDP","2005","1-pers.-HH","West Germany","49","0.0439610608822047","0.0317961876223967","0.0561259341420126","3"
"FDP","2005","1-pers.-HH","East Germany","7","","","","3"
"FDP","2005","(Married) couple without C. ","West Germany","158","0.0402020092729677","0.0330845543051005","0.0473194642408349","3"
"FDP","2005","(Married) couple without C. ","East Germany","24","","","","3"
"FDP","2005","Single parent ","East Germany","4","","","","3"
"FDP","2005","Couple + C. LE 16 ","West Germany","42","0.0281928285081971","0.0191915771365475","0.0371940798798467","3"
"FDP","2005","Couple + C. GT 16 ","West Germany","45","0.0299648343017085","0.0199351726794725","0.0399944959239446","3"
"FDP","2005","Couple + C. GT 16 ","East Germany","20","","","","3"
"FDP","2005","Single parent ","West Germany","10","","","","3"
"FDP","2005","Couple + C. LE 16 ","East Germany","11","","","","3"
"FDP","2005","Couple + C. LE and GT 16","West Germany","16","","","","3"
"FDP","2005","Couple + C. LE and GT 16","East Germany","6","","","","3"
"NPD Combination","2005","(Married) couple without C. ","East Germany","12","","","","6"
"NPD Combination","2005","Couple + C. GT 16 ","East Germany","9","","","","6"
"NPD Combination","2005","Couple + C. LE and GT 16","West Germany","4","","","","6"
"NPD Combination","2005","(Married) couple without C. ","West Germany","21","","","","6"
"NPD Combination","2005","1-pers.-HH","East Germany","8","","","","6"
"NPD Combination","2005","Single parent ","West Germany","5","","","","6"
"NPD Combination","2005","Couple + C. LE 16 ","West Germany","25","","","","6"
"NPD Combination","2005","Couple + C. LE 16 ","East Germany","15","","","","6"
"NPD Combination","2005","Couple + C. LE and GT 16","East Germany","9","","","","6"
"NPD Combination","2005","Single parent ","East Germany","1","","","","6"
"NPD Combination","2005","1-pers.-HH","West Germany","7","","","","6"
"NPD Combination","2005","Couple + C. GT 16 ","West Germany","14","","","","6"
"Other","2005","1-pers.-HH","West Germany","7","","","","8"
"Other","2005","1-pers.-HH","East Germany","3","","","","8"
"Other","2005","(Married) couple without C. ","West Germany","23","","","","8"
"Other","2005","(Married) couple without C. ","East Germany","11","","","","8"
"Other","2005","Single parent ","West Germany","5","","","","8"
"Other","2005","Single parent ","East Germany","4","","","","8"
"Other","2005","Couple + C. LE 16 ","West Germany","10","","","","8"
"Other","2005","Couple + C. LE 16 ","East Germany","1","","","","8"
"Other","2005","Couple + C. GT 16 ","West Germany","10","","","","8"
"Other","2005","Couple + C. GT 16 ","East Germany","1","","","","8"
"Other","2005","Couple + C. LE and GT 16","West Germany","7","","","","8"
"Other","2005","Couple + C. LE and GT 16","East Germany","2","","","","8"
"PDS/Linke","2005","1-pers.-HH","West Germany","10","","","","5"
"PDS/Linke","2005","(Married) couple without C. ","West Germany","14","","","","5"
"PDS/Linke","2005","(Married) couple without C. ","East Germany","176","0.242479932271943","0.211495796026343","0.273464068517543","5"
"PDS/Linke","2005","1-pers.-HH","East Germany","75","0.260809847260811","0.208044676074529","0.313575018447094","5"
"PDS/Linke","2005","Single parent ","West Germany","2","","","","5"
"PDS/Linke","2005","Single parent ","East Germany","16","","","","5"
"PDS/Linke","2005","Couple + C. LE 16 ","West Germany","9","","","","5"
"PDS/Linke","2005","Couple + C. LE 16 ","East Germany","29","","","","5"
"PDS/Linke","2005","Couple + C. GT 16 ","West Germany","9","","","","5"
"PDS/Linke","2005","Couple + C. GT 16 ","East Germany","68","0.196930744706639","0.152732893250189","0.24112859616309","5"
"PDS/Linke","2005","Couple + C. LE and GT 16","West Germany","7","","","","5"
"PDS/Linke","2005","Couple + C. LE and GT 16","East Germany","23","","","","5"
"SPD","2005","1-pers.-HH","West Germany","419","0.380180649533218","0.351375954258131","0.408985344808305","2"
"SPD","2005","1-pers.-HH","East Germany","86","0.332768505129455","0.276142405398935","0.389394604859975","2"
"SPD","2005","(Married) couple without C. ","West Germany","1105","0.392618293590495","0.374924251770422","0.410312335410568","2"
"SPD","2005","(Married) couple without C. ","East Germany","234","0.315149789073815","0.281563599978061","0.348735978169568","2"
"SPD","2005","Single parent ","East Germany","12","","","","2"
"SPD","2005","Couple + C. GT 16 ","West Germany","467","0.457256525158867","0.427950031365705","0.486563018952029","2"
"SPD","2005","Couple + C. LE and GT 16","East Germany","31","0.23997284343227","0.161918913401333","0.318026773463206","2"
"SPD","2005","Single parent ","West Germany","99","0.408374536869158","0.3487423696084","0.468006704129916","2"
"SPD","2005","Couple + C. LE 16 ","West Germany","480","0.349222018142079","0.323297496606868","0.37514653967729","2"
"SPD","2005","Couple + C. LE 16 ","East Germany","47","0.150581295250289","0.102325076593977","0.1988375139066","2"
"SPD","2005","Couple + C. GT 16 ","East Germany","73","0.18868645914472","0.145202144850898","0.232170773438541","2"
"SPD","2005","Couple + C. LE and GT 16","West Germany","165","0.407261818272527","0.363847414668347","0.450676221876706","2"
"AfD","2006","1-pers.-HH","West Germany","","","","","7"
"AfD","2006","1-pers.-HH","East Germany","","","","","7"
"AfD","2006","(Married) couple without C. ","West Germany","","","","","7"
"AfD","2006","(Married) couple without C. ","East Germany","","","","","7"
"AfD","2006","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","2006","Single parent ","East Germany","","","","","7"
"AfD","2006","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","2006","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","2006","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","2006","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","2006","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","2006","Single parent ","West Germany","","","","","7"
"CDU/CSU","2006","Couple + C. LE and GT 16","East Germany","29","","","","1"
"CDU/CSU","2006","Couple + C. LE and GT 16","West Germany","222","0.393358967808465","0.352233687931116","0.434484247685814","1"
"CDU/CSU","2006","1-pers.-HH","East Germany","85","0.260813566270824","0.212402278830494","0.309224853711155","1"
"CDU/CSU","2006","(Married) couple without C. ","West Germany","1607","0.458944369116837","0.442233842230724","0.475654896002951","1"
"CDU/CSU","2006","Couple + C. GT 16 ","West Germany","521","0.393952764927216","0.366778199560612","0.42112733029382","1"
"CDU/CSU","2006","Couple + C. GT 16 ","East Germany","113","0.398826704788071","0.347380845631319","0.450272563944823","1"
"CDU/CSU","2006","(Married) couple without C. ","East Germany","319","0.341620933575748","0.309943006130854","0.373298861020643","1"
"CDU/CSU","2006","1-pers.-HH","West Germany","539","0.409238703402543","0.382500151512005","0.435977255293081","1"
"CDU/CSU","2006","Couple + C. LE 16 ","East Germany","87","0.308229113856079","0.25210113728497","0.364357090427188","1"
