"party","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"FDP","1993","Full Time","West Germany","74","0.0495509889293912","0.0394323897916179","0.0596695880671644"
"FDP","1993","Full Time","East Germany","33","0.0659560087314559","0.0452127208257031","0.0866992966372087"
"FDP","1993","Part Time","West Germany","27","","",""
"FDP","1993","Part Time","East Germany","6","","",""
"FDP","1993","Not Working","West Germany","47","0.0481767266026206","0.0366115569612296","0.0597418962440117"
"FDP","1993","Not Working","East Germany","16","","",""
"Grüne","1993","Full Time","West Germany","151","0.0845001171166408","0.0715316806645294","0.0974685535687522"
"Grüne","1993","Full Time","East Germany","67","0.113249820902117","0.0867656640915496","0.139733977712685"
"Grüne","1993","Part Time","West Germany","100","0.143898755768945","0.118225736166079","0.169571775371812"
"Grüne","1993","Part Time","East Germany","21","","",""
"Grüne","1993","Not Working","West Germany","74","0.0452221319711946","0.0339998315196625","0.0564444324227267"
"Grüne","1993","Not Working","East Germany","25","","",""
"PDS/Linke","1993","Full Time","West Germany","5","","",""
"PDS/Linke","1993","Full Time","East Germany","53","0.110130253629801","0.0839675099157218","0.136292997343881"
"PDS/Linke","1993","Part Time","West Germany","1","","",""
"PDS/Linke","1993","Part Time","East Germany","17","","",""
"PDS/Linke","1993","Not Working","West Germany","3","","",""
"PDS/Linke","1993","Not Working","East Germany","64","0.184536292086625","0.145937346420962","0.223135237752288"
"NPD Combination","1993","Full Time","West Germany","57","0.0334834072742129","0.0250955835272744","0.0418712310211514"
"NPD Combination","1993","Full Time","East Germany","14","","",""
"NPD Combination","1993","Part Time","West Germany","15","","",""
"NPD Combination","1993","Part Time","East Germany","13","","",""
"NPD Combination","1993","Not Working","West Germany","33","0.0279668129217628","0.0190621550371565","0.0368714708063691"
"NPD Combination","1993","Not Working","East Germany","7","","",""
"AfD","1993","Full Time","West Germany","","","",""
"AfD","1993","Full Time","East Germany","","","",""
"AfD","1993","Part Time","West Germany","","","",""
"AfD","1993","Part Time","East Germany","","","",""
"AfD","1993","Not Working","West Germany","","","",""
"AfD","1993","Not Working","East Germany","","","",""
"Other","1993","Full Time","West Germany","10","","",""
"Other","1993","Full Time","East Germany","8","","",""
"Other","1993","Part Time","West Germany","9","","",""
"Other","1993","Part Time","East Germany","4","","",""
"Other","1993","Not Working","West Germany","13","","",""
"Other","1993","Not Working","East Germany","1","","",""
"CDU/CSU","1994","Full Time","West Germany","577","0.362166652403774","0.339963242396814","0.384370062410734"
"CDU/CSU","1994","Full Time","East Germany","163","0.289365911583317","0.251259737823989","0.327472085342646"
"CDU/CSU","1994","Part Time","West Germany","239","0.357406266842339","0.323154064946459","0.391658468738219"
"CDU/CSU","1994","Part Time","East Germany","43","0.238168896541826","0.171110353400438","0.305227439683213"
"CDU/CSU","1994","Not Working","West Germany","586","0.433941699365212","0.408217930268856","0.459665468461567"
"CDU/CSU","1994","Not Working","East Germany","154","0.338814277394756","0.294488779690931","0.383139775098581"
"SPD","1994","Full Time","West Germany","979","0.4959739230643","0.472876274821431","0.51907157130717"
"SPD","1994","Full Time","East Germany","193","0.349719075658647","0.309645434100649","0.389792717216645"
"SPD","1994","Part Time","West Germany","373","0.448656038061267","0.413108687221361","0.484203388901174"
"SPD","1994","Part Time","East Germany","46","0.327308356795996","0.253438236699098","0.401178476892893"
"SPD","1994","Not Working","West Germany","680","0.457735319701097","0.431876946466689","0.483593692935505"
"SPD","1994","Not Working","East Germany","144","0.33182581192535","0.287728616841155","0.375923007009545"
"FDP","1994","Full Time","West Germany","52","0.036173875469328","0.02754789034432","0.0447998605943359"
"FDP","1994","Full Time","East Germany","22","","",""
"FDP","1994","Part Time","West Germany","23","","",""
"FDP","1994","Part Time","East Germany","9","","",""
"FDP","1994","Not Working","West Germany","35","0.0328690497007919","0.0236151552162843","0.0421229441852996"
"FDP","1994","Not Working","East Germany","10","","",""
"Grüne","1994","Full Time","West Germany","125","0.0751839440017636","0.063002407494495","0.0873654805090321"
"Grüne","1994","Full Time","East Germany","59","0.117694886006168","0.0906156232886762","0.144774148723661"
"Grüne","1994","Part Time","West Germany","95","0.124072959209214","0.100510983288671","0.147634935129757"
"Grüne","1994","Part Time","East Germany","18","","",""
"Grüne","1994","Not Working","West Germany","88","0.0496847059153305","0.038406668023113","0.060962743807548"
"Grüne","1994","Not Working","East Germany","34","0.0708229270327376","0.0467988222036936","0.0948470318617816"
"PDS/Linke","1994","Full Time","West Germany","5","","",""
"PDS/Linke","1994","Full Time","East Germany","79","0.141284363951843","0.112014522024695","0.170554205878991"
"PDS/Linke","1994","Part Time","West Germany","6","","",""
"PDS/Linke","1994","Part Time","East Germany","29","","",""
"PDS/Linke","1994","Not Working","West Germany","5","","",""
"PDS/Linke","1994","Not Working","East Germany","86","0.211523107257062","0.173277247364389","0.249768967149734"
"NPD Combination","1994","Full Time","West Germany","42","0.0195150657170462","0.0131248236486113","0.0259053077854811"
"NPD Combination","1994","Full Time","East Germany","14","","",""
"NPD Combination","1994","Part Time","West Germany","10","","",""
"NPD Combination","1994","Part Time","East Germany","6","","",""
"NPD Combination","1994","Not Working","West Germany","19","","",""
"NPD Combination","1994","Not Working","East Germany","2","","",""
"AfD","1994","Full Time","West Germany","","","",""
"AfD","1994","Full Time","East Germany","","","",""
"AfD","1994","Part Time","West Germany","","","",""
"AfD","1994","Part Time","East Germany","","","",""
"AfD","1994","Not Working","West Germany","","","",""
"AfD","1994","Not Working","East Germany","","","",""
"Other","1994","Full Time","West Germany","20","","",""
"Other","1994","Full Time","East Germany","14","","",""
"Other","1994","Part Time","West Germany","6","","",""
"Other","1994","Part Time","East Germany","4","","",""
"Other","1994","Not Working","West Germany","13","","",""
"Other","1994","Not Working","East Germany","8","","",""
"CDU/CSU","1995","Full Time","West Germany","706","0.387073396239777","0.365269307938245","0.408877484541309"
"CDU/CSU","1995","Full Time","East Germany","266","0.399470174818534","0.361874856730222","0.437065492906846"
"CDU/CSU","1995","Part Time","West Germany","333","0.372947240064826","0.341749511071419","0.404144969058232"
"CDU/CSU","1995","Part Time","East Germany","73","0.360184810089377","0.292978504035751","0.427391116143003"
"CDU/CSU","1995","Not Working","West Germany","691","0.447374477772378","0.423419257791316","0.471329697753439"
"CDU/CSU","1995","Not Working","East Germany","186","0.3424706372642","0.301245847782097","0.383695426746303"
"SPD","1995","Full Time","West Germany","920","0.461902680779224","0.439585327401751","0.484220034156697"
"SPD","1995","Full Time","East Germany","201","0.310739677919364","0.27521629738621","0.346263058452519"
"SPD","1995","Part Time","West Germany","408","0.413159746450325","0.381393478882052","0.444926014018598"
"SPD","1995","Part Time","East Germany","57","0.279018577705425","0.216227396522461","0.341809758888388"
"SPD","1995","Not Working","West Germany","749","0.438184026086905","0.414279815602838","0.462088236570972"
"SPD","1995","Not Working","East Germany","169","0.32870531884614","0.287896956314492","0.369513681377788"
"FDP","1995","Full Time","West Germany","51","0.0260206907053299","0.0188942724091095","0.0331471090015504"
"FDP","1995","Full Time","East Germany","21","","",""
"FDP","1995","Part Time","West Germany","20","","",""
"FDP","1995","Part Time","East Germany","4","","",""
"FDP","1995","Not Working","West Germany","43","0.0339902463543794","0.0252601908715726","0.0427203018371863"
"FDP","1995","Not Working","East Germany","7","","",""
"Grüne","1995","Full Time","West Germany","194","0.101339205127339","0.0878301902775667","0.114848219977111"
"Grüne","1995","Full Time","East Germany","46","0.0632181288851865","0.0445386674424864","0.0818975903278867"
"Grüne","1995","Part Time","West Germany","132","0.15151049397363","0.128379631031441","0.174641356915818"
"Grüne","1995","Part Time","East Germany","26","","",""
"Grüne","1995","Not Working","West Germany","144","0.0695098793705342","0.0572572797407419","0.0817624790003264"
"Grüne","1995","Not Working","East Germany","30","0.0564613818277433","0.0364099776436472","0.0765127860118393"
"PDS/Linke","1995","Full Time","West Germany","7","","",""
"PDS/Linke","1995","Full Time","East Germany","103","0.171020746920305","0.142119237606468","0.199922256234142"
"PDS/Linke","1995","Part Time","West Germany","11","","",""
"PDS/Linke","1995","Part Time","East Germany","31","0.130917957161662","0.083695339911918","0.178140574411406"
"PDS/Linke","1995","Not Working","West Germany","6","","",""
"PDS/Linke","1995","Not Working","East Germany","110","0.243882807328423","0.206577179847706","0.281188434809141"
"NPD Combination","1995","Full Time","West Germany","26","","",""
"NPD Combination","1995","Full Time","East Germany","8","","",""
"NPD Combination","1995","Part Time","West Germany","8","","",""
"NPD Combination","1995","Part Time","East Germany","4","","",""
"NPD Combination","1995","Not Working","West Germany","7","","",""
"NPD Combination","1995","Not Working","East Germany","3","","",""
"AfD","1995","Full Time","West Germany","","","",""
"AfD","1995","Full Time","East Germany","","","",""
"AfD","1995","Part Time","West Germany","","","",""
"AfD","1995","Part Time","East Germany","","","",""
"AfD","1995","Not Working","West Germany","","","",""
"AfD","1995","Not Working","East Germany","","","",""
"Other","1995","Full Time","West Germany","13","","",""
"Other","1995","Full Time","East Germany","7","","",""
"Other","1995","Part Time","West Germany","11","","",""
"Other","1995","Part Time","East Germany","1","","",""
"Other","1995","Not Working","West Germany","15","","",""
"Other","1995","Not Working","East Germany","4","","",""
"CDU/CSU","1996","Full Time","West Germany","739","0.426389786891835","0.403811173988376","0.448968399795295"
"CDU/CSU","1996","Full Time","East Germany","240","0.400114291316549","0.360682452119825","0.439546130513274"
"CDU/CSU","1996","Part Time","West Germany","308","0.35936738841929","0.327755509571903","0.390979267266677"
"CDU/CSU","1996","Part Time","East Germany","76","0.412094238836363","0.341734973522265","0.482453504150462"
"CDU/CSU","1996","Not Working","West Germany","678","0.481270764321501","0.455892270416482","0.506649258226519"
"CDU/CSU","1996","Not Working","East Germany","175","0.360752727827128","0.316772790555497","0.404732665098759"
"SPD","1996","Full Time","West Germany","812","0.399486510427814","0.377125168283311","0.421847852572316"
"SPD","1996","Full Time","East Germany","149","0.245703462489338","0.211053925172959","0.280352999805716"
"SPD","1996","Part Time","West Germany","396","0.422749861097559","0.390203666597763","0.455296055597356"
"SPD","1996","Part Time","East Germany","41","0.196581434621753","0.139773192838639","0.253389676404867"
"SPD","1996","Not Working","West Germany","611","0.396422254026358","0.37157683275746","0.421267675295255"
"SPD","1996","Not Working","East Germany","133","0.303529437676183","0.261421192485849","0.345637682866517"
"FDP","1996","Full Time","West Germany","40","0.0295618650689064","0.0218290919896677","0.0372946381481451"
"FDP","1996","Full Time","East Germany","13","","",""
"FDP","1996","Part Time","West Germany","15","","",""
"FDP","1996","Part Time","East Germany","3","","",""
"FDP","1996","Not Working","West Germany","41","0.0309602499919514","0.0221624564203703","0.0397580435635326"
"FDP","1996","Not Working","East Germany","5","","",""
"Grüne","1996","Full Time","West Germany","188","0.104070364676532","0.09012962194038","0.118011107412685"
"Grüne","1996","Full Time","East Germany","69","0.114010069733887","0.0884297043846251","0.139590435083148"
"Grüne","1996","Part Time","West Germany","139","0.16763312551524","0.143023003262379","0.1922432477681"
"Grüne","1996","Part Time","East Germany","19","","",""
"Grüne","1996","Not Working","West Germany","131","0.0724795555135849","0.0593100263493141","0.0856490846778557"
"Grüne","1996","Not Working","East Germany","30","0.0539932618931843","0.0332950775988674","0.0746914461875013"
"PDS/Linke","1996","Full Time","West Germany","13","","",""
"PDS/Linke","1996","Full Time","East Germany","102","0.178753060973671","0.147915191209726","0.209590930737616"
"PDS/Linke","1996","Part Time","West Germany","9","","",""
"PDS/Linke","1996","Part Time","East Germany","43","0.211758355630475","0.153357510460803","0.270159200800147"
"PDS/Linke","1996","Not Working","West Germany","5","","",""
"PDS/Linke","1996","Not Working","East Germany","108","0.253518794824966","0.213677827754261","0.293359761895671"
"NPD Combination","1996","Full Time","West Germany","33","0.021940221982106","0.0152523395232979","0.0286281044409141"
"NPD Combination","1996","Full Time","East Germany","15","","",""
"NPD Combination","1996","Part Time","West Germany","11","","",""
"NPD Combination","1996","Part Time","East Germany","3","","",""
"NPD Combination","1996","Not Working","West Germany","9","","",""
"NPD Combination","1996","Not Working","East Germany","5","","",""
"AfD","1996","Full Time","West Germany","","","",""
"AfD","1996","Full Time","East Germany","","","",""
"AfD","1996","Part Time","West Germany","","","",""
"AfD","1996","Part Time","East Germany","","","",""
"AfD","1996","Not Working","West Germany","","","",""
"AfD","1996","Not Working","East Germany","","","",""
"Other","1996","Full Time","West Germany","18","","",""
"Other","1996","Full Time","East Germany","5","","",""
"Other","1996","Part Time","West Germany","7","","",""
"Other","1996","Part Time","East Germany","3","","",""
"Other","1996","Not Working","West Germany","14","","",""
"Other","1996","Not Working","East Germany","2","","",""
"CDU/CSU","1997","Full Time","West Germany","605","0.374856981565309","0.351804701745703","0.397909261384914"
"CDU/CSU","1997","Full Time","East Germany","197","0.4074601303559","0.364477045503588","0.450443215208212"
"CDU/CSU","1997","Part Time","West Germany","273","0.367666099964665","0.333631478176061","0.401700721753269"
"CDU/CSU","1997","Part Time","East Germany","63","0.315806447404263","0.248642043558946","0.38297085124958"
"CDU/CSU","1997","Not Working","West Germany","659","0.461955185485814","0.436640991424049","0.487269379547579"
"CDU/CSU","1997","Not Working","East Germany","152","0.328094368691592","0.284073267608283","0.372115469774902"
"SPD","1997","Full Time","West Germany","803","0.451672354155221","0.427973725597404","0.475370982713037"
"SPD","1997","Full Time","East Germany","147","0.287047022433393","0.247473637532466","0.326620407334319"
"SPD","1997","Part Time","West Germany","347","0.420537926012804","0.385693285003666","0.455382567021942"
"SPD","1997","Part Time","East Germany","59","0.291657001465579","0.2259824393909","0.357331563540257"
"SPD","1997","Not Working","West Germany","649","0.432488944195809","0.407333637012355","0.457644251379263"
"SPD","1997","Not Working","East Germany","138","0.338890286108207","0.294511675434922","0.383268896781493"
"FDP","1997","Full Time","West Germany","40","0.0269520361425818","0.0192402619900556","0.0346638102951081"
"FDP","1997","Full Time","East Germany","15","","",""
"FDP","1997","Part Time","West Germany","16","","",""
"FDP","1997","Part Time","East Germany","2","","",""
"FDP","1997","Not Working","West Germany","29","","",""
"FDP","1997","Not Working","East Germany","6","","",""
"Grüne","1997","Full Time","West Germany","185","0.112152393923744","0.0971256503247491","0.127179137522739"
"Grüne","1997","Full Time","East Germany","45","0.0884043605543657","0.0635710742494987","0.113237646859233"
"Grüne","1997","Part Time","West Germany","116","0.157484850608391","0.131773247666885","0.183196453549897"
"Grüne","1997","Part Time","East Germany","17","","",""
"Grüne","1997","Not Working","West Germany","109","0.0582784955846236","0.0463833334270854","0.0701736577421617"
"Grüne","1997","Not Working","East Germany","18","","",""
"PDS/Linke","1997","Full Time","West Germany","12","","",""
"PDS/Linke","1997","Full Time","East Germany","79","0.142666095706333","0.112072422740787","0.173259768671878"
"PDS/Linke","1997","Part Time","West Germany","4","","",""
"PDS/Linke","1997","Part Time","East Germany","29","","",""
"PDS/Linke","1997","Not Working","West Germany","5","","",""
"PDS/Linke","1997","Not Working","East Germany","112","0.260222812675507","0.219086010967414","0.301359614383601"
"NPD Combination","1997","Full Time","West Germany","38","0.0215476284451514","0.0146331253997958","0.028462131490507"
"NPD Combination","1997","Full Time","East Germany","15","","",""
"NPD Combination","1997","Part Time","West Germany","6","","",""
"NPD Combination","1997","Part Time","East Germany","10","","",""
"NPD Combination","1997","Not Working","West Germany","22","","",""
"NPD Combination","1997","Not Working","East Germany","8","","",""
"AfD","1997","Full Time","West Germany","","","",""
"AfD","1997","Full Time","East Germany","","","",""
"AfD","1997","Part Time","West Germany","","","",""
"AfD","1997","Part Time","East Germany","","","",""
"AfD","1997","Not Working","West Germany","","","",""
"AfD","1997","Not Working","East Germany","","","",""
"Other","1997","Full Time","West Germany","11","","",""
"Other","1997","Full Time","East Germany","4","","",""
"Other","1997","Part Time","West Germany","9","","",""
"Other","1997","Part Time","East Germany","4","","",""
"Other","1997","Not Working","West Germany","17","","",""
"Other","1997","Not Working","East Germany","3","","",""
"CDU/CSU","1998","Full Time","West Germany","645","0.340499614826167","0.319396375707615","0.361602853944719"
"CDU/CSU","1998","Full Time","East Germany","157","0.322065667904833","0.281190244686394","0.362941091123272"
"CDU/CSU","1998","Part Time","West Germany","280","0.314348501614621","0.284283739893575","0.344413263335667"
"CDU/CSU","1998","Part Time","East Germany","56","0.259806281533906","0.199629282173246","0.319983280894565"
"CDU/CSU","1998","Not Working","West Germany","749","0.436189306200774","0.413273419266343","0.459105193135206"
"CDU/CSU","1998","Not Working","East Germany","148","0.292066392274166","0.251846175863482","0.332286608684849"
"SPD","1998","Full Time","West Germany","963","0.475429214562329","0.453189548428893","0.497668880695765"
"SPD","1998","Full Time","East Germany","163","0.295940834514754","0.256010471563507","0.335871197466002"
"SPD","1998","Part Time","West Germany","447","0.449537043170596","0.417322858362241","0.481751227978952"
"SPD","1998","Part Time","East Germany","59","0.300232089209913","0.237333837656816","0.36313034076301"
"SPD","1998","Not Working","West Germany","838","0.453844916096045","0.430838750730271","0.476851081461818"
"SPD","1998","Not Working","East Germany","188","0.396254430159965","0.35299095625595","0.43951790406398"
"FDP","1998","Full Time","West Germany","48","0.0326349212448815","0.0247223111104209","0.040547531379342"
"FDP","1998","Full Time","East Germany","15","","",""
"FDP","1998","Part Time","West Germany","29","","",""
"FDP","1998","Part Time","East Germany","4","","",""
"FDP","1998","Not Working","West Germany","41","0.0275762077009598","0.0200091408947132","0.0351432745072064"
"FDP","1998","Not Working","East Germany","3","","",""
"Grüne","1998","Full Time","West Germany","214","0.117329167765252","0.1029978652483","0.131660470282204"
"Grüne","1998","Full Time","East Germany","49","0.120008641142185","0.0915809429932255","0.148436339291145"
"Grüne","1998","Part Time","West Germany","127","0.147823245398668","0.124838665923328","0.170807824874007"
"Grüne","1998","Part Time","East Germany","37","0.206129059994079","0.150618249158173","0.261639870829985"
"Grüne","1998","Not Working","West Germany","121","0.0516905228130506","0.0414596421917812","0.0619214034343199"
"Grüne","1998","Not Working","East Germany","21","","",""
"PDS/Linke","1998","Full Time","West Germany","13","","",""
"PDS/Linke","1998","Full Time","East Germany","87","0.16779830384514","0.135109102206802","0.200487505483478"
"PDS/Linke","1998","Part Time","West Germany","7","","",""
"PDS/Linke","1998","Part Time","East Germany","36","0.155750475176019","0.105990161439435","0.205510788912602"
"PDS/Linke","1998","Not Working","West Germany","10","","",""
"PDS/Linke","1998","Not Working","East Germany","117","0.233556473470141","0.196133061564929","0.270979885375353"
"NPD Combination","1998","Full Time","West Germany","25","","",""
"NPD Combination","1998","Full Time","East Germany","19","","",""
"NPD Combination","1998","Part Time","West Germany","15","","",""
"NPD Combination","1998","Part Time","East Germany","8","","",""
"NPD Combination","1998","Not Working","West Germany","24","","",""
"NPD Combination","1998","Not Working","East Germany","6","","",""
"AfD","1998","Full Time","West Germany","","","",""
"AfD","1998","Full Time","East Germany","","","",""
"AfD","1998","Part Time","West Germany","","","",""
"AfD","1998","Part Time","East Germany","","","",""
"AfD","1998","Not Working","West Germany","","","",""
"AfD","1998","Not Working","East Germany","","","",""
"Other","1998","Full Time","West Germany","29","","",""
"Other","1998","Full Time","East Germany","12","","",""
"Other","1998","Part Time","West Germany","11","","",""
"Other","1998","Part Time","East Germany","4","","",""
"Other","1998","Not Working","West Germany","16","","",""
"Other","1998","Not Working","East Germany","8","","",""
"CDU/CSU","1999","Full Time","West Germany","804","0.395431578388417","0.374444428463687","0.416418728313148"
"CDU/CSU","1999","Full Time","East Germany","210","0.349278883357596","0.31178279999481","0.386774966720382"
"CDU/CSU","1999","Part Time","West Germany","360","0.380029340748338","0.350064501141665","0.409994180355011"
"CDU/CSU","1999","Part Time","East Germany","74","0.273241865049475","0.216863686391024","0.329620043707926"
"CDU/CSU","1999","Not Working","West Germany","785","0.481396362596147","0.457865203038805","0.504927522153488"
"CDU/CSU","1999","Not Working","East Germany","179","0.28732829687155","0.250721393121143","0.323935200621957"
"SPD","1999","Full Time","West Germany","970","0.460121451376314","0.43872807470978","0.481514828042848"
"SPD","1999","Full Time","East Germany","212","0.328560712409247","0.291619301257991","0.365502123560502"
"SPD","1999","Part Time","West Germany","475","0.432946678894004","0.402358967739284","0.463534390048723"
"SPD","1999","Part Time","East Germany","90","0.379604456936966","0.318208120653442","0.44100079322049"
"SPD","1999","Not Working","West Germany","773","0.426731445815519","0.403438172065529","0.450024719565509"
"SPD","1999","Not Working","East Germany","242","0.439568633498419","0.399416964283575","0.479720302713264"
"FDP","1999","Full Time","West Germany","64","0.0367555745268605","0.0286790424673499","0.0448321065863711"
"FDP","1999","Full Time","East Germany","13","","",""
"FDP","1999","Part Time","West Germany","26","","",""
"FDP","1999","Part Time","East Germany","5","","",""
"FDP","1999","Not Working","West Germany","33","0.021438340042058","0.0146170923035099","0.0282595877806062"
"FDP","1999","Not Working","East Germany","6","","",""
"Grüne","1999","Full Time","West Germany","179","0.0800669600788845","0.0684176598052679","0.0917162603525011"
"Grüne","1999","Full Time","East Germany","37","0.0592737189907472","0.0407014477432226","0.0778459902382718"
"Grüne","1999","Part Time","West Germany","113","0.120919859885332","0.100792775058235","0.14104694471243"
"Grüne","1999","Part Time","East Germany","19","","",""
"Grüne","1999","Not Working","West Germany","104","0.0492056556531817","0.0390191564964897","0.0593921548098738"
"Grüne","1999","Not Working","East Germany","24","","",""
"PDS/Linke","1999","Full Time","West Germany","21","","",""
"PDS/Linke","1999","Full Time","East Germany","116","0.185881698467946","0.155285718638911","0.216477678296981"
"PDS/Linke","1999","Part Time","West Germany","11","","",""
"PDS/Linke","1999","Part Time","East Germany","40","0.165770556061525","0.118722798945589","0.212818313177461"
"PDS/Linke","1999","Not Working","West Germany","11","","",""
"PDS/Linke","1999","Not Working","East Germany","124","0.209241045304128","0.176335087217164","0.242147003391092"
"NPD Combination","1999","Full Time","West Germany","31","0.0114808553979758","0.00690813415503922","0.0160535766409124"
"NPD Combination","1999","Full Time","East Germany","20","","",""
"NPD Combination","1999","Part Time","West Germany","8","","",""
"NPD Combination","1999","Part Time","East Germany","7","","",""
"NPD Combination","1999","Not Working","West Germany","13","","",""
"NPD Combination","1999","Not Working","East Germany","2","","",""
"AfD","1999","Full Time","West Germany","","","",""
"AfD","1999","Full Time","East Germany","","","",""
"AfD","1999","Part Time","West Germany","","","",""
"AfD","1999","Part Time","East Germany","","","",""
"AfD","1999","Not Working","West Germany","","","",""
"AfD","1999","Not Working","East Germany","","","",""
"Other","1999","Full Time","West Germany","16","","",""
"Other","1999","Full Time","East Germany","13","","",""
"Other","1999","Part Time","West Germany","15","","",""
"Other","1999","Part Time","East Germany","5","","",""
"Other","1999","Not Working","West Germany","13","","",""
"Other","1999","Not Working","East Germany","10","","",""
"CDU/CSU","2000","Full Time","West Germany","1384","0.383903739762535","0.367921353734795","0.399886125790275"
"CDU/CSU","2000","Full Time","East Germany","336","0.371128036892668","0.339825427443595","0.402430646341741"
"CDU/CSU","2000","Part Time","West Germany","580","0.334987900407625","0.312823634608607","0.357152166206644"
"CDU/CSU","2000","Part Time","East Germany","118","0.302728684431774","0.255465555992681","0.349991812870866"
"CDU/CSU","2000","Not Working","West Germany","1483","0.469121929858129","0.451927645889844","0.486316213826415"
"CDU/CSU","2000","Not Working","East Germany","281","0.311299671433717","0.28058503030229","0.342014312565145"
"SPD","2000","Full Time","West Germany","1619","0.457888422428464","0.441515344422165","0.474261500434764"
"SPD","2000","Full Time","East Germany","267","0.291198712756515","0.261761646984984","0.320635778528045"
"SPD","2000","Part Time","West Germany","845","0.474177289644775","0.450728843948405","0.497625735341145"
"SPD","2000","Part Time","East Germany","110","0.307026235329996","0.259575721605228","0.354476749054765"
"SPD","2000","Not Working","West Germany","1433","0.430710672808339","0.413649724298829","0.447771621317849"
"SPD","2000","Not Working","East Germany","334","0.392596096474907","0.360202978921549","0.424989214028265"
"FDP","2000","Full Time","West Germany","119","0.0353246682693122","0.0292582019463506","0.0413911345922739"
"FDP","2000","Full Time","East Germany","26","","",""
"FDP","2000","Part Time","West Germany","45","0.0302502441387029","0.0222072399075508","0.038293248369855"
"FDP","2000","Part Time","East Germany","7","","",""
"FDP","2000","Not Working","West Germany","88","0.0335883491768607","0.0273808132357755","0.0397958851179459"
"FDP","2000","Not Working","East Germany","7","","",""
"Grüne","2000","Full Time","West Germany","323","0.0933979021417546","0.0838351460455577","0.102960658237952"
"Grüne","2000","Full Time","East Germany","50","0.0532457927941634","0.038697942785648","0.0677936428026787"
"Grüne","2000","Part Time","West Germany","220","0.130782777865738","0.114949768968777","0.1466157867627"
"Grüne","2000","Part Time","East Germany","23","","",""
"Grüne","2000","Not Working","West Germany","168","0.0473767215362879","0.0400571285622569","0.054696314510319"
"Grüne","2000","Not Working","East Germany","28","","",""
"PDS/Linke","2000","Full Time","West Germany","36","0.00911279666210123","0.00598999711128728","0.0122355962129152"
"PDS/Linke","2000","Full Time","East Germany","199","0.218195776598413","0.191434321712063","0.244957231484763"
"PDS/Linke","2000","Part Time","West Germany","19","","",""
"PDS/Linke","2000","Part Time","East Germany","85","0.243896145583874","0.199719984491794","0.288072306675955"
"PDS/Linke","2000","Not Working","West Germany","15","","",""
"PDS/Linke","2000","Not Working","East Germany","204","0.235484910957334","0.207338984924383","0.263630836990284"
"NPD Combination","2000","Full Time","West Germany","40","0.00993784189922555","0.00667809837871104","0.01319758541974"
"NPD Combination","2000","Full Time","East Germany","26","","",""
"NPD Combination","2000","Part Time","West Germany","15","","",""
"NPD Combination","2000","Part Time","East Germany","12","","",""
"NPD Combination","2000","Not Working","West Germany","21","","",""
"NPD Combination","2000","Not Working","East Germany","10","","",""
"AfD","2000","Full Time","West Germany","","","",""
"AfD","2000","Full Time","East Germany","","","",""
"AfD","2000","Part Time","West Germany","","","",""
"AfD","2000","Part Time","East Germany","","","",""
"AfD","2000","Not Working","West Germany","","","",""
"AfD","2000","Not Working","East Germany","","","",""
"Other","2000","Full Time","West Germany","36","0.010434628836607","0.00709524065475429","0.0137740170184598"
"Other","2000","Full Time","East Germany","11","","",""
"Other","2000","Part Time","West Germany","18","","",""
"Other","2000","Part Time","East Germany","8","","",""
"Other","2000","Not Working","West Germany","28","","",""
"Other","2000","Not Working","East Germany","9","","",""
"CDU/CSU","2001","Full Time","West Germany","1165","0.369149987993431","0.352192458830827","0.386107517156036"
"CDU/CSU","2001","Full Time","East Germany","264","0.355500359890844","0.321243399835473","0.389757319946214"
"CDU/CSU","2001","Part Time","West Germany","512","0.32251543355481","0.299611342908927","0.345419524200692"
"CDU/CSU","2001","Part Time","East Germany","103","0.323502723730731","0.270209225031338","0.376796222430124"
"CDU/CSU","2001","Not Working","West Germany","1245","0.464515026685142","0.446018671732603","0.483011381637682"
"CDU/CSU","2001","Not Working","East Germany","244","0.314721909941122","0.281855874332739","0.347587945549505"
"SPD","2001","Full Time","West Germany","1436","0.466272092877149","0.448742260929309","0.483801924824989"
"SPD","2001","Full Time","East Germany","245","0.316856140124224","0.283559178341081","0.350153101907368"
"SPD","2001","Part Time","West Germany","757","0.461170516905767","0.43674495617475","0.485596077636784"
"SPD","2001","Part Time","East Germany","81","0.26600598824626","0.215668191759059","0.316343784733461"
"SPD","2001","Not Working","West Germany","1275","0.439743435174507","0.421335470062082","0.458151400286931"
"SPD","2001","Not Working","East Germany","284","0.372259475858141","0.338048664623886","0.406470287092395"
"FDP","2001","Full Time","West Germany","131","0.0456256120481045","0.0382929473719736","0.0529582767242354"
"FDP","2001","Full Time","East Germany","30","0.035273455629907","0.0220713386200699","0.048475572639744"
"FDP","2001","Part Time","West Germany","54","0.0395779841540432","0.030024847542617","0.0491311207654695"
"FDP","2001","Part Time","East Germany","13","","",""
"FDP","2001","Not Working","West Germany","85","0.0351112785726482","0.028285148486334","0.0419374086589623"
"FDP","2001","Not Working","East Germany","13","","",""
"Grüne","2001","Full Time","West Germany","285","0.0902923943073213","0.0802213482281748","0.100363440386468"
"Grüne","2001","Full Time","East Germany","39","0.0645901625987581","0.0469987135530618","0.0821816116444544"
