"party","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"AfD","1984","35-65 y.","Not Working","","","","","7"
"AfD","1984","16-34 y.","Full Time","","","","","7"
"AfD","1984","16-34 y.","Part Time","","","","","7"
"AfD","1984","16-34 y.","Not Working","","","","","7"
"AfD","1984","66 and older","Part Time","","","","","7"
"AfD","1984","35-65 y.","Full Time","","","","","7"
"AfD","1984","66 and older","Not Working","","","","","7"
"AfD","1984","35-65 y.","Part Time","","","","","7"
"AfD","1984","66 and older","Full Time","","","","","7"
"CDU/CSU","1984","35-65 y.","Full Time","828","0.473904858092254","0.451799488453187","0.496010227731322","2"
"CDU/CSU","1984","66 and older","Full Time","12","","","","2"
"CDU/CSU","1984","66 and older","Part Time","23","","","","2"
"CDU/CSU","1984","16-34 y.","Part Time","137","0.361289414587266","0.315672808837682","0.40690602033685","2"
"CDU/CSU","1984","16-34 y.","Not Working","181","0.323469602379285","0.28725535440447","0.359683850354101","2"
"CDU/CSU","1984","35-65 y.","Not Working","486","0.498456564209909","0.468256919015468","0.52865620940435","2"
"CDU/CSU","1984","16-34 y.","Full Time","339","0.3806350402865","0.350997206566127","0.410272874006872","2"
"CDU/CSU","1984","35-65 y.","Part Time","221","0.434529962055799","0.392913562658183","0.476146361453415","2"
"CDU/CSU","1984","66 and older","Not Working","383","0.516639118075678","0.480511958715546","0.55276627743581","2"
"FDP","1984","35-65 y.","Full Time","66","0.0386866278008029","0.030149083215158","0.0472241723864478","3"
"FDP","1984","16-34 y.","Full Time","21","","","","3"
"FDP","1984","16-34 y.","Part Time","6","","","","3"
"FDP","1984","35-65 y.","Part Time","12","","","","3"
"FDP","1984","66 and older","Not Working","27","","","","3"
"FDP","1984","66 and older","Part Time","3","","","","3"
"FDP","1984","16-34 y.","Not Working","11","","","","3"
"FDP","1984","35-65 y.","Not Working","34","0.0318705264717764","0.0212610184571303","0.0424800344864225","3"
"FDP","1984","66 and older","Full Time","1","","","","3"
