"party","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"SPD","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"SPD","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"SPD","1984","secondary school degree","(3a) lower tertiary education","","","",""
"SPD","1984","secondary school degree","(3b) higher tertiary education","","","",""
"SPD","1984","college entrance qualification","(0) in school","","","",""
"SPD","1984","college entrance qualification","(1a) inadequately completed","","","",""
"SPD","1984","college entrance qualification","(1b) general elementary school","","","",""
"SPD","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"SPD","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"SPD","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"SPD","1984","college entrance qualification","(2c_gen) general maturity certificate","49","0.26137701943924","0.198735497995504","0.324018540882977"
"SPD","1984","college entrance qualification","(2c_voc) vocational maturity certificate","72","0.317295235588939","0.256749521639317","0.37784094953856"
"SPD","1984","college entrance qualification","(3a) lower tertiary education","41","0.306596186894655","0.225112246443523","0.388080127345787"
"SPD","1984","college entrance qualification","(3b) higher tertiary education","100","0.326866828813728","0.27269321989261","0.381040437734847"
"SPD","1984","Other degree","(0) in school","","","",""
"SPD","1984","Other degree","(1a) inadequately completed","","","",""
"SPD","1984","Other degree","(1b) general elementary school","154","0.765577827762425","0.707301243517664","0.823854412007186"
"SPD","1984","Other degree","(1c) basic vocational qualification","121","0.654158016538293","0.580687119289725","0.727628913786861"
"SPD","1984","Other degree","(2b) intermediate general qualification","","","",""
"SPD","1984","Other degree","(2a) intermediate vocational","","","",""
"SPD","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"SPD","1984","Other degree","(2c_voc) vocational maturity certificate","40","0.807543309335935","0.701408077054139","0.91367854161773"
"SPD","1984","Other degree","(3a) lower tertiary education","","","",""
"SPD","1984","Other degree","(3b) higher tertiary education","","","",""
"SPD","1984","no degree/no degree yet","(0) in school","32","0.36273604809237","0.253925125124377","0.471546971060362"
"SPD","1984","no degree/no degree yet","(1a) inadequately completed","243","0.716487422679678","0.665143069623496","0.76783177573586"
"SPD","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"SPD","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"SPD","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"SPD","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"SPD","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"SPD","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"SPD","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"SPD","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"FDP","1984","lower secondary degree","(0) in school","","","",""
"FDP","1984","lower secondary degree","(1a) inadequately completed","","","",""
"FDP","1984","lower secondary degree","(1b) general elementary school","","","",""
"FDP","1984","lower secondary degree","(1c) basic vocational qualification","47","0.0219645620324144","0.0159824160194577","0.0279467080453712"
"FDP","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"FDP","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"FDP","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"FDP","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","lower secondary degree","(3a) lower tertiary education","","","",""
"FDP","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"FDP","1984","secondary school degree","(0) in school","","","",""
"FDP","1984","secondary school degree","(1a) inadequately completed","","","",""
"FDP","1984","secondary school degree","(1b) general elementary school","","","",""
"FDP","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"FDP","1984","secondary school degree","(2b) intermediate general qualification","","","",""
"FDP","1984","secondary school degree","(2a) intermediate vocational","32","0.0413137179851644","0.0279972256354672","0.0546302103348615"
"FDP","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"FDP","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","secondary school degree","(3a) lower tertiary education","","","",""
"FDP","1984","secondary school degree","(3b) higher tertiary education","","","",""
"FDP","1984","college entrance qualification","(0) in school","","","",""
"FDP","1984","college entrance qualification","(1a) inadequately completed","","","",""
"FDP","1984","college entrance qualification","(1b) general elementary school","","","",""
"FDP","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"FDP","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"FDP","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"FDP","1984","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"FDP","1984","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","college entrance qualification","(3a) lower tertiary education","","","",""
"FDP","1984","college entrance qualification","(3b) higher tertiary education","","","",""
"FDP","1984","Other degree","(0) in school","","","",""
"FDP","1984","Other degree","(1a) inadequately completed","","","",""
"FDP","1984","Other degree","(1b) general elementary school","","","",""
"FDP","1984","Other degree","(1c) basic vocational qualification","","","",""
"FDP","1984","Other degree","(2b) intermediate general qualification","","","",""
"FDP","1984","Other degree","(2a) intermediate vocational","","","",""
"FDP","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"FDP","1984","Other degree","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","Other degree","(3a) lower tertiary education","","","",""
"FDP","1984","Other degree","(3b) higher tertiary education","","","",""
"FDP","1984","no degree/no degree yet","(0) in school","","","",""
"FDP","1984","no degree/no degree yet","(1a) inadequately completed","","","",""
"FDP","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"FDP","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"FDP","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"FDP","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"FDP","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"FDP","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"FDP","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Grüne","1984","lower secondary degree","(0) in school","","","",""
"Grüne","1984","lower secondary degree","(1a) inadequately completed","","","",""
"Grüne","1984","lower secondary degree","(1b) general elementary school","31","0.0174741334112488","0.0102248338224528","0.0247234330000448"
"Grüne","1984","lower secondary degree","(1c) basic vocational qualification","56","0.020370738577369","0.0146050298120861","0.026136447342652"
"Grüne","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"Grüne","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"Grüne","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Grüne","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1984","lower secondary degree","(3a) lower tertiary education","","","",""
"Grüne","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"Grüne","1984","secondary school degree","(0) in school","","","",""
"Grüne","1984","secondary school degree","(1a) inadequately completed","","","",""
"Grüne","1984","secondary school degree","(1b) general elementary school","","","",""
"Grüne","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"Grüne","1984","secondary school degree","(2b) intermediate general qualification","49","0.18289397786391","0.133677239808143","0.232110715919677"
"Grüne","1984","secondary school degree","(2a) intermediate vocational","55","0.0580547142692517","0.0424075359652494","0.073701892573254"
"Grüne","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Grüne","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1984","secondary school degree","(3a) lower tertiary education","","","",""
"Grüne","1984","secondary school degree","(3b) higher tertiary education","","","",""
"Grüne","1984","college entrance qualification","(0) in school","","","",""
"Grüne","1984","college entrance qualification","(1a) inadequately completed","","","",""
"Grüne","1984","college entrance qualification","(1b) general elementary school","","","",""
"Grüne","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"Grüne","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"Grüne","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"Grüne","1984","college entrance qualification","(2c_gen) general maturity certificate","74","0.363298047101335","0.294730784497117","0.431865309705553"
"Grüne","1984","college entrance qualification","(2c_voc) vocational maturity certificate","37","0.136924994174572","0.0922050968331006","0.181644891516044"
"Grüne","1984","college entrance qualification","(3a) lower tertiary education","","","",""
"Grüne","1984","college entrance qualification","(3b) higher tertiary education","39","0.128920120957011","0.0902174274811258","0.167622814432897"
"Grüne","1984","Other degree","(0) in school","","","",""
"Grüne","1984","Other degree","(1a) inadequately completed","","","",""
"Grüne","1984","Other degree","(1b) general elementary school","","","",""
"Grüne","1984","Other degree","(1c) basic vocational qualification","","","",""
"Grüne","1984","Other degree","(2b) intermediate general qualification","","","",""
"Grüne","1984","Other degree","(2a) intermediate vocational","","","",""
"Grüne","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"Grüne","1984","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1984","Other degree","(3a) lower tertiary education","","","",""
"Grüne","1984","Other degree","(3b) higher tertiary education","","","",""
"Grüne","1984","no degree/no degree yet","(0) in school","","","",""
"Grüne","1984","no degree/no degree yet","(1a) inadequately completed","","","",""
"Grüne","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"Grüne","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Grüne","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Grüne","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Grüne","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Grüne","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Grüne","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","lower secondary degree","(0) in school","","","",""
"PDS/Linke","1984","lower secondary degree","(1a) inadequately completed","","","",""
"PDS/Linke","1984","lower secondary degree","(1b) general elementary school","","","",""
"PDS/Linke","1984","lower secondary degree","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","lower secondary degree","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","secondary school degree","(0) in school","","","",""
"PDS/Linke","1984","secondary school degree","(1a) inadequately completed","","","",""
"PDS/Linke","1984","secondary school degree","(1b) general elementary school","","","",""
"PDS/Linke","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","secondary school degree","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","secondary school degree","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","secondary school degree","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","secondary school degree","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","college entrance qualification","(0) in school","","","",""
"PDS/Linke","1984","college entrance qualification","(1a) inadequately completed","","","",""
"PDS/Linke","1984","college entrance qualification","(1b) general elementary school","","","",""
"PDS/Linke","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","college entrance qualification","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","college entrance qualification","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","Other degree","(0) in school","","","",""
"PDS/Linke","1984","Other degree","(1a) inadequately completed","","","",""
"PDS/Linke","1984","Other degree","(1b) general elementary school","","","",""
"PDS/Linke","1984","Other degree","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","Other degree","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","Other degree","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","Other degree","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","Other degree","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","Other degree","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","no degree/no degree yet","(0) in school","","","",""
"PDS/Linke","1984","no degree/no degree yet","(1a) inadequately completed","","","",""
"PDS/Linke","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"PDS/Linke","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"NPD Combination","1984","lower secondary degree","(0) in school","","","",""
"NPD Combination","1984","lower secondary degree","(1a) inadequately completed","","","",""
"NPD Combination","1984","lower secondary degree","(1b) general elementary school","","","",""
"NPD Combination","1984","lower secondary degree","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"NPD Combination","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","lower secondary degree","(3a) lower tertiary education","","","",""
"NPD Combination","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"NPD Combination","1984","secondary school degree","(0) in school","","","",""
"NPD Combination","1984","secondary school degree","(1a) inadequately completed","","","",""
"NPD Combination","1984","secondary school degree","(1b) general elementary school","","","",""
"NPD Combination","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","secondary school degree","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","secondary school degree","(2a) intermediate vocational","","","",""
"NPD Combination","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","secondary school degree","(3a) lower tertiary education","","","",""
"NPD Combination","1984","secondary school degree","(3b) higher tertiary education","","","",""
"NPD Combination","1984","college entrance qualification","(0) in school","","","",""
"NPD Combination","1984","college entrance qualification","(1a) inadequately completed","","","",""
"NPD Combination","1984","college entrance qualification","(1b) general elementary school","","","",""
"NPD Combination","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"NPD Combination","1984","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","college entrance qualification","(3a) lower tertiary education","","","",""
"NPD Combination","1984","college entrance qualification","(3b) higher tertiary education","","","",""
"NPD Combination","1984","Other degree","(0) in school","","","",""
"NPD Combination","1984","Other degree","(1a) inadequately completed","","","",""
"NPD Combination","1984","Other degree","(1b) general elementary school","","","",""
"NPD Combination","1984","Other degree","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","Other degree","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","Other degree","(2a) intermediate vocational","","","",""
"NPD Combination","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","Other degree","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","Other degree","(3a) lower tertiary education","","","",""
"NPD Combination","1984","Other degree","(3b) higher tertiary education","","","",""
"NPD Combination","1984","no degree/no degree yet","(0) in school","","","",""
"NPD Combination","1984","no degree/no degree yet","(1a) inadequately completed","","","",""
"NPD Combination","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"NPD Combination","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"NPD Combination","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"NPD Combination","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"AfD","1984","lower secondary degree","(0) in school","","","",""
"AfD","1984","lower secondary degree","(1a) inadequately completed","","","",""
"AfD","1984","lower secondary degree","(1b) general elementary school","","","",""
"AfD","1984","lower secondary degree","(1c) basic vocational qualification","","","",""
"AfD","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"AfD","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"AfD","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"AfD","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","lower secondary degree","(3a) lower tertiary education","","","",""
"AfD","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"AfD","1984","secondary school degree","(0) in school","","","",""
"AfD","1984","secondary school degree","(1a) inadequately completed","","","",""
"AfD","1984","secondary school degree","(1b) general elementary school","","","",""
"AfD","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"AfD","1984","secondary school degree","(2b) intermediate general qualification","","","",""
"AfD","1984","secondary school degree","(2a) intermediate vocational","","","",""
"AfD","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"AfD","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","secondary school degree","(3a) lower tertiary education","","","",""
"AfD","1984","secondary school degree","(3b) higher tertiary education","","","",""
"AfD","1984","college entrance qualification","(0) in school","","","",""
"AfD","1984","college entrance qualification","(1a) inadequately completed","","","",""
"AfD","1984","college entrance qualification","(1b) general elementary school","","","",""
"AfD","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"AfD","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"AfD","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"AfD","1984","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"AfD","1984","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","college entrance qualification","(3a) lower tertiary education","","","",""
"AfD","1984","college entrance qualification","(3b) higher tertiary education","","","",""
"AfD","1984","Other degree","(0) in school","","","",""
"AfD","1984","Other degree","(1a) inadequately completed","","","",""
"AfD","1984","Other degree","(1b) general elementary school","","","",""
"AfD","1984","Other degree","(1c) basic vocational qualification","","","",""
"AfD","1984","Other degree","(2b) intermediate general qualification","","","",""
"AfD","1984","Other degree","(2a) intermediate vocational","","","",""
"AfD","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"AfD","1984","Other degree","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","Other degree","(3a) lower tertiary education","","","",""
"AfD","1984","Other degree","(3b) higher tertiary education","","","",""
"AfD","1984","no degree/no degree yet","(0) in school","","","",""
"AfD","1984","no degree/no degree yet","(1a) inadequately completed","","","",""
"AfD","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"AfD","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"AfD","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"AfD","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"AfD","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"AfD","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"AfD","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Other","1984","lower secondary degree","(0) in school","","","",""
"Other","1984","lower secondary degree","(1a) inadequately completed","","","",""
"Other","1984","lower secondary degree","(1b) general elementary school","","","",""
"Other","1984","lower secondary degree","(1c) basic vocational qualification","","","",""
"Other","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"Other","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"Other","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Other","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","lower secondary degree","(3a) lower tertiary education","","","",""
"Other","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"Other","1984","secondary school degree","(0) in school","","","",""
"Other","1984","secondary school degree","(1a) inadequately completed","","","",""
"Other","1984","secondary school degree","(1b) general elementary school","","","",""
"Other","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"Other","1984","secondary school degree","(2b) intermediate general qualification","","","",""
"Other","1984","secondary school degree","(2a) intermediate vocational","","","",""
"Other","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Other","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","secondary school degree","(3a) lower tertiary education","","","",""
"Other","1984","secondary school degree","(3b) higher tertiary education","","","",""
"Other","1984","college entrance qualification","(0) in school","","","",""
"Other","1984","college entrance qualification","(1a) inadequately completed","","","",""
"Other","1984","college entrance qualification","(1b) general elementary school","","","",""
"Other","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"Other","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"Other","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"Other","1984","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Other","1984","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","college entrance qualification","(3a) lower tertiary education","","","",""
"Other","1984","college entrance qualification","(3b) higher tertiary education","","","",""
"Other","1984","Other degree","(0) in school","","","",""
"Other","1984","Other degree","(1a) inadequately completed","","","",""
"Other","1984","Other degree","(1b) general elementary school","","","",""
"Other","1984","Other degree","(1c) basic vocational qualification","","","",""
"Other","1984","Other degree","(2b) intermediate general qualification","","","",""
"Other","1984","Other degree","(2a) intermediate vocational","","","",""
