"party","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","1986","Employed","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1986","Employed","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1986","Employed","1-pers.-HH","","","","","5"
"PDS/Linke","1986","Employed","(Married) couple without C. ","","","","","5"
"PDS/Linke","1986","Employed","Single parent ","","","","","5"
"PDS/Linke","1986","Not Employed","1-pers.-HH","","","","","5"
"PDS/Linke","1986","Not Employed","(Married) couple without C. ","","","","","5"
"PDS/Linke","1986","Not Employed","Single parent ","","","","","5"
"PDS/Linke","1986","Employed","Couple + C. LE and GT 16","","","","","5"
"SPD","1986","Not Employed","Couple + C. LE and GT 16","93","0.396716042913186","0.326220282946619","0.467211802879753","2"
"SPD","1986","Not Employed","Couple + C. GT 16 ","145","0.387269947520427","0.336880179861501","0.437659715179352","2"
"SPD","1986","Not Employed","Couple + C. LE 16 ","178","0.501901821245711","0.447289955003115","0.556513687488306","2"
"SPD","1986","Employed","1-pers.-HH","157","0.495977136840193","0.439680464609104","0.552273809071282","2"
"SPD","1986","Not Employed","(Married) couple without C. ","270","0.444903474167636","0.405271402474347","0.484535545860926","2"
"SPD","1986","Not Employed","Single parent ","46","0.501287447684178","0.397409908619344","0.605164986749013","2"
"SPD","1986","Employed","(Married) couple without C. ","374","0.471174794015813","0.436300307398281","0.506049280633345","2"
"SPD","1986","Employed","Single parent ","63","0.464580176986648","0.379497981890297","0.549662372082999","2"
"SPD","1986","Employed","Couple + C. LE 16 ","543","0.515979558628927","0.484267677586226","0.547691439671629","2"
"SPD","1986","Not Employed","1-pers.-HH","148","0.444445426071754","0.390255393236038","0.498635458907471","2"
"SPD","1986","Employed","Couple + C. GT 16 ","349","0.446726148148069","0.41013165527446","0.483320641021678","2"
"SPD","1986","Employed","Couple + C. LE and GT 16","193","0.383278172650156","0.335927921946202","0.430628423354109","2"
"AfD","1987","Not Employed","Couple + C. LE 16 ","","","","","7"
"AfD","1987","Not Employed","Couple + C. GT 16 ","","","","","7"
"AfD","1987","Not Employed","Couple + C. LE and GT 16","","","","","7"
"AfD","1987","Employed","1-pers.-HH","","","","","7"
"AfD","1987","Employed","(Married) couple without C. ","","","","","7"
"AfD","1987","Employed","Single parent ","","","","","7"
"AfD","1987","Employed","Couple + C. LE 16 ","","","","","7"
"AfD","1987","Employed","Couple + C. GT 16 ","","","","","7"
"AfD","1987","Employed","Couple + C. LE and GT 16","","","","","7"
"AfD","1987","Not Employed","1-pers.-HH","","","","","7"
"AfD","1987","Not Employed","(Married) couple without C. ","","","","","7"
"AfD","1987","Not Employed","Single parent ","","","","","7"
"CDU/CSU","1987","Not Employed","1-pers.-HH","153","0.46117329242676","0.40795146631083","0.514395118542689","1"
"CDU/CSU","1987","Not Employed","Couple + C. LE and GT 16","69","0.500320796184538","0.425159623877044","0.575481968492033","1"
"CDU/CSU","1987","Employed","1-pers.-HH","123","0.399552538740417","0.346382895693009","0.452722181787825","1"
"CDU/CSU","1987","Employed","Couple + C. LE and GT 16","183","0.531459271725556","0.483157303174705","0.579761240276406","1"
"CDU/CSU","1987","Not Employed","(Married) couple without C. ","327","0.505020027271887","0.466554308080824","0.54348574646295","1"
"CDU/CSU","1987","Not Employed","Couple + C. GT 16 ","175","0.490758551488505","0.440757597648624","0.540759505328386","1"
"CDU/CSU","1987","Employed","(Married) couple without C. ","342","0.429540698056623","0.395844157372416","0.463237238740831","1"
"CDU/CSU","1987","Employed","Single parent ","71","0.423093182698117","0.349259468368849","0.496926897027385","1"
"CDU/CSU","1987","Not Employed","Couple + C. LE 16 ","99","0.364963680128992","0.311883956165435","0.418043404092549","1"
"CDU/CSU","1987","Not Employed","Single parent ","27","","","","1"
"CDU/CSU","1987","Employed","Couple + C. LE 16 ","355","0.407458364031119","0.376804122896414","0.438112605165823","1"
"CDU/CSU","1987","Employed","Couple + C. GT 16 ","359","0.4761958418692","0.441886439055537","0.510505244682864","1"
"FDP","1987","Employed","Single parent ","5","","","","3"
"FDP","1987","Employed","Couple + C. LE 16 ","47","0.0560889251736487","0.0417342419044963","0.0704436084428011","3"
"FDP","1987","Not Employed","1-pers.-HH","25","","","","3"
"FDP","1987","Not Employed","(Married) couple without C. ","28","","","","3"
"FDP","1987","Not Employed","Single parent ","2","","","","3"
"FDP","1987","Not Employed","Couple + C. LE 16 ","15","","","","3"
"FDP","1987","Employed","(Married) couple without C. ","45","0.053778956519885","0.0384231259178564","0.0691347871219136","3"
"FDP","1987","Employed","Couple + C. GT 16 ","35","0.0474977342873017","0.0328858796160952","0.0621095889585083","3"
"FDP","1987","Employed","Couple + C. LE and GT 16","15","","","","3"
"FDP","1987","Not Employed","Couple + C. GT 16 ","22","","","","3"
"FDP","1987","Not Employed","Couple + C. LE and GT 16","5","","","","3"
"FDP","1987","Employed","1-pers.-HH","20","","","","3"
"NPD Combination","1987","Not Employed","(Married) couple without C. ","","","","","6"
"NPD Combination","1987","Not Employed","1-pers.-HH","","","","","6"
"NPD Combination","1987","Not Employed","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1987","Not Employed","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1987","Not Employed","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1987","Employed","1-pers.-HH","","","","","6"
"NPD Combination","1987","Employed","(Married) couple without C. ","","","","","6"
"NPD Combination","1987","Employed","Single parent ","","","","","6"
"NPD Combination","1987","Employed","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1987","Employed","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1987","Employed","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1987","Not Employed","Single parent ","","","","","6"
"Other","1987","Not Employed","Couple + C. LE 16 ","1","","","","8"
"Other","1987","Not Employed","Couple + C. GT 16 ","2","","","","8"
"Other","1987","Not Employed","Couple + C. LE and GT 16","","","","","8"
"Other","1987","Employed","1-pers.-HH","5","","","","8"
"Other","1987","Employed","Couple + C. LE 16 ","8","","","","8"
"Other","1987","Employed","(Married) couple without C. ","3","","","","8"
"Other","1987","Employed","Single parent ","2","","","","8"
"Other","1987","Employed","Couple + C. GT 16 ","2","","","","8"
"Other","1987","Employed","Couple + C. LE and GT 16","1","","","","8"
"Other","1987","Not Employed","1-pers.-HH","3","","","","8"
"Other","1987","Not Employed","(Married) couple without C. ","5","","","","8"
"Other","1987","Not Employed","Single parent ","2","","","","8"
"PDS/Linke","1987","Not Employed","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1987","Not Employed","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1987","Not Employed","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1987","Employed","1-pers.-HH","","","","","5"
"PDS/Linke","1987","Employed","(Married) couple without C. ","","","","","5"
"PDS/Linke","1987","Employed","Single parent ","","","","","5"
"PDS/Linke","1987","Employed","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1987","Employed","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1987","Not Employed","1-pers.-HH","","","","","5"
"PDS/Linke","1987","Not Employed","(Married) couple without C. ","","","","","5"
"PDS/Linke","1987","Not Employed","Single parent ","","","","","5"
"PDS/Linke","1987","Employed","Couple + C. LE and GT 16","","","","","5"
"SPD","1987","Not Employed","Couple + C. LE and GT 16","79","0.377456886648782","0.304588018521927","0.450325754775637","2"
"SPD","1987","Employed","Single parent ","74","0.441688087952471","0.367475058902869","0.515901117002073","2"
"SPD","1987","Not Employed","Couple + C. LE 16 ","166","0.471372490367512","0.416334629466803","0.52641035126822","2"
"SPD","1987","Not Employed","Couple + C. GT 16 ","151","0.368894968238353","0.32063526289227","0.417154673584435","2"
"SPD","1987","Employed","1-pers.-HH","133","0.383315970134321","0.330538435587051","0.436093504681591","2"
"SPD","1987","Employed","(Married) couple without C. ","374","0.446353672213028","0.412513965244982","0.480193379181075","2"
"SPD","1987","Employed","Couple + C. LE 16 ","501","0.447378963129407","0.416359019755087","0.478398906503727","2"
"SPD","1987","Not Employed","(Married) couple without C. ","272","0.420305685483866","0.382329801191517","0.458281569776214","2"
"SPD","1987","Not Employed","Single parent ","49","0.485897030337569","0.387444320928404","0.584349739746733","2"
"SPD","1987","Employed","Couple + C. GT 16 ","366","0.418290522650722","0.384403924644651","0.452177120656794","2"
"SPD","1987","Not Employed","1-pers.-HH","140","0.417660869779886","0.365006669430148","0.470315070129624","2"
"SPD","1987","Employed","Couple + C. LE and GT 16","178","0.350333021947884","0.304154280066777","0.396511763828992","2"
"AfD","1988","Not Employed","1-pers.-HH","","","","","7"
"AfD","1988","Not Employed","(Married) couple without C. ","","","","","7"
"AfD","1988","Employed","1-pers.-HH","","","","","7"
"AfD","1988","Not Employed","Couple + C. LE and GT 16","","","","","7"
"AfD","1988","Not Employed","Single parent ","","","","","7"
"AfD","1988","Not Employed","Couple + C. LE 16 ","","","","","7"
"AfD","1988","Not Employed","Couple + C. GT 16 ","","","","","7"
"AfD","1988","Employed","Single parent ","","","","","7"
"AfD","1988","Employed","Couple + C. LE 16 ","","","","","7"
"AfD","1988","Employed","Couple + C. GT 16 ","","","","","7"
"AfD","1988","Employed","Couple + C. LE and GT 16","","","","","7"
"AfD","1988","Employed","(Married) couple without C. ","","","","","7"
"CDU/CSU","1988","Not Employed","(Married) couple without C. ","260","0.439336152316657","0.399356686656494","0.47931561797682","1"
"CDU/CSU","1988","Employed","Couple + C. LE and GT 16","111","0.495540228072467","0.438582197642214","0.552498258502721","1"
"CDU/CSU","1988","Not Employed","1-pers.-HH","151","0.473914543985925","0.419628952169818","0.528200135802032","1"
"CDU/CSU","1988","Not Employed","Couple + C. LE and GT 16","54","0.508271685379438","0.422661978540185","0.59388139221869","1"
"CDU/CSU","1988","Employed","1-pers.-HH","94","0.322448941689821","0.269020080471516","0.375877802908126","1"
