"party","year","n","percent","lower_confidence","upper_confidence","value"
"FDP","1989","139","0.0314648055339466","0.0266241173801041","0.0363054936877891","3"
"NPD","1989","","","","","6"
"Other","1989","186","0.04099575714168","0.0354976069863005","0.0464939072970595","8"
"PDS/Linke","1989","","","","","5"
"SPD","1989","2583","0.475131517840528","0.461284092139137","0.488978943541919","1"
"AfD","1990","","","","","7"
"CDU/CSU","1990","1826","0.400140344789317","0.386678470288915","0.413602219289718","2"
"FDP","1990","197","0.0426739078355172","0.0371201659066518","0.0482276497643826","3"
"NPD","1990","73","0.0135755961351769","0.0103958979537322","0.0167552943166216","6"
"Other","1990","29","","","","8"
"PDS/Linke","1990","","","","","5"
"SPD","1990","2664","0.485556582801353","0.471823650787376","0.499289514815329","1"
"AfD","1991","","","","","7"
"CDU/CSU","1991","1776","0.43215553995241","0.417103894767986","0.447207185136835","2"
"FDP","1991","205","0.0541933942770093","0.0473144216544356","0.061072366899583","3"
"NPD","1991","45","0.00984709522157151","0.00684686601257409","0.0128473244305689","6"
"Other","1991","19","","","","8"
"PDS/Linke","1991","4","","","","5"
"SPD","1991","1891","0.446452367063557","0.431347590789006","0.461557143338109","1"
"AfD","1992","","","","","7"
"CDU/CSU","1992","2104","0.41378369497425","0.400828647885877","0.426738742062623","2"
"FDP","1992","248","0.0476953591931694","0.0420894071969487","0.0533013111893901","3"
"NPD","1992","","","","","6"
"Other","1992","119","0.0210711376782007","0.0172933032394994","0.024848972116902","8"
"PDS/Linke","1992","126","0.0160006097282588","0.0127000390041606","0.019301180452357","5"
"SPD","1992","2552","0.440707317581898","0.427648072818335","0.453766562345462","1"
"AfD","1993","","","","","7"
"CDU/CSU","1993","1715","0.385335026856934","0.371718117742824","0.398951935971044","2"
"FDP","1993","203","0.0488176550881742","0.042788445103659","0.0548468650726893","3"
"NPD","1993","139","0.0302574972993917","0.0254647472652401","0.0350502473335433","6"
"Other","1993","45","0.00898993000603433","0.00634899781101873","0.0116308622010499","8"
"PDS/Linke","1993","143","0.0205994302813472","0.0166252474503581","0.0245736131123363","5"
"SPD","1993","2224","0.424497677549757","0.410668343678938","0.438327011420576","1"
"AfD","1994","","","","","7"
"CDU/CSU","1994","1762","0.379318597333025","0.366021351237811","0.392615843428238","2"
"FDP","1994","151","0.0353340602346265","0.0302745262553547","0.0403935942138984","3"
"NPD","1994","93","0.0156774763175761","0.0122731431177117","0.0190818095174406","6"
"Other","1994","65","0.011034017551806","0.00817127176670862","0.0138967633369034","8"
"PDS/Linke","1994","210","0.0281261965105902","0.0235952836128562","0.0326571094083242","5"
"SPD","1994","2415","0.453674052070602","0.440030634975888","0.467317469165316","1"
"AfD","1995","","","","","7"
"CDU/CSU","1995","2255","0.403820300405236","0.391249046501717","0.416391554308756","2"
"FDP","1995","146","0.028705751783726","0.0244276037962922","0.0329838997711598","3"
"NPD","1995","56","0.00976643325214655","0.00724682659373107","0.012286039910562","6"
"Other","1995","51","0.00753271736833828","0.00531743103565333","0.00974800370102323","8"
"PDS/Linke","1995","268","0.0323913691814749","0.0278555007162469","0.0369272376467029","5"
"SPD","1995","2504","0.423627438188832","0.41096726572138","0.436287610656284","1"
"AfD","1996","","","","","7"
"CDU/CSU","1996","2216","0.429582297510106","0.416447281819346","0.442717313200866","2"
"FDP","1996","117","0.0266237311057452","0.0223521786272087","0.0308952835842818","3"
"NPD","1996","76","0.0151645626071499","0.011921855763453","0.0184072694508467","6"
"Other","1996","49","0.00905869188971341","0.00654467830140933","0.0115727054780175","8"
"PDS/Linke","1996","280","0.0346880510732658","0.0298325427692258","0.0395435593773057","5"
"SPD","1996","2142","0.384108653159976","0.371202702308478","0.397014604011475","1"
"AfD","1997","","","","","7"
"CDU/CSU","1997","1949","0.404279039243543","0.390781214161014","0.417776864326072","2"
"FDP","1997","108","0.0253773748778886","0.021051804974468","0.0297029447813093","3"
"NPD","1997","99","0.0179812923889519","0.01432642120457","0.0216361635733337","6"
"Other","1997","48","0.00893315197347229","0.00634520377891769","0.0115211001680269","8"
"PDS/Linke","1997","241","0.0298354049482551","0.0251560022417373","0.0345148076547729","5"
"SPD","1997","2143","0.420577573758521","0.406999991313485","0.434155156203556","1"
"AfD","1998","","","","","7"
"CDU/CSU","1998","2035","0.372169458293589","0.359706724218291","0.384632192368887","2"
"FDP","1998","129","0.0272782949942978","0.0230785332043943","0.0314780567842012","3"
"NPD","1998","92","0.0168979669757561","0.0135749063132408","0.0202210276382714","6"
"Other","1998","80","0.0153063820667073","0.012141127965341","0.0184716361680736","8"
"PDS/Linke","1998","251","0.0283217239071475","0.0240446886254568","0.0325987591888381","5"
"SPD","1998","2658","0.450537865920325","0.437709944914856","0.463365786925795","1"
"AfD","1999","","","","","7"
"CDU/CSU","1999","2412","0.417023222763499","0.404729179388228","0.42931726613877","2"
"FDP","1999","135","0.0249024146260202","0.0210170322683656","0.0287877969836748","3"
"NPD","1999","79","0.010145481045656","0.00764679897587057","0.0126441631154414","6"
"Other","1999","72","0.0104932707582361","0.00795256829299129","0.013033973223481","8"
"PDS/Linke","1999","304","0.0353064295315423","0.030704811293477","0.0399080477696076","5"
"SPD","1999","2757","0.438579052029027","0.426206558303005","0.45095154575505","1"
"AfD","2000","","","","","7"
"CDU/CSU","2000","4182","0.40198640976413","0.392642070838281","0.41133074868998","2"
"FDP","2000","280","0.0302120215683006","0.0269497834267461","0.0334742597098551","3"
"NPD","2000","122","0.0102024939407625","0.00828729576095138","0.0121176921205737","6"
"Other","2000","110","0.0103835434564989","0.00845160353557012","0.0123154833774278","8"
"PDS/Linke","2000","530","0.0400375261552497","0.03630117130244","0.0437738810080594","5"
"SPD","2000","4603","0.437133901989728","0.427680303340559","0.446587500638896","1"
"AfD","2001","","","","","7"
"CDU/CSU","2001","3533","0.392555392100548","0.382594367621933","0.402516416579162","2"
"FDP","2001","305","0.0369268990359143","0.0330800845827021","0.0407737134891265","3"
"NPD","2001","98","0.00853138815247073","0.00665531603583242","0.010407460269109","6"
"Other","2001","90","0.0104134834139431","0.00834274570343738","0.0124842211244488","8"
"PDS/Linke","2001","433","0.0376264700791616","0.0337447986927455","0.0415081414655777","5"
"SPD","2001","4074","0.441200388671784","0.431071864147905","0.451328913195664","1"
"AfD","2002","","","","","7"
"CDU/CSU","2002","4155","0.401163379860776","0.391739402487948","0.410587357233604","2"
"FDP","2002","484","0.0409380249255243","0.0371281896569304","0.0447478601941181","3"
"NPD","2002","75","0.00885304087461149","0.0070519539236583","0.0106541278255647","6"
"Other","2002","103","0.0111720808200746","0.00915117156404566","0.0131929900761035","8"
"PDS/Linke","2002","553","0.0481538354190699","0.0440374290376473","0.0522702418004925","5"
"SPD","2002","4265","0.424576401628759","0.415072735323485","0.434080067934034","1"
"AfD","2003","","","","","7"
"CDU/CSU","2003","4656","0.436877015451323","0.427406560855295","0.446347470047351","2"
"FDP","2003","424","0.0377452580596009","0.0341063940093172","0.0413841221098847","3"
"NPD","2003","65","0.00679353576729505","0.00522513407271095","0.00836193746187915","6"
"Other","2003","91","0.00917941308640505","0.00735847756076934","0.0110003486120408","8"
"PDS/Linke","2003","386","0.0309588693316338","0.027651724215078","0.0342660144481896","5"
"SPD","2003","3914","0.386788327317138","0.377489429246889","0.396087225387386","1"
"AfD","2004","","","","","7"
"CDU/CSU","2004","4031","0.449934157009691","0.439638983025","0.460229330994383","2"
"FDP","2004","383","0.0390274390229452","0.0350197649953904","0.0430351130505","3"
"NPD","2004","69","0.00885930960432033","0.00692012362660608","0.0107984955820346","6"
"Other","2004","92","0.0107808925245627","0.0086437894160557","0.0129179956330697","8"
"PDS/Linke","2004","419","0.0401475108582233","0.0360851038818341","0.0442099178346124","5"
"SPD","2004","3098","0.360470556773085","0.350534431920019","0.370406681626152","1"
"AfD","2005","","","","","7"
"CDU/CSU","2005","3765","0.414581195328368","0.404403136182128","0.424759254474609","2"
"FDP","2005","385","0.0366313092336583","0.0327502584934527","0.0405123599738639","3"
"NPD","2005","129","0.0182671536251758","0.0155004735800652","0.0210338336702864","6"
"Other","2005","85","0.0112473217860728","0.00906863282478497","0.0134260107473607","8"
"PDS/Linke","2005","437","0.0398278743827433","0.0357877480300732","0.0438680007354134","5"
"SPD","2005","3297","0.37887851198493","0.368856265005722","0.388900758964138","1"
"AfD","2006","","","","","7"
"CDU/CSU","2006","4324","0.404878738588551","0.395449254218017","0.414308222959086","2"
"FDP","2006","493","0.0454612281211905","0.0414595689616908","0.0494628872806901","3"
"NPD","2006","132","0.0167621351108426","0.0142960009886411","0.0192282692330441","6"
"Other","2006","92","0.00971198802845766","0.00782808928562628","0.011595886771289","8"
"PDS/Linke","2006","616","0.0551843519527982","0.0507979922968247","0.0595707116087716","5"
"SPD","2006","3811","0.381466768843276","0.372135674072761","0.390797863613791","1"
"AfD","2007","","","","","7"
"CDU/CSU","2007","3561","0.396008816034312","0.385773152029688","0.406244480038935","2"
"FDP","2007","452","0.0429862400628601","0.038741294597432","0.0472311855282883","3"
"NPD","2007","115","0.0161477843254785","0.0135098152598573","0.0187857533910997","6"
"Other","2007","78","0.00842740371988547","0.0065142165840787","0.0103405908556922","8"
"PDS/Linke","2007","550","0.0590183866921415","0.0540862792380193","0.0639504941462637","5"
"SPD","2007","3144","0.374923618855457","0.364791827469641","0.385055410241272","1"
"AfD","2008","","","","","7"
"CDU/CSU","2008","3500","0.414978527263335","0.404371449882396","0.425585604644273","2"
"FDP","2008","439","0.0462202501887083","0.0417002628745196","0.0507402375028969","3"
"NPD","2008","101","0.0132958275385187","0.0108300823738015","0.0157615727032359","6"
"Other","2008","58","0.00806464229902435","0.00613919666144896","0.00999008793659973","8"
"PDS/Linke","2008","598","0.0646806273019971","0.0593856500618931","0.0699756045421012","5"
"SPD","2008","2797","0.353282091786398","0.342992094117983","0.363572089454814","1"
"AfD","2009","","","","","7"
"CDU/CSU","2009","3058","0.396821800770453","0.38582185741508","0.407821744125826","2"
"FDP","2009","611","0.0751292465733825","0.0692025197687544","0.0810559733780107","3"
"NPD","2009","101","0.0185841211239908","0.0155476621153426","0.0216205801326389","6"
"Other","2009","76","0.00958688668053839","0.00739601542872365","0.0117777579323531","8"
"PDS/Linke","2009","536","0.0637709178384843","0.058277125158168","0.0692647105188006","5"
"SPD","2009","2386","0.323115550708283","0.312600628424844","0.333630472991722","1"
"AfD","2010","","","","","7"
"CDU/CSU","2010","4176","0.385646808880147","0.3765094885276","0.394784129232693","2"
"FDP","2010","710","0.0572351403293674","0.0528745228593607","0.0615957577993741","3"
"NPD","2010","161","0.0161497220955597","0.0137834648641039","0.0185159793270155","6"
"Other","2010","114","0.0113456624117314","0.00935749895151347","0.0133338258719493","8"
"PDS/Linke","2010","881","0.0814333339351273","0.0762991506375003","0.0865675172327543","5"
"SPD","2010","3242","0.322636901343799","0.313861182377594","0.331412620310005","1"
"AfD","2011","","","","","7"
"CDU/CSU","2011","3558","0.386524466163943","0.376473584163639","0.396575348164246","2"
"FDP","2011","300","0.0262239290891144","0.0229255885985464","0.0295222695796825","3"
"NPD","2011","107","0.0145096343109736","0.0120414847029435","0.0169777839190038","6"
"Other","2011","108","0.0148364203456764","0.0123410454887878","0.0173317952025651","8"
"PDS/Linke","2011","584","0.0600831509658697","0.0551781609934684","0.064988140938271","5"
"SPD","2011","2832","0.333225023311891","0.323495859715679","0.342954186908104","1"
"AfD","2012","","","","","7"
"CDU/CSU","2012","3510","0.402492078133064","0.392140185218612","0.412843971047516","2"
"FDP","2012","228","0.0223287328293749","0.019209859525417","0.0254476061333328","3"
"NPD","2012","87","0.0129407953683568","0.0105550650221381","0.0153265257145754","6"
"Other","2012","57","0.00703610614313161","0.00527168526471354","0.00880052702154967","8"
"PDS/Linke","2012","530","0.0570650054666099","0.0521684004075929","0.0619616105256269","5"
"SPD","2012","2866","0.342496766811962","0.332479564319579","0.352513969304346","1"
"AfD","2013","","","","","7"
"CDU/CSU","2013","3962","0.418826360357839","0.408919410471229","0.428733310244448","2"
"FDP","2013","272","0.025929493880281","0.0227382336128539","0.0291207541477081","3"
"NPD","2013","63","0.00916653836706785","0.00725284204990982","0.0110802346842259","6"
"Other","2013","100","0.0129765989238915","0.010704045120829","0.0152491527269539","8"
"PDS/Linke","2013","539","0.0505225635416676","0.0461245655969135","0.0549205614864216","5"
"SPD","2013","3127","0.333274994865223","0.323809469027327","0.342740520703119","1"
"AfD","2014","209","0.0156241649188389","0.013380167077248","0.0178681627604298","7"
"CDU/CSU","2014","4804","0.415268332256899","0.406351999458189","0.424184665055609","2"
"FDP","2014","302","0.0235525417330152","0.020808524172633","0.0262965592933974","3"
"NPD","2014","99","0.00950945528681011","0.00775336620361284","0.0112655443700074","6"
"Other","2014","106","0.00836637739916606","0.0067182609149401","0.010014493883392","8"
"PDS/Linke","2014","914","0.0698317914655726","0.0652201992917197","0.0744433836394256","5"
"SPD","2014","3588","0.3233587414214","0.314894947190402","0.331822535652398","1"
"AfD","2015","273","0.0291158828150163","0.025847584289933","0.0323841813400996","7"
"CDU/CSU","2015","4146","0.420289643925685","0.41069446865478","0.42988481919659","2"
"FDP","2015","270","0.0242885440421292","0.0212960418206825","0.027281046263576","3"
"NPD","2015","98","0.0102512989508848","0.00829324362925334","0.0122093542725162","6"
"Other","2015","98","0.00991269616895621","0.00798692056120105","0.0118384717767114","8"
"PDS/Linke","2015","822","0.0673795880405685","0.0625066636562128","0.0722525124249242","5"
"SPD","2015","2986","0.302896510294044","0.293964097156215","0.311828923431874","1"
"AfD","2016","517","0.0537064438123551","0.0491313158836685","0.0582815717410418","7"
"CDU/CSU","2016","3673","0.398775684552434","0.38883858351715","0.408712785587718","2"
"FDP","2016","280","0.0294665065239291","0.0260345111682236","0.0328985018796347","3"
"NPD","2016","71","0.00898479417227504","0.00706978292940427","0.0108998054151458","6"
"Other","2016","101","0.0108597797050184","0.00875640551199961","0.0129631538980371","8"
"PDS/Linke","2016","703","0.0655245907733269","0.060502746976432","0.0705464345702219","5"
"SPD","2016","2481","0.277034090183802","0.267951648472251","0.286116531895353","1"
"AfD","2017","512","0.0538068380711032","0.0495623842576979","0.0580512918845086","7"
"CDU/CSU","2017","4299","0.378931726754454","0.369806086794412","0.388057366714495","2"
"FDP","2017","429","0.0388726085548914","0.0352365950009687","0.042508622108814","3"
"NPD","2017","87","0.00657608262697748","0.00505566074890133","0.00809650450505363","6"
"Other","2017","119","0.0120946263639989","0.0100384182160738","0.0141508345119239","8"
"PDS/Linke","2017","817","0.0717953426633231","0.0669392923073602","0.076651393019286","5"
"SPD","2017","3196","0.319334413502245","0.310564346076497","0.328104480927993","1"
"AfD","2018","719","0.0690945585548463","0.0643735437584768","0.0738155733512159","7"
"CDU/CSU","2018","4143","0.366973960572521","0.358001964683332","0.375945956461711","2"
"FDP","2018","541","0.0487930054174195","0.044782704550236","0.052803306284603","3"
"NPD","2018","30","0.00210203069625328","0.00124947403851249","0.00295458735399407","6"
"Other","2018","166","0.0157075056041989","0.0133929034537047","0.0180221077546931","8"
"PDS/Linke","2018","977","0.080232426633543","0.0751756395862764","0.0852892136808096","5"
"SPD","2018","2745","0.269461291273626","0.261202234271539","0.277720348275713","1"
"AfD","2019","741","0.0751795303564","0.0703118043809505","0.0800472563318495","7"
"CDU/CSU","2019","3802","0.329720192364439","0.321041616955994","0.338398767772884","2"
"FDP","2019","668","0.0471104427459437","0.0431990855600334","0.0510217999318541","3"
"NPD","2019","29","","","","6"
"Other","2019","264","0.0217937824927272","0.0190983459214154","0.024489219064039","8"
"PDS/Linke","2019","907","0.0811115052312046","0.0760716247394922","0.086151385722917","5"
"SPD","2019","2128","0.215592395930027","0.208000762702251","0.223184029157804","1"
