"party","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"FDP","2010","16-34 y.","Employed","168","0.109061837095247","0.0940935957168202","0.124030078473674","3"
"FDP","2010","35-65 y.","Not Employed","66","0.0474309250804844","0.0348697350733601","0.0599921150876086","3"
"FDP","2010","66 and older","Not Employed","103","0.0478822046385295","0.0390714936884992","0.0566929155885599","3"
"FDP","2010","66 and older","Employed","25","","","","3"
"FDP","2010","16-34 y.","Not Employed","50","0.0774835821670767","0.0562146521278206","0.0987525122063327","3"
"NPD Combination","2010","66 and older","Employed","1","","","","6"
"NPD Combination","2010","35-65 y.","Employed","55","0.0159500429163028","0.0125406310500033","0.0193594547826023","6"
"NPD Combination","2010","66 and older","Not Employed","4","","","","6"
"NPD Combination","2010","16-34 y.","Not Employed","23","","","","6"
"NPD Combination","2010","35-65 y.","Not Employed","14","","","","6"
"NPD Combination","2010","16-34 y.","Employed","67","0.045356909900881","0.0353649003909533","0.0553489194108088","6"
"Other","2010","16-34 y.","Not Employed","11","","","","8"
"Other","2010","16-34 y.","Employed","36","0.031532346926125","0.0231410072685291","0.039923686583721","8"
"Other","2010","66 and older","Employed","2","","","","8"
"Other","2010","35-65 y.","Not Employed","16","","","","8"
"Other","2010","35-65 y.","Employed","44","0.00924208347949701","0.00663797731207807","0.011846189646916","8"
"Other","2010","66 and older","Not Employed","5","","","","8"
"PDS/Linke","2010","35-65 y.","Employed","402","0.0923030458446701","0.0844259084204913","0.100180183268849","5"
"PDS/Linke","2010","16-34 y.","Employed","135","0.0822322492852666","0.0690406310669233","0.0954238675036099","5"
"PDS/Linke","2010","35-65 y.","Not Employed","110","0.120913859512133","0.101647240614718","0.140180478409549","5"
"PDS/Linke","2010","16-34 y.","Not Employed","51","0.0705589629169329","0.0501866301341982","0.0909312956996677","5"
"PDS/Linke","2010","66 and older","Employed","9","","","","5"
"PDS/Linke","2010","66 and older","Not Employed","200","0.0668282915153029","0.0565234930072396","0.0771330900233662","5"
"SPD","2010","16-34 y.","Employed","436","0.247054053957669","0.226343654072967","0.267764453842371","2"
"SPD","2010","35-65 y.","Employed","1489","0.308075565628414","0.295510987014151","0.320640144242678","2"
"SPD","2010","66 and older","Employed","42","0.194530102007438","0.141119813004633","0.247940391010242","2"
"SPD","2010","16-34 y.","Not Employed","183","0.326314839171721","0.28901554204051","0.363614136302932","2"
"SPD","2010","35-65 y.","Not Employed","311","0.333280463321643","0.30542385311137","0.361137073531915","2"
"SPD","2010","66 and older","Not Employed","781","0.370554582570983","0.350625666616084","0.390483498525883","2"
"AfD","2011","16-34 y.","Employed","","","","","7"
"AfD","2011","35-65 y.","Employed","","","","","7"
"AfD","2011","66 and older","Not Employed","","","","","7"
"AfD","2011","16-34 y.","Not Employed","","","","","7"
"AfD","2011","66 and older","Employed","","","","","7"
"AfD","2011","35-65 y.","Not Employed","","","","","7"
"CDU/CSU","2011","66 and older","Not Employed","1278","0.47893718602588","0.459924404818434","0.497949967233327","1"
"CDU/CSU","2011","35-65 y.","Not Employed","323","0.354152422294806","0.32202000215784","0.386284842431773","1"
"CDU/CSU","2011","66 and older","Employed","134","0.577892947956164","0.515666442930566","0.640119452981762","1"
"CDU/CSU","2011","35-65 y.","Employed","1388","0.336423216457748","0.321709098250313","0.351137334665183","1"
"CDU/CSU","2011","16-34 y.","Employed","336","0.309292616354461","0.281335957497655","0.337249275211268","1"
"CDU/CSU","2011","16-34 y.","Not Employed","99","0.233368969586315","0.190270486950442","0.276467452222188","1"
"FDP","2011","35-65 y.","Employed","151","0.0291974425359866","0.0239543981795818","0.0344404868923914","3"
"FDP","2011","16-34 y.","Employed","49","0.0376791130240126","0.0261614668430305","0.0491967592049947","3"
"FDP","2011","35-65 y.","Not Employed","23","","","","3"
"FDP","2011","66 and older","Not Employed","75","0.0247994451128261","0.0188807048371153","0.0307181853885369","3"
"FDP","2011","66 and older","Employed","17","","","","3"
"FDP","2011","16-34 y.","Not Employed","11","","","","3"
"NPD Combination","2011","66 and older","Employed","","","","","6"
"NPD Combination","2011","16-34 y.","Not Employed","4","","","","6"
"NPD Combination","2011","35-65 y.","Employed","47","0.0143560559351004","0.0106516099245308","0.01806050194567","6"
"NPD Combination","2011","66 and older","Not Employed","3","","","","6"
"NPD Combination","2011","16-34 y.","Employed","44","0.0388328789300406","0.0271472339201563","0.0505185239399249","6"
"NPD Combination","2011","35-65 y.","Not Employed","13","","","","6"
"Other","2011","16-34 y.","Not Employed","11","","","","8"
"Other","2011","16-34 y.","Employed","30","0.0400768772826766","0.0282132196416934","0.0519405349236599","8"
"Other","2011","35-65 y.","Not Employed","10","","","","8"
"Other","2011","35-65 y.","Employed","43","0.0157727946082797","0.0118926520997322","0.0196529371168272","8"
"Other","2011","66 and older","Not Employed","12","","","","8"
"Other","2011","66 and older","Employed","2","","","","8"
"PDS/Linke","2011","35-65 y.","Employed","258","0.0681194136955259","0.0602731797576767","0.0759656476333751","5"
"PDS/Linke","2011","35-65 y.","Not Employed","73","0.0875820498297426","0.0685893032254182","0.106574796434067","5"
"PDS/Linke","2011","16-34 y.","Employed","62","0.0501882385350071","0.0369821808561444","0.0633942962138699","5"
"PDS/Linke","2011","66 and older","Not Employed","177","0.0518787798287134","0.0434378917645249","0.0603196678929019","5"
"PDS/Linke","2011","16-34 y.","Not Employed","22","","","","5"
"PDS/Linke","2011","66 and older","Employed","6","","","","5"
"SPD","2011","16-34 y.","Employed","278","0.288223020773649","0.260826857672137","0.31561918387516","2"
"SPD","2011","16-34 y.","Not Employed","85","0.249689598848772","0.205586618556642","0.293792579140901","2"
"SPD","2011","35-65 y.","Employed","1159","0.305546795322267","0.291201614414188","0.319891976230347","2"
"SPD","2011","66 and older","Employed","65","0.253777397106636","0.198949564627961","0.308605229585311","2"
"SPD","2011","35-65 y.","Not Employed","300","0.373482587352981","0.340982459965834","0.405982714740128","2"
"SPD","2011","66 and older","Not Employed","947","0.382987614685898","0.364486383207461","0.401488846164335","2"
"AfD","2012","16-34 y.","Not Employed","","","","","7"
"AfD","2012","16-34 y.","Employed","","","","","7"
"AfD","2012","35-65 y.","Not Employed","","","","","7"
"AfD","2012","35-65 y.","Employed","","","","","7"
"AfD","2012","66 and older","Not Employed","","","","","7"
"AfD","2012","66 and older","Employed","","","","","7"
"CDU/CSU","2012","66 and older","Not Employed","1310","0.497130286272692","0.47815451511106","0.516106057434323","1"
"CDU/CSU","2012","66 and older","Employed","142","0.561663572968827","0.502805142311405","0.620522003626249","1"
"CDU/CSU","2012","16-34 y.","Employed","336","0.311366350339841","0.283169657614838","0.339563043064844","1"
"CDU/CSU","2012","35-65 y.","Not Employed","318","0.378853686716194","0.346394535290384","0.411312838142004","1"
"CDU/CSU","2012","35-65 y.","Employed","1319","0.331082076115268","0.316057948155029","0.346106204075507","1"
"CDU/CSU","2012","16-34 y.","Not Employed","85","0.231276528827205","0.183483632769297","0.279069424885112","1"
"FDP","2012","35-65 y.","Employed","107","0.0215486618253825","0.0169129675030284","0.0261843561477367","3"
"FDP","2012","16-34 y.","Employed","27","","","","3"
"FDP","2012","35-65 y.","Not Employed","16","","","","3"
"FDP","2012","66 and older","Not Employed","70","0.024327754723612","0.0184806674941394","0.0301748419530847","3"
"FDP","2012","66 and older","Employed","16","","","","3"
"FDP","2012","16-34 y.","Not Employed","8","","","","3"
"NPD Combination","2012","35-65 y.","Employed","40","0.0150234182138207","0.0111398373417366","0.0189069990859048","6"
"NPD Combination","2012","16-34 y.","Not Employed","5","","","","6"
"NPD Combination","2012","35-65 y.","Not Employed","12","","","","6"
"NPD Combination","2012","66 and older","Not Employed","3","","","","6"
"NPD Combination","2012","66 and older","Employed","","","","","6"
"NPD Combination","2012","16-34 y.","Employed","29","","","","6"
"Other","2012","16-34 y.","Not Employed","26","","","","8"
"Other","2012","16-34 y.","Employed","91","0.0826392535816635","0.0658731755657726","0.0994053315975544","8"
"Other","2012","35-65 y.","Employed","99","0.0308538140002186","0.0253332417721174","0.0363743862283199","8"
"Other","2012","35-65 y.","Not Employed","19","","","","8"
"Other","2012","66 and older","Not Employed","21","","","","8"
"Other","2012","66 and older","Employed","4","","","","8"
"PDS/Linke","2012","16-34 y.","Employed","49","0.0351813201302674","0.0239625014023975","0.0464001388581374","5"
"PDS/Linke","2012","16-34 y.","Not Employed","13","","","","5"
"PDS/Linke","2012","35-65 y.","Employed","225","0.0631796027014913","0.0554126325424289","0.0709465728605537","5"
"PDS/Linke","2012","35-65 y.","Not Employed","82","0.0921161085039058","0.072765822265446","0.111466394742366","5"
"PDS/Linke","2012","66 and older","Not Employed","165","0.0482160223279195","0.0400858178620654","0.0563462267937736","5"
"PDS/Linke","2012","66 and older","Employed","7","","","","5"
"SPD","2012","16-34 y.","Not Employed","76","0.262125687832613","0.212276454416691","0.311974921248535","2"
"SPD","2012","16-34 y.","Employed","255","0.266177568257888","0.239265354011566","0.29308978250421","2"
"SPD","2012","35-65 y.","Employed","1202","0.328481470239846","0.313487402769992","0.343475537709701","2"
"SPD","2012","66 and older","Employed","80","0.285693365294496","0.232106397053987","0.339280333535006","2"
"SPD","2012","35-65 y.","Not Employed","294","0.342514370071244","0.310761208138661","0.374267532003828","2"
"SPD","2012","66 and older","Not Employed","961","0.369954881034643","0.351631872256282","0.388277889813005","2"
"AfD","2013","16-34 y.","Employed","","","","","7"
"AfD","2013","16-34 y.","Not Employed","","","","","7"
"AfD","2013","35-65 y.","Not Employed","","","","","7"
"AfD","2013","35-65 y.","Employed","","","","","7"
"AfD","2013","66 and older","Not Employed","","","","","7"
"AfD","2013","66 and older","Employed","","","","","7"
"CDU/CSU","2013","66 and older","Not Employed","1318","0.501052164892922","0.482029705113299","0.520074624672546","1"
"CDU/CSU","2013","66 and older","Employed","139","0.491959218650847","0.43210503205984","0.551813405241853","1"
"CDU/CSU","2013","16-34 y.","Employed","320","0.33755837216052","0.307150328244426","0.367966416076614","1"
"CDU/CSU","2013","35-65 y.","Not Employed","574","0.374679595917762","0.350135100192772","0.399224091642753","1"
"CDU/CSU","2013","16-34 y.","Not Employed","240","0.263733718918691","0.232986214360771","0.29448122347661","1"
"CDU/CSU","2013","35-65 y.","Employed","1371","0.382694358205838","0.366752853235979","0.398635863175698","1"
"FDP","2013","35-65 y.","Employed","109","0.0263426505386637","0.0210899096948998","0.0315953913824276","3"
"FDP","2013","35-65 y.","Not Employed","38","0.0339276325284178","0.02474738481249","0.0431078802443455","3"
"FDP","2013","66 and older","Not Employed","72","0.0240269488832794","0.0182010109044485","0.0298528868621104","3"
"FDP","2013","16-34 y.","Employed","31","0.029944790367852","0.0189850794561358","0.0409045012795683","3"
"FDP","2013","66 and older","Employed","17","","","","3"
"FDP","2013","16-34 y.","Not Employed","17","","","","3"
"NPD Combination","2013","16-34 y.","Not Employed","6","","","","6"
"NPD Combination","2013","35-65 y.","Employed","26","","","","6"
"NPD Combination","2013","16-34 y.","Employed","16","","","","6"
"NPD Combination","2013","35-65 y.","Not Employed","11","","","","6"
"NPD Combination","2013","66 and older","Not Employed","4","","","","6"
"NPD Combination","2013","66 and older","Employed","","","","","6"
"Other","2013","35-65 y.","Employed","60","0.0202105353184657","0.0155951447629487","0.0248259258739827","8"
"Other","2013","16-34 y.","Not Employed","34","0.0454686866568513","0.0309321521221098","0.0600052211915928","8"
"Other","2013","16-34 y.","Employed","37","0.0403317653602317","0.0276807783488731","0.0529827523715904","8"
"Other","2013","35-65 y.","Not Employed","35","0.0266874270821997","0.0185149763351445","0.034859877829255","8"
"Other","2013","66 and older","Not Employed","20","","","","8"
"Other","2013","66 and older","Employed","1","","","","8"
"PDS/Linke","2013","16-34 y.","Employed","43","0.0421946213458307","0.0292673335717988","0.0551219091198626","5"
"PDS/Linke","2013","16-34 y.","Not Employed","44","0.0527651409247254","0.0371655942937181","0.0683646875557328","5"
"PDS/Linke","2013","35-65 y.","Employed","196","0.0524776382629645","0.0451639736493609","0.0597913028765681","5"
"PDS/Linke","2013","35-65 y.","Not Employed","105","0.0761672171164999","0.0627162496850716","0.0896181845479282","5"
"PDS/Linke","2013","66 and older","Not Employed","158","0.0442738419877033","0.036447875686513","0.0520998082888936","5"
"PDS/Linke","2013","66 and older","Employed","9","","","","5"
"SPD","2013","16-34 y.","Employed","255","0.279928367001357","0.251058050798755","0.30879868320396","2"
"SPD","2013","16-34 y.","Not Employed","291","0.366644015616593","0.333019516082832","0.400268515150354","2"
"SPD","2013","66 and older","Employed","81","0.321846999835846","0.265913850866561","0.377780148805131","2"
"SPD","2013","35-65 y.","Employed","1073","0.306945296745638","0.291817787917089","0.322072805574186","2"
"SPD","2013","66 and older","Not Employed","917","0.357287328003713","0.339056144192779","0.375518511814647","2"
"SPD","2013","35-65 y.","Not Employed","514","0.342144503405655","0.318087427979988","0.366201578831321","2"
"AfD","2014","16-34 y.","Employed","31","0.0190684939559004","0.012117128116756","0.0260198597950449","7"
"AfD","2014","66 and older","Not Employed","35","0.011990222266029","0.00793844357359885","0.0160420009584592","7"
"AfD","2014","16-34 y.","Not Employed","11","","","","7"
"AfD","2014","35-65 y.","Not Employed","26","","","","7"
"AfD","2014","35-65 y.","Employed","111","0.0188177583332594","0.0153019385775946","0.0223335780889242","7"
"AfD","2014","66 and older","Employed","5","","","","7"
"CDU/CSU","2014","66 and older","Employed","158","0.527167556675097","0.471410389059107","0.582924724291086","1"
"CDU/CSU","2014","66 and older","Not Employed","1369","0.50715198097797","0.488540666445438","0.525763295510501","1"
"CDU/CSU","2014","35-65 y.","Employed","2181","0.36801894737469","0.355540661315081","0.380497233434299","1"
"CDU/CSU","2014","16-34 y.","Employed","524","0.344630716384279","0.320475405045882","0.368786027722675","1"
"CDU/CSU","2014","35-65 y.","Not Employed","401","0.36455549556057","0.335567328884448","0.393543662236691","1"
"CDU/CSU","2014","16-34 y.","Not Employed","171","0.266226531506985","0.2301318246818","0.30232123833217","1"
"FDP","2014","35-65 y.","Employed","151","0.0246443998913634","0.0206328847699422","0.0286559150127846","3"
"FDP","2014","35-65 y.","Not Employed","18","","","","3"
"FDP","2014","66 and older","Not Employed","62","0.0212267842440392","0.0158609825404374","0.026592585947641","3"
"FDP","2014","66 and older","Employed","18","","","","3"
"FDP","2014","16-34 y.","Employed","39","0.026034930361843","0.0179413159980176","0.0341285447256684","3"
"FDP","2014","16-34 y.","Not Employed","24","","","","3"
"NPD Combination","2014","16-34 y.","Not Employed","10","","","","6"
"NPD Combination","2014","35-65 y.","Employed","41","0.00740717556145859","0.00518857201012805","0.00962577911278913","6"
"NPD Combination","2014","16-34 y.","Employed","34","0.0271744755784493","0.018910468680368","0.0354384824765305","6"
"NPD Combination","2014","66 and older","Not Employed","4","","","","6"
"NPD Combination","2014","35-65 y.","Not Employed","13","","","","6"
"NPD Combination","2014","66 and older","Employed","","","","","6"
"Other","2014","66 and older","Not Employed","13","","","","8"
"Other","2014","66 and older","Employed","2","","","","8"
"Other","2014","35-65 y.","Employed","99","0.0186598576565293","0.0151585379796292","0.0221611773334295","8"
"Other","2014","16-34 y.","Not Employed","30","0.0649504456150645","0.0448250127258224","0.0850758785043066","8"
"Other","2014","16-34 y.","Employed","51","0.0239350617299158","0.016166345842879","0.0317037776169527","8"
"Other","2014","35-65 y.","Not Employed","18","","","","8"
"PDS/Linke","2014","16-34 y.","Employed","127","0.0731742404948534","0.0599378135705511","0.0864106674191557","5"
"PDS/Linke","2014","35-65 y.","Employed","423","0.0682968413741244","0.0617699420731741","0.0748237406750747","5"
"PDS/Linke","2014","16-34 y.","Not Employed","50","0.0998939256518646","0.0754059302068513","0.124381921096878","5"
"PDS/Linke","2014","35-65 y.","Not Employed","117","0.117966289734024","0.0985385774598616","0.137394002008186","5"
"PDS/Linke","2014","66 and older","Employed","14","","","","5"
"PDS/Linke","2014","66 and older","Not Employed","205","0.0572521426010377","0.0486035562242919","0.0659007289777835","5"
"SPD","2014","16-34 y.","Employed","417","0.295960393690455","0.272759327096018","0.319161460284891","2"
"SPD","2014","16-34 y.","Not Employed","161","0.278128212031368","0.241535937475352","0.314720486587384","2"
"SPD","2014","35-65 y.","Employed","1618","0.303548847173136","0.291652121596139","0.315445572750132","2"
"SPD","2014","66 and older","Not Employed","946","0.348496189633541","0.330758013005339","0.366234366261744","2"
"SPD","2014","66 and older","Employed","90","0.298746869978138","0.24763028623883","0.349863453717446","2"
"SPD","2014","35-65 y.","Not Employed","360","0.330286397285205","0.301960086554422","0.358612708015989","2"
"AfD","2015","16-34 y.","Employed","44","0.0388598984874851","0.027733603943466","0.0499861930315043","7"
"AfD","2015","35-65 y.","Not Employed","26","","","","7"
"AfD","2015","66 and older","Employed","10","","","","7"
"AfD","2015","66 and older","Not Employed","53","0.020814876953797","0.0153251866488927","0.0263045672587014","7"
"AfD","2015","35-65 y.","Employed","131","0.0296138579539866","0.024844960406464","0.0343827555015092","7"
"AfD","2015","16-34 y.","Not Employed","13","","","","7"
"CDU/CSU","2015","35-65 y.","Not Employed","362","0.391710190010501","0.359658794423643","0.423761585597359","1"
"CDU/CSU","2015","66 and older","Not Employed","1276","0.507529387167698","0.48830514296345","0.526753631371947","1"
"CDU/CSU","2015","66 and older","Employed","147","0.491633931121681","0.436338089914436","0.546929772328927","1"
"CDU/CSU","2015","16-34 y.","Employed","393","0.350023728407056","0.3225635175646","0.377483939249513","1"
"CDU/CSU","2015","16-34 y.","Not Employed","153","0.274685191880206","0.235677972367501","0.31369241139291","1"
"CDU/CSU","2015","35-65 y.","Employed","1815","0.371821350023785","0.358225481610202","0.385417218437368","1"
"FDP","2015","16-34 y.","Employed","30","0.0273809793739492","0.0179858613261423","0.0367760974217561","3"
"FDP","2015","35-65 y.","Employed","122","0.02191368865811","0.0177951367974676","0.0260322405187523","3"
"FDP","2015","16-34 y.","Not Employed","11","","","","3"
"FDP","2015","35-65 y.","Not Employed","19","","","","3"
"FDP","2015","66 and older","Employed","22","","","","3"
"FDP","2015","66 and older","Not Employed","74","0.0255276820259823","0.0194628474198656","0.031592516632099","3"
"NPD Combination","2015","16-34 y.","Not Employed","9","","","","6"
"NPD Combination","2015","35-65 y.","Employed","45","0.00995859738672753","0.00716525629089269","0.0127519384825624","6"
"NPD Combination","2015","16-34 y.","Employed","31","0.0286837578728201","0.0190741708850046","0.0382933448606356","6"
"NPD Combination","2015","66 and older","Not Employed","3","","","","6"
"NPD Combination","2015","35-65 y.","Not Employed","12","","","","6"
"NPD Combination","2015","66 and older","Employed","1","","","","6"
"Other","2015","35-65 y.","Employed","71","0.0151196233754248","0.0116867290576827","0.0185525176931669","8"
"Other","2015","66 and older","Not Employed","11","","","","8"
"Other","2015","66 and older","Employed","3","","","","8"
"Other","2015","16-34 y.","Not Employed","21","","","","8"
"Other","2015","16-34 y.","Employed","44","0.0361739880267803","0.0254241012572642","0.0469238747962963","8"
"Other","2015","35-65 y.","Not Employed","12","","","","8"
"PDS/Linke","2015","16-34 y.","Employed","111","0.0798439247095913","0.0642391299796776","0.0954487194395049","5"
"PDS/Linke","2015","35-65 y.","Employed","393","0.0733534154723602","0.0660190011481569","0.0806878297965635","5"
"PDS/Linke","2015","16-34 y.","Not Employed","57","0.117054948339878","0.0889601560391644","0.145149740640591","5"
"PDS/Linke","2015","35-65 y.","Not Employed","90","0.0991566380168856","0.079532310787133","0.118780965246638","5"
"PDS/Linke","2015","66 and older","Employed","19","","","","5"
"PDS/Linke","2015","66 and older","Not Employed","171","0.0488008891669526","0.040516164056168","0.0570856142777372","5"
"SPD","2015","16-34 y.","Employed","274","0.223236647212577","0.199263034646915","0.247210259778238","2"
"SPD","2015","66 and older","Employed","87","0.302926033288171","0.252099440444391","0.353752626131952","2"
"SPD","2015","16-34 y.","Not Employed","126","0.224709780376559","0.188233777709387","0.261185783043732","2"
"SPD","2015","66 and older","Not Employed","879","0.341177751932078","0.32294706649372","0.359408437370437","2"
"SPD","2015","35-65 y.","Not Employed","276","0.322352926121186","0.291664343467193","0.353041508775179","2"
"SPD","2015","35-65 y.","Employed","1347","0.291055526511158","0.278276662730312","0.303834390292004","2"
"AfD","2016","35-65 y.","Not Employed","63","0.110036260822177","0.0876551215073268","0.132417400137027","7"
"AfD","2016","66 and older","Employed","12","","","","7"
"AfD","2016","16-34 y.","Employed","92","0.0800090733832864","0.0640628776779297","0.0959552690886431","7"
"AfD","2016","35-65 y.","Employed","255","0.0508492991404966","0.0444707978342312","0.0572278004467621","7"
"AfD","2016","66 and older","Not Employed","73","0.0271041144341457","0.0205774248099224","0.033630804058369","7"
"AfD","2016","16-34 y.","Not Employed","31","0.111080135145396","0.0785751200363564","0.143585150254436","7"
"CDU/CSU","2016","16-34 y.","Employed","333","0.296188060512685","0.269352678234345","0.323023442791025","1"
"CDU/CSU","2016","35-65 y.","Not Employed","280","0.350449617614512","0.316326607165896","0.384572628063128","1"
"CDU/CSU","2016","66 and older","Not Employed","1165","0.50725496186191","0.487160959559754","0.527348964164066","1"
"CDU/CSU","2016","66 and older","Employed","141","0.541089877235539","0.484417896778515","0.597761857692562","1"
"CDU/CSU","2016","16-34 y.","Not Employed","97","0.25425784667756","0.209214319062622","0.299301374292498","1"
"CDU/CSU","2016","35-65 y.","Employed","1657","0.354467993411889","0.340579473038612","0.368356513785167","1"
"FDP","2016","16-34 y.","Employed","25","","","","3"
"FDP","2016","35-65 y.","Employed","129","0.0301074474804961","0.0251460118898127","0.0350688830711795","3"
"FDP","2016","66 and older","Employed","18","","","","3"
"FDP","2016","16-34 y.","Not Employed","9","","","","3"
"FDP","2016","35-65 y.","Not Employed","12","","","","3"
"FDP","2016","66 and older","Not Employed","94","0.0343336416430522","0.0270152499202303","0.0416520333658742","3"
"NPD Combination","2016","35-65 y.","Employed","35","0.010444566674505","0.00749285553762056","0.0133962778113894","6"
"NPD Combination","2016","16-34 y.","Not Employed","7","","","","6"
"NPD Combination","2016","35-65 y.","Not Employed","9","","","","6"
"NPD Combination","2016","66 and older","Employed","","","","","6"
"NPD Combination","2016","66 and older","Not Employed","1","","","","6"
"NPD Combination","2016","16-34 y.","Employed","19","","","","6"
"Other","2016","35-65 y.","Employed","71","0.0180659139418098","0.0141988646018677","0.021932963281752","8"
"Other","2016","66 and older","Not Employed","8","","","","8"
"Other","2016","66 and older","Employed","1","","","","8"
"Other","2016","16-34 y.","Not Employed","21","","","","8"
"Other","2016","16-34 y.","Employed","48","0.045894319477603","0.0335952174161502","0.0581934215390559","8"
"Other","2016","35-65 y.","Not Employed","4","","","","8"
"PDS/Linke","2016","16-34 y.","Not Employed","41","0.119790393089237","0.0862007867626335","0.15337999941584","5"
"PDS/Linke","2016","16-34 y.","Employed","107","0.0886235898753598","0.0719196369268766","0.105327542823843","5"
"PDS/Linke","2016","35-65 y.","Employed","311","0.0635100921785505","0.0564293056900295","0.0705908786670715","5"
"PDS/Linke","2016","35-65 y.","Not Employed","80","0.0854657401638452","0.0654706143432741","0.105460865984416","5"
"PDS/Linke","2016","66 and older","Employed","17","","","","5"
"PDS/Linke","2016","66 and older","Not Employed","160","0.050325958224443","0.0415392647568181","0.0591126516920679","5"
"SPD","2016","16-34 y.","Employed","235","0.226604064402243","0.201998661110118","0.251209467694369","2"
"SPD","2016","66 and older","Employed","82","0.284655279899605","0.233335217446432","0.335975342352778","2"
"SPD","2016","66 and older","Not Employed","742","0.31528352369278","0.296609057650225","0.333957989735335","2"
"SPD","2016","16-34 y.","Not Employed","77","0.174251857340404","0.135013268749843","0.213490445930966","2"
"SPD","2016","35-65 y.","Not Employed","214","0.292825805643459","0.260279927195287","0.325371684091632","2"
"SPD","2016","35-65 y.","Employed","1135","0.264366642036214","0.251562732079258","0.277170551993169","2"
"AfD","2017","16-34 y.","Not Employed","22","","","","7"
"AfD","2017","16-34 y.","Employed","65","0.0609390895282918","0.047730462397776","0.0741477166588076","7"
"AfD","2017","35-65 y.","Employed","280","0.0611014580869117","0.0545908237900372","0.0676120923837862","7"
"AfD","2017","66 and older","Employed","16","","","","7"
"AfD","2017","35-65 y.","Not Employed","75","0.137106324398903","0.116080214948468","0.158132433849338","7"
"AfD","2017","66 and older","Not Employed","61","0.0207204324107499","0.0150845286870114","0.0263563361344885","7"
"CDU/CSU","2017","16-34 y.","Not Employed","260","0.294506208024256","0.259136491682858","0.329875924365653","1"
"CDU/CSU","2017","66 and older","Not Employed","1121","0.459943203544441","0.440224305900957","0.479662101187925","1"
"CDU/CSU","2017","66 and older","Employed","161","0.502809783425412","0.451161012941338","0.554458553909487","1"
"CDU/CSU","2017","16-34 y.","Employed","413","0.324338002593141","0.298490030046932","0.350185975139349","1"
"CDU/CSU","2017","35-65 y.","Employed","1882","0.338559008291841","0.325695752013686","0.351422264569995","1"
"CDU/CSU","2017","35-65 y.","Not Employed","462","0.31993672263706","0.291422716314555","0.348450728959564","1"
"FDP","2017","16-34 y.","Employed","47","0.0422198673528986","0.0311165139543573","0.0533232207514399","3"
"FDP","2017","35-65 y.","Employed","220","0.0436271247647872","0.0380747329760401","0.0491795165535343","3"
"FDP","2017","66 and older","Employed","29","","","","3"
"FDP","2017","16-34 y.","Not Employed","26","","","","3"
"FDP","2017","66 and older","Not Employed","99","0.040068178890775","0.03230873122909","0.0478276265524601","3"
"FDP","2017","35-65 y.","Not Employed","21","","","","3"
"NPD Combination","2017","16-34 y.","Employed","18","","","","6"
"NPD Combination","2017","16-34 y.","Not Employed","6","","","","6"
"NPD Combination","2017","35-65 y.","Not Employed","12","","","","6"
"NPD Combination","2017","35-65 y.","Employed","51","0.00766077610056194","0.00529074172033717","0.0100308104807867","6"
"NPD Combination","2017","66 and older","Not Employed","","","","","6"
"NPD Combination","2017","66 and older","Employed","1","","","","6"
"Other","2017","16-34 y.","Not Employed","13","","","","8"
"Other","2017","16-34 y.","Employed","36","0.0318088168898251","0.0221189650150806","0.0414986687645697","8"
"Other","2017","35-65 y.","Not Employed","13","","","","8"
"Other","2017","35-65 y.","Employed","50","0.0113733791398291","0.00849101337357277","0.0142557449060855","8"
"Other","2017","66 and older","Not Employed","6","","","","8"
"Other","2017","66 and older","Employed","1","","","","8"
"PDS/Linke","2017","16-34 y.","Not Employed","71","0.157608861354052","0.12933501053095","0.185882712177153","5"
"PDS/Linke","2017","35-65 y.","Not Employed","68","0.0802272368296573","0.063621707524013","0.0968327661353016","5"
"PDS/Linke","2017","16-34 y.","Employed","131","0.116707731581757","0.098979523240007","0.134435939923506","5"
"PDS/Linke","2017","35-65 y.","Employed","369","0.0682614087361875","0.0614061658379929","0.0751166516343821","5"
"PDS/Linke","2017","66 and older","Employed","23","","","","5"
"PDS/Linke","2017","66 and older","Not Employed","167","0.04927801548715","0.0407142614550988","0.0578417695192012","5"
"SPD","2017","16-34 y.","Employed","319","0.240086902222263","0.216502274928732","0.263671529515794","2"
"SPD","2017","35-65 y.","Employed","1494","0.310473341745144","0.297896376202221","0.323050307288068","2"
"SPD","2017","16-34 y.","Not Employed","138","0.210611500107889","0.178972395094281","0.242250605121496","2"
"SPD","2017","35-65 y.","Not Employed","289","0.340273455685087","0.311310188627887","0.369236722742288","2"
"SPD","2017","66 and older","Employed","105","0.312929724156469","0.265031343674597","0.360828104638341","2"
"SPD","2017","66 and older","Not Employed","866","0.37125355578301","0.352138133622378","0.390368977943641","2"
"AfD","2018","16-34 y.","Not Employed","29","","","","7"
"AfD","2018","16-34 y.","Employed","102","0.0878599522164588","0.0733389060394825","0.102380998393435","7"
"AfD","2018","35-65 y.","Not Employed","81","0.118698925157421","0.0989754483689736","0.138422401945869","7"
"AfD","2018","35-65 y.","Employed","406","0.0829940317669981","0.075438973529333","0.0905490900046632","7"
"AfD","2018","66 and older","Not Employed","90","0.0317551888878295","0.0248595861316099","0.0386507916440491","7"
"AfD","2018","66 and older","Employed","17","","","","7"
