"party","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"SPD","1990","Not Employed","middle vocational","426","0.450626137583885","0.41782687012264","0.48342540504513","1"
"SPD","1990","Not Employed","vocational + Abi","27","","","","1"
"SPD","1990","Employed","vocational + Abi","60","0.452715212375665","0.362521888429223","0.542908536322106","1"
"SPD","1990","Employed","higher vocational","91","0.362937177274534","0.301327771262697","0.42454658328637","1"
"SPD","1990","Employed","higher education","175","0.428218968439529","0.380087080531269","0.476350856347789","1"
"SPD","1990","Not Employed","higher vocational","28","","","","1"
"SPD","1990","Not Employed","higher education","28","","","","1"
"SPD","1990","Employed","in school","2","","","","1"
"SPD","1990","Not Employed","general elemantary","290","0.522943142259223","0.481463710220728","0.564422574297718","1"
"SPD","1990","Not Employed","in school","30","0.454133799923162","0.325998405721945","0.582269194124379","1"
"SPD","1990","Employed","inadequately","83","0.713783880542904","0.62969917372538","0.797868587360429","1"
"SPD","1990","Employed","general elemantary","362","0.570711298381469","0.530183431638623","0.611239165124315","1"
"SPD","1990","Not Employed","inadequately","51","0.766070272737017","0.662356814369501","0.869783731104533","1"
"SPD","1990","Employed","middle vocational","979","0.520483428607191","0.497352964230593","0.543613892983788","1"
"AfD","1991","Not Employed","in school","","","","","7"
"AfD","1991","Not Employed","inadequately","","","","","7"
"AfD","1991","Not Employed","middle vocational","","","","","7"
"AfD","1991","Not Employed","general elemantary","","","","","7"
"AfD","1991","Not Employed","vocational + Abi","","","","","7"
"AfD","1991","Not Employed","higher vocational","","","","","7"
"AfD","1991","Not Employed","higher education","","","","","7"
"AfD","1991","Employed","in school","","","","","7"
"AfD","1991","Employed","inadequately","","","","","7"
"AfD","1991","Employed","general elemantary","","","","","7"
"AfD","1991","Employed","middle vocational","","","","","7"
"AfD","1991","Employed","vocational + Abi","","","","","7"
"AfD","1991","Employed","higher vocational","","","","","7"
"AfD","1991","Employed","higher education","","","","","7"
"CDU/CSU","1991","Employed","vocational + Abi","29","","","","2"
"CDU/CSU","1991","Employed","higher vocational","121","0.542266779761846","0.478703718413551","0.605829841110142","2"
"CDU/CSU","1991","Not Employed","in school","13","","","","2"
"CDU/CSU","1991","Not Employed","inadequately","2","","","","2"
"CDU/CSU","1991","Not Employed","general elemantary","222","0.461081777672933","0.415822715934251","0.506340839411615","2"
"CDU/CSU","1991","Not Employed","middle vocational","362","0.462881550554353","0.428264592569316","0.497498508539391","2"
"CDU/CSU","1991","Not Employed","vocational + Abi","12","","","","2"
"CDU/CSU","1991","Employed","in school","4","","","","2"
"CDU/CSU","1991","Employed","inadequately","2","","","","2"
"CDU/CSU","1991","Employed","general elemantary","129","0.369600380279198","0.318141075230039","0.421059685328357","2"
"CDU/CSU","1991","Employed","middle vocational","612","0.403727917132782","0.379086551769674","0.42836928249589","2"
"CDU/CSU","1991","Not Employed","higher vocational","62","0.67360197755013","0.578812615503851","0.768391339596409","2"
"CDU/CSU","1991","Not Employed","higher education","50","0.512321301307595","0.411807803070093","0.612834799545098","2"
"CDU/CSU","1991","Employed","higher education","137","0.370721889748393","0.322159313249582","0.419284466247205","2"
"FDP","1991","Employed","higher vocational","14","","","","3"
"FDP","1991","Employed","higher education","51","0.14080951983012","0.105837796842152","0.175781242818088","3"
"FDP","1991","Not Employed","vocational + Abi","3","","","","3"
"FDP","1991","Not Employed","higher vocational","4","","","","3"
"FDP","1991","Employed","vocational + Abi","12","","","","3"
"FDP","1991","Not Employed","middle vocational","47","0.0690439955073623","0.0514426257320281","0.0866453652826966","3"
"FDP","1991","Employed","inadequately","","","","","3"
"FDP","1991","Not Employed","higher education","8","","","","3"
"FDP","1991","Employed","in school","1","","","","3"
"FDP","1991","Not Employed","in school","1","","","","3"
"FDP","1991","Not Employed","general elemantary","9","","","","3"
"FDP","1991","Not Employed","inadequately","","","","","3"
"FDP","1991","Employed","general elemantary","5","","","","3"
"FDP","1991","Employed","middle vocational","48","0.0287551901947898","0.0203621246037275","0.0371482557858521","3"
"Grüne","1991","Employed","vocational + Abi","14","","","","4"
"Grüne","1991","Not Employed","general elemantary","8","","","","4"
"Grüne","1991","Not Employed","middle vocational","31","0.0380932868882857","0.0248037565815854","0.051382817194986","4"
"Grüne","1991","Not Employed","vocational + Abi","5","","","","4"
"Grüne","1991","Employed","in school","","","","","4"
"Grüne","1991","Employed","middle vocational","58","0.0433034968264629","0.0330812416845066","0.0535257519684192","4"
"Grüne","1991","Employed","higher vocational","12","","","","4"
"Grüne","1991","Not Employed","in school","7","","","","4"
"Grüne","1991","Not Employed","inadequately","","","","","4"
"Grüne","1991","Not Employed","higher vocational","3","","","","4"
"Grüne","1991","Not Employed","higher education","9","","","","4"
"Grüne","1991","Employed","inadequately","1","","","","4"
"Grüne","1991","Employed","general elemantary","17","","","","4"
"Grüne","1991","Employed","higher education","51","0.14501405520717","0.109610992924688","0.180417117489652","4"
"NPD","1991","Employed","vocational + Abi","","","","","6"
"NPD","1991","Employed","higher vocational","2","","","","6"
"NPD","1991","Not Employed","higher vocational","","","","","6"
"NPD","1991","Not Employed","general elemantary","1","","","","6"
"NPD","1991","Not Employed","middle vocational","8","","","","6"
"NPD","1991","Not Employed","vocational + Abi","","","","","6"
"NPD","1991","Not Employed","higher education","1","","","","6"
"NPD","1991","Employed","in school","","","","","6"
"NPD","1991","Not Employed","inadequately","","","","","6"
"NPD","1991","Not Employed","in school","","","","","6"
"NPD","1991","Employed","inadequately","1","","","","6"
"NPD","1991","Employed","general elemantary","8","","","","6"
"NPD","1991","Employed","higher education","1","","","","6"
"NPD","1991","Employed","middle vocational","23","","","","6"
"Other","1991","Not Employed","general elemantary","1","","","","8"
"Other","1991","Not Employed","inadequately","","","","","8"
"Other","1991","Not Employed","in school","","","","","8"
"Other","1991","Employed","general elemantary","2","","","","8"
"Other","1991","Employed","middle vocational","9","","","","8"
"Other","1991","Employed","vocational + Abi","","","","","8"
"Other","1991","Not Employed","middle vocational","2","","","","8"
"Other","1991","Not Employed","vocational + Abi","1","","","","8"
"Other","1991","Not Employed","higher education","1","","","","8"
"Other","1991","Not Employed","higher vocational","","","","","8"
"Other","1991","Employed","in school","1","","","","8"
"Other","1991","Employed","inadequately","","","","","8"
"Other","1991","Employed","higher vocational","1","","","","8"
"Other","1991","Employed","higher education","1","","","","8"
"PDS/Linke","1991","Employed","higher vocational","","","","","5"
"PDS/Linke","1991","Employed","higher education","","","","","5"
"PDS/Linke","1991","Not Employed","higher vocational","","","","","5"
"PDS/Linke","1991","Not Employed","higher education","","","","","5"
"PDS/Linke","1991","Not Employed","middle vocational","3","","","","5"
"PDS/Linke","1991","Not Employed","vocational + Abi","","","","","5"
"PDS/Linke","1991","Employed","in school","","","","","5"
"PDS/Linke","1991","Employed","vocational + Abi","1","","","","5"
"PDS/Linke","1991","Not Employed","general elemantary","","","","","5"
"PDS/Linke","1991","Not Employed","in school","","","","","5"
"PDS/Linke","1991","Employed","inadequately","","","","","5"
"PDS/Linke","1991","Employed","middle vocational","","","","","5"
"PDS/Linke","1991","Not Employed","inadequately","","","","","5"
"PDS/Linke","1991","Employed","general elemantary","","","","","5"
"SPD","1991","Employed","higher vocational","86","0.334504081894359","0.274308377831889","0.394699785956828","1"
"SPD","1991","Employed","higher education","139","0.335115873782479","0.287655978573279","0.382575768991679","1"
"SPD","1991","Not Employed","middle vocational","344","0.412778250978624","0.37859775189831","0.446958750058938","1"
"SPD","1991","Not Employed","vocational + Abi","9","","","","1"
"SPD","1991","Employed","vocational + Abi","41","0.426720549450012","0.328292882751689","0.525148216148336","1"
"SPD","1991","Not Employed","higher vocational","25","","","","1"
"SPD","1991","Not Employed","higher education","26","","","","1"
"SPD","1991","Employed","in school","2","","","","1"
"SPD","1991","Not Employed","general elemantary","225","0.502048212774355","0.456651804510953","0.547444621037756","1"
"SPD","1991","Employed","inadequately","9","","","","1"
"SPD","1991","Employed","general elemantary","177","0.543908970800204","0.490810915326545","0.597007026273863","1"
"SPD","1991","Not Employed","in school","15","","","","1"
"SPD","1991","Not Employed","inadequately","4","","","","1"
"SPD","1991","Employed","middle vocational","773","0.506637037859819","0.481528011146281","0.531746064573358","1"
"AfD","1992","Not Employed","in school","","","","","7"
"AfD","1992","Not Employed","inadequately","","","","","7"
"AfD","1992","Not Employed","general elemantary","","","","","7"
"AfD","1992","Not Employed","middle vocational","","","","","7"
"AfD","1992","Not Employed","vocational + Abi","","","","","7"
"AfD","1992","Not Employed","higher vocational","","","","","7"
"AfD","1992","Not Employed","higher education","","","","","7"
"AfD","1992","Employed","in school","","","","","7"
"AfD","1992","Employed","inadequately","","","","","7"
"AfD","1992","Employed","general elemantary","","","","","7"
"AfD","1992","Employed","middle vocational","","","","","7"
"AfD","1992","Employed","vocational + Abi","","","","","7"
"AfD","1992","Employed","higher vocational","","","","","7"
"AfD","1992","Employed","higher education","","","","","7"
"CDU/CSU","1992","Employed","vocational + Abi","35","0.26389558126648","0.188991058377519","0.338800104155441","2"
"CDU/CSU","1992","Employed","higher vocational","135","0.484491751929652","0.427750232378588","0.541233271480717","2"
"CDU/CSU","1992","Not Employed","vocational + Abi","11","","","","2"
"CDU/CSU","1992","Not Employed","in school","11","","","","2"
"CDU/CSU","1992","Not Employed","inadequately","4","","","","2"
"CDU/CSU","1992","Not Employed","general elemantary","231","0.489040395260525","0.445312166841014","0.532768623680036","2"
"CDU/CSU","1992","Not Employed","middle vocational","409","0.450788759225844","0.418963529838453","0.482613988613235","2"
"CDU/CSU","1992","Not Employed","higher education","52","0.366091337123866","0.291212757375657","0.440969916872076","2"
"CDU/CSU","1992","Employed","in school","6","","","","2"
"CDU/CSU","1992","Employed","inadequately","10","","","","2"
"CDU/CSU","1992","Employed","general elemantary","143","0.360001232847654","0.317015741331514","0.402986724363793","2"
"CDU/CSU","1992","Employed","middle vocational","765","0.404277776025661","0.382672585475178","0.425882966576144","2"
"CDU/CSU","1992","Not Employed","higher vocational","62","0.615724604173081","0.521786017450182","0.70966319089598","2"
"CDU/CSU","1992","Employed","higher education","207","0.33954611286957","0.303900681408551","0.37519154433059","2"
"FDP","1992","Not Employed","middle vocational","36","0.0464069068206802","0.0329517688823106","0.0598620447590497","3"
"FDP","1992","Employed","higher vocational","17","","","","3"
"FDP","1992","Employed","higher education","70","0.115807049563685","0.0917205179924124","0.139893581134957","3"
"FDP","1992","Not Employed","general elemantary","11","","","","3"
"FDP","1992","Not Employed","inadequately","1","","","","3"
"FDP","1992","Not Employed","vocational + Abi","4","","","","3"
"FDP","1992","Not Employed","higher vocational","4","","","","3"
"FDP","1992","Not Employed","higher education","12","","","","3"
"FDP","1992","Employed","middle vocational","65","0.0290532814412985","0.0216590751861017","0.0364474876964953","3"
"FDP","1992","Employed","vocational + Abi","13","","","","3"
"FDP","1992","Employed","in school","2","","","","3"
"FDP","1992","Employed","inadequately","","","","","3"
"FDP","1992","Not Employed","in school","1","","","","3"
"FDP","1992","Employed","general elemantary","8","","","","3"
"Grüne","1992","Not Employed","general elemantary","23","","","","4"
"Grüne","1992","Employed","vocational + Abi","19","","","","4"
"Grüne","1992","Not Employed","inadequately","1","","","","4"
"Grüne","1992","Employed","middle vocational","102","0.0485024564538053","0.0390448340918831","0.0579600788157276","4"
"Grüne","1992","Not Employed","in school","9","","","","4"
"Grüne","1992","Not Employed","middle vocational","39","0.0354530125542766","0.0236252237396408","0.0472808013689124","4"
"Grüne","1992","Not Employed","vocational + Abi","3","","","","4"
"Grüne","1992","Employed","in school","1","","","","4"
"Grüne","1992","Employed","higher vocational","19","","","","4"
"Grüne","1992","Not Employed","higher education","22","","","","4"
"Grüne","1992","Employed","inadequately","5","","","","4"
"Grüne","1992","Employed","general elemantary","32","0.0323300246424506","0.0164903234291973","0.0481697258557039","4"
"Grüne","1992","Employed","higher education","118","0.166177464347714","0.138158239113814","0.194196689581615","4"
"Grüne","1992","Not Employed","higher vocational","5","","","","4"
"NPD","1992","Employed","vocational + Abi","","","","","6"
"NPD","1992","Employed","higher vocational","","","","","6"
"NPD","1992","Not Employed","inadequately","","","","","6"
"NPD","1992","Employed","higher education","","","","","6"
"NPD","1992","Not Employed","higher vocational","","","","","6"
"NPD","1992","Not Employed","general elemantary","","","","","6"
"NPD","1992","Not Employed","middle vocational","","","","","6"
"NPD","1992","Not Employed","vocational + Abi","","","","","6"
"NPD","1992","Employed","in school","","","","","6"
"NPD","1992","Employed","inadequately","","","","","6"
"NPD","1992","Employed","middle vocational","","","","","6"
"NPD","1992","Not Employed","in school","","","","","6"
"NPD","1992","Not Employed","higher education","","","","","6"
"NPD","1992","Employed","general elemantary","","","","","6"
"Other","1992","Not Employed","general elemantary","10","","","","8"
"Other","1992","Employed","general elemantary","17","","","","8"
"Other","1992","Not Employed","inadequately","1","","","","8"
"Other","1992","Employed","middle vocational","48","0.0236681944445511","0.0169758613480839","0.0303605275410184","8"
"Other","1992","Not Employed","in school","","","","","8"
"Other","1992","Not Employed","middle vocational","12","","","","8"
"Other","1992","Employed","vocational + Abi","3","","","","8"
"Other","1992","Not Employed","vocational + Abi","2","","","","8"
"Other","1992","Not Employed","higher vocational","3","","","","8"
"Other","1992","Not Employed","higher education","2","","","","8"
"Other","1992","Employed","in school","","","","","8"
"Other","1992","Employed","inadequately","2","","","","8"
"Other","1992","Employed","higher vocational","9","","","","8"
"Other","1992","Employed","higher education","8","","","","8"
"PDS/Linke","1992","Not Employed","higher vocational","2","","","","5"
"PDS/Linke","1992","Employed","higher vocational","4","","","","5"
"PDS/Linke","1992","Not Employed","middle vocational","20","","","","5"
"PDS/Linke","1992","Employed","higher education","36","0.0330656554836654","0.0196064226722226","0.0465248882951082","5"
"PDS/Linke","1992","Not Employed","vocational + Abi","2","","","","5"
"PDS/Linke","1992","Not Employed","higher education","26","","","","5"
"PDS/Linke","1992","Not Employed","general elemantary","4","","","","5"
"PDS/Linke","1992","Not Employed","inadequately","","","","","5"
"PDS/Linke","1992","Employed","inadequately","1","","","","5"
"PDS/Linke","1992","Employed","vocational + Abi","1","","","","5"
"PDS/Linke","1992","Not Employed","in school","","","","","5"
"PDS/Linke","1992","Employed","in school","","","","","5"
"PDS/Linke","1992","Employed","middle vocational","29","","","","5"
"PDS/Linke","1992","Employed","general elemantary","1","","","","5"
"SPD","1992","Employed","higher vocational","114","0.36044099710858","0.305928339092295","0.414953655124864","1"
"SPD","1992","Employed","higher education","239","0.331723453669021","0.296282986095917","0.367163921242126","1"
"SPD","1992","Not Employed","middle vocational","423","0.435003978152119","0.403294827877763","0.466713128426476","1"
"SPD","1992","Not Employed","higher vocational","27","","","","1"
"SPD","1992","Not Employed","vocational + Abi","32","0.50909987583791","0.375763306248764","0.642436445427056","1"
"SPD","1992","Not Employed","general elemantary","223","0.459091209205542","0.415499114272573","0.502683304138511","1"
"SPD","1992","Employed","inadequately","52","0.712850345600985","0.606863393738409","0.818837297463562","1"
"SPD","1992","Employed","vocational + Abi","62","0.414026178481626","0.330316576170649","0.497735780792604","1"
"SPD","1992","Employed","in school","1","","","","1"
"SPD","1992","Employed","middle vocational","973","0.485881594872975","0.46387802909424","0.507885160651709","1"
"SPD","1992","Not Employed","in school","23","","","","1"
"SPD","1992","Not Employed","higher education","45","0.265334740299278","0.196708321116485","0.33396115948207","1"
"SPD","1992","Employed","general elemantary","278","0.547099417999495","0.50252200099589","0.5916768350031","1"
"SPD","1992","Not Employed","inadequately","29","","","","1"
"AfD","1993","Not Employed","in school","","","","","7"
"AfD","1993","Not Employed","inadequately","","","","","7"
"AfD","1993","Not Employed","general elemantary","","","","","7"
"AfD","1993","Not Employed","middle vocational","","","","","7"
"AfD","1993","Not Employed","vocational + Abi","","","","","7"
"AfD","1993","Not Employed","higher vocational","","","","","7"
"AfD","1993","Not Employed","higher education","","","","","7"
"AfD","1993","Employed","in school","","","","","7"
"AfD","1993","Employed","inadequately","","","","","7"
"AfD","1993","Employed","general elemantary","","","","","7"
"AfD","1993","Employed","middle vocational","","","","","7"
"AfD","1993","Employed","vocational + Abi","","","","","7"
"AfD","1993","Employed","higher vocational","","","","","7"
"AfD","1993","Employed","higher education","","","","","7"
"CDU/CSU","1993","Employed","vocational + Abi","37","0.253597226200311","0.182038468780024","0.325155983620598","2"
"CDU/CSU","1993","Employed","higher vocational","117","0.467551416878799","0.407591530768524","0.527511302989074","2"
"CDU/CSU","1993","Not Employed","in school","7","","","","2"
"CDU/CSU","1993","Not Employed","inadequately","3","","","","2"
"CDU/CSU","1993","Not Employed","vocational + Abi","11","","","","2"
"CDU/CSU","1993","Employed","in school","1","","","","2"
"CDU/CSU","1993","Employed","inadequately","3","","","","2"
"CDU/CSU","1993","Employed","general elemantary","110","0.316982582303633","0.272215619422215","0.361749545185052","2"
"CDU/CSU","1993","Employed","middle vocational","582","0.367662808442998","0.344537418286198","0.390788198599798","2"
"CDU/CSU","1993","Not Employed","middle vocational","367","0.438680647473226","0.405706945342524","0.471654349603928","2"
"CDU/CSU","1993","Not Employed","higher education","47","0.305907530665245","0.237831299000919","0.373983762329571","2"
"CDU/CSU","1993","Not Employed","general elemantary","198","0.471258131052401","0.424510208598832","0.51800605350597","2"
"CDU/CSU","1993","Employed","higher education","167","0.321310293536265","0.284221953559055","0.358398633513474","2"
"CDU/CSU","1993","Not Employed","higher vocational","52","0.562896088593165","0.464184376233284","0.661607800953045","2"
"FDP","1993","Not Employed","middle vocational","42","0.0681926659748467","0.0514424519110356","0.0849428800386578","3"
"FDP","1993","Employed","higher vocational","13","","","","3"
"FDP","1993","Employed","higher education","53","0.107740102485493","0.0831152394321071","0.132364965538879","3"
"FDP","1993","Not Employed","general elemantary","5","","","","3"
"FDP","1993","Not Employed","inadequately","","","","","3"
"FDP","1993","Not Employed","vocational + Abi","2","","","","3"
"FDP","1993","Not Employed","higher vocational","1","","","","3"
"FDP","1993","Not Employed","in school","1","","","","3"
"FDP","1993","Not Employed","higher education","11","","","","3"
"FDP","1993","Employed","vocational + Abi","14","","","","3"
"FDP","1993","Employed","general elemantary","7","","","","3"
"FDP","1993","Employed","middle vocational","51","0.0287640305193364","0.0207476725024027","0.0367803885362701","3"
"FDP","1993","Employed","in school","1","","","","3"
"FDP","1993","Employed","inadequately","","","","","3"
"Grüne","1993","Employed","vocational + Abi","32","0.224147681454215","0.155557717368023","0.292737645540407","4"
"Grüne","1993","Not Employed","inadequately","2","","","","4"
"Grüne","1993","Not Employed","in school","9","","","","4"
"Grüne","1993","Not Employed","general elemantary","17","","","","4"
"Grüne","1993","Employed","in school","1","","","","4"
"Grüne","1993","Employed","higher education","123","0.208524848112137","0.176259452539873","0.240790243684401","4"
"Grüne","1993","Employed","inadequately","3","","","","4"
"Grüne","1993","Employed","general elemantary","34","0.0692938886792804","0.0448608325600941","0.0937269447984668","4"
"Grüne","1993","Employed","middle vocational","120","0.0680165490692479","0.0559411566649911","0.0800919414735047","4"
"Grüne","1993","Employed","higher vocational","24","","","","4"
"Grüne","1993","Not Employed","middle vocational","38","0.0337515328232696","0.0217515776356045","0.0457514880109347","4"
"Grüne","1993","Not Employed","vocational + Abi","3","","","","4"
"Grüne","1993","Not Employed","higher vocational","5","","","","4"
"Grüne","1993","Not Employed","higher education","22","","","","4"
"NPD","1993","Employed","higher vocational","8","","","","6"
"NPD","1993","Not Employed","inadequately","","","","","6"
"NPD","1993","Not Employed","in school","2","","","","6"
"NPD","1993","Not Employed","general elemantary","8","","","","6"
"NPD","1993","Not Employed","middle vocational","19","","","","6"
"NPD","1993","Employed","vocational + Abi","2","","","","6"
"NPD","1993","Employed","general elemantary","16","","","","6"
"NPD","1993","Not Employed","higher education","5","","","","6"
"NPD","1993","Employed","higher education","4","","","","6"
"NPD","1993","Not Employed","vocational + Abi","3","","","","6"
"NPD","1993","Employed","inadequately","1","","","","6"
"NPD","1993","Not Employed","higher vocational","3","","","","6"
"NPD","1993","Employed","middle vocational","66","0.0399811603239457","0.0305848482923251","0.0493774723555663","6"
"NPD","1993","Employed","in school","","","","","6"
"Other","1993","Employed","middle vocational","16","","","","8"
"Other","1993","Not Employed","inadequately","1","","","","8"
"Other","1993","Not Employed","general elemantary","4","","","","8"
"Other","1993","Not Employed","middle vocational","3","","","","8"
"Other","1993","Employed","vocational + Abi","1","","","","8"
"Other","1993","Employed","higher vocational","5","","","","8"
"Other","1993","Employed","general elemantary","3","","","","8"
"Other","1993","Not Employed","in school","","","","","8"
"Other","1993","Not Employed","vocational + Abi","1","","","","8"
"Other","1993","Not Employed","higher vocational","2","","","","8"
"Other","1993","Not Employed","higher education","3","","","","8"
"Other","1993","Employed","in school","1","","","","8"
"Other","1993","Employed","inadequately","","","","","8"
"Other","1993","Employed","higher education","5","","","","8"
"PDS/Linke","1993","Not Employed","middle vocational","20","","","","5"
"PDS/Linke","1993","Employed","higher vocational","4","","","","5"
"PDS/Linke","1993","Employed","higher education","37","0.035483213191334","0.0207903711266908","0.0501760552559773","5"
"PDS/Linke","1993","Not Employed","vocational + Abi","","","","","5"
"PDS/Linke","1993","Not Employed","higher vocational","2","","","","5"
"PDS/Linke","1993","Not Employed","higher education","38","0.171125947821479","0.11548507134341","0.226766824299547","5"
"PDS/Linke","1993","Employed","middle vocational","27","","","","5"
"PDS/Linke","1993","Not Employed","general elemantary","6","","","","5"
"PDS/Linke","1993","Employed","vocational + Abi","3","","","","5"
"PDS/Linke","1993","Employed","general elemantary","4","","","","5"
"PDS/Linke","1993","Not Employed","inadequately","","","","","5"
"PDS/Linke","1993","Not Employed","in school","1","","","","5"
"PDS/Linke","1993","Employed","in school","1","","","","5"
"PDS/Linke","1993","Employed","inadequately","","","","","5"
"SPD","1993","Employed","higher vocational","95","0.339488264596829","0.282582020174357","0.396394509019302","1"
"SPD","1993","Employed","higher education","220","0.314652159753768","0.277770510998621","0.351533808508915","1"
"SPD","1993","Not Employed","inadequately","26","","","","1"
"SPD","1993","Not Employed","general elemantary","200","0.459061725527442","0.412393591782293","0.50572985927259","1"
"SPD","1993","Not Employed","middle vocational","381","0.412915199797481","0.380198512886644","0.445631886708319","1"
"SPD","1993","Not Employed","higher vocational","32","0.281401671012522","0.1919128757652","0.370890466259844","1"
"SPD","1993","Not Employed","vocational + Abi","19","","","","1"
"SPD","1993","Employed","vocational + Abi","53","0.324539541509942","0.247531213672328","0.401547869347555","1"
"SPD","1993","Employed","inadequately","49","0.827965235384945","0.729117155566681","0.926813315203209","1"
"SPD","1993","Not Employed","higher education","50","0.273485271179927","0.207631456113661","0.339339086246194","1"
"SPD","1993","Employed","in school","","","","","1"
"SPD","1993","Not Employed","in school","18","","","","1"
"SPD","1993","Employed","middle vocational","808","0.476705529275171","0.452750978930703","0.500660079619638","1"
"SPD","1993","Employed","general elemantary","241","0.542777984607438","0.494848945577148","0.590707023637728","1"
"AfD","1994","Not Employed","in school","","","","","7"
"AfD","1994","Not Employed","inadequately","","","","","7"
"AfD","1994","Not Employed","general elemantary","","","","","7"
"AfD","1994","Employed","inadequately","","","","","7"
"AfD","1994","Employed","general elemantary","","","","","7"
"AfD","1994","Employed","middle vocational","","","","","7"
"AfD","1994","Employed","vocational + Abi","","","","","7"
"AfD","1994","Not Employed","middle vocational","","","","","7"
"AfD","1994","Not Employed","vocational + Abi","","","","","7"
"AfD","1994","Not Employed","higher vocational","","","","","7"
"AfD","1994","Not Employed","higher education","","","","","7"
"AfD","1994","Employed","in school","","","","","7"
"AfD","1994","Employed","higher vocational","","","","","7"
"AfD","1994","Employed","higher education","","","","","7"
"CDU/CSU","1994","Not Employed","inadequately","3","","","","2"
"CDU/CSU","1994","Not Employed","general elemantary","196","0.41856680103184","0.374202505616292","0.462931096447388","2"
"CDU/CSU","1994","Employed","vocational + Abi","28","","","","2"
"CDU/CSU","1994","Not Employed","in school","13","","","","2"
"CDU/CSU","1994","Employed","middle vocational","580","0.367725207618821","0.344857702099036","0.390592713138606","2"
"CDU/CSU","1994","Not Employed","middle vocational","394","0.425318774488944","0.393847472968041","0.456790076009847","2"
"CDU/CSU","1994","Not Employed","vocational + Abi","16","","","","2"
"CDU/CSU","1994","Employed","in school","","","","","2"
"CDU/CSU","1994","Employed","higher vocational","118","0.506051173672031","0.444686815248149","0.567415532095913","2"
"CDU/CSU","1994","Not Employed","higher vocational","55","0.592443315969534","0.498004869673848","0.68688176226522","2"
"CDU/CSU","1994","Not Employed","higher education","60","0.352657337674364","0.284897090040803","0.420417585307926","2"
"CDU/CSU","1994","Employed","inadequately","9","","","","2"
"CDU/CSU","1994","Employed","general elemantary","94","0.293552058320819","0.249364433648585","0.337739682993054","2"
"CDU/CSU","1994","Employed","higher education","181","0.316276666740522","0.280221173666689","0.352332159814355","2"
"FDP","1994","Not Employed","in school","1","","","","3"
"FDP","1994","Not Employed","inadequately","","","","","3"
"FDP","1994","Not Employed","general elemantary","7","","","","3"
"FDP","1994","Not Employed","middle vocational","26","","","","3"
"FDP","1994","Not Employed","vocational + Abi","4","","","","3"
"FDP","1994","Not Employed","higher vocational","3","","","","3"
"FDP","1994","Not Employed","higher education","4","","","","3"
"FDP","1994","Employed","inadequately","","","","","3"
"FDP","1994","Employed","general elemantary","7","","","","3"
"FDP","1994","Employed","vocational + Abi","5","","","","3"
"FDP","1994","Employed","higher vocational","8","","","","3"
"FDP","1994","Employed","higher education","51","0.0984390222068761","0.075340783750795","0.121537260662957","3"
"FDP","1994","Employed","in school","","","","","3"
"FDP","1994","Employed","middle vocational","31","0.017435366061675","0.0112281014859928","0.0236426306373571","3"
"Grüne","1994","Not Employed","in school","13","","","","4"
"Grüne","1994","Not Employed","inadequately","","","","","4"
"Grüne","1994","Not Employed","general elemantary","20","","","","4"
"Grüne","1994","Employed","vocational + Abi","26","","","","4"
"Grüne","1994","Not Employed","middle vocational","46","0.0407335147825043","0.028150361097006","0.0533166684680027","4"
"Grüne","1994","Not Employed","vocational + Abi","11","","","","4"
"Grüne","1994","Not Employed","higher vocational","4","","","","4"
"Grüne","1994","Employed","middle vocational","109","0.0562333453770275","0.0453080438313207","0.0671586469227342","4"
"Grüne","1994","Employed","in school","","","","","4"
"Grüne","1994","Employed","higher vocational","22","","","","4"
"Grüne","1994","Not Employed","higher education","25","","","","4"
"Grüne","1994","Employed","inadequately","5","","","","4"
"Grüne","1994","Employed","general elemantary","28","","","","4"
"Grüne","1994","Employed","higher education","103","0.184681523483532","0.154594929289521","0.214768117677543","4"
"NPD","1994","Not Employed","inadequately","","","","","6"
"NPD","1994","Not Employed","general elemantary","2","","","","6"
"NPD","1994","Not Employed","middle vocational","10","","","","6"
"NPD","1994","Employed","higher vocational","5","","","","6"
"NPD","1994","Not Employed","in school","2","","","","6"
"NPD","1994","Employed","vocational + Abi","","","","","6"
"NPD","1994","Not Employed","vocational + Abi","2","","","","6"
"NPD","1994","Not Employed","higher vocational","1","","","","6"
"NPD","1994","Employed","middle vocational","44","0.0211830890488861","0.0143542081899862","0.028011969907786","6"
"NPD","1994","Employed","in school","","","","","6"
"NPD","1994","Not Employed","higher education","3","","","","6"
"NPD","1994","Employed","higher education","3","","","","6"
"NPD","1994","Employed","inadequately","1","","","","6"
"NPD","1994","Employed","general elemantary","17","","","","6"
"Other","1994","Not Employed","inadequately","2","","","","8"
"Other","1994","Not Employed","general elemantary","4","","","","8"
"Other","1994","Not Employed","middle vocational","10","","","","8"
"Other","1994","Employed","middle vocational","23","","","","8"
"Other","1994","Employed","vocational + Abi","1","","","","8"
"Other","1994","Employed","higher vocational","4","","","","8"
"Other","1994","Not Employed","in school","","","","","8"
"Other","1994","Employed","general elemantary","4","","","","8"
"Other","1994","Not Employed","vocational + Abi","1","","","","8"
"Other","1994","Not Employed","higher vocational","2","","","","8"
"Other","1994","Not Employed","higher education","2","","","","8"
"Other","1994","Employed","in school","1","","","","8"
"Other","1994","Employed","inadequately","2","","","","8"
