"party","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"SPD","2002","Not Working","no migration background","1405","0.429815072227671","0.413123291075042","0.4465068533803","1"
"SPD","2002","Not Working","direct migration background","139","0.388971527983391","0.337528304548763","0.440414751418019","1"
"SPD","2002","Part Time","indirect migration background","34","0.411268848884278","0.292556051483932","0.529981646284624","1"
"SPD","2002","Not Working","indirect migration background","27","","","","1"
"AfD","2003","Part Time","no migration background","","","","","7"
"AfD","2003","Full Time","direct migration background","","","","","7"
"AfD","2003","Full Time","indirect migration background","","","","","7"
"AfD","2003","Full Time","no migration background","","","","","7"
"AfD","2003","Part Time","direct migration background","","","","","7"
"AfD","2003","Part Time","indirect migration background","","","","","7"
"AfD","2003","Not Working","no migration background","","","","","7"
"AfD","2003","Not Working","direct migration background","","","","","7"
"AfD","2003","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2003","Full Time","indirect migration background","30","0.303762780527148","0.216625881599106","0.39089967945519","2"
"CDU/CSU","2003","Full Time","no migration background","1738","0.436508074112362","0.420924844673273","0.452091303551452","2"
"CDU/CSU","2003","Full Time","direct migration background","157","0.46017926701336","0.405570621310598","0.514787912716122","2"
"CDU/CSU","2003","Part Time","no migration background","802","0.376594645239693","0.355496187759628","0.397693102719758","2"
"CDU/CSU","2003","Part Time","direct migration background","90","0.479629898661679","0.407833789267156","0.551426008056202","2"
"CDU/CSU","2003","Part Time","indirect migration background","24","","","","2"
"CDU/CSU","2003","Not Working","no migration background","1611","0.458887855047772","0.442437872065038","0.475337838030506","2"
"CDU/CSU","2003","Not Working","indirect migration background","27","","","","2"
"CDU/CSU","2003","Not Working","direct migration background","177","0.509024200791849","0.454922561142962","0.563125840440737","2"
"FDP","2003","Full Time","no migration background","208","0.0507661934416276","0.0438686987600642","0.0576636881231909","3"
"FDP","2003","Full Time","indirect migration background","1","","","","3"
"FDP","2003","Part Time","no migration background","81","0.0369399844391715","0.0287269546005123","0.0451530142778307","3"
"FDP","2003","Part Time","direct migration background","6","","","","3"
"FDP","2003","Full Time","direct migration background","5","","","","3"
"FDP","2003","Not Working","no migration background","117","0.0317221589875267","0.0259365391221087","0.0375077788529447","3"
"FDP","2003","Not Working","indirect migration background","2","","","","3"
"FDP","2003","Not Working","direct migration background","2","","","","3"
"FDP","2003","Part Time","indirect migration background","2","","","","3"
"NPD","2003","Full Time","no migration background","30","0.00813715541722191","0.00531435877604554","0.0109599520583983","6"
"NPD","2003","Full Time","direct migration background","1","","","","6"
"NPD","2003","Full Time","indirect migration background","1","","","","6"
"NPD","2003","Part Time","no migration background","16","","","","6"
"NPD","2003","Part Time","direct migration background","1","","","","6"
"NPD","2003","Part Time","indirect migration background","","","","","6"
"NPD","2003","Not Working","no migration background","15","","","","6"
"NPD","2003","Not Working","direct migration background","1","","","","6"
"NPD","2003","Not Working","indirect migration background","","","","","6"
"Other","2003","Full Time","no migration background","36","0.00958564169243436","0.00652412568081726","0.0126471577040515","8"
"Other","2003","Full Time","direct migration background","","","","","8"
"Other","2003","Full Time","indirect migration background","2","","","","8"
"Other","2003","Part Time","no migration background","18","","","","8"
"Other","2003","Part Time","direct migration background","1","","","","8"
"Other","2003","Part Time","indirect migration background","2","","","","8"
"Other","2003","Not Working","no migration background","26","","","","8"
"Other","2003","Not Working","direct migration background","4","","","","8"
"Other","2003","Not Working","indirect migration background","2","","","","8"
"PDS/Linke","2003","Full Time","no migration background","129","0.0249442809569262","0.0200440371628253","0.0298445247510271","5"
"PDS/Linke","2003","Full Time","direct migration background","4","","","","5"
"PDS/Linke","2003","Full Time","indirect migration background","3","","","","5"
"PDS/Linke","2003","Part Time","no migration background","65","0.0308914585305254","0.0233573167597321","0.0384256003013187","5"
"PDS/Linke","2003","Part Time","direct migration background","1","","","","5"
"PDS/Linke","2003","Part Time","indirect migration background","1","","","","5"
"PDS/Linke","2003","Not Working","no migration background","173","0.0392810290583158","0.0328680748037397","0.0456939833128918","5"
"PDS/Linke","2003","Not Working","direct migration background","10","","","","5"
"PDS/Linke","2003","Not Working","indirect migration background","","","","","5"
"SPD","2003","Part Time","no migration background","740","0.383255912178011","0.362085695671542","0.404426128684481","1"
"SPD","2003","Full Time","no migration background","1355","0.363796331118213","0.348680058430428","0.378912603805999","1"
"SPD","2003","Full Time","indirect migration background","56","0.428042866743833","0.334290643682946","0.52179508980472","1"
"SPD","2003","Part Time","direct migration background","67","0.316390187590864","0.249554677670642","0.383225697511085","1"
"SPD","2003","Not Working","no migration background","1378","0.410907068773325","0.394665340428411","0.427148797118239","1"
"SPD","2003","Not Working","direct migration background","117","0.345513310511045","0.294050444375855","0.396976176646235","1"
"SPD","2003","Full Time","direct migration background","137","0.421702935706039","0.367596128437016","0.475809742975062","1"
"SPD","2003","Part Time","indirect migration background","29","","","","1"
"SPD","2003","Not Working","indirect migration background","35","0.437023241953363","0.327644721239081","0.546401762667646","1"
"AfD","2004","Full Time","direct migration background","","","","","7"
"AfD","2004","Full Time","indirect migration background","","","","","7"
"AfD","2004","Part Time","no migration background","","","","","7"
"AfD","2004","Full Time","no migration background","","","","","7"
"AfD","2004","Part Time","direct migration background","","","","","7"
"AfD","2004","Part Time","indirect migration background","","","","","7"
"AfD","2004","Not Working","no migration background","","","","","7"
"AfD","2004","Not Working","direct migration background","","","","","7"
"AfD","2004","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2004","Full Time","direct migration background","142","0.426289036131234","0.369272894327493","0.483305177934976","2"
"CDU/CSU","2004","Full Time","indirect migration background","33","0.283186149887098","0.195318987238408","0.371053312535787","2"
"CDU/CSU","2004","Full Time","no migration background","1463","0.452223795146719","0.43509132939486","0.469356260898579","2"
"CDU/CSU","2004","Part Time","no migration background","687","0.368800451499851","0.34618233489569","0.391418568104013","2"
"CDU/CSU","2004","Part Time","direct migration background","75","0.611485274533516","0.53045684260995","0.692513706457082","2"
"CDU/CSU","2004","Part Time","indirect migration background","18","","","","2"
"CDU/CSU","2004","Not Working","no migration background","1435","0.477793171191277","0.460048538683968","0.495537803698585","2"
"CDU/CSU","2004","Not Working","direct migration background","154","0.539100455002893","0.481828819500751","0.596372090505035","2"
"CDU/CSU","2004","Not Working","indirect migration background","24","","","","2"
"FDP","2004","Full Time","no migration background","188","0.0554882916982699","0.0476079339109255","0.0633686494856143","3"
"FDP","2004","Full Time","indirect migration background","2","","","","3"
"FDP","2004","Part Time","no migration background","78","0.040954866572994","0.0316641404583471","0.0502455926876409","3"
"FDP","2004","Part Time","direct migration background","4","","","","3"
"FDP","2004","Full Time","direct migration background","10","","","","3"
"FDP","2004","Not Working","no migration background","94","0.0297858088534151","0.0237468193132731","0.0358247983935572","3"
"FDP","2004","Not Working","direct migration background","7","","","","3"
"FDP","2004","Not Working","indirect migration background","","","","","3"
"FDP","2004","Part Time","indirect migration background","","","","","3"
"NPD","2004","Full Time","no migration background","35","0.0122182280459701","0.00843662270264516","0.015999833389295","6"
"NPD","2004","Full Time","direct migration background","1","","","","6"
"NPD","2004","Full Time","indirect migration background","","","","","6"
"NPD","2004","Part Time","no migration background","20","","","","6"
"NPD","2004","Part Time","direct migration background","","","","","6"
"NPD","2004","Part Time","indirect migration background","","","","","6"
"NPD","2004","Not Working","no migration background","11","","","","6"
"NPD","2004","Not Working","direct migration background","1","","","","6"
"NPD","2004","Not Working","indirect migration background","1","","","","6"
"Other","2004","Full Time","no migration background","27","","","","8"
"Other","2004","Full Time","direct migration background","4","","","","8"
"Other","2004","Full Time","indirect migration background","","","","","8"
"Other","2004","Part Time","no migration background","21","","","","8"
"Other","2004","Part Time","direct migration background","1","","","","8"
"Other","2004","Part Time","indirect migration background","","","","","8"
"Other","2004","Not Working","no migration background","36","0.0113030837015811","0.00754768692985215","0.01505848047331","8"
"Other","2004","Not Working","direct migration background","3","","","","8"
"Other","2004","Not Working","indirect migration background","","","","","8"
"PDS/Linke","2004","Full Time","direct migration background","6","","","","5"
"PDS/Linke","2004","Full Time","indirect migration background","3","","","","5"
"PDS/Linke","2004","Full Time","no migration background","134","0.0307635852561261","0.0248196383584427","0.0367075321538095","5"
"PDS/Linke","2004","Part Time","no migration background","69","0.0420082858337625","0.032604001887326","0.051412569780199","5"
"PDS/Linke","2004","Part Time","direct migration background","4","","","","5"
"PDS/Linke","2004","Part Time","indirect migration background","1","","","","5"
"PDS/Linke","2004","Not Working","no migration background","193","0.0512199186252275","0.0433887245247154","0.0590511127257396","5"
"PDS/Linke","2004","Not Working","indirect migration background","1","","","","5"
"PDS/Linke","2004","Not Working","direct migration background","8","","","","5"
"SPD","2004","Part Time","no migration background","600","0.364819194248196","0.342252658226114","0.387385730270278","1"
"SPD","2004","Full Time","no migration background","1054","0.330271009825117","0.314081773524997","0.346460246125236","1"
"SPD","2004","Full Time","direct migration background","110","0.420832035853591","0.363913223206644","0.477750848500537","1"
"SPD","2004","Full Time","indirect migration background","52","0.43288537000012","0.33625596978242","0.529514770217821","1"
"SPD","2004","Part Time","direct migration background","43","0.259457899521262","0.186587858060762","0.332327940981761","1"
"SPD","2004","Not Working","no migration background","1089","0.383674986551422","0.366400211245677","0.400949761857167","1"
"SPD","2004","Not Working","direct migration background","99","0.333078721396781","0.278926992356637","0.387230450436924","1"
"SPD","2004","Part Time","indirect migration background","28","","","","1"
"SPD","2004","Not Working","indirect migration background","23","","","","1"
"AfD","2005","Full Time","no migration background","","","","","7"
"AfD","2005","Full Time","direct migration background","","","","","7"
"AfD","2005","Full Time","indirect migration background","","","","","7"
"AfD","2005","Part Time","no migration background","","","","","7"
"AfD","2005","Part Time","direct migration background","","","","","7"
"AfD","2005","Part Time","indirect migration background","","","","","7"
"AfD","2005","Not Working","no migration background","","","","","7"
"AfD","2005","Not Working","direct migration background","","","","","7"
"AfD","2005","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2005","Full Time","indirect migration background","30","0.3020319408095","0.212042344823493","0.392021536795506","2"
"CDU/CSU","2005","Full Time","direct migration background","128","0.426089647674117","0.367213963592404","0.48496533175583","2"
"CDU/CSU","2005","Full Time","no migration background","1355","0.419113183758382","0.401990802204537","0.436235565312227","2"
"CDU/CSU","2005","Part Time","direct migration background","75","0.484577390869329","0.40486553446384","0.564289247274817","2"
"CDU/CSU","2005","Not Working","no migration background","1391","0.447624297500945","0.430256854973713","0.464991740028178","2"
"CDU/CSU","2005","Part Time","indirect migration background","14","","","","2"
"CDU/CSU","2005","Part Time","no migration background","614","0.322757207054972","0.300681449151399","0.344832964958545","2"
"CDU/CSU","2005","Not Working","indirect migration background","15","","","","2"
"CDU/CSU","2005","Not Working","direct migration background","143","0.477264209612493","0.421023948467629","0.533504470757357","2"
"FDP","2005","Full Time","no migration background","181","0.0484768853080022","0.0410239084115639","0.0559298622044405","3"
"FDP","2005","Full Time","direct migration background","6","","","","3"
"FDP","2005","Part Time","no migration background","78","0.0428814236333214","0.0333155878166335","0.0524472594500093","3"
"FDP","2005","Part Time","direct migration background","5","","","","3"
"FDP","2005","Full Time","indirect migration background","","","","","3"
"FDP","2005","Part Time","indirect migration background","3","","","","3"
"FDP","2005","Not Working","no migration background","103","0.0271887641960066","0.0215084705973122","0.032869057794701","3"
"FDP","2005","Not Working","direct migration background","7","","","","3"
"FDP","2005","Not Working","indirect migration background","2","","","","3"
"NPD","2005","Full Time","no migration background","52","0.0209300622004641","0.0159624822348082","0.02589764216612","6"
"NPD","2005","Full Time","direct migration background","1","","","","6"
"NPD","2005","Full Time","indirect migration background","2","","","","6"
"NPD","2005","Part Time","no migration background","42","0.0394781520890639","0.03028345377852","0.0486728503996078","6"
"NPD","2005","Part Time","indirect migration background","","","","","6"
"NPD","2005","Not Working","no migration background","32","0.0108877647405676","0.00726321627032007","0.0145123132108151","6"
"NPD","2005","Part Time","direct migration background","","","","","6"
"NPD","2005","Not Working","direct migration background","","","","","6"
"NPD","2005","Not Working","indirect migration background","","","","","6"
"Other","2005","Full Time","no migration background","26","","","","8"
"Other","2005","Full Time","direct migration background","3","","","","8"
"Other","2005","Full Time","indirect migration background","1","","","","8"
"Other","2005","Part Time","no migration background","22","","","","8"
"Other","2005","Part Time","direct migration background","1","","","","8"
"Other","2005","Part Time","indirect migration background","","","","","8"
"Other","2005","Not Working","no migration background","30","0.0125738231284059","0.00868204787378639","0.0164655983830254","8"
"Other","2005","Not Working","direct migration background","1","","","","8"
"Other","2005","Not Working","indirect migration background","1","","","","8"
"PDS/Linke","2005","Full Time","no migration background","144","0.0328961301529894","0.0267065425262111","0.0390857177797677","5"
"PDS/Linke","2005","Full Time","direct migration background","6","","","","5"
"PDS/Linke","2005","Full Time","indirect migration background","1","","","","5"
"PDS/Linke","2005","Part Time","no migration background","80","0.0434098888249525","0.0337879468715214","0.0530318307783836","5"
"PDS/Linke","2005","Part Time","direct migration background","3","","","","5"
"PDS/Linke","2005","Part Time","indirect migration background","1","","","","5"
"PDS/Linke","2005","Not Working","direct migration background","13","","","","5"
"PDS/Linke","2005","Not Working","indirect migration background","","","","","5"
"PDS/Linke","2005","Not Working","no migration background","189","0.0467870939416415","0.0394111135568612","0.0541630743264218","5"
"SPD","2005","Full Time","no migration background","1070","0.34506533653306","0.328568434128237","0.361562238937883","1"
"SPD","2005","Full Time","direct migration background","111","0.40782630524179","0.349316908720549","0.466335701763031","1"
"SPD","2005","Full Time","indirect migration background","56","0.4892494769693","0.391273932398745","0.587225021539856","1"
"SPD","2005","Part Time","no migration background","604","0.353007026786741","0.330441425544306","0.375572628029177","1"
"SPD","2005","Part Time","indirect migration background","23","","","","1"
"SPD","2005","Part Time","direct migration background","58","0.394052457299875","0.316113578889177","0.471991335710573","1"
"SPD","2005","Not Working","direct migration background","121","0.382586364798035","0.327862138654643","0.437310590941427","1"
"SPD","2005","Not Working","no migration background","1222","0.411489421726164","0.39430170311347","0.428677140338858","1"
"SPD","2005","Not Working","indirect migration background","32","0.533563025258076","0.404054006981391","0.663072043534762","1"
"AfD","2006","Full Time","indirect migration background","","","","","7"
"AfD","2006","Part Time","no migration background","","","","","7"
"AfD","2006","Not Working","no migration background","","","","","7"
"AfD","2006","Not Working","direct migration background","","","","","7"
"AfD","2006","Full Time","no migration background","","","","","7"
"AfD","2006","Full Time","direct migration background","","","","","7"
"AfD","2006","Part Time","direct migration background","","","","","7"
"AfD","2006","Part Time","indirect migration background","","","","","7"
"AfD","2006","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2006","Full Time","indirect migration background","34","0.223260664419486","0.147479224600874","0.299042104238099","2"
"CDU/CSU","2006","Full Time","direct migration background","108","0.334146303743108","0.277778684895954","0.390513922590262","2"
"CDU/CSU","2006","Full Time","no migration background","1513","0.406248670487247","0.390356891774374","0.422140449200121","2"
"CDU/CSU","2006","Part Time","direct migration background","72","0.44304799042472","0.368811378880746","0.517284601968694","2"
"CDU/CSU","2006","Part Time","no migration background","758","0.35308988516189","0.332191018659203","0.373988751664578","2"
"CDU/CSU","2006","Part Time","indirect migration background","15","","","","2"
"CDU/CSU","2006","Not Working","no migration background","1661","0.444559073670176","0.428605717092598","0.460512430247754","2"
"CDU/CSU","2006","Not Working","indirect migration background","14","","","","2"
"CDU/CSU","2006","Not Working","direct migration background","149","0.38866342095044","0.335088497807417","0.442238344093463","2"
"FDP","2006","Full Time","no migration background","248","0.0676412523162473","0.0595153503253213","0.0757671543071733","3"
"FDP","2006","Full Time","direct migration background","7","","","","3"
"FDP","2006","Part Time","no migration background","92","0.0368602570876075","0.028621115719792","0.0450993984554229","3"
"FDP","2006","Part Time","direct migration background","4","","","","3"
"FDP","2006","Part Time","indirect migration background","4","","","","3"
"FDP","2006","Full Time","indirect migration background","3","","","","3"
"FDP","2006","Not Working","no migration background","122","0.033473588563168","0.0276989288873876","0.0392482482389483","3"
"FDP","2006","Not Working","direct migration background","10","","","","3"
"FDP","2006","Not Working","indirect migration background","3","","","","3"
"NPD","2006","Full Time","no migration background","72","0.0250805043457336","0.0200207813003037","0.0301402273911634","6"
"NPD","2006","Full Time","direct migration background","1","","","","6"
"NPD","2006","Full Time","indirect migration background","1","","","","6"
"NPD","2006","Part Time","no migration background","32","0.0290023990020282","0.0216642899313613","0.0363405080726951","6"
"NPD","2006","Part Time","direct migration background","","","","","6"
"NPD","2006","Not Working","no migration background","24","","","","6"
"NPD","2006","Part Time","indirect migration background","2","","","","6"
"NPD","2006","Not Working","direct migration background","","","","","6"
"NPD","2006","Not Working","indirect migration background","","","","","6"
"Other","2006","Full Time","no migration background","33","0.0118810318664282","0.00837508012702746","0.0153869836058289","8"
"Other","2006","Full Time","indirect migration background","3","","","","8"
"Other","2006","Full Time","direct migration background","2","","","","8"
"Other","2006","Part Time","no migration background","15","","","","8"
"Other","2006","Part Time","direct migration background","4","","","","8"
"Other","2006","Part Time","indirect migration background","1","","","","8"
"Other","2006","Not Working","no migration background","33","0.00972750174406708","0.00657651618847797","0.0128784872996562","8"
"Other","2006","Not Working","direct migration background","1","","","","8"
"Other","2006","Not Working","indirect migration background","","","","","8"
"PDS/Linke","2006","Full Time","no migration background","204","0.0471532639697328","0.0402945666017118","0.0540119613377538","5"
"PDS/Linke","2006","Full Time","direct migration background","12","","","","5"
"PDS/Linke","2006","Full Time","indirect migration background","2","","","","5"
"PDS/Linke","2006","Part Time","no migration background","103","0.0541220193362569","0.0442282295998675","0.0640158090726463","5"
"PDS/Linke","2006","Part Time","direct migration background","5","","","","5"
"PDS/Linke","2006","Part Time","indirect migration background","2","","","","5"
"PDS/Linke","2006","Not Working","no migration background","276","0.069094910064316","0.0609526658351212","0.0772371542935108","5"
"PDS/Linke","2006","Not Working","indirect migration background","2","","","","5"
"PDS/Linke","2006","Not Working","direct migration background","10","","","","5"
"SPD","2006","Part Time","no migration background","705","0.37590365933581","0.354723841647737","0.397083477023884","1"
"SPD","2006","Full Time","no migration background","1233","0.33325104194542","0.317998537299166","0.348503546591674","1"
"SPD","2006","Full Time","direct migration background","122","0.470661366823529","0.411013760130155","0.530308973516903","1"
"SPD","2006","Part Time","direct migration background","72","0.419079294475961","0.345341456852717","0.492817132099205","1"
"SPD","2006","Not Working","no migration background","1422","0.400575571271425","0.384843792010005","0.416307350532844","1"
"SPD","2006","Not Working","direct migration background","131","0.491149069635384","0.436203019215273","0.546095120055496","1"
"SPD","2006","Full Time","indirect migration background","57","0.516700868559755","0.425762596141905","0.607639140977606","1"
"SPD","2006","Part Time","indirect migration background","36","0.313034608374891","0.204401382129248","0.421667834620533","1"
"SPD","2006","Not Working","indirect migration background","33","0.504457502572989","0.377947399026299","0.63096760611968","1"
"AfD","2007","Full Time","indirect migration background","","","","","7"
"AfD","2007","Full Time","no migration background","","","","","7"
"AfD","2007","Full Time","direct migration background","","","","","7"
"AfD","2007","Part Time","no migration background","","","","","7"
"AfD","2007","Part Time","direct migration background","","","","","7"
"AfD","2007","Part Time","indirect migration background","","","","","7"
"AfD","2007","Not Working","no migration background","","","","","7"
"AfD","2007","Not Working","direct migration background","","","","","7"
"AfD","2007","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2007","Full Time","indirect migration background","31","0.275160908193657","0.19014321259362","0.360178603793694","2"
"CDU/CSU","2007","Full Time","direct migration background","92","0.349941387691967","0.286335820679299","0.413546954704635","2"
"CDU/CSU","2007","Full Time","no migration background","1244","0.395210675592835","0.377986670060916","0.412434681124755","2"
"CDU/CSU","2007","Part Time","no migration background","568","0.332618213754197","0.30972459200806","0.355511835500334","2"
"CDU/CSU","2007","Part Time","direct migration background","51","0.344659193967295","0.261344496046693","0.427973891887898","2"
"CDU/CSU","2007","Part Time","indirect migration background","15","","","","2"
"CDU/CSU","2007","Not Working","no migration background","1430","0.43977805175357","0.422694764170659","0.456861339336481","2"
"CDU/CSU","2007","Not Working","direct migration background","117","0.403724419839987","0.343146571722021","0.464302267957952","2"
"CDU/CSU","2007","Not Working","indirect migration background","13","","","","2"
"FDP","2007","Full Time","no migration background","230","0.0607988365577134","0.052380142839971","0.0692175302754559","3"
"FDP","2007","Full Time","direct migration background","7","","","","3"
"FDP","2007","Part Time","no migration background","75","0.0329154904797218","0.024246137349312","0.0415848436101315","3"
"FDP","2007","Part Time","direct migration background","1","","","","3"
"FDP","2007","Part Time","indirect migration background","4","","","","3"
"FDP","2007","Not Working","no migration background","121","0.033252072365","0.0270812847379666","0.0394228599920335","3"
"FDP","2007","Full Time","indirect migration background","1","","","","3"
"FDP","2007","Not Working","direct migration background","9","","","","3"
"FDP","2007","Not Working","indirect migration background","4","","","","3"
"NPD","2007","Full Time","no migration background","63","0.027692861339549","0.0219118553799484","0.0334738672991496","6"
"NPD","2007","Full Time","direct migration background","1","","","","6"
"NPD","2007","Not Working","no migration background","21","","","","6"
"NPD","2007","Full Time","indirect migration background","","","","","6"
"NPD","2007","Part Time","no migration background","28","","","","6"
"NPD","2007","Part Time","direct migration background","1","","","","6"
"NPD","2007","Part Time","indirect migration background","","","","","6"
"NPD","2007","Not Working","direct migration background","1","","","","6"
"NPD","2007","Not Working","indirect migration background","","","","","6"
"Other","2007","Full Time","no migration background","33","0.0107999512790168","0.00715853166601626","0.0144413708920173","8"
"Other","2007","Full Time","direct migration background","2","","","","8"
"Other","2007","Full Time","indirect migration background","2","","","","8"
"Other","2007","Part Time","no migration background","17","","","","8"
"Other","2007","Part Time","direct migration background","2","","","","8"
"Other","2007","Part Time","indirect migration background","","","","","8"
"Other","2007","Not Working","no migration background","21","","","","8"
"Other","2007","Not Working","direct migration background","1","","","","8"
"Other","2007","Not Working","indirect migration background","","","","","8"
"PDS/Linke","2007","Full Time","no migration background","185","0.0535380895330051","0.0456075858784725","0.0614685931875376","5"
"PDS/Linke","2007","Full Time","direct migration background","8","","","","5"
"PDS/Linke","2007","Full Time","indirect migration background","4","","","","5"
"PDS/Linke","2007","Part Time","no migration background","83","0.0573328095766227","0.0460365380529369","0.0686290811003085","5"
"PDS/Linke","2007","Part Time","direct migration background","5","","","","5"
"PDS/Linke","2007","Part Time","indirect migration background","2","","","","5"
"PDS/Linke","2007","Not Working","no migration background","254","0.0687260322267196","0.0600189231714998","0.0774331412819393","5"
"PDS/Linke","2007","Not Working","indirect migration background","","","","","5"
"PDS/Linke","2007","Not Working","direct migration background","9","","","","5"
"SPD","2007","Part Time","no migration background","586","0.377266964982989","0.353714863922746","0.400819066043232","1"
"SPD","2007","Full Time","no migration background","995","0.322191350547065","0.305727619748236","0.338655081345893","1"
"SPD","2007","Full Time","direct migration background","95","0.480440387921444","0.413812098762502","0.547068677080387","1"
"SPD","2007","Full Time","indirect migration background","57","0.509949644397383","0.414784226431086","0.60511506236368","1"
"SPD","2007","Part Time","direct migration background","51","0.428265768665276","0.341520286865492","0.51501125046506","1"
"SPD","2007","Not Working","no migration background","1211","0.39832011483649","0.38147113997558","0.4151690896974","1"
"SPD","2007","Not Working","direct migration background","97","0.42043807811956","0.359491579042194","0.481384577196925","1"
"SPD","2007","Part Time","indirect migration background","24","","","","1"
"SPD","2007","Not Working","indirect migration background","28","","","","1"
"AfD","2008","Full Time","indirect migration background","","","","","7"
"AfD","2008","Full Time","no migration background","","","","","7"
"AfD","2008","Full Time","direct migration background","","","","","7"
"AfD","2008","Part Time","no migration background","","","","","7"
"AfD","2008","Part Time","direct migration background","","","","","7"
"AfD","2008","Part Time","indirect migration background","","","","","7"
"AfD","2008","Not Working","no migration background","","","","","7"
"AfD","2008","Not Working","direct migration background","","","","","7"
"AfD","2008","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2008","Full Time","indirect migration background","35","0.31049069401637","0.221989770721564","0.398991617311176","2"
"CDU/CSU","2008","Full Time","direct migration background","90","0.355208571091414","0.289855526155899","0.420561616026929","2"
"CDU/CSU","2008","Part Time","direct migration background","52","0.44881193540638","0.358300969896618","0.539322900916142","2"
"CDU/CSU","2008","Part Time","indirect migration background","22","","","","2"
"CDU/CSU","2008","Full Time","no migration background","1200","0.408616117250841","0.390740233933784","0.426492000567897","2"
"CDU/CSU","2008","Part Time","no migration background","553","0.335464215399215","0.311774867264075","0.359153563534355","2"
"CDU/CSU","2008","Not Working","no migration background","1412","0.466336335890301","0.448715492494116","0.483957179286486","2"
"CDU/CSU","2008","Not Working","direct migration background","124","0.462717097624723","0.399371141398117","0.526063053851328","2"
"CDU/CSU","2008","Not Working","indirect migration background","12","","","","2"
"FDP","2008","Full Time","no migration background","198","0.0565499459374977","0.0481505012104711","0.0649493906645244","3"
"FDP","2008","Part Time","no migration background","87","0.048533548912088","0.037751815515999","0.059315282308177","3"
"FDP","2008","Part Time","direct migration background","4","","","","3"
"FDP","2008","Full Time","direct migration background","9","","","","3"
"FDP","2008","Full Time","indirect migration background","3","","","","3"
"FDP","2008","Part Time","indirect migration background","5","","","","3"
"FDP","2008","Not Working","no migration background","125","0.0350815765674552","0.028582852506065","0.0415803006288454","3"
"FDP","2008","Not Working","direct migration background","5","","","","3"
"FDP","2008","Not Working","indirect migration background","3","","","","3"
"NPD","2008","Full Time","no migration background","63","0.0224107601510172","0.0170282913292126","0.0277932289728218","6"
"NPD","2008","Full Time","direct migration background","","","","","6"
"NPD","2008","Full Time","indirect migration background","1","","","","6"
"NPD","2008","Part Time","no migration background","16","","","","6"
"NPD","2008","Part Time","direct migration background","","","","","6"
"NPD","2008","Part Time","indirect migration background","1","","","","6"
"NPD","2008","Not Working","no migration background","20","","","","6"
"NPD","2008","Not Working","direct migration background","","","","","6"
"NPD","2008","Not Working","indirect migration background","","","","","6"
"Other","2008","Full Time","no migration background","15","","","","8"
"Other","2008","Full Time","indirect migration background","3","","","","8"
"Other","2008","Full Time","direct migration background","1","","","","8"
"Other","2008","Part Time","no migration background","15","","","","8"
"Other","2008","Part Time","direct migration background","1","","","","8"
"Other","2008","Part Time","indirect migration background","","","","","8"
"Other","2008","Not Working","no migration background","20","","","","8"
"Other","2008","Not Working","direct migration background","1","","","","8"
"Other","2008","Not Working","indirect migration background","2","","","","8"
"PDS/Linke","2008","Full Time","no migration background","197","0.065851037395691","0.0568319124979449","0.0748701622934372","5"
"PDS/Linke","2008","Full Time","direct migration background","12","","","","5"
"PDS/Linke","2008","Full Time","indirect migration background","2","","","","5"
"PDS/Linke","2008","Part Time","no migration background","98","0.0579842695965299","0.0462581316977431","0.0697104074953166","5"
"PDS/Linke","2008","Part Time","direct migration background","5","","","","5"
"PDS/Linke","2008","Part Time","indirect migration background","3","","","","5"
"PDS/Linke","2008","Not Working","no migration background","273","0.0735287220089964","0.0643096387871661","0.0827478052308266","5"
"PDS/Linke","2008","Not Working","direct migration background","8","","","","5"
"PDS/Linke","2008","Not Working","indirect migration background","","","","","5"
"SPD","2008","Full Time","no migration background","896","0.311638827406636","0.294796233157062","0.328481421656209","1"
"SPD","2008","Part Time","no migration background","520","0.363514712023","0.339380895588933","0.387648528457066","1"
"SPD","2008","Not Working","no migration background","1066","0.367098045904079","0.350072442949513","0.384123648858645","1"
"SPD","2008","Not Working","direct migration background","91","0.432567727245482","0.369625271067811","0.495510183423152","1"
"SPD","2008","Full Time","direct migration background","81","0.408672451951982","0.341542518212652","0.475802385691311","1"
"SPD","2008","Full Time","indirect migration background","48","0.397995269894008","0.304370158247634","0.491620381540382","1"
"SPD","2008","Part Time","direct migration background","44","0.383819064478086","0.295320444946327","0.472317684009846","1"
"SPD","2008","Part Time","indirect migration background","29","","","","1"
"SPD","2008","Not Working","indirect migration background","22","","","","1"
"AfD","2009","Full Time","indirect migration background","","","","","7"
"AfD","2009","Full Time","no migration background","","","","","7"
"AfD","2009","Full Time","direct migration background","","","","","7"
"AfD","2009","Part Time","no migration background","","","","","7"
"AfD","2009","Part Time","direct migration background","","","","","7"
"AfD","2009","Part Time","indirect migration background","","","","","7"
"AfD","2009","Not Working","no migration background","","","","","7"
"AfD","2009","Not Working","direct migration background","","","","","7"
