"party","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","1993","Couple + C. LE and GT 16","126","0.40230497318629","0.351721107945605","0.452888838426974","1"
"CDU/CSU","1993","Couple + C. LE 16 ","330","0.321808826133198","0.294188787155391","0.349428865111005","1"
"CDU/CSU","1993","(Married) couple without C. ","533","0.396717409393367","0.371325851117391","0.422108967669343","1"
"CDU/CSU","1993","1-pers.-HH","208","0.373860599757166","0.334787235210444","0.412933964303889","1"
"CDU/CSU","1993","Single parent ","61","0.418802357592118","0.349732821951925","0.487871893232311","1"
"FDP","1993","Couple + C. LE and GT 16","14","","","","3"
"FDP","1993","Couple + C. GT 16 ","42","0.0538282896092415","0.039447166884319","0.0682094123341641","3"
"FDP","1993","Single parent ","4","","","","3"
"FDP","1993","Couple + C. LE 16 ","43","0.0416335685910578","0.0298239231154502","0.0534432140666654","3"
"FDP","1993","(Married) couple without C. ","51","0.0343219405897747","0.0248728409639636","0.0437710402155858","3"
"FDP","1993","1-pers.-HH","36","0.0740716277932035","0.0529218853027392","0.0952213702836677","3"
"NPD Combination","1993","Couple + C. LE and GT 16","11","","","","6"
"NPD Combination","1993","(Married) couple without C. ","37","0.0261676249659999","0.0178822420220558","0.0344530079099439","6"
"NPD Combination","1993","Couple + C. LE 16 ","29","","","","6"
"NPD Combination","1993","Couple + C. GT 16 ","31","0.0308783651095101","0.0198548826261567","0.0419018475928636","6"
"NPD Combination","1993","1-pers.-HH","18","","","","6"
"NPD Combination","1993","Single parent ","7","","","","6"
"Other","1993","1-pers.-HH","6","","","","8"
"Other","1993","Couple + C. LE and GT 16","","","","","8"
"Other","1993","Couple + C. LE 16 ","14","","","","8"
"Other","1993","Couple + C. GT 16 ","11","","","","8"
"Other","1993","(Married) couple without C. ","7","","","","8"
"Other","1993","Single parent ","2","","","","8"
"PDS/Linke","1993","Couple + C. LE 16 ","23","","","","5"
"PDS/Linke","1993","Single parent ","5","","","","5"
"PDS/Linke","1993","(Married) couple without C. ","68","0.0341298068911434","0.0247062550139822","0.0435533587683047","5"
"PDS/Linke","1993","1-pers.-HH","14","","","","5"
"PDS/Linke","1993","Couple + C. GT 16 ","22","","","","5"
"PDS/Linke","1993","Couple + C. LE and GT 16","8","","","","5"
"SPD","1993","(Married) couple without C. ","642","0.446552705077378","0.420750143386351","0.472355266768405","2"
"SPD","1993","1-pers.-HH","253","0.41057839874936","0.370849958403771","0.45030683909495","2"
"SPD","1993","Couple + C. GT 16 ","410","0.387764136637258","0.35671527187748","0.418813001397037","2"
"SPD","1993","Couple + C. LE and GT 16","169","0.408320672980317","0.35761712244079","0.459024223519844","2"
"SPD","1993","Single parent ","92","0.381335321973103","0.313336524386266","0.44933411955994","2"
"SPD","1993","Couple + C. LE 16 ","525","0.454069106437771","0.424633088576097","0.483505124299445","2"
"AfD","1994","1-pers.-HH","","","","","7"
"AfD","1994","(Married) couple without C. ","","","","","7"
"AfD","1994","Single parent ","","","","","7"
"AfD","1994","Couple + C. LE 16 ","","","","","7"
"AfD","1994","Couple + C. GT 16 ","","","","","7"
"AfD","1994","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1994","Couple + C. LE and GT 16","116","0.374792405251791","0.324295094329048","0.425289716174533","1"
"CDU/CSU","1994","Couple + C. GT 16 ","358","0.43557576368543","0.404112151235362","0.467039376135497","1"
"CDU/CSU","1994","Couple + C. LE 16 ","303","0.306684643488916","0.279132627594479","0.334236659383353","1"
"CDU/CSU","1994","1-pers.-HH","233","0.375475609388747","0.338334312183823","0.412616906593671","1"
"CDU/CSU","1994","(Married) couple without C. ","584","0.395513391821328","0.371418843471332","0.419607940171325","1"
"CDU/CSU","1994","Single parent ","54","0.394412577634222","0.322003524578751","0.466821630689694","1"
"FDP","1994","Couple + C. GT 16 ","26","","","","3"
"FDP","1994","Couple + C. LE and GT 16","13","","","","3"
"FDP","1994","Single parent ","3","","","","3"
"FDP","1994","Couple + C. LE 16 ","36","0.0388084705584498","0.0272683542329246","0.0503485868839751","3"
"FDP","1994","(Married) couple without C. ","32","0.0188901582446223","0.0121817193911055","0.025598597098139","3"
"FDP","1994","1-pers.-HH","30","0.0580454932213206","0.040110933587151","0.0759800528554901","3"
"NPD Combination","1994","Couple + C. LE and GT 16","10","","","","6"
"NPD Combination","1994","(Married) couple without C. ","31","0.0160271469250391","0.00983894439598371","0.0222153494540945","6"
"NPD Combination","1994","Couple + C. LE 16 ","15","","","","6"
"NPD Combination","1994","Couple + C. GT 16 ","17","","","","6"
"NPD Combination","1994","1-pers.-HH","9","","","","6"
"NPD Combination","1994","Single parent ","4","","","","6"
"Other","1994","1-pers.-HH","10","","","","8"
"Other","1994","(Married) couple without C. ","17","","","","8"
"Other","1994","Couple + C. LE and GT 16","2","","","","8"
"Other","1994","Single parent ","3","","","","8"
"Other","1994","Couple + C. LE 16 ","12","","","","8"
"Other","1994","Couple + C. GT 16 ","14","","","","8"
"PDS/Linke","1994","Couple + C. LE 16 ","43","0.0244845357681694","0.0152502146757523","0.0337188568605865","5"
"PDS/Linke","1994","(Married) couple without C. ","76","0.0362948680183888","0.0270789299407237","0.0455108060960538","5"
"PDS/Linke","1994","Single parent ","8","","","","5"
"PDS/Linke","1994","1-pers.-HH","22","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","36","0.019094380223007","0.0104099706344293","0.0277787898115847","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","18","","","","5"
"SPD","1994","1-pers.-HH","283","0.42622012766994","0.388290277028282","0.464149978311597","2"
"SPD","1994","(Married) couple without C. ","762","0.47786568200598","0.453251302506693","0.502480061505267","2"
"SPD","1994","Single parent ","86","0.411800052775173","0.338882051438273","0.484718054112074","2"
"SPD","1994","Couple + C. GT 16 ","428","0.414994042201772","0.383727851019647","0.446260233383896","2"
"SPD","1994","Couple + C. LE 16 ","545","0.482663964563635","0.452806648977674","0.512521280149596","2"
"SPD","1994","Couple + C. LE and GT 16","160","0.430223285983228","0.378574508897608","0.481872063068847","2"
"AfD","1995","1-pers.-HH","","","","","7"
"AfD","1995","(Married) couple without C. ","","","","","7"
"AfD","1995","Single parent ","","","","","7"
"AfD","1995","Couple + C. LE 16 ","","","","","7"
"AfD","1995","Couple + C. GT 16 ","","","","","7"
"AfD","1995","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1995","Couple + C. GT 16 ","458","0.457984575042304","0.428047557924292","0.487921592160316","1"
"CDU/CSU","1995","Couple + C. LE and GT 16","158","0.37508864505625","0.329381339276775","0.420795950835724","1"
"CDU/CSU","1995","Couple + C. LE 16 ","436","0.343846946242384","0.317805336450648","0.36988855603412","1"
"CDU/CSU","1995","(Married) couple without C. ","741","0.419945965823091","0.397289837841812","0.44260209380437","1"
"CDU/CSU","1995","Single parent ","67","0.358213722057593","0.295423733400693","0.421003710714494","1"
"CDU/CSU","1995","1-pers.-HH","265","0.401999910331272","0.365336460681231","0.438663359981314","1"
"FDP","1995","Couple + C. GT 16 ","23","","","","3"
"FDP","1995","Couple + C. LE and GT 16","9","","","","3"
"FDP","1995","(Married) couple without C. ","44","0.0250518664140925","0.0178777972982108","0.0322259355299742","3"
"FDP","1995","Single parent ","5","","","","3"
"FDP","1995","Couple + C. LE 16 ","36","0.0318999132217055","0.0222652276844944","0.0415345987589166","3"
"FDP","1995","1-pers.-HH","21","","","","3"
"NPD Combination","1995","Couple + C. LE 16 ","7","","","","6"
"NPD Combination","1995","Couple + C. LE and GT 16","6","","","","6"
"NPD Combination","1995","1-pers.-HH","14","","","","6"
"NPD Combination","1995","Single parent ","5","","","","6"
"NPD Combination","1995","Couple + C. GT 16 ","9","","","","6"
"NPD Combination","1995","(Married) couple without C. ","13","","","","6"
"Other","1995","1-pers.-HH","6","","","","8"
"Other","1995","(Married) couple without C. ","9","","","","8"
"Other","1995","Single parent ","3","","","","8"
"Other","1995","Couple + C. LE 16 ","10","","","","8"
"Other","1995","Couple + C. GT 16 ","13","","","","8"
"Other","1995","Couple + C. LE and GT 16","6","","","","8"
"PDS/Linke","1995","Couple + C. LE 16 ","50","0.0254129266465545","0.0167847241530973","0.0340411291400117","5"
"PDS/Linke","1995","Single parent ","10","","","","5"
"PDS/Linke","1995","(Married) couple without C. ","84","0.03663462615271","0.0280108762126935","0.0452583760927265","5"
"PDS/Linke","1995","1-pers.-HH","34","0.0371804591479458","0.0230323127587298","0.0513286055371619","5"
"PDS/Linke","1995","Couple + C. GT 16 ","54","0.0261956726568102","0.016598840385141","0.0357925049284794","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","21","","","","5"
"SPD","1995","(Married) couple without C. ","809","0.452664841682812","0.429815704142182","0.475513979223442","2"
"SPD","1995","1-pers.-HH","271","0.392402799046787","0.355890123917352","0.428915474176223","2"
"SPD","1995","Couple + C. LE 16 ","583","0.445284728894267","0.418036603720255","0.472532854068278","2"
"SPD","1995","Single parent ","95","0.381674421613645","0.318056538167022","0.445292305060268","2"
"SPD","1995","Couple + C. GT 16 ","413","0.386062354853817","0.356809508050233","0.415315201657401","2"
"SPD","1995","Couple + C. LE and GT 16","183","0.426901301338821","0.38020441684446","0.473598185833182","2"
"AfD","1996","1-pers.-HH","","","","","7"
"AfD","1996","(Married) couple without C. ","","","","","7"
"AfD","1996","Single parent ","","","","","7"
"AfD","1996","Couple + C. LE 16 ","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","","","","","7"
"AfD","1996","Couple + C. GT 16 ","","","","","7"
"CDU/CSU","1996","Couple + C. GT 16 ","429","0.477199422566005","0.445554057788832","0.508844787343178","1"
"CDU/CSU","1996","Couple + C. LE and GT 16","160","0.387187425617691","0.340877073585063","0.433497777650318","1"
"CDU/CSU","1996","Couple + C. LE 16 ","434","0.38712936666034","0.359218866148572","0.415039867172107","1"
"CDU/CSU","1996","(Married) couple without C. ","751","0.450550606945759","0.427239402933154","0.473861810958364","1"
"CDU/CSU","1996","Single parent ","69","0.336845894543831","0.274533446324775","0.399158342762887","1"
"CDU/CSU","1996","1-pers.-HH","269","0.422988997247343","0.385774655689566","0.46020333880512","1"
"FDP","1996","Couple + C. GT 16 ","16","","","","3"
"FDP","1996","Couple + C. LE and GT 16","4","","","","3"
"FDP","1996","Single parent ","4","","","","3"
"FDP","1996","(Married) couple without C. ","33","0.0235337167178224","0.0164313522759672","0.0306360811596776","3"
"FDP","1996","Couple + C. LE 16 ","32","0.0281320675662315","0.0186574953083107","0.0376066398241522","3"
"FDP","1996","1-pers.-HH","23","","","","3"
"NPD Combination","1996","Couple + C. LE 16 ","14","","","","6"
"NPD Combination","1996","Couple + C. GT 16 ","11","","","","6"
"NPD Combination","1996","Couple + C. LE and GT 16","10","","","","6"
"NPD Combination","1996","1-pers.-HH","16","","","","6"
"NPD Combination","1996","Single parent ","6","","","","6"
"NPD Combination","1996","(Married) couple without C. ","16","","","","6"
"Other","1996","1-pers.-HH","6","","","","8"
"Other","1996","(Married) couple without C. ","12","","","","8"
"Other","1996","Single parent ","3","","","","8"
"Other","1996","Couple + C. LE 16 ","10","","","","8"
"Other","1996","Couple + C. GT 16 ","10","","","","8"
"Other","1996","Couple + C. LE and GT 16","6","","","","8"
"PDS/Linke","1996","Couple + C. LE 16 ","47","0.0244846601796994","0.0156290344775271","0.0333402858818717","5"
"PDS/Linke","1996","Single parent ","11","","","","5"
"PDS/Linke","1996","1-pers.-HH","40","0.0387536518434436","0.0242148899241413","0.0532924137627459","5"
"PDS/Linke","1996","(Married) couple without C. ","98","0.039124740963843","0.0300405070222478","0.0482089749054382","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","29","","","","5"
"PDS/Linke","1996","Couple + C. GT 16 ","44","0.0341023678441739","0.0226036361589383","0.0456010995294096","5"
"SPD","1996","1-pers.-HH","246","0.364990270549278","0.328725528699354","0.401255012399202","2"
"SPD","1996","Couple + C. LE 16 ","466","0.376746129188043","0.348980210223422","0.404512048152663","2"
"SPD","1996","(Married) couple without C. ","712","0.41118666424877","0.388133136310225","0.434240192187315","2"
"SPD","1996","Single parent ","91","0.396409899644998","0.331919472400757","0.460900326889239","2"
"SPD","1996","Couple + C. GT 16 ","359","0.354387880971787","0.324082664530134","0.38469309741344","2"
"SPD","1996","Couple + C. LE and GT 16","160","0.37599733417016","0.329946316562915","0.422048351777406","2"
"AfD","1997","1-pers.-HH","","","","","7"
"AfD","1997","(Married) couple without C. ","","","","","7"
"AfD","1997","Couple + C. LE 16 ","","","","","7"
"AfD","1997","Single parent ","","","","","7"
"AfD","1997","Couple + C. GT 16 ","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1997","Couple + C. GT 16 ","356","0.470608134145665","0.43713183019634","0.504084438094989","1"
"CDU/CSU","1997","Couple + C. LE and GT 16","150","0.407574068867812","0.357301004141302","0.457847133594322","1"
"CDU/CSU","1997","Couple + C. LE 16 ","335","0.354587952590307","0.325026237804928","0.384149667375685","1"
"CDU/CSU","1997","(Married) couple without C. ","697","0.413637908238973","0.390417527777315","0.43685828870063","1"
"CDU/CSU","1997","Single parent ","72","0.341641308673184","0.276719944713168","0.406562672633199","1"
"CDU/CSU","1997","1-pers.-HH","237","0.390450191557344","0.352859235584673","0.428041147530014","1"
"FDP","1997","Couple + C. GT 16 ","11","","","","3"
"FDP","1997","Couple + C. LE and GT 16","5","","","","3"
"FDP","1997","(Married) couple without C. ","28","","","","3"
"FDP","1997","Single parent ","3","","","","3"
"FDP","1997","Couple + C. LE 16 ","32","0.0318457860147293","0.020995345834124","0.0426962261953345","3"
"FDP","1997","1-pers.-HH","24","","","","3"
"NPD Combination","1997","1-pers.-HH","13","","","","6"
"NPD Combination","1997","Couple + C. LE 16 ","19","","","","6"
"NPD Combination","1997","Couple + C. GT 16 ","17","","","","6"
"NPD Combination","1997","Couple + C. LE and GT 16","12","","","","6"
"NPD Combination","1997","(Married) couple without C. ","24","","","","6"
"NPD Combination","1997","Single parent ","4","","","","6"
"Other","1997","Couple + C. LE 16 ","6","","","","8"
"Other","1997","1-pers.-HH","6","","","","8"
"Other","1997","(Married) couple without C. ","11","","","","8"
"Other","1997","Single parent ","","","","","8"
"Other","1997","Couple + C. GT 16 ","13","","","","8"
"Other","1997","Couple + C. LE and GT 16","8","","","","8"
"PDS/Linke","1997","(Married) couple without C. ","87","0.0333723921750483","0.0249040287327528","0.0418407556173438","5"
"PDS/Linke","1997","1-pers.-HH","28","","","","5"
"PDS/Linke","1997","Couple + C. LE 16 ","32","0.021300399786217","0.0123782875226795","0.0302225120497546","5"
"PDS/Linke","1997","Single parent ","13","","","","5"
"PDS/Linke","1997","Couple + C. GT 16 ","45","0.0326786915578029","0.0207542825864083","0.0446031005291975","5"
"PDS/Linke","1997","Couple + C. LE and GT 16","21","","","","5"
"SPD","1997","(Married) couple without C. ","759","0.455152174131323","0.431672495744604","0.478631852518042","2"
"SPD","1997","Single parent ","81","0.408888588264957","0.341589632234089","0.476187544295825","2"
"SPD","1997","Couple + C. LE 16 ","453","0.424918119691283","0.394371260134128","0.455464979248438","2"
"SPD","1997","1-pers.-HH","267","0.409267794384874","0.371380371938223","0.447155216831524","2"
"SPD","1997","Couple + C. GT 16 ","328","0.36040696636073","0.32820609628863","0.39260783643283","2"
"SPD","1997","Couple + C. LE and GT 16","136","0.40184300022709","0.351683770640403","0.452002229813776","2"
"AfD","1998","(Married) couple without C. ","","","","","7"
"AfD","1998","1-pers.-HH","","","","","7"
"AfD","1998","Couple + C. LE 16 ","","","","","7"
"AfD","1998","Single parent ","","","","","7"
"AfD","1998","Couple + C. GT 16 ","","","","","7"
"AfD","1998","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1998","Couple + C. GT 16 ","348","0.397999683711171","0.366574352908925","0.429425014513416","1"
"CDU/CSU","1998","Couple + C. LE and GT 16","121","0.320628621641072","0.274008597570655","0.367248645711488","1"
"CDU/CSU","1998","Couple + C. LE 16 ","342","0.296278578342853","0.270024574847762","0.322532581837943","1"
"CDU/CSU","1998","Single parent ","61","0.263259882381732","0.207190803813401","0.319328960950064","1"
"CDU/CSU","1998","(Married) couple without C. ","788","0.404508521071761","0.383304070751394","0.425712971392127","1"
"CDU/CSU","1998","1-pers.-HH","289","0.37537078251531","0.342024535583046","0.408717029447573","1"
"FDP","1998","Couple + C. LE and GT 16","12","","","","3"
"FDP","1998","Couple + C. GT 16 ","17","","","","3"
"FDP","1998","Single parent ","3","","","","3"
"FDP","1998","Couple + C. LE 16 ","36","0.0424566223767962","0.0308635919412264","0.0540496528123659","3"
"FDP","1998","(Married) couple without C. ","38","0.0208421029109217","0.0146701509193589","0.0270140549024844","3"
"FDP","1998","1-pers.-HH","25","","","","3"
"NPD Combination","1998","1-pers.-HH","13","","","","6"
"NPD Combination","1998","Couple + C. LE 16 ","24","","","","6"
"NPD Combination","1998","Couple + C. GT 16 ","15","","","","6"
"NPD Combination","1998","Couple + C. LE and GT 16","11","","","","6"
"NPD Combination","1998","(Married) couple without C. ","27","","","","6"
"NPD Combination","1998","Single parent ","5","","","","6"
"Other","1998","Couple + C. LE 16 ","16","","","","8"
"Other","1998","1-pers.-HH","10","","","","8"
"Other","1998","(Married) couple without C. ","18","","","","8"
"Other","1998","Single parent ","5","","","","8"
"Other","1998","Couple + C. GT 16 ","18","","","","8"
"Other","1998","Couple + C. LE and GT 16","7","","","","8"
"PDS/Linke","1998","1-pers.-HH","35","0.0326330123173637","0.020397284845423","0.0448687397893044","5"
"PDS/Linke","1998","(Married) couple without C. ","97","0.030857262124812","0.0233859311879493","0.0383285930616746","5"
"PDS/Linke","1998","Couple + C. LE 16 ","40","0.0258426014003509","0.0167198107636538","0.034965392037048","5"
"PDS/Linke","1998","Single parent ","15","","","","5"
"PDS/Linke","1998","Couple + C. GT 16 ","47","0.0299382290069385","0.0189973331825631","0.0408791248313138","5"
"PDS/Linke","1998","Couple + C. LE and GT 16","21","","","","5"
"SPD","1998","(Married) couple without C. ","949","0.462028623184452","0.440488934050332","0.483568312318573","2"
"SPD","1998","1-pers.-HH","346","0.415639940046794","0.381700515002474","0.449579365091115","2"
"SPD","1998","Couple + C. LE 16 ","561","0.474772985647059","0.446061110646842","0.503484860647275","2"
"SPD","1998","Single parent ","106","0.438841362941418","0.375662686783067","0.502020039099768","2"
"SPD","1998","Couple + C. GT 16 ","401","0.420225335526796","0.388536165276221","0.45191450577737","2"
"SPD","1998","Couple + C. LE and GT 16","176","0.443076708987269","0.393456924083651","0.492696493890888","2"
"AfD","1999","Couple + C. LE 16 ","","","","","7"
"AfD","1999","1-pers.-HH","","","","","7"
"AfD","1999","Single parent ","","","","","7"
"AfD","1999","(Married) couple without C. ","","","","","7"
"AfD","1999","Couple + C. GT 16 ","","","","","7"
"AfD","1999","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1999","Couple + C. GT 16 ","394","0.415564527799737","0.384896928975495","0.44623212662398","1"
"CDU/CSU","1999","Couple + C. LE and GT 16","165","0.394544516099916","0.348077718771088","0.441011313428744","1"
"CDU/CSU","1999","Couple + C. LE 16 ","466","0.38218313302523","0.355738122663207","0.408628143387253","1"
"CDU/CSU","1999","(Married) couple without C. ","897","0.43482089429375","0.41421796600242","0.455423822585079","1"
"CDU/CSU","1999","Single parent ","88","0.349869411820126","0.292981564993824","0.406757258646427","1"
"CDU/CSU","1999","1-pers.-HH","331","0.405158326070257","0.372385979739862","0.437930672400651","1"
"FDP","1999","Couple + C. GT 16 ","21","","","","3"
"FDP","1999","Couple + C. LE and GT 16","11","","","","3"
"FDP","1999","1-pers.-HH","27","","","","3"
"FDP","1999","(Married) couple without C. ","48","0.0269948253729091","0.0202591905161846","0.0337304602296336","3"
"FDP","1999","Single parent ","1","","","","3"
"FDP","1999","Couple + C. LE 16 ","35","0.0293369915789692","0.0201532399339089","0.0385207432240295","3"
"NPD Combination","1999","1-pers.-HH","7","","","","6"
"NPD Combination","1999","Couple + C. LE 16 ","23","","","","6"
"NPD Combination","1999","Couple + C. GT 16 ","9","","","","6"
"NPD Combination","1999","Couple + C. LE and GT 16","13","","","","6"
"NPD Combination","1999","(Married) couple without C. ","24","","","","6"
"NPD Combination","1999","Single parent ","5","","","","6"
"Other","1999","Couple + C. LE 16 ","14","","","","8"
"Other","1999","Couple + C. GT 16 ","12","","","","8"
"Other","1999","Couple + C. LE and GT 16","14","","","","8"
"Other","1999","1-pers.-HH","6","","","","8"
"Other","1999","(Married) couple without C. ","18","","","","8"
"Other","1999","Single parent ","4","","","","8"
"PDS/Linke","1999","(Married) couple without C. ","124","0.0369852364174309","0.0291417098535933","0.0448287629812686","5"
"PDS/Linke","1999","Couple + C. LE 16 ","55","0.0289961970503011","0.0198643403118569","0.0381280537887452","5"
"PDS/Linke","1999","1-pers.-HH","50","0.0477333587615302","0.0335007424757716","0.0619659750472887","5"
"PDS/Linke","1999","Single parent ","17","","","","5"
"PDS/Linke","1999","Couple + C. LE and GT 16","16","","","","5"
"PDS/Linke","1999","Couple + C. GT 16 ","50","0.0297897768235932","0.0192104312635586","0.0403691223836279","5"
"SPD","1999","(Married) couple without C. ","976","0.439988905908627","0.419358875032695","0.460618936784559","2"
"SPD","1999","1-pers.-HH","363","0.416565578891077","0.383655253784724","0.449475903997429","2"
"SPD","1999","Single parent ","127","0.46768681422026","0.408171684591621","0.527201943848899","2"
"SPD","1999","Couple + C. LE 16 ","580","0.422094726286137","0.395215832271846","0.448973620300428","2"
"SPD","1999","Couple + C. GT 16 ","447","0.458061619163818","0.427056802929981","0.489066435397655","2"
"SPD","1999","Couple + C. LE and GT 16","175","0.406594029689026","0.359894760912181","0.45329329846587","2"
"AfD","2000","Couple + C. LE 16 ","","","","","7"
"AfD","2000","1-pers.-HH","","","","","7"
"AfD","2000","(Married) couple without C. ","","","","","7"
"AfD","2000","Single parent ","","","","","7"
"AfD","2000","Couple + C. LE and GT 16","","","","","7"
"AfD","2000","Couple + C. GT 16 ","","","","","7"
"CDU/CSU","2000","Couple + C. LE and GT 16","272","0.394173565222974","0.357921042184684","0.430426088261263","1"
"CDU/CSU","2000","Couple + C. GT 16 ","627","0.410641392244188","0.386322544288891","0.434960240199484","1"
"CDU/CSU","2000","Couple + C. LE 16 ","737","0.330211644540443","0.310295588196045","0.35012770088484","1"
"CDU/CSU","2000","1-pers.-HH","627","0.401092191409801","0.376963401111132","0.425220981708469","1"
"CDU/CSU","2000","(Married) couple without C. ","1638","0.427458531159648","0.411942235714772","0.442974826604523","1"
"CDU/CSU","2000","Single parent ","120","0.319487476728771","0.274298613370934","0.364676340086607","1"
"FDP","2000","Couple + C. LE and GT 16","17","","","","3"
"FDP","2000","Couple + C. GT 16 ","42","0.026439951331668","0.0185088496518499","0.034371053011486","3"
"FDP","2000","1-pers.-HH","62","0.0423507005337936","0.0324362875679526","0.0522651134996346","3"
"FDP","2000","(Married) couple without C. ","109","0.0307747679368115","0.0253579115559209","0.0361916243177021","3"
"FDP","2000","Single parent ","5","","","","3"
"FDP","2000","Couple + C. LE 16 ","47","0.0284234290249303","0.021385982469424","0.0354608755804366","3"
"NPD Combination","2000","Couple + C. LE 16 ","29","","","","6"
"NPD Combination","2000","1-pers.-HH","15","","","","6"
"NPD Combination","2000","Couple + C. GT 16 ","21","","","","6"
"NPD Combination","2000","Single parent ","8","","","","6"
"NPD Combination","2000","Couple + C. LE and GT 16","14","","","","6"
"NPD Combination","2000","(Married) couple without C. ","34","0.00685985799732936","0.004271046654393","0.00944866934026571","6"
"Other","2000","Couple + C. LE 16 ","20","","","","8"
"Other","2000","Couple + C. GT 16 ","19","","","","8"
"Other","2000","Couple + C. LE and GT 16","13","","","","8"
"Other","2000","1-pers.-HH","15","","","","8"
"Other","2000","(Married) couple without C. ","35","0.0096052950363419","0.00654617103523892","0.0126644190374449","8"
"Other","2000","Single parent ","5","","","","8"
"PDS/Linke","2000","(Married) couple without C. ","197","0.038395046000886","0.0323684300867148","0.0444216619150573","5"
"PDS/Linke","2000","Couple + C. LE 16 ","99","0.0351936500651278","0.0273901293051305","0.042997170825125","5"
"PDS/Linke","2000","1-pers.-HH","97","0.0544135854472053","0.043246553938664","0.0655806169557467","5"
"PDS/Linke","2000","Single parent ","28","","","","5"
"PDS/Linke","2000","Couple + C. GT 16 ","95","0.0436866791634791","0.0335826069983934","0.0537907513285648","5"
"PDS/Linke","2000","Couple + C. LE and GT 16","23","","","","5"
"SPD","2000","Single parent ","191","0.445841761378174","0.397669869041701","0.494013653714646","2"
"SPD","2000","1-pers.-HH","638","0.403360100986457","0.37920904790101","0.427511154071904","2"
"SPD","2000","(Married) couple without C. ","1709","0.445014337565674","0.4294272327642","0.460601442367148","2"
"SPD","2000","Couple + C. LE 16 ","968","0.461934544383742","0.440821729804103","0.483047358963382","2"
"SPD","2000","Couple + C. GT 16 ","668","0.433392010271091","0.4088955339752","0.457888486566982","2"
"SPD","2000","Couple + C. LE and GT 16","282","0.388591399101823","0.352431039264032","0.424751758939613","2"
"AfD","2001","Couple + C. LE 16 ","","","","","7"
"AfD","2001","1-pers.-HH","","","","","7"
"AfD","2001","(Married) couple without C. ","","","","","7"
"AfD","2001","Single parent ","","","","","7"
"AfD","2001","Couple + C. GT 16 ","","","","","7"
"AfD","2001","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","2001","Couple + C. GT 16 ","519","0.393085405947061","0.367040207731498","0.419130604162625","1"
"CDU/CSU","2001","Couple + C. LE and GT 16","225","0.405163167482505","0.365881820567705","0.444444514397305","1"
"CDU/CSU","2001","Couple + C. LE 16 ","639","0.326182060828025","0.305079738849119","0.347284382806931","1"
"CDU/CSU","2001","1-pers.-HH","512","0.387422622832443","0.361406818434472","0.413438427230414","1"
"CDU/CSU","2001","Single parent ","114","0.326981163979576","0.279501522111555","0.374460805847598","1"
"CDU/CSU","2001","(Married) couple without C. ","1400","0.416081206352245","0.399614454735228","0.432547957969262","1"
"FDP","2001","Couple + C. GT 16 ","57","0.0425791417331006","0.0318127467040017","0.0533455367621995","3"
"FDP","2001","Couple + C. LE and GT 16","13","","","","3"
"FDP","2001","1-pers.-HH","61","0.0489232856488931","0.0374038852070264","0.0604426860907598","3"
"FDP","2001","Single parent ","9","","","","3"
"FDP","2001","Couple + C. LE 16 ","52","0.0319842579197887","0.0240640191575529","0.0399044966820244","3"
"FDP","2001","(Married) couple without C. ","122","0.0383967417230678","0.0319774397294704","0.0448160437166653","3"
"NPD Combination","2001","Couple + C. LE 16 ","30","0.0111880754324162","0.00645369159709906","0.0159224592677333","6"
"NPD Combination","2001","Couple + C. GT 16 ","16","","","","6"
"NPD Combination","2001","1-pers.-HH","14","","","","6"
"NPD Combination","2001","Couple + C. LE and GT 16","9","","","","6"
"NPD Combination","2001","(Married) couple without C. ","23","","","","6"
"NPD Combination","2001","Single parent ","7","","","","6"
"Other","2001","1-pers.-HH","14","","","","8"
"Other","2001","Couple + C. LE 16 ","19","","","","8"
"Other","2001","Couple + C. GT 16 ","12","","","","8"
"Other","2001","Couple + C. LE and GT 16","11","","","","8"
"Other","2001","(Married) couple without C. ","24","","","","8"
"Other","2001","Single parent ","8","","","","8"
"PDS/Linke","2001","1-pers.-HH","71","0.0455236251432496","0.0343918274733579","0.0566554228131413","5"
"PDS/Linke","2001","(Married) couple without C. ","192","0.0420145392674178","0.0353122692623367","0.0487168092724989","5"
"PDS/Linke","2001","Couple + C. LE 16 ","61","0.0314483673137932","0.0235925863663148","0.0393041482612717","5"
"PDS/Linke","2001","Single parent ","17","","","","5"
"PDS/Linke","2001","Couple + C. GT 16 ","64","0.0366556591504469","0.0266353364394735","0.0466759818614203","5"
"PDS/Linke","2001","Couple + C. LE and GT 16","25","","","","5"
"SPD","2001","Couple + C. LE 16 ","860","0.456449945637485","0.434029446538614","0.478870444736356","2"
