"party","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"SPD","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"SPD","1984","66 and older","(3a) lower tertiary education","","","",""
"SPD","1984","66 and older","(3b) higher tertiary education","","","",""
"FDP","1984","16-34 y.","(0) in school","","","",""
"FDP","1984","16-34 y.","(1a) inadequately completed","","","",""
"FDP","1984","16-34 y.","(1b) general elementary school","","","",""
"FDP","1984","16-34 y.","(1c) basic vocational qualification","","","",""
"FDP","1984","16-34 y.","(2b) intermediate general qualification","","","",""
"FDP","1984","16-34 y.","(2a) intermediate vocational","","","",""
"FDP","1984","16-34 y.","(2c_gen) general maturity certificate","","","",""
"FDP","1984","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","16-34 y.","(3a) lower tertiary education","","","",""
"FDP","1984","16-34 y.","(3b) higher tertiary education","","","",""
"FDP","1984","35-65 y.","(0) in school","","","",""
"FDP","1984","35-65 y.","(1a) inadequately completed","","","",""
"FDP","1984","35-65 y.","(1b) general elementary school","","","",""
"FDP","1984","35-65 y.","(1c) basic vocational qualification","30","0.0204902189514249","0.0133822010594875","0.0275982368433624"
"FDP","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"FDP","1984","35-65 y.","(2a) intermediate vocational","","","",""
"FDP","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"FDP","1984","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","35-65 y.","(3a) lower tertiary education","","","",""
"FDP","1984","35-65 y.","(3b) higher tertiary education","","","",""
"FDP","1984","66 and older","(0) in school","","","",""
"FDP","1984","66 and older","(1a) inadequately completed","","","",""
"FDP","1984","66 and older","(1b) general elementary school","","","",""
"FDP","1984","66 and older","(1c) basic vocational qualification","","","",""
"FDP","1984","66 and older","(2b) intermediate general qualification","","","",""
"FDP","1984","66 and older","(2a) intermediate vocational","","","",""
"FDP","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"FDP","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"FDP","1984","66 and older","(3a) lower tertiary education","","","",""
"FDP","1984","66 and older","(3b) higher tertiary education","","","",""
"Grüne","1984","16-34 y.","(0) in school","","","",""
"Grüne","1984","16-34 y.","(1a) inadequately completed","","","",""
"Grüne","1984","16-34 y.","(1b) general elementary school","","","",""
"Grüne","1984","16-34 y.","(1c) basic vocational qualification","38","0.0542380152700261","0.0366360015809688","0.0718400289590833"
"Grüne","1984","16-34 y.","(2b) intermediate general qualification","45","0.276257899818354","0.206314371612464","0.346201428024243"
"Grüne","1984","16-34 y.","(2a) intermediate vocational","43","0.124930132795146","0.0901914430054999","0.159668822584793"
"Grüne","1984","16-34 y.","(2c_gen) general maturity certificate","82","0.402044510778068","0.333049335376451","0.471039686179684"
"Grüne","1984","16-34 y.","(2c_voc) vocational maturity certificate","36","0.264512751377402","0.188692137709793","0.340333365045012"
"Grüne","1984","16-34 y.","(3a) lower tertiary education","","","",""
"Grüne","1984","16-34 y.","(3b) higher tertiary education","","","",""
"Grüne","1984","35-65 y.","(0) in school","","","",""
"Grüne","1984","35-65 y.","(1a) inadequately completed","","","",""
"Grüne","1984","35-65 y.","(1b) general elementary school","","","",""
"Grüne","1984","35-65 y.","(1c) basic vocational qualification","","","",""
"Grüne","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"Grüne","1984","35-65 y.","(2a) intermediate vocational","","","",""
"Grüne","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Grüne","1984","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1984","35-65 y.","(3a) lower tertiary education","","","",""
"Grüne","1984","35-65 y.","(3b) higher tertiary education","","","",""
"Grüne","1984","66 and older","(0) in school","","","",""
"Grüne","1984","66 and older","(1a) inadequately completed","","","",""
"Grüne","1984","66 and older","(1b) general elementary school","","","",""
"Grüne","1984","66 and older","(1c) basic vocational qualification","","","",""
"Grüne","1984","66 and older","(2b) intermediate general qualification","","","",""
"Grüne","1984","66 and older","(2a) intermediate vocational","","","",""
"Grüne","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Grüne","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1984","66 and older","(3a) lower tertiary education","","","",""
"Grüne","1984","66 and older","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","16-34 y.","(0) in school","","","",""
"PDS/Linke","1984","16-34 y.","(1a) inadequately completed","","","",""
"PDS/Linke","1984","16-34 y.","(1b) general elementary school","","","",""
"PDS/Linke","1984","16-34 y.","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","16-34 y.","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","16-34 y.","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","16-34 y.","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","16-34 y.","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","16-34 y.","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","35-65 y.","(0) in school","","","",""
"PDS/Linke","1984","35-65 y.","(1a) inadequately completed","","","",""
"PDS/Linke","1984","35-65 y.","(1b) general elementary school","","","",""
"PDS/Linke","1984","35-65 y.","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","35-65 y.","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","35-65 y.","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","35-65 y.","(3b) higher tertiary education","","","",""
"PDS/Linke","1984","66 and older","(0) in school","","","",""
"PDS/Linke","1984","66 and older","(1a) inadequately completed","","","",""
"PDS/Linke","1984","66 and older","(1b) general elementary school","","","",""
"PDS/Linke","1984","66 and older","(1c) basic vocational qualification","","","",""
"PDS/Linke","1984","66 and older","(2b) intermediate general qualification","","","",""
"PDS/Linke","1984","66 and older","(2a) intermediate vocational","","","",""
"PDS/Linke","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1984","66 and older","(3a) lower tertiary education","","","",""
"PDS/Linke","1984","66 and older","(3b) higher tertiary education","","","",""
"NPD Combination","1984","16-34 y.","(0) in school","","","",""
"NPD Combination","1984","16-34 y.","(1a) inadequately completed","","","",""
"NPD Combination","1984","16-34 y.","(1b) general elementary school","","","",""
"NPD Combination","1984","16-34 y.","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","16-34 y.","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","16-34 y.","(2a) intermediate vocational","","","",""
"NPD Combination","1984","16-34 y.","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","16-34 y.","(3a) lower tertiary education","","","",""
"NPD Combination","1984","16-34 y.","(3b) higher tertiary education","","","",""
"NPD Combination","1984","35-65 y.","(0) in school","","","",""
"NPD Combination","1984","35-65 y.","(1a) inadequately completed","","","",""
"NPD Combination","1984","35-65 y.","(1b) general elementary school","","","",""
"NPD Combination","1984","35-65 y.","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","35-65 y.","(2a) intermediate vocational","","","",""
"NPD Combination","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","35-65 y.","(3a) lower tertiary education","","","",""
"NPD Combination","1984","35-65 y.","(3b) higher tertiary education","","","",""
"NPD Combination","1984","66 and older","(0) in school","","","",""
"NPD Combination","1984","66 and older","(1a) inadequately completed","","","",""
"NPD Combination","1984","66 and older","(1b) general elementary school","","","",""
"NPD Combination","1984","66 and older","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","66 and older","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","66 and older","(2a) intermediate vocational","","","",""
"NPD Combination","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","66 and older","(3a) lower tertiary education","","","",""
"NPD Combination","1984","66 and older","(3b) higher tertiary education","","","",""
"AfD","1984","16-34 y.","(0) in school","","","",""
"AfD","1984","16-34 y.","(1a) inadequately completed","","","",""
"AfD","1984","16-34 y.","(1b) general elementary school","","","",""
"AfD","1984","16-34 y.","(1c) basic vocational qualification","","","",""
"AfD","1984","16-34 y.","(2b) intermediate general qualification","","","",""
"AfD","1984","16-34 y.","(2a) intermediate vocational","","","",""
"AfD","1984","16-34 y.","(2c_gen) general maturity certificate","","","",""
"AfD","1984","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","16-34 y.","(3a) lower tertiary education","","","",""
"AfD","1984","16-34 y.","(3b) higher tertiary education","","","",""
"AfD","1984","35-65 y.","(0) in school","","","",""
"AfD","1984","35-65 y.","(1a) inadequately completed","","","",""
"AfD","1984","35-65 y.","(1b) general elementary school","","","",""
"AfD","1984","35-65 y.","(1c) basic vocational qualification","","","",""
"AfD","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"AfD","1984","35-65 y.","(2a) intermediate vocational","","","",""
"AfD","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"AfD","1984","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","35-65 y.","(3a) lower tertiary education","","","",""
"AfD","1984","35-65 y.","(3b) higher tertiary education","","","",""
"AfD","1984","66 and older","(0) in school","","","",""
"AfD","1984","66 and older","(1a) inadequately completed","","","",""
"AfD","1984","66 and older","(1b) general elementary school","","","",""
"AfD","1984","66 and older","(1c) basic vocational qualification","","","",""
"AfD","1984","66 and older","(2b) intermediate general qualification","","","",""
"AfD","1984","66 and older","(2a) intermediate vocational","","","",""
"AfD","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"AfD","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","66 and older","(3a) lower tertiary education","","","",""
"AfD","1984","66 and older","(3b) higher tertiary education","","","",""
"Other","1984","16-34 y.","(0) in school","","","",""
"Other","1984","16-34 y.","(1a) inadequately completed","","","",""
"Other","1984","16-34 y.","(1b) general elementary school","","","",""
"Other","1984","16-34 y.","(1c) basic vocational qualification","","","",""
"Other","1984","16-34 y.","(2b) intermediate general qualification","","","",""
"Other","1984","16-34 y.","(2a) intermediate vocational","","","",""
"Other","1984","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Other","1984","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","16-34 y.","(3a) lower tertiary education","","","",""
"Other","1984","16-34 y.","(3b) higher tertiary education","","","",""
"Other","1984","35-65 y.","(0) in school","","","",""
"Other","1984","35-65 y.","(1a) inadequately completed","","","",""
"Other","1984","35-65 y.","(1b) general elementary school","","","",""
"Other","1984","35-65 y.","(1c) basic vocational qualification","","","",""
"Other","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"Other","1984","35-65 y.","(2a) intermediate vocational","","","",""
"Other","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Other","1984","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","35-65 y.","(3a) lower tertiary education","","","",""
"Other","1984","35-65 y.","(3b) higher tertiary education","","","",""
"Other","1984","66 and older","(0) in school","","","",""
"Other","1984","66 and older","(1a) inadequately completed","","","",""
"Other","1984","66 and older","(1b) general elementary school","","","",""
"Other","1984","66 and older","(1c) basic vocational qualification","","","",""
"Other","1984","66 and older","(2b) intermediate general qualification","","","",""
"Other","1984","66 and older","(2a) intermediate vocational","","","",""
"Other","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Other","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","66 and older","(3a) lower tertiary education","","","",""
"Other","1984","66 and older","(3b) higher tertiary education","","","",""
"CDU/CSU","1985","16-34 y.","(0) in school","30","0.461921691562163","0.34755657373243","0.576286809391895"
"CDU/CSU","1985","16-34 y.","(1a) inadequately completed","","","",""
"CDU/CSU","1985","16-34 y.","(1b) general elementary school","46","0.266198480300118","0.207928611062252","0.324468349537984"
"CDU/CSU","1985","16-34 y.","(1c) basic vocational qualification","189","0.387118960025845","0.345844489162101","0.428393430889589"
"CDU/CSU","1985","16-34 y.","(2b) intermediate general qualification","55","0.426011170819461","0.346073472834024","0.505948868804898"
"CDU/CSU","1985","16-34 y.","(2a) intermediate vocational","114","0.36157377110754","0.309736164556614","0.413411377658467"
"CDU/CSU","1985","16-34 y.","(2c_gen) general maturity certificate","49","0.300960716420354","0.234139481010887","0.36778195182982"
"CDU/CSU","1985","16-34 y.","(2c_voc) vocational maturity certificate","34","0.287406811506211","0.209311925096909","0.365501697915513"
"CDU/CSU","1985","16-34 y.","(3a) lower tertiary education","","","",""
"CDU/CSU","1985","16-34 y.","(3b) higher tertiary education","35","0.304149998417607","0.220068412154359","0.388231584680854"
"CDU/CSU","1985","35-65 y.","(0) in school","","","",""
"CDU/CSU","1985","35-65 y.","(1a) inadequately completed","","","",""
"CDU/CSU","1985","35-65 y.","(1b) general elementary school","315","0.461750464804142","0.425999868298702","0.497501061309581"
"CDU/CSU","1985","35-65 y.","(1c) basic vocational qualification","588","0.441635711668467","0.415464254125338","0.467807169211596"
"CDU/CSU","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"CDU/CSU","1985","35-65 y.","(2a) intermediate vocational","232","0.569972807895796","0.522340780143364","0.617604835648228"
"CDU/CSU","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"CDU/CSU","1985","35-65 y.","(2c_voc) vocational maturity certificate","51","0.550933763543636","0.459224381886788","0.642643145200483"
"CDU/CSU","1985","35-65 y.","(3a) lower tertiary education","54","0.497073545711531","0.404886173685389","0.589260917737672"
"CDU/CSU","1985","35-65 y.","(3b) higher tertiary education","88","0.422287995156595","0.356721811168124","0.487854179145065"
"CDU/CSU","1985","66 and older","(0) in school","","","",""
"CDU/CSU","1985","66 and older","(1a) inadequately completed","","","",""
"CDU/CSU","1985","66 and older","(1b) general elementary school","114","0.517319143301925","0.450679827762091","0.583958458841759"
"CDU/CSU","1985","66 and older","(1c) basic vocational qualification","132","0.466682000842224","0.407718210914322","0.525645790770126"
"CDU/CSU","1985","66 and older","(2b) intermediate general qualification","","","",""
"CDU/CSU","1985","66 and older","(2a) intermediate vocational","58","0.630424278981657","0.531791252580369","0.729057305382946"
"CDU/CSU","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"CDU/CSU","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"CDU/CSU","1985","66 and older","(3a) lower tertiary education","","","",""
"CDU/CSU","1985","66 and older","(3b) higher tertiary education","","","",""
"SPD","1985","16-34 y.","(0) in school","","","",""
"SPD","1985","16-34 y.","(1a) inadequately completed","49","0.742382268474788","0.632637242772911","0.852127294176665"
"SPD","1985","16-34 y.","(1b) general elementary school","149","0.610283494565255","0.545986278961036","0.674580710169475"
"SPD","1985","16-34 y.","(1c) basic vocational qualification","297","0.524549558274072","0.482232342059641","0.566866774488503"
"SPD","1985","16-34 y.","(2b) intermediate general qualification","50","0.291169316174183","0.217729178659848","0.364609453688518"
"SPD","1985","16-34 y.","(2a) intermediate vocational","167","0.488725205256019","0.434792689199541","0.542657721312498"
"SPD","1985","16-34 y.","(2c_gen) general maturity certificate","60","0.304184503253866","0.237161421268063","0.371207585239669"
"SPD","1985","16-34 y.","(2c_voc) vocational maturity certificate","48","0.33962898739065","0.257904988036132","0.421352986745168"
"SPD","1985","16-34 y.","(3a) lower tertiary education","","","",""
"SPD","1985","16-34 y.","(3b) higher tertiary education","47","0.393937702008229","0.304633564894883","0.483241839121575"
"SPD","1985","35-65 y.","(0) in school","","","",""
"SPD","1985","35-65 y.","(1a) inadequately completed","115","0.746992864178449","0.675489161659484","0.818496566697414"
"SPD","1985","35-65 y.","(1b) general elementary school","404","0.506998258175631","0.471146104392847","0.542850411958415"
"SPD","1985","35-65 y.","(1c) basic vocational qualification","719","0.500718286872895","0.474366713109877","0.527069860635913"
"SPD","1985","35-65 y.","(2b) intermediate general qualification","31","0.504609160728679","0.377031793319433","0.632186528137925"
"SPD","1985","35-65 y.","(2a) intermediate vocational","149","0.349167665326375","0.303303276258243","0.395032054394506"
"SPD","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"SPD","1985","35-65 y.","(2c_voc) vocational maturity certificate","49","0.323204992192893","0.236971400992185","0.409438583393602"
"SPD","1985","35-65 y.","(3a) lower tertiary education","36","0.305612871598892","0.220676144716029","0.390549598481755"
"SPD","1985","35-65 y.","(3b) higher tertiary education","84","0.366513983874581","0.302550275421804","0.430477692327358"
"SPD","1985","66 and older","(0) in school","","","",""
"SPD","1985","66 and older","(1a) inadequately completed","","","",""
"SPD","1985","66 and older","(1b) general elementary school","98","0.459433619578713","0.39297411225345","0.525893126903975"
"SPD","1985","66 and older","(1c) basic vocational qualification","128","0.473876315739873","0.414861891814583","0.532890739665163"
"SPD","1985","66 and older","(2b) intermediate general qualification","","","",""
"SPD","1985","66 and older","(2a) intermediate vocational","","","",""
"SPD","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"SPD","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"SPD","1985","66 and older","(3a) lower tertiary education","","","",""
"SPD","1985","66 and older","(3b) higher tertiary education","","","",""
"FDP","1985","16-34 y.","(0) in school","","","",""
"FDP","1985","16-34 y.","(1a) inadequately completed","","","",""
"FDP","1985","16-34 y.","(1b) general elementary school","","","",""
"FDP","1985","16-34 y.","(1c) basic vocational qualification","","","",""
"FDP","1985","16-34 y.","(2b) intermediate general qualification","","","",""
"FDP","1985","16-34 y.","(2a) intermediate vocational","","","",""
"FDP","1985","16-34 y.","(2c_gen) general maturity certificate","","","",""
"FDP","1985","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"FDP","1985","16-34 y.","(3a) lower tertiary education","","","",""
"FDP","1985","16-34 y.","(3b) higher tertiary education","","","",""
"FDP","1985","35-65 y.","(0) in school","","","",""
"FDP","1985","35-65 y.","(1a) inadequately completed","","","",""
"FDP","1985","35-65 y.","(1b) general elementary school","","","",""
"FDP","1985","35-65 y.","(1c) basic vocational qualification","41","0.0315684858088014","0.0223534222836833","0.0407835493339196"
"FDP","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"FDP","1985","35-65 y.","(2a) intermediate vocational","","","",""
"FDP","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"FDP","1985","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"FDP","1985","35-65 y.","(3a) lower tertiary education","","","",""
"FDP","1985","35-65 y.","(3b) higher tertiary education","","","",""
"FDP","1985","66 and older","(0) in school","","","",""
"FDP","1985","66 and older","(1a) inadequately completed","","","",""
"FDP","1985","66 and older","(1b) general elementary school","","","",""
"FDP","1985","66 and older","(1c) basic vocational qualification","","","",""
"FDP","1985","66 and older","(2b) intermediate general qualification","","","",""
"FDP","1985","66 and older","(2a) intermediate vocational","","","",""
"FDP","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"FDP","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"FDP","1985","66 and older","(3a) lower tertiary education","","","",""
"FDP","1985","66 and older","(3b) higher tertiary education","","","",""
"Grüne","1985","16-34 y.","(0) in school","","","",""
"Grüne","1985","16-34 y.","(1a) inadequately completed","","","",""
"Grüne","1985","16-34 y.","(1b) general elementary school","","","",""
"Grüne","1985","16-34 y.","(1c) basic vocational qualification","42","0.0726759598630237","0.0506780029259932","0.0946739168000541"
"Grüne","1985","16-34 y.","(2b) intermediate general qualification","36","0.243278118204277","0.173918116717457","0.312638119691097"
"Grüne","1985","16-34 y.","(2a) intermediate vocational","39","0.118728351524678","0.0838285273222264","0.153628175727129"
"Grüne","1985","16-34 y.","(2c_gen) general maturity certificate","65","0.358970895171562","0.289086968910243","0.428854821432882"
"Grüne","1985","16-34 y.","(2c_voc) vocational maturity certificate","41","0.328278955870836","0.247244590587794","0.409313321153877"
"Grüne","1985","16-34 y.","(3a) lower tertiary education","","","",""
"Grüne","1985","16-34 y.","(3b) higher tertiary education","","","",""
"Grüne","1985","35-65 y.","(0) in school","","","",""
"Grüne","1985","35-65 y.","(1a) inadequately completed","","","",""
"Grüne","1985","35-65 y.","(1b) general elementary school","","","",""
"Grüne","1985","35-65 y.","(1c) basic vocational qualification","","","",""
"Grüne","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"Grüne","1985","35-65 y.","(2a) intermediate vocational","","","",""
"Grüne","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Grüne","1985","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1985","35-65 y.","(3a) lower tertiary education","","","",""
"Grüne","1985","35-65 y.","(3b) higher tertiary education","","","",""
"Grüne","1985","66 and older","(0) in school","","","",""
"Grüne","1985","66 and older","(1a) inadequately completed","","","",""
"Grüne","1985","66 and older","(1b) general elementary school","","","",""
"Grüne","1985","66 and older","(1c) basic vocational qualification","","","",""
"Grüne","1985","66 and older","(2b) intermediate general qualification","","","",""
"Grüne","1985","66 and older","(2a) intermediate vocational","","","",""
"Grüne","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Grüne","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1985","66 and older","(3a) lower tertiary education","","","",""
"Grüne","1985","66 and older","(3b) higher tertiary education","","","",""
"PDS/Linke","1985","16-34 y.","(0) in school","","","",""
"PDS/Linke","1985","16-34 y.","(1a) inadequately completed","","","",""
"PDS/Linke","1985","16-34 y.","(1b) general elementary school","","","",""
"PDS/Linke","1985","16-34 y.","(1c) basic vocational qualification","","","",""
"PDS/Linke","1985","16-34 y.","(2b) intermediate general qualification","","","",""
"PDS/Linke","1985","16-34 y.","(2a) intermediate vocational","","","",""
"PDS/Linke","1985","16-34 y.","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1985","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1985","16-34 y.","(3a) lower tertiary education","","","",""
