"party","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Grüne","2009","Not Employed","indirect migration background","3","","",""
"Grüne","2009","Employed","no migration background","617","0.157179563915968","0.14599901545525","0.168360112376686"
"Grüne","2009","Employed","direct migration background","32","0.166325031048476","0.122940784362515","0.209709277734437"
"Grüne","2009","Employed","indirect migration background","21","","",""
"PDS/Linke","2009","Not Employed","no migration background","249","0.0723194992848345","0.0629472257420541","0.0816917728276148"
"PDS/Linke","2009","Not Employed","direct migration background","9","","",""
"PDS/Linke","2009","Not Employed","indirect migration background","2","","",""
"PDS/Linke","2009","Employed","no migration background","265","0.0630430503270585","0.0555772569305675","0.0705088437235494"
"PDS/Linke","2009","Employed","direct migration background","11","","",""
"PDS/Linke","2009","Employed","indirect migration background","2","","",""
"NPD Combination","2009","Not Employed","no migration background","22","","",""
"NPD Combination","2009","Not Employed","direct migration background","2","","",""
"NPD Combination","2009","Not Employed","indirect migration background","1","","",""
"NPD Combination","2009","Employed","no migration background","76","0.0288166985424319","0.0236777975000973","0.0339555995847666"
"NPD Combination","2009","Employed","direct migration background","","","",""
"NPD Combination","2009","Employed","indirect migration background","1","","",""
"AfD","2009","Not Employed","no migration background","","","",""
"AfD","2009","Not Employed","direct migration background","","","",""
"AfD","2009","Not Employed","indirect migration background","","","",""
"AfD","2009","Employed","no migration background","","","",""
"AfD","2009","Employed","direct migration background","","","",""
"AfD","2009","Employed","indirect migration background","","","",""
"Other","2009","Not Employed","no migration background","25","","",""
"Other","2009","Not Employed","direct migration background","2","","",""
"Other","2009","Not Employed","indirect migration background","","","",""
"Other","2009","Employed","no migration background","44","0.0114275381328244","0.00816257611325718","0.0146925001523916"
"Other","2009","Employed","direct migration background","2","","",""
"Other","2009","Employed","indirect migration background","3","","",""
"CDU/CSU","2010","Not Employed","no migration background","1478","0.432389898561671","0.415984346477368","0.448795450645973"
"CDU/CSU","2010","Not Employed","direct migration background","149","0.371021432396156","0.32084029340993","0.421202571382381"
"CDU/CSU","2010","Not Employed","indirect migration background","22","","",""
"CDU/CSU","2010","Employed","no migration background","2204","0.343467032429839","0.331672534553929","0.355261530305749"
"CDU/CSU","2010","Employed","direct migration background","243","0.422767467794107","0.381779425879691","0.463755509708522"
"CDU/CSU","2010","Employed","indirect migration background","80","0.258204962918479","0.206851439797017","0.309558486039942"
"SPD","2010","Not Employed","no migration background","1105","0.352734080224698","0.336910924441775","0.368557236007622"
"SPD","2010","Not Employed","direct migration background","131","0.405069030168242","0.354074816337083","0.456063243999401"
"SPD","2010","Not Employed","indirect migration background","39","0.38528405275762","0.291752277355774","0.478815828159466"
"SPD","2010","Employed","no migration background","1671","0.274317421963272","0.263235662944343","0.285399180982201"
"SPD","2010","Employed","direct migration background","191","0.370861660635028","0.330783291891036","0.41094002937902"
"SPD","2010","Employed","indirect migration background","105","0.416893517636987","0.359039636997831","0.474747398276143"
"FDP","2010","Not Employed","no migration background","196","0.0517788609955997","0.0444411756358926","0.0591165463553068"
"FDP","2010","Not Employed","direct migration background","13","","",""
"FDP","2010","Not Employed","indirect migration background","10","","",""
"FDP","2010","Employed","no migration background","486","0.0753446626743167","0.0687888755192645","0.0819004498293689"
"FDP","2010","Employed","direct migration background","32","0.0577816960822947","0.0384218498851554","0.0771415422794341"
"FDP","2010","Employed","indirect migration background","18","","",""
"Grüne","2010","Not Employed","no migration background","325","0.0710219400732789","0.0625159079847421","0.0795279721618158"
"Grüne","2010","Not Employed","direct migration background","35","0.102085228820574","0.0706351235605834","0.133535334080565"
"Grüne","2010","Not Employed","indirect migration background","26","","",""
"Grüne","2010","Employed","no migration background","1166","0.173458882640143","0.164054307907084","0.182863457373202"
"Grüne","2010","Employed","direct migration background","61","0.0920968155534825","0.0681044500930672","0.116089181013898"
"Grüne","2010","Employed","indirect migration background","56","0.162779116467494","0.119461419460755","0.206096813474234"
"PDS/Linke","2010","Not Employed","no migration background","331","0.0809473343177626","0.0719150105296888","0.0899796581058363"
"PDS/Linke","2010","Not Employed","direct migration background","25","","",""
"PDS/Linke","2010","Not Employed","indirect migration background","5","","",""
"PDS/Linke","2010","Employed","no migration background","502","0.0926042030217595","0.0854043705866079","0.0998040354569111"
"PDS/Linke","2010","Employed","direct migration background","31","0.0564923599350879","0.0373366363799291","0.0756480834902466"
"PDS/Linke","2010","Employed","indirect migration background","13","","",""
"NPD Combination","2010","Not Employed","no migration background","40","0.00602075778342927","0.00345897526502617","0.00858254030183238"
"NPD Combination","2010","Not Employed","direct migration background","1","","",""
"NPD Combination","2010","Not Employed","indirect migration background","","","",""
"NPD Combination","2010","Employed","no migration background","120","0.0255431061163691","0.0216245431640063","0.0294616690687318"
"NPD Combination","2010","Employed","direct migration background","","","",""
"NPD Combination","2010","Employed","indirect migration background","3","","",""
"AfD","2010","Not Employed","no migration background","","","",""
"AfD","2010","Not Employed","direct migration background","","","",""
"AfD","2010","Not Employed","indirect migration background","","","",""
"AfD","2010","Employed","no migration background","","","",""
"AfD","2010","Employed","direct migration background","","","",""
"AfD","2010","Employed","indirect migration background","","","",""
"Other","2010","Not Employed","no migration background","28","","",""
"Other","2010","Not Employed","direct migration background","2","","",""
"Other","2010","Not Employed","indirect migration background","2","","",""
"Other","2010","Employed","no migration background","78","0.0152646911543009","0.0122195149727159","0.0183098673358859"
"Other","2010","Employed","direct migration background","","","",""
"Other","2010","Employed","indirect migration background","4","","",""
"CDU/CSU","2011","Not Employed","no migration background","1553","0.440224007503091","0.423841161196273","0.45660685380991"
"CDU/CSU","2011","Not Employed","direct migration background","132","0.375435260289663","0.319018111556318","0.431852409023009"
"CDU/CSU","2011","Not Employed","indirect migration background","15","","",""
"CDU/CSU","2011","Employed","no migration background","1680","0.343677010465658","0.330156503707147","0.357197517224169"
"CDU/CSU","2011","Employed","direct migration background","134","0.36639274688495","0.315624338814583","0.417161154955318"
"CDU/CSU","2011","Employed","indirect migration background","44","0.235850415788704","0.171463537543662","0.300237294033746"
"SPD","2011","Not Employed","no migration background","1205","0.363501858586059","0.347627461159003","0.379376256013114"
"SPD","2011","Not Employed","direct migration background","100","0.406776669423783","0.349544263544736","0.46400907530283"
"SPD","2011","Not Employed","indirect migration background","27","","",""
"SPD","2011","Employed","no migration background","1325","0.290401614916751","0.277478573297995","0.303324656535507"
"SPD","2011","Employed","direct migration background","119","0.360278928274118","0.309693573433294","0.410864283114943"
"SPD","2011","Employed","indirect migration background","58","0.367201583369286","0.294091913983582","0.44031125275499"
"FDP","2011","Not Employed","no migration background","102","0.0241590470719133","0.019091768487122","0.0292263256567046"
"FDP","2011","Not Employed","direct migration background","6","","",""
"FDP","2011","Not Employed","indirect migration background","1","","",""
"FDP","2011","Employed","no migration background","197","0.0328458929743814","0.0277719299611666","0.0379198559875962"
"FDP","2011","Employed","direct migration background","11","","",""
"FDP","2011","Employed","indirect migration background","9","","",""
"Grüne","2011","Not Employed","no migration background","362","0.09381895641545","0.0841962298216626","0.103441683009237"
"Grüne","2011","Not Employed","direct migration background","30","0.143538683930407","0.102688574036819","0.184388793823994"
"Grüne","2011","Not Employed","indirect migration background","15","","",""
"Grüne","2011","Employed","no migration background","1080","0.22869793909578","0.216741488007293","0.240654390184266"
"Grüne","2011","Employed","direct migration background","59","0.169403018279062","0.12987857258776","0.208927463970363"
"Grüne","2011","Employed","indirect migration background","45","0.251661755794024","0.185843338182581","0.317480173405466"
"PDS/Linke","2011","Not Employed","no migration background","257","0.0629285251239895","0.0549144114791067","0.0709426387688724"
"PDS/Linke","2011","Not Employed","direct migration background","12","","",""
"PDS/Linke","2011","Not Employed","indirect migration background","3","","",""
"PDS/Linke","2011","Employed","no migration background","299","0.0626467526499202","0.0557481704059078","0.0695453348939326"
"PDS/Linke","2011","Employed","direct migration background","19","","",""
"PDS/Linke","2011","Employed","indirect migration background","8","","",""
"NPD Combination","2011","Not Employed","no migration background","19","","",""
"NPD Combination","2011","Not Employed","direct migration background","1","","",""
"NPD Combination","2011","Not Employed","indirect migration background","","","",""
"NPD Combination","2011","Employed","no migration background","90","0.0216843885250161","0.0175379808269608","0.0258307962230714"
"NPD Combination","2011","Employed","direct migration background","","","",""
"NPD Combination","2011","Employed","indirect migration background","1","","",""
"AfD","2011","Not Employed","no migration background","","","",""
"AfD","2011","Not Employed","direct migration background","","","",""
"AfD","2011","Not Employed","indirect migration background","","","",""
"AfD","2011","Employed","no migration background","","","",""
"AfD","2011","Employed","direct migration background","","","",""
"AfD","2011","Employed","indirect migration background","","","",""
"Other","2011","Not Employed","no migration background","29","","",""
"Other","2011","Not Employed","direct migration background","2","","",""
"Other","2011","Not Employed","indirect migration background","2","","",""
"Other","2011","Employed","no migration background","69","0.0200464013724933","0.016056337140229","0.0240364656047576"
"Other","2011","Employed","direct migration background","4","","",""
"Other","2011","Employed","indirect migration background","2","","",""
"CDU/CSU","2012","Not Employed","no migration background","1567","0.460537005176852","0.444026318670623","0.47704769168308"
"CDU/CSU","2012","Not Employed","direct migration background","137","0.439946912927638","0.380738837565729","0.499154988289547"
"CDU/CSU","2012","Not Employed","indirect migration background","9","","",""
"CDU/CSU","2012","Employed","no migration background","1612","0.335354117569517","0.321666212901285","0.349042022237749"
"CDU/CSU","2012","Employed","direct migration background","133","0.389349402786742","0.336820268470568","0.441878537102916"
"CDU/CSU","2012","Employed","indirect migration background","52","0.291120568899292","0.22419622981474","0.358044907983844"
"SPD","2012","Not Employed","no migration background","1219","0.351102673450037","0.335291755087108","0.366913591812966"
"SPD","2012","Not Employed","direct migration background","91","0.388221364532687","0.330090995764636","0.446351733300739"
"SPD","2012","Not Employed","indirect migration background","21","","",""
"SPD","2012","Employed","no migration background","1353","0.303945872011048","0.290610362224997","0.317281381797099"
"SPD","2012","Employed","direct migration background","111","0.345160007404697","0.293943268029375","0.396376746780019"
"SPD","2012","Employed","indirect migration background","73","0.398831346358062","0.326694979752005","0.470967712964118"
"FDP","2012","Not Employed","no migration background","87","0.0248419119336772","0.0196862781820573","0.029997545685297"
"FDP","2012","Not Employed","direct migration background","6","","",""
"FDP","2012","Not Employed","indirect migration background","1","","",""
"FDP","2012","Employed","no migration background","134","0.0264593731932945","0.0218061186851571","0.0311126277014319"
"FDP","2012","Employed","direct migration background","11","","",""
"FDP","2012","Employed","indirect migration background","5","","",""
"Grüne","2012","Not Employed","no migration background","308","0.0805257142628228","0.0715123043467815","0.0895391241788642"
"Grüne","2012","Not Employed","direct migration background","18","","",""
"Grüne","2012","Not Employed","indirect migration background","14","","",""
"Grüne","2012","Employed","no migration background","969","0.215632989317782","0.203709393320802","0.227556585314762"
"Grüne","2012","Employed","direct migration background","48","0.163714456077184","0.123852839840117","0.203576072314251"
"Grüne","2012","Employed","indirect migration background","33","0.191244270522109","0.133306155778577","0.249182385265641"
"PDS/Linke","2012","Not Employed","no migration background","244","0.0602594178068618","0.052376835895687","0.0681419997180367"
"PDS/Linke","2012","Not Employed","direct migration background","13","","",""
"PDS/Linke","2012","Not Employed","indirect migration background","3","","",""
"PDS/Linke","2012","Employed","no migration background","261","0.057219653866183","0.0504857352349306","0.0639535724974354"
"PDS/Linke","2012","Employed","direct migration background","14","","",""
"PDS/Linke","2012","Employed","indirect migration background","6","","",""
"NPD Combination","2012","Not Employed","no migration background","19","","",""
"NPD Combination","2012","Not Employed","direct migration background","1","","",""
"NPD Combination","2012","Not Employed","indirect migration background","","","",""
"NPD Combination","2012","Employed","no migration background","64","0.018710550403275","0.0147820044519831","0.0226390963545668"
"NPD Combination","2012","Employed","direct migration background","3","","",""
"NPD Combination","2012","Employed","indirect migration background","2","","",""
"AfD","2012","Not Employed","no migration background","","","",""
"AfD","2012","Not Employed","direct migration background","","","",""
"AfD","2012","Not Employed","indirect migration background","","","",""
"AfD","2012","Employed","no migration background","","","",""
"AfD","2012","Employed","direct migration background","","","",""
"AfD","2012","Employed","indirect migration background","","","",""
"Other","2012","Not Employed","no migration background","57","0.0159156089917504","0.0117700811350574","0.0200611368484435"
"Other","2012","Not Employed","direct migration background","4","","",""
"Other","2012","Not Employed","indirect migration background","5","","",""
"Other","2012","Employed","no migration background","177","0.0426774436389011","0.0368171640592224","0.0485377232185797"
"Other","2012","Employed","direct migration background","11","","",""
"Other","2012","Employed","indirect migration background","6","","",""
"CDU/CSU","2013","Not Employed","no migration background","1590","0.464536925456517","0.448013923544567","0.481059927368467"
"CDU/CSU","2013","Not Employed","direct migration background","474","0.396316950073348","0.367632447767786","0.42500145237891"
"CDU/CSU","2013","Not Employed","indirect migration background","68","0.193432700077964","0.150155579821549","0.236709820334379"
"CDU/CSU","2013","Employed","no migration background","1653","0.378982633698319","0.364505934587747","0.393459332808891"
"CDU/CSU","2013","Employed","direct migration background","131","0.423518387970566","0.365642463605966","0.481394312335165"
"CDU/CSU","2013","Employed","indirect migration background","46","0.253595073257851","0.188950641601519","0.318239504914184"
"SPD","2013","Not Employed","no migration background","1163","0.343658475640468","0.32792435270155","0.359392598579386"
"SPD","2013","Not Employed","direct migration background","403","0.376514638919743","0.348101084333972","0.404928193505514"
"SPD","2013","Not Employed","indirect migration background","156","0.521942303289669","0.467212421756131","0.576672184823208"
"SPD","2013","Employed","no migration background","1254","0.298483993608758","0.284829130948814","0.312138856268702"
"SPD","2013","Employed","direct migration background","86","0.335589023777276","0.280280591506096","0.390897456048456"
"SPD","2013","Employed","indirect migration background","69","0.320455256418183","0.251118073082448","0.389792439753918"
"FDP","2013","Not Employed","no migration background","98","0.0249643428003638","0.019795606370376","0.0301330792303516"
"FDP","2013","Not Employed","direct migration background","25","","",""
"FDP","2013","Not Employed","indirect migration background","4","","",""
"FDP","2013","Employed","no migration background","142","0.0287127887995667","0.0237294599853265","0.0336961176138069"
"FDP","2013","Employed","direct migration background","7","","",""
"FDP","2013","Employed","indirect migration background","8","","",""
"Grüne","2013","Not Employed","no migration background","360","0.0921869351124596","0.0826029314412724","0.101770938783647"
"Grüne","2013","Not Employed","direct migration background","126","0.113269751957608","0.0946842523178612","0.131855251597355"
"Grüne","2013","Not Employed","indirect migration background","53","0.156242783826728","0.116461221402229","0.196024346251228"
"Grüne","2013","Employed","no migration background","901","0.206563377467263","0.194482713485737","0.21864404144879"
"Grüne","2013","Employed","direct migration background","41","0.163528924482133","0.120208587171191","0.206849261793074"
"Grüne","2013","Employed","indirect migration background","42","0.269680245740772","0.203739393094607","0.335621098386936"
"PDS/Linke","2013","Not Employed","no migration background","228","0.0538830963901499","0.0464029044488093","0.0613632883314904"
"PDS/Linke","2013","Not Employed","direct migration background","54","0.041770615999682","0.030038085642586","0.053503146356778"
"PDS/Linke","2013","Not Employed","indirect migration background","25","","",""
"PDS/Linke","2013","Employed","no migration background","230","0.0487827217509175","0.0423546472803109","0.0552107962215241"
"PDS/Linke","2013","Employed","direct migration background","13","","",""
"PDS/Linke","2013","Employed","indirect migration background","5","","",""
"NPD Combination","2013","Not Employed","no migration background","16","","",""
"NPD Combination","2013","Not Employed","direct migration background","4","","",""
"NPD Combination","2013","Not Employed","indirect migration background","1","","",""
"NPD Combination","2013","Employed","no migration background","41","0.0140435464879609","0.0105321870682517","0.01755490590767"
"NPD Combination","2013","Employed","direct migration background","","","",""
"NPD Combination","2013","Employed","indirect migration background","1","","",""
"AfD","2013","Not Employed","no migration background","","","",""
"AfD","2013","Not Employed","direct migration background","","","",""
"AfD","2013","Not Employed","indirect migration background","","","",""
"AfD","2013","Employed","no migration background","","","",""
"AfD","2013","Employed","direct migration background","","","",""
"AfD","2013","Employed","indirect migration background","","","",""
"Other","2013","Not Employed","no migration background","45","0.0162616009940485","0.0120713934817551","0.020451808506342"
"Other","2013","Not Employed","direct migration background","31","0.0268993764311559","0.0174114461199118","0.0363873067424"
"Other","2013","Not Employed","indirect migration background","13","","",""
"Other","2013","Employed","no migration background","93","0.0244309381872139","0.0198240560366546","0.0290378203377733"
"Other","2013","Employed","direct migration background","2","","",""
"Other","2013","Employed","indirect migration background","3","","",""
"CDU/CSU","2014","Not Employed","no migration background","1692","0.465522258018368","0.449629196497641","0.481415319539094"
"CDU/CSU","2014","Not Employed","direct migration background","218","0.456838945882241","0.411660059437155","0.502017832327327"
"CDU/CSU","2014","Not Employed","indirect migration background","31","0.141538753787882","0.0868391950631098","0.196238312512654"
"CDU/CSU","2014","Employed","no migration background","2362","0.375819064365543","0.363717283436353","0.387920845294733"
"CDU/CSU","2014","Employed","direct migration background","397","0.389725758940698","0.35873016891361","0.420721348967787"
"CDU/CSU","2014","Employed","indirect migration background","104","0.221993428622945","0.182667305285512","0.261319551960378"
"SPD","2014","Not Employed","no migration background","1238","0.333552703399206","0.318530360708511","0.3485750460899"
"SPD","2014","Not Employed","direct migration background","160","0.370556116508594","0.326753994281246","0.414358238735942"
"SPD","2014","Not Employed","indirect migration background","69","0.415350839868058","0.33802208747715","0.492679592258966"
"SPD","2014","Employed","no migration background","1673","0.295371161371216","0.283972105412145","0.306770217330287"
"SPD","2014","Employed","direct migration background","287","0.318059775377512","0.288460208195992","0.347659342559033"
"SPD","2014","Employed","indirect migration background","165","0.380269289351323","0.334331871424165","0.426206707278481"
"FDP","2014","Not Employed","no migration background","96","0.0276343739704237","0.0224114687922926","0.0328572791485548"
"FDP","2014","Not Employed","direct migration background","5","","",""
"FDP","2014","Not Employed","indirect migration background","3","","",""
"FDP","2014","Employed","no migration background","176","0.0258406231384074","0.0218762809681656","0.0298049653086491"
"FDP","2014","Employed","direct migration background","20","","",""
"FDP","2014","Employed","indirect migration background","12","","",""
"Grüne","2014","Not Employed","no migration background","307","0.065795858091358","0.0578964836767876","0.0736952325059285"
"Grüne","2014","Not Employed","direct migration background","34","0.0926006348609125","0.0663103150978429","0.118890954623982"
"Grüne","2014","Not Employed","indirect migration background","22","","",""
"Grüne","2014","Employed","no migration background","1192","0.185581998614238","0.175868040209846","0.19529595701863"
"Grüne","2014","Employed","direct migration background","116","0.151988312251732","0.129171033517173","0.174805590986291"
"Grüne","2014","Employed","indirect migration background","91","0.220060745237884","0.180857580802763","0.259263909673004"
"PDS/Linke","2014","Not Employed","no migration background","315","0.0722876212717078","0.0640365342050227","0.0805387083383929"
"PDS/Linke","2014","Not Employed","direct migration background","39","0.0503749291725158","0.0305380676820369","0.0702117906629948"
"PDS/Linke","2014","Not Employed","indirect migration background","18","","",""
"PDS/Linke","2014","Employed","no migration background","440","0.0651097141783666","0.0589450723108364","0.0712743560458969"
"PDS/Linke","2014","Employed","direct migration background","92","0.0919551751034114","0.0735898100974595","0.110320540109363"
"PDS/Linke","2014","Employed","indirect migration background","32","0.0705924393256946","0.0463541681452988","0.0948307105060904"
"NPD Combination","2014","Not Employed","no migration background","24","","",""
"NPD Combination","2014","Not Employed","direct migration background","","","",""
"NPD Combination","2014","Not Employed","indirect migration background","3","","",""
"NPD Combination","2014","Employed","no migration background","67","0.0134037917895274","0.0105304440338615","0.0162771395451932"
"NPD Combination","2014","Employed","direct migration background","4","","",""
"NPD Combination","2014","Employed","indirect migration background","4","","",""
"AfD","2014","Not Employed","no migration background","66","0.015874541964808","0.0118921100279744","0.0198569739016416"
"AfD","2014","Not Employed","direct migration background","4","","",""
"AfD","2014","Not Employed","indirect migration background","2","","",""
"AfD","2014","Employed","no migration background","125","0.0209887349154146","0.0174070151027465","0.0245704547280827"
"AfD","2014","Employed","direct migration background","13","","",""
"AfD","2014","Employed","indirect migration background","9","","",""
"Other","2014","Not Employed","no migration background","46","0.0115821286543874","0.00817305005710137","0.0149912072516735"
"Other","2014","Not Employed","direct migration background","7","","",""
"Other","2014","Not Employed","indirect migration background","8","","",""
"Other","2014","Employed","no migration background","118","0.0178849116272866","0.0145733775815644","0.0211964456730089"
"Other","2014","Employed","direct migration background","22","","",""
"Other","2014","Employed","indirect migration background","12","","",""
"CDU/CSU","2015","Not Employed","no migration background","1509","0.472624385554058","0.455728356527272","0.489520414580843"
"CDU/CSU","2015","Not Employed","direct migration background","255","0.486607337383042","0.443271040650328","0.529943634115757"
"CDU/CSU","2015","Not Employed","indirect migration background","27","","",""
"CDU/CSU","2015","Employed","no migration background","1972","0.378684889297353","0.365578966207581","0.391790812387125"
"CDU/CSU","2015","Employed","direct migration background","287","0.38692775029758","0.351426004437531","0.422429496157628"
"CDU/CSU","2015","Employed","indirect migration background","96","0.249273995017468","0.203426643254119","0.295121346780818"
"SPD","2015","Not Employed","no migration background","1083","0.328346522923895","0.31245354037983","0.34423950546796"
"SPD","2015","Not Employed","direct migration background","144","0.324987573925327","0.284378143084636","0.365597004766017"
"SPD","2015","Not Employed","indirect migration background","54","0.341089424971813","0.258638867412478","0.423539982531149"
"SPD","2015","Employed","no migration background","1367","0.269319001053829","0.257333116963359","0.281304885144299"
"SPD","2015","Employed","direct migration background","216","0.307053035113937","0.2734300987905","0.340675971437374"
"SPD","2015","Employed","indirect migration background","125","0.360732003105084","0.309837736988162","0.411626269222005"
"FDP","2015","Not Employed","no migration background","95","0.0265040165150634","0.0210678908121335","0.0319401422179932"
"FDP","2015","Not Employed","direct migration background","7","","",""
"FDP","2015","Not Employed","indirect migration background","2","","",""
"FDP","2015","Employed","no migration background","149","0.0258269264211309","0.0215411738686156","0.0301126789736463"
"FDP","2015","Employed","direct migration background","16","","",""
"FDP","2015","Employed","indirect migration background","9","","",""
"Grüne","2015","Not Employed","no migration background","276","0.0724429654711536","0.06367023101947","0.0812156999228372"
"Grüne","2015","Not Employed","direct migration background","42","0.0872870702920094","0.0628144934447669","0.111759647139252"
"Grüne","2015","Not Employed","indirect migration background","20","","",""
"Grüne","2015","Employed","no migration background","1038","0.186257500169415","0.175738534119115","0.196776466219715"
"Grüne","2015","Employed","direct migration background","84","0.172841875271721","0.145280702271793","0.20040304827165"
"Grüne","2015","Employed","indirect migration background","65","0.208852621799177","0.165771827662525","0.251933415935829"
"PDS/Linke","2015","Not Employed","no migration background","254","0.0586656495590607","0.0507126591784303","0.0666186399396911"
"PDS/Linke","2015","Not Employed","direct migration background","50","0.0718077946191818","0.0494235525443912","0.0941920366939724"
"PDS/Linke","2015","Not Employed","indirect migration background","14","","",""
"PDS/Linke","2015","Employed","no migration background","403","0.0722524810689254","0.0652570585233599","0.079247903614491"
"PDS/Linke","2015","Employed","direct migration background","94","0.0933897915087046","0.0721798755463559","0.114599707471053"
"PDS/Linke","2015","Employed","indirect migration background","26","","",""
"NPD Combination","2015","Not Employed","no migration background","20","","",""
"NPD Combination","2015","Not Employed","direct migration background","2","","",""
"NPD Combination","2015","Not Employed","indirect migration background","2","","",""
"NPD Combination","2015","Employed","no migration background","70","0.01494486276413","0.0116665611695121","0.0182231643587478"
"NPD Combination","2015","Employed","direct migration background","4","","",""
"NPD Combination","2015","Employed","indirect migration background","3","","",""
"AfD","2015","Not Employed","no migration background","84","0.0263166204983665","0.0208992255411892","0.0317340154555439"
"AfD","2015","Not Employed","direct migration background","7","","",""
"AfD","2015","Not Employed","indirect migration background","1","","",""
"AfD","2015","Employed","no migration background","167","0.0344312635042966","0.0295047378693289","0.0393577891392643"
"AfD","2015","Employed","direct migration background","12","","",""
"AfD","2015","Employed","indirect migration background","6","","",""
"Other","2015","Not Employed","no migration background","33","0.00852741837268662","0.0054155895313505","0.0116392472140228"
"Other","2015","Not Employed","direct migration background","4","","",""
"Other","2015","Not Employed","indirect migration background","7","","",""
"Other","2015","Employed","no migration background","96","0.0182830757209201","0.0146632268660513","0.021902924575789"
"Other","2015","Employed","direct migration background","10","","",""
"Other","2015","Employed","indirect migration background","12","","",""
"CDU/CSU","2016","Not Employed","no migration background","1352","0.46429692658969","0.446536294099244","0.482057559080136"
"CDU/CSU","2016","Not Employed","direct migration background","174","0.459570307583302","0.407873995221047","0.511266619945557"
"CDU/CSU","2016","Not Employed","indirect migration background","16","","",""
"CDU/CSU","2016","Employed","no migration background","1783","0.358851818127286","0.345443357010951","0.37226027924362"
"CDU/CSU","2016","Employed","direct migration background","256","0.351791736246275","0.316715887179077","0.386867585313473"
"CDU/CSU","2016","Employed","indirect migration background","92","0.230177882311812","0.185301614797154","0.275054149826471"
"SPD","2016","Not Employed","no migration background","887","0.292027333941431","0.275834664457995","0.308220003424867"
"SPD","2016","Not Employed","direct migration background","97","0.338588339781394","0.289499145334315","0.387677534228473"
"SPD","2016","Not Employed","indirect migration background","49","0.464650053268474","0.367860188589548","0.5614399179474"
"SPD","2016","Employed","no migration background","1142","0.243660633017778","0.231660302965997","0.255660963069558"
"SPD","2016","Employed","direct migration background","201","0.321601296874703","0.287292183550272","0.355910410199134"
"SPD","2016","Employed","indirect migration background","109","0.352122013967385","0.30120265340643","0.403041374528339"
"FDP","2016","Not Employed","no migration background","111","0.0347222509005969","0.0282025370135086","0.0412419647876853"
"FDP","2016","Not Employed","direct migration background","3","","",""
"FDP","2016","Not Employed","indirect migration background","1","","",""
"FDP","2016","Employed","no migration background","142","0.028278350588129","0.023644520229956","0.0329121809463021"
"FDP","2016","Employed","direct migration background","18","","",""
"FDP","2016","Employed","indirect migration background","12","","",""
"Grüne","2016","Not Employed","no migration background","255","0.0870526481530863","0.0770131428274813","0.0970921534786914"
"Grüne","2016","Not Employed","direct migration background","32","0.107717340270963","0.0755579341438111","0.139876746398115"
"Grüne","2016","Not Employed","indirect migration background","13","","",""
"Grüne","2016","Employed","no migration background","1063","0.206871477805296","0.195548406391101","0.21819454921949"
"Grüne","2016","Employed","direct migration background","113","0.160527269112735","0.133563177153721","0.187491361071749"
"Grüne","2016","Employed","indirect migration background","67","0.199206482723328","0.156626865891864","0.241786099554793"
"PDS/Linke","2016","Not Employed","no migration background","237","0.0603293980934509","0.051850278310388","0.0688085178765138"
"PDS/Linke","2016","Not Employed","direct migration background","33","0.0576716840574741","0.0334894500012528","0.0818539181136954"
"PDS/Linke","2016","Not Employed","indirect migration background","11","","",""
"PDS/Linke","2016","Employed","no migration background","333","0.0655996270075978","0.0586787785391612","0.0725204754760344"
"PDS/Linke","2016","Employed","direct migration background","68","0.0881510230153767","0.0673261083635516","0.108975937667202"
"PDS/Linke","2016","Employed","indirect migration background","34","0.0593767032831628","0.0341822089180101","0.0845711976483155"
"NPD Combination","2016","Not Employed","no migration background","13","","",""
"NPD Combination","2016","Not Employed","direct migration background","1","","",""
"NPD Combination","2016","Not Employed","indirect migration background","3","","",""
"NPD Combination","2016","Employed","no migration background","46","0.0140432199191013","0.0107539126761346","0.0173325271620681"
"NPD Combination","2016","Employed","direct migration background","6","","",""
"NPD Combination","2016","Employed","indirect migration background","2","","",""
"AfD","2016","Not Employed","no migration background","150","0.0520708195747436","0.0441588682405267","0.0599827709089605"
"AfD","2016","Not Employed","direct migration background","14","","",""
"AfD","2016","Not Employed","indirect migration background","3","","",""
"AfD","2016","Employed","no migration background","308","0.0615094822392436","0.0547932124366408","0.0682257520418464"
"AfD","2016","Employed","direct migration background","36","0.0232330378340423","0.0121679064517615","0.0342981692163231"
"AfD","2016","Employed","indirect migration background","15","","",""
"Other","2016","Not Employed","no migration background","24","","",""
"Other","2016","Not Employed","direct migration background","3","","",""
"Other","2016","Not Employed","indirect migration background","6","","",""
"Other","2016","Employed","no migration background","99","0.021185391295569","0.0171599766707585","0.0252108059203795"
"Other","2016","Employed","direct migration background","14","","",""
"Other","2016","Employed","indirect migration background","7","","",""
"CDU/CSU","2017","Not Employed","no migration background","1340","0.423518643893355","0.406549180410244","0.440488107376466"
"CDU/CSU","2017","Not Employed","direct migration background","483","0.428528871880072","0.39348428885642","0.463573454903724"
"CDU/CSU","2017","Not Employed","indirect migration background","20","","",""
"CDU/CSU","2017","Employed","no migration background","2045","0.355168595323736","0.342664565453654","0.367672625193818"
"CDU/CSU","2017","Employed","direct migration background","304","0.328969956757849","0.296432700015081","0.361507213500618"
"CDU/CSU","2017","Employed","indirect migration background","107","0.210996515255023","0.170554125122868","0.251438905387179"
