"party","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"AfD","1992","Not Employed","direct migration background","","","",""
"AfD","1992","Not Employed","indirect migration background","","","",""
"AfD","1992","Employed","no migration background","","","",""
"AfD","1992","Employed","direct migration background","","","",""
"AfD","1992","Employed","indirect migration background","","","",""
"Other","1992","Not Employed","no migration background","24","","",""
"Other","1992","Not Employed","direct migration background","5","","",""
"Other","1992","Not Employed","indirect migration background","1","","",""
"Other","1992","Employed","no migration background","77","0.0247033390046396","0.0192533507749538","0.0301533272343254"
"Other","1992","Employed","direct migration background","9","","",""
"Other","1992","Employed","indirect migration background","3","","",""
"CDU/CSU","1993","Not Employed","no migration background","617","0.434199919259614","0.408793072016026","0.459606766503203"
"CDU/CSU","1993","Not Employed","direct migration background","64","0.430915531123991","0.362793982499252","0.499037079748729"
"CDU/CSU","1993","Not Employed","indirect migration background","6","","",""
"CDU/CSU","1993","Employed","no migration background","934","0.360941114228027","0.342754562991001","0.379127665465052"
"CDU/CSU","1993","Employed","direct migration background","87","0.303125179564724","0.261078651409437","0.345171707720011"
"CDU/CSU","1993","Employed","indirect migration background","7","","",""
"SPD","1993","Not Employed","no migration background","599","0.406567869970507","0.381389566705077","0.431746173235938"
"SPD","1993","Not Employed","direct migration background","111","0.412078030553323","0.344368524236156","0.479787536870489"
"SPD","1993","Not Employed","indirect migration background","25","","",""
"SPD","1993","Employed","no migration background","1134","0.424720753975305","0.40600303902641","0.443438468924201"
"SPD","1993","Employed","direct migration background","310","0.524599769443638","0.478913521756496","0.570286017130781"
"SPD","1993","Employed","indirect migration background","45","0.634789778862784","0.516827126637706","0.752752431087861"
"FDP","1993","Not Employed","no migration background","58","0.0502161457749263","0.0390215482499133","0.0614107432999393"
"FDP","1993","Not Employed","direct migration background","4","","",""
"FDP","1993","Not Employed","indirect migration background","1","","",""
"FDP","1993","Employed","no migration background","132","0.0523031974251392","0.0438725570996015","0.0607338377506769"
"FDP","1993","Employed","direct migration background","8","","",""
"FDP","1993","Employed","indirect migration background","","","",""
"Grüne","1993","Not Employed","no migration background","78","0.0446117847952548","0.0340292636742101","0.0551943059162994"
"Grüne","1993","Not Employed","direct migration background","14","","",""
"Grüne","1993","Not Employed","indirect migration background","7","","",""
"Grüne","1993","Employed","no migration background","282","0.101083558802264","0.0896689335527713","0.112498184051757"
"Grüne","1993","Employed","direct migration background","45","0.122632184116569","0.0926243376203201","0.152640030612818"
"Grüne","1993","Employed","indirect migration background","12","","",""
"PDS/Linke","1993","Not Employed","no migration background","63","0.0305067373159887","0.0216912833146788","0.0393221913172986"
"PDS/Linke","1993","Not Employed","direct migration background","4","","",""
"PDS/Linke","1993","Not Employed","indirect migration background","","","",""
"PDS/Linke","1993","Employed","no migration background","71","0.015092205874735","0.0104754609357625","0.0197089508137075"
"PDS/Linke","1993","Employed","direct migration background","5","","",""
"PDS/Linke","1993","Employed","indirect migration background","","","",""
"NPD Combination","1993","Not Employed","no migration background","36","0.0251232420671737","0.0171011599294295","0.033145324204918"
"NPD Combination","1993","Not Employed","direct migration background","3","","",""
"NPD Combination","1993","Not Employed","indirect migration background","1","","",""
"NPD Combination","1993","Employed","no migration background","97","0.0362701190161782","0.0291904347973032","0.0433498032350532"
"NPD Combination","1993","Employed","direct migration background","2","","",""
"NPD Combination","1993","Employed","indirect migration background","","","",""
"AfD","1993","Not Employed","no migration background","","","",""
"AfD","1993","Not Employed","direct migration background","","","",""
"AfD","1993","Not Employed","indirect migration background","","","",""
"AfD","1993","Employed","no migration background","","","",""
"AfD","1993","Employed","direct migration background","","","",""
"AfD","1993","Employed","indirect migration background","","","",""
"Other","1993","Not Employed","no migration background","11","","",""
"Other","1993","Not Employed","direct migration background","3","","",""
"Other","1993","Not Employed","indirect migration background","","","",""
"Other","1993","Employed","no migration background","29","","",""
"Other","1993","Employed","direct migration background","2","","",""
"Other","1993","Employed","indirect migration background","","","",""
"CDU/CSU","1994","Not Employed","no migration background","656","0.41835462082089","0.394191454053076","0.442517787588704"
"CDU/CSU","1994","Not Employed","direct migration background","77","0.423271568534192","0.359279583900381","0.487263553168003"
"CDU/CSU","1994","Not Employed","indirect migration background","7","","",""
"CDU/CSU","1994","Employed","no migration background","917","0.355292859876262","0.33722348258235","0.373362237170174"
"CDU/CSU","1994","Employed","direct migration background","97","0.341237939816354","0.298051188020782","0.384424691611925"
"CDU/CSU","1994","Employed","indirect migration background","8","","",""
"SPD","1994","Not Employed","no migration background","683","0.440050665471155","0.4157354494359","0.464365881506409"
"SPD","1994","Not Employed","direct migration background","123","0.446498726962612","0.382111492121754","0.51088596180347"
"SPD","1994","Not Employed","indirect migration background","18","","",""
"SPD","1994","Employed","no migration background","1212","0.453105824037094","0.43431178270082","0.471899865373369"
"SPD","1994","Employed","direct migration background","307","0.52930767547924","0.483842355746934","0.574772995211546"
"SPD","1994","Employed","indirect migration background","72","0.742286196181137","0.653394508960025","0.831177883402249"
"FDP","1994","Not Employed","no migration background","44","0.0340848192558553","0.0251968525599974","0.0429727859517132"
"FDP","1994","Not Employed","direct migration background","1","","",""
"FDP","1994","Not Employed","indirect migration background","","","",""
"FDP","1994","Employed","no migration background","92","0.0388144538682735","0.0315220777198091","0.0461068300167379"
"FDP","1994","Employed","direct migration background","12","","",""
"FDP","1994","Employed","indirect migration background","2","","",""
"Grüne","1994","Not Employed","no migration background","96","0.0474812791558201","0.0370640938345325","0.0578984644771077"
"Grüne","1994","Not Employed","direct migration background","18","","",""
"Grüne","1994","Not Employed","indirect migration background","8","","",""
"Grüne","1994","Employed","no migration background","254","0.0964890033345231","0.0853415840131047","0.107636422655942"
"Grüne","1994","Employed","direct migration background","36","0.0731897765472616","0.0494663064926786","0.0969132466018446"
"Grüne","1994","Employed","indirect migration background","7","","",""
"PDS/Linke","1994","Not Employed","no migration background","85","0.036520326743383","0.0273319026773457","0.0457087508094202"
"PDS/Linke","1994","Not Employed","direct migration background","6","","",""
"PDS/Linke","1994","Not Employed","indirect migration background","","","",""
"PDS/Linke","1994","Employed","no migration background","115","0.0250331850459103","0.0191349553954124","0.0309314146964083"
"PDS/Linke","1994","Employed","direct migration background","4","","",""
"PDS/Linke","1994","Employed","indirect migration background","","","",""
"NPD Combination","1994","Not Employed","no migration background","19","","",""
"NPD Combination","1994","Not Employed","direct migration background","1","","",""
"NPD Combination","1994","Not Employed","indirect migration background","1","","",""
"NPD Combination","1994","Employed","no migration background","68","0.0192075486269259","0.0140255984354761","0.0243894988183757"
"NPD Combination","1994","Employed","direct migration background","2","","",""
"NPD Combination","1994","Employed","indirect migration background","2","","",""
"AfD","1994","Not Employed","no migration background","","","",""
"AfD","1994","Not Employed","direct migration background","","","",""
"AfD","1994","Not Employed","indirect migration background","","","",""
"AfD","1994","Employed","no migration background","","","",""
"AfD","1994","Employed","direct migration background","","","",""
"AfD","1994","Employed","indirect migration background","","","",""
"Other","1994","Not Employed","no migration background","18","","",""
"Other","1994","Not Employed","direct migration background","3","","",""
"Other","1994","Not Employed","indirect migration background","","","",""
"Other","1994","Employed","no migration background","37","0.0120571252110112","0.00793656268620832","0.016177687735814"
"Other","1994","Employed","direct migration background","5","","",""
"Other","1994","Employed","indirect migration background","2","","",""
"CDU/CSU","1995","Not Employed","no migration background","731","0.425146273180904","0.402167328663012","0.448125217698797"
"CDU/CSU","1995","Not Employed","direct migration background","140","0.489452419681903","0.436550140627251","0.542354698736554"
"CDU/CSU","1995","Not Employed","indirect migration background","6","","",""
"CDU/CSU","1995","Employed","no migration background","1180","0.38271651362023","0.365464082223461","0.399968945016999"
"CDU/CSU","1995","Employed","direct migration background","185","0.407389596904405","0.366621485372823","0.448157708435986"
"CDU/CSU","1995","Employed","indirect migration background","13","","",""
"SPD","1995","Not Employed","no migration background","738","0.428950724212841","0.405945699298086","0.451955749127597"
"SPD","1995","Not Employed","direct migration background","162","0.378285828469246","0.32696348836029","0.429608168578203"
"SPD","1995","Not Employed","indirect migration background","18","","",""
"SPD","1995","Employed","no migration background","1249","0.42398033365864","0.406439069425089","0.441521597892192"
"SPD","1995","Employed","direct migration background","284","0.420424687149529","0.379467508208683","0.461381866090375"
"SPD","1995","Employed","indirect migration background","53","0.637333122442128","0.532634064761525","0.742032180122732"
"FDP","1995","Not Employed","no migration background","47","0.0346372371935625","0.0261376250986215","0.0431368492885035"
"FDP","1995","Not Employed","direct migration background","2","","",""
"FDP","1995","Not Employed","indirect migration background","1","","",""
"FDP","1995","Employed","no migration background","83","0.0281609826610829","0.0222889231683097","0.0340330421538561"
"FDP","1995","Employed","direct migration background","13","","",""
"FDP","1995","Employed","indirect migration background","","","",""
"Grüne","1995","Not Employed","no migration background","136","0.0589000358746613","0.0479564948382124","0.0698435769111102"
"Grüne","1995","Not Employed","direct migration background","25","","",""
"Grüne","1995","Not Employed","indirect migration background","13","","",""
"Grüne","1995","Employed","no migration background","329","0.114583248202832","0.103277382801709","0.125889113603955"
"Grüne","1995","Employed","direct migration background","57","0.11203508047782","0.0858649486044233","0.138205212351217"
"Grüne","1995","Employed","indirect migration background","12","","",""
"PDS/Linke","1995","Not Employed","no migration background","106","0.0431794106568166","0.0337314989941996","0.0526273223194335"
"PDS/Linke","1995","Not Employed","direct migration background","8","","",""
"PDS/Linke","1995","Not Employed","indirect migration background","2","","",""
"PDS/Linke","1995","Employed","no migration background","145","0.028303097337986","0.022416670229639","0.034189524446333"
"PDS/Linke","1995","Employed","direct migration background","6","","",""
"PDS/Linke","1995","Employed","indirect migration background","1","","",""
"NPD Combination","1995","Not Employed","no migration background","8","","",""
"NPD Combination","1995","Not Employed","direct migration background","","","",""
"NPD Combination","1995","Not Employed","indirect migration background","2","","",""
"NPD Combination","1995","Employed","no migration background","40","0.0148874943783321","0.010588933317596","0.0191860554390683"
"NPD Combination","1995","Employed","direct migration background","5","","",""
"NPD Combination","1995","Employed","indirect migration background","1","","",""
"AfD","1995","Not Employed","no migration background","","","",""
"AfD","1995","Not Employed","direct migration background","","","",""
"AfD","1995","Not Employed","indirect migration background","","","",""
"AfD","1995","Employed","no migration background","","","",""
"AfD","1995","Employed","direct migration background","","","",""
"AfD","1995","Employed","indirect migration background","","","",""
"Other","1995","Not Employed","no migration background","12","","",""
"Other","1995","Not Employed","direct migration background","6","","",""
"Other","1995","Not Employed","indirect migration background","1","","",""
"Other","1995","Employed","no migration background","23","","",""
"Other","1995","Employed","direct migration background","8","","",""
"Other","1995","Employed","indirect migration background","1","","",""
"CDU/CSU","1996","Not Employed","no migration background","710","0.462699258322472","0.438351530259774","0.487046986385171"
"CDU/CSU","1996","Not Employed","direct migration background","131","0.493340652194477","0.435799232380133","0.550882072008821"
"CDU/CSU","1996","Not Employed","indirect migration background","12","","",""
"CDU/CSU","1996","Employed","no migration background","1174","0.409015982486012","0.391171155627675","0.42686080934435"
"CDU/CSU","1996","Employed","direct migration background","178","0.390846305572115","0.348457063956315","0.433235547187915"
"CDU/CSU","1996","Employed","indirect migration background","11","","",""
"SPD","1996","Not Employed","no migration background","607","0.390516855716284","0.36669360274229","0.414340108690278"
"SPD","1996","Not Employed","direct migration background","120","0.343301815100007","0.288654346420199","0.397949283779814"
"SPD","1996","Not Employed","indirect migration background","17","","",""
"SPD","1996","Employed","no migration background","1080","0.379834365614243","0.362218446516253","0.397450284712232"
"SPD","1996","Employed","direct migration background","262","0.403703402645063","0.361079661039246","0.44632714425088"
"SPD","1996","Employed","indirect migration background","56","0.601729270234347","0.497040954751635","0.706417585717059"
"FDP","1996","Not Employed","no migration background","42","0.0306076309897354","0.0221962950701038","0.0390189669093671"
"FDP","1996","Not Employed","direct migration background","4","","",""
"FDP","1996","Not Employed","indirect migration background","","","",""
"FDP","1996","Employed","no migration background","63","0.02541079694246","0.019698980110024","0.0311226137748961"
"FDP","1996","Employed","direct migration background","8","","",""
"FDP","1996","Employed","indirect migration background","","","",""
"Grüne","1996","Not Employed","no migration background","124","0.0585883542664361","0.0471201411879765","0.0700565673448958"
"Grüne","1996","Not Employed","direct migration background","21","","",""
"Grüne","1996","Not Employed","indirect migration background","16","","",""
"Grüne","1996","Employed","no migration background","353","0.123083187860848","0.111158887762177","0.13500748795952"
"Grüne","1996","Employed","direct migration background","48","0.130664945614119","0.101385534212755","0.159944357015483"
"Grüne","1996","Employed","indirect migration background","14","","",""
"PDS/Linke","1996","Not Employed","no migration background","104","0.042154853658593","0.0323425322523171","0.051967175064869"
"PDS/Linke","1996","Not Employed","direct migration background","8","","",""
"PDS/Linke","1996","Not Employed","indirect migration background","1","","",""
"PDS/Linke","1996","Employed","no migration background","158","0.0317409675684509","0.0253779929572594","0.0381039421796425"
"PDS/Linke","1996","Employed","direct migration background","6","","",""
"PDS/Linke","1996","Employed","indirect migration background","3","","",""
"NPD Combination","1996","Not Employed","no migration background","11","","",""
"NPD Combination","1996","Not Employed","direct migration background","3","","",""
"NPD Combination","1996","Not Employed","indirect migration background","","","",""
"NPD Combination","1996","Employed","no migration background","59","0.0223992994318618","0.0170283346957211","0.0277702641680024"
"NPD Combination","1996","Employed","direct migration background","3","","",""
"NPD Combination","1996","Employed","indirect migration background","","","",""
"AfD","1996","Not Employed","no migration background","","","",""
"AfD","1996","Not Employed","direct migration background","","","",""
"AfD","1996","Not Employed","indirect migration background","","","",""
"AfD","1996","Employed","no migration background","","","",""
"AfD","1996","Employed","direct migration background","","","",""
"AfD","1996","Employed","indirect migration background","","","",""
"Other","1996","Not Employed","no migration background","13","","",""
"Other","1996","Not Employed","direct migration background","3","","",""
"Other","1996","Not Employed","indirect migration background","","","",""
"Other","1996","Employed","no migration background","29","","",""
"Other","1996","Employed","direct migration background","4","","",""
"Other","1996","Employed","indirect migration background","","","",""
"CDU/CSU","1997","Not Employed","no migration background","676","0.441954788383447","0.417598043473118","0.466311533293777"
"CDU/CSU","1997","Not Employed","direct migration background","124","0.470421767886392","0.411430122218307","0.529413413554477"
"CDU/CSU","1997","Not Employed","indirect migration background","11","","",""
"CDU/CSU","1997","Employed","no migration background","973","0.374795956634807","0.35627452669426","0.393317386575355"
"CDU/CSU","1997","Employed","direct migration background","155","0.391699939891352","0.346798957120692","0.436600922662011"
"CDU/CSU","1997","Employed","indirect migration background","10","","",""
"SPD","1997","Not Employed","no migration background","639","0.421520629418766","0.39730203200516","0.445739226832373"
"SPD","1997","Not Employed","direct migration background","127","0.424669889795763","0.366249287421743","0.483090492169783"
"SPD","1997","Not Employed","indirect migration background","21","","",""
"SPD","1997","Employed","no migration background","1069","0.416447900472501","0.397585961642272","0.435309839302729"
"SPD","1997","Employed","direct migration background","243","0.464409639592562","0.418533469593233","0.510285809591892"
"SPD","1997","Employed","indirect migration background","44","0.442454686310949","0.328518639846234","0.556390732775665"
"FDP","1997","Not Employed","no migration background","34","0.0258085369471677","0.0180317628153478","0.0335853110789876"
"FDP","1997","Not Employed","direct migration background","","","",""
"FDP","1997","Not Employed","indirect migration background","1","","",""
"FDP","1997","Employed","no migration background","65","0.0264226984346643","0.0202859265543244","0.0325594703150041"
"FDP","1997","Employed","direct migration background","6","","",""
"FDP","1997","Employed","indirect migration background","2","","",""
"Grüne","1997","Not Employed","no migration background","98","0.0497216235563812","0.039060727547899","0.0603825195648634"
"Grüne","1997","Not Employed","direct migration background","10","","",""
"Grüne","1997","Not Employed","indirect migration background","19","","",""
"Grüne","1997","Employed","no migration background","310","0.125581588361159","0.112902477233789","0.13826069948853"
"Grüne","1997","Employed","direct migration background","37","0.0850827360320229","0.0594182956118953","0.11074717645215"
"Grüne","1997","Employed","indirect migration background","16","","",""
"PDS/Linke","1997","Not Employed","no migration background","109","0.0405928216544326","0.0309140167679278","0.0502716265409374"
"PDS/Linke","1997","Not Employed","direct migration background","7","","",""
"PDS/Linke","1997","Not Employed","indirect migration background","1","","",""
"PDS/Linke","1997","Employed","no migration background","118","0.0243080888582613","0.0184156113218846","0.0302005663946381"
"PDS/Linke","1997","Employed","direct migration background","6","","",""
"PDS/Linke","1997","Employed","indirect migration background","","","",""
"NPD Combination","1997","Not Employed","no migration background","26","","",""
"NPD Combination","1997","Not Employed","direct migration background","3","","",""
"NPD Combination","1997","Not Employed","indirect migration background","1","","",""
"NPD Combination","1997","Employed","no migration background","64","0.022879636086781","0.0171587307169523","0.0286005414566098"
"NPD Combination","1997","Employed","direct migration background","5","","",""
"NPD Combination","1997","Employed","indirect migration background","","","",""
"AfD","1997","Not Employed","no migration background","","","",""
"AfD","1997","Not Employed","direct migration background","","","",""
"AfD","1997","Not Employed","indirect migration background","","","",""
"AfD","1997","Employed","no migration background","","","",""
"AfD","1997","Employed","direct migration background","","","",""
"AfD","1997","Employed","indirect migration background","","","",""
"Other","1997","Not Employed","no migration background","15","","",""
"Other","1997","Not Employed","direct migration background","4","","",""
"Other","1997","Not Employed","indirect migration background","1","","",""
"Other","1997","Employed","no migration background","25","","",""
"Other","1997","Employed","direct migration background","2","","",""
"Other","1997","Employed","indirect migration background","1","","",""
"CDU/CSU","1998","Not Employed","no migration background","761","0.411513164835685","0.389738131320808","0.433288198350562"
"CDU/CSU","1998","Not Employed","direct migration background","126","0.474437595570103","0.415739043760938","0.533136147379267"
"CDU/CSU","1998","Not Employed","indirect migration background","10","","",""
"CDU/CSU","1998","Employed","no migration background","979","0.328684346413387","0.311908922446294","0.345459770380479"
"CDU/CSU","1998","Employed","direct migration background","148","0.35614575780728","0.311853013521516","0.400438502093045"
"CDU/CSU","1998","Employed","indirect migration background","11","","",""
"SPD","1998","Not Employed","no migration background","884","0.451522147073691","0.429502129257277","0.473542164890106"
"SPD","1998","Not Employed","direct migration background","122","0.43469951936798","0.376427515838654","0.492971522897306"
"SPD","1998","Not Employed","indirect migration background","20","","",""
"SPD","1998","Employed","no migration background","1321","0.436884487864812","0.419171057875023","0.454597917854601"
"SPD","1998","Employed","direct migration background","243","0.482961057148439","0.436739709400745","0.529182404896132"
"SPD","1998","Employed","indirect migration background","68","0.636468624501761","0.541234081359425","0.731703167644098"
"FDP","1998","Not Employed","no migration background","39","0.0261783020710288","0.0191133527590054","0.0332432513830523"
"FDP","1998","Not Employed","direct migration background","2","","",""
"FDP","1998","Not Employed","indirect migration background","3","","",""
"FDP","1998","Employed","no migration background","84","0.0341952350128477","0.0277051845213415","0.0406852855043539"
"FDP","1998","Employed","direct migration background","8","","",""
"FDP","1998","Employed","indirect migration background","4","","",""
"Grüne","1998","Not Employed","no migration background","113","0.0455538517806171","0.036327354533134","0.0547803490281002"
"Grüne","1998","Not Employed","direct migration background","15","","",""
"Grüne","1998","Not Employed","indirect migration background","14","","",""
"Grüne","1998","Employed","no migration background","376","0.132388412556659","0.120284988030007","0.144491837083312"
"Grüne","1998","Employed","direct migration background","37","0.103506278549416","0.0753301127722511","0.131682444326582"
"Grüne","1998","Employed","indirect migration background","14","","",""
"PDS/Linke","1998","Not Employed","no migration background","116","0.0365882082026546","0.0282806165903859","0.0448957998149233"
"PDS/Linke","1998","Not Employed","direct migration background","9","","",""
"PDS/Linke","1998","Not Employed","indirect migration background","2","","",""
"PDS/Linke","1998","Employed","no migration background","135","0.0282409956050167","0.0223248358115412","0.0341571553984922"
"PDS/Linke","1998","Employed","direct migration background","7","","",""
"PDS/Linke","1998","Employed","indirect migration background","1","","",""
"NPD Combination","1998","Not Employed","no migration background","27","","",""
"NPD Combination","1998","Not Employed","direct migration background","2","","",""
"NPD Combination","1998","Not Employed","indirect migration background","1","","",""
"NPD Combination","1998","Employed","no migration background","66","0.0200429177727526","0.0150379117133335","0.0250479238321717"
"NPD Combination","1998","Employed","direct migration background","1","","",""
"NPD Combination","1998","Employed","indirect migration background","","","",""
"AfD","1998","Not Employed","no migration background","","","",""
"AfD","1998","Not Employed","direct migration background","","","",""
"AfD","1998","Not Employed","indirect migration background","","","",""
"AfD","1998","Employed","no migration background","","","",""
"AfD","1998","Employed","direct migration background","","","",""
"AfD","1998","Employed","indirect migration background","","","",""
"Other","1998","Not Employed","no migration background","22","","",""
"Other","1998","Not Employed","direct migration background","2","","",""
"Other","1998","Not Employed","indirect migration background","","","",""
"Other","1998","Employed","no migration background","51","0.0195636047745254","0.014617597397164","0.0245096121518867"
"Other","1998","Employed","direct migration background","5","","",""
"Other","1998","Employed","indirect migration background","","","",""
"CDU/CSU","1999","Not Employed","no migration background","841","0.448874835585926","0.42710382180186","0.470645849369993"
"CDU/CSU","1999","Not Employed","direct migration background","112","0.460623485395839","0.400835831025535","0.520411139766143"
"CDU/CSU","1999","Not Employed","indirect migration background","11","","",""
"CDU/CSU","1999","Employed","no migration background","1257","0.385044360919382","0.368637281777204","0.40145144006156"
"CDU/CSU","1999","Employed","direct migration background","174","0.409738279525945","0.364249896425886","0.455226662626004"
"CDU/CSU","1999","Employed","indirect migration background","17","","",""
"SPD","1999","Not Employed","no migration background","863","0.427896664042472","0.406239699127909","0.449553628957036"
"SPD","1999","Not Employed","direct migration background","125","0.432007196372263","0.3725903814201","0.491424011324426"
"SPD","1999","Not Employed","indirect migration background","27","","",""
"SPD","1999","Employed","no migration background","1441","0.425868546609144","0.409196172456815","0.442540920761472"
"SPD","1999","Employed","direct migration background","227","0.486387155745581","0.440156089766294","0.532618221724869"
"SPD","1999","Employed","indirect migration background","79","0.638760211050681","0.554885789842168","0.722634632259195"
"FDP","1999","Not Employed","no migration background","34","0.0195809063141115","0.0135161524820292","0.0256456601461937"
"FDP","1999","Not Employed","direct migration background","4","","",""
"FDP","1999","Not Employed","indirect migration background","1","","",""
"FDP","1999","Employed","no migration background","96","0.0351712306269193","0.0289600680114102","0.0413823932424284"
"FDP","1999","Employed","direct migration background","6","","",""
"FDP","1999","Employed","indirect migration background","6","","",""
"Grüne","1999","Not Employed","no migration background","108","0.0470354054993424","0.0377683506909977","0.0563024603076871"
"Grüne","1999","Not Employed","direct migration background","15","","",""
"Grüne","1999","Not Employed","indirect migration background","5","","",""
"Grüne","1999","Employed","no migration background","298","0.0901616245178798","0.0805045188257543","0.0998187302100054"
"Grüne","1999","Employed","direct migration background","30","0.0713293320793719","0.0475231438309844","0.0951355203277594"
"Grüne","1999","Employed","indirect migration background","20","","",""
"PDS/Linke","1999","Not Employed","no migration background","126","0.0425316116931632","0.0336985951308852","0.0513646282554413"
"PDS/Linke","1999","Not Employed","direct migration background","7","","",""
"PDS/Linke","1999","Not Employed","indirect migration background","2","","",""
"PDS/Linke","1999","Employed","no migration background","179","0.035981096775795","0.0297014680303748","0.0422607255212153"
"PDS/Linke","1999","Employed","direct migration background","9","","",""
"PDS/Linke","1999","Employed","indirect migration background","","","",""
"NPD Combination","1999","Not Employed","no migration background","13","","",""
"NPD Combination","1999","Not Employed","direct migration background","2","","",""
"NPD Combination","1999","Not Employed","indirect migration background","","","",""
"NPD Combination","1999","Employed","no migration background","64","0.0150601098787719","0.0109535994625557","0.0191666202949881"
"NPD Combination","1999","Employed","direct migration background","1","","",""
"NPD Combination","1999","Employed","indirect migration background","1","","",""
"AfD","1999","Not Employed","no migration background","","","",""
"AfD","1999","Not Employed","direct migration background","","","",""
"AfD","1999","Not Employed","indirect migration background","","","",""
"AfD","1999","Employed","no migration background","","","",""
"AfD","1999","Employed","direct migration background","","","",""
"AfD","1999","Employed","indirect migration background","","","",""
"Other","1999","Not Employed","no migration background","20","","",""
"Other","1999","Not Employed","direct migration background","2","","",""
"Other","1999","Not Employed","indirect migration background","1","","",""
"Other","1999","Employed","no migration background","44","0.0127130306721086","0.00893556744684391","0.0164904938973733"
"Other","1999","Employed","direct migration background","2","","",""
"Other","1999","Employed","indirect migration background","3","","",""
"CDU/CSU","2000","Not Employed","no migration background","1558","0.439421009738488","0.423306476736602","0.455535542740374"
"CDU/CSU","2000","Not Employed","direct migration background","189","0.477369043866413","0.428723252733598","0.526014834999228"
"CDU/CSU","2000","Not Employed","indirect migration background","17","","",""
"CDU/CSU","2000","Employed","no migration background","2119","0.363829876632683","0.351423849646915","0.37623590361845"
"CDU/CSU","2000","Employed","direct migration background","261","0.409283368763184","0.371009257947913","0.447557479578456"
"CDU/CSU","2000","Employed","indirect migration background","38","0.248425154303275","0.182692987401871","0.314157321204679"
"SPD","2000","Not Employed","no migration background","1564","0.427136496097122","0.411075672032141","0.443197320162103"
"SPD","2000","Not Employed","direct migration background","172","0.399501926188174","0.351800009722301","0.447203842654047"
"SPD","2000","Not Employed","indirect migration background","31","0.396497665390069","0.27272285767724","0.520272473102899"
"SPD","2000","Employed","no migration background","2456","0.438000471181782","0.425206594160537","0.450794348203027"
"SPD","2000","Employed","direct migration background","291","0.440376183296057","0.40173383877494","0.479018527817174"
"SPD","2000","Employed","indirect migration background","94","0.496186717785408","0.420127576004","0.572245859566816"
"FDP","2000","Not Employed","no migration background","88","0.0302803532639064","0.0247166690397908","0.035844037488022"
"FDP","2000","Not Employed","direct migration background","6","","",""
"FDP","2000","Not Employed","indirect migration background","1","","",""
"FDP","2000","Employed","no migration background","177","0.0328950035353397","0.0282956299205316","0.0374943771501477"
"FDP","2000","Employed","direct migration background","13","","",""
"FDP","2000","Employed","indirect migration background","7","","",""
"Grüne","2000","Not Employed","no migration background","168","0.0420238045274898","0.0355092616108644","0.0485383474441152"
"Grüne","2000","Not Employed","direct migration background","19","","",""
"Grüne","2000","Not Employed","indirect migration background","9","","",""
"Grüne","2000","Employed","no migration background","556","0.0998445723968541","0.0921138889524526","0.107575255841255"
"Grüne","2000","Employed","direct migration background","40","0.0717286962751715","0.0516429767838902","0.0918144157664527"
"Grüne","2000","Employed","indirect migration background","20","","",""
"PDS/Linke","2000","Not Employed","no migration background","203","0.0447017447221068","0.0379922373223078","0.0514112521219057"
"PDS/Linke","2000","Not Employed","direct migration background","14","","",""
"PDS/Linke","2000","Not Employed","indirect migration background","2","","",""
"PDS/Linke","2000","Employed","no migration background","317","0.0417209673208146","0.0365648821248575","0.0468770525167716"
"PDS/Linke","2000","Employed","direct migration background","19","","",""
"PDS/Linke","2000","Employed","indirect migration background","3","","",""
"NPD Combination","2000","Not Employed","no migration background","29","","",""
"NPD Combination","2000","Not Employed","direct migration background","2","","",""
"NPD Combination","2000","Not Employed","indirect migration background","","","",""
"NPD Combination","2000","Employed","no migration background","89","0.0129507802511082","0.0100352719708706","0.0158662885313459"
"NPD Combination","2000","Employed","direct migration background","3","","",""
"NPD Combination","2000","Employed","indirect migration background","1","","",""
"AfD","2000","Not Employed","no migration background","","","",""
"AfD","2000","Not Employed","direct migration background","","","",""
"AfD","2000","Not Employed","indirect migration background","","","",""
"AfD","2000","Employed","no migration background","","","",""
"AfD","2000","Employed","direct migration background","","","",""
"AfD","2000","Employed","indirect migration background","","","",""
"Other","2000","Not Employed","no migration background","34","0.00846779934649907","0.00549272654597217","0.011442872147026"
"Other","2000","Not Employed","direct migration background","3","","",""
"Other","2000","Not Employed","indirect migration background","","","",""
"Other","2000","Employed","no migration background","63","0.0107583286814185","0.00809809055951063","0.0134185668033264"
"Other","2000","Employed","direct migration background","7","","",""
"Other","2000","Employed","indirect migration background","3","","",""
"CDU/CSU","2001","Not Employed","no migration background","1325","0.439300619166043","0.422023775403878","0.456577462928209"
"CDU/CSU","2001","Not Employed","direct migration background","146","0.434754668214688","0.382139432463813","0.487369903965564"
"CDU/CSU","2001","Not Employed","indirect migration background","18","","",""
"CDU/CSU","2001","Employed","no migration background","1805","0.353329017557322","0.340185705077239","0.366472330037405"
"CDU/CSU","2001","Employed","direct migration background","208","0.37656596313798","0.334678667936307","0.418453258339653"
"CDU/CSU","2001","Employed","indirect migration background","31","0.224872380985125","0.160582111117699","0.28916265085255"
"SPD","2001","Not Employed","no migration background","1383","0.431074879970739","0.413835470990902","0.448314288950576"
"SPD","2001","Not Employed","direct migration background","154","0.428570083800245","0.376045416016764","0.481094751583725"
"SPD","2001","Not Employed","indirect migration background","22","","",""
