"party","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","1994","Couple + C. GT 16 ","indirect migration background","1","","","","8"
"Other","1994","Couple + C. LE and GT 16","no migration background","2","","","","8"
"Other","1994","Couple + C. LE and GT 16","direct migration background","","","","","8"
"Other","1994","Couple + C. LE and GT 16","indirect migration background","","","","","8"
"Other","1994","(Married) couple without C. ","indirect migration background","1","","","","8"
"Other","1994","Single parent ","no migration background","3","","","","8"
"Other","1994","Single parent ","direct migration background","","","","","8"
"Other","1994","Single parent ","indirect migration background","","","","","8"
"Other","1994","Couple + C. LE 16 ","no migration background","11","","","","8"
"Other","1994","Couple + C. LE 16 ","direct migration background","1","","","","8"
"PDS/Linke","1994","Couple + C. LE 16 ","no migration background","43","0.0272586231118932","0.0166319951911359","0.0378852510326505","5"
"PDS/Linke","1994","Couple + C. LE 16 ","indirect migration background","","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","no migration background","34","0.0208047538451571","0.0106905125005022","0.030918995189812","5"
"PDS/Linke","1994","(Married) couple without C. ","direct migration background","6","","","","5"
"PDS/Linke","1994","(Married) couple without C. ","indirect migration background","","","","","5"
"PDS/Linke","1994","Couple + C. LE 16 ","direct migration background","","","","","5"
"PDS/Linke","1994","1-pers.-HH","no migration background","22","","","","5"
"PDS/Linke","1994","1-pers.-HH","direct migration background","","","","","5"
"PDS/Linke","1994","1-pers.-HH","indirect migration background","","","","","5"
"PDS/Linke","1994","(Married) couple without C. ","no migration background","70","0.0378844540130912","0.0277822724961207","0.0479866355300617","5"
"PDS/Linke","1994","Single parent ","no migration background","8","","","","5"
"PDS/Linke","1994","Single parent ","direct migration background","","","","","5"
"PDS/Linke","1994","Single parent ","indirect migration background","","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","indirect migration background","","","","","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","no migration background","17","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","direct migration background","2","","","","5"
"SPD","1994","(Married) couple without C. ","direct migration background","87","0.385340526598569","0.315586879341124","0.455094173856013","1"
"SPD","1994","(Married) couple without C. ","indirect migration background","13","","","","1"
"SPD","1994","Single parent ","no migration background","67","0.389735636280992","0.311949234668205","0.467522037893779","1"
"SPD","1994","Single parent ","direct migration background","12","","","","1"
"SPD","1994","Single parent ","indirect migration background","7","","","","1"
"SPD","1994","Couple + C. LE 16 ","no migration background","427","0.469770428262725","0.437200287740937","0.502340568784512","1"
"SPD","1994","1-pers.-HH","no migration background","241","0.419708558028406","0.379614169555137","0.459802946501676","1"
"SPD","1994","1-pers.-HH","direct migration background","37","0.54234864237233","0.417325667167563","0.667371617577096","1"
"SPD","1994","1-pers.-HH","indirect migration background","5","","","","1"
"SPD","1994","(Married) couple without C. ","no migration background","662","0.490294037608785","0.463841995936638","0.516746079280932","1"
"SPD","1994","Couple + C. LE 16 ","direct migration background","107","0.563509225650126","0.486901388221155","0.640117063079098","1"
"SPD","1994","Couple + C. LE 16 ","indirect migration background","11","","","","1"
"SPD","1994","Couple + C. GT 16 ","no migration background","296","0.397045047021677","0.362372982806069","0.431717111237284","1"
"SPD","1994","Couple + C. GT 16 ","direct migration background","99","0.554715138194683","0.473540414439062","0.635889861950303","1"
"SPD","1994","Couple + C. GT 16 ","indirect migration background","33","0.523292186582312","0.377363694652934","0.669220678511691","1"
"SPD","1994","Couple + C. LE and GT 16","no migration background","91","0.37645067654582","0.317216688069213","0.435684665022426","1"
"SPD","1994","Couple + C. LE and GT 16","direct migration background","51","0.6750223130198","0.566077952832123","0.783966673207477","1"
"SPD","1994","Couple + C. LE and GT 16","indirect migration background","18","","","","1"
"AfD","1995","1-pers.-HH","no migration background","","","","","7"
"AfD","1995","Single parent ","direct migration background","","","","","7"
"AfD","1995","Single parent ","indirect migration background","","","","","7"
"AfD","1995","Couple + C. LE 16 ","no migration background","","","","","7"
"AfD","1995","1-pers.-HH","direct migration background","","","","","7"
"AfD","1995","1-pers.-HH","indirect migration background","","","","","7"
"AfD","1995","(Married) couple without C. ","no migration background","","","","","7"
"AfD","1995","(Married) couple without C. ","direct migration background","","","","","7"
"AfD","1995","(Married) couple without C. ","indirect migration background","","","","","7"
"AfD","1995","Single parent ","no migration background","","","","","7"
"AfD","1995","Couple + C. GT 16 ","no migration background","","","","","7"
"AfD","1995","Couple + C. LE 16 ","direct migration background","","","","","7"
"AfD","1995","Couple + C. LE 16 ","indirect migration background","","","","","7"
"AfD","1995","Couple + C. GT 16 ","direct migration background","","","","","7"
"AfD","1995","Couple + C. GT 16 ","indirect migration background","","","","","7"
"AfD","1995","Couple + C. LE and GT 16","no migration background","","","","","7"
"AfD","1995","Couple + C. LE and GT 16","direct migration background","","","","","7"
"AfD","1995","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"CDU/CSU","1995","Couple + C. GT 16 ","indirect migration background","5","","","","2"
"CDU/CSU","1995","Couple + C. GT 16 ","direct migration background","68","0.434178541631857","0.363886640090508","0.504470443173207","2"
"CDU/CSU","1995","Couple + C. LE 16 ","no migration background","372","0.348740443235136","0.319818055162966","0.377662831307307","2"
"CDU/CSU","1995","Couple + C. GT 16 ","no migration background","385","0.47052504086992","0.436650052950752","0.504400028789088","2"
"CDU/CSU","1995","Couple + C. LE 16 ","indirect migration background","1","","","","2"
"CDU/CSU","1995","Couple + C. LE 16 ","direct migration background","63","0.320227893999655","0.258435178190677","0.382020609808632","2"
"CDU/CSU","1995","1-pers.-HH","no migration background","242","0.40603668265921","0.367001272328901","0.445072092989519","2"
"CDU/CSU","1995","1-pers.-HH","direct migration background","20","","","","2"
"CDU/CSU","1995","1-pers.-HH","indirect migration background","3","","","","2"
"CDU/CSU","1995","(Married) couple without C. ","no migration background","618","0.396153380757096","0.371960183431709","0.420346578082483","2"
"CDU/CSU","1995","(Married) couple without C. ","direct migration background","117","0.581158846293652","0.518213418480792","0.644104274106512","2"
"CDU/CSU","1995","Single parent ","no migration background","59","0.36101898785324","0.291431438109154","0.430606537597325","2"
"CDU/CSU","1995","Single parent ","direct migration background","7","","","","2"
"CDU/CSU","1995","Single parent ","indirect migration background","1","","","","2"
"CDU/CSU","1995","(Married) couple without C. ","indirect migration background","6","","","","2"
"CDU/CSU","1995","Couple + C. LE and GT 16","no migration background","124","0.423062495002781","0.366969761025395","0.479155228980166","2"
"CDU/CSU","1995","Couple + C. LE and GT 16","direct migration background","32","0.298871315793182","0.209596617846376","0.388146013739988","2"
"CDU/CSU","1995","Couple + C. LE and GT 16","indirect migration background","2","","","","2"
"FDP","1995","Couple + C. LE 16 ","no migration background","31","0.0341471709435476","0.0231257198144044","0.0451686220726908","3"
"FDP","1995","Couple + C. LE 16 ","indirect migration background","","","","","3"
"FDP","1995","Couple + C. GT 16 ","no migration background","19","","","","3"
"FDP","1995","Couple + C. GT 16 ","direct migration background","4","","","","3"
"FDP","1995","Couple + C. LE 16 ","direct migration background","5","","","","3"
"FDP","1995","1-pers.-HH","no migration background","17","","","","3"
"FDP","1995","1-pers.-HH","direct migration background","3","","","","3"
"FDP","1995","1-pers.-HH","indirect migration background","1","","","","3"
"FDP","1995","(Married) couple without C. ","no migration background","42","0.0279268182196106","0.0197768019684615","0.0360768344707598","3"
"FDP","1995","Couple + C. GT 16 ","indirect migration background","","","","","3"
"FDP","1995","Couple + C. LE and GT 16","no migration background","8","","","","3"
"FDP","1995","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"FDP","1995","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"FDP","1995","(Married) couple without C. ","direct migration background","2","","","","3"
"FDP","1995","(Married) couple without C. ","indirect migration background","","","","","3"
"FDP","1995","Single parent ","no migration background","5","","","","3"
"FDP","1995","Single parent ","direct migration background","","","","","3"
"FDP","1995","Single parent ","indirect migration background","","","","","3"
"Grüne","1995","1-pers.-HH","no migration background","68","0.0984680101564221","0.0747851334979187","0.122150886814925","4"
"Grüne","1995","1-pers.-HH","direct migration background","8","","","","4"
"Grüne","1995","1-pers.-HH","indirect migration background","","","","","4"
"Grüne","1995","(Married) couple without C. ","no migration background","109","0.0602158789543224","0.048448822658875","0.0719829352497697","4"
"Grüne","1995","(Married) couple without C. ","direct migration background","11","","","","4"
"Grüne","1995","Couple + C. LE 16 ","no migration background","121","0.130913386015533","0.110442836781977","0.151383935249088","4"
"Grüne","1995","Couple + C. LE 16 ","direct migration background","31","0.203202447934991","0.149910143895817","0.256494751974165","4"
"Grüne","1995","Couple + C. LE 16 ","indirect migration background","4","","","","4"
"Grüne","1995","Couple + C. GT 16 ","no migration background","69","0.0760351487440228","0.0580464399713635","0.0940238575166821","4"
"Grüne","1995","Couple + C. GT 16 ","direct migration background","16","","","","4"
"Grüne","1995","Couple + C. GT 16 ","indirect migration background","9","","","","4"
"Grüne","1995","Couple + C. LE and GT 16","no migration background","35","0.102727650221577","0.0682572934439321","0.137198006999222","4"
"Grüne","1995","Couple + C. LE and GT 16","direct migration background","5","","","","4"
"Grüne","1995","Couple + C. LE and GT 16","indirect migration background","8","","","","4"
"Grüne","1995","Single parent ","direct migration background","7","","","","4"
"Grüne","1995","Single parent ","indirect migration background","1","","","","4"
"Grüne","1995","(Married) couple without C. ","indirect migration background","3","","","","4"
"Grüne","1995","Single parent ","no migration background","31","0.176126600636894","0.120935981877911","0.231317219395877","4"
"NPD","1995","Couple + C. GT 16 ","no migration background","9","","","","6"
"NPD","1995","Couple + C. GT 16 ","indirect migration background","","","","","6"
"NPD","1995","Couple + C. LE and GT 16","no migration background","2","","","","6"
"NPD","1995","Couple + C. LE and GT 16","direct migration background","1","","","","6"
"NPD","1995","Couple + C. LE and GT 16","indirect migration background","3","","","","6"
"NPD","1995","1-pers.-HH","indirect migration background","","","","","6"
"NPD","1995","(Married) couple without C. ","no migration background","12","","","","6"
"NPD","1995","Couple + C. LE 16 ","no migration background","6","","","","6"
"NPD","1995","Couple + C. LE 16 ","direct migration background","1","","","","6"
"NPD","1995","Couple + C. LE 16 ","indirect migration background","","","","","6"
"NPD","1995","Couple + C. GT 16 ","direct migration background","","","","","6"
"NPD","1995","1-pers.-HH","no migration background","14","","","","6"
"NPD","1995","1-pers.-HH","direct migration background","","","","","6"
"NPD","1995","(Married) couple without C. ","direct migration background","1","","","","6"
"NPD","1995","(Married) couple without C. ","indirect migration background","","","","","6"
"NPD","1995","Single parent ","no migration background","3","","","","6"
"NPD","1995","Single parent ","direct migration background","2","","","","6"
"NPD","1995","Single parent ","indirect migration background","","","","","6"
"Other","1995","1-pers.-HH","no migration background","5","","","","8"
"Other","1995","1-pers.-HH","direct migration background","1","","","","8"
"Other","1995","1-pers.-HH","indirect migration background","","","","","8"
"Other","1995","(Married) couple without C. ","no migration background","7","","","","8"
"Other","1995","(Married) couple without C. ","direct migration background","2","","","","8"
"Other","1995","(Married) couple without C. ","indirect migration background","","","","","8"
"Other","1995","Single parent ","no migration background","2","","","","8"
"Other","1995","Single parent ","direct migration background","1","","","","8"
"Other","1995","Single parent ","indirect migration background","","","","","8"
"Other","1995","Couple + C. LE 16 ","no migration background","7","","","","8"
"Other","1995","Couple + C. LE 16 ","direct migration background","3","","","","8"
"Other","1995","Couple + C. LE 16 ","indirect migration background","","","","","8"
"Other","1995","Couple + C. GT 16 ","no migration background","7","","","","8"
"Other","1995","Couple + C. GT 16 ","direct migration background","5","","","","8"
"Other","1995","Couple + C. GT 16 ","indirect migration background","1","","","","8"
"Other","1995","Couple + C. LE and GT 16","no migration background","3","","","","8"
"Other","1995","Couple + C. LE and GT 16","direct migration background","2","","","","8"
"Other","1995","Couple + C. LE and GT 16","indirect migration background","1","","","","8"
"PDS/Linke","1995","Couple + C. LE 16 ","no migration background","50","0.0289196994173931","0.018749478278893","0.0390899205558931","5"
"PDS/Linke","1995","Couple + C. GT 16 ","no migration background","50","0.0289851044602777","0.017599254756908","0.0403709541636473","5"
"PDS/Linke","1995","Couple + C. LE 16 ","direct migration background","","","","","5"
"PDS/Linke","1995","Couple + C. LE 16 ","indirect migration background","","","","","5"
"PDS/Linke","1995","(Married) couple without C. ","direct migration background","8","","","","5"
"PDS/Linke","1995","(Married) couple without C. ","indirect migration background","","","","","5"
"PDS/Linke","1995","Single parent ","no migration background","10","","","","5"
"PDS/Linke","1995","Single parent ","direct migration background","","","","","5"
"PDS/Linke","1995","Single parent ","indirect migration background","","","","","5"
"PDS/Linke","1995","1-pers.-HH","no migration background","32","0.0389129980821912","0.0235411883739689","0.0542848077904136","5"
"PDS/Linke","1995","1-pers.-HH","direct migration background","1","","","","5"
"PDS/Linke","1995","1-pers.-HH","indirect migration background","1","","","","5"
"PDS/Linke","1995","(Married) couple without C. ","no migration background","76","0.0375364078696404","0.0281344830396255","0.0469383326996552","5"
"PDS/Linke","1995","Couple + C. GT 16 ","direct migration background","3","","","","5"
"PDS/Linke","1995","Couple + C. GT 16 ","indirect migration background","1","","","","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","no migration background","19","","","","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"SPD","1995","Couple + C. LE 16 ","no migration background","456","0.445858750586721","0.415692952212372","0.47602454896107","1"
"SPD","1995","Couple + C. LE 16 ","direct migration background","116","0.430224776308544","0.364651705473087","0.495797847144001","1"
"SPD","1995","Couple + C. LE 16 ","indirect migration background","11","","","","1"
"SPD","1995","Couple + C. GT 16 ","no migration background","295","0.377500762638154","0.344600952307528","0.410400572968779","1"
"SPD","1995","Couple + C. GT 16 ","direct migration background","95","0.421334142642225","0.351308248410972","0.491360036873478","1"
"SPD","1995","Couple + C. GT 16 ","indirect migration background","23","","","","1"
"SPD","1995","Couple + C. LE and GT 16","no migration background","107","0.395406816368059","0.339893949268281","0.450919683467836","1"
"SPD","1995","Couple + C. LE and GT 16","direct migration background","59","0.574658143094325","0.478239448327493","0.671076837861158","1"
"SPD","1995","(Married) couple without C. ","direct migration background","95","0.339619304757869","0.279198645667676","0.400039963848061","1"
"SPD","1995","(Married) couple without C. ","indirect migration background","8","","","","1"
"SPD","1995","Single parent ","no migration background","73","0.385740530083326","0.315215039969485","0.456266020197167","1"
"SPD","1995","Single parent ","direct migration background","16","","","","1"
"SPD","1995","Single parent ","indirect migration background","6","","","","1"
"SPD","1995","Couple + C. LE and GT 16","indirect migration background","17","","","","1"
"SPD","1995","1-pers.-HH","no migration background","230","0.388344653944776","0.349604766478743","0.42708454141081","1"
"SPD","1995","1-pers.-HH","direct migration background","37","0.452807009893857","0.33619966563915","0.569414354148564","1"
"SPD","1995","1-pers.-HH","indirect migration background","4","","","","1"
"SPD","1995","(Married) couple without C. ","no migration background","706","0.46947464061677","0.444788260721077","0.494161020512463","1"
"AfD","1996","1-pers.-HH","no migration background","","","","","7"
"AfD","1996","1-pers.-HH","direct migration background","","","","","7"
"AfD","1996","1-pers.-HH","indirect migration background","","","","","7"
"AfD","1996","(Married) couple without C. ","no migration background","","","","","7"
"AfD","1996","(Married) couple without C. ","direct migration background","","","","","7"
"AfD","1996","(Married) couple without C. ","indirect migration background","","","","","7"
"AfD","1996","Single parent ","no migration background","","","","","7"
"AfD","1996","Single parent ","direct migration background","","","","","7"
"AfD","1996","Single parent ","indirect migration background","","","","","7"
"AfD","1996","Couple + C. LE 16 ","no migration background","","","","","7"
"AfD","1996","Couple + C. GT 16 ","no migration background","","","","","7"
"AfD","1996","Couple + C. LE 16 ","direct migration background","","","","","7"
"AfD","1996","Couple + C. LE 16 ","indirect migration background","","","","","7"
"AfD","1996","Couple + C. GT 16 ","direct migration background","","","","","7"
"AfD","1996","Couple + C. GT 16 ","indirect migration background","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","no migration background","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","direct migration background","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"CDU/CSU","1996","Couple + C. LE 16 ","no migration background","371","0.4101135224436","0.37872083402322","0.44150621086398","2"
"CDU/CSU","1996","Couple + C. GT 16 ","no migration background","367","0.491457721638567","0.456100828600263","0.526814614676871","2"
"CDU/CSU","1996","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"CDU/CSU","1996","Couple + C. GT 16 ","indirect migration background","6","","","","2"
"CDU/CSU","1996","Couple + C. LE 16 ","direct migration background","61","0.259361860035163","0.200502656410141","0.318221063660185","2"
"CDU/CSU","1996","Couple + C. GT 16 ","direct migration background","56","0.457977131303625","0.376316868416492","0.539637394190757","2"
"CDU/CSU","1996","1-pers.-HH","no migration background","242","0.425393631689789","0.38609503785869","0.464692225520888","2"
"CDU/CSU","1996","1-pers.-HH","direct migration background","25","","","","2"
"CDU/CSU","1996","1-pers.-HH","indirect migration background","2","","","","2"
"CDU/CSU","1996","(Married) couple without C. ","no migration background","639","0.436450294983374","0.411460532056171","0.461440057910577","2"
"CDU/CSU","1996","(Married) couple without C. ","direct migration background","107","0.563387805517007","0.497399059434141","0.629376551599872","2"
"CDU/CSU","1996","(Married) couple without C. ","indirect migration background","5","","","","2"
"CDU/CSU","1996","Single parent ","no migration background","59","0.341082786990147","0.271242376106504","0.410923197873791","2"
"CDU/CSU","1996","Single parent ","direct migration background","9","","","","2"
"CDU/CSU","1996","Single parent ","indirect migration background","1","","","","2"
"CDU/CSU","1996","Couple + C. LE and GT 16","no migration background","119","0.394429062300711","0.339580514031542","0.44927761056988","2"
"CDU/CSU","1996","Couple + C. LE and GT 16","direct migration background","34","0.405513809026421","0.303507555491864","0.507520062560977","2"
"CDU/CSU","1996","Couple + C. LE and GT 16","indirect migration background","7","","","","2"
"FDP","1996","Couple + C. LE 16 ","no migration background","28","","","","3"
"FDP","1996","Couple + C. LE 16 ","indirect migration background","","","","","3"
"FDP","1996","Couple + C. GT 16 ","no migration background","15","","","","3"
"FDP","1996","Couple + C. GT 16 ","direct migration background","1","","","","3"
"FDP","1996","Couple + C. LE 16 ","direct migration background","4","","","","3"
"FDP","1996","1-pers.-HH","no migration background","20","","","","3"
"FDP","1996","1-pers.-HH","direct migration background","3","","","","3"
"FDP","1996","1-pers.-HH","indirect migration background","","","","","3"
"FDP","1996","(Married) couple without C. ","no migration background","31","0.0256575754937129","0.0176906227496329","0.0336245282377928","3"
"FDP","1996","(Married) couple without C. ","direct migration background","2","","","","3"
"FDP","1996","(Married) couple without C. ","indirect migration background","","","","","3"
"FDP","1996","Couple + C. GT 16 ","indirect migration background","","","","","3"
"FDP","1996","Couple + C. LE and GT 16","no migration background","3","","","","3"
"FDP","1996","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"FDP","1996","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"FDP","1996","Single parent ","no migration background","3","","","","3"
"FDP","1996","Single parent ","indirect migration background","","","","","3"
"FDP","1996","Single parent ","direct migration background","1","","","","3"
"Grüne","1996","1-pers.-HH","no migration background","68","0.0924751056597622","0.0694480721485707","0.115502139170954","4"
"Grüne","1996","1-pers.-HH","direct migration background","6","","","","4"
"Grüne","1996","1-pers.-HH","indirect migration background","3","","","","4"
"Grüne","1996","(Married) couple without C. ","no migration background","116","0.064987282221326","0.0525664248851159","0.0774081395575362","4"
"Grüne","1996","(Married) couple without C. ","direct migration background","8","","","","4"
"Grüne","1996","Couple + C. GT 16 ","direct migration background","9","","","","4"
"Grüne","1996","Couple + C. GT 16 ","indirect migration background","10","","","","4"
"Grüne","1996","Couple + C. LE and GT 16","no migration background","39","0.129360681994585","0.0916973743599103","0.16702398962926","4"
"Grüne","1996","Couple + C. LE and GT 16","direct migration background","9","","","","4"
"Grüne","1996","Couple + C. LE and GT 16","indirect migration background","8","","","","4"
"Grüne","1996","Single parent ","no migration background","30","0.177382562996461","0.121107514725257","0.233657611267665","4"
"Grüne","1996","Couple + C. LE 16 ","direct migration background","28","","","","4"
"Grüne","1996","(Married) couple without C. ","indirect migration background","4","","","","4"
"Grüne","1996","Single parent ","direct migration background","5","","","","4"
"Grüne","1996","Couple + C. LE 16 ","no migration background","137","0.155117997860664","0.132012178734809","0.178223816986518","4"
"Grüne","1996","Couple + C. LE 16 ","indirect migration background","2","","","","4"
"Grüne","1996","Couple + C. GT 16 ","no migration background","69","0.0713409353608411","0.0531370106064202","0.089544860115262","4"
"Grüne","1996","Single parent ","indirect migration background","2","","","","4"
"NPD","1996","Couple + C. GT 16 ","no migration background","11","","","","6"
"NPD","1996","Couple + C. LE 16 ","no migration background","12","","","","6"
"NPD","1996","Couple + C. LE 16 ","direct migration background","2","","","","6"
"NPD","1996","Couple + C. LE 16 ","indirect migration background","","","","","6"
"NPD","1996","Couple + C. GT 16 ","direct migration background","","","","","6"
"NPD","1996","Couple + C. GT 16 ","indirect migration background","","","","","6"
"NPD","1996","Couple + C. LE and GT 16","no migration background","10","","","","6"
"NPD","1996","Couple + C. LE and GT 16","direct migration background","","","","","6"
"NPD","1996","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"NPD","1996","1-pers.-HH","indirect migration background","","","","","6"
"NPD","1996","(Married) couple without C. ","no migration background","14","","","","6"
"NPD","1996","(Married) couple without C. ","indirect migration background","","","","","6"
"NPD","1996","Single parent ","no migration background","5","","","","6"
"NPD","1996","Single parent ","direct migration background","1","","","","6"
"NPD","1996","1-pers.-HH","direct migration background","1","","","","6"
"NPD","1996","Single parent ","indirect migration background","","","","","6"
"NPD","1996","1-pers.-HH","no migration background","15","","","","6"
"NPD","1996","(Married) couple without C. ","direct migration background","2","","","","6"
"Other","1996","1-pers.-HH","no migration background","6","","","","8"
"Other","1996","1-pers.-HH","direct migration background","","","","","8"
"Other","1996","1-pers.-HH","indirect migration background","","","","","8"
"Other","1996","(Married) couple without C. ","no migration background","10","","","","8"
"Other","1996","(Married) couple without C. ","direct migration background","2","","","","8"
"Other","1996","(Married) couple without C. ","indirect migration background","","","","","8"
"Other","1996","Single parent ","no migration background","2","","","","8"
"Other","1996","Single parent ","direct migration background","1","","","","8"
"Other","1996","Single parent ","indirect migration background","","","","","8"
"Other","1996","Couple + C. LE 16 ","no migration background","9","","","","8"
"Other","1996","Couple + C. LE 16 ","direct migration background","1","","","","8"
"Other","1996","Couple + C. LE 16 ","indirect migration background","","","","","8"
"Other","1996","Couple + C. GT 16 ","no migration background","8","","","","8"
"Other","1996","Couple + C. GT 16 ","direct migration background","2","","","","8"
"Other","1996","Couple + C. GT 16 ","indirect migration background","","","","","8"
"Other","1996","Couple + C. LE and GT 16","no migration background","5","","","","8"
"Other","1996","Couple + C. LE and GT 16","direct migration background","1","","","","8"
"Other","1996","Couple + C. LE and GT 16","indirect migration background","","","","","8"
"PDS/Linke","1996","Couple + C. GT 16 ","no migration background","41","0.0339334768673397","0.0211283119063966","0.0467386418282828","5"
"PDS/Linke","1996","Couple + C. LE 16 ","no migration background","45","0.0264000537126638","0.0161674790893245","0.0366326283360031","5"
"PDS/Linke","1996","Couple + C. LE 16 ","direct migration background","2","","","","5"
"PDS/Linke","1996","Couple + C. LE 16 ","indirect migration background","","","","","5"
"PDS/Linke","1996","Single parent ","no migration background","11","","","","5"
"PDS/Linke","1996","Single parent ","direct migration background","","","","","5"
"PDS/Linke","1996","Single parent ","indirect migration background","","","","","5"
"PDS/Linke","1996","Couple + C. GT 16 ","direct migration background","1","","","","5"
"PDS/Linke","1996","Couple + C. GT 16 ","indirect migration background","2","","","","5"
"PDS/Linke","1996","1-pers.-HH","no migration background","38","0.0402620981047864","0.0246370693272109","0.0558871268823619","5"
"PDS/Linke","1996","(Married) couple without C. ","direct migration background","9","","","","5"
"PDS/Linke","1996","(Married) couple without C. ","indirect migration background","1","","","","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","no migration background","28","","","","5"
"PDS/Linke","1996","1-pers.-HH","direct migration background","2","","","","5"
"PDS/Linke","1996","1-pers.-HH","indirect migration background","","","","","5"
"PDS/Linke","1996","(Married) couple without C. ","no migration background","88","0.0392182569715159","0.0294372145636627","0.0489992993793691","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","direct migration background","","","","","5"
"SPD","1996","Couple + C. LE 16 ","no migration background","341","0.357437795811789","0.326849867083488","0.388025724540089","1"
"SPD","1996","Couple + C. LE 16 ","direct migration background","115","0.476599243858289","0.409525563537781","0.543672924178796","1"
"SPD","1996","Couple + C. LE 16 ","indirect migration background","10","","","","1"
"SPD","1996","Couple + C. GT 16 ","no migration background","257","0.348564377074604","0.314863226112371","0.382265528036837","1"
"SPD","1996","Couple + C. GT 16 ","direct migration background","74","0.381764852961541","0.30213885483801","0.461390851085072","1"
"SPD","1996","Couple + C. GT 16 ","indirect migration background","28","","","","1"
"SPD","1996","Couple + C. LE and GT 16","no migration background","101","0.378390369560834","0.323961780571458","0.432818958550211","1"
"SPD","1996","Couple + C. LE and GT 16","direct migration background","44","0.373922808440432","0.273401529070945","0.474444087809918","1"
"SPD","1996","(Married) couple without C. ","direct migration background","87","0.326276636558752","0.263895681938849","0.388657591178655","1"
"SPD","1996","(Married) couple without C. ","indirect migration background","10","","","","1"
"SPD","1996","Single parent ","no migration background","67","0.389700406184351","0.317855095440134","0.461545716928567","1"
"SPD","1996","Single parent ","direct migration background","17","","","","1"
"SPD","1996","Single parent ","indirect migration background","7","","","","1"
"SPD","1996","Couple + C. LE and GT 16","indirect migration background","15","","","","1"
"SPD","1996","(Married) couple without C. ","no migration background","615","0.422115761557155","0.39722920346754","0.44700231964677","1"
"SPD","1996","1-pers.-HH","no migration background","219","0.36650399718889","0.328203218943401","0.40480477543438","1"
"SPD","1996","1-pers.-HH","direct migration background","25","","","","1"
"SPD","1996","1-pers.-HH","indirect migration background","2","","","","1"
"AfD","1997","Couple + C. LE 16 ","no migration background","","","","","7"
"AfD","1997","1-pers.-HH","no migration background","","","","","7"
"AfD","1997","1-pers.-HH","direct migration background","","","","","7"
"AfD","1997","(Married) couple without C. ","direct migration background","","","","","7"
"AfD","1997","(Married) couple without C. ","indirect migration background","","","","","7"
"AfD","1997","Single parent ","no migration background","","","","","7"
"AfD","1997","Single parent ","direct migration background","","","","","7"
"AfD","1997","Single parent ","indirect migration background","","","","","7"
"AfD","1997","(Married) couple without C. ","no migration background","","","","","7"
"AfD","1997","1-pers.-HH","indirect migration background","","","","","7"
"AfD","1997","Couple + C. LE 16 ","direct migration background","","","","","7"
"AfD","1997","Couple + C. LE 16 ","indirect migration background","","","","","7"
"AfD","1997","Couple + C. GT 16 ","no migration background","","","","","7"
"AfD","1997","Couple + C. GT 16 ","direct migration background","","","","","7"
"AfD","1997","Couple + C. GT 16 ","indirect migration background","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","no migration background","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","direct migration background","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"CDU/CSU","1997","1-pers.-HH","no migration background","216","0.393753214980998","0.353853147519933","0.433653282442062","2"
"CDU/CSU","1997","1-pers.-HH","direct migration background","18","","","","2"
"CDU/CSU","1997","1-pers.-HH","indirect migration background","3","","","","2"
"CDU/CSU","1997","(Married) couple without C. ","no migration background","591","0.403436408531616","0.378534927023421","0.428337890039812","2"
"CDU/CSU","1997","(Married) couple without C. ","direct migration background","103","0.493160908538156","0.427096717028572","0.55922510004774","2"
"CDU/CSU","1997","(Married) couple without C. ","indirect migration background","3","","","","2"
"CDU/CSU","1997","Single parent ","no migration background","59","0.33132903258503","0.259070311833287","0.403587753336774","2"
"CDU/CSU","1997","Single parent ","direct migration background","12","","","","2"
