"party","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"SPD","1984","no degree/no degree yet","in school","31","0.361126055614612","0.251687782486475","0.470564328742749"
"SPD","1984","no degree/no degree yet","inadequately","207","0.722050615978011","0.666848654485607","0.777252577470415"
"SPD","1984","no degree/no degree yet","general elemantary","","","",""
"SPD","1984","no degree/no degree yet","middle vocational","35","0.748232592572372","0.615378717166007","0.881086467978736"
"SPD","1984","no degree/no degree yet","vocational + Abi","","","",""
"SPD","1984","no degree/no degree yet","higher vocational","2","","",""
"SPD","1984","no degree/no degree yet","higher education","1","","",""
"FDP","1984","lower secondary degree","in school","","","",""
"FDP","1984","lower secondary degree","inadequately","","","",""
"FDP","1984","lower secondary degree","general elemantary","27","","",""
"FDP","1984","lower secondary degree","middle vocational","38","0.0197950352136056","0.0138472892422467","0.0257427811849645"
"FDP","1984","lower secondary degree","vocational + Abi","","","",""
"FDP","1984","lower secondary degree","higher vocational","9","","",""
"FDP","1984","lower secondary degree","higher education","1","","",""
"FDP","1984","secondary school degree","in school","","","",""
"FDP","1984","secondary school degree","inadequately","","","",""
"FDP","1984","secondary school degree","general elemantary","5","","",""
"FDP","1984","secondary school degree","middle vocational","27","","",""
"FDP","1984","secondary school degree","vocational + Abi","","","",""
"FDP","1984","secondary school degree","higher vocational","5","","",""
"FDP","1984","secondary school degree","higher education","6","","",""
"FDP","1984","college entrance qualification","in school","","","",""
"FDP","1984","college entrance qualification","inadequately","","","",""
"FDP","1984","college entrance qualification","general elemantary","","","",""
"FDP","1984","college entrance qualification","middle vocational","5","","",""
"FDP","1984","college entrance qualification","vocational + Abi","9","","",""
"FDP","1984","college entrance qualification","higher vocational","4","","",""
"FDP","1984","college entrance qualification","higher education","36","0.0873191473269237","0.0600267683678419","0.114611526286006"
"FDP","1984","Other degree","in school","","","",""
"FDP","1984","Other degree","inadequately","","","",""
"FDP","1984","Other degree","general elemantary","1","","",""
"FDP","1984","Other degree","middle vocational","1","","",""
"FDP","1984","Other degree","vocational + Abi","4","","",""
"FDP","1984","Other degree","higher vocational","","","",""
"FDP","1984","Other degree","higher education","1","","",""
"FDP","1984","no degree/no degree yet","in school","","","",""
"FDP","1984","no degree/no degree yet","inadequately","1","","",""
"FDP","1984","no degree/no degree yet","general elemantary","","","",""
"FDP","1984","no degree/no degree yet","middle vocational","","","",""
"FDP","1984","no degree/no degree yet","vocational + Abi","","","",""
"FDP","1984","no degree/no degree yet","higher vocational","","","",""
"FDP","1984","no degree/no degree yet","higher education","","","",""
"Grüne","1984","lower secondary degree","in school","","","",""
"Grüne","1984","lower secondary degree","inadequately","","","",""
"Grüne","1984","lower secondary degree","general elemantary","31","0.0174741334112488","0.0102248338224528","0.0247234330000448"
"Grüne","1984","lower secondary degree","middle vocational","54","0.0203212155053207","0.0142965558804038","0.0263458751302377"
"Grüne","1984","lower secondary degree","vocational + Abi","1","","",""
"Grüne","1984","lower secondary degree","higher vocational","5","","",""
"Grüne","1984","lower secondary degree","higher education","1","","",""
"Grüne","1984","secondary school degree","in school","","","",""
"Grüne","1984","secondary school degree","inadequately","","","",""
"Grüne","1984","secondary school degree","general elemantary","49","0.18289397786391","0.133677239808143","0.232110715919677"
"Grüne","1984","secondary school degree","middle vocational","44","0.0534424701704543","0.0371824458610427","0.0697024944798659"
"Grüne","1984","secondary school degree","vocational + Abi","","","",""
"Grüne","1984","secondary school degree","higher vocational","11","","",""
"Grüne","1984","secondary school degree","higher education","2","","",""
"Grüne","1984","college entrance qualification","in school","","","",""
"Grüne","1984","college entrance qualification","inadequately","","","",""
"Grüne","1984","college entrance qualification","general elemantary","","","",""
"Grüne","1984","college entrance qualification","middle vocational","74","0.363298047101335","0.294730784497117","0.431865309705553"
"Grüne","1984","college entrance qualification","vocational + Abi","27","","",""
"Grüne","1984","college entrance qualification","higher vocational","10","","",""
"Grüne","1984","college entrance qualification","higher education","54","0.124992909257648","0.0930204785689047","0.156965339946391"
"Grüne","1984","Other degree","in school","","","",""
"Grüne","1984","Other degree","inadequately","","","",""
"Grüne","1984","Other degree","general elemantary","14","","",""
"Grüne","1984","Other degree","middle vocational","12","","",""
"Grüne","1984","Other degree","vocational + Abi","3","","",""
"Grüne","1984","Other degree","higher vocational","","","",""
"Grüne","1984","Other degree","higher education","4","","",""
"Grüne","1984","no degree/no degree yet","in school","20","","",""
"Grüne","1984","no degree/no degree yet","inadequately","12","","",""
"Grüne","1984","no degree/no degree yet","general elemantary","","","",""
"Grüne","1984","no degree/no degree yet","middle vocational","1","","",""
"Grüne","1984","no degree/no degree yet","vocational + Abi","","","",""
"Grüne","1984","no degree/no degree yet","higher vocational","","","",""
"Grüne","1984","no degree/no degree yet","higher education","","","",""
"PDS/Linke","1984","lower secondary degree","in school","","","",""
"PDS/Linke","1984","lower secondary degree","inadequately","","","",""
"PDS/Linke","1984","lower secondary degree","general elemantary","","","",""
"PDS/Linke","1984","lower secondary degree","middle vocational","","","",""
"PDS/Linke","1984","lower secondary degree","vocational + Abi","","","",""
"PDS/Linke","1984","lower secondary degree","higher vocational","","","",""
"PDS/Linke","1984","lower secondary degree","higher education","","","",""
"PDS/Linke","1984","secondary school degree","in school","","","",""
"PDS/Linke","1984","secondary school degree","inadequately","","","",""
"PDS/Linke","1984","secondary school degree","general elemantary","","","",""
"PDS/Linke","1984","secondary school degree","middle vocational","","","",""
"PDS/Linke","1984","secondary school degree","vocational + Abi","","","",""
"PDS/Linke","1984","secondary school degree","higher vocational","","","",""
"PDS/Linke","1984","secondary school degree","higher education","","","",""
"PDS/Linke","1984","college entrance qualification","in school","","","",""
"PDS/Linke","1984","college entrance qualification","inadequately","","","",""
"PDS/Linke","1984","college entrance qualification","general elemantary","","","",""
"PDS/Linke","1984","college entrance qualification","middle vocational","","","",""
"PDS/Linke","1984","college entrance qualification","vocational + Abi","","","",""
"PDS/Linke","1984","college entrance qualification","higher vocational","","","",""
"PDS/Linke","1984","college entrance qualification","higher education","","","",""
"PDS/Linke","1984","Other degree","in school","","","",""
"PDS/Linke","1984","Other degree","inadequately","","","",""
"PDS/Linke","1984","Other degree","general elemantary","","","",""
"PDS/Linke","1984","Other degree","middle vocational","","","",""
"PDS/Linke","1984","Other degree","vocational + Abi","","","",""
"PDS/Linke","1984","Other degree","higher vocational","","","",""
"PDS/Linke","1984","Other degree","higher education","","","",""
"PDS/Linke","1984","no degree/no degree yet","in school","","","",""
"PDS/Linke","1984","no degree/no degree yet","inadequately","","","",""
"PDS/Linke","1984","no degree/no degree yet","general elemantary","","","",""
"PDS/Linke","1984","no degree/no degree yet","middle vocational","","","",""
"PDS/Linke","1984","no degree/no degree yet","vocational + Abi","","","",""
"PDS/Linke","1984","no degree/no degree yet","higher vocational","","","",""
"PDS/Linke","1984","no degree/no degree yet","higher education","","","",""
"NPD Combination","1984","lower secondary degree","in school","","","",""
"NPD Combination","1984","lower secondary degree","inadequately","","","",""
"NPD Combination","1984","lower secondary degree","general elemantary","","","",""
"NPD Combination","1984","lower secondary degree","middle vocational","","","",""
"NPD Combination","1984","lower secondary degree","vocational + Abi","","","",""
"NPD Combination","1984","lower secondary degree","higher vocational","","","",""
"NPD Combination","1984","lower secondary degree","higher education","","","",""
"NPD Combination","1984","secondary school degree","in school","","","",""
"NPD Combination","1984","secondary school degree","inadequately","","","",""
"NPD Combination","1984","secondary school degree","general elemantary","","","",""
"NPD Combination","1984","secondary school degree","middle vocational","","","",""
"NPD Combination","1984","secondary school degree","vocational + Abi","","","",""
"NPD Combination","1984","secondary school degree","higher vocational","","","",""
"NPD Combination","1984","secondary school degree","higher education","","","",""
"NPD Combination","1984","college entrance qualification","in school","","","",""
"NPD Combination","1984","college entrance qualification","inadequately","","","",""
"NPD Combination","1984","college entrance qualification","general elemantary","","","",""
"NPD Combination","1984","college entrance qualification","middle vocational","","","",""
"NPD Combination","1984","college entrance qualification","vocational + Abi","","","",""
"NPD Combination","1984","college entrance qualification","higher vocational","","","",""
"NPD Combination","1984","college entrance qualification","higher education","","","",""
"NPD Combination","1984","Other degree","in school","","","",""
"NPD Combination","1984","Other degree","inadequately","","","",""
"NPD Combination","1984","Other degree","general elemantary","","","",""
"NPD Combination","1984","Other degree","middle vocational","","","",""
"NPD Combination","1984","Other degree","vocational + Abi","","","",""
"NPD Combination","1984","Other degree","higher vocational","","","",""
"NPD Combination","1984","Other degree","higher education","","","",""
"NPD Combination","1984","no degree/no degree yet","in school","","","",""
"NPD Combination","1984","no degree/no degree yet","inadequately","","","",""
"NPD Combination","1984","no degree/no degree yet","general elemantary","","","",""
"NPD Combination","1984","no degree/no degree yet","middle vocational","","","",""
"NPD Combination","1984","no degree/no degree yet","vocational + Abi","","","",""
"NPD Combination","1984","no degree/no degree yet","higher vocational","","","",""
"NPD Combination","1984","no degree/no degree yet","higher education","","","",""
"AfD","1984","lower secondary degree","in school","","","",""
"AfD","1984","lower secondary degree","inadequately","","","",""
"AfD","1984","lower secondary degree","general elemantary","","","",""
"AfD","1984","lower secondary degree","middle vocational","","","",""
"AfD","1984","lower secondary degree","vocational + Abi","","","",""
"AfD","1984","lower secondary degree","higher vocational","","","",""
"AfD","1984","lower secondary degree","higher education","","","",""
"AfD","1984","secondary school degree","in school","","","",""
"AfD","1984","secondary school degree","inadequately","","","",""
"AfD","1984","secondary school degree","general elemantary","","","",""
"AfD","1984","secondary school degree","middle vocational","","","",""
"AfD","1984","secondary school degree","vocational + Abi","","","",""
"AfD","1984","secondary school degree","higher vocational","","","",""
"AfD","1984","secondary school degree","higher education","","","",""
"AfD","1984","college entrance qualification","in school","","","",""
"AfD","1984","college entrance qualification","inadequately","","","",""
"AfD","1984","college entrance qualification","general elemantary","","","",""
"AfD","1984","college entrance qualification","middle vocational","","","",""
"AfD","1984","college entrance qualification","vocational + Abi","","","",""
"AfD","1984","college entrance qualification","higher vocational","","","",""
"AfD","1984","college entrance qualification","higher education","","","",""
"AfD","1984","Other degree","in school","","","",""
"AfD","1984","Other degree","inadequately","","","",""
"AfD","1984","Other degree","general elemantary","","","",""
"AfD","1984","Other degree","middle vocational","","","",""
"AfD","1984","Other degree","vocational + Abi","","","",""
"AfD","1984","Other degree","higher vocational","","","",""
"AfD","1984","Other degree","higher education","","","",""
"AfD","1984","no degree/no degree yet","in school","","","",""
"AfD","1984","no degree/no degree yet","inadequately","","","",""
"AfD","1984","no degree/no degree yet","general elemantary","","","",""
"AfD","1984","no degree/no degree yet","middle vocational","","","",""
"AfD","1984","no degree/no degree yet","vocational + Abi","","","",""
"AfD","1984","no degree/no degree yet","higher vocational","","","",""
"AfD","1984","no degree/no degree yet","higher education","","","",""
"Other","1984","lower secondary degree","in school","","","",""
"Other","1984","lower secondary degree","inadequately","","","",""
"Other","1984","lower secondary degree","general elemantary","8","","",""
"Other","1984","lower secondary degree","middle vocational","9","","",""
"Other","1984","lower secondary degree","vocational + Abi","","","",""
"Other","1984","lower secondary degree","higher vocational","","","",""
"Other","1984","lower secondary degree","higher education","","","",""
"Other","1984","secondary school degree","in school","","","",""
"Other","1984","secondary school degree","inadequately","","","",""
"Other","1984","secondary school degree","general elemantary","5","","",""
"Other","1984","secondary school degree","middle vocational","3","","",""
"Other","1984","secondary school degree","vocational + Abi","","","",""
"Other","1984","secondary school degree","higher vocational","","","",""
"Other","1984","secondary school degree","higher education","","","",""
"Other","1984","college entrance qualification","in school","","","",""
"Other","1984","college entrance qualification","inadequately","","","",""
"Other","1984","college entrance qualification","general elemantary","","","",""
"Other","1984","college entrance qualification","middle vocational","2","","",""
"Other","1984","college entrance qualification","vocational + Abi","3","","",""
"Other","1984","college entrance qualification","higher vocational","1","","",""
"Other","1984","college entrance qualification","higher education","1","","",""
"Other","1984","Other degree","in school","","","",""
"Other","1984","Other degree","inadequately","","","",""
"Other","1984","Other degree","general elemantary","1","","",""
"Other","1984","Other degree","middle vocational","1","","",""
"Other","1984","Other degree","vocational + Abi","","","",""
"Other","1984","Other degree","higher vocational","","","",""
"Other","1984","Other degree","higher education","","","",""
"Other","1984","no degree/no degree yet","in school","1","","",""
"Other","1984","no degree/no degree yet","inadequately","4","","",""
"Other","1984","no degree/no degree yet","general elemantary","","","",""
"Other","1984","no degree/no degree yet","middle vocational","1","","",""
"Other","1984","no degree/no degree yet","vocational + Abi","","","",""
"Other","1984","no degree/no degree yet","higher vocational","","","",""
"Other","1984","no degree/no degree yet","higher education","","","",""
"CDU/CSU","1985","lower secondary degree","in school","","","",""
"CDU/CSU","1985","lower secondary degree","inadequately","","","",""
"CDU/CSU","1985","lower secondary degree","general elemantary","455","0.463934055772814","0.433359519492795","0.494508592052832"
"CDU/CSU","1985","lower secondary degree","middle vocational","776","0.42366064913278","0.401270375691381","0.446050922574178"
"CDU/CSU","1985","lower secondary degree","vocational + Abi","","","",""
"CDU/CSU","1985","lower secondary degree","higher vocational","105","0.571604867143825","0.500297820429767","0.642911913857884"
"CDU/CSU","1985","lower secondary degree","higher education","3","","",""
"CDU/CSU","1985","secondary school degree","in school","","","",""
"CDU/CSU","1985","secondary school degree","inadequately","","","",""
"CDU/CSU","1985","secondary school degree","general elemantary","94","0.47187800080194","0.406649285257381","0.5371067163465"
"CDU/CSU","1985","secondary school degree","middle vocational","338","0.498652407096364","0.461848544520459","0.535456269672269"
"CDU/CSU","1985","secondary school degree","vocational + Abi","","","",""
"CDU/CSU","1985","secondary school degree","higher vocational","66","0.551041674928654","0.464875196588041","0.637208153269267"
"CDU/CSU","1985","secondary school degree","higher education","20","","",""
"CDU/CSU","1985","college entrance qualification","in school","","","",""
"CDU/CSU","1985","college entrance qualification","inadequately","","","",""
"CDU/CSU","1985","college entrance qualification","general elemantary","","","",""
"CDU/CSU","1985","college entrance qualification","middle vocational","56","0.328037915403355","0.258675187755905","0.397400643050804"
"CDU/CSU","1985","college entrance qualification","vocational + Abi","43","0.336396173222154","0.254863214961827","0.417929131482482"
"CDU/CSU","1985","college entrance qualification","higher vocational","51","0.604905909368431","0.503905992362032","0.705905826374829"
"CDU/CSU","1985","college entrance qualification","higher education","180","0.425912113389178","0.379497575165689","0.472326651612668"
"CDU/CSU","1985","Other degree","in school","","","",""
"CDU/CSU","1985","Other degree","inadequately","3","","",""
"CDU/CSU","1985","Other degree","general elemantary","17","","",""
"CDU/CSU","1985","Other degree","middle vocational","31","0.298887369353757","0.230074240181576","0.367700498525938"
"CDU/CSU","1985","Other degree","vocational + Abi","8","","",""
"CDU/CSU","1985","Other degree","higher vocational","2","","",""
"CDU/CSU","1985","Other degree","higher education","7","","",""
"CDU/CSU","1985","no degree/no degree yet","in school","30","0.461921691562163","0.34755657373243","0.576286809391895"
"CDU/CSU","1985","no degree/no degree yet","inadequately","22","","",""
"CDU/CSU","1985","no degree/no degree yet","general elemantary","","","",""
"CDU/CSU","1985","no degree/no degree yet","middle vocational","2","","",""
"CDU/CSU","1985","no degree/no degree yet","vocational + Abi","","","",""
"CDU/CSU","1985","no degree/no degree yet","higher vocational","1","","",""
"CDU/CSU","1985","no degree/no degree yet","higher education","","","",""
"SPD","1985","lower secondary degree","in school","","","",""
"SPD","1985","lower secondary degree","inadequately","","","",""
"SPD","1985","lower secondary degree","general elemantary","521","0.496888193835026","0.466234399698865","0.527541987971187"
"SPD","1985","lower secondary degree","middle vocational","970","0.51270075225928","0.49005216877199","0.535349335746569"
"SPD","1985","lower secondary degree","vocational + Abi","","","",""
"SPD","1985","lower secondary degree","higher vocational","64","0.348871944433285","0.280192234234086","0.417551654632484"
"SPD","1985","lower secondary degree","higher education","10","","",""
"SPD","1985","secondary school degree","in school","","","",""
"SPD","1985","secondary school degree","inadequately","","","",""
"SPD","1985","secondary school degree","general elemantary","86","0.338875329865434","0.277028350933186","0.400722308797681"
"SPD","1985","secondary school degree","middle vocational","294","0.390521435038754","0.354610506900919","0.426432363176589"
"SPD","1985","secondary school degree","vocational + Abi","1","","",""
"SPD","1985","secondary school degree","higher vocational","46","0.340561723672414","0.258464570120545","0.422658877224283"
"SPD","1985","secondary school degree","higher education","8","","",""
"SPD","1985","college entrance qualification","in school","","","",""
"SPD","1985","college entrance qualification","inadequately","","","",""
"SPD","1985","college entrance qualification","general elemantary","","","",""
"SPD","1985","college entrance qualification","middle vocational","52","0.285298491566348","0.21858650948191","0.352010473650786"
"SPD","1985","college entrance qualification","vocational + Abi","43","0.325132084118387","0.244298368770464","0.405965799466311"
"SPD","1985","college entrance qualification","higher vocational","22","","",""
"SPD","1985","college entrance qualification","higher education","157","0.347168544897084","0.30248212451176","0.391854965282407"
"SPD","1985","Other degree","in school","","","",""
"SPD","1985","Other degree","inadequately","6","","",""
"SPD","1985","Other degree","general elemantary","124","0.822959243681261","0.762278333127757","0.883640154234766"
"SPD","1985","Other degree","middle vocational","131","0.648479576841858","0.57670889651229","0.720250257171425"
"SPD","1985","Other degree","vocational + Abi","35","0.789161674800207","0.67128525223763","0.907038097362785"
"SPD","1985","Other degree","higher vocational","3","","",""
"SPD","1985","Other degree","higher education","20","","",""
"SPD","1985","no degree/no degree yet","in school","20","","",""
"SPD","1985","no degree/no degree yet","inadequately","139","0.742307725402043","0.677134722922378","0.807480727881708"
"SPD","1985","no degree/no degree yet","general elemantary","","","",""
"SPD","1985","no degree/no degree yet","middle vocational","27","","",""
"SPD","1985","no degree/no degree yet","vocational + Abi","","","",""
"SPD","1985","no degree/no degree yet","higher vocational","2","","",""
"SPD","1985","no degree/no degree yet","higher education","2","","",""
"FDP","1985","lower secondary degree","in school","","","",""
"FDP","1985","lower secondary degree","inadequately","","","",""
"FDP","1985","lower secondary degree","general elemantary","15","","",""
"FDP","1985","lower secondary degree","middle vocational","53","0.0316248782643622","0.0236953483786306","0.0395544081500939"
"FDP","1985","lower secondary degree","vocational + Abi","","","",""
"FDP","1985","lower secondary degree","higher vocational","8","","",""
"FDP","1985","lower secondary degree","higher education","1","","",""
"FDP","1985","secondary school degree","in school","","","",""
"FDP","1985","secondary school degree","inadequately","","","",""
"FDP","1985","secondary school degree","general elemantary","7","","",""
"FDP","1985","secondary school degree","middle vocational","33","0.0549889149798971","0.0382093383023111","0.0717684916574832"
"FDP","1985","secondary school degree","vocational + Abi","","","",""
"FDP","1985","secondary school degree","higher vocational","4","","",""
"FDP","1985","secondary school degree","higher education","8","","",""
"FDP","1985","college entrance qualification","in school","","","",""
"FDP","1985","college entrance qualification","inadequately","","","",""
"FDP","1985","college entrance qualification","general elemantary","","","",""
"FDP","1985","college entrance qualification","middle vocational","5","","",""
"FDP","1985","college entrance qualification","vocational + Abi","9","","",""
"FDP","1985","college entrance qualification","higher vocational","6","","",""
"FDP","1985","college entrance qualification","higher education","42","0.0985918908418647","0.0706094126065423","0.126574369077187"
"FDP","1985","Other degree","in school","","","",""
"FDP","1985","Other degree","inadequately","","","",""
"FDP","1985","Other degree","general elemantary","","","",""
"FDP","1985","Other degree","middle vocational","1","","",""
"FDP","1985","Other degree","vocational + Abi","1","","",""
"FDP","1985","Other degree","higher vocational","","","",""
"FDP","1985","Other degree","higher education","","","",""
"FDP","1985","no degree/no degree yet","in school","2","","",""
"FDP","1985","no degree/no degree yet","inadequately","","","",""
"FDP","1985","no degree/no degree yet","general elemantary","","","",""
"FDP","1985","no degree/no degree yet","middle vocational","1","","",""
"FDP","1985","no degree/no degree yet","vocational + Abi","","","",""
"FDP","1985","no degree/no degree yet","higher vocational","","","",""
"FDP","1985","no degree/no degree yet","higher education","","","",""
"Grüne","1985","lower secondary degree","in school","","","",""
"Grüne","1985","lower secondary degree","inadequately","","","",""
"Grüne","1985","lower secondary degree","general elemantary","25","","",""
"Grüne","1985","lower secondary degree","middle vocational","61","0.0259174623787346","0.0187179130020751","0.033117011755394"
"Grüne","1985","lower secondary degree","vocational + Abi","1","","",""
"Grüne","1985","lower secondary degree","higher vocational","8","","",""
"Grüne","1985","lower secondary degree","higher education","1","","",""
"Grüne","1985","secondary school degree","in school","","","",""
"Grüne","1985","secondary school degree","inadequately","","","",""
"Grüne","1985","secondary school degree","general elemantary","36","0.143394247553054","0.0975997614380396","0.189188733668068"
"Grüne","1985","secondary school degree","middle vocational","40","0.0505640497868871","0.0344361158931884","0.0666919836805857"
"Grüne","1985","secondary school degree","vocational + Abi","","","",""
"Grüne","1985","secondary school degree","higher vocational","12","","",""
"Grüne","1985","secondary school degree","higher education","2","","",""
"Grüne","1985","college entrance qualification","in school","","","",""
"Grüne","1985","college entrance qualification","inadequately","","","",""
"Grüne","1985","college entrance qualification","general elemantary","","","",""
"Grüne","1985","college entrance qualification","middle vocational","61","0.346379976627248","0.276083943107715","0.416676010146782"
"Grüne","1985","college entrance qualification","vocational + Abi","32","0.244695404800181","0.170508507824247","0.318882301776116"
"Grüne","1985","college entrance qualification","higher vocational","11","","",""
"Grüne","1985","college entrance qualification","higher education","53","0.118999569339322","0.0886071269891502","0.149392011689494"
"Grüne","1985","Other degree","in school","","","",""
"Grüne","1985","Other degree","inadequately","1","","",""
"Grüne","1985","Other degree","general elemantary","11","","",""
"Grüne","1985","Other degree","middle vocational","7","","",""
"Grüne","1985","Other degree","vocational + Abi","2","","",""
"Grüne","1985","Other degree","higher vocational","","","",""
"Grüne","1985","Other degree","higher education","7","","",""
"Grüne","1985","no degree/no degree yet","in school","17","","",""
"Grüne","1985","no degree/no degree yet","inadequately","11","","",""
"Grüne","1985","no degree/no degree yet","general elemantary","","","",""
"Grüne","1985","no degree/no degree yet","middle vocational","4","","",""
"Grüne","1985","no degree/no degree yet","vocational + Abi","","","",""
"Grüne","1985","no degree/no degree yet","higher vocational","","","",""
"Grüne","1985","no degree/no degree yet","higher education","","","",""
"PDS/Linke","1985","lower secondary degree","in school","","","",""
"PDS/Linke","1985","lower secondary degree","inadequately","","","",""
"PDS/Linke","1985","lower secondary degree","general elemantary","","","",""
"PDS/Linke","1985","lower secondary degree","middle vocational","","","",""
"PDS/Linke","1985","lower secondary degree","vocational + Abi","","","",""
"PDS/Linke","1985","lower secondary degree","higher vocational","","","",""
"PDS/Linke","1985","lower secondary degree","higher education","","","",""
"PDS/Linke","1985","secondary school degree","in school","","","",""
"PDS/Linke","1985","secondary school degree","inadequately","","","",""
"PDS/Linke","1985","secondary school degree","general elemantary","","","",""
"PDS/Linke","1985","secondary school degree","middle vocational","","","",""
"PDS/Linke","1985","secondary school degree","vocational + Abi","","","",""
"PDS/Linke","1985","secondary school degree","higher vocational","","","",""
"PDS/Linke","1985","secondary school degree","higher education","","","",""
"PDS/Linke","1985","college entrance qualification","in school","","","",""
"PDS/Linke","1985","college entrance qualification","inadequately","","","",""
"PDS/Linke","1985","college entrance qualification","general elemantary","","","",""
"PDS/Linke","1985","college entrance qualification","middle vocational","","","",""
"PDS/Linke","1985","college entrance qualification","vocational + Abi","","","",""
"PDS/Linke","1985","college entrance qualification","higher vocational","","","",""
"PDS/Linke","1985","college entrance qualification","higher education","","","",""
"PDS/Linke","1985","Other degree","in school","","","",""
"PDS/Linke","1985","Other degree","inadequately","","","",""
"PDS/Linke","1985","Other degree","general elemantary","","","",""
"PDS/Linke","1985","Other degree","middle vocational","","","",""
"PDS/Linke","1985","Other degree","vocational + Abi","","","",""
