"party","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"SPD","1989","Lower Saxony","Other degree","","","",""
"SPD","1989","Lower Saxony","no degree/no degree yet","","","",""
"SPD","1989","Bremen","lower secondary degree","34","0.736614652955135","0.610688729611789","0.86254057629848"
"SPD","1989","Bremen","secondary school degree","","","",""
"SPD","1989","Bremen","college entrance qualification","","","",""
"SPD","1989","Bremen","Other degree","","","",""
"SPD","1989","Bremen","no degree/no degree yet","","","",""
"SPD","1989","North Rhine-Westphalia","lower secondary degree","426","0.583685114455125","0.547999236787495","0.619370992122755"
"SPD","1989","North Rhine-Westphalia","secondary school degree","123","0.416584436898046","0.356889434908362","0.47627943888773"
"SPD","1989","North Rhine-Westphalia","college entrance qualification","103","0.390434567653541","0.330201897412791","0.450667237894291"
"SPD","1989","North Rhine-Westphalia","Other degree","86","0.62690383496482","0.53812559698163","0.71568207294801"
"SPD","1989","North Rhine-Westphalia","no degree/no degree yet","79","0.6734796121051","0.581569039994254","0.765390184215946"
"SPD","1989","Hesse","lower secondary degree","143","0.621090727657394","0.558667066294256","0.683514389020531"
"SPD","1989","Hesse","secondary school degree","37","0.401703616154061","0.294941630841957","0.508465601466165"
"SPD","1989","Hesse","college entrance qualification","","","",""
"SPD","1989","Hesse","Other degree","31","0.830831273522239","0.714650422571148","0.947012124473331"
"SPD","1989","Hesse","no degree/no degree yet","","","",""
"SPD","1989","Rhineland-Palatinate,Saarland","lower secondary degree","128","0.55949671999201","0.495056945309301","0.623936494674719"
"SPD","1989","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"SPD","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"SPD","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"SPD","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"SPD","1989","Baden-Württemberg","lower secondary degree","177","0.397004065998823","0.349175238587735","0.444832893409911"
"SPD","1989","Baden-Württemberg","secondary school degree","50","0.372122175514274","0.289662528102905","0.454581822925643"
"SPD","1989","Baden-Württemberg","college entrance qualification","47","0.402368222933766","0.307666439680044","0.497070006187488"
"SPD","1989","Baden-Württemberg","Other degree","67","0.740027640749112","0.645665756764151","0.834389524734073"
"SPD","1989","Baden-Württemberg","no degree/no degree yet","47","0.580499354356685","0.456662371946288","0.704336336767082"
"SPD","1989","Bavaria","lower secondary degree","135","0.326731139837665","0.281768740544778","0.371693539130552"
"SPD","1989","Bavaria","secondary school degree","56","0.370556315734372","0.293779190454976","0.447333441013769"
"SPD","1989","Bavaria","college entrance qualification","37","0.303778292647046","0.222505032018414","0.385051553275679"
"SPD","1989","Bavaria","Other degree","34","0.555042334510282","0.429296135332092","0.680788533688471"
"SPD","1989","Bavaria","no degree/no degree yet","","","",""
"SPD","1989","Berlin","lower secondary degree","61","0.666947261963468","0.570112866405984","0.763781657520952"
"SPD","1989","Berlin","secondary school degree","","","",""
"SPD","1989","Berlin","college entrance qualification","","","",""
"SPD","1989","Berlin","Other degree","","","",""
"SPD","1989","Berlin","no degree/no degree yet","","","",""
"SPD","1989","Brandenburg","lower secondary degree","","","",""
"SPD","1989","Brandenburg","secondary school degree","","","",""
"SPD","1989","Brandenburg","college entrance qualification","","","",""
"SPD","1989","Brandenburg","Other degree","","","",""
"SPD","1989","Brandenburg","no degree/no degree yet","","","",""
"SPD","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"SPD","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"SPD","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"SPD","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"SPD","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"SPD","1989","Saxony","lower secondary degree","","","",""
"SPD","1989","Saxony","secondary school degree","","","",""
"SPD","1989","Saxony","college entrance qualification","","","",""
"SPD","1989","Saxony","Other degree","","","",""
"SPD","1989","Saxony","no degree/no degree yet","","","",""
"SPD","1989","Saxony-Anhalt","lower secondary degree","","","",""
"SPD","1989","Saxony-Anhalt","secondary school degree","","","",""
"SPD","1989","Saxony-Anhalt","college entrance qualification","","","",""
"SPD","1989","Saxony-Anhalt","Other degree","","","",""
"SPD","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"SPD","1989","Thuringia","lower secondary degree","","","",""
"SPD","1989","Thuringia","secondary school degree","","","",""
"SPD","1989","Thuringia","college entrance qualification","","","",""
"SPD","1989","Thuringia","Other degree","","","",""
"SPD","1989","Thuringia","no degree/no degree yet","","","",""
"FDP","1989","Schleswig-Holstein","lower secondary degree","","","",""
"FDP","1989","Schleswig-Holstein","secondary school degree","","","",""
"FDP","1989","Schleswig-Holstein","college entrance qualification","","","",""
"FDP","1989","Schleswig-Holstein","Other degree","","","",""
"FDP","1989","Schleswig-Holstein","no degree/no degree yet","","","",""
"FDP","1989","Hamburg","lower secondary degree","","","",""
"FDP","1989","Hamburg","secondary school degree","","","",""
"FDP","1989","Hamburg","college entrance qualification","","","",""
"FDP","1989","Hamburg","Other degree","","","",""
"FDP","1989","Hamburg","no degree/no degree yet","","","",""
"FDP","1989","Lower Saxony","lower secondary degree","","","",""
"FDP","1989","Lower Saxony","secondary school degree","","","",""
"FDP","1989","Lower Saxony","college entrance qualification","","","",""
"FDP","1989","Lower Saxony","Other degree","","","",""
"FDP","1989","Lower Saxony","no degree/no degree yet","","","",""
"FDP","1989","Bremen","lower secondary degree","","","",""
"FDP","1989","Bremen","secondary school degree","","","",""
"FDP","1989","Bremen","college entrance qualification","","","",""
"FDP","1989","Bremen","Other degree","","","",""
"FDP","1989","Bremen","no degree/no degree yet","","","",""
"FDP","1989","North Rhine-Westphalia","lower secondary degree","","","",""
"FDP","1989","North Rhine-Westphalia","secondary school degree","","","",""
"FDP","1989","North Rhine-Westphalia","college entrance qualification","","","",""
"FDP","1989","North Rhine-Westphalia","Other degree","","","",""
"FDP","1989","North Rhine-Westphalia","no degree/no degree yet","","","",""
"FDP","1989","Hesse","lower secondary degree","","","",""
"FDP","1989","Hesse","secondary school degree","","","",""
"FDP","1989","Hesse","college entrance qualification","","","",""
"FDP","1989","Hesse","Other degree","","","",""
"FDP","1989","Hesse","no degree/no degree yet","","","",""
"FDP","1989","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"FDP","1989","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"FDP","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"FDP","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"FDP","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"FDP","1989","Baden-Württemberg","lower secondary degree","","","",""
"FDP","1989","Baden-Württemberg","secondary school degree","","","",""
"FDP","1989","Baden-Württemberg","college entrance qualification","","","",""
"FDP","1989","Baden-Württemberg","Other degree","","","",""
"FDP","1989","Baden-Württemberg","no degree/no degree yet","","","",""
"FDP","1989","Bavaria","lower secondary degree","","","",""
"FDP","1989","Bavaria","secondary school degree","","","",""
"FDP","1989","Bavaria","college entrance qualification","","","",""
"FDP","1989","Bavaria","Other degree","","","",""
"FDP","1989","Bavaria","no degree/no degree yet","","","",""
"FDP","1989","Berlin","lower secondary degree","","","",""
"FDP","1989","Berlin","secondary school degree","","","",""
"FDP","1989","Berlin","college entrance qualification","","","",""
"FDP","1989","Berlin","Other degree","","","",""
"FDP","1989","Berlin","no degree/no degree yet","","","",""
"FDP","1989","Brandenburg","lower secondary degree","","","",""
"FDP","1989","Brandenburg","secondary school degree","","","",""
"FDP","1989","Brandenburg","college entrance qualification","","","",""
"FDP","1989","Brandenburg","Other degree","","","",""
"FDP","1989","Brandenburg","no degree/no degree yet","","","",""
"FDP","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"FDP","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"FDP","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"FDP","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"FDP","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"FDP","1989","Saxony","lower secondary degree","","","",""
"FDP","1989","Saxony","secondary school degree","","","",""
"FDP","1989","Saxony","college entrance qualification","","","",""
"FDP","1989","Saxony","Other degree","","","",""
"FDP","1989","Saxony","no degree/no degree yet","","","",""
"FDP","1989","Saxony-Anhalt","lower secondary degree","","","",""
"FDP","1989","Saxony-Anhalt","secondary school degree","","","",""
"FDP","1989","Saxony-Anhalt","college entrance qualification","","","",""
"FDP","1989","Saxony-Anhalt","Other degree","","","",""
"FDP","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"FDP","1989","Thuringia","lower secondary degree","","","",""
"FDP","1989","Thuringia","secondary school degree","","","",""
"FDP","1989","Thuringia","college entrance qualification","","","",""
"FDP","1989","Thuringia","Other degree","","","",""
"FDP","1989","Thuringia","no degree/no degree yet","","","",""
"Grüne","1989","Schleswig-Holstein","lower secondary degree","","","",""
"Grüne","1989","Schleswig-Holstein","secondary school degree","","","",""
"Grüne","1989","Schleswig-Holstein","college entrance qualification","","","",""
"Grüne","1989","Schleswig-Holstein","Other degree","","","",""
"Grüne","1989","Schleswig-Holstein","no degree/no degree yet","","","",""
"Grüne","1989","Hamburg","lower secondary degree","","","",""
"Grüne","1989","Hamburg","secondary school degree","","","",""
"Grüne","1989","Hamburg","college entrance qualification","","","",""
"Grüne","1989","Hamburg","Other degree","","","",""
"Grüne","1989","Hamburg","no degree/no degree yet","","","",""
"Grüne","1989","Lower Saxony","lower secondary degree","","","",""
"Grüne","1989","Lower Saxony","secondary school degree","","","",""
"Grüne","1989","Lower Saxony","college entrance qualification","","","",""
"Grüne","1989","Lower Saxony","Other degree","","","",""
"Grüne","1989","Lower Saxony","no degree/no degree yet","","","",""
"Grüne","1989","Bremen","lower secondary degree","","","",""
"Grüne","1989","Bremen","secondary school degree","","","",""
"Grüne","1989","Bremen","college entrance qualification","","","",""
"Grüne","1989","Bremen","Other degree","","","",""
"Grüne","1989","Bremen","no degree/no degree yet","","","",""
"Grüne","1989","North Rhine-Westphalia","lower secondary degree","","","",""
"Grüne","1989","North Rhine-Westphalia","secondary school degree","","","",""
"Grüne","1989","North Rhine-Westphalia","college entrance qualification","38","0.145362442801888","0.10184484500573","0.188880040598046"
"Grüne","1989","North Rhine-Westphalia","Other degree","","","",""
"Grüne","1989","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Grüne","1989","Hesse","lower secondary degree","","","",""
"Grüne","1989","Hesse","secondary school degree","","","",""
"Grüne","1989","Hesse","college entrance qualification","31","0.378647543438058","0.273016355673722","0.484278731202395"
"Grüne","1989","Hesse","Other degree","","","",""
"Grüne","1989","Hesse","no degree/no degree yet","","","",""
"Grüne","1989","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Grüne","1989","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Grüne","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Grüne","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Grüne","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Grüne","1989","Baden-Württemberg","lower secondary degree","","","",""
"Grüne","1989","Baden-Württemberg","secondary school degree","","","",""
"Grüne","1989","Baden-Württemberg","college entrance qualification","","","",""
"Grüne","1989","Baden-Württemberg","Other degree","","","",""
"Grüne","1989","Baden-Württemberg","no degree/no degree yet","","","",""
"Grüne","1989","Bavaria","lower secondary degree","","","",""
"Grüne","1989","Bavaria","secondary school degree","","","",""
"Grüne","1989","Bavaria","college entrance qualification","","","",""
"Grüne","1989","Bavaria","Other degree","","","",""
"Grüne","1989","Bavaria","no degree/no degree yet","","","",""
"Grüne","1989","Berlin","lower secondary degree","","","",""
"Grüne","1989","Berlin","secondary school degree","","","",""
"Grüne","1989","Berlin","college entrance qualification","","","",""
"Grüne","1989","Berlin","Other degree","","","",""
"Grüne","1989","Berlin","no degree/no degree yet","","","",""
"Grüne","1989","Brandenburg","lower secondary degree","","","",""
"Grüne","1989","Brandenburg","secondary school degree","","","",""
"Grüne","1989","Brandenburg","college entrance qualification","","","",""
"Grüne","1989","Brandenburg","Other degree","","","",""
"Grüne","1989","Brandenburg","no degree/no degree yet","","","",""
"Grüne","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Grüne","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Grüne","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Grüne","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"Grüne","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Grüne","1989","Saxony","lower secondary degree","","","",""
"Grüne","1989","Saxony","secondary school degree","","","",""
"Grüne","1989","Saxony","college entrance qualification","","","",""
"Grüne","1989","Saxony","Other degree","","","",""
"Grüne","1989","Saxony","no degree/no degree yet","","","",""
"Grüne","1989","Saxony-Anhalt","lower secondary degree","","","",""
"Grüne","1989","Saxony-Anhalt","secondary school degree","","","",""
"Grüne","1989","Saxony-Anhalt","college entrance qualification","","","",""
"Grüne","1989","Saxony-Anhalt","Other degree","","","",""
"Grüne","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"Grüne","1989","Thuringia","lower secondary degree","","","",""
"Grüne","1989","Thuringia","secondary school degree","","","",""
"Grüne","1989","Thuringia","college entrance qualification","","","",""
"Grüne","1989","Thuringia","Other degree","","","",""
"Grüne","1989","Thuringia","no degree/no degree yet","","","",""
"PDS/Linke","1989","Schleswig-Holstein","lower secondary degree","","","",""
"PDS/Linke","1989","Schleswig-Holstein","secondary school degree","","","",""
"PDS/Linke","1989","Schleswig-Holstein","college entrance qualification","","","",""
"PDS/Linke","1989","Schleswig-Holstein","Other degree","","","",""
"PDS/Linke","1989","Schleswig-Holstein","no degree/no degree yet","","","",""
"PDS/Linke","1989","Hamburg","lower secondary degree","","","",""
"PDS/Linke","1989","Hamburg","secondary school degree","","","",""
"PDS/Linke","1989","Hamburg","college entrance qualification","","","",""
"PDS/Linke","1989","Hamburg","Other degree","","","",""
"PDS/Linke","1989","Hamburg","no degree/no degree yet","","","",""
"PDS/Linke","1989","Lower Saxony","lower secondary degree","","","",""
"PDS/Linke","1989","Lower Saxony","secondary school degree","","","",""
"PDS/Linke","1989","Lower Saxony","college entrance qualification","","","",""
"PDS/Linke","1989","Lower Saxony","Other degree","","","",""
"PDS/Linke","1989","Lower Saxony","no degree/no degree yet","","","",""
"PDS/Linke","1989","Bremen","lower secondary degree","","","",""
"PDS/Linke","1989","Bremen","secondary school degree","","","",""
"PDS/Linke","1989","Bremen","college entrance qualification","","","",""
"PDS/Linke","1989","Bremen","Other degree","","","",""
"PDS/Linke","1989","Bremen","no degree/no degree yet","","","",""
"PDS/Linke","1989","North Rhine-Westphalia","lower secondary degree","","","",""
"PDS/Linke","1989","North Rhine-Westphalia","secondary school degree","","","",""
"PDS/Linke","1989","North Rhine-Westphalia","college entrance qualification","","","",""
"PDS/Linke","1989","North Rhine-Westphalia","Other degree","","","",""
"PDS/Linke","1989","North Rhine-Westphalia","no degree/no degree yet","","","",""
"PDS/Linke","1989","Hesse","lower secondary degree","","","",""
"PDS/Linke","1989","Hesse","secondary school degree","","","",""
"PDS/Linke","1989","Hesse","college entrance qualification","","","",""
"PDS/Linke","1989","Hesse","Other degree","","","",""
"PDS/Linke","1989","Hesse","no degree/no degree yet","","","",""
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"PDS/Linke","1989","Baden-Württemberg","lower secondary degree","","","",""
"PDS/Linke","1989","Baden-Württemberg","secondary school degree","","","",""
"PDS/Linke","1989","Baden-Württemberg","college entrance qualification","","","",""
"PDS/Linke","1989","Baden-Württemberg","Other degree","","","",""
"PDS/Linke","1989","Baden-Württemberg","no degree/no degree yet","","","",""
"PDS/Linke","1989","Bavaria","lower secondary degree","","","",""
"PDS/Linke","1989","Bavaria","secondary school degree","","","",""
"PDS/Linke","1989","Bavaria","college entrance qualification","","","",""
"PDS/Linke","1989","Bavaria","Other degree","","","",""
"PDS/Linke","1989","Bavaria","no degree/no degree yet","","","",""
"PDS/Linke","1989","Berlin","lower secondary degree","","","",""
"PDS/Linke","1989","Berlin","secondary school degree","","","",""
"PDS/Linke","1989","Berlin","college entrance qualification","","","",""
"PDS/Linke","1989","Berlin","Other degree","","","",""
"PDS/Linke","1989","Berlin","no degree/no degree yet","","","",""
"PDS/Linke","1989","Brandenburg","lower secondary degree","","","",""
"PDS/Linke","1989","Brandenburg","secondary school degree","","","",""
"PDS/Linke","1989","Brandenburg","college entrance qualification","","","",""
"PDS/Linke","1989","Brandenburg","Other degree","","","",""
"PDS/Linke","1989","Brandenburg","no degree/no degree yet","","","",""
"PDS/Linke","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"PDS/Linke","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"PDS/Linke","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"PDS/Linke","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"PDS/Linke","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"PDS/Linke","1989","Saxony","lower secondary degree","","","",""
"PDS/Linke","1989","Saxony","secondary school degree","","","",""
"PDS/Linke","1989","Saxony","college entrance qualification","","","",""
"PDS/Linke","1989","Saxony","Other degree","","","",""
"PDS/Linke","1989","Saxony","no degree/no degree yet","","","",""
"PDS/Linke","1989","Saxony-Anhalt","lower secondary degree","","","",""
"PDS/Linke","1989","Saxony-Anhalt","secondary school degree","","","",""
"PDS/Linke","1989","Saxony-Anhalt","college entrance qualification","","","",""
"PDS/Linke","1989","Saxony-Anhalt","Other degree","","","",""
"PDS/Linke","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"PDS/Linke","1989","Thuringia","lower secondary degree","","","",""
"PDS/Linke","1989","Thuringia","secondary school degree","","","",""
"PDS/Linke","1989","Thuringia","college entrance qualification","","","",""
"PDS/Linke","1989","Thuringia","Other degree","","","",""
"PDS/Linke","1989","Thuringia","no degree/no degree yet","","","",""
"NPD Combination","1989","Schleswig-Holstein","lower secondary degree","","","",""
"NPD Combination","1989","Schleswig-Holstein","secondary school degree","","","",""
"NPD Combination","1989","Schleswig-Holstein","college entrance qualification","","","",""
"NPD Combination","1989","Schleswig-Holstein","Other degree","","","",""
"NPD Combination","1989","Schleswig-Holstein","no degree/no degree yet","","","",""
"NPD Combination","1989","Hamburg","lower secondary degree","","","",""
"NPD Combination","1989","Hamburg","secondary school degree","","","",""
"NPD Combination","1989","Hamburg","college entrance qualification","","","",""
"NPD Combination","1989","Hamburg","Other degree","","","",""
"NPD Combination","1989","Hamburg","no degree/no degree yet","","","",""
"NPD Combination","1989","Lower Saxony","lower secondary degree","","","",""
"NPD Combination","1989","Lower Saxony","secondary school degree","","","",""
"NPD Combination","1989","Lower Saxony","college entrance qualification","","","",""
"NPD Combination","1989","Lower Saxony","Other degree","","","",""
"NPD Combination","1989","Lower Saxony","no degree/no degree yet","","","",""
"NPD Combination","1989","Bremen","lower secondary degree","","","",""
"NPD Combination","1989","Bremen","secondary school degree","","","",""
"NPD Combination","1989","Bremen","college entrance qualification","","","",""
"NPD Combination","1989","Bremen","Other degree","","","",""
"NPD Combination","1989","Bremen","no degree/no degree yet","","","",""
"NPD Combination","1989","North Rhine-Westphalia","lower secondary degree","","","",""
"NPD Combination","1989","North Rhine-Westphalia","secondary school degree","","","",""
"NPD Combination","1989","North Rhine-Westphalia","college entrance qualification","","","",""
"NPD Combination","1989","North Rhine-Westphalia","Other degree","","","",""
"NPD Combination","1989","North Rhine-Westphalia","no degree/no degree yet","","","",""
"NPD Combination","1989","Hesse","lower secondary degree","","","",""
"NPD Combination","1989","Hesse","secondary school degree","","","",""
"NPD Combination","1989","Hesse","college entrance qualification","","","",""
"NPD Combination","1989","Hesse","Other degree","","","",""
"NPD Combination","1989","Hesse","no degree/no degree yet","","","",""
"NPD Combination","1989","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"NPD Combination","1989","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"NPD Combination","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"NPD Combination","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"NPD Combination","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"NPD Combination","1989","Baden-Württemberg","lower secondary degree","","","",""
"NPD Combination","1989","Baden-Württemberg","secondary school degree","","","",""
"NPD Combination","1989","Baden-Württemberg","college entrance qualification","","","",""
"NPD Combination","1989","Baden-Württemberg","Other degree","","","",""
"NPD Combination","1989","Baden-Württemberg","no degree/no degree yet","","","",""
"NPD Combination","1989","Bavaria","lower secondary degree","","","",""
"NPD Combination","1989","Bavaria","secondary school degree","","","",""
"NPD Combination","1989","Bavaria","college entrance qualification","","","",""
"NPD Combination","1989","Bavaria","Other degree","","","",""
"NPD Combination","1989","Bavaria","no degree/no degree yet","","","",""
"NPD Combination","1989","Berlin","lower secondary degree","","","",""
"NPD Combination","1989","Berlin","secondary school degree","","","",""
"NPD Combination","1989","Berlin","college entrance qualification","","","",""
"NPD Combination","1989","Berlin","Other degree","","","",""
"NPD Combination","1989","Berlin","no degree/no degree yet","","","",""
"NPD Combination","1989","Brandenburg","lower secondary degree","","","",""
"NPD Combination","1989","Brandenburg","secondary school degree","","","",""
"NPD Combination","1989","Brandenburg","college entrance qualification","","","",""
"NPD Combination","1989","Brandenburg","Other degree","","","",""
"NPD Combination","1989","Brandenburg","no degree/no degree yet","","","",""
"NPD Combination","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"NPD Combination","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"NPD Combination","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"NPD Combination","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"NPD Combination","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"NPD Combination","1989","Saxony","lower secondary degree","","","",""
"NPD Combination","1989","Saxony","secondary school degree","","","",""
"NPD Combination","1989","Saxony","college entrance qualification","","","",""
"NPD Combination","1989","Saxony","Other degree","","","",""
"NPD Combination","1989","Saxony","no degree/no degree yet","","","",""
"NPD Combination","1989","Saxony-Anhalt","lower secondary degree","","","",""
"NPD Combination","1989","Saxony-Anhalt","secondary school degree","","","",""
"NPD Combination","1989","Saxony-Anhalt","college entrance qualification","","","",""
"NPD Combination","1989","Saxony-Anhalt","Other degree","","","",""
"NPD Combination","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"NPD Combination","1989","Thuringia","lower secondary degree","","","",""
"NPD Combination","1989","Thuringia","secondary school degree","","","",""
"NPD Combination","1989","Thuringia","college entrance qualification","","","",""
"NPD Combination","1989","Thuringia","Other degree","","","",""
"NPD Combination","1989","Thuringia","no degree/no degree yet","","","",""
"AfD","1989","Schleswig-Holstein","lower secondary degree","","","",""
"AfD","1989","Schleswig-Holstein","secondary school degree","","","",""
"AfD","1989","Schleswig-Holstein","college entrance qualification","","","",""
"AfD","1989","Schleswig-Holstein","Other degree","","","",""
"AfD","1989","Schleswig-Holstein","no degree/no degree yet","","","",""
"AfD","1989","Hamburg","lower secondary degree","","","",""
"AfD","1989","Hamburg","secondary school degree","","","",""
"AfD","1989","Hamburg","college entrance qualification","","","",""
"AfD","1989","Hamburg","Other degree","","","",""
"AfD","1989","Hamburg","no degree/no degree yet","","","",""
"AfD","1989","Lower Saxony","lower secondary degree","","","",""
"AfD","1989","Lower Saxony","secondary school degree","","","",""
"AfD","1989","Lower Saxony","college entrance qualification","","","",""
"AfD","1989","Lower Saxony","Other degree","","","",""
"AfD","1989","Lower Saxony","no degree/no degree yet","","","",""
"AfD","1989","Bremen","lower secondary degree","","","",""
"AfD","1989","Bremen","secondary school degree","","","",""
"AfD","1989","Bremen","college entrance qualification","","","",""
"AfD","1989","Bremen","Other degree","","","",""
"AfD","1989","Bremen","no degree/no degree yet","","","",""
"AfD","1989","North Rhine-Westphalia","lower secondary degree","","","",""
"AfD","1989","North Rhine-Westphalia","secondary school degree","","","",""
"AfD","1989","North Rhine-Westphalia","college entrance qualification","","","",""
"AfD","1989","North Rhine-Westphalia","Other degree","","","",""
"AfD","1989","North Rhine-Westphalia","no degree/no degree yet","","","",""
"AfD","1989","Hesse","lower secondary degree","","","",""
"AfD","1989","Hesse","secondary school degree","","","",""
"AfD","1989","Hesse","college entrance qualification","","","",""
"AfD","1989","Hesse","Other degree","","","",""
"AfD","1989","Hesse","no degree/no degree yet","","","",""
"AfD","1989","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"AfD","1989","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"AfD","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"AfD","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"AfD","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"AfD","1989","Baden-Württemberg","lower secondary degree","","","",""
"AfD","1989","Baden-Württemberg","secondary school degree","","","",""
"AfD","1989","Baden-Württemberg","college entrance qualification","","","",""
"AfD","1989","Baden-Württemberg","Other degree","","","",""
"AfD","1989","Baden-Württemberg","no degree/no degree yet","","","",""
"AfD","1989","Bavaria","lower secondary degree","","","",""
"AfD","1989","Bavaria","secondary school degree","","","",""
"AfD","1989","Bavaria","college entrance qualification","","","",""
"AfD","1989","Bavaria","Other degree","","","",""
"AfD","1989","Bavaria","no degree/no degree yet","","","",""
"AfD","1989","Berlin","lower secondary degree","","","",""
"AfD","1989","Berlin","secondary school degree","","","",""
"AfD","1989","Berlin","college entrance qualification","","","",""
"AfD","1989","Berlin","Other degree","","","",""
"AfD","1989","Berlin","no degree/no degree yet","","","",""
"AfD","1989","Brandenburg","lower secondary degree","","","",""
"AfD","1989","Brandenburg","secondary school degree","","","",""
"AfD","1989","Brandenburg","college entrance qualification","","","",""
"AfD","1989","Brandenburg","Other degree","","","",""
"AfD","1989","Brandenburg","no degree/no degree yet","","","",""
"AfD","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"AfD","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"AfD","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"AfD","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"AfD","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"AfD","1989","Saxony","lower secondary degree","","","",""
"AfD","1989","Saxony","secondary school degree","","","",""
"AfD","1989","Saxony","college entrance qualification","","","",""
"AfD","1989","Saxony","Other degree","","","",""
"AfD","1989","Saxony","no degree/no degree yet","","","",""
"AfD","1989","Saxony-Anhalt","lower secondary degree","","","",""
"AfD","1989","Saxony-Anhalt","secondary school degree","","","",""
"AfD","1989","Saxony-Anhalt","college entrance qualification","","","",""
"AfD","1989","Saxony-Anhalt","Other degree","","","",""
"AfD","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"AfD","1989","Thuringia","lower secondary degree","","","",""
"AfD","1989","Thuringia","secondary school degree","","","",""
"AfD","1989","Thuringia","college entrance qualification","","","",""
"AfD","1989","Thuringia","Other degree","","","",""
"AfD","1989","Thuringia","no degree/no degree yet","","","",""
"Other","1989","Schleswig-Holstein","lower secondary degree","","","",""
"Other","1989","Schleswig-Holstein","secondary school degree","","","",""
