"party","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"AfD","1984","Full Time","Other degree","","","",""
"AfD","1984","Full Time","no degree/no degree yet","","","",""
"AfD","1984","Part Time","lower secondary degree","","","",""
"AfD","1984","Part Time","secondary school degree","","","",""
"AfD","1984","Part Time","college entrance qualification","","","",""
"AfD","1984","Part Time","Other degree","","","",""
"AfD","1984","Part Time","no degree/no degree yet","","","",""
"AfD","1984","Not Working","lower secondary degree","","","",""
"AfD","1984","Not Working","secondary school degree","","","",""
"AfD","1984","Not Working","college entrance qualification","","","",""
"AfD","1984","Not Working","Other degree","","","",""
"AfD","1984","Not Working","no degree/no degree yet","","","",""
"Other","1984","Full Time","lower secondary degree","6","","",""
"Other","1984","Full Time","secondary school degree","3","","",""
"Other","1984","Full Time","college entrance qualification","2","","",""
"Other","1984","Full Time","Other degree","2","","",""
"Other","1984","Full Time","no degree/no degree yet","2","","",""
"Other","1984","Part Time","lower secondary degree","1","","",""
"Other","1984","Part Time","secondary school degree","2","","",""
"Other","1984","Part Time","college entrance qualification","4","","",""
"Other","1984","Part Time","Other degree","","","",""
"Other","1984","Part Time","no degree/no degree yet","2","","",""
"Other","1984","Not Working","lower secondary degree","10","","",""
"Other","1984","Not Working","secondary school degree","3","","",""
"Other","1984","Not Working","college entrance qualification","1","","",""
"Other","1984","Not Working","Other degree","","","",""
"Other","1984","Not Working","no degree/no degree yet","2","","",""
"CDU/CSU","1985","Full Time","lower secondary degree","514","0.410595553215802","0.383843486407515","0.437347620024089"
"CDU/CSU","1985","Full Time","secondary school degree","244","0.477815644088214","0.435409713586474","0.520221574589955"
"CDU/CSU","1985","Full Time","college entrance qualification","172","0.448663026060541","0.399553167898051","0.49777288422303"
"CDU/CSU","1985","Full Time","Other degree","44","0.158700912777171","0.116500493261539","0.200901332292802"
"CDU/CSU","1985","Full Time","no degree/no degree yet","14","","",""
"CDU/CSU","1985","Part Time","lower secondary degree","217","0.432060842986547","0.389402245603913","0.47471944036918"
"CDU/CSU","1985","Part Time","secondary school degree","81","0.420352533321091","0.351942169703313","0.488762896938869"
"CDU/CSU","1985","Part Time","college entrance qualification","58","0.326771351791228","0.256676334189257","0.3968663693932"
"CDU/CSU","1985","Part Time","Other degree","9","","",""
"CDU/CSU","1985","Part Time","no degree/no degree yet","5","","",""
"CDU/CSU","1985","Not Working","lower secondary degree","608","0.476871451978222","0.449477321822707","0.504265582133736"
"CDU/CSU","1985","Not Working","secondary school degree","193","0.564040470110658","0.513376128603598","0.614704811617718"
"CDU/CSU","1985","Not Working","college entrance qualification","100","0.41355494926308","0.354261675723173","0.472848222802987"
"CDU/CSU","1985","Not Working","Other degree","15","","",""
"CDU/CSU","1985","Not Working","no degree/no degree yet","36","0.352056565325933","0.273222612092886","0.430890518558979"
"SPD","1985","Full Time","lower secondary degree","693","0.521637392229699","0.494472593886064","0.548802190573334"
"SPD","1985","Full Time","secondary school degree","229","0.409263975525076","0.3675210412768","0.451006909773351"
"SPD","1985","Full Time","college entrance qualification","144","0.352212694156829","0.305047817945815","0.399377570367844"
"SPD","1985","Full Time","Other degree","229","0.787165541690433","0.739893337203585","0.834437746177281"
"SPD","1985","Full Time","no degree/no degree yet","88","0.656036014559007","0.567264817673387","0.744807211444627"
"SPD","1985","Part Time","lower secondary degree","271","0.515265898303392","0.472228035332849","0.558303761273936"
"SPD","1985","Part Time","secondary school degree","85","0.415676461118299","0.347373819554305","0.483979102682293"
"SPD","1985","Part Time","college entrance qualification","55","0.340877339299646","0.270039377848759","0.411715300750534"
"SPD","1985","Part Time","Other degree","30","0.624265926202524","0.482762504992128","0.765769347412919"
"SPD","1985","Part Time","no degree/no degree yet","26","","",""
"SPD","1985","Not Working","lower secondary degree","601","0.47402133771497","0.446634893309153","0.501407782120786"
"SPD","1985","Not Working","secondary school degree","121","0.296301394847818","0.249647879361435","0.342954910334201"
"SPD","1985","Not Working","college entrance qualification","75","0.260446396890192","0.207605624219924","0.31328716956046"
"SPD","1985","Not Working","Other degree","60","0.509918315401422","0.403014553082876","0.616822077719967"
"SPD","1985","Not Working","no degree/no degree yet","76","0.422206436849216","0.340682093493086","0.503730780205346"
"FDP","1985","Full Time","lower secondary degree","32","0.0258799960156035","0.0172456022796224","0.0345143897515846"
"FDP","1985","Full Time","secondary school degree","23","","",""
"FDP","1985","Full Time","college entrance qualification","32","0.0761439003543146","0.049954852759001","0.102332947949628"
"FDP","1985","Full Time","Other degree","1","","",""
"FDP","1985","Full Time","no degree/no degree yet","","","",""
"FDP","1985","Part Time","lower secondary degree","7","","",""
"FDP","1985","Part Time","secondary school degree","5","","",""
"FDP","1985","Part Time","college entrance qualification","11","","",""
"FDP","1985","Part Time","Other degree","","","",""
"FDP","1985","Part Time","no degree/no degree yet","","","",""
"FDP","1985","Not Working","lower secondary degree","38","0.0311093031332444","0.0215871496646576","0.0406314566018312"
"FDP","1985","Not Working","secondary school degree","24","","",""
"FDP","1985","Not Working","college entrance qualification","19","","",""
"FDP","1985","Not Working","Other degree","1","","",""
"FDP","1985","Not Working","no degree/no degree yet","3","","",""
"Grüne","1985","Full Time","lower secondary degree","51","0.0346070240776608","0.0246672226046424","0.0445468255506792"
"Grüne","1985","Full Time","secondary school degree","34","0.0621005448401487","0.0416120368460645","0.082589052834233"
"Grüne","1985","Full Time","college entrance qualification","44","0.11675236887438","0.0850439876284785","0.148460750120282"
"Grüne","1985","Full Time","Other degree","14","","",""
"Grüne","1985","Full Time","no degree/no degree yet","8","","",""
"Grüne","1985","Part Time","lower secondary degree","21","","",""
"Grüne","1985","Part Time","secondary school degree","29","","",""
"Grüne","1985","Part Time","college entrance qualification","46","0.254194974435282","0.189125095253885","0.319264853616679"
"Grüne","1985","Part Time","Other degree","6","","",""
"Grüne","1985","Part Time","no degree/no degree yet","2","","",""
"Grüne","1985","Not Working","lower secondary degree","24","","",""
"Grüne","1985","Not Working","secondary school degree","27","","",""
"Grüne","1985","Not Working","college entrance qualification","67","0.227265893021454","0.176810530987242","0.277721255055667"
"Grüne","1985","Not Working","Other degree","8","","",""
"Grüne","1985","Not Working","no degree/no degree yet","22","","",""
"PDS/Linke","1985","Full Time","lower secondary degree","","","",""
"PDS/Linke","1985","Full Time","secondary school degree","","","",""
"PDS/Linke","1985","Full Time","college entrance qualification","","","",""
"PDS/Linke","1985","Full Time","Other degree","","","",""
"PDS/Linke","1985","Full Time","no degree/no degree yet","","","",""
"PDS/Linke","1985","Part Time","lower secondary degree","","","",""
"PDS/Linke","1985","Part Time","secondary school degree","","","",""
"PDS/Linke","1985","Part Time","college entrance qualification","","","",""
"PDS/Linke","1985","Part Time","Other degree","","","",""
"PDS/Linke","1985","Part Time","no degree/no degree yet","","","",""
"PDS/Linke","1985","Not Working","lower secondary degree","","","",""
"PDS/Linke","1985","Not Working","secondary school degree","","","",""
"PDS/Linke","1985","Not Working","college entrance qualification","","","",""
"PDS/Linke","1985","Not Working","Other degree","","","",""
"PDS/Linke","1985","Not Working","no degree/no degree yet","","","",""
"NPD Combination","1985","Full Time","lower secondary degree","","","",""
"NPD Combination","1985","Full Time","secondary school degree","","","",""
"NPD Combination","1985","Full Time","college entrance qualification","","","",""
"NPD Combination","1985","Full Time","Other degree","","","",""
"NPD Combination","1985","Full Time","no degree/no degree yet","","","",""
"NPD Combination","1985","Part Time","lower secondary degree","","","",""
"NPD Combination","1985","Part Time","secondary school degree","","","",""
"NPD Combination","1985","Part Time","college entrance qualification","","","",""
"NPD Combination","1985","Part Time","Other degree","","","",""
"NPD Combination","1985","Part Time","no degree/no degree yet","","","",""
"NPD Combination","1985","Not Working","lower secondary degree","","","",""
"NPD Combination","1985","Not Working","secondary school degree","","","",""
"NPD Combination","1985","Not Working","college entrance qualification","","","",""
"NPD Combination","1985","Not Working","Other degree","","","",""
"NPD Combination","1985","Not Working","no degree/no degree yet","","","",""
"AfD","1985","Full Time","lower secondary degree","","","",""
"AfD","1985","Full Time","secondary school degree","","","",""
"AfD","1985","Full Time","college entrance qualification","","","",""
"AfD","1985","Full Time","Other degree","","","",""
"AfD","1985","Full Time","no degree/no degree yet","","","",""
"AfD","1985","Part Time","lower secondary degree","","","",""
"AfD","1985","Part Time","secondary school degree","","","",""
"AfD","1985","Part Time","college entrance qualification","","","",""
"AfD","1985","Part Time","Other degree","","","",""
"AfD","1985","Part Time","no degree/no degree yet","","","",""
"AfD","1985","Not Working","lower secondary degree","","","",""
"AfD","1985","Not Working","secondary school degree","","","",""
"AfD","1985","Not Working","college entrance qualification","","","",""
"AfD","1985","Not Working","Other degree","","","",""
"AfD","1985","Not Working","no degree/no degree yet","","","",""
"Other","1985","Full Time","lower secondary degree","9","","",""
"Other","1985","Full Time","secondary school degree","3","","",""
"Other","1985","Full Time","college entrance qualification","2","","",""
"Other","1985","Full Time","Other degree","","","",""
"Other","1985","Full Time","no degree/no degree yet","","","",""
"Other","1985","Part Time","lower secondary degree","2","","",""
"Other","1985","Part Time","secondary school degree","","","",""
"Other","1985","Part Time","college entrance qualification","2","","",""
"Other","1985","Part Time","Other degree","","","",""
"Other","1985","Part Time","no degree/no degree yet","1","","",""
"Other","1985","Not Working","lower secondary degree","6","","",""
"Other","1985","Not Working","secondary school degree","3","","",""
"Other","1985","Not Working","college entrance qualification","4","","",""
"Other","1985","Not Working","Other degree","","","",""
"Other","1985","Not Working","no degree/no degree yet","4","","",""
"CDU/CSU","1986","Full Time","lower secondary degree","516","0.433908076398741","0.406210747917397","0.461605404880085"
"CDU/CSU","1986","Full Time","secondary school degree","225","0.456537471230378","0.41292082736937","0.500154115091386"
"CDU/CSU","1986","Full Time","college entrance qualification","163","0.431052596240783","0.381903336614939","0.480201855866628"
"CDU/CSU","1986","Full Time","Other degree","43","0.151512156104477","0.108424405307694","0.194599906901261"
"CDU/CSU","1986","Full Time","no degree/no degree yet","11","","",""
"CDU/CSU","1986","Part Time","lower secondary degree","191","0.413861028867451","0.369094937172527","0.458627120562374"
"CDU/CSU","1986","Part Time","secondary school degree","86","0.483043436855917","0.411229003436898","0.554857870274935"
"CDU/CSU","1986","Part Time","college entrance qualification","62","0.336450208475256","0.26890938897704","0.403991027973473"
"CDU/CSU","1986","Part Time","Other degree","8","","",""
"CDU/CSU","1986","Part Time","no degree/no degree yet","7","","",""
"CDU/CSU","1986","Not Working","lower secondary degree","550","0.455982899145378","0.427814825928401","0.484150972362355"
"CDU/CSU","1986","Not Working","secondary school degree","184","0.588795202057766","0.537319088453406","0.640271315662126"
"CDU/CSU","1986","Not Working","college entrance qualification","101","0.43643238113543","0.375078402756814","0.497786359514046"
"CDU/CSU","1986","Not Working","Other degree","11","","",""
"CDU/CSU","1986","Not Working","no degree/no degree yet","27","","",""
"SPD","1986","Full Time","lower secondary degree","651","0.517891595585903","0.489966972612533","0.545816218559274"
"SPD","1986","Full Time","secondary school degree","209","0.416461041248887","0.373294093019903","0.45962798947787"
"SPD","1986","Full Time","college entrance qualification","139","0.339505735734773","0.292508331599056","0.38650313987049"
"SPD","1986","Full Time","Other degree","202","0.734835694463476","0.681788804672668","0.787882584254284"
"SPD","1986","Full Time","no degree/no degree yet","91","0.820567802549235","0.748533017260867","0.892602587837603"
"SPD","1986","Part Time","lower secondary degree","244","0.521326267603904","0.475922047903303","0.566730487304504"
"SPD","1986","Part Time","secondary school degree","77","0.393213927516674","0.32301606846802","0.463411786565328"
"SPD","1986","Part Time","college entrance qualification","59","0.320158188610665","0.253469003777099","0.386847373444232"
"SPD","1986","Part Time","Other degree","42","0.720479148724732","0.602942882355388","0.838015415094077"
"SPD","1986","Part Time","no degree/no degree yet","19","","",""
"SPD","1986","Not Working","lower secondary degree","591","0.495369217065524","0.467092566518562","0.523645867612485"
"SPD","1986","Not Working","secondary school degree","121","0.303266361269218","0.255177992817568","0.351354729720867"
"SPD","1986","Not Working","college entrance qualification","83","0.318603789388729","0.260962119257218","0.37624545952024"
"SPD","1986","Not Working","Other degree","53","0.664331458237573","0.551258587148619","0.777404329326527"
"SPD","1986","Not Working","no degree/no degree yet","81","0.461579843962943","0.376535546433575","0.546624141492311"
"FDP","1986","Full Time","lower secondary degree","25","","",""
"FDP","1986","Full Time","secondary school degree","27","","",""
"FDP","1986","Full Time","college entrance qualification","29","","",""
"FDP","1986","Full Time","Other degree","6","","",""
"FDP","1986","Full Time","no degree/no degree yet","","","",""
"FDP","1986","Part Time","lower secondary degree","7","","",""
"FDP","1986","Part Time","secondary school degree","5","","",""
"FDP","1986","Part Time","college entrance qualification","6","","",""
"FDP","1986","Part Time","Other degree","","","",""
"FDP","1986","Part Time","no degree/no degree yet","","","",""
"FDP","1986","Not Working","lower secondary degree","29","","",""
"FDP","1986","Not Working","secondary school degree","17","","",""
"FDP","1986","Not Working","college entrance qualification","15","","",""
"FDP","1986","Not Working","Other degree","","","",""
"FDP","1986","Not Working","no degree/no degree yet","2","","",""
"Grüne","1986","Full Time","lower secondary degree","29","","",""
"Grüne","1986","Full Time","secondary school degree","37","0.0696915179303849","0.0473952240345825","0.0919878118261873"
"Grüne","1986","Full Time","college entrance qualification","57","0.149424791369943","0.114042701867485","0.184806880872401"
"Grüne","1986","Full Time","Other degree","15","","",""
"Grüne","1986","Full Time","no degree/no degree yet","7","","",""
"Grüne","1986","Part Time","lower secondary degree","19","","",""
"Grüne","1986","Part Time","secondary school degree","17","","",""
"Grüne","1986","Part Time","college entrance qualification","61","0.306960486419667","0.241029526047014","0.372891446792319"
"Grüne","1986","Part Time","Other degree","6","","",""
"Grüne","1986","Part Time","no degree/no degree yet","2","","",""
"Grüne","1986","Not Working","lower secondary degree","24","","",""
"Grüne","1986","Not Working","secondary school degree","29","","",""
"Grüne","1986","Not Working","college entrance qualification","52","0.170976861603309","0.124400750203038","0.217552973003581"
"Grüne","1986","Not Working","Other degree","3","","",""
"Grüne","1986","Not Working","no degree/no degree yet","19","","",""
"PDS/Linke","1986","Full Time","lower secondary degree","","","",""
"PDS/Linke","1986","Full Time","secondary school degree","","","",""
"PDS/Linke","1986","Full Time","college entrance qualification","","","",""
"PDS/Linke","1986","Full Time","Other degree","","","",""
"PDS/Linke","1986","Full Time","no degree/no degree yet","","","",""
"PDS/Linke","1986","Part Time","lower secondary degree","","","",""
"PDS/Linke","1986","Part Time","secondary school degree","","","",""
"PDS/Linke","1986","Part Time","college entrance qualification","","","",""
"PDS/Linke","1986","Part Time","Other degree","","","",""
"PDS/Linke","1986","Part Time","no degree/no degree yet","","","",""
"PDS/Linke","1986","Not Working","lower secondary degree","","","",""
"PDS/Linke","1986","Not Working","secondary school degree","","","",""
"PDS/Linke","1986","Not Working","college entrance qualification","","","",""
"PDS/Linke","1986","Not Working","Other degree","","","",""
"PDS/Linke","1986","Not Working","no degree/no degree yet","","","",""
"NPD Combination","1986","Full Time","lower secondary degree","","","",""
"NPD Combination","1986","Full Time","secondary school degree","","","",""
"NPD Combination","1986","Full Time","college entrance qualification","","","",""
"NPD Combination","1986","Full Time","Other degree","","","",""
"NPD Combination","1986","Full Time","no degree/no degree yet","","","",""
"NPD Combination","1986","Part Time","lower secondary degree","","","",""
"NPD Combination","1986","Part Time","secondary school degree","","","",""
"NPD Combination","1986","Part Time","college entrance qualification","","","",""
"NPD Combination","1986","Part Time","Other degree","","","",""
"NPD Combination","1986","Part Time","no degree/no degree yet","","","",""
"NPD Combination","1986","Not Working","lower secondary degree","","","",""
"NPD Combination","1986","Not Working","secondary school degree","","","",""
"NPD Combination","1986","Not Working","college entrance qualification","","","",""
"NPD Combination","1986","Not Working","Other degree","","","",""
"NPD Combination","1986","Not Working","no degree/no degree yet","","","",""
"AfD","1986","Full Time","lower secondary degree","","","",""
"AfD","1986","Full Time","secondary school degree","","","",""
"AfD","1986","Full Time","college entrance qualification","","","",""
"AfD","1986","Full Time","Other degree","","","",""
"AfD","1986","Full Time","no degree/no degree yet","","","",""
"AfD","1986","Part Time","lower secondary degree","","","",""
"AfD","1986","Part Time","secondary school degree","","","",""
"AfD","1986","Part Time","college entrance qualification","","","",""
"AfD","1986","Part Time","Other degree","","","",""
"AfD","1986","Part Time","no degree/no degree yet","","","",""
"AfD","1986","Not Working","lower secondary degree","","","",""
"AfD","1986","Not Working","secondary school degree","","","",""
"AfD","1986","Not Working","college entrance qualification","","","",""
"AfD","1986","Not Working","Other degree","","","",""
"AfD","1986","Not Working","no degree/no degree yet","","","",""
"Other","1986","Full Time","lower secondary degree","9","","",""
"Other","1986","Full Time","secondary school degree","3","","",""
"Other","1986","Full Time","college entrance qualification","2","","",""
"Other","1986","Full Time","Other degree","","","",""
"Other","1986","Full Time","no degree/no degree yet","","","",""
"Other","1986","Part Time","lower secondary degree","4","","",""
"Other","1986","Part Time","secondary school degree","1","","",""
"Other","1986","Part Time","college entrance qualification","","","",""
"Other","1986","Part Time","Other degree","","","",""
"Other","1986","Part Time","no degree/no degree yet","","","",""
"Other","1986","Not Working","lower secondary degree","7","","",""
"Other","1986","Not Working","secondary school degree","","","",""
"Other","1986","Not Working","college entrance qualification","","","",""
"Other","1986","Not Working","Other degree","","","",""
"Other","1986","Not Working","no degree/no degree yet","3","","",""
"CDU/CSU","1987","Full Time","lower secondary degree","574","0.439190955116595","0.412578860405177","0.465803049828013"
"CDU/CSU","1987","Full Time","secondary school degree","274","0.492072866855478","0.451067051410986","0.533078682299969"
"CDU/CSU","1987","Full Time","college entrance qualification","176","0.443548767405148","0.395577220207301","0.491520314602995"
"CDU/CSU","1987","Full Time","Other degree","39","0.212065072546551","0.161794829895877","0.262335315197224"
"CDU/CSU","1987","Full Time","no degree/no degree yet","15","","",""
"CDU/CSU","1987","Part Time","lower secondary degree","234","0.454633318566444","0.411835527885895","0.497431109246993"
"CDU/CSU","1987","Part Time","secondary school degree","98","0.48437133832281","0.41741388184119","0.55132879480443"
"CDU/CSU","1987","Part Time","college entrance qualification","63","0.355088811336387","0.287922849984399","0.422254772688374"
"CDU/CSU","1987","Part Time","Other degree","7","","",""
"CDU/CSU","1987","Part Time","no degree/no degree yet","10","","",""
"CDU/CSU","1987","Not Working","lower secondary degree","591","0.465127090894936","0.437705892288199","0.492548289501674"
"CDU/CSU","1987","Not Working","secondary school degree","188","0.575784101625175","0.52480199288995","0.6267662103604"
"CDU/CSU","1987","Not Working","college entrance qualification","85","0.414929807932399","0.350550228441242","0.479309387423557"
"CDU/CSU","1987","Not Working","Other degree","15","","",""
"CDU/CSU","1987","Not Working","no degree/no degree yet","30","0.245542870222679","0.174246893869186","0.316838846576173"
"SPD","1987","Full Time","lower secondary degree","646","0.474969535555171","0.448192037817943","0.5017470332924"
"SPD","1987","Full Time","secondary school degree","217","0.366844998415644","0.327315039862933","0.406374956968355"
"SPD","1987","Full Time","college entrance qualification","135","0.315842188047223","0.27095600275158","0.360728373342866"
"SPD","1987","Full Time","Other degree","182","0.6597220718891","0.601454270701182","0.717989873077018"
"SPD","1987","Full Time","no degree/no degree yet","77","0.731493579228403","0.644631406593425","0.81835575186338"
"SPD","1987","Part Time","lower secondary degree","242","0.465337541547247","0.422465880518234","0.508209202576261"
"SPD","1987","Part Time","secondary school degree","79","0.356437406767223","0.292267968356019","0.420606845178427"
"SPD","1987","Part Time","college entrance qualification","53","0.230359084418867","0.171260438413055","0.289457730424679"
"SPD","1987","Part Time","Other degree","32","0.687713357670528","0.556611783509894","0.818814931831162"
"SPD","1987","Part Time","no degree/no degree yet","27","","",""
"SPD","1987","Not Working","lower secondary degree","595","0.468658856568336","0.441224773263994","0.496092939872679"
"SPD","1987","Not Working","secondary school degree","116","0.289189709006182","0.242420205387789","0.335959212624576"
"SPD","1987","Not Working","college entrance qualification","58","0.234835066785536","0.179447047407459","0.290223086163613"
"SPD","1987","Not Working","Other degree","39","0.43345246354225","0.312982070232063","0.553922856852438"
"SPD","1987","Not Working","no degree/no degree yet","83","0.53523279348811","0.452615080441086","0.617850506535135"
"FDP","1987","Full Time","lower secondary degree","54","0.0456857603641872","0.0344892936655555","0.056882227062819"
"FDP","1987","Full Time","secondary school degree","40","0.070699935621595","0.0496758300012376","0.0917240412419524"
"FDP","1987","Full Time","college entrance qualification","37","0.0909509634950245","0.0631860202216404","0.118715906768409"
"FDP","1987","Full Time","Other degree","6","","",""
"FDP","1987","Full Time","no degree/no degree yet","","","",""
"FDP","1987","Part Time","lower secondary degree","11","","",""
"FDP","1987","Part Time","secondary school degree","10","","",""
"FDP","1987","Part Time","college entrance qualification","16","","",""
"FDP","1987","Part Time","Other degree","1","","",""
"FDP","1987","Part Time","no degree/no degree yet","1","","",""
"FDP","1987","Not Working","lower secondary degree","38","0.0335477030977835","0.0236485754963149","0.0434468306992521"
"FDP","1987","Not Working","secondary school degree","32","0.0930273587140301","0.0630635560190842","0.122991161408976"
"FDP","1987","Not Working","college entrance qualification","26","","",""
"FDP","1987","Not Working","Other degree","1","","",""
"FDP","1987","Not Working","no degree/no degree yet","4","","",""
"Grüne","1987","Full Time","lower secondary degree","54","0.0341310947318094","0.0243951283981601","0.0438670610654588"
