"party","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"NPD","2000","Full Time","Urban Area","37","0.0102116182775609","0.00664660669187744","0.0137766298632444","6"
"NPD","2000","Not Working","Urban Area","24","","","","6"
"NPD","2000","Part Time","Urban Area","14","","","","6"
"NPD","2000","Not Working","Rural Area","7","","","","6"
"NPD","2000","Full Time","Rural Area","28","","","","6"
"Other","2000","Part Time","Rural Area","10","","","","8"
"Other","2000","Not Working","Urban Area","22","","","","8"
"Other","2000","Not Working","Rural Area","15","","","","8"
"Other","2000","Full Time","Urban Area","29","","","","8"
"Other","2000","Full Time","Rural Area","18","","","","8"
"Other","2000","Part Time","Urban Area","16","","","","8"
"PDS/Linke","2000","Full Time","Rural Area","121","0.0711015107600767","0.0574830324035184","0.084719989116635","5"
"PDS/Linke","2000","Part Time","Rural Area","48","0.0611829613598879","0.0424235136209608","0.0799424090988149","5"
"PDS/Linke","2000","Full Time","Urban Area","105","0.0266535267431347","0.0209419823773254","0.032365071108944","5"
"PDS/Linke","2000","Part Time","Urban Area","49","0.0317325127596798","0.0226915558218859","0.0407734696974736","5"
"PDS/Linke","2000","Not Working","Urban Area","84","0.0242092983294181","0.0185315213419354","0.0298870753169008","5"
"PDS/Linke","2000","Not Working","Rural Area","123","0.083588232642602","0.06834848822662","0.098827977058584","5"
"SPD","2000","Full Time","Urban Area","1404","0.469892564163494","0.452194583425998","0.48759054490099","1"
"SPD","2000","Part Time","Rural Area","251","0.421926342584206","0.383269691203644","0.460582993964769","1"
"SPD","2000","Not Working","Urban Area","1270","0.441369414284712","0.423026329910435","0.45971249865899","1"
"SPD","2000","Full Time","Rural Area","479","0.350806355224215","0.325517690512138","0.376095019936293","1"
"SPD","2000","Part Time","Urban Area","702","0.473423310363221","0.447670766929685","0.499175853796756","1"
"SPD","2000","Not Working","Rural Area","497","0.392386567494025","0.365500298919149","0.419272836068902","1"
"AfD","2001","Part Time","Rural Area","","","","","7"
"AfD","2001","Full Time","Urban Area","","","","","7"
"AfD","2001","Full Time","Rural Area","","","","","7"
"AfD","2001","Part Time","Urban Area","","","","","7"
"AfD","2001","Not Working","Urban Area","","","","","7"
"AfD","2001","Not Working","Rural Area","","","","","7"
"CDU/CSU","2001","Full Time","Urban Area","924","0.343793057861918","0.32573630872534","0.361849806998496","2"
"CDU/CSU","2001","Full Time","Rural Area","505","0.448484259297617","0.419827045084099","0.477141473511136","2"
"CDU/CSU","2001","Part Time","Urban Area","403","0.303533860396354","0.278916058755321","0.328151662037387","2"
"CDU/CSU","2001","Part Time","Rural Area","212","0.402139633099241","0.360276560170557","0.444002706027926","2"
"CDU/CSU","2001","Not Working","Urban Area","1001","0.435904963216812","0.416140183016629","0.455669743416994","2"
"CDU/CSU","2001","Not Working","Rural Area","488","0.453450143490837","0.424449706523109","0.482450580458565","2"
"FDP","2001","Full Time","Rural Area","41","0.039818556694775","0.0285517505282729","0.0510853628612772","3"
"FDP","2001","Part Time","Urban Area","46","0.0402208870896053","0.029701094881664","0.0507406792975466","3"
"FDP","2001","Not Working","Urban Area","69","0.0336187317922991","0.0264344252018098","0.0408030383827884","3"
"FDP","2001","Full Time","Urban Area","106","0.0420601934410344","0.0344293007595456","0.0496910861225232","3"
"FDP","2001","Part Time","Rural Area","16","","","","3"
"FDP","2001","Not Working","Rural Area","27","","","","3"
"Grüne","2001","Full Time","Urban Area","246","0.0903196125235828","0.0794226350941245","0.101216589953041","4"
"Grüne","2001","Full Time","Rural Area","56","0.0551815153964427","0.0420246505433166","0.0683383802495689","4"
"Grüne","2001","Part Time","Urban Area","183","0.135879215220491","0.117532452996863","0.15422597744412","4"
"Grüne","2001","Part Time","Rural Area","42","0.0819270891078805","0.0585120368049127","0.105342141410848","4"
"Grüne","2001","Not Working","Urban Area","128","0.0463888461610941","0.0380055967133811","0.0547720956088071","4"
"Grüne","2001","Not Working","Rural Area","44","0.0325991985848808","0.0222541731976271","0.0429442239721345","4"
"NPD","2001","Part Time","Rural Area","11","","","","6"
"NPD","2001","Not Working","Urban Area","9","","","","6"
"NPD","2001","Full Time","Urban Area","30","0.00874606387847681","0.00520633998306899","0.0122857877738846","6"
"NPD","2001","Not Working","Rural Area","10","","","","6"
"NPD","2001","Part Time","Urban Area","18","","","","6"
"NPD","2001","Full Time","Rural Area","20","","","","6"
"Other","2001","Full Time","Urban Area","24","","","","8"
"Other","2001","Part Time","Rural Area","5","","","","8"
"Other","2001","Not Working","Urban Area","11","","","","8"
"Other","2001","Not Working","Rural Area","14","","","","8"
"Other","2001","Full Time","Rural Area","14","","","","8"
"Other","2001","Part Time","Urban Area","22","","","","8"
"PDS/Linke","2001","Full Time","Urban Area","82","0.0251944305599329","0.0192366860229499","0.0311521750969159","5"
"PDS/Linke","2001","Full Time","Rural Area","88","0.0578357747635089","0.0443851333358867","0.0712864161911312","5"
"PDS/Linke","2001","Part Time","Rural Area","36","0.0596041863263997","0.0393909195069871","0.0798174531458123","5"
"PDS/Linke","2001","Part Time","Urban Area","35","0.0225046574305846","0.0145634005715122","0.0304459142896569","5"
"PDS/Linke","2001","Not Working","Urban Area","66","0.0234682591127851","0.0174342833402119","0.0295022348853583","5"
"PDS/Linke","2001","Not Working","Rural Area","126","0.0905876783718585","0.0738675403010863","0.107307816442631","5"
"SPD","2001","Full Time","Urban Area","1246","0.480460643572614","0.461466980138246","0.499454307006982","1"
"SPD","2001","Full Time","Rural Area","433","0.375564095126609","0.347660036355079","0.403468153898139","1"
"SPD","2001","Part Time","Urban Area","633","0.461184022267084","0.434493747115023","0.487874297419146","1"
"SPD","2001","Part Time","Rural Area","205","0.401944646092329","0.360084899121015","0.443804393063643","1"
"SPD","2001","Not Working","Urban Area","1134","0.45067723418053","0.430845232435712","0.470509235925348","1"
"SPD","2001","Not Working","Rural Area","423","0.378531828862797","0.350277465598053","0.406786192127542","1"
"AfD","2002","Full Time","Rural Area","","","","","7"
"AfD","2002","Part Time","Rural Area","","","","","7"
"AfD","2002","Part Time","Urban Area","","","","","7"
"AfD","2002","Full Time","Urban Area","","","","","7"
"AfD","2002","Not Working","Urban Area","","","","","7"
"AfD","2002","Not Working","Rural Area","","","","","7"
"CDU/CSU","2002","Full Time","Urban Area","1137","0.362725167487012","0.345846742473981","0.379603592500044","2"
"CDU/CSU","2002","Full Time","Rural Area","588","0.472065684316671","0.444533695939313","0.499597672694029","2"
"CDU/CSU","2002","Not Working","Rural Area","488","0.446687980274148","0.417454653106692","0.475921307441605","2"
"CDU/CSU","2002","Part Time","Rural Area","246","0.376477144479026","0.338091584859527","0.414862704098524","2"
"CDU/CSU","2002","Part Time","Urban Area","545","0.324620188898804","0.301791066688165","0.347449311109442","2"
"CDU/CSU","2002","Not Working","Urban Area","1151","0.434357048753295","0.415562820772095","0.453151276734495","2"
"FDP","2002","Full Time","Urban Area","186","0.0563377042617317","0.0482432501704553","0.0644321583530081","3"
"FDP","2002","Part Time","Rural Area","25","","","","3"
"FDP","2002","Not Working","Rural Area","28","","","","3"
"FDP","2002","Full Time","Rural Area","61","0.0294913247119625","0.0201610750018907","0.0388215744220342","3"
"FDP","2002","Part Time","Urban Area","88","0.0443034727446975","0.0342710389673417","0.0543359065220532","3"
"FDP","2002","Not Working","Urban Area","96","0.0356258576617231","0.0285978001472943","0.042653915176152","3"
"Grüne","2002","Full Time","Urban Area","279","0.0901644713759637","0.080109545897558","0.100219396854369","4"
"Grüne","2002","Full Time","Rural Area","66","0.0453864001055958","0.0339068969163276","0.0568659032948639","4"
"Grüne","2002","Part Time","Urban Area","203","0.113821243593987","0.0983366524254692","0.129305834762504","4"
"Grüne","2002","Part Time","Rural Area","45","0.079184684000039","0.0577913120939416","0.100578055906136","4"
"Grüne","2002","Not Working","Rural Area","35","0.0228691393658777","0.0140790692972004","0.031659209434555","4"
"Grüne","2002","Not Working","Urban Area","128","0.0406345396823579","0.0331481991919693","0.0481208801727465","4"
"NPD","2002","Full Time","Rural Area","15","","","","6"
"NPD","2002","Part Time","Rural Area","9","","","","6"
"NPD","2002","Not Working","Urban Area","9","","","","6"
"NPD","2002","Full Time","Urban Area","29","","","","6"
"NPD","2002","Part Time","Urban Area","9","","","","6"
"NPD","2002","Not Working","Rural Area","4","","","","6"
"Other","2002","Full Time","Urban Area","29","","","","8"
"Other","2002","Full Time","Rural Area","17","","","","8"
"Other","2002","Part Time","Urban Area","19","","","","8"
"Other","2002","Part Time","Rural Area","10","","","","8"
"Other","2002","Not Working","Urban Area","19","","","","8"
"Other","2002","Not Working","Rural Area","9","","","","8"
"PDS/Linke","2002","Full Time","Rural Area","104","0.0698046308220381","0.0557514181192601","0.083857843524816","5"
"PDS/Linke","2002","Full Time","Urban Area","95","0.0275280671951491","0.0217841775475512","0.0332719568427469","5"
"PDS/Linke","2002","Part Time","Urban Area","55","0.0386825630956359","0.0292806021247832","0.0480845240664887","5"
"PDS/Linke","2002","Part Time","Rural Area","54","0.0780440268959453","0.0567921492887983","0.0992959045030923","5"
"PDS/Linke","2002","Not Working","Urban Area","95","0.0315744335186438","0.0249441702847068","0.0382046967525808","5"
"PDS/Linke","2002","Not Working","Rural Area","150","0.119772175928772","0.100679509825318","0.138864842032226","5"
"SPD","2002","Full Time","Urban Area","1362","0.441836336748587","0.424402571861191","0.459270101635982","1"
"SPD","2002","Full Time","Rural Area","412","0.353825673102478","0.327455320548628","0.380196025656328","1"
"SPD","2002","Part Time","Urban Area","697","0.454497822548369","0.430221015839721","0.478774629257018","1"
"SPD","2002","Part Time","Rural Area","223","0.382271458497673","0.343771775758013","0.420771141237332","1"
"SPD","2002","Not Working","Urban Area","1174","0.4432609714021","0.424425111796921","0.462096831007279","1"
"SPD","2002","Not Working","Rural Area","397","0.377840394482018","0.349330463901564","0.406350325062471","1"
"AfD","2003","Full Time","Urban Area","","","","","7"
"AfD","2003","Full Time","Rural Area","","","","","7"
"AfD","2003","Part Time","Urban Area","","","","","7"
"AfD","2003","Part Time","Rural Area","","","","","7"
"AfD","2003","Not Working","Urban Area","","","","","7"
"AfD","2003","Not Working","Rural Area","","","","","7"
"CDU/CSU","2003","Full Time","Urban Area","1277","0.404552341909133","0.387136834083069","0.421967849735196","2"
"CDU/CSU","2003","Full Time","Rural Area","648","0.518118382293253","0.490604969516356","0.54563179507015","2"
"CDU/CSU","2003","Part Time","Rural Area","306","0.492462424148609","0.453577444304461","0.531347403992757","2"
"CDU/CSU","2003","Not Working","Urban Area","1245","0.460044403250041","0.44131075391879","0.478778052581291","2"
"CDU/CSU","2003","Not Working","Rural Area","570","0.463062244320678","0.435001489552757","0.4911229990886","2"
"CDU/CSU","2003","Part Time","Urban Area","610","0.348378168473693","0.325402595624667","0.37135374132272","2"
"FDP","2003","Not Working","Urban Area","90","0.0319398412290749","0.025330456432748","0.0385492260254018","3"
"FDP","2003","Part Time","Rural Area","17","","","","3"
"FDP","2003","Full Time","Urban Area","160","0.0523609000465809","0.0444568073555628","0.0602649927375989","3"
"FDP","2003","Not Working","Rural Area","31","0.0226346971409958","0.0142645422812221","0.0310048520007696","3"
"FDP","2003","Full Time","Rural Area","54","0.0366058897010038","0.0262654915714217","0.0469462878305859","3"
"FDP","2003","Part Time","Urban Area","72","0.0351183666923892","0.0262417545526247","0.0439949788321537","3"
"Grüne","2003","Full Time","Urban Area","342","0.118874826858894","0.107390891471113","0.130358762246674","4"
"Grüne","2003","Full Time","Rural Area","83","0.0695583870840302","0.0555502914564174","0.083566482711643","4"
"Grüne","2003","Part Time","Rural Area","56","0.0893744767431358","0.0671854683828339","0.111563485103438","4"
"Grüne","2003","Part Time","Urban Area","285","0.177145571730534","0.158734896158866","0.195556247302203","4"
"Grüne","2003","Not Working","Urban Area","195","0.0615054028450406","0.0524748152555799","0.0705359904345012","4"
"Grüne","2003","Not Working","Rural Area","40","0.0270713715436511","0.0179383746138942","0.036204368473408","4"
"NPD","2003","Full Time","Urban Area","20","","","","6"
"NPD","2003","Part Time","Urban Area","12","","","","6"
"NPD","2003","Not Working","Rural Area","7","","","","6"
"NPD","2003","Full Time","Rural Area","12","","","","6"
"NPD","2003","Part Time","Rural Area","5","","","","6"
"NPD","2003","Not Working","Urban Area","9","","","","6"
"Other","2003","Full Time","Urban Area","21","","","","8"
"Other","2003","Full Time","Rural Area","17","","","","8"
"Other","2003","Part Time","Urban Area","15","","","","8"
"Other","2003","Part Time","Rural Area","6","","","","8"
"Other","2003","Not Working","Urban Area","20","","","","8"
"Other","2003","Not Working","Rural Area","12","","","","8"
"PDS/Linke","2003","Full Time","Urban Area","67","0.0192490433210465","0.0143736356942913","0.0241244509478017","5"
"PDS/Linke","2003","Full Time","Rural Area","69","0.0381055733384104","0.0275637013553501","0.0486474453214707","5"
"PDS/Linke","2003","Part Time","Urban Area","26","","","","5"
"PDS/Linke","2003","Part Time","Rural Area","41","0.0552833310481102","0.0375083511150216","0.0730583109811987","5"
"PDS/Linke","2003","Not Working","Urban Area","62","0.0174695824494548","0.0125451322278975","0.0223940326710121","5"
"PDS/Linke","2003","Not Working","Rural Area","121","0.0890579492364451","0.0730292082552172","0.105086690217673","5"
"SPD","2003","Part Time","Rural Area","204","0.302125825352197","0.266411395870125","0.337840254834269","1"
"SPD","2003","Not Working","Urban Area","1098","0.41616465424141","0.397636964262637","0.434692344220184","1"
"SPD","2003","Full Time","Urban Area","1164","0.39081485840456","0.373501266698504","0.408128450110616","1"
"SPD","2003","Full Time","Rural Area","384","0.31460063763734","0.289031773772631","0.34016950150205","1"
"SPD","2003","Part Time","Urban Area","632","0.403628564784305","0.37996978002705","0.42728734954156","1"
"SPD","2003","Not Working","Rural Area","432","0.378357910954817","0.351065663163875","0.40565015874576","1"
"AfD","2004","Full Time","Urban Area","","","","","7"
"AfD","2004","Full Time","Rural Area","","","","","7"
"AfD","2004","Part Time","Urban Area","","","","","7"
"AfD","2004","Part Time","Rural Area","","","","","7"
"AfD","2004","Not Working","Urban Area","","","","","7"
"AfD","2004","Not Working","Rural Area","","","","","7"
"CDU/CSU","2004","Full Time","Rural Area","547","0.521925443795619","0.491826080628044","0.552024806963194","2"
"CDU/CSU","2004","Full Time","Urban Area","1091","0.415967936410636","0.396926833821077","0.435009039000196","2"
"CDU/CSU","2004","Part Time","Rural Area","262","0.474088692858616","0.432658491467668","0.515518894249564","2"
"CDU/CSU","2004","Not Working","Urban Area","1121","0.479474120021882","0.459390719518371","0.499557520525392","2"
"CDU/CSU","2004","Not Working","Rural Area","492","0.489187186100539","0.458434468674116","0.519939903526963","2"
"CDU/CSU","2004","Part Time","Urban Area","518","0.359200051340052","0.33396043278604","0.384439669894063","2"
"FDP","2004","Not Working","Urban Area","73","0.0275628205025405","0.0209813020072196","0.0341443389978613","3"
"FDP","2004","Full Time","Urban Area","152","0.0548186417427855","0.0460250655924679","0.0636122178931031","3"
"FDP","2004","Part Time","Rural Area","19","","","","3"
"FDP","2004","Full Time","Rural Area","48","0.0462198876671389","0.0335683348980388","0.0588714404362391","3"
"FDP","2004","Not Working","Rural Area","28","","","","3"
"FDP","2004","Part Time","Urban Area","63","0.0387981704816678","0.0286388122151424","0.0489575287481933","3"
"Grüne","2004","Full Time","Urban Area","293","0.121488695103452","0.108867937355183","0.13410945285172","4"
"Grüne","2004","Full Time","Rural Area","75","0.0706180139540981","0.0551811124874966","0.0860549154206995","4"
"Grüne","2004","Part Time","Rural Area","56","0.0832812002740359","0.0603555032685851","0.106206897279487","4"
"Grüne","2004","Not Working","Rural Area","38","0.0281199698185071","0.0179497854916072","0.038290154145407","4"
"Grüne","2004","Part Time","Urban Area","241","0.181901543557867","0.161607231373944","0.202195855741791","4"
"Grüne","2004","Not Working","Urban Area","175","0.0534426310216096","0.0444009145186983","0.0624843475245209","4"
"NPD","2004","Full Time","Urban Area","24","","","","6"
"NPD","2004","Not Working","Rural Area","7","","","","6"
"NPD","2004","Full Time","Rural Area","12","","","","6"
"NPD","2004","Part Time","Urban Area","13","","","","6"
"NPD","2004","Part Time","Rural Area","7","","","","6"
"NPD","2004","Not Working","Urban Area","6","","","","6"
"Other","2004","Full Time","Urban Area","19","","","","8"
"Other","2004","Part Time","Rural Area","14","","","","8"
"Other","2004","Not Working","Urban Area","21","","","","8"
"Other","2004","Full Time","Rural Area","12","","","","8"
"Other","2004","Part Time","Urban Area","8","","","","8"
"Other","2004","Not Working","Rural Area","18","","","","8"
"PDS/Linke","2004","Full Time","Urban Area","66","0.021996528590156","0.0163303391335588","0.0276627180467531","5"
"PDS/Linke","2004","Full Time","Rural Area","77","0.056553709645549","0.0426351467384606","0.0704722725526375","5"
"PDS/Linke","2004","Part Time","Urban Area","33","0.0306970163628643","0.0216223385335673","0.0397716941921613","5"
"PDS/Linke","2004","Part Time","Rural Area","41","0.0658373589287873","0.0452605303551277","0.0864141875024469","5"
"PDS/Linke","2004","Not Working","Urban Area","76","0.0271615778623321","0.0206267920855324","0.0336963636391318","5"
"PDS/Linke","2004","Not Working","Rural Area","126","0.100835156750847","0.0823109031588049","0.119359410342889","5"
"SPD","2004","Part Time","Rural Area","159","0.304190525355941","0.266018166137453","0.342362884574428","1"
"SPD","2004","Not Working","Urban Area","905","0.397839223324484","0.378162919001638","0.41751552764733","1"
"SPD","2004","Not Working","Rural Area","306","0.328327197423743","0.299437208105158","0.357217186742328","1"
"SPD","2004","Full Time","Urban Area","929","0.366519153262311","0.347904330680794","0.385133975843828","1"
"SPD","2004","Full Time","Rural Area","287","0.275508226106309","0.248587344890034","0.302429107322585","1"
"SPD","2004","Part Time","Urban Area","512","0.374832307583211","0.34936575669545","0.400298858470973","1"
"AfD","2005","Full Time","Rural Area","","","","","7"
"AfD","2005","Full Time","Urban Area","","","","","7"
"AfD","2005","Part Time","Urban Area","","","","","7"
"AfD","2005","Part Time","Rural Area","","","","","7"
"AfD","2005","Not Working","Urban Area","","","","","7"
"AfD","2005","Not Working","Rural Area","","","","","7"
"CDU/CSU","2005","Full Time","Urban Area","999","0.377083459101961","0.358164582654684","0.396002335549238","2"
"CDU/CSU","2005","Full Time","Rural Area","514","0.522781151591547","0.492424757930621","0.553137545252474","2"
"CDU/CSU","2005","Part Time","Rural Area","230","0.425511136921808","0.38341847134818","0.467603802495437","2"
"CDU/CSU","2005","Not Working","Urban Area","1080","0.443271287483492","0.423684269191236","0.462858305775747","2"
"CDU/CSU","2005","Part Time","Urban Area","473","0.305299739027772","0.281175922282724","0.32942355577282","2"
"CDU/CSU","2005","Not Working","Rural Area","469","0.462148204836298","0.431818278137477","0.49247813153512","2"
"FDP","2005","Part Time","Rural Area","25","","","","3"
"FDP","2005","Not Working","Urban Area","87","0.0274069187016639","0.0209695644098706","0.0338442729934573","3"
"FDP","2005","Full Time","Urban Area","141","0.0486237803601973","0.0402279786201895","0.0570195821002052","3"
"FDP","2005","Full Time","Rural Area","46","0.0376816878512709","0.0261084209133923","0.0492549547891495","3"
"FDP","2005","Part Time","Urban Area","61","0.0387094307576251","0.0286048149315995","0.0488140465836508","3"
"FDP","2005","Not Working","Rural Area","25","","","","3"
"Grüne","2005","Full Time","Rural Area","91","0.0862666586570879","0.0692033736055746","0.103329943708601","4"
"Grüne","2005","Full Time","Urban Area","297","0.133448472518374","0.120174049055485","0.146722895981263","4"
"Grüne","2005","Part Time","Rural Area","46","0.0838066368632132","0.0602158224868098","0.107397451239617","4"
"Grüne","2005","Part Time","Urban Area","261","0.213699869289709","0.192227479844222","0.235172258735197","4"
"Grüne","2005","Not Working","Urban Area","167","0.0519061325697162","0.043159382385274","0.0606528827541584","4"
"Grüne","2005","Not Working","Rural Area","40","0.0347411950756225","0.0236009773936994","0.0458814127575456","4"
"NPD","2005","Full Time","Rural Area","22","","","","6"
"NPD","2005","Not Working","Urban Area","13","","","","6"
"NPD","2005","Full Time","Urban Area","33","0.0139548160475055","0.00937580032944365","0.0185338317655674","6"
"NPD","2005","Part Time","Rural Area","13","","","","6"
"NPD","2005","Part Time","Urban Area","29","","","","6"
"NPD","2005","Not Working","Rural Area","19","","","","6"
"Other","2005","Full Time","Urban Area","20","","","","8"
"Other","2005","Part Time","Rural Area","10","","","","8"
"Other","2005","Not Working","Urban Area","18","","","","8"
"Other","2005","Not Working","Rural Area","14","","","","8"
"Other","2005","Full Time","Rural Area","10","","","","8"
"Other","2005","Part Time","Urban Area","13","","","","8"
"PDS/Linke","2005","Part Time","Urban Area","38","0.0267409121464528","0.0182903341289584","0.0351914901639472","5"
"PDS/Linke","2005","Full Time","Urban Area","72","0.025447382234486","0.0193000615269596","0.0315947029420124","5"
"PDS/Linke","2005","Full Time","Rural Area","79","0.0501714655450872","0.0369041694649199","0.0634387616252545","5"
"PDS/Linke","2005","Part Time","Rural Area","46","0.0797683980993347","0.0567022984850123","0.102834497713657","5"
"PDS/Linke","2005","Not Working","Urban Area","75","0.0249433531535404","0.018794359288949","0.0310923470181318","5"
"PDS/Linke","2005","Not Working","Rural Area","127","0.100793190345905","0.0824787014291219","0.119107679262688","5"
"SPD","2005","Part Time","Rural Area","160","0.302814796354419","0.263697143969918","0.34193244873892","1"
"SPD","2005","Not Working","Urban Area","1031","0.437601814476345","0.418041617191393","0.457162011761298","1"
"SPD","2005","Not Working","Rural Area","344","0.339056769320553","0.310258412827451","0.367855125813656","1"
"SPD","2005","Full Time","Urban Area","959","0.391150415187104","0.372100696220536","0.410200134153671","1"
"SPD","2005","Full Time","Rural Area","278","0.256833371714823","0.230281187788562","0.283385555641083","1"
"SPD","2005","Part Time","Urban Area","525","0.374553369396363","0.349199978294041","0.399906760498685","1"
"AfD","2006","Full Time","Rural Area","","","","","7"
"AfD","2006","Full Time","Urban Area","","","","","7"
"AfD","2006","Part Time","Urban Area","","","","","7"
"AfD","2006","Part Time","Rural Area","","","","","7"
"AfD","2006","Not Working","Urban Area","","","","","7"
"AfD","2006","Not Working","Rural Area","","","","","7"
"CDU/CSU","2006","Full Time","Urban Area","1105","0.367907892053948","0.350209530357016","0.38560625375088","2"
"CDU/CSU","2006","Full Time","Rural Area","550","0.463069263136995","0.434880373601064","0.491258152672925","2"
"CDU/CSU","2006","Part Time","Rural Area","285","0.415525975809144","0.378348671105328","0.45270328051296","2"
"CDU/CSU","2006","Part Time","Urban Area","560","0.335292544818289","0.31198496351472","0.358600126121857","2"
"CDU/CSU","2006","Not Working","Rural Area","579","0.462798367805161","0.435146056152934","0.490450679457389","2"
"CDU/CSU","2006","Not Working","Urban Area","1245","0.426540715138635","0.408402250184544","0.444679180092725","2"
"FDP","2006","Part Time","Rural Area","23","","","","3"
"FDP","2006","Not Working","Urban Area","101","0.0333305983193731","0.0267475122941123","0.039913684344634","3"
"FDP","2006","Full Time","Urban Area","186","0.0634177803556372","0.0544733681917505","0.0723621925195239","3"
"FDP","2006","Full Time","Rural Area","72","0.066745340002624","0.0526360092093498","0.0808546707958983","3"
"FDP","2006","Part Time","Urban Area","77","0.0357268308499683","0.0265632066030984","0.0448904550968383","3"
"FDP","2006","Not Working","Rural Area","34","0.0341893853707288","0.0241117531327318","0.0442670176087258","3"
"Grüne","2006","Full Time","Urban Area","321","0.127459338613458","0.115220167740272","0.139698509486645","4"
"Grüne","2006","Full Time","Rural Area","78","0.0590058159699379","0.0456848187700616","0.0723268131698142","4"
"Grüne","2006","Part Time","Rural Area","63","0.07739509613109","0.0572364757749237","0.0975537164872562","4"
"Grüne","2006","Not Working","Urban Area","169","0.0459695604433772","0.0382891349438916","0.0536499859428627","4"
"Grüne","2006","Part Time","Urban Area","266","0.167624343422174","0.14918275970038","0.186065927143967","4"
"Grüne","2006","Not Working","Rural Area","45","0.0263005209243384","0.0174256608206781","0.0351753810279987","4"
"NPD","2006","Full Time","Rural Area","33","0.0360022847467091","0.0254705747756606","0.0465339947177575","6"
"NPD","2006","Not Working","Urban Area","11","","","","6"
"NPD","2006","Part Time","Rural Area","9","","","","6"
"NPD","2006","Full Time","Urban Area","41","0.0184705457186723","0.0135289767368471","0.0234121147004976","6"
"NPD","2006","Part Time","Urban Area","25","","","","6"
"NPD","2006","Not Working","Rural Area","13","","","","6"
"Other","2006","Full Time","Urban Area","29","","","","8"
"Other","2006","Part Time","Rural Area","7","","","","8"
"Other","2006","Not Working","Urban Area","18","","","","8"
"Other","2006","Not Working","Rural Area","16","","","","8"
"Other","2006","Full Time","Rural Area","9","","","","8"
"Other","2006","Part Time","Urban Area","13","","","","8"
"PDS/Linke","2006","Full Time","Urban Area","112","0.0380376401456063","0.0310172838693874","0.0450579964218252","5"
"PDS/Linke","2006","Full Time","Rural Area","106","0.0727952602333548","0.0581081880218677","0.0874823324448419","5"
"PDS/Linke","2006","Part Time","Urban Area","52","0.0317192516118404","0.02306694105767","0.0403715621660109","5"
"PDS/Linke","2006","Not Working","Rural Area","155","0.11398623210041","0.0963618740962441","0.131610590104576","5"
"PDS/Linke","2006","Part Time","Rural Area","58","0.0938503160607745","0.071850753468172","0.115849878653377","5"
"PDS/Linke","2006","Not Working","Urban Area","133","0.0449688906945462","0.0373685364291088","0.0525692449599835","5"
"SPD","2006","Full Time","Urban Area","1058","0.371882339648537","0.354144668052356","0.389620011244719","1"
"SPD","2006","Full Time","Rural Area","354","0.296215421594275","0.270403546027633","0.322027297160916","1"
"SPD","2006","Part Time","Rural Area","230","0.344615006084825","0.308763158325015","0.380466853844635","1"
"SPD","2006","Not Working","Urban Area","1179","0.436401714935267","0.418213208199861","0.454590221670674","1"
"SPD","2006","Not Working","Rural Area","407","0.343421322909206","0.317086895037069","0.369755750781343","1"
"SPD","2006","Part Time","Urban Area","583","0.392081394562162","0.367977855192445","0.41618493393188","1"
"AfD","2007","Part Time","Rural Area","","","","","7"
"AfD","2007","Not Working","Urban Area","","","","","7"
"AfD","2007","Not Working","Rural Area","","","","","7"
"AfD","2007","Full Time","Rural Area","","","","","7"
"AfD","2007","Part Time","Urban Area","","","","","7"
"AfD","2007","Full Time","Urban Area","","","","","7"
"CDU/CSU","2007","Full Time","Urban Area","906","0.356518404816055","0.337447099181137","0.375589710450972","2"
"CDU/CSU","2007","Full Time","Rural Area","461","0.46933383179433","0.438309207576535","0.500358456012124","2"
"CDU/CSU","2007","Part Time","Urban Area","423","0.297499215574907","0.27240582664782","0.322592604501994","2"
"CDU/CSU","2007","Not Working","Rural Area","481","0.464631813548037","0.434450294204816","0.494813332891258","2"
"CDU/CSU","2007","Not Working","Urban Area","1079","0.419846627043848","0.400500464528101","0.439192789559594","2"
"CDU/CSU","2007","Part Time","Rural Area","211","0.412641415782795","0.37068886974987","0.45459396181572","2"
"FDP","2007","Part Time","Rural Area","23","","","","3"
"FDP","2007","Not Working","Urban Area","108","0.0379906515796556","0.0304967824582673","0.0454845207010439","3"
"FDP","2007","Not Working","Rural Area","26","","","","3"
"FDP","2007","Full Time","Urban Area","172","0.0540805669663735","0.0450748337826127","0.0630863001501343","3"
"FDP","2007","Part Time","Urban Area","57","0.0303052351401723","0.0208956743324522","0.0397147959478925","3"
"FDP","2007","Full Time","Rural Area","66","0.0687882535752544","0.0530543580027442","0.0845221491477646","3"
"Grüne","2007","Full Time","Urban Area","300","0.149849258435087","0.135637538121952","0.164060978748223","4"
"Grüne","2007","Part Time","Urban Area","228","0.189756208490923","0.16823340444473","0.211279012537116","4"
"Grüne","2007","Part Time","Rural Area","63","0.113259861021668","0.0862540980855414","0.140265623957794","4"
"Grüne","2007","Full Time","Rural Area","67","0.0631280289323017","0.0480096183169561","0.0782464395476473","4"
"Grüne","2007","Not Working","Urban Area","162","0.0613184640284501","0.0519140258009651","0.070722902255935","4"
"Grüne","2007","Not Working","Rural Area","50","0.0328224132531474","0.0220404284997982","0.0436043980064965","4"
"NPD","2007","Part Time","Urban Area","18","","","","6"
"NPD","2007","Part Time","Rural Area","11","","","","6"
"NPD","2007","Full Time","Rural Area","28","","","","6"
