"party","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"NPD","2007","16-34 y.","Male","40","0.047836353596796","0.0328877012527666","0.0627850059408255","6"
"NPD","2007","35-65 y.","Female","8","","","","6"
"NPD","2007","66 and older","Male","4","","","","6"
"NPD","2007","66 and older","Female","2","","","","6"
"NPD","2007","16-34 y.","Female","17","","","","6"
"NPD","2007","35-65 y.","Male","44","0.0215134248937061","0.015954658250054","0.0270721915373582","6"
"Other","2007","66 and older","Female","5","","","","8"
"Other","2007","16-34 y.","Male","11","","","","8"
"Other","2007","66 and older","Male","6","","","","8"
"Other","2007","35-65 y.","Female","18","","","","8"
"Other","2007","16-34 y.","Female","7","","","","8"
"Other","2007","35-65 y.","Male","31","0.0106687064718895","0.00673254427351357","0.0146048686702654","8"
"PDS/Linke","2007","35-65 y.","Female","142","0.0606184472113658","0.0509145340036638","0.0703223604190678","5"
"PDS/Linke","2007","35-65 y.","Male","158","0.0630636207993553","0.0537505965930045","0.0723766450057061","5"
"PDS/Linke","2007","16-34 y.","Male","44","0.0542643482657453","0.0383968161420315","0.0701318803894592","5"
"PDS/Linke","2007","16-34 y.","Female","38","0.0558410651909571","0.0391155998914372","0.0725665304904769","5"
"PDS/Linke","2007","66 and older","Male","96","0.0643655560288284","0.0503755076583618","0.078355604399295","5"
"PDS/Linke","2007","66 and older","Female","72","0.0492870133612873","0.0367268226690725","0.061847204053502","5"
"SPD","2007","16-34 y.","Male","258","0.332075317723083","0.299087829006048","0.365062806440117","1"
"SPD","2007","16-34 y.","Female","260","0.349769622290997","0.315031728778387","0.384507515803607","1"
"SPD","2007","35-65 y.","Male","904","0.3576481958658","0.339284473292113","0.376011918439487","1"
"SPD","2007","35-65 y.","Female","873","0.403590264584793","0.383639194743639","0.423541334425947","1"
"SPD","2007","66 and older","Male","436","0.401097247115217","0.373156221205282","0.429038273025151","1"
"SPD","2007","66 and older","Female","413","0.381714359273755","0.353526045459326","0.409902673088185","1"
"AfD","2008","35-65 y.","Female","","","","","7"
"AfD","2008","66 and older","Male","","","","","7"
"AfD","2008","66 and older","Female","","","","","7"
"AfD","2008","16-34 y.","Female","","","","","7"
"AfD","2008","35-65 y.","Male","","","","","7"
"AfD","2008","16-34 y.","Male","","","","","7"
"CDU/CSU","2008","16-34 y.","Male","262","0.345013971904832","0.309823633644296","0.380204310165367","2"
"CDU/CSU","2008","16-34 y.","Female","210","0.324818633055609","0.288508457107403","0.361128809003816","2"
"CDU/CSU","2008","35-65 y.","Male","996","0.402060082815253","0.382565263848566","0.421554901781939","2"
"CDU/CSU","2008","35-65 y.","Female","836","0.368249938036542","0.347885687023357","0.388614189049726","2"
"CDU/CSU","2008","66 and older","Male","593","0.483820034233203","0.455474253470936","0.51216581499547","2"
"CDU/CSU","2008","66 and older","Female","603","0.524645492301524","0.496030282043813","0.553260702559234","2"
"FDP","2008","66 and older","Male","61","0.051881071233907","0.0393010375610437","0.0644611049067704","3"
"FDP","2008","16-34 y.","Female","24","","","","3"
"FDP","2008","35-65 y.","Female","95","0.0363241308104014","0.028424849843511","0.0442234117772919","3"
"FDP","2008","66 and older","Female","41","0.0272117552773191","0.0178890362511165","0.0365344743035217","3"
"FDP","2008","16-34 y.","Male","62","0.0986164217700474","0.0765455990153767","0.120687244524718","3"
"FDP","2008","35-65 y.","Male","156","0.0494519450383305","0.0408316192007708","0.0580722708758903","3"
"Grüne","2008","16-34 y.","Male","80","0.1410290631424","0.115263915978523","0.166794210306278","4"
"Grüne","2008","16-34 y.","Female","105","0.145998330597786","0.118620378031155","0.173376283164417","4"
"Grüne","2008","66 and older","Female","36","0.0273831640337877","0.0180319528377274","0.036734375229848","4"
"Grüne","2008","66 and older","Male","28","","","","4"
"Grüne","2008","35-65 y.","Female","322","0.154985372903763","0.139706126898556","0.170264618908971","4"
"Grüne","2008","35-65 y.","Male","225","0.108922733959811","0.0965358547426144","0.121309613177007","4"
"NPD","2008","35-65 y.","Female","8","","","","6"
"NPD","2008","66 and older","Male","2","","","","6"
"NPD","2008","16-34 y.","Male","36","0.0414829580055298","0.0267216833882442","0.0562442326228154","6"
"NPD","2008","66 and older","Female","","","","","6"
"NPD","2008","16-34 y.","Female","14","","","","6"
"NPD","2008","35-65 y.","Male","41","0.0200537767519279","0.0144800693796935","0.0256274841241623","6"
"Other","2008","66 and older","Female","6","","","","8"
"Other","2008","16-34 y.","Male","9","","","","8"
"Other","2008","66 and older","Male","6","","","","8"
"Other","2008","35-65 y.","Female","14","","","","8"
"Other","2008","16-34 y.","Female","4","","","","8"
"Other","2008","35-65 y.","Male","19","","","","8"
"PDS/Linke","2008","35-65 y.","Female","142","0.0609407083721428","0.0508406307855858","0.0710407859586999","5"
"PDS/Linke","2008","16-34 y.","Male","43","0.0576100889886962","0.0403614962094697","0.0748586817679227","5"
"PDS/Linke","2008","16-34 y.","Female","40","0.0494650094459105","0.0326525687909815","0.0662774501008395","5"
"PDS/Linke","2008","35-65 y.","Male","188","0.079884958010054","0.069105460286535","0.090664455733573","5"
"PDS/Linke","2008","66 and older","Female","80","0.053133257784574","0.0402808997950858","0.0659856157740623","5"
"PDS/Linke","2008","66 and older","Male","105","0.0657244800683412","0.0516689576565771","0.0797800024801052","5"
"SPD","2008","16-34 y.","Male","209","0.29491646196863","0.261159848009336","0.328673075927925","1"
"SPD","2008","16-34 y.","Female","242","0.423301533191286","0.384992871423353","0.461610194959218","1"
"SPD","2008","35-65 y.","Male","805","0.331741517746033","0.313021032235677","0.35046200325639","1"
"SPD","2008","35-65 y.","Female","738","0.366301898368148","0.345960292208943","0.386643504527353","1"
"SPD","2008","66 and older","Male","399","0.366459933268845","0.339129518683569","0.39379034785412","1"
"SPD","2008","66 and older","Female","404","0.363068749605011","0.335514037760187","0.390623461449836","1"
"AfD","2009","35-65 y.","Female","","","","","7"
"AfD","2009","35-65 y.","Male","","","","","7"
"AfD","2009","66 and older","Male","","","","","7"
"AfD","2009","66 and older","Female","","","","","7"
"AfD","2009","16-34 y.","Male","","","","","7"
"AfD","2009","16-34 y.","Female","","","","","7"
"CDU/CSU","2009","16-34 y.","Male","198","0.314142648745261","0.277693749492743","0.350591547997779","2"
"CDU/CSU","2009","16-34 y.","Female","179","0.298797318131015","0.26095392537896","0.33664071088307","2"
"CDU/CSU","2009","35-65 y.","Male","850","0.365319043316041","0.345161309510532","0.38547677712155","2"
"CDU/CSU","2009","35-65 y.","Female","690","0.350384921381114","0.329022469803978","0.371747372958251","2"
"CDU/CSU","2009","66 and older","Male","553","0.476611086413955","0.447881702634306","0.505340470193604","2"
"CDU/CSU","2009","66 and older","Female","588","0.525280046568061","0.496355967317381","0.554204125818742","2"
"FDP","2009","35-65 y.","Female","132","0.0660113449624618","0.0548932487011564","0.0771294412237673","3"
"FDP","2009","66 and older","Female","61","0.0411434579357552","0.0296388304684478","0.0526480854030626","3"
"FDP","2009","16-34 y.","Female","37","0.0722527906225676","0.0508474533909829","0.0936581278541523","3"
"FDP","2009","35-65 y.","Male","207","0.084078695182322","0.0724615376579638","0.0956958527066802","3"
"FDP","2009","66 and older","Male","89","0.0747115946957445","0.0595876686726338","0.0898355207188552","3"
"FDP","2009","16-34 y.","Male","85","0.131460527938175","0.104926906179204","0.157994149697147","3"
"Grüne","2009","16-34 y.","Male","81","0.168338927156336","0.138957726965566","0.197720127347107","4"
"Grüne","2009","16-34 y.","Female","120","0.200117573154063","0.167039848723572","0.233195297584554","4"
"Grüne","2009","66 and older","Female","38","0.0303172330122928","0.0203859589395657","0.0402485070850199","4"
"Grüne","2009","35-65 y.","Female","340","0.182844543178766","0.165536670843821","0.200152415513711","4"
"Grüne","2009","66 and older","Male","31","0.0282582378289517","0.0187263273933996","0.0377901482645039","4"
"Grüne","2009","35-65 y.","Male","221","0.113993710950065","0.100689575298948","0.127297846601182","4"
"NPD","2009","35-65 y.","Female","8","","","","6"
"NPD","2009","66 and older","Male","5","","","","6"
"NPD","2009","16-34 y.","Male","34","0.0542511189746979","0.0364643798287047","0.0720378581206911","6"
"NPD","2009","35-65 y.","Male","38","0.0303074942411518","0.0231308758887662","0.0374841125935374","6"
"NPD","2009","66 and older","Female","4","","","","6"
"NPD","2009","16-34 y.","Female","12","","","","6"
"Other","2009","16-34 y.","Male","13","","","","8"
"Other","2009","16-34 y.","Female","8","","","","8"
"Other","2009","66 and older","Female","5","","","","8"
"Other","2009","35-65 y.","Male","22","","","","8"
"Other","2009","35-65 y.","Female","16","","","","8"
"Other","2009","66 and older","Male","12","","","","8"
"PDS/Linke","2009","35-65 y.","Female","123","0.0655086396119687","0.054429978590016","0.0765873006339215","5"
"PDS/Linke","2009","16-34 y.","Female","33","0.0582668139767021","0.0389001638627053","0.0776334640906989","5"
"PDS/Linke","2009","35-65 y.","Male","173","0.0800940447283586","0.0687308710584892","0.0914572183982279","5"
"PDS/Linke","2009","16-34 y.","Male","31","0.0325319830429486","0.0186011321215905","0.0464628339643067","5"
"PDS/Linke","2009","66 and older","Female","79","0.0545748029450599","0.0414178590667401","0.0677317468233797","5"
"PDS/Linke","2009","66 and older","Male","97","0.0642320225739188","0.0501296602177019","0.0783343849301357","5"
"SPD","2009","16-34 y.","Female","173","0.341987947340022","0.302768428816229","0.381207465863815","1"
"SPD","2009","35-65 y.","Male","681","0.315463168841585","0.296009543079051","0.334916794604119","1"
"SPD","2009","35-65 y.","Female","607","0.316988338029828","0.29615369611684","0.337822979942815","1"
"SPD","2009","16-34 y.","Male","181","0.280806254625551","0.245517981425274","0.316094527825827","1"
"SPD","2009","66 and older","Male","374","0.344521559743098","0.317186540162731","0.371856579323465","1"
"SPD","2009","66 and older","Female","370","0.340856939604554","0.313401951498483","0.368311927710626","1"
"AfD","2010","35-65 y.","Female","","","","","7"
"AfD","2010","16-34 y.","Female","","","","","7"
"AfD","2010","66 and older","Male","","","","","7"
"AfD","2010","66 and older","Female","","","","","7"
"AfD","2010","16-34 y.","Male","","","","","7"
"AfD","2010","35-65 y.","Male","","","","","7"
"CDU/CSU","2010","16-34 y.","Male","328","0.30203961712161","0.274107956543972","0.329971277699249","2"
"CDU/CSU","2010","16-34 y.","Female","377","0.306662979778912","0.280638784591272","0.332687174966553","2"
"CDU/CSU","2010","35-65 y.","Female","1099","0.342627053415944","0.32597424317447","0.359279863657418","2"
"CDU/CSU","2010","66 and older","Male","581","0.468407082231003","0.440531728692082","0.496282435769924","2"
"CDU/CSU","2010","66 and older","Female","598","0.500570180692361","0.472327587562695","0.528812773822026","2"
"CDU/CSU","2010","35-65 y.","Male","1193","0.367567270912829","0.350600359992782","0.384534181832877","2"
"FDP","2010","35-65 y.","Female","163","0.0505835622929752","0.0428939601046976","0.0582731644812528","3"
"FDP","2010","66 and older","Female","52","0.0398304017478551","0.0287841187221673","0.0508766847735429","3"
"FDP","2010","16-34 y.","Female","93","0.0764956910209718","0.0614949612947751","0.0914964207471685","3"
"FDP","2010","35-65 y.","Male","226","0.0562458074342096","0.0481380318541676","0.0643535830142517","3"
"FDP","2010","66 and older","Male","65","0.0472852562378972","0.0354285685331534","0.0591419439426411","3"
"FDP","2010","16-34 y.","Male","111","0.0981892612794346","0.0800867381156773","0.116291784443192","3"
"Grüne","2010","16-34 y.","Male","150","0.150213876826137","0.128478896114319","0.171948857537954","4"
"Grüne","2010","16-34 y.","Female","247","0.234910537421056","0.210983892938442","0.25883718190367","4"
"Grüne","2010","66 and older","Female","54","0.0431921905267572","0.0317093371779486","0.0546750438755658","4"
"Grüne","2010","66 and older","Male","48","0.0335672918770997","0.0235057850333007","0.0436287987208987","4"
"Grüne","2010","35-65 y.","Female","679","0.185781572906664","0.17213440373231","0.199428742081017","4"
"Grüne","2010","35-65 y.","Male","439","0.128790922510579","0.117003169778594","0.140578675242563","4"
"NPD","2010","66 and older","Female","1","","","","6"
"NPD","2010","35-65 y.","Female","18","","","","6"
"NPD","2010","66 and older","Male","4","","","","6"
"NPD","2010","16-34 y.","Male","56","0.0491671615134462","0.0360137299738432","0.0623205930530492","6"
"NPD","2010","35-65 y.","Male","50","0.0237697326676251","0.01840910705296","0.0291303582822901","6"
"NPD","2010","16-34 y.","Female","32","0.0278236394013189","0.0185413750311536","0.0371059037714841","6"
"Other","2010","16-34 y.","Male","32","0.0407395261930554","0.0287134022329584","0.0527656501531523","8"
"Other","2010","16-34 y.","Female","15","","","","8"
"Other","2010","66 and older","Female","2","","","","8"
"Other","2010","35-65 y.","Male","31","0.0102132203396319","0.00667504485205571","0.013751395827208","8"
"Other","2010","35-65 y.","Female","29","","","","8"
"Other","2010","66 and older","Male","5","","","","8"
"PDS/Linke","2010","35-65 y.","Female","242","0.0876834765299532","0.077759118014496","0.0976078350454104","5"
"PDS/Linke","2010","16-34 y.","Female","111","0.0881276561590566","0.0721284818831903","0.104126830434923","5"
"PDS/Linke","2010","35-65 y.","Male","253","0.0956567083824571","0.0853064409541507","0.106006975810763","5"
"PDS/Linke","2010","16-34 y.","Male","73","0.0748495668630581","0.0588410816835351","0.0908580520425811","5"
"PDS/Linke","2010","66 and older","Female","89","0.0584064363783918","0.0451600645198683","0.0716528082369152","5"
"PDS/Linke","2010","66 and older","Male","113","0.0711901070702849","0.0568255478579834","0.0855546662825864","5"
"SPD","2010","35-65 y.","Female","890","0.317971056547099","0.301630532077587","0.334311581016611","1"
"SPD","2010","66 and older","Male","415","0.370778340444152","0.343796095865298","0.397760585023007","1"
"SPD","2010","16-34 y.","Female","331","0.254278181321262","0.229701829787557","0.278854532854967","1"
"SPD","2010","35-65 y.","Male","910","0.317756337752668","0.301371427761051","0.334141247744285","1"
"SPD","2010","16-34 y.","Male","288","0.284800990203259","0.257345221092752","0.312256759313766","1"
"SPD","2010","66 and older","Female","408","0.355586605291885","0.328547655236133","0.382625555347637","1"
"AfD","2011","16-34 y.","Female","","","","","7"
"AfD","2011","35-65 y.","Female","","","","","7"
"AfD","2011","66 and older","Male","","","","","7"
"AfD","2011","16-34 y.","Male","","","","","7"
"AfD","2011","66 and older","Female","","","","","7"
"AfD","2011","35-65 y.","Male","","","","","7"
"CDU/CSU","2011","16-34 y.","Male","240","0.321951347276832","0.28775229545526","0.356150399098404","2"
"CDU/CSU","2011","16-34 y.","Female","195","0.261005632105982","0.227824892478797","0.294186371733167","2"
"CDU/CSU","2011","35-65 y.","Female","784","0.331552824026738","0.312275557207086","0.350830090846389","2"
"CDU/CSU","2011","66 and older","Male","729","0.490557795115459","0.465088918785751","0.516026671445167","2"
"CDU/CSU","2011","66 and older","Female","683","0.495747069759503","0.469462856384515","0.52203128313449","2"
"CDU/CSU","2011","35-65 y.","Male","927","0.354397159405522","0.335518141981323","0.373276176829721","2"
"FDP","2011","66 and older","Male","49","0.0294140036983371","0.0208058241840198","0.0380221832126544","3"
"FDP","2011","35-65 y.","Female","53","0.0193388709978721","0.0136997607515133","0.0249779812442309","3"
"FDP","2011","66 and older","Female","34","0.0196037205581896","0.0123156801863289","0.0268917609300503","3"
"FDP","2011","35-65 y.","Male","110","0.0315662944935039","0.0246655125413822","0.0384670764456257","3"
"FDP","2011","16-34 y.","Female","21","","","","3"
"FDP","2011","16-34 y.","Male","33","0.0368420533245135","0.023053802260188","0.0506303043888389","3"
"Grüne","2011","16-34 y.","Male","147","0.214456636908839","0.184413633946821","0.244499639870857","4"
"Grüne","2011","16-34 y.","Female","224","0.345286950236035","0.309365311564381","0.38120858890769","4"
"Grüne","2011","66 and older","Male","73","0.0395927050073614","0.0296580556007645","0.0495273544139582","4"
"Grüne","2011","35-65 y.","Female","575","0.240916997944619","0.223405878875689","0.258428117013549","4"
"Grüne","2011","66 and older","Female","94","0.0613527261740806","0.0487370993168739","0.0739683530312874","4"
"Grüne","2011","35-65 y.","Male","415","0.179118234383717","0.163983954576816","0.194252514190619","4"
"NPD","2011","66 and older","Female","","","","","6"
"NPD","2011","16-34 y.","Male","33","0.042763698781128","0.0279543580958478","0.0575730394664083","6"
"NPD","2011","35-65 y.","Female","13","","","","6"
"NPD","2011","66 and older","Male","3","","","","6"
"NPD","2011","16-34 y.","Female","13","","","","6"
"NPD","2011","35-65 y.","Male","45","0.0227412904234092","0.016857409405498","0.0286251714413203","6"
"Other","2011","16-34 y.","Male","22","","","","8"
"Other","2011","16-34 y.","Female","19","","","","8"
"Other","2011","35-65 y.","Male","33","0.0180070636424422","0.0127586605034712","0.0232554667814131","8"
"Other","2011","35-65 y.","Female","20","","","","8"
"Other","2011","66 and older","Male","10","","","","8"
"Other","2011","66 and older","Female","4","","","","8"
"PDS/Linke","2011","35-65 y.","Female","144","0.0688221188686777","0.0584560069890858","0.0791882307482695","5"
"PDS/Linke","2011","35-65 y.","Male","179","0.0720640748528182","0.061857736606745","0.0822704130988913","5"
"PDS/Linke","2011","16-34 y.","Female","41","0.0591088261514409","0.0412917505182733","0.0769259017846086","5"
"PDS/Linke","2011","66 and older","Male","103","0.0551673732243672","0.0435358704911551","0.0667988759575792","5"
"PDS/Linke","2011","16-34 y.","Male","41","0.0509582960501189","0.0348615307980015","0.0670550613022363","5"
"PDS/Linke","2011","66 and older","Female","76","0.0416719099591238","0.0311663428104743","0.0521774771077733","5"
"SPD","2011","35-65 y.","Female","702","0.32050691261129","0.301397525062524","0.339616300160056","1"
"SPD","2011","66 and older","Male","513","0.375221386601501","0.350553945336108","0.399888827866894","1"
"SPD","2011","35-65 y.","Male","757","0.322105882798587","0.303662872202742","0.340548893394432","1"
"SPD","2011","16-34 y.","Female","160","0.265749857695365","0.232376561809073","0.299123153581658","1"
"SPD","2011","66 and older","Female","499","0.378600801753691","0.353102174529666","0.404099428977717","1"
"SPD","2011","16-34 y.","Male","201","0.292478014313245","0.259181015100413","0.325775013526078","1"
"AfD","2012","16-34 y.","Male","","","","","7"
"AfD","2012","16-34 y.","Female","","","","","7"
"AfD","2012","35-65 y.","Male","","","","","7"
"AfD","2012","35-65 y.","Female","","","","","7"
"AfD","2012","66 and older","Male","","","","","7"
"AfD","2012","66 and older","Female","","","","","7"
"CDU/CSU","2012","16-34 y.","Female","196","0.291424963718225","0.255363821978425","0.327486105458024","2"
"CDU/CSU","2012","16-34 y.","Male","225","0.349797135845059","0.311951506014672","0.387642765675446","2"
"CDU/CSU","2012","35-65 y.","Female","764","0.344685726522737","0.324803395859968","0.364568057185507","2"
"CDU/CSU","2012","66 and older","Female","700","0.520474479322448","0.49414498104641","0.546803977598486","2"
"CDU/CSU","2012","35-65 y.","Male","873","0.354255307548091","0.3347086376598","0.373801977436382","2"
"CDU/CSU","2012","66 and older","Male","752","0.502725782094867","0.477614916120224","0.527836648069509","2"
"FDP","2012","66 and older","Male","42","0.0195188312111794","0.0125710733848141","0.0264665890375448","3"
"FDP","2012","16-34 y.","Male","24","","","","3"
"FDP","2012","16-34 y.","Female","8","","","","3"
"FDP","2012","35-65 y.","Male","86","0.0264786233142386","0.0199171008532491","0.0330401457752282","3"
"FDP","2012","35-65 y.","Female","32","0.0104938916334885","0.00623096011483375","0.0147568231521433","3"
"FDP","2012","66 and older","Female","36","0.0223571504235029","0.0145653945058505","0.0301489063411553","3"
"Grüne","2012","35-65 y.","Male","348","0.167780261176195","0.152509045448829","0.18305147690356","4"
"Grüne","2012","66 and older","Male","66","0.0372490634335897","0.0277383566386143","0.0467597702285651","4"
"Grüne","2012","16-34 y.","Female","197","0.313793269848645","0.276969141764995","0.350617397932294","4"
"Grüne","2012","16-34 y.","Male","127","0.23030457426824","0.196893233160296","0.263715915376185","4"
"Grüne","2012","35-65 y.","Female","517","0.23203906248213","0.214379459127234","0.249698665837025","4"
"Grüne","2012","66 and older","Female","88","0.0585281843680046","0.0461566607507252","0.070899707985284","4"
"NPD","2012","35-65 y.","Female","11","","","","6"
"NPD","2012","16-34 y.","Male","21","","","","6"
"NPD","2012","35-65 y.","Male","39","0.0209315381863347","0.0150810611947193","0.02678201517795","6"
"NPD","2012","66 and older","Male","3","","","","6"
"NPD","2012","66 and older","Female","","","","","6"
"NPD","2012","16-34 y.","Female","13","","","","6"
"Other","2012","16-34 y.","Male","7","","","","8"
"Other","2012","16-34 y.","Female","11","","","","8"
"Other","2012","35-65 y.","Female","13","","","","8"
"Other","2012","35-65 y.","Male","17","","","","8"
"Other","2012","66 and older","Male","6","","","","8"
"Other","2012","66 and older","Female","3","","","","8"
"PDS/Linke","2012","16-34 y.","Female","26","","","","5"
"PDS/Linke","2012","16-34 y.","Male","34","0.0484843995804796","0.0314395905038223","0.0655292086571368","5"
"PDS/Linke","2012","35-65 y.","Female","129","0.0634710323095074","0.0532715244447249","0.0736705401742899","5"
"PDS/Linke","2012","35-65 y.","Male","171","0.0737523009151895","0.0630707200900248","0.0844338817403541","5"
"PDS/Linke","2012","66 and older","Male","99","0.050892647764412","0.0398548271591254","0.0619304683696987","5"
"PDS/Linke","2012","66 and older","Female","71","0.0416257321523397","0.0310991952838699","0.0521522690208095","5"
"SPD","2012","35-65 y.","Female","729","0.335718056446762","0.315962266373503","0.355473846520021","1"
"SPD","2012","16-34 y.","Male","172","0.272582004589538","0.237245484004547","0.307918525174528","1"
"SPD","2012","16-34 y.","Female","159","0.316876731028631","0.279955354231675","0.353798107825586","1"
"SPD","2012","66 and older","Male","555","0.381783219082093","0.357383942402933","0.406182495761254","1"
"SPD","2012","35-65 y.","Male","766","0.345733381733083","0.326296248510954","0.365170514955212","1"
"SPD","2012","66 and older","Female","485","0.355322814230264","0.33009848081724","0.380547147643288","1"
"AfD","2013","16-34 y.","Female","","","","","7"
"AfD","2013","16-34 y.","Male","","","","","7"
"AfD","2013","35-65 y.","Male","","","","","7"
"AfD","2013","35-65 y.","Female","","","","","7"
"AfD","2013","66 and older","Male","","","","","7"
"AfD","2013","66 and older","Female","","","","","7"
"CDU/CSU","2013","16-34 y.","Male","293","0.363348775883542","0.330881418342188","0.395816133424896","2"
"CDU/CSU","2013","16-34 y.","Female","267","0.290541805337632","0.259237063203184","0.32184654747208","2"
"CDU/CSU","2013","35-65 y.","Female","928","0.386034286343229","0.36661360523134","0.405454967455119","2"
"CDU/CSU","2013","66 and older","Male","757","0.506756313548089","0.481472447765125","0.532040179331052","2"
"CDU/CSU","2013","66 and older","Female","700","0.504967745105728","0.47872161532661","0.531213874884846","2"
"CDU/CSU","2013","35-65 y.","Male","1017","0.388449281596786","0.36959095439767","0.407307608795903","2"
"FDP","2013","16-34 y.","Male","32","0.0373710184554255","0.02456744383655","0.050174593074301","3"
"FDP","2013","35-65 y.","Male","94","0.0284385275897678","0.0220070840609922","0.0348699711185434","3"
"FDP","2013","35-65 y.","Female","47","0.021928269257431","0.0160861961272915","0.0277703423875706","3"
"FDP","2013","66 and older","Male","48","0.028539093117152","0.0201184381395032","0.0369597480948009","3"
"FDP","2013","66 and older","Female","37","0.0230504347981271","0.0151728636002254","0.0309280059960289","3"
"FDP","2013","16-34 y.","Female","14","","","","3"
"Grüne","2013","16-34 y.","Male","146","0.18420774735788","0.158039295042325","0.210376199673435","4"
"Grüne","2013","16-34 y.","Female","223","0.3037251777937","0.272016863546607","0.335433492040793","4"
"Grüne","2013","35-65 y.","Male","378","0.162975490562905","0.148684905775437","0.177266075350373","4"
"Grüne","2013","35-65 y.","Female","548","0.213094192285257","0.196758910134989","0.229429474435525","4"
"Grüne","2013","66 and older","Male","72","0.0401194223709741","0.0301951411427992","0.050043703599149","4"
"Grüne","2013","66 and older","Female","97","0.069715133154661","0.056346462852417","0.0830838034569051","4"
"NPD","2013","16-34 y.","Male","13","","","","6"
"NPD","2013","35-65 y.","Female","6","","","","6"
"NPD","2013","16-34 y.","Female","9","","","","6"
"NPD","2013","35-65 y.","Male","31","0.0151821899610255","0.0104510595146517","0.0199133204073993","6"
"NPD","2013","66 and older","Male","3","","","","6"
"NPD","2013","66 and older","Female","1","","","","6"
"Other","2013","35-65 y.","Female","20","","","","8"
"Other","2013","16-34 y.","Male","15","","","","8"
"Other","2013","16-34 y.","Female","11","","","","8"
"Other","2013","35-65 y.","Male","33","0.0178327906025451","0.0127121754696268","0.0229534057354634","8"
"Other","2013","66 and older","Male","10","","","","8"
"Other","2013","66 and older","Female","11","","","","8"
"PDS/Linke","2013","16-34 y.","Female","39","0.0528888772249408","0.0374567763725882","0.0683209780772934","5"
"PDS/Linke","2013","16-34 y.","Male","46","0.0425319008365742","0.0289094936823853","0.0561543079907631","5"
"PDS/Linke","2013","35-65 y.","Female","130","0.0480898265604347","0.0395548162972721","0.0566248368235972","5"
"PDS/Linke","2013","35-65 y.","Male","162","0.0649235909174651","0.0553902619067408","0.0744569199281894","5"
"PDS/Linke","2013","66 and older","Male","93","0.0488579069908654","0.0379559803620977","0.0597598336196332","5"
"PDS/Linke","2013","66 and older","Female","69","0.0367379788833112","0.0268627640360744","0.046613193730548","5"
"SPD","2013","35-65 y.","Female","735","0.316654801394082","0.298098450744427","0.335211152043736","1"
"SPD","2013","16-34 y.","Male","298","0.327778573525112","0.296091600094054","0.35946554695617","1"
"SPD","2013","16-34 y.","Female","245","0.312372830000413","0.28041659906554","0.344329060935287","1"
"SPD","2013","66 and older","Male","519","0.360693169776463","0.336408245362305","0.384978094190622","1"
"SPD","2013","35-65 y.","Male","851","0.322198128769505","0.304116703796523","0.340279553742486","1"
"SPD","2013","66 and older","Female","479","0.356045341167192","0.330909292843327","0.381181389491057","1"
"AfD","2014","16-34 y.","Female","11","","","","7"
"AfD","2014","66 and older","Male","26","","","","7"
"AfD","2014","16-34 y.","Male","28","","","","7"
"AfD","2014","35-65 y.","Male","84","0.0212410105175851","0.01629450514729","0.0261875158878801","7"
"AfD","2014","35-65 y.","Female","48","0.0127118302075247","0.00896163657045614","0.0164620238445933","7"
"AfD","2014","66 and older","Female","12","","","","7"
"CDU/CSU","2014","16-34 y.","Male","354","0.357986508786416","0.328093128575884","0.387879888996948","2"
"CDU/CSU","2014","16-34 y.","Female","341","0.326286854282037","0.297095881834799","0.355477826729275","2"
"CDU/CSU","2014","35-65 y.","Female","1258","0.364332507716606","0.348222652136169","0.380442363297043","2"
"CDU/CSU","2014","35-65 y.","Male","1324","0.387168422253402","0.370457764370071","0.403879080136733","2"
"CDU/CSU","2014","66 and older","Male","773","0.49674614832571","0.472076929378692","0.521415367272728","2"
"CDU/CSU","2014","66 and older","Female","754","0.525947957325025","0.500543171493401","0.551352743156649","2"
"FDP","2014","16-34 y.","Male","39","0.0340009737434072","0.0227003181186859","0.0453016293681285","3"
"FDP","2014","35-65 y.","Male","112","0.0332443706304424","0.0270941537842864","0.0393945874765983","3"
"FDP","2014","35-65 y.","Female","53","0.0126660625007484","0.00892253928859799","0.0164095857128987","3"
"FDP","2014","66 and older","Male","41","0.0188467125164426","0.012137356671049","0.0255560683618362","3"
"FDP","2014","66 and older","Female","37","0.0223044689501694","0.0147912006240743","0.0298177372762645","3"
"FDP","2014","16-34 y.","Female","20","","","","3"
"Grüne","2014","16-34 y.","Male","135","0.140264990125453","0.118611566741899","0.161918413509007","4"
"Grüne","2014","16-34 y.","Female","236","0.252678380217666","0.225623284229023","0.279733476206309","4"
"Grüne","2014","35-65 y.","Male","451","0.14128478943994","0.129335411478283","0.153234167401596","4"
"Grüne","2014","35-65 y.","Female","736","0.207595486851277","0.194018290197234","0.221172683505321","4"
"Grüne","2014","66 and older","Male","68","0.0330670026393818","0.0242445324988883","0.0418894727798753","4"
"Grüne","2014","66 and older","Female","85","0.0583544749839988","0.0464280042448153","0.0702809457231823","4"
"NPD","2014","16-34 y.","Male","28","","","","6"
"NPD","2014","35-65 y.","Female","16","","","","6"
"NPD","2014","16-34 y.","Female","14","","","","6"
"NPD","2014","66 and older","Male","3","","","","6"
"NPD","2014","35-65 y.","Male","37","0.0149219390889238","0.0107626321478968","0.0190812460299508","6"
"NPD","2014","66 and older","Female","1","","","","6"
