"party","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2018","middle vocational","East Germany","224","0.256361596299704","0.225561871969914","0.287161320629493","2"
"CDU/CSU","2018","vocational + Abi","East Germany","31","0.389088048525262","0.29104889687307","0.487127200177454","2"
"CDU/CSU","2018","higher vocational","West Germany","255","0.459015128102017","0.417925716048013","0.500104540156022","2"
"CDU/CSU","2018","inadequately","West Germany","133","0.273829636319834","0.214905091588839","0.332754181050829","2"
"CDU/CSU","2018","inadequately","East Germany","17","","","","2"
"CDU/CSU","2018","higher education","East Germany","211","0.289552647703438","0.255735358807537","0.32336993659934","2"
"CDU/CSU","2018","general elemantary","East Germany","40","0.303136516380126","0.211671460211244","0.394601572549007","2"
"CDU/CSU","2018","middle vocational","West Germany","1499","0.421297229898834","0.405261076473674","0.437333383323994","2"
"CDU/CSU","2018","higher vocational","East Germany","55","0.383365744916867","0.307068954728633","0.459662535105102","2"
"CDU/CSU","2018","higher education","West Germany","985","0.315380506235535","0.298506434067503","0.332254578403567","2"
"FDP","2018","in school","East Germany","","","","","3"
"FDP","2018","in school","West Germany","5","","","","3"
"FDP","2018","inadequately","West Germany","","","","","3"
"FDP","2018","inadequately","East Germany","","","","","3"
"FDP","2018","general elemantary","West Germany","17","","","","3"
"FDP","2018","general elemantary","East Germany","3","","","","3"
"FDP","2018","middle vocational","East Germany","19","","","","3"
"FDP","2018","vocational + Abi","West Germany","47","0.0502627503723015","0.0349396221860479","0.065585878558555","3"
"FDP","2018","middle vocational","West Germany","147","0.0393353033685297","0.0330220199274167","0.0456485868096427","3"
"FDP","2018","higher vocational","East Germany","11","","","","3"
"FDP","2018","vocational + Abi","East Germany","2","","","","3"
"FDP","2018","higher vocational","West Germany","23","","","","3"
"FDP","2018","higher education","West Germany","221","0.0801722038294678","0.0703107028010442","0.0900337048578914","3"
"FDP","2018","higher education","East Germany","34","0.06358572367781","0.0453919457410411","0.081779501614579","3"
"NPD","2018","higher vocational","West Germany","","","","","6"
"NPD","2018","inadequately","East Germany","","","","","6"
"NPD","2018","general elemantary","West Germany","5","","","","6"
"NPD","2018","general elemantary","East Germany","1","","","","6"
"NPD","2018","middle vocational","West Germany","7","","","","6"
"NPD","2018","higher vocational","East Germany","","","","","6"
"NPD","2018","higher education","West Germany","1","","","","6"
"NPD","2018","higher education","East Germany","","","","","6"
"NPD","2018","middle vocational","East Germany","12","","","","6"
"NPD","2018","vocational + Abi","West Germany","1","","","","6"
"NPD","2018","vocational + Abi","East Germany","1","","","","6"
"NPD","2018","in school","East Germany","","","","","6"
"NPD","2018","in school","West Germany","","","","","6"
"NPD","2018","inadequately","West Germany","","","","","6"
"Other","2018","in school","West Germany","1","","","","8"
"Other","2018","in school","East Germany","1","","","","8"
"Other","2018","inadequately","West Germany","2","","","","8"
"Other","2018","inadequately","East Germany","","","","","8"
"Other","2018","general elemantary","West Germany","16","","","","8"
"Other","2018","general elemantary","East Germany","3","","","","8"
"Other","2018","middle vocational","West Germany","56","0.0128453042101027","0.00918815293340325","0.0165024554868021","8"
"Other","2018","middle vocational","East Germany","11","","","","8"
"Other","2018","vocational + Abi","West Germany","9","","","","8"
"Other","2018","vocational + Abi","East Germany","3","","","","8"
"Other","2018","higher vocational","West Germany","14","","","","8"
"Other","2018","higher vocational","East Germany","2","","","","8"
"Other","2018","higher education","West Germany","38","0.0196170413283907","0.014580962967998","0.0246531196887834","8"
"Other","2018","higher education","East Germany","6","","","","8"
"PDS/Linke","2018","in school","West Germany","9","","","","5"
"PDS/Linke","2018","in school","East Germany","4","","","","5"
"PDS/Linke","2018","vocational + Abi","West Germany","61","0.0883271400492309","0.0684254860505369","0.108228794047925","5"
"PDS/Linke","2018","higher vocational","West Germany","16","","","","5"
"PDS/Linke","2018","middle vocational","East Germany","183","0.231037108252805","0.201304500458056","0.260769716047555","5"
"PDS/Linke","2018","vocational + Abi","East Germany","25","","","","5"
"PDS/Linke","2018","inadequately","West Germany","9","","","","5"
"PDS/Linke","2018","inadequately","East Germany","2","","","","5"
"PDS/Linke","2018","general elemantary","East Germany","16","","","","5"
"PDS/Linke","2018","general elemantary","West Germany","47","0.0474542741323294","0.0322282061027791","0.0626803421618797","5"
"PDS/Linke","2018","middle vocational","West Germany","188","0.0393683961163325","0.0330525663402122","0.0456842258924527","5"
"PDS/Linke","2018","higher vocational","East Germany","24","","","","5"
"PDS/Linke","2018","higher education","West Germany","170","0.0683671178392747","0.0592022989119735","0.0775319367665758","5"
"PDS/Linke","2018","higher education","East Germany","190","0.263731451150441","0.230875945598977","0.296586956701905","5"
"SPD","2018","inadequately","West Germany","48","0.463784266280953","0.397887434827323","0.529681097734582","1"
"SPD","2018","inadequately","East Germany","4","","","","1"
"SPD","2018","general elemantary","West Germany","252","0.36576179586651","0.331268670086066","0.400254921646954","1"
"SPD","2018","general elemantary","East Germany","14","","","","1"
"SPD","2018","higher vocational","East Germany","33","0.222448811564949","0.157186067325695","0.287711555804204","1"
"SPD","2018","higher education","West Germany","619","0.22000198794854","0.204958868666428","0.235045107230652","1"
"SPD","2018","higher education","East Germany","115","0.17204352170269","0.143903010435615","0.200184032969766","1"
"SPD","2018","middle vocational","West Germany","1079","0.320249425999206","0.305096479432782","0.335402372565631","1"
"SPD","2018","middle vocational","East Germany","127","0.156176843900227","0.130568972423763","0.181784715376692","1"
"SPD","2018","vocational + Abi","West Germany","214","0.267974708182352","0.236912486085556","0.299036930279148","1"
"SPD","2018","vocational + Abi","East Germany","12","","","","1"
"SPD","2018","higher vocational","West Germany","149","0.264431546480938","0.228065838482344","0.300797254479533","1"
"SPD","2018","in school","West Germany","21","","","","1"
"SPD","2018","in school","East Germany","","","","","1"
"AfD","2019","in school","West Germany","2","","","","7"
"AfD","2019","in school","East Germany","1","","","","7"
"AfD","2019","vocational + Abi","West Germany","28","","","","7"
"AfD","2019","general elemantary","East Germany","20","","","","7"
"AfD","2019","middle vocational","East Germany","171","0.232928521933907","0.203188143997322","0.262668899870491","7"
"AfD","2019","vocational + Abi","East Germany","19","","","","7"
"AfD","2019","higher vocational","West Germany","30","0.069418475088492","0.0503850234483718","0.0884519267286121","7"
"AfD","2019","middle vocational","West Germany","252","0.0796190084086498","0.0707154224178941","0.0885225943994055","7"
"AfD","2019","inadequately","West Germany","8","","","","7"
"AfD","2019","higher vocational","East Germany","25","","","","7"
"AfD","2019","higher education","East Germany","40","0.065268036585866","0.0486437129134782","0.0818923602582539","7"
"AfD","2019","higher education","West Germany","75","0.0249471091499121","0.0194876009934984","0.0304066173063259","7"
"AfD","2019","general elemantary","West Germany","54","0.108617867137958","0.0839253268430729","0.133310407432843","7"
"AfD","2019","inadequately","East Germany","","","","","7"
"CDU/CSU","2019","in school","West Germany","17","","","","2"
"CDU/CSU","2019","in school","East Germany","2","","","","2"
"CDU/CSU","2019","middle vocational","East Germany","213","0.255532190014996","0.224844584626155","0.286219795403837","2"
"CDU/CSU","2019","vocational + Abi","West Germany","243","0.26925270429019","0.239021254029709","0.29948415455067","2"
"CDU/CSU","2019","vocational + Abi","East Germany","41","0.319735425447041","0.234865581706858","0.404605269187223","2"
"CDU/CSU","2019","higher vocational","West Germany","310","0.387518690802502","0.351035269997889","0.424002111607116","2"
"CDU/CSU","2019","general elemantary","West Germany","211","0.374789126268478","0.336375091423142","0.413203161113815","2"
"CDU/CSU","2019","middle vocational","West Germany","1346","0.379919900321","0.36395586525636","0.39588393538564","2"
"CDU/CSU","2019","higher education","East Germany","253","0.253929758477562","0.224634534449822","0.283224982505302","2"
"CDU/CSU","2019","higher vocational","East Germany","76","0.360903552179739","0.291884276218909","0.429922828140569","2"
"CDU/CSU","2019","inadequately","West Germany","21","","","","2"
"CDU/CSU","2019","inadequately","East Germany","2","","","","2"
"CDU/CSU","2019","higher education","West Germany","985","0.299485818866488","0.283452408230885","0.315519229502091","2"
"CDU/CSU","2019","general elemantary","East Germany","16","","","","2"
"FDP","2019","in school","East Germany","3","","","","3"
"FDP","2019","higher education","West Germany","256","0.0687313565096461","0.0598752207333871","0.077587492285905","3"
"FDP","2019","in school","West Germany","13","","","","3"
"FDP","2019","inadequately","West Germany","","","","","3"
"FDP","2019","inadequately","East Germany","","","","","3"
"FDP","2019","general elemantary","West Germany","15","","","","3"
"FDP","2019","general elemantary","East Germany","2","","","","3"
"FDP","2019","middle vocational","West Germany","178","0.0441885020170024","0.0374290183995162","0.0509479856344885","3"
"FDP","2019","middle vocational","East Germany","24","","","","3"
"FDP","2019","vocational + Abi","West Germany","49","0.0380648776301271","0.0250232905285387","0.0511064647317155","3"
"FDP","2019","vocational + Abi","East Germany","5","","","","3"
"FDP","2019","higher vocational","West Germany","39","0.0393050412046169","0.0247531416237466","0.0538569407854873","3"
"FDP","2019","higher vocational","East Germany","9","","","","3"
"FDP","2019","higher education","East Germany","59","0.0686503779527035","0.0516316144791747","0.0856691414262324","3"
"NPD","2019","middle vocational","West Germany","9","","","","6"
"NPD","2019","general elemantary","West Germany","3","","","","6"
"NPD","2019","general elemantary","East Germany","2","","","","6"
"NPD","2019","middle vocational","East Germany","13","","","","6"
"NPD","2019","higher vocational","West Germany","","","","","6"
"NPD","2019","higher education","West Germany","","","","","6"
"NPD","2019","vocational + Abi","East Germany","","","","","6"
"NPD","2019","inadequately","East Germany","1","","","","6"
"NPD","2019","inadequately","West Germany","","","","","6"
"NPD","2019","vocational + Abi","West Germany","","","","","6"
"NPD","2019","higher vocational","East Germany","","","","","6"
"NPD","2019","higher education","East Germany","","","","","6"
"NPD","2019","in school","West Germany","","","","","6"
"NPD","2019","in school","East Germany","","","","","6"
"Other","2019","in school","West Germany","10","","","","8"
"Other","2019","in school","East Germany","","","","","8"
"Other","2019","inadequately","West Germany","1","","","","8"
"Other","2019","inadequately","East Germany","","","","","8"
"Other","2019","general elemantary","West Germany","14","","","","8"
