"party","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Grüne","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"Grüne","2002","(3b) higher tertiary education","higher vocational","","","",""
"Grüne","2002","(3b) higher tertiary education","higher education","289","0.182985740029634","0.164962602263993","0.201008877795275"
"PDS/Linke","2002","(0) in school","in school","","","",""
"PDS/Linke","2002","(0) in school","inadequately","","","",""
"PDS/Linke","2002","(0) in school","general elemantary","","","",""
"PDS/Linke","2002","(0) in school","middle vocational","","","",""
"PDS/Linke","2002","(0) in school","vocational + Abi","","","",""
"PDS/Linke","2002","(0) in school","higher vocational","","","",""
"PDS/Linke","2002","(0) in school","higher education","","","",""
"PDS/Linke","2002","(1a) inadequately completed","in school","","","",""
"PDS/Linke","2002","(1a) inadequately completed","inadequately","","","",""
"PDS/Linke","2002","(1a) inadequately completed","general elemantary","","","",""
"PDS/Linke","2002","(1a) inadequately completed","middle vocational","","","",""
"PDS/Linke","2002","(1a) inadequately completed","vocational + Abi","","","",""
"PDS/Linke","2002","(1a) inadequately completed","higher vocational","","","",""
"PDS/Linke","2002","(1a) inadequately completed","higher education","","","",""
"PDS/Linke","2002","(1b) general elementary school","in school","","","",""
"PDS/Linke","2002","(1b) general elementary school","inadequately","","","",""
"PDS/Linke","2002","(1b) general elementary school","general elemantary","","","",""
"PDS/Linke","2002","(1b) general elementary school","middle vocational","","","",""
"PDS/Linke","2002","(1b) general elementary school","vocational + Abi","","","",""
"PDS/Linke","2002","(1b) general elementary school","higher vocational","","","",""
"PDS/Linke","2002","(1b) general elementary school","higher education","","","",""
"PDS/Linke","2002","(1c) basic vocational qualification","in school","","","",""
"PDS/Linke","2002","(1c) basic vocational qualification","inadequately","","","",""
"PDS/Linke","2002","(1c) basic vocational qualification","general elemantary","","","",""
"PDS/Linke","2002","(1c) basic vocational qualification","middle vocational","99","0.0338883811602296","0.027025104203688","0.0407516581167712"
"PDS/Linke","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"PDS/Linke","2002","(1c) basic vocational qualification","higher vocational","","","",""
"PDS/Linke","2002","(1c) basic vocational qualification","higher education","","","",""
"PDS/Linke","2002","(2b) intermediate general qualification","in school","","","",""
"PDS/Linke","2002","(2b) intermediate general qualification","inadequately","","","",""
"PDS/Linke","2002","(2b) intermediate general qualification","general elemantary","","","",""
"PDS/Linke","2002","(2b) intermediate general qualification","middle vocational","","","",""
"PDS/Linke","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"PDS/Linke","2002","(2b) intermediate general qualification","higher vocational","","","",""
"PDS/Linke","2002","(2b) intermediate general qualification","higher education","","","",""
"PDS/Linke","2002","(2a) intermediate vocational","in school","","","",""
"PDS/Linke","2002","(2a) intermediate vocational","inadequately","","","",""
"PDS/Linke","2002","(2a) intermediate vocational","general elemantary","","","",""
"PDS/Linke","2002","(2a) intermediate vocational","middle vocational","103","0.0496594182569036","0.0400074224538753","0.0593114140599318"
"PDS/Linke","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"PDS/Linke","2002","(2a) intermediate vocational","higher vocational","","","",""
"PDS/Linke","2002","(2a) intermediate vocational","higher education","","","",""
"PDS/Linke","2002","(2c_gen) general maturity certificate","in school","","","",""
"PDS/Linke","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"PDS/Linke","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"PDS/Linke","2002","(2c_gen) general maturity certificate","middle vocational","","","",""
"PDS/Linke","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"PDS/Linke","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"PDS/Linke","2002","(2c_gen) general maturity certificate","higher education","","","",""
"PDS/Linke","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"PDS/Linke","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"PDS/Linke","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"PDS/Linke","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"PDS/Linke","2002","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"PDS/Linke","2002","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"PDS/Linke","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"PDS/Linke","2002","(3a) lower tertiary education","in school","","","",""
"PDS/Linke","2002","(3a) lower tertiary education","inadequately","","","",""
"PDS/Linke","2002","(3a) lower tertiary education","general elemantary","","","",""
"PDS/Linke","2002","(3a) lower tertiary education","middle vocational","","","",""
"PDS/Linke","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"PDS/Linke","2002","(3a) lower tertiary education","higher vocational","","","",""
"PDS/Linke","2002","(3a) lower tertiary education","higher education","108","0.108289857013374","0.0892662922260914","0.127313421800656"
"PDS/Linke","2002","(3b) higher tertiary education","in school","","","",""
"PDS/Linke","2002","(3b) higher tertiary education","inadequately","","","",""
"PDS/Linke","2002","(3b) higher tertiary education","general elemantary","","","",""
"PDS/Linke","2002","(3b) higher tertiary education","middle vocational","","","",""
"PDS/Linke","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"PDS/Linke","2002","(3b) higher tertiary education","higher vocational","","","",""
"PDS/Linke","2002","(3b) higher tertiary education","higher education","130","0.0769948415190299","0.0645685985954705","0.0894210844425894"
"NPD Combination","2002","(0) in school","in school","","","",""
"NPD Combination","2002","(0) in school","inadequately","","","",""
"NPD Combination","2002","(0) in school","general elemantary","","","",""
"NPD Combination","2002","(0) in school","middle vocational","","","",""
"NPD Combination","2002","(0) in school","vocational + Abi","","","",""
"NPD Combination","2002","(0) in school","higher vocational","","","",""
"NPD Combination","2002","(0) in school","higher education","","","",""
"NPD Combination","2002","(1a) inadequately completed","in school","","","",""
"NPD Combination","2002","(1a) inadequately completed","inadequately","","","",""
"NPD Combination","2002","(1a) inadequately completed","general elemantary","","","",""
"NPD Combination","2002","(1a) inadequately completed","middle vocational","","","",""
"NPD Combination","2002","(1a) inadequately completed","vocational + Abi","","","",""
"NPD Combination","2002","(1a) inadequately completed","higher vocational","","","",""
"NPD Combination","2002","(1a) inadequately completed","higher education","","","",""
"NPD Combination","2002","(1b) general elementary school","in school","","","",""
"NPD Combination","2002","(1b) general elementary school","inadequately","","","",""
"NPD Combination","2002","(1b) general elementary school","general elemantary","","","",""
"NPD Combination","2002","(1b) general elementary school","middle vocational","","","",""
"NPD Combination","2002","(1b) general elementary school","vocational + Abi","","","",""
"NPD Combination","2002","(1b) general elementary school","higher vocational","","","",""
"NPD Combination","2002","(1b) general elementary school","higher education","","","",""
"NPD Combination","2002","(1c) basic vocational qualification","in school","","","",""
"NPD Combination","2002","(1c) basic vocational qualification","inadequately","","","",""
"NPD Combination","2002","(1c) basic vocational qualification","general elemantary","","","",""
"NPD Combination","2002","(1c) basic vocational qualification","middle vocational","","","",""
"NPD Combination","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"NPD Combination","2002","(1c) basic vocational qualification","higher vocational","","","",""
"NPD Combination","2002","(1c) basic vocational qualification","higher education","","","",""
"NPD Combination","2002","(2b) intermediate general qualification","in school","","","",""
"NPD Combination","2002","(2b) intermediate general qualification","inadequately","","","",""
"NPD Combination","2002","(2b) intermediate general qualification","general elemantary","","","",""
"NPD Combination","2002","(2b) intermediate general qualification","middle vocational","","","",""
"NPD Combination","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"NPD Combination","2002","(2b) intermediate general qualification","higher vocational","","","",""
"NPD Combination","2002","(2b) intermediate general qualification","higher education","","","",""
"NPD Combination","2002","(2a) intermediate vocational","in school","","","",""
"NPD Combination","2002","(2a) intermediate vocational","inadequately","","","",""
"NPD Combination","2002","(2a) intermediate vocational","general elemantary","","","",""
"NPD Combination","2002","(2a) intermediate vocational","middle vocational","31","0.0180252352094823","0.0121141488146856","0.0239363216042789"
"NPD Combination","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"NPD Combination","2002","(2a) intermediate vocational","higher vocational","","","",""
"NPD Combination","2002","(2a) intermediate vocational","higher education","","","",""
"NPD Combination","2002","(2c_gen) general maturity certificate","in school","","","",""
"NPD Combination","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"NPD Combination","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"NPD Combination","2002","(2c_gen) general maturity certificate","middle vocational","","","",""
"NPD Combination","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"NPD Combination","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"NPD Combination","2002","(2c_gen) general maturity certificate","higher education","","","",""
"NPD Combination","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"NPD Combination","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"NPD Combination","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"NPD Combination","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"NPD Combination","2002","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"NPD Combination","2002","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"NPD Combination","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"NPD Combination","2002","(3a) lower tertiary education","in school","","","",""
"NPD Combination","2002","(3a) lower tertiary education","inadequately","","","",""
"NPD Combination","2002","(3a) lower tertiary education","general elemantary","","","",""
"NPD Combination","2002","(3a) lower tertiary education","middle vocational","","","",""
"NPD Combination","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"NPD Combination","2002","(3a) lower tertiary education","higher vocational","","","",""
"NPD Combination","2002","(3a) lower tertiary education","higher education","","","",""
"NPD Combination","2002","(3b) higher tertiary education","in school","","","",""
"NPD Combination","2002","(3b) higher tertiary education","inadequately","","","",""
"NPD Combination","2002","(3b) higher tertiary education","general elemantary","","","",""
"NPD Combination","2002","(3b) higher tertiary education","middle vocational","","","",""
"NPD Combination","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"NPD Combination","2002","(3b) higher tertiary education","higher vocational","","","",""
"NPD Combination","2002","(3b) higher tertiary education","higher education","","","",""
"AfD","2002","(0) in school","in school","","","",""
"AfD","2002","(0) in school","inadequately","","","",""
"AfD","2002","(0) in school","general elemantary","","","",""
"AfD","2002","(0) in school","middle vocational","","","",""
"AfD","2002","(0) in school","vocational + Abi","","","",""
"AfD","2002","(0) in school","higher vocational","","","",""
"AfD","2002","(0) in school","higher education","","","",""
"AfD","2002","(1a) inadequately completed","in school","","","",""
"AfD","2002","(1a) inadequately completed","inadequately","","","",""
"AfD","2002","(1a) inadequately completed","general elemantary","","","",""
"AfD","2002","(1a) inadequately completed","middle vocational","","","",""
"AfD","2002","(1a) inadequately completed","vocational + Abi","","","",""
"AfD","2002","(1a) inadequately completed","higher vocational","","","",""
"AfD","2002","(1a) inadequately completed","higher education","","","",""
"AfD","2002","(1b) general elementary school","in school","","","",""
"AfD","2002","(1b) general elementary school","inadequately","","","",""
"AfD","2002","(1b) general elementary school","general elemantary","","","",""
"AfD","2002","(1b) general elementary school","middle vocational","","","",""
"AfD","2002","(1b) general elementary school","vocational + Abi","","","",""
"AfD","2002","(1b) general elementary school","higher vocational","","","",""
"AfD","2002","(1b) general elementary school","higher education","","","",""
"AfD","2002","(1c) basic vocational qualification","in school","","","",""
"AfD","2002","(1c) basic vocational qualification","inadequately","","","",""
"AfD","2002","(1c) basic vocational qualification","general elemantary","","","",""
"AfD","2002","(1c) basic vocational qualification","middle vocational","","","",""
"AfD","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"AfD","2002","(1c) basic vocational qualification","higher vocational","","","",""
"AfD","2002","(1c) basic vocational qualification","higher education","","","",""
"AfD","2002","(2b) intermediate general qualification","in school","","","",""
"AfD","2002","(2b) intermediate general qualification","inadequately","","","",""
"AfD","2002","(2b) intermediate general qualification","general elemantary","","","",""
"AfD","2002","(2b) intermediate general qualification","middle vocational","","","",""
"AfD","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"AfD","2002","(2b) intermediate general qualification","higher vocational","","","",""
"AfD","2002","(2b) intermediate general qualification","higher education","","","",""
"AfD","2002","(2a) intermediate vocational","in school","","","",""
"AfD","2002","(2a) intermediate vocational","inadequately","","","",""
"AfD","2002","(2a) intermediate vocational","general elemantary","","","",""
"AfD","2002","(2a) intermediate vocational","middle vocational","","","",""
"AfD","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"AfD","2002","(2a) intermediate vocational","higher vocational","","","",""
"AfD","2002","(2a) intermediate vocational","higher education","","","",""
"AfD","2002","(2c_gen) general maturity certificate","in school","","","",""
"AfD","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"AfD","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"AfD","2002","(2c_gen) general maturity certificate","middle vocational","","","",""
"AfD","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"AfD","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"AfD","2002","(2c_gen) general maturity certificate","higher education","","","",""
"AfD","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"AfD","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"AfD","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"AfD","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"AfD","2002","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"AfD","2002","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"AfD","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"AfD","2002","(3a) lower tertiary education","in school","","","",""
"AfD","2002","(3a) lower tertiary education","inadequately","","","",""
"AfD","2002","(3a) lower tertiary education","general elemantary","","","",""
"AfD","2002","(3a) lower tertiary education","middle vocational","","","",""
"AfD","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"AfD","2002","(3a) lower tertiary education","higher vocational","","","",""
"AfD","2002","(3a) lower tertiary education","higher education","","","",""
"AfD","2002","(3b) higher tertiary education","in school","","","",""
"AfD","2002","(3b) higher tertiary education","inadequately","","","",""
"AfD","2002","(3b) higher tertiary education","general elemantary","","","",""
"AfD","2002","(3b) higher tertiary education","middle vocational","","","",""
"AfD","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"AfD","2002","(3b) higher tertiary education","higher vocational","","","",""
"AfD","2002","(3b) higher tertiary education","higher education","","","",""
"Other","2002","(0) in school","in school","","","",""
"Other","2002","(0) in school","inadequately","","","",""
"Other","2002","(0) in school","general elemantary","","","",""
"Other","2002","(0) in school","middle vocational","","","",""
"Other","2002","(0) in school","vocational + Abi","","","",""
"Other","2002","(0) in school","higher vocational","","","",""
"Other","2002","(0) in school","higher education","","","",""
"Other","2002","(1a) inadequately completed","in school","","","",""
"Other","2002","(1a) inadequately completed","inadequately","","","",""
"Other","2002","(1a) inadequately completed","general elemantary","","","",""
"Other","2002","(1a) inadequately completed","middle vocational","","","",""
"Other","2002","(1a) inadequately completed","vocational + Abi","","","",""
"Other","2002","(1a) inadequately completed","higher vocational","","","",""
"Other","2002","(1a) inadequately completed","higher education","","","",""
"Other","2002","(1b) general elementary school","in school","","","",""
"Other","2002","(1b) general elementary school","inadequately","","","",""
"Other","2002","(1b) general elementary school","general elemantary","","","",""
"Other","2002","(1b) general elementary school","middle vocational","","","",""
"Other","2002","(1b) general elementary school","vocational + Abi","","","",""
"Other","2002","(1b) general elementary school","higher vocational","","","",""
"Other","2002","(1b) general elementary school","higher education","","","",""
"Other","2002","(1c) basic vocational qualification","in school","","","",""
"Other","2002","(1c) basic vocational qualification","inadequately","","","",""
"Other","2002","(1c) basic vocational qualification","general elemantary","","","",""
"Other","2002","(1c) basic vocational qualification","middle vocational","33","0.0145542487665276","0.0100116569110858","0.0190968406219693"
"Other","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","2002","(1c) basic vocational qualification","higher vocational","","","",""
"Other","2002","(1c) basic vocational qualification","higher education","","","",""
"Other","2002","(2b) intermediate general qualification","in school","","","",""
"Other","2002","(2b) intermediate general qualification","inadequately","","","",""
"Other","2002","(2b) intermediate general qualification","general elemantary","","","",""
"Other","2002","(2b) intermediate general qualification","middle vocational","","","",""
"Other","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","2002","(2b) intermediate general qualification","higher vocational","","","",""
"Other","2002","(2b) intermediate general qualification","higher education","","","",""
"Other","2002","(2a) intermediate vocational","in school","","","",""
"Other","2002","(2a) intermediate vocational","inadequately","","","",""
"Other","2002","(2a) intermediate vocational","general elemantary","","","",""
"Other","2002","(2a) intermediate vocational","middle vocational","","","",""
"Other","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","2002","(2a) intermediate vocational","higher vocational","","","",""
"Other","2002","(2a) intermediate vocational","higher education","","","",""
"Other","2002","(2c_gen) general maturity certificate","in school","","","",""
"Other","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","2002","(2c_gen) general maturity certificate","middle vocational","","","",""
"Other","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","2002","(2c_gen) general maturity certificate","higher education","","","",""
"Other","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","2002","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Other","2002","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","2002","(3a) lower tertiary education","in school","","","",""
"Other","2002","(3a) lower tertiary education","inadequately","","","",""
"Other","2002","(3a) lower tertiary education","general elemantary","","","",""
"Other","2002","(3a) lower tertiary education","middle vocational","","","",""
"Other","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","2002","(3a) lower tertiary education","higher vocational","","","",""
"Other","2002","(3a) lower tertiary education","higher education","","","",""
"Other","2002","(3b) higher tertiary education","in school","","","",""
"Other","2002","(3b) higher tertiary education","inadequately","","","",""
"Other","2002","(3b) higher tertiary education","general elemantary","","","",""
"Other","2002","(3b) higher tertiary education","middle vocational","","","",""
"Other","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","2002","(3b) higher tertiary education","higher vocational","","","",""
"Other","2002","(3b) higher tertiary education","higher education","","","",""
"CDU/CSU","2003","(0) in school","in school","77","0.439088090531821","0.37065036530103","0.507525815762612"
"CDU/CSU","2003","(0) in school","inadequately","","","",""
"CDU/CSU","2003","(0) in school","general elemantary","","","",""
"CDU/CSU","2003","(0) in school","middle vocational","","","",""
"CDU/CSU","2003","(0) in school","vocational + Abi","","","",""
"CDU/CSU","2003","(0) in school","higher vocational","","","",""
"CDU/CSU","2003","(0) in school","higher education","","","",""
"CDU/CSU","2003","(1a) inadequately completed","in school","","","",""
"CDU/CSU","2003","(1a) inadequately completed","inadequately","","","",""
"CDU/CSU","2003","(1a) inadequately completed","general elemantary","","","",""
"CDU/CSU","2003","(1a) inadequately completed","middle vocational","","","",""
"CDU/CSU","2003","(1a) inadequately completed","vocational + Abi","","","",""
"CDU/CSU","2003","(1a) inadequately completed","higher vocational","","","",""
"CDU/CSU","2003","(1a) inadequately completed","higher education","","","",""
"CDU/CSU","2003","(1b) general elementary school","in school","","","",""
"CDU/CSU","2003","(1b) general elementary school","inadequately","","","",""
"CDU/CSU","2003","(1b) general elementary school","general elemantary","310","0.410628358209899","0.374569318468021","0.446687397951777"
"CDU/CSU","2003","(1b) general elementary school","middle vocational","","","",""
"CDU/CSU","2003","(1b) general elementary school","vocational + Abi","","","",""
"CDU/CSU","2003","(1b) general elementary school","higher vocational","","","",""
"CDU/CSU","2003","(1b) general elementary school","higher education","","","",""
"CDU/CSU","2003","(1c) basic vocational qualification","in school","","","",""
"CDU/CSU","2003","(1c) basic vocational qualification","inadequately","","","",""
"CDU/CSU","2003","(1c) basic vocational qualification","general elemantary","","","",""
"CDU/CSU","2003","(1c) basic vocational qualification","middle vocational","1227","0.452378776279535","0.433385410073538","0.471372142485532"
"CDU/CSU","2003","(1c) basic vocational qualification","vocational + Abi","","","",""
"CDU/CSU","2003","(1c) basic vocational qualification","higher vocational","154","0.537488027069506","0.480878979761251","0.594097074377762"
"CDU/CSU","2003","(1c) basic vocational qualification","higher education","","","",""
"CDU/CSU","2003","(2b) intermediate general qualification","in school","","","",""
"CDU/CSU","2003","(2b) intermediate general qualification","inadequately","","","",""
"CDU/CSU","2003","(2b) intermediate general qualification","general elemantary","94","0.451251665140015","0.385792928331644","0.516710401948387"
"CDU/CSU","2003","(2b) intermediate general qualification","middle vocational","","","",""
"CDU/CSU","2003","(2b) intermediate general qualification","vocational + Abi","","","",""
"CDU/CSU","2003","(2b) intermediate general qualification","higher vocational","","","",""
"CDU/CSU","2003","(2b) intermediate general qualification","higher education","","","",""
"CDU/CSU","2003","(2a) intermediate vocational","in school","","","",""
"CDU/CSU","2003","(2a) intermediate vocational","inadequately","","","",""
"CDU/CSU","2003","(2a) intermediate vocational","general elemantary","","","",""
"CDU/CSU","2003","(2a) intermediate vocational","middle vocational","986","0.492597258010459","0.470631613398934","0.514562902621984"
"CDU/CSU","2003","(2a) intermediate vocational","vocational + Abi","","","",""
"CDU/CSU","2003","(2a) intermediate vocational","higher vocational","176","0.412981854067768","0.364548551280343","0.461415156855193"
"CDU/CSU","2003","(2a) intermediate vocational","higher education","","","",""
"CDU/CSU","2003","(2c_gen) general maturity certificate","in school","","","",""
"CDU/CSU","2003","(2c_gen) general maturity certificate","inadequately","","","",""
"CDU/CSU","2003","(2c_gen) general maturity certificate","general elemantary","","","",""
"CDU/CSU","2003","(2c_gen) general maturity certificate","middle vocational","139","0.282497359380297","0.24103844380778","0.323956274952814"
"CDU/CSU","2003","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"CDU/CSU","2003","(2c_gen) general maturity certificate","higher vocational","","","",""
"CDU/CSU","2003","(2c_gen) general maturity certificate","higher education","","","",""
"CDU/CSU","2003","(2c_voc) vocational maturity certificate","in school","","","",""
"CDU/CSU","2003","(2c_voc) vocational maturity certificate","inadequately","","","",""
"CDU/CSU","2003","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"CDU/CSU","2003","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"CDU/CSU","2003","(2c_voc) vocational maturity certificate","vocational + Abi","241","0.403709750093453","0.36425326977772","0.443166230409186"
"CDU/CSU","2003","(2c_voc) vocational maturity certificate","higher vocational","104","0.449428857223661","0.38528142142965","0.513576293017671"
"CDU/CSU","2003","(2c_voc) vocational maturity certificate","higher education","","","",""
"CDU/CSU","2003","(3a) lower tertiary education","in school","","","",""
"CDU/CSU","2003","(3a) lower tertiary education","inadequately","","","",""
"CDU/CSU","2003","(3a) lower tertiary education","general elemantary","","","",""
"CDU/CSU","2003","(3a) lower tertiary education","middle vocational","","","",""
"CDU/CSU","2003","(3a) lower tertiary education","vocational + Abi","","","",""
"CDU/CSU","2003","(3a) lower tertiary education","higher vocational","","","",""
"CDU/CSU","2003","(3a) lower tertiary education","higher education","420","0.386973429267531","0.357214272166468","0.416732586368594"
"CDU/CSU","2003","(3b) higher tertiary education","in school","","","",""
"CDU/CSU","2003","(3b) higher tertiary education","inadequately","","","",""
"CDU/CSU","2003","(3b) higher tertiary education","general elemantary","","","",""
"CDU/CSU","2003","(3b) higher tertiary education","middle vocational","","","",""
"CDU/CSU","2003","(3b) higher tertiary education","vocational + Abi","","","",""
"CDU/CSU","2003","(3b) higher tertiary education","higher vocational","","","",""
"CDU/CSU","2003","(3b) higher tertiary education","higher education","666","0.360870342111642","0.338420735420556","0.383319948802728"
"SPD","2003","(0) in school","in school","51","0.243129223121192","0.183972806878461","0.302285639363923"
"SPD","2003","(0) in school","inadequately","","","",""
"SPD","2003","(0) in school","general elemantary","","","",""
"SPD","2003","(0) in school","middle vocational","","","",""
"SPD","2003","(0) in school","vocational + Abi","","","",""
"SPD","2003","(0) in school","higher vocational","","","",""
"SPD","2003","(0) in school","higher education","","","",""
"SPD","2003","(1a) inadequately completed","in school","","","",""
"SPD","2003","(1a) inadequately completed","inadequately","","","",""
"SPD","2003","(1a) inadequately completed","general elemantary","","","",""
"SPD","2003","(1a) inadequately completed","middle vocational","","","",""
"SPD","2003","(1a) inadequately completed","vocational + Abi","","","",""
"SPD","2003","(1a) inadequately completed","higher vocational","","","",""
"SPD","2003","(1a) inadequately completed","higher education","","","",""
"SPD","2003","(1b) general elementary school","in school","","","",""
"SPD","2003","(1b) general elementary school","inadequately","","","",""
"SPD","2003","(1b) general elementary school","general elemantary","352","0.514702468944381","0.478069068206617","0.551335869682145"
"SPD","2003","(1b) general elementary school","middle vocational","","","",""
"SPD","2003","(1b) general elementary school","vocational + Abi","","","",""
"SPD","2003","(1b) general elementary school","higher vocational","","","",""
"SPD","2003","(1b) general elementary school","higher education","","","",""
"SPD","2003","(1c) basic vocational qualification","in school","","","",""
"SPD","2003","(1c) basic vocational qualification","inadequately","","","",""
"SPD","2003","(1c) basic vocational qualification","general elemantary","","","",""
"SPD","2003","(1c) basic vocational qualification","middle vocational","1177","0.461220416369235","0.442197788051288","0.480243044687183"
"SPD","2003","(1c) basic vocational qualification","vocational + Abi","","","",""
"SPD","2003","(1c) basic vocational qualification","higher vocational","112","0.349593376636515","0.295453902318223","0.403732850954807"
"SPD","2003","(1c) basic vocational qualification","higher education","","","",""
"SPD","2003","(2b) intermediate general qualification","in school","","","",""
"SPD","2003","(2b) intermediate general qualification","inadequately","","","",""
"SPD","2003","(2b) intermediate general qualification","general elemantary","63","0.289125648064105","0.229489259454597","0.348762036673613"
"SPD","2003","(2b) intermediate general qualification","middle vocational","","","",""
"SPD","2003","(2b) intermediate general qualification","vocational + Abi","","","",""
"SPD","2003","(2b) intermediate general qualification","higher vocational","","","",""
"SPD","2003","(2b) intermediate general qualification","higher education","","","",""
"SPD","2003","(2a) intermediate vocational","in school","","","",""
"SPD","2003","(2a) intermediate vocational","inadequately","","","",""
"SPD","2003","(2a) intermediate vocational","general elemantary","","","",""
"SPD","2003","(2a) intermediate vocational","middle vocational","692","0.352435355429988","0.3314458187514","0.373424892108577"
"SPD","2003","(2a) intermediate vocational","vocational + Abi","","","",""
"SPD","2003","(2a) intermediate vocational","higher vocational","138","0.35901087123454","0.311822827915365","0.406198914553715"
"SPD","2003","(2a) intermediate vocational","higher education","","","",""
"SPD","2003","(2c_gen) general maturity certificate","in school","","","",""
"SPD","2003","(2c_gen) general maturity certificate","inadequately","","","",""
"SPD","2003","(2c_gen) general maturity certificate","general elemantary","","","",""
"SPD","2003","(2c_gen) general maturity certificate","middle vocational","155","0.307122883178256","0.264643012367603","0.349602753988908"
"SPD","2003","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"SPD","2003","(2c_gen) general maturity certificate","higher vocational","","","",""
"SPD","2003","(2c_gen) general maturity certificate","higher education","","","",""
"SPD","2003","(2c_voc) vocational maturity certificate","in school","","","",""
"SPD","2003","(2c_voc) vocational maturity certificate","inadequately","","","",""
"SPD","2003","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"SPD","2003","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"SPD","2003","(2c_voc) vocational maturity certificate","vocational + Abi","204","0.323380231857558","0.285763250352755","0.360997213362361"
"SPD","2003","(2c_voc) vocational maturity certificate","higher vocational","79","0.335489445782584","0.274601338560501","0.396377553004667"
"SPD","2003","(2c_voc) vocational maturity certificate","higher education","","","",""
"SPD","2003","(3a) lower tertiary education","in school","","","",""
"SPD","2003","(3a) lower tertiary education","inadequately","","","",""
"SPD","2003","(3a) lower tertiary education","general elemantary","","","",""
