"party","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"NPD Combination","2012","Couple + C. GT 16 ","Male","11","","","","6"
"NPD Combination","2012","Couple + C. LE and GT 16","Female","","","","","6"
"NPD Combination","2012","(Married) couple without C. ","Female","3","","","","6"
"NPD Combination","2012","1-pers.-HH","Male","14","","","","6"
"NPD Combination","2012","Single parent ","Male","3","","","","6"
"NPD Combination","2012","Couple + C. LE 16 ","Male","18","","","","6"
"NPD Combination","2012","Couple + C. GT 16 ","Female","3","","","","6"
"NPD Combination","2012","Couple + C. LE and GT 16","Male","1","","","","6"
"Other","2012","1-pers.-HH","Male","33","0.0535839288233771","0.0369608347586253","0.0702070228881289","8"
"Other","2012","1-pers.-HH","Female","14","","","","8"
"Other","2012","Couple + C. LE 16 ","Female","10","","","","8"
"Other","2012","Couple + C. GT 16 ","Male","27","","","","8"
"Other","2012","Couple + C. GT 16 ","Female","14","","","","8"
"Other","2012","(Married) couple without C. ","Male","53","0.0267884753631632","0.0200703661461561","0.0335065845801702","8"
"Other","2012","(Married) couple without C. ","Female","32","0.0242148020978594","0.0171893415173638","0.031240262678355","8"
"Other","2012","Single parent ","Female","11","","","","8"
"Other","2012","Couple + C. LE 16 ","Male","29","","","","8"
"Other","2012","Single parent ","Male","12","","","","8"
"Other","2012","Couple + C. LE and GT 16","Male","17","","","","8"
"Other","2012","Couple + C. LE and GT 16","Female","5","","","","8"
"PDS/Linke","2012","1-pers.-HH","Female","65","0.0656608530319693","0.0494337084273699","0.0818879976365687","5"
"PDS/Linke","2012","(Married) couple without C. ","Female","95","0.0431293720034961","0.0338446179189131","0.0524141260880792","5"
"PDS/Linke","2012","Single parent ","Female","22","","","","5"
"PDS/Linke","2012","1-pers.-HH","Male","68","0.0852942448568746","0.0646758855976793","0.10591260411607","5"
"PDS/Linke","2012","(Married) couple without C. ","Male","159","0.0560853169460699","0.0465120449109931","0.0656585889811467","5"
"PDS/Linke","2012","Single parent ","Male","6","","","","5"
"PDS/Linke","2012","Couple + C. LE 16 ","Male","30","0.0505287991909569","0.0332877919938369","0.0677698063880769","5"
"PDS/Linke","2012","Couple + C. LE 16 ","Female","10","","","","5"
"PDS/Linke","2012","Couple + C. GT 16 ","Male","36","0.0535381714352145","0.0366315100800548","0.0704448327903741","5"
"PDS/Linke","2012","Couple + C. GT 16 ","Female","28","","","","5"
"PDS/Linke","2012","Couple + C. LE and GT 16","Male","5","","","","5"
"PDS/Linke","2012","Couple + C. LE and GT 16","Female","4","","","","5"
"SPD","2012","1-pers.-HH","Male","244","0.352075481903951","0.316819433730634","0.387331530077268","2"
"SPD","2012","1-pers.-HH","Female","293","0.327160900525728","0.296423093391044","0.357898707660412","2"
"SPD","2012","Single parent ","Male","35","0.291624486142768","0.208554730210497","0.374694242075039","2"
"SPD","2012","(Married) couple without C. ","Female","635","0.355001520529554","0.333131374724762","0.376871666334346","2"
"SPD","2012","(Married) couple without C. ","Male","738","0.330142432214303","0.31057601330979","0.349708851118815","2"
"SPD","2012","Couple + C. LE 16 ","Male","169","0.276026425803592","0.240838883497129","0.311213968110055","2"
"SPD","2012","Couple + C. LE 16 ","Female","154","0.277452985903325","0.239999721578048","0.314906250228603","2"
"SPD","2012","Couple + C. GT 16 ","Male","223","0.328162110423131","0.292896532967012","0.363427687879249","2"
"SPD","2012","Couple + C. GT 16 ","Female","143","0.288523042252889","0.248967850526818","0.328078233978961","2"
"SPD","2012","Couple + C. LE and GT 16","Male","65","0.37273860908833","0.307340542046465","0.438136676130194","2"
"SPD","2012","Couple + C. LE and GT 16","Female","42","0.269809202403219","0.202691047843859","0.336927356962579","2"
"SPD","2012","Single parent ","Female","86","0.341025672917795","0.284480700851344","0.397570644984246","2"
"AfD","2013","1-pers.-HH","Female","","","","","7"
"AfD","2013","(Married) couple without C. ","Male","","","","","7"
"AfD","2013","(Married) couple without C. ","Female","","","","","7"
"AfD","2013","1-pers.-HH","Male","","","","","7"
"AfD","2013","Single parent ","Male","","","","","7"
"AfD","2013","Single parent ","Female","","","","","7"
"AfD","2013","Couple + C. LE 16 ","Male","","","","","7"
"AfD","2013","Couple + C. LE 16 ","Female","","","","","7"
"AfD","2013","Couple + C. GT 16 ","Male","","","","","7"
"AfD","2013","Couple + C. GT 16 ","Female","","","","","7"
"AfD","2013","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","2013","Couple + C. LE and GT 16","Female","","","","","7"
"CDU/CSU","2013","Couple + C. LE and GT 16","Male","99","0.457072543888574","0.395198017608518","0.518947070168631","1"
"CDU/CSU","2013","Couple + C. LE 16 ","Female","245","0.370993938066321","0.33365573384728","0.408332142285362","1"
"CDU/CSU","2013","Couple + C. GT 16 ","Female","232","0.429280917709388","0.387299272774421","0.471262562644356","1"
"CDU/CSU","2013","Couple + C. LE and GT 16","Female","75","0.351407991183989","0.288888462510105","0.413927519857873","1"
"CDU/CSU","2013","Couple + C. LE 16 ","Male","320","0.408886477252367","0.37488270179987","0.442890252704864","1"
"CDU/CSU","2013","Couple + C. GT 16 ","Male","301","0.421494568943496","0.385375580351063","0.457613557535929","1"
"CDU/CSU","2013","1-pers.-HH","Male","242","0.306885787933656","0.273127586255582","0.34064398961173","1"
"CDU/CSU","2013","1-pers.-HH","Female","359","0.395012085490376","0.363525821034066","0.426498349946686","1"
"CDU/CSU","2013","(Married) couple without C. ","Male","1015","0.458450429099916","0.437948433173897","0.478952425025934","1"
"CDU/CSU","2013","(Married) couple without C. ","Female","853","0.438137096564044","0.415961329994058","0.46031286313403","1"
"CDU/CSU","2013","Single parent ","Female","83","0.280877915352643","0.231481590189475","0.33027424051581","1"
"CDU/CSU","2013","Single parent ","Male","38","0.320644098882282","0.238162734332056","0.403125463432508","1"
"FDP","2013","Couple + C. GT 16 ","Male","20","","","","3"
"FDP","2013","Couple + C. GT 16 ","Female","11","","","","3"
"FDP","2013","Couple + C. LE and GT 16","Male","7","","","","3"
"FDP","2013","Single parent ","Female","3","","","","3"
"FDP","2013","Couple + C. LE 16 ","Female","14","","","","3"
"FDP","2013","(Married) couple without C. ","Male","83","0.0327014016471648","0.0253833696137454","0.0400194336805843","3"
"FDP","2013","(Married) couple without C. ","Female","49","0.0220876779628725","0.0155189172908151","0.0286564386349299","3"
"FDP","2013","Couple + C. LE 16 ","Male","37","0.0412671133270629","0.0275095609108396","0.0550246657432863","3"
"FDP","2013","1-pers.-HH","Male","32","0.0411263758543528","0.0265908944586433","0.0556618572500622","3"
"FDP","2013","1-pers.-HH","Female","21","","","","3"
"FDP","2013","Single parent ","Male","3","","","","3"
"FDP","2013","Couple + C. LE and GT 16","Female","4","","","","3"
"NPD Combination","2013","1-pers.-HH","Female","4","","","","6"
"NPD Combination","2013","(Married) couple without C. ","Male","15","","","","6"
"NPD Combination","2013","Single parent ","Female","4","","","","6"
"NPD Combination","2013","(Married) couple without C. ","Female","4","","","","6"
"NPD Combination","2013","Couple + C. LE 16 ","Male","10","","","","6"
"NPD Combination","2013","Couple + C. LE 16 ","Female","2","","","","6"
"NPD Combination","2013","Couple + C. GT 16 ","Male","10","","","","6"
"NPD Combination","2013","1-pers.-HH","Male","9","","","","6"
"NPD Combination","2013","Single parent ","Male","2","","","","6"
"NPD Combination","2013","Couple + C. LE and GT 16","Male","","","","","6"
"NPD Combination","2013","Couple + C. LE and GT 16","Female","","","","","6"
"NPD Combination","2013","Couple + C. GT 16 ","Female","2","","","","6"
"Other","2013","1-pers.-HH","Male","33","0.0550335993271999","0.0383415117172819","0.0717256869371178","8"
"Other","2013","Single parent ","Female","8","","","","8"
"Other","2013","1-pers.-HH","Female","11","","","","8"
"Other","2013","Single parent ","Male","2","","","","8"
"Other","2013","(Married) couple without C. ","Male","39","0.0185783904462566","0.0130223845986373","0.0241343962938758","8"
"Other","2013","(Married) couple without C. ","Female","17","","","","8"
"Other","2013","Couple + C. LE 16 ","Male","18","","","","8"
"Other","2013","Couple + C. LE 16 ","Female","10","","","","8"
"Other","2013","Couple + C. GT 16 ","Male","22","","","","8"
"Other","2013","Couple + C. GT 16 ","Female","11","","","","8"
"Other","2013","Couple + C. LE and GT 16","Male","10","","","","8"
"Other","2013","Couple + C. LE and GT 16","Female","1","","","","8"
"PDS/Linke","2013","1-pers.-HH","Male","57","0.074767773386327","0.0555159835298031","0.0940195632428508","5"
"PDS/Linke","2013","Single parent ","Female","33","0.0891097719598096","0.057796372469836","0.120423171449783","5"
"PDS/Linke","2013","(Married) couple without C. ","Female","99","0.0372794793921186","0.0288122079445337","0.0457467508397035","5"
"PDS/Linke","2013","1-pers.-HH","Female","64","0.0649714058983007","0.0490963166323496","0.0808464951642518","5"
"PDS/Linke","2013","(Married) couple without C. ","Male","152","0.0538445570852331","0.0445573956764572","0.0631317184940091","5"
"PDS/Linke","2013","Single parent ","Male","11","","","","5"
"PDS/Linke","2013","Couple + C. LE 16 ","Male","35","0.0260487967668772","0.0150320656124719","0.0370655279212824","5"
"PDS/Linke","2013","Couple + C. LE 16 ","Female","17","","","","5"
"PDS/Linke","2013","Couple + C. GT 16 ","Male","36","0.044117010693716","0.0290962725815961","0.0591377488058358","5"
"PDS/Linke","2013","Couple + C. LE and GT 16","Male","9","","","","5"
"PDS/Linke","2013","Couple + C. GT 16 ","Female","20","","","","5"
"PDS/Linke","2013","Couple + C. LE and GT 16","Female","7","","","","5"
"SPD","2013","1-pers.-HH","Male","252","0.344651697567434","0.309864870874436","0.379438524260431","2"
"SPD","2013","1-pers.-HH","Female","296","0.330077429334734","0.299789971895187","0.36036488677428","2"
"SPD","2013","(Married) couple without C. ","Female","608","0.339284511235582","0.318122949787855","0.360446072683309","2"
"SPD","2013","Single parent ","Male","51","0.380956101041597","0.295135070395949","0.466777131687244","2"
"SPD","2013","Couple + C. LE 16 ","Female","179","0.29292837084821","0.257751676226149","0.328105065470271","2"
"SPD","2013","Couple + C. LE and GT 16","Male","88","0.295166795139564","0.238513477787099","0.351820112492029","2"
"SPD","2013","(Married) couple without C. ","Male","730","0.319627965568852","0.300440109348984","0.33881582178872","2"
"SPD","2013","Couple + C. LE 16 ","Male","241","0.300603232490001","0.268889383642825","0.332317081337177","2"
"SPD","2013","Couple + C. GT 16 ","Male","250","0.342815231603046","0.308096834326668","0.377533628879423","2"
"SPD","2013","Couple + C. GT 16 ","Female","154","0.293980968987681","0.255340243221662","0.332621694753701","2"
"SPD","2013","Couple + C. LE and GT 16","Female","79","0.300820815731226","0.240762621625888","0.360879009836563","2"
"SPD","2013","Single parent ","Female","106","0.358568203287812","0.305857882300624","0.411278524275","2"
"AfD","2014","1-pers.-HH","Male","21","","","","7"
"AfD","2014","1-pers.-HH","Female","10","","","","7"
"AfD","2014","(Married) couple without C. ","Male","44","0.0221089063263097","0.0160879646319971","0.0281298480206224","7"
"AfD","2014","(Married) couple without C. ","Female","28","","","","7"
"AfD","2014","Single parent ","Male","6","","","","7"
"AfD","2014","Single parent ","Female","13","","","","7"
"AfD","2014","Couple + C. LE 16 ","Male","49","0.0328039952019121","0.0236040029459619","0.0420039874578624","7"
"AfD","2014","Couple + C. GT 16 ","Male","12","","","","7"
"AfD","2014","Couple + C. LE 16 ","Female","13","","","","7"
"AfD","2014","Couple + C. GT 16 ","Female","1","","","","7"
"AfD","2014","Couple + C. LE and GT 16","Male","11","","","","7"
"AfD","2014","Couple + C. LE and GT 16","Female","4","","","","7"
"CDU/CSU","2014","Couple + C. GT 16 ","Female","225","0.40785060165287","0.366928360672979","0.448772842632762","1"
"CDU/CSU","2014","Couple + C. LE and GT 16","Female","142","0.353223876124195","0.305664708628756","0.400783043619634","1"
"CDU/CSU","2014","Couple + C. LE and GT 16","Male","187","0.408888067586098","0.363665288651196","0.454110846521001","1"
"CDU/CSU","2014","(Married) couple without C. ","Female","888","0.436568311920507","0.414913355961566","0.458223267879448","1"
"CDU/CSU","2014","Single parent ","Male","48","0.324961934234187","0.25476301705529","0.395160851413085","1"
"CDU/CSU","2014","Couple + C. LE 16 ","Male","592","0.416474635437259","0.391012724621061","0.441936546253457","1"
"CDU/CSU","2014","Couple + C. LE 16 ","Female","520","0.420772506578971","0.393884322774945","0.447660690382996","1"
"CDU/CSU","2014","Couple + C. GT 16 ","Male","302","0.429877725682466","0.393891411994277","0.465864039370654","1"
"CDU/CSU","2014","(Married) couple without C. ","Male","1027","0.437183050655452","0.416871139490595","0.457494961820309","1"
"CDU/CSU","2014","1-pers.-HH","Male","239","0.316074645004365","0.28211360162871","0.350035688380019","1"
"CDU/CSU","2014","Single parent ","Female","144","0.265659708753844","0.231251840962983","0.300067576544705","1"
"CDU/CSU","2014","1-pers.-HH","Female","387","0.407722695208011","0.377018654674435","0.438426735741587","1"
"FDP","2014","Couple + C. GT 16 ","Male","24","","","","3"
"FDP","2014","Couple + C. LE and GT 16","Male","17","","","","3"
"FDP","2014","Couple + C. GT 16 ","Female","8","","","","3"
"FDP","2014","Single parent ","Female","8","","","","3"
"FDP","2014","Couple + C. LE 16 ","Female","19","","","","3"
"FDP","2014","(Married) couple without C. ","Male","69","0.0268851939952822","0.0202618978504659","0.0335084901400985","3"
"FDP","2014","(Married) couple without C. ","Female","53","0.0244407552848218","0.0176986628647917","0.031182847704852","3"
"FDP","2014","Couple + C. LE 16 ","Male","49","0.0318190195429838","0.0227535873243144","0.0408844517616532","3"
"FDP","2014","1-pers.-HH","Male","33","0.038124522494681","0.0241369137586789","0.0521121312306832","3"
"FDP","2014","1-pers.-HH","Female","17","","","","3"
"FDP","2014","Single parent ","Male","5","","","","3"
"FDP","2014","Couple + C. LE and GT 16","Female","9","","","","3"
"NPD Combination","2014","1-pers.-HH","Female","4","","","","6"
"NPD Combination","2014","(Married) couple without C. ","Male","12","","","","6"
"NPD Combination","2014","(Married) couple without C. ","Female","4","","","","6"
"NPD Combination","2014","Single parent ","Female","7","","","","6"
"NPD Combination","2014","Couple + C. LE 16 ","Male","23","","","","6"
"NPD Combination","2014","Couple + C. LE 16 ","Female","9","","","","6"
"NPD Combination","2014","1-pers.-HH","Male","11","","","","6"
"NPD Combination","2014","Couple + C. GT 16 ","Male","11","","","","6"
"NPD Combination","2014","Couple + C. LE and GT 16","Male","7","","","","6"
"NPD Combination","2014","Couple + C. LE and GT 16","Female","3","","","","6"
"NPD Combination","2014","Single parent ","Male","2","","","","6"
"NPD Combination","2014","Couple + C. GT 16 ","Female","3","","","","6"
"Other","2014","Couple + C. GT 16 ","Female","8","","","","8"
"Other","2014","1-pers.-HH","Male","16","","","","8"
"Other","2014","1-pers.-HH","Female","11","","","","8"
"Other","2014","(Married) couple without C. ","Male","30","0.0150428477291248","0.0100584895297858","0.0200272059284638","8"
"Other","2014","(Married) couple without C. ","Female","24","","","","8"
"Other","2014","Single parent ","Male","15","","","","8"
"Other","2014","Single parent ","Female","16","","","","8"
"Other","2014","Couple + C. LE 16 ","Male","33","0.0207879906858405","0.0134189412959606","0.0281570400757204","8"
"Other","2014","Couple + C. LE 16 ","Female","16","","","","8"
"Other","2014","Couple + C. GT 16 ","Male","13","","","","8"
"Other","2014","Couple + C. LE and GT 16","Male","14","","","","8"
"Other","2014","Couple + C. LE and GT 16","Female","9","","","","8"
"PDS/Linke","2014","1-pers.-HH","Male","76","0.101936370000496","0.0798359778880586","0.124036762112933","5"
"PDS/Linke","2014","1-pers.-HH","Female","96","0.090101461002464","0.0722113538312166","0.107991568173711","5"
"PDS/Linke","2014","(Married) couple without C. ","Male","190","0.0656082565541211","0.0554696261583201","0.0757468869499221","5"
"PDS/Linke","2014","(Married) couple without C. ","Female","144","0.0527407519074089","0.0429814635265498","0.0625000402882679","5"
"PDS/Linke","2014","Single parent ","Female","72","0.0907601638072586","0.0683815542548501","0.113138773359667","5"
"PDS/Linke","2014","Single parent ","Male","18","","","","5"
"PDS/Linke","2014","Couple + C. LE 16 ","Male","106","0.0741773060559949","0.0606420559732045","0.0877125561387854","5"
"PDS/Linke","2014","Couple + C. LE 16 ","Female","79","0.0530519988726262","0.0408444871922116","0.0652595105530409","5"
"PDS/Linke","2014","Couple + C. GT 16 ","Male","48","0.0434408082960837","0.0286229390243471","0.0582586775678204","5"
"PDS/Linke","2014","Couple + C. GT 16 ","Female","34","0.0436578811143376","0.0266429115249085","0.0606728507037666","5"
"PDS/Linke","2014","Couple + C. LE and GT 16","Male","23","","","","5"
"PDS/Linke","2014","Couple + C. LE and GT 16","Female","23","","","","5"
"SPD","2014","1-pers.-HH","Male","240","0.347333087665316","0.312555398667507","0.382110776663124","2"
"SPD","2014","1-pers.-HH","Female","303","0.309442049258964","0.280559184215249","0.338324914302678","2"
"SPD","2014","(Married) couple without C. ","Male","734","0.332478060980573","0.313187279792345","0.351768842168801","2"
"SPD","2014","(Married) couple without C. ","Female","630","0.324450126967758","0.304008604039208","0.344891649896308","2"
"SPD","2014","Single parent ","Male","59","0.253510835517199","0.188308965265348","0.31871270576905","2"
"SPD","2014","Couple + C. LE 16 ","Male","360","0.263668396511616","0.240910474519951","0.286426318503281","2"
"SPD","2014","Couple + C. LE 16 ","Female","327","0.236333685952587","0.213195578264891","0.259471793640283","2"
"SPD","2014","Single parent ","Female","214","0.382634606756514","0.344772088140182","0.420497125372847","2"
"SPD","2014","Couple + C. GT 16 ","Male","251","0.327691289813143","0.293572179076485","0.361810400549802","2"
"SPD","2014","Couple + C. GT 16 ","Female","168","0.31654725538719","0.277815540097264","0.355278970677116","2"
"SPD","2014","Couple + C. LE and GT 16","Male","123","0.293931221925269","0.252026155975267","0.33583628787527","2"
"SPD","2014","Couple + C. LE and GT 16","Female","105","0.283465585271948","0.238621938265308","0.328309232278588","2"
"AfD","2015","1-pers.-HH","Male","28","","","","7"
"AfD","2015","1-pers.-HH","Female","16","","","","7"
"AfD","2015","(Married) couple without C. ","Male","75","0.0370274521328127","0.0289454726487871","0.0451094316168383","7"
"AfD","2015","(Married) couple without C. ","Female","29","","","","7"
"AfD","2015","Single parent ","Female","13","","","","7"
"AfD","2015","Single parent ","Male","3","","","","7"
"AfD","2015","Couple + C. LE 16 ","Male","40","0.0321750326264855","0.0221907842401491","0.0421592810128219","7"
"AfD","2015","Couple + C. LE 16 ","Female","15","","","","7"
"AfD","2015","Couple + C. GT 16 ","Male","21","","","","7"
"AfD","2015","Couple + C. GT 16 ","Female","14","","","","7"
"AfD","2015","Couple + C. LE and GT 16","Male","13","","","","7"
"AfD","2015","Couple + C. LE and GT 16","Female","7","","","","7"
"CDU/CSU","2015","Couple + C. GT 16 ","Female","198","0.450057302890074","0.40555114558719","0.494563460192958","1"
"CDU/CSU","2015","Couple + C. LE 16 ","Female","392","0.362231536549438","0.333047935430708","0.391415137668168","1"
"CDU/CSU","2015","Couple + C. LE and GT 16","Male","165","0.450503244531823","0.40099656986553","0.500009919198116","1"
"CDU/CSU","2015","Couple + C. LE 16 ","Male","500","0.430529389010198","0.402514137389809","0.458544640630586","1"
"CDU/CSU","2015","Couple + C. GT 16 ","Male","252","0.427704928468785","0.388314209364471","0.4670956475731","1"
"CDU/CSU","2015","Couple + C. LE and GT 16","Female","103","0.268706035406005","0.219518450517004","0.317893620295006","1"
"CDU/CSU","2015","(Married) couple without C. ","Female","770","0.434115737445843","0.410658190078316","0.45757328481337","1"
"CDU/CSU","2015","1-pers.-HH","Male","239","0.356830257638302","0.32095488303723","0.392705632239374","1"
"CDU/CSU","2015","(Married) couple without C. ","Male","933","0.444106786382884","0.42284066606304","0.465372906702727","1"
"CDU/CSU","2015","Single parent ","Male","38","0.272557182553104","0.199319909619605","0.345794455486603","1"
"CDU/CSU","2015","Single parent ","Female","123","0.306464192612303","0.266990590314562","0.345937794910043","1"
"CDU/CSU","2015","1-pers.-HH","Female","359","0.421554900828897","0.389488734069008","0.453621067588785","1"
"FDP","2015","Single parent ","Female","5","","","","3"
"FDP","2015","Couple + C. GT 16 ","Female","7","","","","3"
"FDP","2015","Couple + C. LE and GT 16","Female","10","","","","3"
"FDP","2015","(Married) couple without C. ","Male","74","0.0331789016570904","0.0255131819057195","0.0408446214084613","3"
"FDP","2015","(Married) couple without C. ","Female","39","0.0219084753247663","0.0149804119131366","0.0288365387363959","3"
"FDP","2015","Single parent ","Male","5","","","","3"
"FDP","2015","Couple + C. LE 16 ","Male","43","0.0394553088803103","0.0284407025485442","0.0504699152120764","3"
"FDP","2015","Couple + C. GT 16 ","Male","18","","","","3"
"FDP","2015","Couple + C. LE and GT 16","Male","14","","","","3"
"FDP","2015","Couple + C. LE 16 ","Female","16","","","","3"
"FDP","2015","1-pers.-HH","Male","26","","","","3"
"FDP","2015","1-pers.-HH","Female","19","","","","3"
"NPD Combination","2015","1-pers.-HH","Female","2","","","","6"
"NPD Combination","2015","(Married) couple without C. ","Male","13","","","","6"
"NPD Combination","2015","(Married) couple without C. ","Female","9","","","","6"
"NPD Combination","2015","Single parent ","Female","8","","","","6"
"NPD Combination","2015","Couple + C. LE 16 ","Male","20","","","","6"
"NPD Combination","2015","Couple + C. LE 16 ","Female","6","","","","6"
"NPD Combination","2015","Couple + C. GT 16 ","Male","10","","","","6"
"NPD Combination","2015","Couple + C. LE and GT 16","Male","6","","","","6"
"NPD Combination","2015","Couple + C. LE and GT 16","Female","2","","","","6"
"NPD Combination","2015","1-pers.-HH","Male","11","","","","6"
"NPD Combination","2015","Single parent ","Male","5","","","","6"
"NPD Combination","2015","Couple + C. GT 16 ","Female","2","","","","6"
"Other","2015","Couple + C. GT 16 ","Female","6","","","","8"
"Other","2015","1-pers.-HH","Male","17","","","","8"
"Other","2015","1-pers.-HH","Female","7","","","","8"
"Other","2015","(Married) couple without C. ","Male","24","","","","8"
"Other","2015","(Married) couple without C. ","Female","15","","","","8"
"Other","2015","Single parent ","Male","6","","","","8"
"Other","2015","Single parent ","Female","8","","","","8"
"Other","2015","Couple + C. LE 16 ","Male","33","0.0241478792369116","0.0154624963076753","0.0328332621661479","8"
"Other","2015","Couple + C. LE 16 ","Female","12","","","","8"
"Other","2015","Couple + C. GT 16 ","Male","17","","","","8"
"Other","2015","Couple + C. LE and GT 16","Male","6","","","","8"
"Other","2015","Couple + C. LE and GT 16","Female","9","","","","8"
"PDS/Linke","2015","1-pers.-HH","Male","76","0.103747833582253","0.0809124961810695","0.126583170983437","5"
"PDS/Linke","2015","1-pers.-HH","Female","81","0.0802790267611728","0.0626341756927518","0.0979238778295938","5"
"PDS/Linke","2015","(Married) couple without C. ","Male","163","0.0577999013233078","0.047811775676451","0.0677880269701646","5"
"PDS/Linke","2015","(Married) couple without C. ","Female","131","0.0595599674698482","0.0483589155917201","0.0707610193479763","5"
"PDS/Linke","2015","Single parent ","Female","74","0.114613719229037","0.0873385694302051","0.141888869027869","5"
"PDS/Linke","2015","Couple + C. LE 16 ","Female","62","0.0521099671586992","0.0386155662186184","0.06560436809878","5"
"PDS/Linke","2015","Couple + C. GT 16 ","Male","35","0.0400440540803922","0.0244339265900648","0.0556541815707195","5"
"PDS/Linke","2015","Single parent ","Male","15","","","","5"
"PDS/Linke","2015","Couple + C. LE 16 ","Male","90","0.0709217041763884","0.0563981400480269","0.08544526830475","5"
"PDS/Linke","2015","Couple + C. LE and GT 16","Female","27","","","","5"
"PDS/Linke","2015","Couple + C. GT 16 ","Female","25","","","","5"
"PDS/Linke","2015","Couple + C. LE and GT 16","Male","34","0.0606954531141976","0.0369372539051857","0.0844536523232095","5"
"SPD","2015","1-pers.-HH","Male","214","0.317846488163833","0.282976437884334","0.352716538443333","2"
"SPD","2015","1-pers.-HH","Female","290","0.316379121552243","0.286179571701843","0.346578671402642","2"
"SPD","2015","(Married) couple without C. ","Male","641","0.309854225873998","0.29006184662231","0.329646605125687","2"
"SPD","2015","(Married) couple without C. ","Female","515","0.307027893905744","0.285197437157604","0.328858350653885","2"
"SPD","2015","Single parent ","Male","46","0.219804118796668","0.151692114763041","0.287916122830295","2"
"SPD","2015","Couple + C. LE and GT 16","Female","70","0.232913046053044","0.186011193189435","0.279814898916652","2"
"SPD","2015","Couple + C. GT 16 ","Female","128","0.25425186709347","0.215297546416152","0.293206187770788","2"
"SPD","2015","Couple + C. GT 16 ","Male","188","0.293199102870268","0.256954642045944","0.329443563694592","2"
"SPD","2015","Single parent ","Female","153","0.285888606476986","0.247201713458158","0.324575499495813","2"
"SPD","2015","Couple + C. LE and GT 16","Male","97","0.271958511111875","0.227683200134134","0.316233822089617","2"
"SPD","2015","Couple + C. LE 16 ","Male","301","0.242802423597841","0.218542547172289","0.267062300023393","2"
"SPD","2015","Couple + C. LE 16 ","Female","278","0.285222263497564","0.257807061445124","0.312637465550003","2"
"AfD","2016","1-pers.-HH","Female","22","","","","7"
"AfD","2016","1-pers.-HH","Male","50","0.0802052883789474","0.0590797305819524","0.101330846175942","7"
"AfD","2016","Couple + C. GT 16 ","Female","21","","","","7"
"AfD","2016","Couple + C. LE and GT 16","Male","31","0.0653980441043236","0.0405734974658851","0.0902225907427621","7"
"AfD","2016","Couple + C. LE and GT 16","Female","12","","","","7"
"AfD","2016","(Married) couple without C. ","Male","113","0.057211214000973","0.0468712508638434","0.0675511771381027","7"
"AfD","2016","(Married) couple without C. ","Female","47","0.0325044237287203","0.0237353094889753","0.0412735379684654","7"
"AfD","2016","Single parent ","Female","36","0.0706350473542928","0.0475452146464087","0.0937248800621769","7"
"AfD","2016","Couple + C. LE 16 ","Male","93","0.0858882581531753","0.0691926977183978","0.102583818587953","7"
"AfD","2016","Couple + C. LE 16 ","Female","46","0.0690114447504369","0.0524790050761349","0.085543884424739","7"
"AfD","2016","Single parent ","Male","15","","","","7"
"AfD","2016","Couple + C. GT 16 ","Male","32","0.0511319772694019","0.0326562744196376","0.0696076801191662","7"
"CDU/CSU","2016","Couple + C. GT 16 ","Female","182","0.419112576478583","0.373924205497353","0.464300947459812","1"
"CDU/CSU","2016","Couple + C. LE and GT 16","Female","116","0.323735991744288","0.273854047721631","0.373617935766944","1"
"CDU/CSU","2016","Couple + C. LE 16 ","Male","409","0.386830083628751","0.357810912670175","0.415849254587328","1"
"CDU/CSU","2016","Couple + C. LE and GT 16","Male","139","0.364371836582109","0.316048204418366","0.412695468745851","1"
"CDU/CSU","2016","Couple + C. LE 16 ","Female","342","0.347188327238485","0.316136959881626","0.378239694595344","1"
"CDU/CSU","2016","Couple + C. GT 16 ","Male","219","0.410036196116609","0.368781294932512","0.451291097300706","1"
"CDU/CSU","2016","(Married) couple without C. ","Female","697","0.438726835602369","0.414188548839856","0.463265122364882","1"
"CDU/CSU","2016","1-pers.-HH","Male","213","0.315210920830902","0.279074904895002","0.351346936766801","1"
"CDU/CSU","2016","(Married) couple without C. ","Male","831","0.426475322564731","0.404456493879455","0.448494151250007","1"
"CDU/CSU","2016","Single parent ","Male","38","0.305606924392438","0.226418682561233","0.384795166223644","1"
"CDU/CSU","2016","Single parent ","Female","107","0.257908070936474","0.218482422827032","0.297333719045916","1"
"CDU/CSU","2016","1-pers.-HH","Female","324","0.413170204146157","0.379711662799598","0.446628745492715","1"
"FDP","2016","Couple + C. GT 16 ","Male","23","","","","3"
"FDP","2016","Couple + C. GT 16 ","Female","8","","","","3"
"FDP","2016","Couple + C. LE and GT 16","Male","10","","","","3"
"FDP","2016","(Married) couple without C. ","Male","80","0.0316784438322871","0.023880808440194","0.0394760792243803","3"
"FDP","2016","Single parent ","Female","3","","","","3"
"FDP","2016","Couple + C. LE 16 ","Male","45","0.0546681504521482","0.0411226892655229","0.0682136116387735","3"
"FDP","2016","(Married) couple without C. ","Female","43","0.0240972282368482","0.0165141275972452","0.0316803288764512","3"
"FDP","2016","Couple + C. LE 16 ","Female","15","","","","3"
"FDP","2016","Couple + C. LE and GT 16","Female","6","","","","3"
"FDP","2016","1-pers.-HH","Male","27","","","","3"
"FDP","2016","1-pers.-HH","Female","20","","","","3"
