"party","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"FDP","1991","Other degree","Couple + C. LE 16 ","","","",""
"FDP","1991","Other degree","Couple + C. GT 16 ","","","",""
"FDP","1991","Other degree","Couple + C. LE and GT 16","","","",""
"FDP","1991","no degree/no degree yet","1-pers.-HH","","","",""
"FDP","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"FDP","1991","no degree/no degree yet","Single parent ","","","",""
"FDP","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"FDP","1991","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"FDP","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Grüne","1991","lower secondary degree","1-pers.-HH","7","","",""
"Grüne","1991","lower secondary degree","(Married) couple without C. ","6","","",""
"Grüne","1991","lower secondary degree","Single parent ","8","","",""
"Grüne","1991","lower secondary degree","Couple + C. LE 16 ","10","","",""
"Grüne","1991","lower secondary degree","Couple + C. GT 16 ","4","","",""
"Grüne","1991","lower secondary degree","Couple + C. LE and GT 16","6","","",""
"Grüne","1991","secondary school degree","1-pers.-HH","7","","",""
"Grüne","1991","secondary school degree","(Married) couple without C. ","14","","",""
"Grüne","1991","secondary school degree","Single parent ","4","","",""
"Grüne","1991","secondary school degree","Couple + C. LE 16 ","17","","",""
"Grüne","1991","secondary school degree","Couple + C. GT 16 ","6","","",""
"Grüne","1991","secondary school degree","Couple + C. LE and GT 16","4","","",""
"Grüne","1991","college entrance qualification","1-pers.-HH","18","","",""
"Grüne","1991","college entrance qualification","(Married) couple without C. ","35","0.147772979432024","0.0998899049209857","0.195656053943063"
"Grüne","1991","college entrance qualification","Single parent ","7","","",""
"Grüne","1991","college entrance qualification","Couple + C. LE 16 ","27","","",""
"Grüne","1991","college entrance qualification","Couple + C. GT 16 ","17","","",""
"Grüne","1991","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"Grüne","1991","Other degree","1-pers.-HH","","","",""
"Grüne","1991","Other degree","(Married) couple without C. ","1","","",""
"Grüne","1991","Other degree","Single parent ","1","","",""
"Grüne","1991","Other degree","Couple + C. LE 16 ","","","",""
"Grüne","1991","Other degree","Couple + C. GT 16 ","","","",""
"Grüne","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Grüne","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Grüne","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Grüne","1991","no degree/no degree yet","Single parent ","1","","",""
"Grüne","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Grüne","1991","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Grüne","1991","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"PDS/Linke","1991","lower secondary degree","1-pers.-HH","","","",""
"PDS/Linke","1991","lower secondary degree","(Married) couple without C. ","2","","",""
"PDS/Linke","1991","lower secondary degree","Single parent ","","","",""
"PDS/Linke","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"PDS/Linke","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"PDS/Linke","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1991","secondary school degree","1-pers.-HH","","","",""
"PDS/Linke","1991","secondary school degree","(Married) couple without C. ","","","",""
"PDS/Linke","1991","secondary school degree","Single parent ","","","",""
"PDS/Linke","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"PDS/Linke","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"PDS/Linke","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1991","college entrance qualification","1-pers.-HH","","","",""
"PDS/Linke","1991","college entrance qualification","(Married) couple without C. ","1","","",""
"PDS/Linke","1991","college entrance qualification","Single parent ","","","",""
"PDS/Linke","1991","college entrance qualification","Couple + C. LE 16 ","1","","",""
"PDS/Linke","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"PDS/Linke","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1991","Other degree","1-pers.-HH","","","",""
"PDS/Linke","1991","Other degree","(Married) couple without C. ","","","",""
"PDS/Linke","1991","Other degree","Single parent ","","","",""
"PDS/Linke","1991","Other degree","Couple + C. LE 16 ","","","",""
"PDS/Linke","1991","Other degree","Couple + C. GT 16 ","","","",""
"PDS/Linke","1991","Other degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1991","no degree/no degree yet","1-pers.-HH","","","",""
"PDS/Linke","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"PDS/Linke","1991","no degree/no degree yet","Single parent ","","","",""
"PDS/Linke","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"PDS/Linke","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"PDS/Linke","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"NPD Combination","1991","lower secondary degree","1-pers.-HH","2","","",""
"NPD Combination","1991","lower secondary degree","(Married) couple without C. ","14","","",""
"NPD Combination","1991","lower secondary degree","Single parent ","4","","",""
"NPD Combination","1991","lower secondary degree","Couple + C. LE 16 ","5","","",""
"NPD Combination","1991","lower secondary degree","Couple + C. GT 16 ","5","","",""
"NPD Combination","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1991","secondary school degree","1-pers.-HH","1","","",""
"NPD Combination","1991","secondary school degree","(Married) couple without C. ","2","","",""
"NPD Combination","1991","secondary school degree","Single parent ","","","",""
"NPD Combination","1991","secondary school degree","Couple + C. LE 16 ","1","","",""
"NPD Combination","1991","secondary school degree","Couple + C. GT 16 ","2","","",""
"NPD Combination","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1991","college entrance qualification","1-pers.-HH","","","",""
"NPD Combination","1991","college entrance qualification","(Married) couple without C. ","1","","",""
"NPD Combination","1991","college entrance qualification","Single parent ","","","",""
"NPD Combination","1991","college entrance qualification","Couple + C. LE 16 ","2","","",""
"NPD Combination","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"NPD Combination","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"NPD Combination","1991","Other degree","1-pers.-HH","","","",""
"NPD Combination","1991","Other degree","(Married) couple without C. ","","","",""
"NPD Combination","1991","Other degree","Single parent ","1","","",""
"NPD Combination","1991","Other degree","Couple + C. LE 16 ","","","",""
"NPD Combination","1991","Other degree","Couple + C. GT 16 ","","","",""
"NPD Combination","1991","Other degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1991","no degree/no degree yet","1-pers.-HH","","","",""
"NPD Combination","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"NPD Combination","1991","no degree/no degree yet","Single parent ","","","",""
"NPD Combination","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"NPD Combination","1991","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"NPD Combination","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"AfD","1991","lower secondary degree","1-pers.-HH","","","",""
"AfD","1991","lower secondary degree","(Married) couple without C. ","","","",""
"AfD","1991","lower secondary degree","Single parent ","","","",""
"AfD","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"AfD","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"AfD","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"AfD","1991","secondary school degree","1-pers.-HH","","","",""
"AfD","1991","secondary school degree","(Married) couple without C. ","","","",""
"AfD","1991","secondary school degree","Single parent ","","","",""
"AfD","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"AfD","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"AfD","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"AfD","1991","college entrance qualification","1-pers.-HH","","","",""
"AfD","1991","college entrance qualification","(Married) couple without C. ","","","",""
"AfD","1991","college entrance qualification","Single parent ","","","",""
"AfD","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"AfD","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"AfD","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"AfD","1991","Other degree","1-pers.-HH","","","",""
"AfD","1991","Other degree","(Married) couple without C. ","","","",""
"AfD","1991","Other degree","Single parent ","","","",""
"AfD","1991","Other degree","Couple + C. LE 16 ","","","",""
"AfD","1991","Other degree","Couple + C. GT 16 ","","","",""
"AfD","1991","Other degree","Couple + C. LE and GT 16","","","",""
"AfD","1991","no degree/no degree yet","1-pers.-HH","","","",""
"AfD","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"AfD","1991","no degree/no degree yet","Single parent ","","","",""
"AfD","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"AfD","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"AfD","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Other","1991","lower secondary degree","1-pers.-HH","1","","",""
"Other","1991","lower secondary degree","(Married) couple without C. ","1","","",""
"Other","1991","lower secondary degree","Single parent ","1","","",""
"Other","1991","lower secondary degree","Couple + C. LE 16 ","3","","",""
"Other","1991","lower secondary degree","Couple + C. GT 16 ","3","","",""
"Other","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Other","1991","secondary school degree","1-pers.-HH","","","",""
"Other","1991","secondary school degree","(Married) couple without C. ","2","","",""
"Other","1991","secondary school degree","Single parent ","","","",""
"Other","1991","secondary school degree","Couple + C. LE 16 ","2","","",""
"Other","1991","secondary school degree","Couple + C. GT 16 ","1","","",""
"Other","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Other","1991","college entrance qualification","1-pers.-HH","1","","",""
"Other","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Other","1991","college entrance qualification","Single parent ","","","",""
"Other","1991","college entrance qualification","Couple + C. LE 16 ","2","","",""
"Other","1991","college entrance qualification","Couple + C. GT 16 ","1","","",""
"Other","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Other","1991","Other degree","1-pers.-HH","","","",""
"Other","1991","Other degree","(Married) couple without C. ","","","",""
"Other","1991","Other degree","Single parent ","","","",""
"Other","1991","Other degree","Couple + C. LE 16 ","","","",""
"Other","1991","Other degree","Couple + C. GT 16 ","","","",""
"Other","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Other","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Other","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Other","1991","no degree/no degree yet","Single parent ","","","",""
"Other","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Other","1991","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"Other","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"CDU/CSU","1992","lower secondary degree","1-pers.-HH","113","0.414627049932214","0.357530454177353","0.471723645687075"
"CDU/CSU","1992","lower secondary degree","(Married) couple without C. ","401","0.425764796054936","0.394255964072674","0.457273628037199"
"CDU/CSU","1992","lower secondary degree","Single parent ","41","0.47096250460334","0.372136452578845","0.569788556627834"
"CDU/CSU","1992","lower secondary degree","Couple + C. LE 16 ","165","0.375503817548827","0.331250967367804","0.41975666772985"
"CDU/CSU","1992","lower secondary degree","Couple + C. GT 16 ","250","0.49888863025862","0.455913683164553","0.541863577352688"
"CDU/CSU","1992","lower secondary degree","Couple + C. LE and GT 16","57","0.398387327436072","0.319514305835564","0.477260349036581"
"CDU/CSU","1992","secondary school degree","1-pers.-HH","71","0.491056337574115","0.411842164816457","0.570270510331772"
"CDU/CSU","1992","secondary school degree","(Married) couple without C. ","130","0.482698841311182","0.426526677592719","0.538871005029646"
"CDU/CSU","1992","secondary school degree","Single parent ","22","","",""
"CDU/CSU","1992","secondary school degree","Couple + C. LE 16 ","172","0.345814945872296","0.302443960252326","0.389185931492267"
"CDU/CSU","1992","secondary school degree","Couple + C. GT 16 ","126","0.584478542322098","0.523267548430531","0.645689536213665"
"CDU/CSU","1992","secondary school degree","Couple + C. LE and GT 16","37","0.360320349049259","0.269775890549857","0.450864807548661"
"CDU/CSU","1992","college entrance qualification","1-pers.-HH","40","0.354026594416867","0.272753361886424","0.43529982694731"
"CDU/CSU","1992","college entrance qualification","(Married) couple without C. ","74","0.363668937757479","0.303432439819554","0.423905435695405"
"CDU/CSU","1992","college entrance qualification","Single parent ","14","","",""
"CDU/CSU","1992","college entrance qualification","Couple + C. LE 16 ","73","0.267094265900605","0.215363218332608","0.318825313468603"
"CDU/CSU","1992","college entrance qualification","Couple + C. GT 16 ","70","0.419596840112169","0.350332169397313","0.488861510827025"
"CDU/CSU","1992","college entrance qualification","Couple + C. LE and GT 16","20","","",""
"CDU/CSU","1992","Other degree","1-pers.-HH","3","","",""
"CDU/CSU","1992","Other degree","(Married) couple without C. ","18","","",""
"CDU/CSU","1992","Other degree","Single parent ","3","","",""
"CDU/CSU","1992","Other degree","Couple + C. LE 16 ","10","","",""
"CDU/CSU","1992","Other degree","Couple + C. GT 16 ","8","","",""
"CDU/CSU","1992","Other degree","Couple + C. LE and GT 16","11","","",""
"CDU/CSU","1992","no degree/no degree yet","1-pers.-HH","1","","",""
"CDU/CSU","1992","no degree/no degree yet","(Married) couple without C. ","2","","",""
"CDU/CSU","1992","no degree/no degree yet","Single parent ","1","","",""
"CDU/CSU","1992","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"CDU/CSU","1992","no degree/no degree yet","Couple + C. GT 16 ","13","","",""
"CDU/CSU","1992","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"SPD","1992","lower secondary degree","1-pers.-HH","149","0.511491090979833","0.45355884640197","0.569423335557695"
"SPD","1992","lower secondary degree","(Married) couple without C. ","453","0.493960498871401","0.462100860455399","0.525820137287403"
"SPD","1992","lower secondary degree","Single parent ","43","0.407979899597608","0.310677698947777","0.50528210024744"
"SPD","1992","lower secondary degree","Couple + C. LE 16 ","245","0.529674667078352","0.484063313351875","0.575286020804828"
"SPD","1992","lower secondary degree","Couple + C. GT 16 ","233","0.441518236242036","0.398838154692967","0.484198317791106"
"SPD","1992","lower secondary degree","Couple + C. LE and GT 16","70","0.465593426529479","0.385230350978434","0.545956502080524"
"SPD","1992","secondary school degree","1-pers.-HH","59","0.357703278976023","0.281752595101888","0.433653962850157"
"SPD","1992","secondary school degree","(Married) couple without C. ","125","0.388565011966084","0.333772868707563","0.443357155224604"
"SPD","1992","secondary school degree","Single parent ","21","","",""
"SPD","1992","secondary school degree","Couple + C. LE 16 ","210","0.510765081232919","0.465182761187471","0.556347401278367"
"SPD","1992","secondary school degree","Couple + C. GT 16 ","73","0.245401468902042","0.191951805550269","0.298851132253816"
"SPD","1992","secondary school degree","Couple + C. LE and GT 16","43","0.413759174028393","0.320873644528222","0.506644703528563"
"SPD","1992","college entrance qualification","1-pers.-HH","53","0.367951443047578","0.285993179607746","0.44990970648741"
"SPD","1992","college entrance qualification","(Married) couple without C. ","81","0.297179322502597","0.239952898526511","0.354405746478683"
"SPD","1992","college entrance qualification","Single parent ","14","","",""
"SPD","1992","college entrance qualification","Couple + C. LE 16 ","109","0.340839545732958","0.285419677079606","0.396259414386311"
"SPD","1992","college entrance qualification","Couple + C. GT 16 ","77","0.365067468956642","0.297493233270559","0.432641704642724"
"SPD","1992","college entrance qualification","Couple + C. LE and GT 16","17","","",""
"SPD","1992","Other degree","1-pers.-HH","11","","",""
"SPD","1992","Other degree","(Married) couple without C. ","30","0.52278180201734","0.388310724415925","0.657252879618755"
"SPD","1992","Other degree","Single parent ","9","","",""
"SPD","1992","Other degree","Couple + C. LE 16 ","49","0.668725585133585","0.556856122446263","0.780595047820906"
"SPD","1992","Other degree","Couple + C. GT 16 ","40","0.701057634803525","0.577809387764437","0.824305881842612"
"SPD","1992","Other degree","Couple + C. LE and GT 16","33","0.762143911854105","0.641694939027344","0.882592884680867"
"SPD","1992","no degree/no degree yet","1-pers.-HH","6","","",""
"SPD","1992","no degree/no degree yet","(Married) couple without C. ","11","","",""
"SPD","1992","no degree/no degree yet","Single parent ","3","","",""
"SPD","1992","no degree/no degree yet","Couple + C. LE 16 ","27","","",""
"SPD","1992","no degree/no degree yet","Couple + C. GT 16 ","37","0.463827333648313","0.338682283178344","0.588972384118281"
"SPD","1992","no degree/no degree yet","Couple + C. LE and GT 16","21","","",""
"FDP","1992","lower secondary degree","1-pers.-HH","5","","",""
"FDP","1992","lower secondary degree","(Married) couple without C. ","33","0.0316377502518814","0.0204839145004271","0.0427915860033356"
"FDP","1992","lower secondary degree","Single parent ","2","","",""
"FDP","1992","lower secondary degree","Couple + C. LE 16 ","11","","",""
"FDP","1992","lower secondary degree","Couple + C. GT 16 ","10","","",""
"FDP","1992","lower secondary degree","Couple + C. LE and GT 16","11","","",""
"FDP","1992","secondary school degree","1-pers.-HH","5","","",""
"FDP","1992","secondary school degree","(Married) couple without C. ","15","","",""
"FDP","1992","secondary school degree","Single parent ","4","","",""
"FDP","1992","secondary school degree","Couple + C. LE 16 ","17","","",""
"FDP","1992","secondary school degree","Couple + C. GT 16 ","15","","",""
"FDP","1992","secondary school degree","Couple + C. LE and GT 16","8","","",""
"FDP","1992","college entrance qualification","1-pers.-HH","14","","",""
"FDP","1992","college entrance qualification","(Married) couple without C. ","21","","",""
"FDP","1992","college entrance qualification","Single parent ","4","","",""
"FDP","1992","college entrance qualification","Couple + C. LE 16 ","28","","",""
"FDP","1992","college entrance qualification","Couple + C. GT 16 ","15","","",""
"FDP","1992","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"FDP","1992","Other degree","1-pers.-HH","1","","",""
"FDP","1992","Other degree","(Married) couple without C. ","1","","",""
"FDP","1992","Other degree","Single parent ","2","","",""
"FDP","1992","Other degree","Couple + C. LE 16 ","","","",""
"FDP","1992","Other degree","Couple + C. GT 16 ","1","","",""
"FDP","1992","Other degree","Couple + C. LE and GT 16","","","",""
"FDP","1992","no degree/no degree yet","1-pers.-HH","","","",""
"FDP","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"FDP","1992","no degree/no degree yet","Single parent ","","","",""
"FDP","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"FDP","1992","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"FDP","1992","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Grüne","1992","lower secondary degree","1-pers.-HH","8","","",""
"Grüne","1992","lower secondary degree","(Married) couple without C. ","7","","",""
"Grüne","1992","lower secondary degree","Single parent ","7","","",""
"Grüne","1992","lower secondary degree","Couple + C. LE 16 ","23","","",""
"Grüne","1992","lower secondary degree","Couple + C. GT 16 ","12","","",""
"Grüne","1992","lower secondary degree","Couple + C. LE and GT 16","7","","",""
"Grüne","1992","secondary school degree","1-pers.-HH","9","","",""
"Grüne","1992","secondary school degree","(Married) couple without C. ","22","","",""
"Grüne","1992","secondary school degree","Single parent ","9","","",""
"Grüne","1992","secondary school degree","Couple + C. LE 16 ","40","0.079564423401159","0.0548879404442847","0.104240906358033"
"Grüne","1992","secondary school degree","Couple + C. GT 16 ","19","","",""
"Grüne","1992","secondary school degree","Couple + C. LE and GT 16","14","","",""
"Grüne","1992","college entrance qualification","1-pers.-HH","21","","",""
"Grüne","1992","college entrance qualification","(Married) couple without C. ","46","0.154393364041321","0.109149097200167","0.199637630882475"
"Grüne","1992","college entrance qualification","Single parent ","7","","",""
"Grüne","1992","college entrance qualification","Couple + C. LE 16 ","56","0.206410054356162","0.159088561857426","0.253731546854898"
"Grüne","1992","college entrance qualification","Couple + C. GT 16 ","26","","",""
"Grüne","1992","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"Grüne","1992","Other degree","1-pers.-HH","3","","",""
"Grüne","1992","Other degree","(Married) couple without C. ","4","","",""
"Grüne","1992","Other degree","Single parent ","2","","",""
"Grüne","1992","Other degree","Couple + C. LE 16 ","4","","",""
"Grüne","1992","Other degree","Couple + C. GT 16 ","2","","",""
"Grüne","1992","Other degree","Couple + C. LE and GT 16","3","","",""
"Grüne","1992","no degree/no degree yet","1-pers.-HH","1","","",""
"Grüne","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Grüne","1992","no degree/no degree yet","Single parent ","3","","",""
"Grüne","1992","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Grüne","1992","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Grüne","1992","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"PDS/Linke","1992","lower secondary degree","1-pers.-HH","4","","",""
"PDS/Linke","1992","lower secondary degree","(Married) couple without C. ","36","0.028988456567508","0.0182972365855106","0.0396796765495054"
"PDS/Linke","1992","lower secondary degree","Single parent ","","","",""
"PDS/Linke","1992","lower secondary degree","Couple + C. LE 16 ","2","","",""
"PDS/Linke","1992","lower secondary degree","Couple + C. GT 16 ","5","","",""
"PDS/Linke","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1992","secondary school degree","1-pers.-HH","2","","",""
"PDS/Linke","1992","secondary school degree","(Married) couple without C. ","8","","",""
"PDS/Linke","1992","secondary school degree","Single parent ","1","","",""
"PDS/Linke","1992","secondary school degree","Couple + C. LE 16 ","10","","",""
"PDS/Linke","1992","secondary school degree","Couple + C. GT 16 ","6","","",""
"PDS/Linke","1992","secondary school degree","Couple + C. LE and GT 16","3","","",""
"PDS/Linke","1992","college entrance qualification","1-pers.-HH","3","","",""
"PDS/Linke","1992","college entrance qualification","(Married) couple without C. ","15","","",""
"PDS/Linke","1992","college entrance qualification","Single parent ","1","","",""
"PDS/Linke","1992","college entrance qualification","Couple + C. LE 16 ","9","","",""
"PDS/Linke","1992","college entrance qualification","Couple + C. GT 16 ","7","","",""
"PDS/Linke","1992","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"PDS/Linke","1992","Other degree","1-pers.-HH","1","","",""
"PDS/Linke","1992","Other degree","(Married) couple without C. ","","","",""
"PDS/Linke","1992","Other degree","Single parent ","","","",""
"PDS/Linke","1992","Other degree","Couple + C. LE 16 ","2","","",""
"PDS/Linke","1992","Other degree","Couple + C. GT 16 ","2","","",""
"PDS/Linke","1992","Other degree","Couple + C. LE and GT 16","","","",""
"PDS/Linke","1992","no degree/no degree yet","1-pers.-HH","","","",""
"PDS/Linke","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"PDS/Linke","1992","no degree/no degree yet","Single parent ","1","","",""
"PDS/Linke","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"PDS/Linke","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"PDS/Linke","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"NPD Combination","1992","lower secondary degree","1-pers.-HH","","","",""
"NPD Combination","1992","lower secondary degree","(Married) couple without C. ","","","",""
"NPD Combination","1992","lower secondary degree","Single parent ","","","",""
"NPD Combination","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"NPD Combination","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"NPD Combination","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1992","secondary school degree","1-pers.-HH","","","",""
"NPD Combination","1992","secondary school degree","(Married) couple without C. ","","","",""
"NPD Combination","1992","secondary school degree","Single parent ","","","",""
"NPD Combination","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"NPD Combination","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"NPD Combination","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1992","college entrance qualification","1-pers.-HH","","","",""
"NPD Combination","1992","college entrance qualification","(Married) couple without C. ","","","",""
"NPD Combination","1992","college entrance qualification","Single parent ","","","",""
"NPD Combination","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"NPD Combination","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"NPD Combination","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"NPD Combination","1992","Other degree","1-pers.-HH","","","",""
"NPD Combination","1992","Other degree","(Married) couple without C. ","","","",""
"NPD Combination","1992","Other degree","Single parent ","","","",""
"NPD Combination","1992","Other degree","Couple + C. LE 16 ","","","",""
"NPD Combination","1992","Other degree","Couple + C. GT 16 ","","","",""
"NPD Combination","1992","Other degree","Couple + C. LE and GT 16","","","",""
"NPD Combination","1992","no degree/no degree yet","1-pers.-HH","","","",""
"NPD Combination","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"NPD Combination","1992","no degree/no degree yet","Single parent ","","","",""
"NPD Combination","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"NPD Combination","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"NPD Combination","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"AfD","1992","lower secondary degree","1-pers.-HH","","","",""
"AfD","1992","lower secondary degree","(Married) couple without C. ","","","",""
"AfD","1992","lower secondary degree","Single parent ","","","",""
"AfD","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"AfD","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"AfD","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"AfD","1992","secondary school degree","1-pers.-HH","","","",""
"AfD","1992","secondary school degree","(Married) couple without C. ","","","",""
"AfD","1992","secondary school degree","Single parent ","","","",""
"AfD","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"AfD","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"AfD","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"AfD","1992","college entrance qualification","1-pers.-HH","","","",""
"AfD","1992","college entrance qualification","(Married) couple without C. ","","","",""
"AfD","1992","college entrance qualification","Single parent ","","","",""
"AfD","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"AfD","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"AfD","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"AfD","1992","Other degree","1-pers.-HH","","","",""
"AfD","1992","Other degree","(Married) couple without C. ","","","",""
"AfD","1992","Other degree","Single parent ","","","",""
"AfD","1992","Other degree","Couple + C. LE 16 ","","","",""
"AfD","1992","Other degree","Couple + C. GT 16 ","","","",""
"AfD","1992","Other degree","Couple + C. LE and GT 16","","","",""
"AfD","1992","no degree/no degree yet","1-pers.-HH","","","",""
"AfD","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"AfD","1992","no degree/no degree yet","Single parent ","","","",""
"AfD","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"AfD","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"AfD","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Other","1992","lower secondary degree","1-pers.-HH","7","","",""
"Other","1992","lower secondary degree","(Married) couple without C. ","16","","",""
"Other","1992","lower secondary degree","Single parent ","5","","",""
"Other","1992","lower secondary degree","Couple + C. LE 16 ","14","","",""
"Other","1992","lower secondary degree","Couple + C. GT 16 ","10","","",""
"Other","1992","lower secondary degree","Couple + C. LE and GT 16","3","","",""
"Other","1992","secondary school degree","1-pers.-HH","7","","",""
"Other","1992","secondary school degree","(Married) couple without C. ","4","","",""
"Other","1992","secondary school degree","Single parent ","","","",""
"Other","1992","secondary school degree","Couple + C. LE 16 ","13","","",""
"Other","1992","secondary school degree","Couple + C. GT 16 ","10","","",""
"Other","1992","secondary school degree","Couple + C. LE and GT 16","3","","",""
"Other","1992","college entrance qualification","1-pers.-HH","2","","",""
"Other","1992","college entrance qualification","(Married) couple without C. ","8","","",""
"Other","1992","college entrance qualification","Single parent ","","","",""
"Other","1992","college entrance qualification","Couple + C. LE 16 ","6","","",""
"Other","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Other","1992","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"Other","1992","Other degree","1-pers.-HH","","","",""
"Other","1992","Other degree","(Married) couple without C. ","","","",""
"Other","1992","Other degree","Single parent ","","","",""
