"party","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"AfD","1994","Not Working","Male","","","","","7"
"AfD","1994","Not Working","Female","","","","","7"
"CDU/CSU","1994","Not Working","Female","472","0.449684659026888","0.420524691566041","0.478844626487735","1"
"CDU/CSU","1994","Not Working","Male","268","0.370189296113913","0.335539903621073","0.404838688606752","1"
"CDU/CSU","1994","Part Time","Female","191","0.342754616231557","0.305212449513891","0.380296782949223","1"
"CDU/CSU","1994","Full Time","Male","575","0.373450849613937","0.350570785238801","0.396330913989074","1"
"CDU/CSU","1994","Full Time","Female","165","0.292615132801737","0.25700360598123","0.328226659622245","1"
"CDU/CSU","1994","Part Time","Male","91","0.349616814859154","0.295016507296434","0.404217122421873","1"
"FDP","1994","Not Working","Male","15","","","","3"
"FDP","1994","Not Working","Female","30","0.0385674156853171","0.027279938719285","0.0498548926513491","3"
"FDP","1994","Part Time","Male","14","","","","3"
"FDP","1994","Part Time","Female","18","","","","3"
"FDP","1994","Full Time","Female","16","","","","3"
"FDP","1994","Full Time","Male","58","0.0431595945364201","0.0335474260507927","0.0527717630220475","3"
"NPD Combination","1994","Not Working","Female","5","","","","6"
"NPD Combination","1994","Full Time","Female","6","","","","6"
"NPD Combination","1994","Part Time","Female","9","","","","6"
"NPD Combination","1994","Not Working","Male","16","","","","6"
"NPD Combination","1994","Full Time","Male","50","0.0247809270541658","0.0174277874517242","0.0321340666566075","6"
"NPD Combination","1994","Part Time","Male","7","","","","6"
"Other","1994","Full Time","Male","26","","","","8"
"Other","1994","Full Time","Female","8","","","","8"
"Other","1994","Not Working","Female","11","","","","8"
"Other","1994","Part Time","Male","5","","","","8"
"Other","1994","Part Time","Female","5","","","","8"
"Other","1994","Not Working","Male","10","","","","8"
"PDS/Linke","1994","Part Time","Female","22","","","","5"
"PDS/Linke","1994","Full Time","Female","44","0.0394131132142337","0.024183003992437","0.0546432224360304","5"
"PDS/Linke","1994","Part Time","Male","13","","","","5"
"PDS/Linke","1994","Full Time","Male","40","0.0140667279363507","0.00849636812542231","0.0196370877472791","5"
"PDS/Linke","1994","Not Working","Male","43","0.0408861298370922","0.0266758783230147","0.0550963813511696","5"
"PDS/Linke","1994","Not Working","Female","48","0.0314705126230539","0.0212367456985966","0.0417042795475112","5"
"SPD","1994","Full Time","Male","847","0.459664070936579","0.436091055197769","0.483237086675389","2"
"SPD","1994","Full Time","Female","325","0.525093129602274","0.486005735753091","0.564180523451456","2"
"SPD","1994","Part Time","Male","130","0.408910153756238","0.352617078082161","0.465203229430315","2"
"SPD","1994","Not Working","Male","347","0.472080612295974","0.436256901882154","0.507904322709794","2"
"SPD","1994","Part Time","Female","289","0.448641434258257","0.409301769139792","0.487981099376723","2"
"SPD","1994","Not Working","Female","477","0.417541004572864","0.388633577842004","0.446448431303724","2"
"AfD","1995","Full Time","Male","","","","","7"
"AfD","1995","Full Time","Female","","","","","7"
"AfD","1995","Part Time","Male","","","","","7"
"AfD","1995","Part Time","Female","","","","","7"
"AfD","1995","Not Working","Male","","","","","7"
"AfD","1995","Not Working","Female","","","","","7"
"CDU/CSU","1995","Not Working","Male","314","0.386899811616683","0.353983203503566","0.4198164197298","1"
"CDU/CSU","1995","Not Working","Female","563","0.457011847673634","0.430169093431917","0.48385460191535","1"
"CDU/CSU","1995","Part Time","Female","269","0.369636344477217","0.334572032850738","0.404700656103697","1"
"CDU/CSU","1995","Full Time","Female","233","0.336020483445397","0.300827566802466","0.371213400088328","1"
"CDU/CSU","1995","Part Time","Male","137","0.375107900037974","0.327119050902561","0.423096749173386","1"
"CDU/CSU","1995","Full Time","Male","739","0.407214567284115","0.384987796601729","0.429441337966502","1"
"FDP","1995","Not Working","Male","16","","","","3"
"FDP","1995","Not Working","Female","34","0.0336818559005582","0.0239605134364007","0.0434031983647156","3"
"FDP","1995","Full Time","Female","13","","","","3"
"FDP","1995","Part Time","Male","9","","","","3"
"FDP","1995","Part Time","Female","15","","","","3"
"FDP","1995","Full Time","Male","59","0.0315474093624474","0.0236399496490561","0.0394548690758387","3"
"NPD Combination","1995","Part Time","Female","4","","","","6"
"NPD Combination","1995","Not Working","Female","7","","","","6"
"NPD Combination","1995","Full Time","Male","32","0.0168842688269","0.0110557338558954","0.0227128037979047","6"
"NPD Combination","1995","Part Time","Male","8","","","","6"
"NPD Combination","1995","Not Working","Male","3","","","","6"
"NPD Combination","1995","Full Time","Female","2","","","","6"
"Other","1995","Full Time","Male","17","","","","8"
"Other","1995","Full Time","Female","3","","","","8"
"Other","1995","Part Time","Male","4","","","","8"
"Other","1995","Part Time","Female","8","","","","8"
"Other","1995","Not Working","Male","12","","","","8"
"Other","1995","Not Working","Female","7","","","","8"
"PDS/Linke","1995","Part Time","Female","23","","","","5"
"PDS/Linke","1995","Part Time","Male","19","","","","5"
"PDS/Linke","1995","Full Time","Female","45","0.0420814507217117","0.027122377533408","0.0570405239100154","5"
"PDS/Linke","1995","Full Time","Male","65","0.024152789319659","0.0172074972498388","0.0310980813894792","5"
"PDS/Linke","1995","Not Working","Male","52","0.0472899912852311","0.0329445116270394","0.0616354709434228","5"
"PDS/Linke","1995","Not Working","Female","64","0.0365769521357665","0.0264616131426601","0.0466922911288729","5"
"SPD","1995","Full Time","Female","308","0.463318364121956","0.426165425647326","0.500471302596587","2"
"SPD","1995","Full Time","Male","813","0.429683013552646","0.407288161340637","0.452077865764656","2"
"SPD","1995","Part Time","Female","302","0.408506880840098","0.37279958696503","0.444214174715166","2"
"SPD","1995","Part Time","Male","163","0.384914625284975","0.336685474039467","0.433143776530484","2"
"SPD","1995","Not Working","Male","378","0.45757337651135","0.423902767970166","0.491243985052534","2"
"SPD","1995","Not Working","Female","540","0.398558062601041","0.372175873912445","0.424940251289637","2"
"AfD","1996","Full Time","Male","","","","","7"
"AfD","1996","Full Time","Female","","","","","7"
"AfD","1996","Part Time","Male","","","","","7"
"AfD","1996","Part Time","Female","","","","","7"
"AfD","1996","Not Working","Female","","","","","7"
"AfD","1996","Not Working","Male","","","","","7"
"CDU/CSU","1996","Not Working","Male","314","0.430525213772969","0.395731976547083","0.465318450998854","1"
"CDU/CSU","1996","Not Working","Female","539","0.484442742457882","0.455794333022254","0.51309115189351","1"
"CDU/CSU","1996","Part Time","Female","246","0.379490989074694","0.343230917895889","0.415751060253499","1"
"CDU/CSU","1996","Full Time","Female","243","0.385089429360324","0.34827029200412","0.421908566716528","1"
"CDU/CSU","1996","Part Time","Male","138","0.340113452727098","0.292791324420027","0.38743558103417","1"
"CDU/CSU","1996","Full Time","Male","736","0.436124443542985","0.412989279425494","0.459259607660477","1"
"FDP","1996","Not Working","Male","16","","","","3"
"FDP","1996","Not Working","Female","30","0.0318050781569678","0.0217457154130566","0.041864440900879","3"
"FDP","1996","Part Time","Male","6","","","","3"
"FDP","1996","Full Time","Female","12","","","","3"
"FDP","1996","Part Time","Female","12","","","","3"
"FDP","1996","Full Time","Male","41","0.0296479734754926","0.0217350329511401","0.0375609139998451","3"
"NPD Combination","1996","Part Time","Female","7","","","","6"
"NPD Combination","1996","Not Working","Male","7","","","","6"
"NPD Combination","1996","Not Working","Female","7","","","","6"
"NPD Combination","1996","Full Time","Male","45","0.0306768382678931","0.0226320368241348","0.0387216397116514","6"
"NPD Combination","1996","Part Time","Male","7","","","","6"
"NPD Combination","1996","Full Time","Female","3","","","","6"
"Other","1996","Full Time","Male","14","","","","8"
"Other","1996","Full Time","Female","9","","","","8"
"Other","1996","Part Time","Male","7","","","","8"
"Other","1996","Part Time","Female","3","","","","8"
"Other","1996","Not Working","Male","6","","","","8"
"Other","1996","Not Working","Female","10","","","","8"
"PDS/Linke","1996","Part Time","Female","33","0.025001655933864","0.0133351663382399","0.0366681455294882","5"
"PDS/Linke","1996","Part Time","Male","19","","","","5"
"PDS/Linke","1996","Full Time","Male","68","0.0307262329430574","0.0226751625287592","0.0387773033573557","5"
"PDS/Linke","1996","Full Time","Female","47","0.0386168198783443","0.0240379673129948","0.0531956724436937","5"
"PDS/Linke","1996","Not Working","Female","63","0.0369948337356826","0.0261748730227976","0.0478147944485677","5"
"PDS/Linke","1996","Not Working","Male","50","0.0437320582013872","0.0293623466806684","0.0581017697221061","5"
"SPD","1996","Full Time","Male","705","0.379725473283359","0.357084109888519","0.4023668366782","2"
"SPD","1996","Part Time","Female","283","0.398454269774495","0.361871428000482","0.435037111548509","2"
"SPD","1996","Full Time","Female","256","0.37147466309686","0.334914104341521","0.4080352218522","2"
"SPD","1996","Part Time","Male","154","0.405837284233384","0.356786450253596","0.454888118213173","2"
"SPD","1996","Not Working","Male","331","0.429795191897166","0.395009190791177","0.464581193003154","2"
"SPD","1996","Not Working","Female","413","0.352950521895875","0.325555825274323","0.380345218517428","2"
"AfD","1997","Full Time","Male","","","","","7"
"AfD","1997","Full Time","Female","","","","","7"
"AfD","1997","Part Time","Female","","","","","7"
"AfD","1997","Part Time","Male","","","","","7"
"AfD","1997","Not Working","Male","","","","","7"
"AfD","1997","Not Working","Female","","","","","7"
"CDU/CSU","1997","Not Working","Male","299","0.403157321421552","0.368487457900083","0.437827184943021","1"
"CDU/CSU","1997","Not Working","Female","512","0.467214854784158","0.438478730962001","0.495950978606316","1"
"CDU/CSU","1997","Part Time","Female","212","0.358241669306378","0.320253690468212","0.396229648144544","1"
"CDU/CSU","1997","Full Time","Female","204","0.337271129487535","0.299753041105659","0.374789217869412","1"
"CDU/CSU","1997","Part Time","Male","124","0.366958777974448","0.315952261162638","0.417965294786259","1"
"CDU/CSU","1997","Full Time","Male","598","0.393862111252296","0.369815475896232","0.417908746608361","1"
"FDP","1997","Not Working","Male","10","","","","3"
"FDP","1997","Not Working","Female","25","","","","3"
"FDP","1997","Full Time","Female","13","","","","3"
"FDP","1997","Part Time","Male","4","","","","3"
"FDP","1997","Part Time","Female","14","","","","3"
"FDP","1997","Full Time","Male","42","0.0296387725289612","0.0212924853477992","0.0379850597101232","3"
"NPD Combination","1997","Full Time","Male","47","0.0277876294272614","0.0196984807044482","0.0358767781500747","6"
"NPD Combination","1997","Part Time","Female","4","","","","6"
"NPD Combination","1997","Not Working","Male","17","","","","6"
"NPD Combination","1997","Not Working","Female","13","","","","6"
"NPD Combination","1997","Full Time","Female","6","","","","6"
"NPD Combination","1997","Part Time","Male","12","","","","6"
"Other","1997","Part Time","Female","7","","","","8"
"Other","1997","Full Time","Male","12","","","","8"
"Other","1997","Full Time","Female","3","","","","8"
"Other","1997","Part Time","Male","6","","","","8"
"Other","1997","Not Working","Male","12","","","","8"
"Other","1997","Not Working","Female","8","","","","8"
"PDS/Linke","1997","Full Time","Female","33","0.0309381257755141","0.0171975184838077","0.0446787330672205","5"
"PDS/Linke","1997","Full Time","Male","58","0.0216785965685503","0.0145113415283786","0.028845851608722","5"
"PDS/Linke","1997","Part Time","Female","20","","","","5"
"PDS/Linke","1997","Part Time","Male","13","","","","5"
"PDS/Linke","1997","Not Working","Male","51","0.0444850266413852","0.0299133140368367","0.0590567392459336","5"
"PDS/Linke","1997","Not Working","Female","66","0.0352458471721203","0.0246250744195982","0.0458666199246425","5"
"SPD","1997","Full Time","Female","263","0.434843791692067","0.395503818296858","0.474183765087276","2"
"SPD","1997","Part Time","Male","140","0.405033716766038","0.353082850091419","0.456984583440657","2"
"SPD","1997","Part Time","Female","266","0.406011242473922","0.367103993670201","0.444918491277642","2"
"SPD","1997","Full Time","Male","687","0.427608322100652","0.403260157481473","0.451956486719832","2"
"SPD","1997","Not Working","Male","344","0.468457577722571","0.433188912722556","0.503726242722585","2"
"SPD","1997","Not Working","Female","443","0.388793379417299","0.360716601506179","0.416870157328418","2"
"AfD","1998","Full Time","Female","","","","","7"
"AfD","1998","Full Time","Male","","","","","7"
"AfD","1998","Part Time","Female","","","","","7"
"AfD","1998","Part Time","Male","","","","","7"
"AfD","1998","Not Working","Male","","","","","7"
"AfD","1998","Not Working","Female","","","","","7"
"CDU/CSU","1998","Not Working","Male","345","0.378868548950868","0.347972059315835","0.409765038585901","1"
"CDU/CSU","1998","Not Working","Female","552","0.441291722387447","0.414735547005676","0.467847897769218","1"
"CDU/CSU","1998","Part Time","Female","208","0.309829280569226","0.275767216880948","0.343891344257504","1"
"CDU/CSU","1998","Part Time","Male","128","0.304969158013369","0.260513250345293","0.349425065681446","1"
"CDU/CSU","1998","Full Time","Female","183","0.257640411511995","0.224475868829641","0.290804954194349","1"
"CDU/CSU","1998","Full Time","Male","619","0.366778131951506","0.34433319034481","0.389223073558202","1"
"FDP","1998","Not Working","Female","29","","","","3"
"FDP","1998","Not Working","Male","15","","","","3"
"FDP","1998","Part Time","Male","10","","","","3"
"FDP","1998","Part Time","Female","23","","","","3"
"FDP","1998","Full Time","Female","11","","","","3"
"FDP","1998","Full Time","Male","52","0.0372630975349197","0.0284418075999845","0.0460843874698549","3"
"NPD Combination","1998","Full Time","Male","39","0.0187085452246592","0.0123981315802923","0.0250189588690262","6"
"NPD Combination","1998","Part Time","Female","7","","","","6"
"NPD Combination","1998","Not Working","Male","17","","","","6"
"NPD Combination","1998","Not Working","Female","13","","","","6"
"NPD Combination","1998","Full Time","Female","5","","","","6"
"NPD Combination","1998","Part Time","Male","16","","","","6"
"Other","1998","Part Time","Female","11","","","","8"
"Other","1998","Full Time","Male","34","0.0207023167825595","0.0140709103098169","0.0273337232553021","8"
"Other","1998","Full Time","Female","7","","","","8"
"Other","1998","Part Time","Male","4","","","","8"
"Other","1998","Not Working","Male","12","","","","8"
"Other","1998","Not Working","Female","12","","","","8"
"PDS/Linke","1998","Full Time","Male","61","0.0225298839997341","0.0156184202805062","0.029441347718962","5"
"PDS/Linke","1998","Full Time","Female","39","0.0366195539417112","0.0223761005665234","0.0508630073168989","5"
"PDS/Linke","1998","Part Time","Female","23","","","","5"
"PDS/Linke","1998","Part Time","Male","20","","","","5"
"PDS/Linke","1998","Not Working","Male","57","0.0426799485089328","0.0298059450147228","0.0555539520031428","5"
"PDS/Linke","1998","Not Working","Female","70","0.0318621210889057","0.0224688678092764","0.0412553743685351","5"
"SPD","1998","Full Time","Female","311","0.462090382295643","0.424282880694588","0.499897883896698","2"
"SPD","1998","Full Time","Male","815","0.448484501276539","0.425321683485686","0.471647319067391","2"
"SPD","1998","Part Time","Female","325","0.431940802008127","0.395453615595013","0.46842798842124","2"
"SPD","1998","Part Time","Male","181","0.432299624674276","0.384463994136774","0.480135255211778","2"
"SPD","1998","Not Working","Male","460","0.490205488645797","0.458366463349912","0.522044513941682","2"
"SPD","1998","Not Working","Female","566","0.415697117869153","0.389338805183443","0.442055430554863","2"
"AfD","1999","Part Time","Female","","","","","7"
"AfD","1999","Full Time","Male","","","","","7"
"AfD","1999","Part Time","Male","","","","","7"
"AfD","1999","Full Time","Female","","","","","7"
"AfD","1999","Not Working","Male","","","","","7"
"AfD","1999","Not Working","Female","","","","","7"
"CDU/CSU","1999","Not Working","Male","368","0.420964129199436","0.389318220897963","0.45261003750091","1"
"CDU/CSU","1999","Not Working","Female","596","0.467952928171968","0.441665012119308","0.494240844224628","1"
"CDU/CSU","1999","Part Time","Female","272","0.361987221658536","0.328789256918433","0.39518518639864","1"
"CDU/CSU","1999","Full Time","Female","264","0.353335797582682","0.319440875369298","0.387230719796067","1"
"CDU/CSU","1999","Part Time","Male","162","0.377360230095432","0.332222187669085","0.42249827252178","1"
"CDU/CSU","1999","Full Time","Male","750","0.401384505583071","0.379583438213426","0.423185572952717","1"
"FDP","1999","Not Working","Male","8","","","","3"
"FDP","1999","Not Working","Female","31","0.026385303080202","0.0179411781496399","0.0348294280107641","3"
"FDP","1999","Full Time","Male","62","0.0410261198543804","0.0322043222512295","0.0498479174575314","3"
"FDP","1999","Full Time","Female","15","","","","3"
"FDP","1999","Part Time","Male","15","","","","3"
"FDP","1999","Part Time","Female","16","","","","3"
"NPD Combination","1999","Full Time","Male","47","0.0179318769634115","0.012029768848274","0.0238339850785491","6"
"NPD Combination","1999","Part Time","Female","8","","","","6"
"NPD Combination","1999","Not Working","Male","8","","","","6"
"NPD Combination","1999","Not Working","Female","7","","","","6"
"NPD Combination","1999","Full Time","Female","4","","","","6"
"NPD Combination","1999","Part Time","Male","7","","","","6"
"Other","1999","Part Time","Female","9","","","","8"
"Other","1999","Not Working","Male","13","","","","8"
"Other","1999","Not Working","Female","10","","","","8"
"Other","1999","Full Time","Male","20","","","","8"
"Other","1999","Full Time","Female","9","","","","8"
"Other","1999","Part Time","Male","11","","","","8"
"PDS/Linke","1999","Full Time","Female","60","0.056568092739125","0.0401870154301748","0.0729491700480753","5"
"PDS/Linke","1999","Part Time","Female","31","0.0270471738321694","0.0158410094470902","0.0382533382172485","5"
"PDS/Linke","1999","Full Time","Male","77","0.0283170605008302","0.0209395497442904","0.03569457125737","5"
"PDS/Linke","1999","Part Time","Male","20","","","","5"
"PDS/Linke","1999","Not Working","Female","77","0.0393299774852906","0.0290892923275261","0.0495706626430551","5"
"PDS/Linke","1999","Not Working","Male","58","0.0424228618391083","0.0295038543103385","0.055341869367878","5"
"SPD","1999","Full Time","Female","330","0.452002284511999","0.416711517240683","0.487293051783316","2"
"SPD","1999","Full Time","Male","852","0.437424401866076","0.415361358081602","0.45948744565055","2"
"SPD","1999","Part Time","Male","190","0.399913681137746","0.354295683168024","0.445531679107468","2"
"SPD","1999","Part Time","Female","375","0.443337748699903","0.40902042648368","0.477655070916127","2"
"SPD","1999","Not Working","Male","444","0.47281997116741","0.440818520461166","0.504821421873654","2"
"SPD","1999","Not Working","Female","571","0.40023832439393","0.374425903538665","0.426050745249195","2"
"AfD","2000","Part Time","Female","","","","","7"
"AfD","2000","Full Time","Male","","","","","7"
"AfD","2000","Full Time","Female","","","","","7"
"AfD","2000","Part Time","Male","","","","","7"
"AfD","2000","Not Working","Female","","","","","7"
"AfD","2000","Not Working","Male","","","","","7"
"CDU/CSU","2000","Not Working","Female","1077","0.453112355686245","0.433324095145497","0.472900616226993","1"
"CDU/CSU","2000","Not Working","Male","687","0.426120974922853","0.402460211963104","0.449781737882602","1"
"CDU/CSU","2000","Part Time","Female","459","0.342924104720212","0.31776063015256","0.368087579287865","1"
"CDU/CSU","2000","Full Time","Male","1260","0.395165482402247","0.378168221931979","0.412162742872515","1"
"CDU/CSU","2000","Full Time","Female","460","0.348104274406474","0.322149055408751","0.374059493404197","1"
"CDU/CSU","2000","Part Time","Male","239","0.310996707740862","0.277599631006204","0.34439378447552","1"
"FDP","2000","Not Working","Female","63","0.0346557185008424","0.0273848853383876","0.0419265516632971","3"
"FDP","2000","Not Working","Male","32","0.0206940100826137","0.0138826530345852","0.0275053671306422","3"
"FDP","2000","Full Time","Male","109","0.035444269785","0.0290157967866662","0.0418727427833338","3"
"FDP","2000","Full Time","Female","36","0.0297600475096028","0.020501617667375","0.0390184773518305","3"
"FDP","2000","Part Time","Male","24","","","","3"
"FDP","2000","Part Time","Female","28","","","","3"
"NPD Combination","2000","Part Time","Female","15","","","","6"
"NPD Combination","2000","Full Time","Male","54","0.0145648678533021","0.0103996431101485","0.0187300925964558","6"
"NPD Combination","2000","Not Working","Male","19","","","","6"
"NPD Combination","2000","Part Time","Male","12","","","","6"
"NPD Combination","2000","Not Working","Female","12","","","","6"
"NPD Combination","2000","Full Time","Female","12","","","","6"
"Other","2000","Part Time","Female","14","","","","8"
"Other","2000","Not Working","Male","17","","","","8"
"Other","2000","Not Working","Female","20","","","","8"
"Other","2000","Full Time","Male","34","0.0112791382385947","0.00760761777451456","0.0149506587026749","8"
"Other","2000","Full Time","Female","13","","","","8"
"Other","2000","Part Time","Male","12","","","","8"
"PDS/Linke","2000","Full Time","Female","94","0.0527715711243248","0.0405898591454608","0.0649532831031888","5"
"PDS/Linke","2000","Part Time","Female","57","0.0324382761975308","0.0230468390313853","0.0418297133636763","5"
"PDS/Linke","2000","Full Time","Male","141","0.0350168111390091","0.0286258038149392","0.041407818463079","5"
"PDS/Linke","2000","Part Time","Male","47","0.0561584477617938","0.0395481658175598","0.0727687297060279","5"
"PDS/Linke","2000","Not Working","Male","105","0.0526135290801303","0.0419312377326091","0.0632958204276515","5"
"PDS/Linke","2000","Not Working","Female","114","0.037897721270283","0.0303071793708853","0.0454882631696807","5"
"SPD","2000","Part Time","Male","342","0.472353373216939","0.436334924541294","0.508371821892584","2"
"SPD","2000","Full Time","Male","1341","0.42685475234724","0.409658114199277","0.444051390495202","2"
"SPD","2000","Full Time","Female","545","0.449861292084717","0.422755857950357","0.476966726219077","2"
"SPD","2000","Part Time","Female","613","0.440630592332335","0.414312735971435","0.466948448693236","2"
"SPD","2000","Not Working","Male","767","0.455244425227383","0.431417101104514","0.479071749350252","2"
"SPD","2000","Not Working","Female","1000","0.40393272160923","0.38442719094149","0.423438252276971","2"
"AfD","2001","Part Time","Female","","","","","7"
"AfD","2001","Full Time","Male","","","","","7"
"AfD","2001","Full Time","Female","","","","","7"
"AfD","2001","Part Time","Male","","","","","7"
"AfD","2001","Not Working","Male","","","","","7"
"AfD","2001","Not Working","Female","","","","","7"
"CDU/CSU","2001","Not Working","Male","611","0.415040048570229","0.390269571758219","0.43981052538224","1"
"CDU/CSU","2001","Not Working","Female","878","0.45765177560973","0.436032571863503","0.479270979355957","1"
"CDU/CSU","2001","Part Time","Female","401","0.310981965506752","0.285643111156262","0.336320819857242","1"
"CDU/CSU","2001","Full Time","Male","1050","0.379015972787382","0.360949341655812","0.397082603918953","1"
"CDU/CSU","2001","Part Time","Male","214","0.343592675032671","0.306028611780694","0.381156738284648","1"
"CDU/CSU","2001","Full Time","Female","379","0.336830374180837","0.308785489863525","0.364875258498148","1"
"FDP","2001","Not Working","Male","39","0.0311429014315042","0.0224104597198602","0.0398753431431483","3"
"FDP","2001","Not Working","Female","59","0.0333039922463184","0.0255177821490386","0.0410902023435983","3"
"FDP","2001","Full Time","Male","129","0.0490441007761499","0.0410017727477818","0.057086428804518","3"
"FDP","2001","Part Time","Male","35","0.0597306934771767","0.040985548066368","0.0784758388879855","3"
"FDP","2001","Part Time","Female","32","0.0291676508809191","0.0199562236730199","0.0383790780888184","3"
"FDP","2001","Full Time","Female","32","0.0316349394579033","0.0212491676738872","0.0420207112419194","3"
"NPD Combination","2001","Part Time","Female","11","","","","6"
"NPD Combination","2001","Not Working","Male","10","","","","6"
"NPD Combination","2001","Full Time","Male","47","0.0129380431658397","0.00872966545995901","0.0171464208717204","6"
"NPD Combination","2001","Not Working","Female","9","","","","6"
"NPD Combination","2001","Full Time","Female","4","","","","6"
"NPD Combination","2001","Part Time","Male","19","","","","6"
"Other","2001","Full Time","Male","28","","","","8"
"Other","2001","Part Time","Female","14","","","","8"
"Other","2001","Not Working","Male","8","","","","8"
"Other","2001","Not Working","Female","17","","","","8"
"Other","2001","Full Time","Female","10","","","","8"
"Other","2001","Part Time","Male","13","","","","8"
"PDS/Linke","2001","Full Time","Male","101","0.0297471933831437","0.0234205455766636","0.0360738411896239","5"
"PDS/Linke","2001","Full Time","Female","76","0.055262165391773","0.041703862900041","0.068820467883505","5"
"PDS/Linke","2001","Part Time","Female","42","0.0291231443188547","0.0199185366165662","0.0383277520211432","5"
"PDS/Linke","2001","Part Time","Male","34","0.042687144836262","0.0266974783724038","0.0586768113001203","5"
"PDS/Linke","2001","Not Working","Male","101","0.0550884444944923","0.043618742561609","0.0665581464273755","5"
"PDS/Linke","2001","Not Working","Female","93","0.0358510651546002","0.0277832469807039","0.0439188833284964","5"
"SPD","2001","Part Time","Female","599","0.460344002274767","0.433060266997134","0.4876277375524","2"
"SPD","2001","Full Time","Male","1208","0.438564506694214","0.4200856592793","0.457043354109128","2"
"SPD","2001","Part Time","Male","239","0.401245057563606","0.362475280021021","0.440014835106191","2"
"SPD","2001","Full Time","Female","473","0.463803374094939","0.43421202905263","0.493394719137247","2"
"SPD","2001","Not Working","Male","703","0.46129040497927","0.436229839691279","0.486350970267262","2"
"SPD","2001","Not Working","Female","856","0.405869464258228","0.384560264856927","0.42717866365953","2"
"AfD","2002","Part Time","Male","","","","","7"
"AfD","2002","Full Time","Male","","","","","7"
"AfD","2002","Full Time","Female","","","","","7"
"AfD","2002","Part Time","Female","","","","","7"
"AfD","2002","Not Working","Male","","","","","7"
"AfD","2002","Not Working","Female","","","","","7"
"CDU/CSU","2002","Not Working","Male","682","0.416900399415823","0.393103230638779","0.440697568192868","1"
"CDU/CSU","2002","Not Working","Female","957","0.448845668633224","0.427855875897766","0.469835461368683","1"
"CDU/CSU","2002","Full Time","Female","432","0.347535948000881","0.321084979618673","0.37398691638309","1"
"CDU/CSU","2002","Part Time","Female","520","0.335184740307063","0.31152352991137","0.358845950702755","1"
"CDU/CSU","2002","Full Time","Male","1293","0.401602895271378","0.384580590395394","0.418625200147362","1"
"CDU/CSU","2002","Part Time","Male","271","0.333531667429268","0.299283235029753","0.367780099828784","1"
"FDP","2002","Not Working","Female","69","0.0334665399563028","0.0258766256592675","0.0410564542533382","3"
"FDP","2002","Not Working","Male","60","0.0321255179612505","0.0236146794045585","0.0406363565179424","3"
"FDP","2002","Full Time","Male","201","0.0570919079640793","0.0490353939805821","0.0651484219475765","3"
"FDP","2002","Part Time","Male","64","0.0832530636435872","0.0631849178687327","0.103321209418442","3"
"FDP","2002","Part Time","Female","60","0.0299037863238277","0.0213665983587402","0.0384409742889151","3"
"FDP","2002","Full Time","Female","61","0.0357554935904461","0.0254414635791071","0.0460695236017852","3"
"NPD Combination","2002","Full Time","Female","6","","","","6"
"NPD Combination","2002","Part Time","Female","8","","","","6"
"NPD Combination","2002","Not Working","Male","9","","","","6"
"NPD Combination","2002","Full Time","Male","40","0.0119431420312488","0.00817110912917363","0.015715174933324","6"
"NPD Combination","2002","Part Time","Male","11","","","","6"
"NPD Combination","2002","Not Working","Female","4","","","","6"
"Other","2002","Full Time","Male","37","0.0138582204984119","0.00979894415084671","0.017917496845977","8"
"Other","2002","Full Time","Female","9","","","","8"
"Other","2002","Part Time","Male","17","","","","8"
"Other","2002","Part Time","Female","12","","","","8"
"Other","2002","Not Working","Male","11","","","","8"
"Other","2002","Not Working","Female","17","","","","8"
"PDS/Linke","2002","Part Time","Male","47","0.0681042903676073","0.0498041975054995","0.0864043832297151","5"
"PDS/Linke","2002","Full Time","Female","88","0.0625186519332304","0.0490709047534555","0.0759663991130054","5"
"PDS/Linke","2002","Part Time","Female","65","0.0388545035211287","0.0291681660004526","0.0485408410418047","5"
"PDS/Linke","2002","Full Time","Male","120","0.0320020853952699","0.0258905327659944","0.0381136380245453","5"
"PDS/Linke","2002","Not Working","Female","125","0.0494280065731048","0.0402805138296224","0.0585754993165872","5"
"PDS/Linke","2002","Not Working","Male","127","0.0654298620672644","0.0534946067010841","0.0773651174334446","5"
"SPD","2002","Part Time","Female","660","0.45705338595768","0.432084085333305","0.482022686582055","2"
"SPD","2002","Not Working","Female","867","0.4091345116637","0.388385357948928","0.429883665378471","2"
"SPD","2002","Full Time","Male","1262","0.407126596705147","0.390066914891557","0.424186278518737","2"
"SPD","2002","Full Time","Female","513","0.430218655949998","0.402716790845137","0.457720521054859","2"
"SPD","2002","Part Time","Male","261","0.382218859413681","0.346920397615821","0.417517321211542","2"
"SPD","2002","Not Working","Male","704","0.442253065397194","0.418281754467208","0.46622437632718","2"
"AfD","2003","Full Time","Male","","","","","7"
"AfD","2003","Full Time","Female","","","","","7"
"AfD","2003","Part Time","Male","","","","","7"
"AfD","2003","Part Time","Female","","","","","7"
"AfD","2003","Not Working","Male","","","","","7"
"AfD","2003","Not Working","Female","","","","","7"
"CDU/CSU","2003","Not Working","Male","758","0.442324046130911","0.418790665430914","0.465857426830908","1"
"CDU/CSU","2003","Not Working","Female","1057","0.469816929187785","0.449181010217809","0.490452848157762","1"
