"party","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Grüne","2011","Employed","Other degree","20","","",""
"Grüne","2011","Employed","no degree/no degree yet","11","","",""
"PDS/Linke","2011","Not Employed","lower secondary degree","125","0.0543753796568731","0.0438085498833474","0.0649422094303989"
"PDS/Linke","2011","Not Employed","secondary school degree","69","0.0637408405652775","0.0472793240374818","0.0802023570930732"
"PDS/Linke","2011","Not Employed","college entrance qualification","67","0.0816712789239019","0.0639361595497626","0.0994063982980412"
"PDS/Linke","2011","Not Employed","Other degree","6","","",""
"PDS/Linke","2011","Not Employed","no degree/no degree yet","4","","",""
"PDS/Linke","2011","Employed","lower secondary degree","40","0.0456469175243755","0.0324713344962783","0.0588225005524726"
"PDS/Linke","2011","Employed","secondary school degree","123","0.0877421927352901","0.0735704411239499","0.10191394434663"
"PDS/Linke","2011","Employed","college entrance qualification","146","0.051667729604873","0.0428320605755256","0.0605033986342203"
"PDS/Linke","2011","Employed","Other degree","10","","",""
"PDS/Linke","2011","Employed","no degree/no degree yet","2","","",""
"NPD Combination","2011","Not Employed","lower secondary degree","8","","",""
"NPD Combination","2011","Not Employed","secondary school degree","9","","",""
"NPD Combination","2011","Not Employed","college entrance qualification","2","","",""
"NPD Combination","2011","Not Employed","Other degree","1","","",""
"NPD Combination","2011","Not Employed","no degree/no degree yet","","","",""
"NPD Combination","2011","Employed","lower secondary degree","24","","",""
"NPD Combination","2011","Employed","secondary school degree","45","0.0381089374447018","0.0285185343727487","0.0476993405166549"
"NPD Combination","2011","Employed","college entrance qualification","15","","",""
"NPD Combination","2011","Employed","Other degree","","","",""
"NPD Combination","2011","Employed","no degree/no degree yet","1","","",""
"AfD","2011","Not Employed","lower secondary degree","","","",""
"AfD","2011","Not Employed","secondary school degree","","","",""
"AfD","2011","Not Employed","college entrance qualification","","","",""
"AfD","2011","Not Employed","Other degree","","","",""
"AfD","2011","Not Employed","no degree/no degree yet","","","",""
"AfD","2011","Employed","lower secondary degree","","","",""
"AfD","2011","Employed","secondary school degree","","","",""
"AfD","2011","Employed","college entrance qualification","","","",""
"AfD","2011","Employed","Other degree","","","",""
"AfD","2011","Employed","no degree/no degree yet","","","",""
"Other","2011","Not Employed","lower secondary degree","16","","",""
"Other","2011","Not Employed","secondary school degree","6","","",""
"Other","2011","Not Employed","college entrance qualification","3","","",""
"Other","2011","Not Employed","Other degree","1","","",""
"Other","2011","Not Employed","no degree/no degree yet","1","","",""
"Other","2011","Employed","lower secondary degree","19","","",""
"Other","2011","Employed","secondary school degree","17","","",""
"Other","2011","Employed","college entrance qualification","34","0.0262443548045451","0.0198633006515949","0.0326254089574952"
"Other","2011","Employed","Other degree","2","","",""
"Other","2011","Employed","no degree/no degree yet","","","",""
"CDU/CSU","2012","Not Employed","lower secondary degree","787","0.461868292566105","0.438443441827498","0.485293143304712"
"CDU/CSU","2012","Not Employed","secondary school degree","383","0.463922598618153","0.430218198085048","0.497626999151258"
"CDU/CSU","2012","Not Employed","college entrance qualification","401","0.450131928584779","0.417931430896935","0.482332426272622"
"CDU/CSU","2012","Not Employed","Other degree","92","0.423221197751563","0.352026020073034","0.494416375430093"
"CDU/CSU","2012","Not Employed","no degree/no degree yet","28","","",""
"CDU/CSU","2012","Employed","lower secondary degree","383","0.40828317653288","0.376811781330205","0.439754571735556"
"CDU/CSU","2012","Employed","secondary school degree","581","0.381469310442333","0.356561622750823","0.406376998133843"
"CDU/CSU","2012","Employed","college entrance qualification","700","0.277957589487813","0.259728091012103","0.296187087963523"
"CDU/CSU","2012","Employed","Other degree","83","0.400166074156767","0.330684915295008","0.469647233018525"
"CDU/CSU","2012","Employed","no degree/no degree yet","14","","",""
"SPD","2012","Not Employed","lower secondary degree","720","0.409472059888453","0.386367067553414","0.432577052223493"
"SPD","2012","Not Employed","secondary school degree","268","0.321755732520706","0.290183426356116","0.353328038685296"
"SPD","2012","Not Employed","college entrance qualification","237","0.255629941201434","0.227396505437823","0.283863376965046"
"SPD","2012","Not Employed","Other degree","66","0.432005457405852","0.360625066025032","0.503385848786671"
"SPD","2012","Not Employed","no degree/no degree yet","25","","",""
"SPD","2012","Employed","lower secondary degree","391","0.415231466037923","0.383680299452049","0.446782632623798"
"SPD","2012","Employed","secondary school degree","411","0.287801880433671","0.264586799183819","0.311016961683523"
"SPD","2012","Employed","college entrance qualification","631","0.278407147244313","0.260168593378119","0.296645701110507"
"SPD","2012","Employed","Other degree","62","0.337337224528348","0.270285519057784","0.404388929998912"
"SPD","2012","Employed","no degree/no degree yet","10","","",""
"FDP","2012","Not Employed","lower secondary degree","18","","",""
"FDP","2012","Not Employed","secondary school degree","21","","",""
"FDP","2012","Not Employed","college entrance qualification","46","0.0425864998821312","0.0295172948753646","0.0556557048888978"
"FDP","2012","Not Employed","Other degree","6","","",""
"FDP","2012","Not Employed","no degree/no degree yet","","","",""
"FDP","2012","Employed","lower secondary degree","22","","",""
"FDP","2012","Employed","secondary school degree","32","0.025196695312645","0.0171604484050972","0.0332329422201928"
"FDP","2012","Employed","college entrance qualification","84","0.0304060538278422","0.023419241526889","0.0373928661287954"
"FDP","2012","Employed","Other degree","10","","",""
"FDP","2012","Employed","no degree/no degree yet","","","",""
"Grüne","2012","Not Employed","lower secondary degree","64","0.0368204425142839","0.0279719029523505","0.0456689820762173"
"Grüne","2012","Not Employed","secondary school degree","71","0.0812723445688855","0.0628045564925161","0.0997401326452549"
"Grüne","2012","Not Employed","college entrance qualification","160","0.173990153989583","0.149453328649638","0.198526979329527"
"Grüne","2012","Not Employed","Other degree","13","","",""
"Grüne","2012","Not Employed","no degree/no degree yet","29","","",""
"Grüne","2012","Employed","lower secondary degree","65","0.0699037517714231","0.0535772746362632","0.086230228906583"
"Grüne","2012","Employed","secondary school degree","211","0.129949731959357","0.112707922170938","0.147191541747776"
"Grüne","2012","Employed","college entrance qualification","705","0.326465187749408","0.307384124939209","0.345546250559607"
"Grüne","2012","Employed","Other degree","23","","",""
"Grüne","2012","Employed","no degree/no degree yet","12","","",""
"PDS/Linke","2012","Not Employed","lower secondary degree","118","0.0567274174399144","0.0458584427174752","0.0675963921623537"
"PDS/Linke","2012","Not Employed","secondary school degree","76","0.0776104342941692","0.0595275651026869","0.0956933034856514"
"PDS/Linke","2012","Not Employed","college entrance qualification","56","0.0556391285109565","0.0408029320786463","0.0704753249432666"
"PDS/Linke","2012","Not Employed","Other degree","5","","",""
"PDS/Linke","2012","Not Employed","no degree/no degree yet","5","","",""
"PDS/Linke","2012","Employed","lower secondary degree","25","","",""
"PDS/Linke","2012","Employed","secondary school degree","121","0.0991391302975996","0.0838150507782657","0.114463209816934"
"PDS/Linke","2012","Employed","college entrance qualification","123","0.0395029712960842","0.0315767354070481","0.0474292071851203"
"PDS/Linke","2012","Employed","Other degree","6","","",""
"PDS/Linke","2012","Employed","no degree/no degree yet","4","","",""
"NPD Combination","2012","Not Employed","lower secondary degree","7","","",""
"NPD Combination","2012","Not Employed","secondary school degree","11","","",""
"NPD Combination","2012","Not Employed","college entrance qualification","1","","",""
"NPD Combination","2012","Not Employed","Other degree","","","",""
"NPD Combination","2012","Not Employed","no degree/no degree yet","","","",""
"NPD Combination","2012","Employed","lower secondary degree","18","","",""
"NPD Combination","2012","Employed","secondary school degree","38","0.0347413715711305","0.0253513128237248","0.0441314303185363"
"NPD Combination","2012","Employed","college entrance qualification","8","","",""
"NPD Combination","2012","Employed","Other degree","2","","",""
"NPD Combination","2012","Employed","no degree/no degree yet","","","",""
"AfD","2012","Not Employed","lower secondary degree","","","",""
"AfD","2012","Not Employed","secondary school degree","","","",""
"AfD","2012","Not Employed","college entrance qualification","","","",""
"AfD","2012","Not Employed","Other degree","","","",""
"AfD","2012","Not Employed","no degree/no degree yet","","","",""
"AfD","2012","Employed","lower secondary degree","","","",""
"AfD","2012","Employed","secondary school degree","","","",""
"AfD","2012","Employed","college entrance qualification","","","",""
"AfD","2012","Employed","Other degree","","","",""
"AfD","2012","Employed","no degree/no degree yet","","","",""
"Other","2012","Not Employed","lower secondary degree","26","","",""
"Other","2012","Not Employed","secondary school degree","11","","",""
"Other","2012","Not Employed","college entrance qualification","16","","",""
"Other","2012","Not Employed","Other degree","3","","",""
"Other","2012","Not Employed","no degree/no degree yet","6","","",""
"Other","2012","Employed","lower secondary degree","33","0.03953013764141","0.0270538801348543","0.0520063951479656"
"Other","2012","Employed","secondary school degree","67","0.0417018799832637","0.0314512367569463","0.0519525232095811"
"Other","2012","Employed","college entrance qualification","69","0.0413954362022248","0.0332895579521659","0.0495013144522836"
"Other","2012","Employed","Other degree","5","","",""
"Other","2012","Employed","no degree/no degree yet","8","","",""
"CDU/CSU","2013","Not Employed","lower secondary degree","798","0.464887737208266","0.441717280888448","0.488058193528084"
"CDU/CSU","2013","Not Employed","secondary school degree","444","0.464518204869766","0.433356280683562","0.495680129055969"
"CDU/CSU","2013","Not Employed","college entrance qualification","475","0.4290573274366","0.400414209214951","0.457700445658248"
"CDU/CSU","2013","Not Employed","Other degree","348","0.429386391655325","0.393961163179597","0.464811620131054"
"CDU/CSU","2013","Not Employed","no degree/no degree yet","45","0.25531989673411","0.195484219269761","0.315155574198459"
"CDU/CSU","2013","Employed","lower secondary degree","377","0.443352551668999","0.409657232787132","0.477047870550865"
"CDU/CSU","2013","Employed","secondary school degree","603","0.437304653375902","0.411085090130633","0.463524216621171"
"CDU/CSU","2013","Employed","college entrance qualification","730","0.316615772545295","0.297425503658447","0.335806041432142"
"CDU/CSU","2013","Employed","Other degree","74","0.413639359125121","0.334026584984641","0.493252133265602"
"CDU/CSU","2013","Employed","no degree/no degree yet","10","","",""
"SPD","2013","Not Employed","lower secondary degree","730","0.408586565116808","0.385750265940496","0.431422864293119"
"SPD","2013","Not Employed","secondary school degree","319","0.330568138131486","0.301175793775271","0.3599604824877"
"SPD","2013","Not Employed","college entrance qualification","321","0.27706743309039","0.251166940884508","0.302967925296271"
"SPD","2013","Not Employed","Other degree","237","0.329032902359551","0.295405932428353","0.362659872290749"
"SPD","2013","Not Employed","no degree/no degree yet","85","0.382928977599568","0.316223776216866","0.449634178982271"
"SPD","2013","Employed","lower secondary degree","336","0.407729433816637","0.37439823297935","0.441060634653924"
"SPD","2013","Employed","secondary school degree","383","0.274313883557264","0.25073110117289","0.297896665941638"
"SPD","2013","Employed","college entrance qualification","601","0.269552326624575","0.251246117937828","0.287858535311322"
"SPD","2013","Employed","Other degree","42","0.361015854860732","0.283373696010578","0.438658013710886"
"SPD","2013","Employed","no degree/no degree yet","12","","",""
"FDP","2013","Not Employed","lower secondary degree","23","","",""
"FDP","2013","Not Employed","secondary school degree","29","","",""
"FDP","2013","Not Employed","college entrance qualification","47","0.0388335821351027","0.0276528716243224","0.050014292645883"
"FDP","2013","Not Employed","Other degree","21","","",""
"FDP","2013","Not Employed","no degree/no degree yet","4","","",""
"FDP","2013","Employed","lower secondary degree","19","","",""
"FDP","2013","Employed","secondary school degree","38","0.0323157757120312","0.0229688053616674","0.041662746062395"
"FDP","2013","Employed","college entrance qualification","90","0.0330600099913239","0.0256837950641361","0.0404362249185118"
"FDP","2013","Employed","Other degree","5","","",""
"FDP","2013","Employed","no degree/no degree yet","1","","",""
"Grüne","2013","Not Employed","lower secondary degree","83","0.0443223075230195","0.0347612705947103","0.0538833444513287"
"Grüne","2013","Not Employed","secondary school degree","90","0.0882737943651637","0.0705482876916636","0.105999301038664"
"Grüne","2013","Not Employed","college entrance qualification","225","0.185216723957366","0.162735107500814","0.207698340413919"
"Grüne","2013","Not Employed","Other degree","90","0.121166182981292","0.097812168094151","0.144520197868433"
"Grüne","2013","Not Employed","no degree/no degree yet","41","0.211997085201861","0.155910129988529","0.268084040415193"
"Grüne","2013","Employed","lower secondary degree","52","0.0632133445470369","0.0467078103182545","0.0797188787758192"
"Grüne","2013","Employed","secondary school degree","200","0.131366650222486","0.11351174478173","0.149221555663241"
"Grüne","2013","Employed","college entrance qualification","675","0.317687858995386","0.29848021180324","0.336895506187532"
"Grüne","2013","Employed","Other degree","17","","",""
"Grüne","2013","Employed","no degree/no degree yet","9","","",""
"PDS/Linke","2013","Not Employed","lower secondary degree","114","0.0523848989060028","0.0420344989626285","0.0627352988493771"
"PDS/Linke","2013","Not Employed","secondary school degree","85","0.0720204237208875","0.0558676322340318","0.0881732152077433"
"PDS/Linke","2013","Not Employed","college entrance qualification","61","0.047981573238106","0.0356128092948834","0.0603503371813285"
"PDS/Linke","2013","Not Employed","Other degree","30","0.0224448548097838","0.0118438631588483","0.0330458464607192"
"PDS/Linke","2013","Not Employed","no degree/no degree yet","12","","",""
"PDS/Linke","2013","Employed","lower secondary degree","22","","",""
"PDS/Linke","2013","Employed","secondary school degree","90","0.0719398102212884","0.0582823653045369","0.08559725513804"
"PDS/Linke","2013","Employed","college entrance qualification","124","0.040893449359247","0.0327230626490028","0.0490638360694912"
"PDS/Linke","2013","Employed","Other degree","8","","",""
"PDS/Linke","2013","Employed","no degree/no degree yet","3","","",""
"NPD Combination","2013","Not Employed","lower secondary degree","8","","",""
"NPD Combination","2013","Not Employed","secondary school degree","8","","",""
"NPD Combination","2013","Not Employed","college entrance qualification","1","","",""
"NPD Combination","2013","Not Employed","Other degree","2","","",""
"NPD Combination","2013","Not Employed","no degree/no degree yet","2","","",""
"NPD Combination","2013","Employed","lower secondary degree","10","","",""
"NPD Combination","2013","Employed","secondary school degree","24","","",""
"NPD Combination","2013","Employed","college entrance qualification","2","","",""
"NPD Combination","2013","Employed","Other degree","","","",""
"NPD Combination","2013","Employed","no degree/no degree yet","2","","",""
"AfD","2013","Not Employed","lower secondary degree","","","",""
"AfD","2013","Not Employed","secondary school degree","","","",""
"AfD","2013","Not Employed","college entrance qualification","","","",""
"AfD","2013","Not Employed","Other degree","","","",""
"AfD","2013","Not Employed","no degree/no degree yet","","","",""
"AfD","2013","Employed","lower secondary degree","","","",""
"AfD","2013","Employed","secondary school degree","","","",""
"AfD","2013","Employed","college entrance qualification","","","",""
"AfD","2013","Employed","Other degree","","","",""
"AfD","2013","Employed","no degree/no degree yet","","","",""
"Other","2013","Not Employed","lower secondary degree","24","","",""
"Other","2013","Not Employed","secondary school degree","9","","",""
"Other","2013","Not Employed","college entrance qualification","17","","",""
"Other","2013","Not Employed","Other degree","22","","",""
"Other","2013","Not Employed","no degree/no degree yet","15","","",""
"Other","2013","Employed","lower secondary degree","19","","",""
"Other","2013","Employed","secondary school degree","37","0.024635441277058","0.0164421121609376","0.0328287703931784"
"Other","2013","Employed","college entrance qualification","35","0.0214208938108426","0.0154478035841623","0.0273939840375229"
"Other","2013","Employed","Other degree","1","","",""
"Other","2013","Employed","no degree/no degree yet","","","",""
"CDU/CSU","2014","Not Employed","lower secondary degree","813","0.473719059960356","0.450464503490499","0.496973616430213"
"CDU/CSU","2014","Not Employed","secondary school degree","457","0.470382729672117","0.439616146583281","0.501149312760952"
"CDU/CSU","2014","Not Employed","college entrance qualification","448","0.434090643364058","0.404489813339945","0.463691473388171"
"CDU/CSU","2014","Not Employed","Other degree","150","0.496503299113859","0.438858709251513","0.554147888976204"
"CDU/CSU","2014","Not Employed","no degree/no degree yet","47","0.261855948494793","0.196718483791808","0.326993413197777"
"CDU/CSU","2014","Employed","lower secondary degree","502","0.433786908001394","0.405254754832358","0.46231906117043"
"CDU/CSU","2014","Employed","secondary school degree","919","0.414845843345612","0.393966289357102","0.435725397334123"
"CDU/CSU","2014","Employed","college entrance qualification","1103","0.319875036653343","0.304094504406777","0.335655568899909"
"CDU/CSU","2014","Employed","Other degree","243","0.388505102563823","0.349142371236453","0.427867833891192"
"CDU/CSU","2014","Employed","no degree/no degree yet","21","","",""
"SPD","2014","Not Employed","lower secondary degree","687","0.381932053632655","0.35930385538064","0.40456025188467"
"SPD","2014","Not Employed","secondary school degree","308","0.324082217813607","0.29523213591273","0.352932299714485"
"SPD","2014","Not Employed","college entrance qualification","290","0.264292018964619","0.237956917416342","0.290627120512896"
"SPD","2014","Not Employed","Other degree","88","0.315275270701163","0.261707678010576","0.36884286339175"
"SPD","2014","Not Employed","no degree/no degree yet","60","0.313055204487221","0.244348289361695","0.381762119612746"
"SPD","2014","Employed","lower secondary degree","443","0.409564912725321","0.381254003067361","0.437875822383281"
"SPD","2014","Employed","secondary school degree","577","0.278419151658357","0.259424350543167","0.297413952773547"
"SPD","2014","Employed","college entrance qualification","833","0.262683678414358","0.247794162323709","0.277573194505008"
"SPD","2014","Employed","Other degree","177","0.334126204667537","0.296033511856495","0.372218897478578"
"SPD","2014","Employed","no degree/no degree yet","32","0.450144163076457","0.341799926705632","0.558488399447282"
"FDP","2014","Not Employed","lower secondary degree","17","","",""
"FDP","2014","Not Employed","secondary school degree","21","","",""
"FDP","2014","Not Employed","college entrance qualification","53","0.047731952465292","0.0349991369926559","0.0604647679379281"
"FDP","2014","Not Employed","Other degree","2","","",""
"FDP","2014","Not Employed","no degree/no degree yet","6","","",""
"FDP","2014","Employed","lower secondary degree","21","","",""
"FDP","2014","Employed","secondary school degree","45","0.0202668912952838","0.0142952988475323","0.0262384837430352"
"FDP","2014","Employed","college entrance qualification","124","0.0361138994350241","0.0298016061953245","0.0424261926747238"
"FDP","2014","Employed","Other degree","12","","",""
"FDP","2014","Employed","no degree/no degree yet","1","","",""
"Grüne","2014","Not Employed","lower secondary degree","54","0.0355868624564981","0.0269587614772975","0.0442149634356987"
"Grüne","2014","Not Employed","secondary school degree","69","0.0536695063663039","0.0397777316751497","0.0675612810574582"
"Grüne","2014","Not Employed","college entrance qualification","177","0.145889799255271","0.124807903715416","0.166971694795125"
"Grüne","2014","Not Employed","Other degree","24","","",""
"Grüne","2014","Not Employed","no degree/no degree yet","28","","",""
"Grüne","2014","Employed","lower secondary degree","62","0.0502500106479571","0.0376729515742575","0.0628270697216566"
"Grüne","2014","Employed","secondary school degree","262","0.116841825833457","0.103228598011397","0.130455053655517"
"Grüne","2014","Employed","college entrance qualification","954","0.285475536377916","0.270195298507115","0.300755774248718"
"Grüne","2014","Employed","Other degree","72","0.149424520215357","0.120633450041645","0.17821559038907"
"Grüne","2014","Employed","no degree/no degree yet","10","","",""
"PDS/Linke","2014","Not Employed","lower secondary degree","143","0.0693106577885612","0.057481844111946","0.0811394714651764"
"PDS/Linke","2014","Not Employed","secondary school degree","112","0.0883374797862462","0.070844569612571","0.105830389959921"
"PDS/Linke","2014","Not Employed","college entrance qualification","79","0.0725169788648319","0.0570283463886388","0.0880056113410249"
"PDS/Linke","2014","Not Employed","Other degree","21","","",""
"PDS/Linke","2014","Not Employed","no degree/no degree yet","15","","",""
"PDS/Linke","2014","Employed","lower secondary degree","51","0.0370097295664545","0.0261410877002851","0.0478783714326239"
"PDS/Linke","2014","Employed","secondary school degree","203","0.0950568577081901","0.0826276034495193","0.107486111966861"
"PDS/Linke","2014","Employed","college entrance qualification","232","0.0648514715825838","0.0565197004824265","0.0731832426827412"
"PDS/Linke","2014","Employed","Other degree","63","0.0736697749583688","0.0525729046726262","0.0947666452441115"
"PDS/Linke","2014","Employed","no degree/no degree yet","5","","",""
"NPD Combination","2014","Not Employed","lower secondary degree","11","","",""
"NPD Combination","2014","Not Employed","secondary school degree","9","","",""
"NPD Combination","2014","Not Employed","college entrance qualification","1","","",""
"NPD Combination","2014","Not Employed","Other degree","","","",""
"NPD Combination","2014","Not Employed","no degree/no degree yet","6","","",""
"NPD Combination","2014","Employed","lower secondary degree","23","","",""
"NPD Combination","2014","Employed","secondary school degree","38","0.0256972881134713","0.0189917551573248","0.0324028210696178"
"NPD Combination","2014","Employed","college entrance qualification","2","","",""
"NPD Combination","2014","Employed","Other degree","3","","",""
"NPD Combination","2014","Employed","no degree/no degree yet","5","","",""
"AfD","2014","Not Employed","lower secondary degree","28","","",""
"AfD","2014","Not Employed","secondary school degree","17","","",""
"AfD","2014","Not Employed","college entrance qualification","18","","",""
"AfD","2014","Not Employed","Other degree","2","","",""
"AfD","2014","Not Employed","no degree/no degree yet","6","","",""
"AfD","2014","Employed","lower secondary degree","29","","",""
"AfD","2014","Employed","secondary school degree","56","0.0332476137440968","0.0256499413122368","0.0408452861759567"
"AfD","2014","Employed","college entrance qualification","47","0.0123228368779936","0.00859033555057704","0.0160553382054101"
"AfD","2014","Employed","Other degree","6","","",""
"AfD","2014","Employed","no degree/no degree yet","5","","",""
"Other","2014","Not Employed","lower secondary degree","18","","",""
"Other","2014","Not Employed","secondary school degree","18","","",""
"Other","2014","Not Employed","college entrance qualification","11","","",""
"Other","2014","Not Employed","Other degree","2","","",""
"Other","2014","Not Employed","no degree/no degree yet","7","","",""
"Other","2014","Employed","lower secondary degree","28","","",""
"Other","2014","Employed","secondary school degree","39","0.0156245283015319","0.0103688769417476","0.0208801796613163"
"Other","2014","Employed","college entrance qualification","61","0.0182169420409895","0.0136923167370725","0.0227415673449065"
"Other","2014","Employed","Other degree","13","","",""
"Other","2014","Employed","no degree/no degree yet","2","","",""
"CDU/CSU","2015","Not Employed","lower secondary degree","725","0.484523225773807","0.459880916802563","0.509165534745051"
"CDU/CSU","2015","Not Employed","secondary school degree","396","0.475932765075353","0.442765831594046","0.50909969855666"
"CDU/CSU","2015","Not Employed","college entrance qualification","411","0.448295846470548","0.416885665993167","0.47970602694793"
"CDU/CSU","2015","Not Employed","Other degree","195","0.520047421029882","0.468510896414379","0.571583945645385"
"CDU/CSU","2015","Not Employed","no degree/no degree yet","42","0.300615618381762","0.22268896858524","0.378542268178284"
"CDU/CSU","2015","Employed","lower secondary degree","412","0.442152627731894","0.410504623801334","0.473800631662453"
"CDU/CSU","2015","Employed","secondary school degree","732","0.405377072154211","0.382465799325972","0.428288344982451"
"CDU/CSU","2015","Employed","college entrance qualification","951","0.329945813358177","0.312894470536271","0.346997156180083"
"CDU/CSU","2015","Employed","Other degree","183","0.373001357218473","0.328565772524533","0.417436941912413"
"CDU/CSU","2015","Employed","no degree/no degree yet","24","","",""
"SPD","2015","Not Employed","lower secondary degree","623","0.385600984230721","0.361600838981635","0.409601129479806"
"SPD","2015","Not Employed","secondary school degree","271","0.316119321733202","0.285240927965979","0.346997715500426"
"SPD","2015","Not Employed","college entrance qualification","230","0.229651312223951","0.203086112421727","0.256216512026175"
"SPD","2015","Not Employed","Other degree","82","0.295610620177677","0.248538809311178","0.342682431044176"
"SPD","2015","Not Employed","no degree/no degree yet","44","0.304618828470492","0.226399856095601","0.382837800845384"
"SPD","2015","Employed","lower secondary degree","348","0.380555177251708","0.349615722636811","0.411494631866604"
"SPD","2015","Employed","secondary school degree","464","0.264209500795409","0.243634014721401","0.284784986869417"
"SPD","2015","Employed","college entrance qualification","706","0.244770854960887","0.22917886538833","0.260362844533444"
"SPD","2015","Employed","Other degree","129","0.343612774775434","0.299975551924154","0.387249997626715"
"SPD","2015","Employed","no degree/no degree yet","27","","",""
"FDP","2015","Not Employed","lower secondary degree","20","","",""
"FDP","2015","Not Employed","secondary school degree","20","","",""
"FDP","2015","Not Employed","college entrance qualification","51","0.0448645719675404","0.0317902496003396","0.0579388943347412"
"FDP","2015","Not Employed","Other degree","6","","",""
"FDP","2015","Not Employed","no degree/no degree yet","1","","",""
"FDP","2015","Employed","lower secondary degree","11","","",""
"FDP","2015","Employed","secondary school degree","34","0.0181138524560759","0.0118903512204512","0.0243373536917005"
"FDP","2015","Employed","college entrance qualification","111","0.03167959505227","0.0253280166231241","0.0380311734814159"
"FDP","2015","Employed","Other degree","12","","",""
"FDP","2015","Employed","no degree/no degree yet","","","",""
"Grüne","2015","Not Employed","lower secondary degree","50","0.0292938152706341","0.0209790227800739","0.0376086077611942"
"Grüne","2015","Not Employed","secondary school degree","64","0.0724097227009594","0.0551983483934824","0.0896210970084365"
"Grüne","2015","Not Employed","college entrance qualification","153","0.149699290464376","0.127165664086965","0.172232916841787"
"Grüne","2015","Not Employed","Other degree","40","0.111496642192128","0.0790286882658128","0.143964596118442"
"Grüne","2015","Not Employed","no degree/no degree yet","20","","",""
"Grüne","2015","Employed","lower secondary degree","54","0.0518003339019978","0.0376776024341226","0.0659230653698729"
"Grüne","2015","Employed","secondary school degree","203","0.111379673555799","0.0966985297563673","0.126060817355231"
"Grüne","2015","Employed","college entrance qualification","836","0.286597610675162","0.270199799729603","0.302995421620722"
"Grüne","2015","Employed","Other degree","44","0.129278998843596","0.0984509603557094","0.160107037331482"
"Grüne","2015","Employed","no degree/no degree yet","11","","",""
"PDS/Linke","2015","Not Employed","lower secondary degree","103","0.0555198375419484","0.0442286385541767","0.0668110365297202"
"PDS/Linke","2015","Not Employed","secondary school degree","83","0.0647822702912039","0.0484358198863364","0.0811287206960713"
"PDS/Linke","2015","Not Employed","college entrance qualification","80","0.0797678554248305","0.0626559801822216","0.0968797306674395"
"PDS/Linke","2015","Not Employed","Other degree","29","","",""
"PDS/Linke","2015","Not Employed","no degree/no degree yet","13","","",""
"PDS/Linke","2015","Employed","lower secondary degree","43","0.0391136006645738","0.0267597472268423","0.0514674541023053"
"PDS/Linke","2015","Employed","secondary school degree","184","0.104836287867043","0.0905405738288208","0.119132001905265"
"PDS/Linke","2015","Employed","college entrance qualification","208","0.0662529422276559","0.0572330879650236","0.0752727964902881"
"PDS/Linke","2015","Employed","Other degree","71","0.0889435078301614","0.0627874569757144","0.115099558684608"
"PDS/Linke","2015","Employed","no degree/no degree yet","7","","",""
"NPD Combination","2015","Not Employed","lower secondary degree","13","","",""
"NPD Combination","2015","Not Employed","secondary school degree","5","","",""
"NPD Combination","2015","Not Employed","college entrance qualification","1","","",""
"NPD Combination","2015","Not Employed","Other degree","2","","",""
"NPD Combination","2015","Not Employed","no degree/no degree yet","3","","",""
"NPD Combination","2015","Employed","lower secondary degree","23","","",""
"NPD Combination","2015","Employed","secondary school degree","35","0.0330859766957897","0.0247392785096903","0.0414326748818891"
"NPD Combination","2015","Employed","college entrance qualification","9","","",""
"NPD Combination","2015","Employed","Other degree","2","","",""
"NPD Combination","2015","Employed","no degree/no degree yet","2","","",""
"AfD","2015","Not Employed","lower secondary degree","29","","",""
"AfD","2015","Not Employed","secondary school degree","26","","",""
"AfD","2015","Not Employed","college entrance qualification","25","","",""
"AfD","2015","Not Employed","Other degree","2","","",""
"AfD","2015","Not Employed","no degree/no degree yet","7","","",""
"AfD","2015","Employed","lower secondary degree","39","0.0512956377003271","0.0372381345914252","0.0653531408092289"
"AfD","2015","Employed","secondary school degree","78","0.0454463735465133","0.0357267692687792","0.0551659778242475"
"AfD","2015","Employed","college entrance qualification","51","0.0166343081758835","0.0119961857245087","0.0212724306272583"
"AfD","2015","Employed","Other degree","8","","",""
"AfD","2015","Employed","no degree/no degree yet","2","","",""
"Other","2015","Not Employed","lower secondary degree","17","","",""
"Other","2015","Not Employed","secondary school degree","6","","",""
"Other","2015","Not Employed","college entrance qualification","12","","",""
"Other","2015","Not Employed","Other degree","5","","",""
"Other","2015","Not Employed","no degree/no degree yet","3","","",""
"Other","2015","Employed","lower secondary degree","16","","",""
"Other","2015","Employed","secondary school degree","34","0.0175512629291584","0.0114234156072785","0.0236791102510384"
"Other","2015","Employed","college entrance qualification","49","0.021426114916737","0.0161750082738008","0.0266772215596732"
"Other","2015","Employed","Other degree","6","","",""
"Other","2015","Employed","no degree/no degree yet","3","","",""
"CDU/CSU","2016","Not Employed","lower secondary degree","647","0.487086191347068","0.460686051623563","0.513486331070572"
"CDU/CSU","2016","Not Employed","secondary school degree","357","0.459956816668895","0.425697744860781","0.494215888477009"
"CDU/CSU","2016","Not Employed","college entrance qualification","351","0.418202542457146","0.385406801552526","0.450998283361766"
"CDU/CSU","2016","Not Employed","Other degree","135","0.525559220932947","0.46353658026602","0.587581861599874"
"CDU/CSU","2016","Not Employed","no degree/no degree yet","24","","",""
