"party","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"SPD","1991","general elemantary","Male","93","0.505709546356224","0.436069799572127","0.57534929314032"
"SPD","1991","general elemantary","Female","309","0.52127673272484","0.481503744908932","0.561049720540748"
"SPD","1991","middle vocational","Male","621","0.488025292875627","0.460566634891492","0.515483950859763"
"SPD","1991","middle vocational","Female","496","0.449748222104321","0.419615372428728","0.479881071779915"
"SPD","1991","vocational + Abi","Male","30","0.39909390606026","0.283545383183346","0.514642428937174"
"SPD","1991","vocational + Abi","Female","","","",""
"SPD","1991","higher vocational","Male","59","0.293496984902944","0.228055906002545","0.358938063803342"
"SPD","1991","higher vocational","Female","52","0.317592611428866","0.241555799352296","0.393629423505435"
"SPD","1991","higher education","Male","106","0.326981590445702","0.275421976848516","0.378541204042888"
"SPD","1991","higher education","Female","59","0.312995065965046","0.2404601790009","0.385529952929191"
"FDP","1991","in school","Male","","","",""
"FDP","1991","in school","Female","","","",""
"FDP","1991","inadequately","Male","","","",""
"FDP","1991","inadequately","Female","","","",""
"FDP","1991","general elemantary","Male","","","",""
"FDP","1991","general elemantary","Female","","","",""
"FDP","1991","middle vocational","Male","45","0.0349349897672634","0.0248484435144066","0.0450215360201202"
"FDP","1991","middle vocational","Female","50","0.055324963972341","0.0414772992634591","0.0691726286812229"
"FDP","1991","vocational + Abi","Male","","","",""
"FDP","1991","vocational + Abi","Female","","","",""
"FDP","1991","higher vocational","Male","","","",""
"FDP","1991","higher vocational","Female","","","",""
"FDP","1991","higher education","Male","42","0.148455767948165","0.109377376872258","0.187534159024071"
"FDP","1991","higher education","Female","","","",""
"Grüne","1991","in school","Male","","","",""
"Grüne","1991","in school","Female","","","",""
"Grüne","1991","inadequately","Male","","","",""
"Grüne","1991","inadequately","Female","","","",""
"Grüne","1991","general elemantary","Male","","","",""
"Grüne","1991","general elemantary","Female","","","",""
"Grüne","1991","middle vocational","Male","39","0.0328662101435967","0.0230723932175826","0.0426600270696107"
"Grüne","1991","middle vocational","Female","50","0.0513221954198403","0.0379566485529561","0.0646877422867244"
"Grüne","1991","vocational + Abi","Male","","","",""
"Grüne","1991","vocational + Abi","Female","","","",""
"Grüne","1991","higher vocational","Male","","","",""
"Grüne","1991","higher vocational","Female","","","",""
"Grüne","1991","higher education","Male","31","0.0845470886869543","0.0539695964275121","0.115124580946397"
"Grüne","1991","higher education","Female","","","",""
"PDS/Linke","1991","in school","Male","","","",""
"PDS/Linke","1991","in school","Female","","","",""
"PDS/Linke","1991","inadequately","Male","","","",""
"PDS/Linke","1991","inadequately","Female","","","",""
"PDS/Linke","1991","general elemantary","Male","","","",""
"PDS/Linke","1991","general elemantary","Female","","","",""
"PDS/Linke","1991","middle vocational","Male","","","",""
"PDS/Linke","1991","middle vocational","Female","","","",""
"PDS/Linke","1991","vocational + Abi","Male","","","",""
"PDS/Linke","1991","vocational + Abi","Female","","","",""
"PDS/Linke","1991","higher vocational","Male","","","",""
"PDS/Linke","1991","higher vocational","Female","","","",""
"PDS/Linke","1991","higher education","Male","","","",""
"PDS/Linke","1991","higher education","Female","","","",""
"NPD Combination","1991","in school","Male","","","",""
"NPD Combination","1991","in school","Female","","","",""
"NPD Combination","1991","inadequately","Male","","","",""
"NPD Combination","1991","inadequately","Female","","","",""
"NPD Combination","1991","general elemantary","Male","","","",""
"NPD Combination","1991","general elemantary","Female","","","",""
"NPD Combination","1991","middle vocational","Male","","","",""
"NPD Combination","1991","middle vocational","Female","","","",""
"NPD Combination","1991","vocational + Abi","Male","","","",""
"NPD Combination","1991","vocational + Abi","Female","","","",""
"NPD Combination","1991","higher vocational","Male","","","",""
"NPD Combination","1991","higher vocational","Female","","","",""
"NPD Combination","1991","higher education","Male","","","",""
"NPD Combination","1991","higher education","Female","","","",""
"AfD","1991","in school","Male","","","",""
"AfD","1991","in school","Female","","","",""
"AfD","1991","inadequately","Male","","","",""
"AfD","1991","inadequately","Female","","","",""
"AfD","1991","general elemantary","Male","","","",""
"AfD","1991","general elemantary","Female","","","",""
"AfD","1991","middle vocational","Male","","","",""
"AfD","1991","middle vocational","Female","","","",""
"AfD","1991","vocational + Abi","Male","","","",""
"AfD","1991","vocational + Abi","Female","","","",""
"AfD","1991","higher vocational","Male","","","",""
"AfD","1991","higher vocational","Female","","","",""
"AfD","1991","higher education","Male","","","",""
"AfD","1991","higher education","Female","","","",""
"Other","1991","in school","Male","","","",""
"Other","1991","in school","Female","","","",""
"Other","1991","inadequately","Male","","","",""
"Other","1991","inadequately","Female","","","",""
"Other","1991","general elemantary","Male","","","",""
"Other","1991","general elemantary","Female","","","",""
"Other","1991","middle vocational","Male","","","",""
"Other","1991","middle vocational","Female","","","",""
"Other","1991","vocational + Abi","Male","","","",""
"Other","1991","vocational + Abi","Female","","","",""
"Other","1991","higher vocational","Male","","","",""
"Other","1991","higher vocational","Female","","","",""
"Other","1991","higher education","Male","","","",""
"Other","1991","higher education","Female","","","",""
"CDU/CSU","1992","in school","Male","","","",""
"CDU/CSU","1992","in school","Female","","","",""
"CDU/CSU","1992","inadequately","Male","","","",""
"CDU/CSU","1992","inadequately","Female","","","",""
"CDU/CSU","1992","general elemantary","Male","104","0.40042291863682","0.348031467510178","0.452814369763461"
"CDU/CSU","1992","general elemantary","Female","270","0.453699176959623","0.415278221850002","0.492120132069244"
"CDU/CSU","1992","middle vocational","Male","649","0.414836838249411","0.390984236291162","0.438689440207659"
"CDU/CSU","1992","middle vocational","Female","525","0.431784462445614","0.404670428453272","0.458898496437957"
"CDU/CSU","1992","vocational + Abi","Male","32","0.286081859360847","0.204540779982638","0.367622938739056"
"CDU/CSU","1992","vocational + Abi","Female","","","",""
"CDU/CSU","1992","higher vocational","Male","124","0.499904246735984","0.439011129730383","0.560797363741586"
"CDU/CSU","1992","higher vocational","Female","73","0.565290613788999","0.483756507570916","0.646824720007083"
"CDU/CSU","1992","higher education","Male","174","0.370676561459235","0.328676420188657","0.412676702729813"
"CDU/CSU","1992","higher education","Female","85","0.301735978529572","0.252136909645007","0.351335047414138"
"SPD","1992","in school","Male","","","",""
"SPD","1992","in school","Female","","","",""
"SPD","1992","inadequately","Male","46","0.759439980551559","0.65128888595181","0.867591075151308"
"SPD","1992","inadequately","Female","35","0.774364986772548","0.653571011049789","0.895158962495308"
"SPD","1992","general elemantary","Male","183","0.481172799622324","0.427748313297319","0.53459728594733"
"SPD","1992","general elemantary","Female","318","0.497351436989756","0.458765225093631","0.535937648885881"
"SPD","1992","middle vocational","Male","803","0.479751602675505","0.45556514833216","0.503938057018851"
"SPD","1992","middle vocational","Female","593","0.449040155669599","0.42181272618517","0.476267585154028"
"SPD","1992","vocational + Abi","Male","62","0.457396947014994","0.367510371590136","0.547283522439852"
"SPD","1992","vocational + Abi","Female","32","0.412182885524321","0.296040795643539","0.528324975405103"
"SPD","1992","higher vocational","Male","90","0.324475794551383","0.267458078229405","0.381493510873361"
"SPD","1992","higher vocational","Female","51","0.345336840165661","0.267131875263774","0.423541805067549"
"SPD","1992","higher education","Male","170","0.309855112935678","0.26964218405969","0.350068041811665"
"SPD","1992","higher education","Female","114","0.330087079026728","0.279274225852503","0.380899932200952"
"FDP","1992","in school","Male","","","",""
"FDP","1992","in school","Female","","","",""
"FDP","1992","inadequately","Male","","","",""
"FDP","1992","inadequately","Female","","","",""
"FDP","1992","general elemantary","Male","","","",""
"FDP","1992","general elemantary","Female","","","",""
"FDP","1992","middle vocational","Male","54","0.0313369402024053","0.0229021695609685","0.039771710843842"
"FDP","1992","middle vocational","Female","47","0.0413791845085239","0.0304768759415022","0.0522814930755457"
"FDP","1992","vocational + Abi","Male","","","",""
"FDP","1992","vocational + Abi","Female","","","",""
"FDP","1992","higher vocational","Male","","","",""
"FDP","1992","higher vocational","Female","","","",""
"FDP","1992","higher education","Male","55","0.12902082841136","0.0998700582911527","0.158171598531567"
"FDP","1992","higher education","Female","","","",""
"Grüne","1992","in school","Male","","","",""
"Grüne","1992","in school","Female","","","",""
"Grüne","1992","inadequately","Male","","","",""
"Grüne","1992","inadequately","Female","","","",""
"Grüne","1992","general elemantary","Male","30","0.0557633246237863","0.031227920586902","0.0802987286606707"
"Grüne","1992","general elemantary","Female","","","",""
"Grüne","1992","middle vocational","Male","65","0.0367424715109498","0.0276346606477573","0.0458502823741424"
"Grüne","1992","middle vocational","Female","76","0.0517441976781497","0.0396187533628584","0.0638696419934409"
"Grüne","1992","vocational + Abi","Male","","","",""
"Grüne","1992","vocational + Abi","Female","","","",""
"Grüne","1992","higher vocational","Male","","","",""
"Grüne","1992","higher vocational","Female","","","",""
"Grüne","1992","higher education","Male","66","0.123266065938699","0.0946788467994801","0.151853285077918"
"Grüne","1992","higher education","Female","74","0.22171965582486","0.176832687808369","0.26660662384135"
"PDS/Linke","1992","in school","Male","","","",""
"PDS/Linke","1992","in school","Female","","","",""
"PDS/Linke","1992","inadequately","Male","","","",""
"PDS/Linke","1992","inadequately","Female","","","",""
"PDS/Linke","1992","general elemantary","Male","","","",""
"PDS/Linke","1992","general elemantary","Female","","","",""
"PDS/Linke","1992","middle vocational","Male","","","",""
"PDS/Linke","1992","middle vocational","Female","","","",""
"PDS/Linke","1992","vocational + Abi","Male","","","",""
"PDS/Linke","1992","vocational + Abi","Female","","","",""
"PDS/Linke","1992","higher vocational","Male","","","",""
"PDS/Linke","1992","higher vocational","Female","","","",""
"PDS/Linke","1992","higher education","Male","36","0.0516353375493136","0.0323921316551694","0.0708785434434578"
"PDS/Linke","1992","higher education","Female","","","",""
"NPD Combination","1992","in school","Male","","","",""
"NPD Combination","1992","in school","Female","","","",""
"NPD Combination","1992","inadequately","Male","","","",""
"NPD Combination","1992","inadequately","Female","","","",""
"NPD Combination","1992","general elemantary","Male","","","",""
"NPD Combination","1992","general elemantary","Female","","","",""
"NPD Combination","1992","middle vocational","Male","","","",""
"NPD Combination","1992","middle vocational","Female","","","",""
"NPD Combination","1992","vocational + Abi","Male","","","",""
"NPD Combination","1992","vocational + Abi","Female","","","",""
"NPD Combination","1992","higher vocational","Male","","","",""
"NPD Combination","1992","higher vocational","Female","","","",""
"NPD Combination","1992","higher education","Male","","","",""
"NPD Combination","1992","higher education","Female","","","",""
"AfD","1992","in school","Male","","","",""
"AfD","1992","in school","Female","","","",""
"AfD","1992","inadequately","Male","","","",""
"AfD","1992","inadequately","Female","","","",""
"AfD","1992","general elemantary","Male","","","",""
"AfD","1992","general elemantary","Female","","","",""
"AfD","1992","middle vocational","Male","","","",""
"AfD","1992","middle vocational","Female","","","",""
"AfD","1992","vocational + Abi","Male","","","",""
"AfD","1992","vocational + Abi","Female","","","",""
"AfD","1992","higher vocational","Male","","","",""
"AfD","1992","higher vocational","Female","","","",""
"AfD","1992","higher education","Male","","","",""
"AfD","1992","higher education","Female","","","",""
"Other","1992","in school","Male","","","",""
"Other","1992","in school","Female","","","",""
"Other","1992","inadequately","Male","","","",""
"Other","1992","inadequately","Female","","","",""
"Other","1992","general elemantary","Male","","","",""
"Other","1992","general elemantary","Female","","","",""
"Other","1992","middle vocational","Male","43","0.0272418278972148","0.0193608668548591","0.0351227889395705"
"Other","1992","middle vocational","Female","","","",""
"Other","1992","vocational + Abi","Male","","","",""
"Other","1992","vocational + Abi","Female","","","",""
"Other","1992","higher vocational","Male","","","",""
"Other","1992","higher vocational","Female","","","",""
"Other","1992","higher education","Male","","","",""
"Other","1992","higher education","Female","","","",""
"CDU/CSU","1993","in school","Male","","","",""
"CDU/CSU","1993","in school","Female","","","",""
"CDU/CSU","1993","inadequately","Male","","","",""
"CDU/CSU","1993","inadequately","Female","","","",""
"CDU/CSU","1993","general elemantary","Male","82","0.327060622199408","0.27589845527778","0.378222789121035"
"CDU/CSU","1993","general elemantary","Female","226","0.446254294081083","0.403933233180485","0.488575354981681"
"CDU/CSU","1993","middle vocational","Male","513","0.378829224257623","0.353730630716306","0.40392781779894"
"CDU/CSU","1993","middle vocational","Female","436","0.4177850178189","0.388705642597515","0.446864393040285"
"CDU/CSU","1993","vocational + Abi","Male","34","0.291392093019774","0.209054713938555","0.373729472100993"
"CDU/CSU","1993","vocational + Abi","Female","","","",""
"CDU/CSU","1993","higher vocational","Male","109","0.493592590636366","0.428979797634483","0.558205383638248"
"CDU/CSU","1993","higher vocational","Female","60","0.503107912284201","0.418134338326311","0.588081486242092"
"CDU/CSU","1993","higher education","Male","148","0.351092603063179","0.308700417003628","0.39348478912273"
"CDU/CSU","1993","higher education","Female","66","0.259630219626441","0.209851706374374","0.309408732878507"
"SPD","1993","in school","Male","","","",""
"SPD","1993","in school","Female","","","",""
"SPD","1993","inadequately","Male","44","0.811367053754567","0.705035079457446","0.917699028051688"
"SPD","1993","inadequately","Female","31","0.773669443617939","0.63697648032792","0.910362406907959"
"SPD","1993","general elemantary","Male","190","0.51758575195597","0.463091832031518","0.572079671880423"
"SPD","1993","general elemantary","Female","251","0.480484972590739","0.43794971001135","0.523020235170127"
"SPD","1993","middle vocational","Male","687","0.468460240915818","0.442642015586143","0.494278466245492"
"SPD","1993","middle vocational","Female","502","0.429427981538914","0.400242466845418","0.45861349623241"
"SPD","1993","vocational + Abi","Male","47","0.340610597558001","0.254737877469823","0.426483317646179"
"SPD","1993","vocational + Abi","Female","","","",""
"SPD","1993","higher vocational","Male","81","0.327165807213844","0.266530978640491","0.387800635787197"
"SPD","1993","higher vocational","Female","46","0.312903884441253","0.234102019724226","0.391705749158279"
"SPD","1993","higher education","Male","174","0.315094565933611","0.273835501768533","0.35635363009869"
"SPD","1993","higher education","Female","96","0.28673400964992","0.23538816278197","0.33807985651787"
"FDP","1993","in school","Male","","","",""
"FDP","1993","in school","Female","","","",""
"FDP","1993","inadequately","Male","","","",""
"FDP","1993","inadequately","Female","","","",""
"FDP","1993","general elemantary","Male","","","",""
"FDP","1993","general elemantary","Female","","","",""
"FDP","1993","middle vocational","Male","52","0.0355184758771762","0.0259422086285308","0.0450947431258216"
"FDP","1993","middle vocational","Female","41","0.0558899977429535","0.0423460491278876","0.0694339463580194"
"FDP","1993","vocational + Abi","Male","","","",""
"FDP","1993","vocational + Abi","Female","","","",""
"FDP","1993","higher vocational","Male","","","",""
"FDP","1993","higher vocational","Female","","","",""
"FDP","1993","higher education","Male","45","0.109149403681611","0.0814546994373651","0.136844107925858"
"FDP","1993","higher education","Female","","","",""
"Grüne","1993","in school","Male","","","",""
"Grüne","1993","in school","Female","","","",""
"Grüne","1993","inadequately","Male","","","",""
"Grüne","1993","inadequately","Female","","","",""
"Grüne","1993","general elemantary","Male","31","0.0825411844197318","0.0525305299141834","0.11255183892528"
"Grüne","1993","general elemantary","Female","","","",""
"Grüne","1993","middle vocational","Male","77","0.0463573090031023","0.0354786818674567","0.0572359361387479"
"Grüne","1993","middle vocational","Female","81","0.0644044104668003","0.0499310679640015","0.0788777529695991"
"Grüne","1993","vocational + Abi","Male","","","",""
"Grüne","1993","vocational + Abi","Female","","","",""
"Grüne","1993","higher vocational","Male","","","",""
"Grüne","1993","higher vocational","Female","","","",""
"Grüne","1993","higher education","Male","67","0.137406089470188","0.106829447054864","0.167982731885511"
"Grüne","1993","higher education","Female","78","0.28158105367586","0.230515204004945","0.332646903346774"
"PDS/Linke","1993","in school","Male","","","",""
"PDS/Linke","1993","in school","Female","","","",""
"PDS/Linke","1993","inadequately","Male","","","",""
"PDS/Linke","1993","inadequately","Female","","","",""
"PDS/Linke","1993","general elemantary","Male","","","",""
"PDS/Linke","1993","general elemantary","Female","","","",""
"PDS/Linke","1993","middle vocational","Male","","","",""
"PDS/Linke","1993","middle vocational","Female","","","",""
"PDS/Linke","1993","vocational + Abi","Male","","","",""
"PDS/Linke","1993","vocational + Abi","Female","","","",""
"PDS/Linke","1993","higher vocational","Male","","","",""
"PDS/Linke","1993","higher vocational","Female","","","",""
"PDS/Linke","1993","higher education","Male","39","0.0576132578715864","0.0369185447086051","0.0783079710345678"
"PDS/Linke","1993","higher education","Female","36","0.0866673542359065","0.0547238748652221","0.118610833606591"
"NPD Combination","1993","in school","Male","","","",""
"NPD Combination","1993","in school","Female","","","",""
"NPD Combination","1993","inadequately","Male","","","",""
"NPD Combination","1993","inadequately","Female","","","",""
"NPD Combination","1993","general elemantary","Male","","","",""
"NPD Combination","1993","general elemantary","Female","","","",""
"NPD Combination","1993","middle vocational","Male","72","0.0522405523725612","0.040727908201725","0.0637531965433975"
"NPD Combination","1993","middle vocational","Female","","","",""
"NPD Combination","1993","vocational + Abi","Male","","","",""
"NPD Combination","1993","vocational + Abi","Female","","","",""
"NPD Combination","1993","higher vocational","Male","","","",""
"NPD Combination","1993","higher vocational","Female","","","",""
"NPD Combination","1993","higher education","Male","","","",""
"NPD Combination","1993","higher education","Female","","","",""
"AfD","1993","in school","Male","","","",""
"AfD","1993","in school","Female","","","",""
"AfD","1993","inadequately","Male","","","",""
"AfD","1993","inadequately","Female","","","",""
"AfD","1993","general elemantary","Male","","","",""
"AfD","1993","general elemantary","Female","","","",""
"AfD","1993","middle vocational","Male","","","",""
"AfD","1993","middle vocational","Female","","","",""
"AfD","1993","vocational + Abi","Male","","","",""
"AfD","1993","vocational + Abi","Female","","","",""
"AfD","1993","higher vocational","Male","","","",""
"AfD","1993","higher vocational","Female","","","",""
"AfD","1993","higher education","Male","","","",""
"AfD","1993","higher education","Female","","","",""
"Other","1993","in school","Male","","","",""
"Other","1993","in school","Female","","","",""
"Other","1993","inadequately","Male","","","",""
"Other","1993","inadequately","Female","","","",""
"Other","1993","general elemantary","Male","","","",""
"Other","1993","general elemantary","Female","","","",""
"Other","1993","middle vocational","Male","","","",""
"Other","1993","middle vocational","Female","","","",""
"Other","1993","vocational + Abi","Male","","","",""
"Other","1993","vocational + Abi","Female","","","",""
"Other","1993","higher vocational","Male","","","",""
"Other","1993","higher vocational","Female","","","",""
"Other","1993","higher education","Male","","","",""
"Other","1993","higher education","Female","","","",""
"CDU/CSU","1994","in school","Male","","","",""
"CDU/CSU","1994","in school","Female","","","",""
"CDU/CSU","1994","inadequately","Male","","","",""
"CDU/CSU","1994","inadequately","Female","","","",""
"CDU/CSU","1994","general elemantary","Male","73","0.316820576143883","0.264349653833853","0.369291498453913"
"CDU/CSU","1994","general elemantary","Female","217","0.392177494535012","0.35247756400049","0.431877425069533"
"CDU/CSU","1994","middle vocational","Male","533","0.374526989081882","0.349976280338242","0.399077697825522"
"CDU/CSU","1994","middle vocational","Female","441","0.413443586347068","0.385141317164725","0.441745855529411"
"CDU/CSU","1994","vocational + Abi","Male","31","0.277104567803604","0.19458281349755","0.359626322109659"
"CDU/CSU","1994","vocational + Abi","Female","","","",""
"CDU/CSU","1994","higher vocational","Male","108","0.529878076557572","0.463925771581539","0.595830381533605"
"CDU/CSU","1994","higher vocational","Female","65","0.539128723732813","0.456262652855158","0.621994794610468"
"CDU/CSU","1994","higher education","Male","167","0.363609109685567","0.321654299870348","0.405563919500786"
"CDU/CSU","1994","higher education","Female","74","0.260251627036084","0.212548686987171","0.307954567084997"
"SPD","1994","in school","Male","","","",""
"SPD","1994","in school","Female","","","",""
"SPD","1994","inadequately","Male","46","0.761163528544747","0.653278352555237","0.869048704534257"
"SPD","1994","inadequately","Female","32","0.735554480308663","0.600555125792396","0.870553834824929"
"SPD","1994","general elemantary","Male","185","0.549352271720603","0.493236017373704","0.605468526067501"
"SPD","1994","general elemantary","Female","306","0.529729407098919","0.489144834445799","0.570313979752038"
"SPD","1994","middle vocational","Male","756","0.505540677751902","0.480179960917722","0.530901394586083"
"SPD","1994","middle vocational","Female","554","0.45525827810187","0.426637431301599","0.48387912490214"
"SPD","1994","vocational + Abi","Male","51","0.397683967510104","0.307445830120477","0.487922104899731"
"SPD","1994","vocational + Abi","Female","","","",""
"SPD","1994","higher vocational","Male","83","0.344777803990926","0.281971866781152","0.407583741200699"
"SPD","1994","higher vocational","Female","44","0.30157372428991","0.225278434761859","0.377869013817961"
"SPD","1994","higher education","Male","178","0.331176234958632","0.290128629023682","0.372223840893582"
"SPD","1994","higher education","Female","110","0.329083114435208","0.277998094043002","0.380168134827413"
"FDP","1994","in school","Male","","","",""
"FDP","1994","in school","Female","","","",""
"FDP","1994","inadequately","Male","","","",""
"FDP","1994","inadequately","Female","","","",""
"FDP","1994","general elemantary","Male","","","",""
"FDP","1994","general elemantary","Female","","","",""
"FDP","1994","middle vocational","Male","30","0.020431271863352","0.0132552567518169","0.0276072869748872"
"FDP","1994","middle vocational","Female","","","",""
"FDP","1994","vocational + Abi","Male","","","",""
"FDP","1994","vocational + Abi","Female","","","",""
"FDP","1994","higher vocational","Male","","","",""
"FDP","1994","higher vocational","Female","","","",""
"FDP","1994","higher education","Male","35","0.0867070172039354","0.0621636251087023","0.111250409299169"
"FDP","1994","higher education","Female","","","",""
"Grüne","1994","in school","Male","","","",""
"Grüne","1994","in school","Female","","","",""
"Grüne","1994","inadequately","Male","","","",""
"Grüne","1994","inadequately","Female","","","",""
"Grüne","1994","general elemantary","Male","","","",""
"Grüne","1994","general elemantary","Female","","","",""
"Grüne","1994","middle vocational","Male","74","0.0424460002444883","0.0322197077436109","0.0526722927453658"
"Grüne","1994","middle vocational","Female","81","0.0588678392739094","0.0453401820973979","0.0723954964504209"
"Grüne","1994","vocational + Abi","Male","","","",""
"Grüne","1994","vocational + Abi","Female","","","",""
"Grüne","1994","higher vocational","Male","","","",""
"Grüne","1994","higher vocational","Female","","","",""
"Grüne","1994","higher education","Male","62","0.132989083142028","0.103373336858442","0.162604829425614"
"Grüne","1994","higher education","Female","66","0.236105802809098","0.189934051638192","0.282277553980005"
"PDS/Linke","1994","in school","Male","","","",""
"PDS/Linke","1994","in school","Female","","","",""
"PDS/Linke","1994","inadequately","Male","","","",""
"PDS/Linke","1994","inadequately","Female","","","",""
"PDS/Linke","1994","general elemantary","Male","","","",""
"PDS/Linke","1994","general elemantary","Female","","","",""
"PDS/Linke","1994","middle vocational","Male","30","0.0130991587948117","0.00733180425058259","0.0188665133390408"
"PDS/Linke","1994","middle vocational","Female","43","0.0257897632029906","0.0166799755184171","0.0348995508875641"
"PDS/Linke","1994","vocational + Abi","Male","","","",""
"PDS/Linke","1994","vocational + Abi","Female","","","",""
"PDS/Linke","1994","higher vocational","Male","","","",""
"PDS/Linke","1994","higher vocational","Female","","","",""
"PDS/Linke","1994","higher education","Male","49","0.0616617962926368","0.0406825352260307","0.082641057359243"
"PDS/Linke","1994","higher education","Female","54","0.10468336448707","0.0713995131412652","0.137967215832875"
"NPD Combination","1994","in school","Male","","","",""
"NPD Combination","1994","in school","Female","","","",""
"NPD Combination","1994","inadequately","Male","","","",""
"NPD Combination","1994","inadequately","Female","","","",""
"NPD Combination","1994","general elemantary","Male","","","",""
"NPD Combination","1994","general elemantary","Female","","","",""
"NPD Combination","1994","middle vocational","Male","49","0.0295248910170889","0.0209386210515712","0.0381111609826067"
"NPD Combination","1994","middle vocational","Female","","","",""
"NPD Combination","1994","vocational + Abi","Male","","","",""
"NPD Combination","1994","vocational + Abi","Female","","","",""
"NPD Combination","1994","higher vocational","Male","","","",""
"NPD Combination","1994","higher vocational","Female","","","",""
"NPD Combination","1994","higher education","Male","","","",""
"NPD Combination","1994","higher education","Female","","","",""
"AfD","1994","in school","Male","","","",""
"AfD","1994","in school","Female","","","",""
"AfD","1994","inadequately","Male","","","",""
"AfD","1994","inadequately","Female","","","",""
"AfD","1994","general elemantary","Male","","","",""
"AfD","1994","general elemantary","Female","","","",""
"AfD","1994","middle vocational","Male","","","",""
"AfD","1994","middle vocational","Female","","","",""
"AfD","1994","vocational + Abi","Male","","","",""
"AfD","1994","vocational + Abi","Female","","","",""
"AfD","1994","higher vocational","Male","","","",""
"AfD","1994","higher vocational","Female","","","",""
"AfD","1994","higher education","Male","","","",""
"AfD","1994","higher education","Female","","","",""
"Other","1994","in school","Male","","","",""
"Other","1994","in school","Female","","","",""
"Other","1994","inadequately","Male","","","",""
"Other","1994","inadequately","Female","","","",""
"Other","1994","general elemantary","Male","","","",""
"Other","1994","general elemantary","Female","","","",""
"Other","1994","middle vocational","Male","","","",""
"Other","1994","middle vocational","Female","","","",""
"Other","1994","vocational + Abi","Male","","","",""
"Other","1994","vocational + Abi","Female","","","",""
"Other","1994","higher vocational","Male","","","",""
"Other","1994","higher vocational","Female","","","",""
"Other","1994","higher education","Male","","","",""
"Other","1994","higher education","Female","","","",""
"CDU/CSU","1995","in school","Male","","","",""
"CDU/CSU","1995","in school","Female","","","",""
"CDU/CSU","1995","inadequately","Male","","","",""
"CDU/CSU","1995","inadequately","Female","","","",""
"CDU/CSU","1995","general elemantary","Male","100","0.334031951695886","0.282274432531035","0.385789470860736"
"CDU/CSU","1995","general elemantary","Female","264","0.459329396620457","0.419287180328803","0.499371612912111"
"CDU/CSU","1995","middle vocational","Male","673","0.40772138459505","0.384103187753935","0.431339581436166"
"CDU/CSU","1995","middle vocational","Female","570","0.432609642299841","0.406592379374262","0.458626905225419"
"CDU/CSU","1995","vocational + Abi","Male","49","0.357928961386174","0.277061992035048","0.438795930737299"
"CDU/CSU","1995","vocational + Abi","Female","38","0.296103284543747","0.210787806178968","0.381418762908526"
"CDU/CSU","1995","higher vocational","Male","119","0.46350294327157","0.403005397423569","0.524000489119572"
"CDU/CSU","1995","higher vocational","Female","61","0.472140815188299","0.390317911693742","0.553963718682856"
"CDU/CSU","1995","higher education","Male","213","0.389336131682925","0.350058010593593","0.428614252772258"
"CDU/CSU","1995","higher education","Female","109","0.273299506890335","0.228841336071018","0.317757677709652"
"SPD","1995","in school","Male","","","",""
"SPD","1995","in school","Female","","","",""
"SPD","1995","inadequately","Male","37","0.55532910266513","0.422789464261487","0.687868741068773"
"SPD","1995","inadequately","Female","33","0.582047959508549","0.441040602466961","0.723055316550137"
"SPD","1995","general elemantary","Male","172","0.54199240681634","0.48731779734411","0.59666701628857"
"SPD","1995","general elemantary","Female","277","0.479503226582194","0.439361652746576","0.519644800417813"
"SPD","1995","middle vocational","Male","776","0.475682654015315","0.451680084467162","0.499685223563468"
"SPD","1995","middle vocational","Female","599","0.414172525506065","0.388305407536462","0.440039643475668"
"SPD","1995","vocational + Abi","Male","49","0.337701370837624","0.257924950219507","0.417477791455741"
"SPD","1995","vocational + Abi","Female","37","0.358900064727309","0.269260160617272","0.448539968837346"
"SPD","1995","higher vocational","Male","100","0.364104334851386","0.305728420734827","0.422480248967944"
"SPD","1995","higher vocational","Female","58","0.398195275895387","0.317961742170595","0.478428809620179"
"SPD","1995","higher education","Male","191","0.313723657439337","0.276346145712473","0.351101169166201"
"SPD","1995","higher education","Female","118","0.299786596173328","0.254080328970151","0.345492863376505"
"FDP","1995","in school","Male","","","",""
"FDP","1995","in school","Female","","","",""
"FDP","1995","inadequately","Male","","","",""
"FDP","1995","inadequately","Female","","","",""
"FDP","1995","general elemantary","Male","","","",""
"FDP","1995","general elemantary","Female","","","",""
"FDP","1995","middle vocational","Male","","","",""
"FDP","1995","middle vocational","Female","36","0.0339380173329476","0.024429380463011","0.0434466542028843"
"FDP","1995","vocational + Abi","Male","","","",""
"FDP","1995","vocational + Abi","Female","","","",""
"FDP","1995","higher vocational","Male","","","",""
"FDP","1995","higher vocational","Female","","","",""
"FDP","1995","higher education","Male","33","0.0601038471054958","0.0409578358812098","0.0792498583297818"
"FDP","1995","higher education","Female","","","",""
"Grüne","1995","in school","Male","","","",""
"Grüne","1995","in school","Female","","","",""
"Grüne","1995","inadequately","Male","","","",""
"Grüne","1995","inadequately","Female","","","",""
"Grüne","1995","general elemantary","Male","","","",""
"Grüne","1995","general elemantary","Female","","","",""
"Grüne","1995","middle vocational","Male","89","0.0508621051523548","0.0403021083010066","0.0614221020037029"
"Grüne","1995","middle vocational","Female","116","0.0759314523887148","0.0620211849268763","0.0898417198505533"
