"party","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"PDS/Linke","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"PDS/Linke","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"NPD Combination","2017","1-pers.-HH","(0) in school","","","",""
"NPD Combination","2017","1-pers.-HH","(1a) inadequately completed","1","","",""
"NPD Combination","2017","1-pers.-HH","(1b) general elementary school","3","","",""
"NPD Combination","2017","1-pers.-HH","(1c) basic vocational qualification","3","","",""
"NPD Combination","2017","1-pers.-HH","(2b) intermediate general qualification","","","",""
"NPD Combination","2017","1-pers.-HH","(2a) intermediate vocational","2","","",""
"NPD Combination","2017","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"NPD Combination","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"NPD Combination","2017","1-pers.-HH","(3a) lower tertiary education","1","","",""
"NPD Combination","2017","1-pers.-HH","(3b) higher tertiary education","","","",""
"NPD Combination","2017","(Married) couple without C. ","(0) in school","","","",""
"NPD Combination","2017","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"NPD Combination","2017","(Married) couple without C. ","(1b) general elementary school","2","","",""
"NPD Combination","2017","(Married) couple without C. ","(1c) basic vocational qualification","1","","",""
"NPD Combination","2017","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"NPD Combination","2017","(Married) couple without C. ","(2a) intermediate vocational","2","","",""
"NPD Combination","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","1","","",""
"NPD Combination","2017","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"NPD Combination","2017","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"NPD Combination","2017","Single parent ","(0) in school","","","",""
"NPD Combination","2017","Single parent ","(1a) inadequately completed","","","",""
"NPD Combination","2017","Single parent ","(1b) general elementary school","3","","",""
"NPD Combination","2017","Single parent ","(1c) basic vocational qualification","2","","",""
"NPD Combination","2017","Single parent ","(2b) intermediate general qualification","1","","",""
"NPD Combination","2017","Single parent ","(2a) intermediate vocational","2","","",""
"NPD Combination","2017","Single parent ","(2c_gen) general maturity certificate","1","","",""
"NPD Combination","2017","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"NPD Combination","2017","Single parent ","(3a) lower tertiary education","","","",""
"NPD Combination","2017","Single parent ","(3b) higher tertiary education","","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(0) in school","","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","8","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(2a) intermediate vocational","7","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","3","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"NPD Combination","2017","Couple + C. LE 16 ","(3b) higher tertiary education","3","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(0) in school","","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","7","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"NPD Combination","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","3","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","8","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"NPD Combination","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"AfD","2017","1-pers.-HH","(0) in school","","","",""
"AfD","2017","1-pers.-HH","(1a) inadequately completed","2","","",""
"AfD","2017","1-pers.-HH","(1b) general elementary school","6","","",""
"AfD","2017","1-pers.-HH","(1c) basic vocational qualification","19","","",""
"AfD","2017","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"AfD","2017","1-pers.-HH","(2a) intermediate vocational","21","","",""
"AfD","2017","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"AfD","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"AfD","2017","1-pers.-HH","(3a) lower tertiary education","4","","",""
"AfD","2017","1-pers.-HH","(3b) higher tertiary education","4","","",""
"AfD","2017","(Married) couple without C. ","(0) in school","","","",""
"AfD","2017","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"AfD","2017","(Married) couple without C. ","(1b) general elementary school","8","","",""
"AfD","2017","(Married) couple without C. ","(1c) basic vocational qualification","55","0.0586410586410586","0.0441151406762345","0.0731669766058828"
"AfD","2017","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"AfD","2017","(Married) couple without C. ","(2a) intermediate vocational","58","0.0779613454333825","0.0598410898097288","0.0960816010570361"
"AfD","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"AfD","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"AfD","2017","(Married) couple without C. ","(3a) lower tertiary education","10","","",""
"AfD","2017","(Married) couple without C. ","(3b) higher tertiary education","30","0.0385941183979484","0.0261266759260771","0.0510615608698197"
"AfD","2017","Single parent ","(0) in school","1","","",""
"AfD","2017","Single parent ","(1a) inadequately completed","","","",""
"AfD","2017","Single parent ","(1b) general elementary school","5","","",""
"AfD","2017","Single parent ","(1c) basic vocational qualification","11","","",""
"AfD","2017","Single parent ","(2b) intermediate general qualification","2","","",""
"AfD","2017","Single parent ","(2a) intermediate vocational","10","","",""
"AfD","2017","Single parent ","(2c_gen) general maturity certificate","1","","",""
"AfD","2017","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"AfD","2017","Single parent ","(3a) lower tertiary education","5","","",""
"AfD","2017","Single parent ","(3b) higher tertiary education","1","","",""
"AfD","2017","Couple + C. LE 16 ","(0) in school","","","",""
"AfD","2017","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"AfD","2017","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"AfD","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","34","0.210639478906726","0.154956550427562","0.26632240738589"
"AfD","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"AfD","2017","Couple + C. LE 16 ","(2a) intermediate vocational","39","0.0785848649472171","0.053611458350417","0.103558271544017"
"AfD","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"AfD","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","13","","",""
"AfD","2017","Couple + C. LE 16 ","(3a) lower tertiary education","5","","",""
"AfD","2017","Couple + C. LE 16 ","(3b) higher tertiary education","7","","",""
"AfD","2017","Couple + C. GT 16 ","(0) in school","1","","",""
"AfD","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"AfD","2017","Couple + C. GT 16 ","(1b) general elementary school","9","","",""
"AfD","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","11","","",""
"AfD","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"AfD","2017","Couple + C. GT 16 ","(2a) intermediate vocational","17","","",""
"AfD","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","4","","",""
"AfD","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"AfD","2017","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"AfD","2017","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"AfD","2017","Couple + C. LE and GT 16","(0) in school","1","","",""
"AfD","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"AfD","2017","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"AfD","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","14","","",""
"AfD","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"AfD","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","14","","",""
"AfD","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"AfD","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"AfD","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"AfD","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Other","2017","1-pers.-HH","(0) in school","","","",""
"Other","2017","1-pers.-HH","(1a) inadequately completed","","","",""
"Other","2017","1-pers.-HH","(1b) general elementary school","3","","",""
"Other","2017","1-pers.-HH","(1c) basic vocational qualification","1","","",""
"Other","2017","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Other","2017","1-pers.-HH","(2a) intermediate vocational","6","","",""
"Other","2017","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Other","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"Other","2017","1-pers.-HH","(3a) lower tertiary education","","","",""
"Other","2017","1-pers.-HH","(3b) higher tertiary education","7","","",""
"Other","2017","(Married) couple without C. ","(0) in school","","","",""
"Other","2017","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Other","2017","(Married) couple without C. ","(1b) general elementary school","1","","",""
"Other","2017","(Married) couple without C. ","(1c) basic vocational qualification","5","","",""
"Other","2017","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Other","2017","(Married) couple without C. ","(2a) intermediate vocational","8","","",""
"Other","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"Other","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"Other","2017","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"Other","2017","(Married) couple without C. ","(3b) higher tertiary education","3","","",""
"Other","2017","Single parent ","(0) in school","1","","",""
"Other","2017","Single parent ","(1a) inadequately completed","1","","",""
"Other","2017","Single parent ","(1b) general elementary school","","","",""
"Other","2017","Single parent ","(1c) basic vocational qualification","2","","",""
"Other","2017","Single parent ","(2b) intermediate general qualification","3","","",""
"Other","2017","Single parent ","(2a) intermediate vocational","2","","",""
"Other","2017","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Other","2017","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Other","2017","Single parent ","(3a) lower tertiary education","2","","",""
"Other","2017","Single parent ","(3b) higher tertiary education","","","",""
"Other","2017","Couple + C. LE 16 ","(0) in school","","","",""
"Other","2017","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Other","2017","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"Other","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","4","","",""
"Other","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Other","2017","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"Other","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Other","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Other","2017","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"Other","2017","Couple + C. LE 16 ","(3b) higher tertiary education","6","","",""
"Other","2017","Couple + C. GT 16 ","(0) in school","","","",""
"Other","2017","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Other","2017","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Other","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Other","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Other","2017","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"Other","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Other","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","2","","",""
"Other","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Other","2017","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"Other","2017","Couple + C. LE and GT 16","(0) in school","1","","",""
"Other","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Other","2017","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Other","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Other","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Other","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","3","","",""
"Other","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Other","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Other","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Other","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"CDU/CSU","2018","1-pers.-HH","(0) in school","","","",""
"CDU/CSU","2018","1-pers.-HH","(1a) inadequately completed","33","0.258997760390367","0.148149155785854","0.36984636499488"
"CDU/CSU","2018","1-pers.-HH","(1b) general elementary school","79","0.451056612781467","0.37443171824954","0.527681507313393"
"CDU/CSU","2018","1-pers.-HH","(1c) basic vocational qualification","161","0.418175952261697","0.369655124800192","0.466696779723202"
"CDU/CSU","2018","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"CDU/CSU","2018","1-pers.-HH","(2a) intermediate vocational","109","0.333285373971526","0.283031695146857","0.383539052796195"
"CDU/CSU","2018","1-pers.-HH","(2c_gen) general maturity certificate","25","","",""
"CDU/CSU","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","59","0.386805520834324","0.312494783762656","0.461116257905993"
"CDU/CSU","2018","1-pers.-HH","(3a) lower tertiary education","46","0.271748147388058","0.205837866610093","0.337658428166022"
"CDU/CSU","2018","1-pers.-HH","(3b) higher tertiary education","124","0.266512821877818","0.224527391577181","0.308498252178454"
"CDU/CSU","2018","(Married) couple without C. ","(0) in school","1","","",""
"CDU/CSU","2018","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"CDU/CSU","2018","(Married) couple without C. ","(1b) general elementary school","82","0.494012126932734","0.419294559063271","0.568729694802198"
"CDU/CSU","2018","(Married) couple without C. ","(1c) basic vocational qualification","443","0.459600355291802","0.4282379091029","0.490962801480705"
"CDU/CSU","2018","(Married) couple without C. ","(2b) intermediate general qualification","29","","",""
"CDU/CSU","2018","(Married) couple without C. ","(2a) intermediate vocational","333","0.402714016044757","0.370105747638183","0.435322284451332"
"CDU/CSU","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","24","","",""
"CDU/CSU","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","123","0.376235421714506","0.322395044815479","0.430075798613532"
"CDU/CSU","2018","(Married) couple without C. ","(3a) lower tertiary education","161","0.383514247426699","0.336676047741029","0.430352447112368"
"CDU/CSU","2018","(Married) couple without C. ","(3b) higher tertiary education","290","0.300905807642122","0.270874294253588","0.330937321030657"
"CDU/CSU","2018","Single parent ","(0) in school","5","","",""
"CDU/CSU","2018","Single parent ","(1a) inadequately completed","18","","",""
"CDU/CSU","2018","Single parent ","(1b) general elementary school","8","","",""
"CDU/CSU","2018","Single parent ","(1c) basic vocational qualification","17","","",""
"CDU/CSU","2018","Single parent ","(2b) intermediate general qualification","5","","",""
"CDU/CSU","2018","Single parent ","(2a) intermediate vocational","38","0.274209897668967","0.202817898173489","0.345601897164445"
"CDU/CSU","2018","Single parent ","(2c_gen) general maturity certificate","20","","",""
"CDU/CSU","2018","Single parent ","(2c_voc) vocational maturity certificate","15","","",""
"CDU/CSU","2018","Single parent ","(3a) lower tertiary education","18","","",""
"CDU/CSU","2018","Single parent ","(3b) higher tertiary education","27","","",""
"CDU/CSU","2018","Couple + C. LE 16 ","(0) in school","1","","",""
"CDU/CSU","2018","Couple + C. LE 16 ","(1a) inadequately completed","53","0.358272030221246","0.256932053076328","0.459612007366164"
"CDU/CSU","2018","Couple + C. LE 16 ","(1b) general elementary school","45","0.169426101741964","0.0955319969161211","0.243320206567808"
"CDU/CSU","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","77","0.391382552766437","0.321430539612853","0.461334565920022"
"CDU/CSU","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","11","","",""
"CDU/CSU","2018","Couple + C. LE 16 ","(2a) intermediate vocational","204","0.483568788697145","0.437086021134453","0.530051556259837"
"CDU/CSU","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","57","0.302820339048455","0.218475106406815","0.387165571690095"
"CDU/CSU","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","119","0.349540639112331","0.296546624819135","0.402534653405527"
"CDU/CSU","2018","Couple + C. LE 16 ","(3a) lower tertiary education","96","0.3989304992536","0.336587903052185","0.461273095455015"
"CDU/CSU","2018","Couple + C. LE 16 ","(3b) higher tertiary education","246","0.303688537297127","0.270511631295635","0.336865443298618"
"CDU/CSU","2018","Couple + C. GT 16 ","(0) in school","7","","",""
"CDU/CSU","2018","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"CDU/CSU","2018","Couple + C. GT 16 ","(1b) general elementary school","12","","",""
"CDU/CSU","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","78","0.413753799255986","0.344449808414092","0.483057790097881"
"CDU/CSU","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","17","","",""
"CDU/CSU","2018","Couple + C. GT 16 ","(2a) intermediate vocational","110","0.43995280547487","0.37926563513847","0.50063997581127"
"CDU/CSU","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","15","","",""
"CDU/CSU","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","47","0.366598425907212","0.285312365832053","0.447884485982371"
"CDU/CSU","2018","Couple + C. GT 16 ","(3a) lower tertiary education","37","0.36720053972792","0.269230942582823","0.465170136873017"
"CDU/CSU","2018","Couple + C. GT 16 ","(3b) higher tertiary education","60","0.298625755781177","0.231581725533596","0.365669786028757"
"CDU/CSU","2018","Couple + C. LE and GT 16","(0) in school","8","","",""
"CDU/CSU","2018","Couple + C. LE and GT 16","(1a) inadequately completed","28","","",""
"CDU/CSU","2018","Couple + C. LE and GT 16","(1b) general elementary school","13","","",""
"CDU/CSU","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","31","0.368395498449792","0.25774167452867","0.479049322370914"
"CDU/CSU","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"CDU/CSU","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","50","0.33731948699942","0.26062847324645","0.41401050075239"
"CDU/CSU","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","34","0.345775270363126","0.248054284923909","0.443496255802343"
"CDU/CSU","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","31","0.418496008445929","0.317140021947361","0.519851994944497"
"CDU/CSU","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","21","","",""
"CDU/CSU","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","48","0.325393662546482","0.255375030601715","0.395412294491248"
"SPD","2018","1-pers.-HH","(0) in school","","","",""
"SPD","2018","1-pers.-HH","(1a) inadequately completed","13","","",""
"SPD","2018","1-pers.-HH","(1b) general elementary school","61","0.430017238764757","0.353780488169628","0.506253989359886"
"SPD","2018","1-pers.-HH","(1c) basic vocational qualification","141","0.369535785177275","0.322055719755781","0.41701585059877"
"SPD","2018","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"SPD","2018","1-pers.-HH","(2a) intermediate vocational","81","0.274635971159525","0.227053558612985","0.322218383706065"
"SPD","2018","1-pers.-HH","(2c_gen) general maturity certificate","22","","",""
"SPD","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","35","0.225240623192739","0.161500499837212","0.288980746548265"
"SPD","2018","1-pers.-HH","(3a) lower tertiary education","44","0.265782375017254","0.200333142466215","0.331231607568294"
"SPD","2018","1-pers.-HH","(3b) higher tertiary education","78","0.184499855986545","0.147665479032136","0.221334232940955"
"SPD","2018","(Married) couple without C. ","(0) in school","1","","",""
"SPD","2018","(Married) couple without C. ","(1a) inadequately completed","8","","",""
"SPD","2018","(Married) couple without C. ","(1b) general elementary school","69","0.421415347008277","0.34762110158746","0.495209592429094"
"SPD","2018","(Married) couple without C. ","(1c) basic vocational qualification","334","0.339408296387332","0.309610097922473","0.36920649485219"
"SPD","2018","(Married) couple without C. ","(2b) intermediate general qualification","18","","",""
"SPD","2018","(Married) couple without C. ","(2a) intermediate vocational","243","0.267396661628403","0.237969346505377","0.29682397675143"
"SPD","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","19","","",""
"SPD","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","74","0.303519566122662","0.252420177618881","0.354618954626442"
"SPD","2018","(Married) couple without C. ","(3a) lower tertiary education","88","0.236742605021895","0.195795647129135","0.277689562914655"
"SPD","2018","(Married) couple without C. ","(3b) higher tertiary education","196","0.22251344767445","0.195278994443487","0.249747900905413"
"SPD","2018","Single parent ","(0) in school","2","","",""
"SPD","2018","Single parent ","(1a) inadequately completed","8","","",""
"SPD","2018","Single parent ","(1b) general elementary school","10","","",""
"SPD","2018","Single parent ","(1c) basic vocational qualification","25","","",""
"SPD","2018","Single parent ","(2b) intermediate general qualification","6","","",""
"SPD","2018","Single parent ","(2a) intermediate vocational","33","0.203057753132113","0.138681503170106","0.26743400309412"
"SPD","2018","Single parent ","(2c_gen) general maturity certificate","18","","",""
"SPD","2018","Single parent ","(2c_voc) vocational maturity certificate","23","","",""
"SPD","2018","Single parent ","(3a) lower tertiary education","10","","",""
"SPD","2018","Single parent ","(3b) higher tertiary education","15","","",""
"SPD","2018","Couple + C. LE 16 ","(0) in school","","","",""
"SPD","2018","Couple + C. LE 16 ","(1a) inadequately completed","12","","",""
"SPD","2018","Couple + C. LE 16 ","(1b) general elementary school","27","","",""
"SPD","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","46","0.258723431014619","0.195955862534203","0.321490999495035"
"SPD","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","10","","",""
"SPD","2018","Couple + C. LE 16 ","(2a) intermediate vocational","84","0.210328487625385","0.172420660537122","0.248236314713648"
"SPD","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","18","","",""
"SPD","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","77","0.235163753747913","0.188029425806619","0.282298081689208"
"SPD","2018","Couple + C. LE 16 ","(3a) lower tertiary education","38","0.131335924466627","0.0883336312335659","0.174338217699689"
"SPD","2018","Couple + C. LE 16 ","(3b) higher tertiary education","142","0.196160455328056","0.167511398804767","0.224809511851345"
"SPD","2018","Couple + C. GT 16 ","(0) in school","7","","",""
"SPD","2018","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"SPD","2018","Couple + C. GT 16 ","(1b) general elementary school","19","","",""
"SPD","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","75","0.43183831337178","0.362136547066536","0.501540079677025"
"SPD","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","7","","",""
"SPD","2018","Couple + C. GT 16 ","(2a) intermediate vocational","63","0.210724804997752","0.160864654302393","0.26058495569311"
"SPD","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","24","","",""
"SPD","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","35","0.208430146742636","0.13991192284301","0.276948370642261"
"SPD","2018","Couple + C. GT 16 ","(3a) lower tertiary education","22","","",""
"SPD","2018","Couple + C. GT 16 ","(3b) higher tertiary education","37","0.182138247809002","0.125597427899709","0.238679067718294"
"SPD","2018","Couple + C. LE and GT 16","(0) in school","11","","",""
"SPD","2018","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"SPD","2018","Couple + C. LE and GT 16","(1b) general elementary school","14","","",""
"SPD","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","17","","",""
"SPD","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"SPD","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","36","0.357157380731529","0.279433619529865","0.434881141933192"
"SPD","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","12","","",""
"SPD","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","22","","",""
"SPD","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","17","","",""
"SPD","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","37","0.259863618026132","0.19432270541314","0.325404530639123"
"FDP","2018","1-pers.-HH","(0) in school","","","",""
"FDP","2018","1-pers.-HH","(1a) inadequately completed","","","",""
"FDP","2018","1-pers.-HH","(1b) general elementary school","2","","",""
"FDP","2018","1-pers.-HH","(1c) basic vocational qualification","4","","",""
"FDP","2018","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"FDP","2018","1-pers.-HH","(2a) intermediate vocational","18","","",""
"FDP","2018","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"FDP","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"FDP","2018","1-pers.-HH","(3a) lower tertiary education","12","","",""
"FDP","2018","1-pers.-HH","(3b) higher tertiary education","34","0.0903680962030578","0.0631421049891021","0.117594087417013"
"FDP","2018","(Married) couple without C. ","(0) in school","","","",""
"FDP","2018","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"FDP","2018","(Married) couple without C. ","(1b) general elementary school","3","","",""
"FDP","2018","(Married) couple without C. ","(1c) basic vocational qualification","32","0.0333056462662687","0.0220137794419396","0.0445975130905978"
"FDP","2018","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"FDP","2018","(Married) couple without C. ","(2a) intermediate vocational","42","0.0426623913709428","0.0292256684797294","0.0560991142621563"
"FDP","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"FDP","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","23","","",""
"FDP","2018","(Married) couple without C. ","(3a) lower tertiary education","24","","",""
"FDP","2018","(Married) couple without C. ","(3b) higher tertiary education","83","0.0919785534284096","0.0730557522256039","0.110901354631215"
"FDP","2018","Single parent ","(0) in school","","","",""
"FDP","2018","Single parent ","(1a) inadequately completed","","","",""
"FDP","2018","Single parent ","(1b) general elementary school","","","",""
"FDP","2018","Single parent ","(1c) basic vocational qualification","2","","",""
"FDP","2018","Single parent ","(2b) intermediate general qualification","2","","",""
"FDP","2018","Single parent ","(2a) intermediate vocational","5","","",""
"FDP","2018","Single parent ","(2c_gen) general maturity certificate","5","","",""
"FDP","2018","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
