"party","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"SPD","1995","Lower Saxony","Rural Area","136","0.49350465930799","0.434198455809605","0.552810862806375"
"SPD","1995","Bremen","Urban Area","28","","",""
"SPD","1995","Bremen","Rural Area","","","",""
"SPD","1995","North Rhine-Westphalia","Urban Area","638","0.463996422561112","0.437011428071363","0.490981417050862"
"SPD","1995","North Rhine-Westphalia","Rural Area","11","","",""
"SPD","1995","Hesse","Urban Area","163","0.449482623164684","0.397218888741893","0.501746357587475"
"SPD","1995","Hesse","Rural Area","30","0.443162231583503","0.327613647213763","0.558710815953243"
"SPD","1995","Rhineland-Palatinate,Saarland","Urban Area","117","0.406928191290314","0.345909772848778","0.467946609731849"
"SPD","1995","Rhineland-Palatinate,Saarland","Rural Area","27","","",""
"SPD","1995","Baden-Württemberg","Urban Area","297","0.38687547651394","0.348844475157918","0.424906477869963"
"SPD","1995","Baden-Württemberg","Rural Area","33","0.372622289641018","0.270434778214111","0.474809801067925"
"SPD","1995","Bavaria","Urban Area","136","0.375032267086232","0.327045352435715","0.42301918173675"
"SPD","1995","Bavaria","Rural Area","112","0.311516042380043","0.261849722810564","0.361182361949523"
"SPD","1995","Berlin","Urban Area","114","0.401903095182303","0.344166036012518","0.459640154352087"
"SPD","1995","Berlin","Rural Area","","","",""
"SPD","1995","Brandenburg","Urban Area","7","","",""
"SPD","1995","Brandenburg","Rural Area","92","0.4372783070705","0.370026997881213","0.504529616259787"
"SPD","1995","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"SPD","1995","Mecklenburg-Western Pomerania","Rural Area","38","0.347340943887331","0.267320710967928","0.427361176806733"
"SPD","1995","Saxony","Urban Area","66","0.327261981117083","0.263187478391597","0.391336483842569"
"SPD","1995","Saxony","Rural Area","40","0.22634293753705","0.166525626326533","0.286160248747567"
"SPD","1995","Saxony-Anhalt","Urban Area","24","","",""
"SPD","1995","Saxony-Anhalt","Rural Area","51","0.268149667863626","0.205972554707665","0.330326781019588"
"SPD","1995","Thuringia","Urban Area","24","","",""
"SPD","1995","Thuringia","Rural Area","40","0.225453239019315","0.15902108144136","0.291885396597271"
"FDP","1995","Schleswig-Holstein","Urban Area","5","","",""
"FDP","1995","Schleswig-Holstein","Rural Area","3","","",""
"FDP","1995","Hamburg","Urban Area","2","","",""
"FDP","1995","Hamburg","Rural Area","","","",""
"FDP","1995","Lower Saxony","Urban Area","7","","",""
"FDP","1995","Lower Saxony","Rural Area","5","","",""
"FDP","1995","Bremen","Urban Area","1","","",""
"FDP","1995","Bremen","Rural Area","","","",""
"FDP","1995","North Rhine-Westphalia","Urban Area","34","0.0236854818487866","0.0154570484294681","0.0319139152681052"
"FDP","1995","North Rhine-Westphalia","Rural Area","1","","",""
"FDP","1995","Hesse","Urban Area","15","","",""
"FDP","1995","Hesse","Rural Area","5","","",""
"FDP","1995","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"FDP","1995","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"FDP","1995","Baden-Württemberg","Urban Area","13","","",""
"FDP","1995","Baden-Württemberg","Rural Area","1","","",""
"FDP","1995","Bavaria","Urban Area","11","","",""
"FDP","1995","Bavaria","Rural Area","4","","",""
"FDP","1995","Berlin","Urban Area","4","","",""
"FDP","1995","Berlin","Rural Area","","","",""
"FDP","1995","Brandenburg","Urban Area","","","",""
"FDP","1995","Brandenburg","Rural Area","3","","",""
"FDP","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"FDP","1995","Mecklenburg-Western Pomerania","Rural Area","2","","",""
"FDP","1995","Saxony","Urban Area","5","","",""
"FDP","1995","Saxony","Rural Area","7","","",""
"FDP","1995","Saxony-Anhalt","Urban Area","1","","",""
"FDP","1995","Saxony-Anhalt","Rural Area","8","","",""
"FDP","1995","Thuringia","Urban Area","2","","",""
"FDP","1995","Thuringia","Rural Area","4","","",""
"Grüne","1995","Schleswig-Holstein","Urban Area","7","","",""
"Grüne","1995","Schleswig-Holstein","Rural Area","7","","",""
"Grüne","1995","Hamburg","Urban Area","7","","",""
"Grüne","1995","Hamburg","Rural Area","","","",""
"Grüne","1995","Lower Saxony","Urban Area","21","","",""
"Grüne","1995","Lower Saxony","Rural Area","21","","",""
"Grüne","1995","Bremen","Urban Area","9","","",""
"Grüne","1995","Bremen","Rural Area","","","",""
"Grüne","1995","North Rhine-Westphalia","Urban Area","124","0.0904375696455231","0.0749182788215097","0.105956860469537"
"Grüne","1995","North Rhine-Westphalia","Rural Area","2","","",""
"Grüne","1995","Hesse","Urban Area","59","0.14558411322152","0.108528831518601","0.182639394924438"
"Grüne","1995","Hesse","Rural Area","9","","",""
"Grüne","1995","Rhineland-Palatinate,Saarland","Urban Area","30","0.136845592244226","0.0941573698440203","0.179533814644432"
"Grüne","1995","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Grüne","1995","Baden-Württemberg","Urban Area","81","0.124551440023507","0.098766417852083","0.150336462194931"
"Grüne","1995","Baden-Württemberg","Rural Area","5","","",""
"Grüne","1995","Bavaria","Urban Area","43","0.101948580362393","0.0719568926412869","0.131940268083498"
"Grüne","1995","Bavaria","Rural Area","17","","",""
"Grüne","1995","Berlin","Urban Area","40","0.155959857083725","0.113233469878762","0.198686244288688"
"Grüne","1995","Berlin","Rural Area","","","",""
"Grüne","1995","Brandenburg","Urban Area","1","","",""
"Grüne","1995","Brandenburg","Rural Area","16","","",""
"Grüne","1995","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Grüne","1995","Mecklenburg-Western Pomerania","Rural Area","7","","",""
"Grüne","1995","Saxony","Urban Area","23","","",""
"Grüne","1995","Saxony","Rural Area","6","","",""
"Grüne","1995","Saxony-Anhalt","Urban Area","3","","",""
"Grüne","1995","Saxony-Anhalt","Rural Area","12","","",""
"Grüne","1995","Thuringia","Urban Area","5","","",""
"Grüne","1995","Thuringia","Rural Area","9","","",""
"PDS/Linke","1995","Schleswig-Holstein","Urban Area","","","",""
"PDS/Linke","1995","Schleswig-Holstein","Rural Area","2","","",""
"PDS/Linke","1995","Hamburg","Urban Area","3","","",""
"PDS/Linke","1995","Hamburg","Rural Area","","","",""
"PDS/Linke","1995","Lower Saxony","Urban Area","1","","",""
"PDS/Linke","1995","Lower Saxony","Rural Area","1","","",""
"PDS/Linke","1995","Bremen","Urban Area","","","",""
"PDS/Linke","1995","Bremen","Rural Area","","","",""
"PDS/Linke","1995","North Rhine-Westphalia","Urban Area","7","","",""
"PDS/Linke","1995","North Rhine-Westphalia","Rural Area","","","",""
"PDS/Linke","1995","Hesse","Urban Area","","","",""
"PDS/Linke","1995","Hesse","Rural Area","","","",""
"PDS/Linke","1995","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"PDS/Linke","1995","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"PDS/Linke","1995","Baden-Württemberg","Urban Area","2","","",""
"PDS/Linke","1995","Baden-Württemberg","Rural Area","","","",""
"PDS/Linke","1995","Bavaria","Urban Area","5","","",""
"PDS/Linke","1995","Bavaria","Rural Area","2","","",""
"PDS/Linke","1995","Berlin","Urban Area","32","0.0882859131625169","0.0548753923391427","0.121696433985891"
"PDS/Linke","1995","Berlin","Rural Area","","","",""
"PDS/Linke","1995","Brandenburg","Urban Area","1","","",""
"PDS/Linke","1995","Brandenburg","Rural Area","37","0.210955214137165","0.155643017362181","0.26626741091215"
"PDS/Linke","1995","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"PDS/Linke","1995","Mecklenburg-Western Pomerania","Rural Area","27","","",""
"PDS/Linke","1995","Saxony","Urban Area","23","","",""
"PDS/Linke","1995","Saxony","Rural Area","32","0.175353332051587","0.120995749759406","0.229710914343768"
"PDS/Linke","1995","Saxony-Anhalt","Urban Area","22","","",""
"PDS/Linke","1995","Saxony-Anhalt","Rural Area","30","0.173249093136361","0.120129638166674","0.226368548106048"
"PDS/Linke","1995","Thuringia","Urban Area","12","","",""
"PDS/Linke","1995","Thuringia","Rural Area","21","","",""
"NPD Combination","1995","Schleswig-Holstein","Urban Area","","","",""
"NPD Combination","1995","Schleswig-Holstein","Rural Area","","","",""
"NPD Combination","1995","Hamburg","Urban Area","","","",""
"NPD Combination","1995","Hamburg","Rural Area","","","",""
"NPD Combination","1995","Lower Saxony","Urban Area","2","","",""
"NPD Combination","1995","Lower Saxony","Rural Area","1","","",""
"NPD Combination","1995","Bremen","Urban Area","","","",""
"NPD Combination","1995","Bremen","Rural Area","","","",""
"NPD Combination","1995","North Rhine-Westphalia","Urban Area","8","","",""
"NPD Combination","1995","North Rhine-Westphalia","Rural Area","","","",""
"NPD Combination","1995","Hesse","Urban Area","2","","",""
"NPD Combination","1995","Hesse","Rural Area","","","",""
"NPD Combination","1995","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"NPD Combination","1995","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"NPD Combination","1995","Baden-Württemberg","Urban Area","10","","",""
"NPD Combination","1995","Baden-Württemberg","Rural Area","","","",""
"NPD Combination","1995","Bavaria","Urban Area","8","","",""
"NPD Combination","1995","Bavaria","Rural Area","6","","",""
"NPD Combination","1995","Berlin","Urban Area","4","","",""
"NPD Combination","1995","Berlin","Rural Area","","","",""
"NPD Combination","1995","Brandenburg","Urban Area","","","",""
"NPD Combination","1995","Brandenburg","Rural Area","1","","",""
"NPD Combination","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"NPD Combination","1995","Mecklenburg-Western Pomerania","Rural Area","2","","",""
"NPD Combination","1995","Saxony","Urban Area","2","","",""
"NPD Combination","1995","Saxony","Rural Area","2","","",""
"NPD Combination","1995","Saxony-Anhalt","Urban Area","","","",""
"NPD Combination","1995","Saxony-Anhalt","Rural Area","2","","",""
"NPD Combination","1995","Thuringia","Urban Area","","","",""
"NPD Combination","1995","Thuringia","Rural Area","4","","",""
"AfD","1995","Schleswig-Holstein","Urban Area","","","",""
"AfD","1995","Schleswig-Holstein","Rural Area","","","",""
"AfD","1995","Hamburg","Urban Area","","","",""
"AfD","1995","Hamburg","Rural Area","","","",""
"AfD","1995","Lower Saxony","Urban Area","","","",""
"AfD","1995","Lower Saxony","Rural Area","","","",""
"AfD","1995","Bremen","Urban Area","","","",""
"AfD","1995","Bremen","Rural Area","","","",""
"AfD","1995","North Rhine-Westphalia","Urban Area","","","",""
"AfD","1995","North Rhine-Westphalia","Rural Area","","","",""
"AfD","1995","Hesse","Urban Area","","","",""
"AfD","1995","Hesse","Rural Area","","","",""
"AfD","1995","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"AfD","1995","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"AfD","1995","Baden-Württemberg","Urban Area","","","",""
"AfD","1995","Baden-Württemberg","Rural Area","","","",""
"AfD","1995","Bavaria","Urban Area","","","",""
"AfD","1995","Bavaria","Rural Area","","","",""
"AfD","1995","Berlin","Urban Area","","","",""
"AfD","1995","Berlin","Rural Area","","","",""
"AfD","1995","Brandenburg","Urban Area","","","",""
"AfD","1995","Brandenburg","Rural Area","","","",""
"AfD","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"AfD","1995","Mecklenburg-Western Pomerania","Rural Area","","","",""
"AfD","1995","Saxony","Urban Area","","","",""
"AfD","1995","Saxony","Rural Area","","","",""
"AfD","1995","Saxony-Anhalt","Urban Area","","","",""
"AfD","1995","Saxony-Anhalt","Rural Area","","","",""
"AfD","1995","Thuringia","Urban Area","","","",""
"AfD","1995","Thuringia","Rural Area","","","",""
"Other","1995","Schleswig-Holstein","Urban Area","1","","",""
"Other","1995","Schleswig-Holstein","Rural Area","","","",""
"Other","1995","Hamburg","Urban Area","","","",""
"Other","1995","Hamburg","Rural Area","","","",""
"Other","1995","Lower Saxony","Urban Area","","","",""
"Other","1995","Lower Saxony","Rural Area","1","","",""
"Other","1995","Bremen","Urban Area","1","","",""
"Other","1995","Bremen","Rural Area","","","",""
"Other","1995","North Rhine-Westphalia","Urban Area","14","","",""
"Other","1995","North Rhine-Westphalia","Rural Area","","","",""
"Other","1995","Hesse","Urban Area","3","","",""
"Other","1995","Hesse","Rural Area","","","",""
"Other","1995","Rhineland-Palatinate,Saarland","Urban Area","2","","",""
"Other","1995","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"Other","1995","Baden-Württemberg","Urban Area","5","","",""
"Other","1995","Baden-Württemberg","Rural Area","","","",""
"Other","1995","Bavaria","Urban Area","4","","",""
"Other","1995","Bavaria","Rural Area","3","","",""
"Other","1995","Berlin","Urban Area","3","","",""
"Other","1995","Berlin","Rural Area","","","",""
"Other","1995","Brandenburg","Urban Area","1","","",""
"Other","1995","Brandenburg","Rural Area","1","","",""
"Other","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Other","1995","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Other","1995","Saxony","Urban Area","3","","",""
"Other","1995","Saxony","Rural Area","2","","",""
"Other","1995","Saxony-Anhalt","Urban Area","1","","",""
"Other","1995","Saxony-Anhalt","Rural Area","1","","",""
"Other","1995","Thuringia","Urban Area","1","","",""
"Other","1995","Thuringia","Rural Area","2","","",""
"CDU/CSU","1996","Schleswig-Holstein","Urban Area","23","","",""
"CDU/CSU","1996","Schleswig-Holstein","Rural Area","29","","",""
"CDU/CSU","1996","Hamburg","Urban Area","23","","",""
"CDU/CSU","1996","Hamburg","Rural Area","","","",""
"CDU/CSU","1996","Lower Saxony","Urban Area","78","0.359701086005297","0.297407558468787","0.421994613541807"
"CDU/CSU","1996","Lower Saxony","Rural Area","111","0.489290335240573","0.42669594605206","0.551884724429086"
"CDU/CSU","1996","Bremen","Urban Area","17","","",""
"CDU/CSU","1996","Bremen","Rural Area","","","",""
"CDU/CSU","1996","North Rhine-Westphalia","Urban Area","469","0.426899587320524","0.398948834767602","0.454850339873446"
"CDU/CSU","1996","North Rhine-Westphalia","Rural Area","21","","",""
"CDU/CSU","1996","Hesse","Urban Area","103","0.357416364375243","0.305313876924666","0.409518851825821"
"CDU/CSU","1996","Hesse","Rural Area","22","","",""
"CDU/CSU","1996","Rhineland-Palatinate,Saarland","Urban Area","106","0.47031157080961","0.408066826222057","0.532556315397164"
"CDU/CSU","1996","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"CDU/CSU","1996","Baden-Württemberg","Urban Area","220","0.422288649408164","0.381952261613287","0.46262503720304"
"CDU/CSU","1996","Baden-Württemberg","Rural Area","46","0.54848617968432","0.447885125235949","0.649087234132691"
"CDU/CSU","1996","Bavaria","Urban Area","181","0.48619882968458","0.435133201256955","0.537264458112204"
"CDU/CSU","1996","Bavaria","Rural Area","200","0.604118723411022","0.55324687199418","0.654990574827864"
"CDU/CSU","1996","Berlin","Urban Area","71","0.295920695190729","0.240755053327333","0.351086337054124"
"CDU/CSU","1996","Berlin","Rural Area","","","",""
"CDU/CSU","1996","Brandenburg","Urban Area","1","","",""
"CDU/CSU","1996","Brandenburg","Rural Area","57","0.277920300644998","0.214389531893878","0.341451069396117"
"CDU/CSU","1996","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"CDU/CSU","1996","Mecklenburg-Western Pomerania","Rural Area","58","0.407175554177256","0.321727902712225","0.492623205642286"
"CDU/CSU","1996","Saxony","Urban Area","73","0.426114822252834","0.353671659920514","0.498557984585153"
"CDU/CSU","1996","Saxony","Rural Area","91","0.58480609505905","0.508927022569148","0.660685167548952"
"CDU/CSU","1996","Saxony-Anhalt","Urban Area","22","","",""
"CDU/CSU","1996","Saxony-Anhalt","Rural Area","88","0.501170527565856","0.426229636946087","0.576111418185625"
"CDU/CSU","1996","Thuringia","Urban Area","20","","",""
"CDU/CSU","1996","Thuringia","Rural Area","63","0.427482248851249","0.345534393111748","0.50943010459075"
"SPD","1996","Schleswig-Holstein","Urban Area","37","0.496652344993664","0.381162948249988","0.61214174173734"
"SPD","1996","Schleswig-Holstein","Rural Area","41","0.422962010262384","0.318549689410087","0.527374331114681"
"SPD","1996","Hamburg","Urban Area","34","0.554409243708006","0.437133859764649","0.671684627651364"
"SPD","1996","Hamburg","Rural Area","","","",""
"SPD","1996","Lower Saxony","Urban Area","118","0.497696687502563","0.432796483231805","0.562596891773321"
"SPD","1996","Lower Saxony","Rural Area","106","0.407407583762763","0.345881730132994","0.468933437392532"
"SPD","1996","Bremen","Urban Area","19","","",""
"SPD","1996","Bremen","Rural Area","","","",""
"SPD","1996","North Rhine-Westphalia","Urban Area","566","0.432529761527501","0.404533836618363","0.460525686436639"
"SPD","1996","North Rhine-Westphalia","Rural Area","8","","",""
"SPD","1996","Hesse","Urban Area","153","0.434385507990233","0.380495985098931","0.488275030881534"
"SPD","1996","Hesse","Rural Area","29","","",""
"SPD","1996","Rhineland-Palatinate,Saarland","Urban Area","104","0.369274712304118","0.309088845400782","0.429460579207454"
"SPD","1996","Rhineland-Palatinate,Saarland","Rural Area","29","","",""
"SPD","1996","Baden-Württemberg","Urban Area","246","0.351882562038008","0.312882744490608","0.390882379585409"
"SPD","1996","Baden-Württemberg","Rural Area","36","0.356017661072317","0.259221771794456","0.452813550350178"
"SPD","1996","Bavaria","Urban Area","127","0.356580632210263","0.307642192155903","0.405519072264623"
"SPD","1996","Bavaria","Rural Area","111","0.282494047811839","0.23566111888271","0.329326976740967"
"SPD","1996","Berlin","Urban Area","87","0.339141831299388","0.281926155949984","0.396357506648791"
"SPD","1996","Berlin","Rural Area","","","",""
"SPD","1996","Brandenburg","Urban Area","9","","",""
"SPD","1996","Brandenburg","Rural Area","57","0.309114325923899","0.243576192591695","0.374652459256103"
"SPD","1996","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"SPD","1996","Mecklenburg-Western Pomerania","Rural Area","30","0.307471028760768","0.227216914819401","0.387725142702135"
"SPD","1996","Saxony","Urban Area","42","0.265906457360319","0.201182998307682","0.330629916412955"
"SPD","1996","Saxony","Rural Area","31","0.165479337113838","0.108254967497862","0.222703706729815"
"SPD","1996","Saxony-Anhalt","Urban Area","20","","",""
"SPD","1996","Saxony-Anhalt","Rural Area","43","0.265077309524442","0.198923152322682","0.331231466726203"
"SPD","1996","Thuringia","Urban Area","19","","",""
"SPD","1996","Thuringia","Rural Area","36","0.281854665008184","0.207329515037464","0.356379814978904"
"FDP","1996","Schleswig-Holstein","Urban Area","4","","",""
"FDP","1996","Schleswig-Holstein","Rural Area","3","","",""
"FDP","1996","Hamburg","Urban Area","2","","",""
"FDP","1996","Hamburg","Rural Area","","","",""
"FDP","1996","Lower Saxony","Urban Area","4","","",""
"FDP","1996","Lower Saxony","Rural Area","3","","",""
"FDP","1996","Bremen","Urban Area","1","","",""
"FDP","1996","Bremen","Rural Area","","","",""
"FDP","1996","North Rhine-Westphalia","Urban Area","28","","",""
"FDP","1996","North Rhine-Westphalia","Rural Area","","","",""
"FDP","1996","Hesse","Urban Area","7","","",""
"FDP","1996","Hesse","Rural Area","2","","",""
"FDP","1996","Rhineland-Palatinate,Saarland","Urban Area","4","","",""
"FDP","1996","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"FDP","1996","Baden-Württemberg","Urban Area","19","","",""
"FDP","1996","Baden-Württemberg","Rural Area","2","","",""
"FDP","1996","Bavaria","Urban Area","11","","",""
"FDP","1996","Bavaria","Rural Area","2","","",""
"FDP","1996","Berlin","Urban Area","3","","",""
"FDP","1996","Berlin","Rural Area","","","",""
"FDP","1996","Brandenburg","Urban Area","","","",""
"FDP","1996","Brandenburg","Rural Area","2","","",""
"FDP","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"FDP","1996","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"FDP","1996","Saxony","Urban Area","3","","",""
"FDP","1996","Saxony","Rural Area","2","","",""
"FDP","1996","Saxony-Anhalt","Urban Area","1","","",""
"FDP","1996","Saxony-Anhalt","Rural Area","5","","",""
"FDP","1996","Thuringia","Urban Area","2","","",""
"FDP","1996","Thuringia","Rural Area","2","","",""
"Grüne","1996","Schleswig-Holstein","Urban Area","7","","",""
"Grüne","1996","Schleswig-Holstein","Rural Area","8","","",""
"Grüne","1996","Hamburg","Urban Area","8","","",""
"Grüne","1996","Hamburg","Rural Area","","","",""
"Grüne","1996","Lower Saxony","Urban Area","22","","",""
"Grüne","1996","Lower Saxony","Rural Area","20","","",""
"Grüne","1996","Bremen","Urban Area","6","","",""
"Grüne","1996","Bremen","Rural Area","","","",""
"Grüne","1996","North Rhine-Westphalia","Urban Area","124","0.101849328289238","0.0847582697608341","0.118940386817642"
"Grüne","1996","North Rhine-Westphalia","Rural Area","2","","",""
"Grüne","1996","Hesse","Urban Area","56","0.157727811531004","0.118101214397434","0.197354408664573"
"Grüne","1996","Hesse","Rural Area","9","","",""
"Grüne","1996","Rhineland-Palatinate,Saarland","Urban Area","27","","",""
"Grüne","1996","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Grüne","1996","Baden-Württemberg","Urban Area","70","0.12470577880668","0.0977248330151315","0.151686724598229"
"Grüne","1996","Baden-Württemberg","Rural Area","8","","",""
"Grüne","1996","Bavaria","Urban Area","32","0.0778199150243954","0.0504497492790677","0.105190080769723"
"Grüne","1996","Bavaria","Rural Area","26","","",""
"Grüne","1996","Berlin","Urban Area","55","0.193925423495804","0.146142226553329","0.241708620438279"
"Grüne","1996","Berlin","Rural Area","","","",""
"Grüne","1996","Brandenburg","Urban Area","2","","",""
"Grüne","1996","Brandenburg","Rural Area","16","","",""
"Grüne","1996","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Grüne","1996","Mecklenburg-Western Pomerania","Rural Area","6","","",""
"Grüne","1996","Saxony","Urban Area","25","","",""
"Grüne","1996","Saxony","Rural Area","7","","",""
"Grüne","1996","Saxony-Anhalt","Urban Area","5","","",""
"Grüne","1996","Saxony-Anhalt","Rural Area","12","","",""
"Grüne","1996","Thuringia","Urban Area","7","","",""
"Grüne","1996","Thuringia","Rural Area","9","","",""
"PDS/Linke","1996","Schleswig-Holstein","Urban Area","","","",""
"PDS/Linke","1996","Schleswig-Holstein","Rural Area","2","","",""
"PDS/Linke","1996","Hamburg","Urban Area","1","","",""
"PDS/Linke","1996","Hamburg","Rural Area","","","",""
"PDS/Linke","1996","Lower Saxony","Urban Area","2","","",""
"PDS/Linke","1996","Lower Saxony","Rural Area","1","","",""
"PDS/Linke","1996","Bremen","Urban Area","","","",""
"PDS/Linke","1996","Bremen","Rural Area","","","",""
"PDS/Linke","1996","North Rhine-Westphalia","Urban Area","5","","",""
"PDS/Linke","1996","North Rhine-Westphalia","Rural Area","","","",""
"PDS/Linke","1996","Hesse","Urban Area","1","","",""
"PDS/Linke","1996","Hesse","Rural Area","","","",""
"PDS/Linke","1996","Rhineland-Palatinate,Saarland","Urban Area","3","","",""
"PDS/Linke","1996","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"PDS/Linke","1996","Baden-Württemberg","Urban Area","3","","",""
"PDS/Linke","1996","Baden-Württemberg","Rural Area","","","",""
"PDS/Linke","1996","Bavaria","Urban Area","3","","",""
"PDS/Linke","1996","Bavaria","Rural Area","2","","",""
"PDS/Linke","1996","Berlin","Urban Area","35","0.114458432785547","0.0759816643012481","0.152935201269847"
"PDS/Linke","1996","Berlin","Rural Area","","","",""
"PDS/Linke","1996","Brandenburg","Urban Area","3","","",""
"PDS/Linke","1996","Brandenburg","Rural Area","53","0.290029000869996","0.225675463342813","0.35438253839718"
"PDS/Linke","1996","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"PDS/Linke","1996","Mecklenburg-Western Pomerania","Rural Area","26","","",""
"PDS/Linke","1996","Saxony","Urban Area","30","0.137995631109567","0.0874703221922879","0.188520940026846"
"PDS/Linke","1996","Saxony","Rural Area","28","","",""
"PDS/Linke","1996","Saxony-Anhalt","Urban Area","16","","",""
"PDS/Linke","1996","Saxony-Anhalt","Rural Area","20","","",""
"PDS/Linke","1996","Thuringia","Urban Area","11","","",""
"PDS/Linke","1996","Thuringia","Rural Area","25","","",""
"NPD Combination","1996","Schleswig-Holstein","Urban Area","1","","",""
"NPD Combination","1996","Schleswig-Holstein","Rural Area","","","",""
"NPD Combination","1996","Hamburg","Urban Area","1","","",""
"NPD Combination","1996","Hamburg","Rural Area","","","",""
"NPD Combination","1996","Lower Saxony","Urban Area","4","","",""
"NPD Combination","1996","Lower Saxony","Rural Area","2","","",""
"NPD Combination","1996","Bremen","Urban Area","","","",""
"NPD Combination","1996","Bremen","Rural Area","","","",""
"NPD Combination","1996","North Rhine-Westphalia","Urban Area","4","","",""
"NPD Combination","1996","North Rhine-Westphalia","Rural Area","","","",""
"NPD Combination","1996","Hesse","Urban Area","3","","",""
"NPD Combination","1996","Hesse","Rural Area","1","","",""
"NPD Combination","1996","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"NPD Combination","1996","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"NPD Combination","1996","Baden-Württemberg","Urban Area","14","","",""
"NPD Combination","1996","Baden-Württemberg","Rural Area","2","","",""
"NPD Combination","1996","Bavaria","Urban Area","8","","",""
"NPD Combination","1996","Bavaria","Rural Area","7","","",""
"NPD Combination","1996","Berlin","Urban Area","7","","",""
"NPD Combination","1996","Berlin","Rural Area","","","",""
"NPD Combination","1996","Brandenburg","Urban Area","","","",""
"NPD Combination","1996","Brandenburg","Rural Area","4","","",""
"NPD Combination","1996","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"NPD Combination","1996","Mecklenburg-Western Pomerania","Rural Area","2","","",""
"NPD Combination","1996","Saxony","Urban Area","6","","",""
"NPD Combination","1996","Saxony","Rural Area","3","","",""
"NPD Combination","1996","Saxony-Anhalt","Urban Area","","","",""
"NPD Combination","1996","Saxony-Anhalt","Rural Area","","","",""
"NPD Combination","1996","Thuringia","Urban Area","1","","",""
"NPD Combination","1996","Thuringia","Rural Area","3","","",""
"AfD","1996","Schleswig-Holstein","Urban Area","","","",""
"AfD","1996","Schleswig-Holstein","Rural Area","","","",""
"AfD","1996","Hamburg","Urban Area","","","",""
"AfD","1996","Hamburg","Rural Area","","","",""
"AfD","1996","Lower Saxony","Urban Area","","","",""
"AfD","1996","Lower Saxony","Rural Area","","","",""
"AfD","1996","Bremen","Urban Area","","","",""
"AfD","1996","Bremen","Rural Area","","","",""
"AfD","1996","North Rhine-Westphalia","Urban Area","","","",""
"AfD","1996","North Rhine-Westphalia","Rural Area","","","",""
"AfD","1996","Hesse","Urban Area","","","",""
"AfD","1996","Hesse","Rural Area","","","",""
"AfD","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"AfD","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"AfD","1996","Baden-Württemberg","Urban Area","","","",""
"AfD","1996","Baden-Württemberg","Rural Area","","","",""
"AfD","1996","Bavaria","Urban Area","","","",""
"AfD","1996","Bavaria","Rural Area","","","",""
"AfD","1996","Berlin","Urban Area","","","",""
"AfD","1996","Berlin","Rural Area","","","",""
"AfD","1996","Brandenburg","Urban Area","","","",""
"AfD","1996","Brandenburg","Rural Area","","","",""
"AfD","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"AfD","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"AfD","1996","Saxony","Urban Area","","","",""
"AfD","1996","Saxony","Rural Area","","","",""
"AfD","1996","Saxony-Anhalt","Urban Area","","","",""
"AfD","1996","Saxony-Anhalt","Rural Area","","","",""
"AfD","1996","Thuringia","Urban Area","","","",""
"AfD","1996","Thuringia","Rural Area","","","",""
"Other","1996","Schleswig-Holstein","Urban Area","","","",""
"Other","1996","Schleswig-Holstein","Rural Area","3","","",""
"Other","1996","Hamburg","Urban Area","","","",""
"Other","1996","Hamburg","Rural Area","","","",""
"Other","1996","Lower Saxony","Urban Area","","","",""
